,White,Black,Native American,Asian,Pacific Islander,Other,Mixed-race,Hispanic or Latino,Med HH Income,Med Family Income,Med Male Income,Med Female Income,Per Capita Income,Family poverty,Overall poverty,Child poverty,Senior poverty
Abingdon,93.80%,3.10%,0.20%,1.00%,0.10%,0.80%,1.00%,2.60%,$30,976.00,$46,106.00,$32,005.00,$22,844.00,,10.10%,,10.40%,9.70%
Accomac,71.12%,24.68%,,2.56%,,0.91%,0.73%,2.19%,$37,500.00,$51,250.00,$34,375.00,$23,929.00,,6.20%,,7.40%,11.90%
Accomack County,65.30%,28.10%,0.40%,0.60%,0.10%,3.90%,1.60%,8.60%,,,,,,,,,
Adwolf,98.22%,0.14%,,0.21%,,0.48%,0.96%,1.17%,$37,117.00,$42,941.00,$29,861.00,$20,038.00,$16,880.00,3.60%,7.80%,6.90%,4.50%
Albemarle County,80.60%,9.70%,0.30%,4.70%,0.10%,2.30%,2.40%,5.50%,$63,001.00,$98,934.00,$55,530.00,$52,211.00,,10.40%,,8.00%,2.40%
Alberta,59.80%,39.54%,,0.33%,,0.33%,,0.33%,$27,361.00,$31,875.00,$27,250.00,$20,833.00,$18,137.00,0.00%,10.90%,21.10%,14.50%
Alleghany County,96.35%,2.45%,0.21%,0.24%,0.02%,0.20%,0.53%,0.36%,$38,545.00,$45,843.00,$35,120.00,$20,855.00,,7.10%,,8.60%,10.80%
Allisonia,,,,,,,,,,,,,,,,,
Altavista,74.25%,24.55%,0.09%,0.20%,,0.32%,0.58%,0.93%,$31,818.00,$40,039.00,$32,017.00,$22,140.00,$30,169.00,0.00%,18.00%,14.40%,16.70%
Alton,,,,,,,,,,,,,,,,,
Amelia County,70.57%,28.05%,0.28%,0.17%,0.02%,0.25%,0.67%,0.80%,$40,252.00,$47,157.00,$32,315.00,$23,102.00,$8,116.00,6.70%,37.30%,7.10%,11.70%
Amelia Courthouse,,,,,,,,,,,,,,,,,
Amherst,68.95%,29.63%,0.31%,0.31%,,0.04%,0.76%,1.02%,$33,000.00,$44,181.00,$35,714.00,$20,321.00,$45,009.00,0.00%,2.30%,25.10%,26.50%
Amherst County,77.67%,19.79%,0.81%,0.35%,0.02%,0.41%,0.94%,0.96%,$37,393.00,$42,876.00,$31,493.00,$22,155.00,$22,812.00,0.00%,2.40%,13.20%,11.60%
