,White,Black,Native American,Asian,Pacific Islander,Other,Mixed-race,Hispanic or Latino,Med HH Income,Med Family Income,Med Male Income,Med Female Income,Per Capita Income,Family poverty,Overall poverty,Child poverty,Senior poverty
Alamo,,,,,,,,,,,,,,,,,
Amargosa Valley,,,,,,,,,,,,,,,,,
Arden,,,,,,,,,,,,,,,,,
Ash Springs,,,,,,,,,,,,,,,,,
Austin,,,,,,,,,,,,,,,,,
Baker,,,,,,,,,,,,,,,,,
Battle Mountain,81.30%,0.14%,2.54%,0.49%,0.03%,11.81%,3.69%,23.58%,$42,981.00,$50,995.00,$45,313.00,$25,417.00,$16,975.00,7.80%,11.80%,14.10%,20.00%
Beatty,90.90%,0.10%,1.50%,1.20%,,3.10%,3.20%,8.90%,$41,250.00,$52,639.00,$44,438.00,$25,962.00,$16,971.00,10.40%,13.40%,7.10%,19.60%
Beaverdam,,,,,,,,,,,,,,,,,
Bennett Springs,,,,,,,,,,,,,,,,,
Blue Diamond,94.33%,,0.35%,1.42%,0.35%,0.35%,3.19%,1.42%,$54,091.00,$54,432.00,$47,604.00,$47,692.00,$30,479.00,15.90%,7.20%,21.20%,0.00%
Boulder City,94.54%,0.71%,0.72%,0.71%,0.16%,1.27%,1.88%,4.34%,$50,523.00,$60,641.00,$42,041.00,$30,385.00,$29,770.00,4.70%,6.70%,9.40%,5.30%
Bunkerville,75.15%,0.69%,,1.87%,0.59%,15.68%,6.02%,24.85%,$45,076.00,$46,098.00,$27,153.00,$20,878.00,$16,820.00,3.60%,7.90%,13.40%,8.90%
Cal-Nev-Ari,95.32%,,,,,1.80%,2.88%,2.16%,$42,563.00,$44,333.00,$24,632.00,$19,531.00,$20,870.00,0.00%,0.00%,,
Caliente,87.27%,1.96%,3.03%,0.62%,0.09%,3.56%,3.47%,7.30%,$25,833.00,$38,667.00,$39,500.00,$24,688.00,$20,555.00,17.30%,22.30%,31.40%,17.90%
Carlin,91.90%,0.05%,1.76%,0.60%,0.05%,3.79%,1.85%,8.38%,$49,571.00,$51,716.00,$47,396.00,$21,813.00,$19,377.00,4.10%,7.80%,10.20%,3.00%
Carson City,81.10%,1.90%,2.40%,2.10%,0.20%,9.40%,2.90%,21.00%,,,,,,,,,
Carter Springs,,,,,,,,,,,,,,,,,
Cherry Creek,,,,,,,,,,,,,,,,,
Churchill County,82.00%,1.60%,4.50%,2.70%,0.20%,4.80%,4.20%,12.10%,$51,597.00,$63,599.00,$45,057.00,$32,550.00,$22,997.00,6.80%,8.80%,7.30%,10.40%
Clark County,60.90%,10.50%,0.70%,8.70%,0.70%,13.50%,5.10%,29.10%,$56,258.00,$63,888.00,$43,693.00,$35,324.00,$27,422.00,8.70%,11.70%,16.90%,7.60%
Cold Springs,92.64%,1.17%,1.15%,1.12%,0.10%,0.83%,2.97%,4.36%,$54,511.00,$55,930.00,$41,425.00,$27,402.00,$20,561.00,4.60%,4.40%,2.50%,9.00%
Crescent Valley,,,,,,,,,,,,,,,,,
Crystal Bay,,,,,,,,,,,,,,,,,
Dayton,91.42%,0.36%,1.03%,1.03%,0.15%,3.84%,2.17%,8.80%,$43,599.00,$46,859.00,$33,038.00,$26,140.00,$18,417.00,5.30%,6.70%,8.20%,5.50%
Denio,,,,,,,,,,,,,,,,,
Double Spring,,,,,,,,,,,,,,,,,
Douglas County,89.60%,0.40%,1.90%,1.50%,0.10%,3.20%,3.10%,10.90%,$60,721.00,$73,543.00,$52,001.00,$39,825.00,$35,239.00,5.40%,7.90%,10.80%,6.10%
Dry Valley,,,,,,,,,,,,,,,,,
Duckwater,,,,,,,,,,,,,,,,,
Dyer,,,,,,,,,,,,,,,,,
East Valley,,,,,,,,,,,,,,,,,
Elko,83.16%,0.37%,2.66%,1.12%,0.12%,9.63%,2.94%,21.12%,$48,608.00,$52,754.00,$43,397.00,$27,366.00,$20,101.00,6.10%,8.20%,8.90%,8.40%
Elko County,79.40%,0.80%,5.30%,0.90%,0.10%,10.30%,3.20%,22.90%,$67,038.00,$75,171.00,$56,528.00,$34,464.00,$26,879.00,5.80%,7.10%,8.00%,9.00%
Ely,89.14%,0.32%,3.12%,1.09%,0.35%,3.71%,2.28%,12.35%,$36,408.00,$42,168.00,$36,016.00,$26,597.00,$17,013.00,11.30%,12.50%,12.00%,9.20%
Empire,,,,,,,,,,,,,,,,,
Enterprise,56.30%,8.10%,0.60%,21.20%,0.90%,6.80%,6.10%,17.30%,$75,688.00,,,,,,,,
Esmeralda County,84.40%,,4.20%,0.40%,,6.60%,4.30%,15.30%,$39,712.00,$57,292.00,$41,023.00,$27,019.00,$34,571.00,6.70%,11.20%,9.80%,9.40%
Eureka,,,,,,,,,,,,,,,,,
Eureka County,89.30%,0.10%,2.40%,0.90%,,5.10%,2.20%,12.00%,$61,400.00,$75,179.00,$54,625.00,$42,321.00,$30,306.00,9.90%,16.20%,23.60%,13.90%
Fallon,76.50%,2.00%,3.00%,4.70%,0.30%,0.30%,3.30%,9.90%,$35,935.00,$41,433.00,$35,356.00,$22,818.00,$16,919.00,9.50%,12.60%,15.60%,10.30%
Fallon Station,69.64%,8.70%,1.42%,8.62%,0.95%,5.38%,5.30%,10.75%,$34,236.00,$31,688.00,$26,230.00,$21,290.00,$11,719.00,2.50%,4.70%,2.90%,0.00%
Fernley,84.50%,1.00%,1.80%,,0.40%,5.70%,4.60%,14.40%,,,,,,,,,
Fish Springs,,,,,,,,,,,,,,,,,
Fort McDermitt,,,,,,,,,,,,,,,,,
Gabbs,87.40%,,5.60%,1.10%,,0.70%,5.20%,4.50%,,,,,,,,,
Gardnerville,89.93%,0.45%,1.07%,1.28%,0.09%,5.30%,1.88%,11.83%,$41,204.00,$46,154.00,$34,769.00,$29,550.00,$20,670.00,12.10%,15.10%,23.10%,13.60%
Gardnerville Ranchos,91.74%,0.27%,2.18%,1.00%,0.13%,2.08%,2.60%,7.51%,$48,795.00,$51,546.00,$37,292.00,$26,875.00,$20,856.00,6.40%,7.20%,8.80%,3.00%
Genoa,,,,,,,,,,,,,,,,,
Gerlach,,,,,,,,,,,,,,,,,
Glenbrook,,,,,,,,,,,,,,,,,
Golconda,,,,,,,,,,,,,,,,,
Gold Hill,,,,,,,,,,,,,,,,,
Golden Valley,,,,,,,,,,,,,,,,,
Goldfield,,,,,,,,,,,,,,,,,
Goodsprings,89.66%,1.72%,0.43%,,,1.72%,6.47%,4.74%,$40,430.00,$58,125.00,$35,924.00,$28,594.00,$22,282.00,0.00%,9.20%,0.00%,19.60%
Grass Valley,,,,,,,,,,,,,,,,,
Hawthorne,83.60%,5.00%,3.20%,1.50%,0.20%,2.70%,3.80%,9.70%,$34,413.00,$41,733.00,$31,344.00,$25,058.00,$17,830.00,8.60%,10.80%,14.70%,8.00%
Henderson,80.49%,3.76%,0.70%,3.98%,0.42%,3.16%,3.49%,13.71%,$63,830.00,$74,120.00,,,$33,238.00,3.90%,5.60%,6.40%,4.70%
Hiko,,,,,,,,,,,,,,,,,
Humboldt County,79.00%,0.50%,4.20%,0.70%,0.10%,12.70%,2.80%,24.40%,$55,656.00,$69,032.00,$56,843.00,$33,531.00,$25,965.00,7.80%,12.00%,17.30%,4.60%
Humboldt River Ranch,,,,,,,,,,,,,,,,,
Imlay,,,,,,,,,,,,,,,,,
Incline Village,86.90%,0.30%,0.30%,2.20%,0.10%,8.10%,2.10%,17.80%,,,,,,,,,
Indian Hills,91.31%,0.23%,1.23%,0.86%,,4.22%,2.16%,9.48%,$56,109.00,$58,162.00,$42,159.00,$28,885.00,$23,027.00,5.90%,5.10%,5.40%,10.70%
Indian Springs,,,,,,,,,$40,966.00,$40,608.00,$35,609.00,$24,286.00,$14,687.00,7.20%,10.70%,13.20%,13.50%
Jackpot,1.00%,32.00%,,,,4.00%,,56.00%,,,,,,,,,
Jarbidge,,,,,,,,,,,,,,,,,
Jean,,,,,,,,,,,,,,,,,
Johnson Lane,95.29%,0.12%,0.76%,0.91%,0.08%,0.64%,2.19%,4.38%,$59,130.00,$60,918.00,$46,329.00,$29,907.00,$24,247.00,4.30%,6.10%,6.90%,5.10%
Kingsbury,93.29%,0.46%,0.61%,2.13%,0.23%,1.56%,1.71%,4.15%,$59,511.00,$73,333.00,$40,208.00,$31,652.00,$41,451.00,3.00%,4.90%,0.00%,12.40%
Kingston,,,,,,,,,,,,,,,,,
Lakeridge,,,,,,,,,,,,,,,,,
Lamoille,,,,,,,,,,,,,,,,,
Lander County,84.00%,0.30%,4.20%,0.40%,,8.60%,2.50%,21.10%,$66,525.00,$67,157.00,$62,932.00,$33,056.00,$25,287.00,11.70%,12.20%,17.00%,7.40%
Laughlin,89.06%,2.81%,0.62%,2.29%,0.18%,2.74%,2.29%,10.56%,$36,885.00,$40,104.00,$27,854.00,$20,973.00,$21,097.00,7.50%,9.60%,14.70%,1.90%
Lemmon Valley,,,,,,,,,,,,,,,,,
Lincoln County,91.10%,2.30%,1.10%,0.70%,0.30%,2.20%,2.30%,6.20%,$44,695.00,$56,167.00,$51,475.00,$26,366.00,$18,148.00,7.50%,10.60%,12.50%,9.60%
Logan Creek,,,,,,,,,,,,,,,,,
Lovelock,76.49%,0.80%,7.14%,0.70%,0.20%,10.03%,4.64%,24.21%,$34,563.00,$40,885.00,$35,658.00,$27,371.00,$17,233.00,9.60%,14.20%,18.90%,10.30%
Lund,,,,,,,,,,,,,,,,,
Lyon County,85.00%,0.80%,2.50%,1.40%,0.30%,6.40%,3.70%,14.80%,$48,433.00,$56,106.00,$45,319.00,$31,536.00,$21,041.00,8.70%,12.80%,14.90%,6.60%
McDermitt,,,,,,,,,,,,,,,,,
McGill,91.72%,,2.75%,0.19%,0.09%,1.80%,1.14%,6.74%,,,,,,,,,
Mesquite,80.30%,0.65%,0.98%,1.27%,0.07%,14.56%,2.17%,24.75%,$40,392.00,$42,941.00,$27,083.00,$24,402.00,$20,191.00,6.20%,10.20%,18.30%,6.00%
Mina,,,,,,,,,,,,,,,,,
Minden,94.04%,0.07%,0.71%,1.13%,0.11%,2.08%,1.87%,6.59%,$56,795.00,$64,375.00,$40,833.00,$34,700.00,$30,405.00,3.70%,5.40%,10.20%,1.50%
Mineral County,72.50%,4.10%,15.50%,1.10%,0.10%,2.10%,4.40%,9.10%,$35,446.00,$57,064.00,$48,281.00,$33,830.00,$23,226.00,11.40%,19.10%,11.00%,12.60%
Moapa Town,62.93%,0.22%,1.40%,1.83%,0.65%,30.50%,2.48%,35.02%,$48,365.00,$49,327.00,$38,929.00,$20,990.00,$17,587.00,1.70%,3.10%,3.20%,0.00%
Moapa Valley,92.41%,0.24%,0.66%,0.26%,0.36%,4.34%,1.73%,9.09%,$39,942.00,$47,575.00,$42,348.00,$26,442.00,$16,696.00,5.70%,6.90%,7.30%,8.30%
Mogul,,,,,,,,,,,,,,,,,
Montello,,,,,,,,,,,,,,,,,
Mount Charleston,97.54%,1.05%,,,0.35%,0.70%,0.35%,2.46%,$63,125.00,$67,625.00,$75,471.00,$35,938.00,$38,821.00,0.00%,0.00%,,
Mount Wilson,,,,,,,,,,,,,,,,,
Nellis Air Force Base,,,,,,,,,,,,,,,,,
Nellis Air Force Base Nevada,68.50%,14.30%,1.40%,5.00%,0.70%,4.90%,5.20%,11.70%,,,,,,,,,
Nelson,,,,,,,,,,,,,,,,,
Nixon,1.67%,,96.41%,0.24%,0.24%,,1.44%,4.78%,$25,417.00,$28,906.00,$26,250.00,$22,250.00,$9,926.00,22.30%,26.30%,29.80%,25.60%
North Las Vegas,47.40%,19.90%,0.80%,6.30%,0.80%,,5.80%,38.80%,$46,057.00,$46,540.00,$32,205.00,$25,836.00,$16,023.00,11.80%,14.80%,19.60%,8.80%
Nye County,85.90%,2.00%,1.60%,1.30%,0.50%,5.20%,3.50%,13.60%,$41,181.00,$50,218.00,$51,574.00,$32,152.00,$22,687.00,14.20%,18.90%,27.80%,9.80%
Oasis,,,,,,,,,,,,,,,,,
Orovada,,,,,,,,,,,,,,,,,
Osino,,,,,,,,,,,,,,,,,
Owyhee,17.80%,3.54%,75.02%,0.59%,0.10%,0.88%,2.06%,9.05%,$23,214.00,$28,846.00,$31,250.00,$27,917.00,$9,869.00,27.70%,32.40%,41.00%,34.50%
Pahrump,86.10%,2.10%,1.10%,1.40%,0.37%,2.27%,2.60%,12.90%,$34,860.00,$39,812.00,$35,862.00,$21,586.00,$17,708.00,7.30%,10.70%,14.80%,7.00%
Panaca,,,,,,,,,,,,,,,,,
Paradise,72.51%,6.59%,0.77%,6.52%,0.59%,8.37%,4.65%,23.47%,$39,376.00,$46,578.00,$31,412.00,$25,898.00,$21,258.00,8.10%,11.80%,15.30%,7.60%
Paradise Valley,89.00%,,1.80%,,,6.40%,2.80%,18.30%,,,,,,,,,
Pershing County,81.90%,3.70%,3.20%,1.30%,0.10%,6.70%,3.10%,22.30%,$56,491.00,$61,410.00,$51,333.00,$28,871.00,$17,519.00,10.20%,13.70%,23.00%,2.70%
Pioche,,,,,,,,,,,,,,,,,
Preston,,,,,,,,,,,,,,,,,
Primm,,,,,,,,,,,,,,,,,
Rachel,,,,,,,,,,,,,,,,,
Reno,74.20%,2.90%,1.30%,6.30%,0.70%,10.50%,4.20%,24.30%,,,,,,,,,
Round Hill Village,,,,,,,,,,,,,,,,,
Round Mountain,,,,,,,,,,,,,,,,,
Ruhenstroth,,,,,,,,,,,,,,,,,
Ruth,,,,,,,,,,,,,,,,,
