,White,Black,Native American,Asian,Pacific Islander,Other,Mixed-race,Hispanic or Latino,Med HH Income,Med Family Income,Med Male Income,Med Female Income,Per Capita Income,Family poverty,Overall poverty,Child poverty,Senior poverty
Addison County,95.30%,0.80%,0.20%,1.40%,,0.50%,1.70%,1.90%,,,,,,,,,
Arlington,97.25%,0.50%,0.08%,0.67%,0.17%,0.08%,1.25%,0.25%,$32,321.00,$41,607.00,$26,731.00,$20,000.00,$20,357.00,9.40%,8.90%,13.60%,6.50%
Ascutney,,,,,,,,,,,,,,,,,
Barnet,96.75%,0.71%,1.01%,0.47%,,0.06%,1.01%,0.36%,$36,089.00,$43,403.00,$32,768.00,$23,173.00,$17,690.00,7.00%,12.10%,17.40%,11.20%
Barre (city),97.40%,0.48%,0.38%,0.52%,0.01%,0.32%,0.89%,1.68%,,,,,,,,,
Barre (town),98.47%,0.18%,0.09%,0.29%,,0.18%,0.78%,1.51%,,,,,,,,,
Beecher Falls,,,,,,,,,,,,,,,,,
Bennington,96.20%,1.00%,0.50%,0.60%,0.10%,0.40%,1.30%,1.70%,$38,803.00,$50,805.00,$30,451.00,$22,135.00,$25,285.00,13.10%,13.00%,19.40%,7.60%
Bennington County,96.60%,0.80%,0.30%,0.70%,,0.30%,1.30%,1.40%,,,,,,,,,
Benson,96.92%,0.67%,0.38%,0.29%,,0.19%,1.54%,0.87%,$38,224.00,$40,833.00,$31,488.00,$21,146.00,$15,931.00,8.30%,12.10%,16.90%,16.40%
Bethel,,,,,,,,,,,,,,,,,
Bradford,97.42%,0.86%,0.37%,0.49%,,,0.86%,0.74%,$28,472.00,$32,031.00,$30,673.00,$28,375.00,$14,456.00,10.10%,16.60%,25.20%,7.70%
Brandon,98.46%,0.06%,0.24%,0.12%,,,1.13%,0.18%,$34,609.00,$44,514.00,$28,382.00,$22,159.00,$23,705.00,6.80%,12.40%,15.70%,17.00%
