State,First / Middle Name,Last Name,Year,Office,Party,Result
California,Stanley,Pierson,1962,California's 2nd Board of Equalization District,(R),lost
California,William M.,Pierson,1875,California's 12th Senate District,(D),won
California,Gary W.,Pietila,2000,California's 75th Assembly District,(L),lost
California,Joseph Paul,Pietroforte,1994,California's 43rd Assembly District (Special),(R),lost
California,Victor,Piezzi,1902,California's 14th Assembly District,(R),lost
California,Melinda,Pillsbury-Foster,1982,California's 20th Senate District,(L),lost
California,Michael Alan,Piltch,1996,California's 61st Assembly District,(L),lost
California,Jack A.,Pimentel,1974,California's 25th Assembly District,(R),lost
California,Guido,Pinamonti,1962,California's 47th Assembly District,(D),lost
California,Peg,Pinard,2004,California's 15th Senate District,(D),lost
California,Thomas J.,Pinder,1880,California's 9th Assembly District,(Workingmen),won
California,Thomas J.,Pinder,1886,California's 20th Senate District,(D),won
California,Dorothy,Pineda,2014,California's 52nd Assembly District,(R),lost
California,Rene,Pineda,2014,California's 19th Assembly District,(R),lost
California,Charles 'Chuck',Pineda Jr.,2003,Governor (Recall),(D),lost
California,Donald F.,Pinkerton,1968,California's 5th Assembly District,(R),lost
California,Ric,Pinkerton,2000,California's 32nd Assembly District,(L),lost
California,William,Pinkerton,1908,California's 59th Assembly District,(D),lost
California,Tepring Michelle,Piquado,2018,California's 54th Assembly District,(D),lost
California,Tepring Michelle,Piquado,2018,California's 54th Assembly District (Special),(D),lost
California,N. J.,Pishon,1873,California's 1st Assembly District,(I),won
California,L. C.,Pistolesi,1900,California's 41st Assembly District,(NP),lost
California,Henry Burnap,Pitcher,1914,California's 67th Assembly District,(R),lost
California,F. W.,Pittinger,1906,California's 80th Assembly District,(S),lost
California,Stan,Pittman,1962,California's 6th Senate District,(R),won
California,C. S.,Pitts,1910,California's 8th Senate District,(Proh.),lost
California,John V.,Pitts,1922,California's 74th Assembly District,(S),lost
California,John V.,Pitts,1926,California's 74th Assembly District,(S),lost
California,Frank M.,Pixley,1858,California's 5th Assembly District,(R),won
California,Frank M.,Pixley,1861,Attorney General,(R),won
California,Richmond,Plant,1904,California's 73rd Assembly District,(D),lost
California,Horace G.,Platt,1880,California's 9th Assembly District,(D),won
California,M. S.,Platz,1902,California's 66th Assembly District,(D),lost
California,Joseph A.,Plecarpo,1934,California's 20th Senate District,(S),lost
California,Joseph A.,Plecarpo,1936,California's 11th Assembly District,(S),lost
California,George,Plescia,2002,California's 75th Assembly District,(R),won
California,George,Plescia,2004,California's 75th Assembly District,(R),won
California,George,Plescia,2006,California's 75th Assembly District,(R),won
California,George,Plescia,2012,California's 39th Senate District,(R),lost
California,Hal,Plotkin,1993,California's 11th Senate District (Special),(D),lost
California,Patrick,Plover,1882,California's 12th Assembly District,(D),won
California,Alvin,Plummer,1910,California's 20th Senate District,(Ind. League),lost
California,Joseph M.,Plunkett,1900,California's 17th Senate District,(D),won
California,Joseph M.,Plunkett,1904,California's 17th Senate District,(D),lost
California,G. E.,Poage,1902,California's 74th Assembly District,(D),lost
California,Marc,Poche,1968,California's 25th Assembly District,(D),lost
California,James E.,Pockrus,1964,California's 7th Assembly District,(D),lost
California,James E.,Pockrus,1966,California's 7th Assembly District,(D),lost
California,David J.,Podegracz,1990,California's 20th Senate District,(R),lost
California,Gary A.,Podesto,2004,California's 5th Senate District,(R),lost
California,Montana,Podva,1993,California's 4th Senate District (Special),(D),lost
California,Pete J. Vander,Poel,1974,California's 65th Assembly District,(R),lost
California,"Robert ""Bob""",Pohl,2002,California's 35th Assembly District,(R),lost
California,"Robert ""Bob""",Pohl,2004,California's 35th Assembly District,(R),lost
California,Gustave,Pohlmann,1896,California's 38th Assembly District,(R),won
California,J. B.,Poirer,1900,California's 51st Assembly District,(NP),lost
California,Steve,Poizner,2004,California's 21st Assembly District,(R),lost
California,Steve,Poizner,2006,Insurance Commissioner,(R),won
California,Steve,Poizner,2018,Insurance Commissioner,(NPP),lost
California,Richard G.,Polanco,1986,California's 55th Assembly District,(D),won
California,Richard G.,Polanco,1986,California's 55th Assembly District (Special),(D),won
California,Richard G.,Polanco,1988,California's 55th Assembly District,(D),won
California,Richard G.,Polanco,1990,California's 55th Assembly District,(D),won
California,Richard G.,Polanco,1992,California's 45th Assembly District,(D),won
California,Richard G.,Polanco,1994,California's 22nd Senate District,(D),won
California,Richard G.,Polanco,1998,California's 22nd Senate District,(D),won
California,Harold H.,Polesetsky,1984,California's 76th Assembly District,(D),lost
California,Timothy,Poling,1990,California's 30th Senate District,(R),lost
California,John,Polkki,1940,California's 68th Assembly District,(Comm.),lost
California,William J.,Pollacek,1988,California's 7th Senate District,(R),lost
California,Reece,Pollack,2008,California's 51st Assembly District,(R),lost
California,Harry,Polsley,1908,California's 5th Assembly District,(D),won
California,Harry,Polsley,1910,California's 5th Assembly District,(D),won
California,Harry,Polsley,1912,California's 5th Assembly District,(D),won
California,Harry,Polsley,1914,California's 3rd Board of Equalization District,(D),lost
California,Harry,Polsley,1916,California's 5th Assembly District,(D),won
California,Harry,Polsley,1918,California's 5th Assembly District,(D),won
California,Paul K.,Polson,2010,California's 33rd Assembly District,(L),lost
California,Susan,Polson,1988,California's 62nd Assembly District,(L),lost
California,Hugh R.,Pomeroy,1922,California's 62nd Assembly District,(R),won
California,Rev. Fletcher,Pomeroy,1902,California's 67th Assembly District,(Proh.),lost
California,Rev. Fletcher,Pomeroy,1904,California's 67th Assembly District,(Proh.),lost
California,Charles L.,Pond,1890,California's 4th Senate District,(R),won
California,Edward B.,Pond,1890,Governor,(D),lost
California,Reed K.,Pond,1934,California's 14th Senate District,(S),lost
California,Chuck,Poochigian,1994,California's 29th Assembly District,(R),won
California,Chuck,Poochigian,1996,California's 29th Assembly District,(R),won
California,Chuck,Poochigian,1998,California's 14th Senate District,(R),won
California,Chuck,Poochigian,2002,California's 14th Senate District,(R),won
California,Chuck,Poochigian,2006,Attorney General,(R),lost
California,William,Pook,1906,California's 18th Assembly District,(UL),lost
California,David M.,Pool,1868,California's 5th Assembly District,(D),won
California,David M.,Pool,1879,California's 5th Senate District,(D),won
California,Iris Lucy,Poole,1968,California's 11th Assembly District,(AI),lost
California,John J.,Poole,1968,California's 7th Senate District,(AI),lost
California,Lee C.,Poole,1958,California's 78th Assembly District,(D),lost
California,William H.,Poole,1940,California's 52nd Assembly District,(D),won
California,Samuel,Poorman Jr.,1914,California's 14th Senate District,(Prog.),lost
California,Carter N.,Pope,2010,California's 18th Senate District,(D),lost
California,J. M. W.,Pope,1908,California's 13th Senate District,(S),lost
California,Robert,Poppe,1898,California's 10th Senate District,(R),lost
California,Anthony,Portantino,2006,California's 44th Assembly District,(D),won
California,Anthony,Portantino,2008,California's 44th Assembly District,(D),won
California,Anthony,Portantino,2010,California's 44th Assembly District,(D),won
California,Anthony,Portantino,2016,California's 25th Senate District,(D),won
California,T. T.,Porteous,1910,California's 78th Assembly District,(D),lost
California,Arza,Porter,1884,California's 73rd Assembly District,(R),won
California,C. H.,Porter,1888,California's 8th Assembly District,(R),won
California,Carley V.,Porter,1950,California's 69th Assembly District,(D),won
California,Carley V.,Porter,1952,California's 69th Assembly District,(D),won
California,Carley V.,Porter,1954,California's 69th Assembly District,(D),won
California,Carley V.,Porter,1956,California's 69th Assembly District,(D),won
California,Carley V.,Porter,1958,California's 69th Assembly District,(D),won
California,Carley V.,Porter,1960,California's 69th Assembly District,(D),won
California,Carley V.,Porter,1962,California's 38th Assembly District,(D),won
California,Carley V.,Porter,1964,California's 38th Assembly District,(D),won
California,Carley V.,Porter,1966,California's 38th Assembly District,(D),won
California,Carley V.,Porter,1968,California's 38th Assembly District,(D),won
California,Carley V.,Porter,1970,California's 38th Assembly District,(D),won
California,Carley V.,Porter,1972,California's 38th Assembly District,(D),won
California,Charles B.,Porter,1860,California's 8th Assembly District,(R),won
California,Charles B.,Porter,1861,California's 10th Assembly District,(R),won
California,Charles B.,Porter,1862,California's 10th Senate District,(U),won
California,Charles B.,Porter,1863,California's 10th Senate District,(U),won
California,Charles B.,Porter,1865,California's 10th Senate District,(U),won
California,David Gray,Porter,1993,California's 32nd Senate District (Special),(PF),lost
California,E. E.,Porter,1934,California's 20th Assembly District,(S),lost
California,E. F.,Porter,1910,California's 33rd Assembly District,(Ind. League),lost
California,George K.,Porter,1861,California's 6th Senate District,(R),won
California,"Gerald J. ""Jerry""",Porter,1968,California's 23rd Senate District,(D),lost
California,Henry I.,Porter,1906,California's 39th Assembly District,(UL),lost
California,Nathan,Porter,1877,California's 14th Senate District,(R),won
California,Nathan T.,Porter,1942,Governor,(Townsend),lost
California,T. H.,Porter,1906,California's 36th Assembly District,(S),lost
California,Warren R.,Porter,1906,Lieutenant Governor,(R),won
California,John C.,Poshepny,1948,California's 12th Senate District (Special),(NP),lost
California,Gabriel B.,Post,1849,California's San Francisco Senate District,(NP),won
California,"Charles J. ""Chip""",Post III,1976,California's 51st Assembly District,(D),lost
California,"Gustave ""Gus""",Postler,1898,California's 34th Assembly District,(SL),lost
California,"Gustave ""Gus""",Postler,1908,California's 34th Assembly District,(S),lost
California,Douglas M.,Poston,2002,California's 9th Assembly District,(L),lost
California,Alta C.,Potter,1944,California's 57th Assembly District,(R),lost
California,C. G.,Potter,1936,California's 73rd Assembly District,(Prog.),lost
California,Franklin J.,Potter,1940,California's 57th Assembly District,(R),won
California,Franklin J.,Potter,1942,California's 57th Assembly District,(R),won
California,Thomas W.,Potter,1922,California's 73rd Assembly District,(I),lost
California,Jim,Potts,1980,California's 2nd Assembly District,(R),lost
California,Norris,Poulson,1934,California's 56th Assembly District,(Prog.),lost
California,Norris,Poulson,1938,California's 56th Assembly District,(R),won
California,Norris,Poulson,1940,California's 56th Assembly District,(R),won
California,Byron L.,Powell,1986,California's 73rd Assembly District,(D),lost
California,Don,Powell,1968,California's 3rd Senate District,(AI),lost
California,J. W.,Powell,1904,California's 47th Assembly District,(S),lost
California,J. W.,Powell,1910,California's 47th Assembly District,(S),lost
California,Joseph,Powell,1859,Clerk of the Supreme Court,(Anti-Lecompton D),lost
California,Joseph,Powell,1860,California's 9th Assembly District,(Douglas D),won
California,Mike,Powell,1988,California's 33rd Assembly District,(D),lost
