,White,Black,Native American,Asian,Pacific Islander,Other,Mixed-race,Hispanic or Latino,Med HH Income,Med Family Income,Med Male Income,Med Female Income,Per Capita Income,Family poverty,Overall poverty,Child poverty,Senior poverty
Abbyville,97.66%,,,,,,2.34%,,$43,750.00,$45,625.00,$29,000.00,$26,667.00,$16,080.00,4.90%,5.60%,7.90%,0.00%
Abilene,94.90%,0.90%,0.40%,0.20%,,1.10%,2.40%,4.70%,$48,115.00,$61,146.00,$42,332.00,$29,325.00,$21,820.00,7.30%,10.80%,14.10%,15.10%
Acme,,,,,,,,,,,,,,,,,
Ada,,,,,,,,,,,,,,,,,
Adamsville,,,,,,,,,,,,,,,,,
Admire,95.48%,,0.56%,,,0.56%,3.39%,1.13%,$40,250.00,$47,250.00,$26,406.00,$18,750.00,$15,666.00,3.90%,4.40%,4.90%,0.00%
Aetna,,,,,,,,,,,,,,,,,
Agenda,100.00%,,,,,,,,$26,500.00,$39,063.00,$31,250.00,$11,250.00,$13,307.00,0.00%,5.90%,0.00%,6.10%
Agra,98.69%,,0.33%,,,,0.98%,0.65%,$27,250.00,$36,250.00,$26,944.00,$16,429.00,$16,960.00,8.50%,10.70%,11.30%,7.70%
Agricola,,,,,,,,,,,,,,,,,
Akron,,,,,,,,,,,,,,,,,
Alamota,,,,,,,,,,,,,,,,,
Albert,98.34%,,,,,0.55%,1.10%,2.21%,$39,375.00,$44,792.00,$30,250.00,$22,083.00,$15,948.00,6.80%,4.10%,3.80%,0.00%
Alden,99.40%,,,,,,0.60%,2.98%,$36,442.00,$36,827.00,$26,500.00,$18,333.00,$21,908.00,0.00%,1.10%,0.00%,6.90%
Alexander,100.00%,,,,,,,1.33%,$12,083.00,$28,125.00,$18,542.00,$20,000.00,$11,803.00,30.80%,31.90%,40.00%,11.10%
Aliceville,,,,,,,,,,,,,,,,,
Allen,98.10%,0.47%,1.42%,,,,,0.95%,$32,500.00,$39,792.00,$30,000.00,$24,500.00,$15,855.00,10.20%,8.00%,18.90%,0.00%
Allison,,,,,,,,,,,,,,,,,
Alma,96.86%,0.63%,0.25%,,,0.63%,1.63%,3.26%,$38,333.00,$46,339.00,$31,750.00,$21,094.00,$16,245.00,4.70%,4.80%,3.00%,8.20%
Almena,98.72%,0.21%,,,,,1.07%,0.64%,$27,083.00,$33,958.00,$22,237.00,$15,714.00,$14,433.00,10.40%,15.30%,20.10%,11.30%
Alta Vista,97.29%,,1.36%,,0.68%,,0.68%,4.07%,$32,159.00,$38,542.00,$29,167.00,$20,833.00,$15,885.00,8.00%,9.90%,15.50%,11.40%
Altamont,96.43%,,1.37%,0.18%,,0.09%,1.92%,0.55%,$32,431.00,$40,987.00,$30,694.00,$22,019.00,$14,895.00,5.20%,9.50%,8.20%,21.20%
Alton,98.29%,,,,,,1.71%,1.71%,$23,750.00,$33,125.00,$20,000.00,$21,875.00,$15,584.00,7.40%,17.60%,9.10%,8.00%
Altoona,97.73%,,1.24%,,,0.21%,0.82%,0.41%,$23,906.00,$30,375.00,$28,523.00,$22,500.00,$12,534.00,9.90%,16.30%,21.20%,10.10%
Americus,96.80%,0.32%,0.43%,0.11%,,1.07%,1.28%,1.71%,$35,859.00,$43,850.00,$29,545.00,$21,705.00,$14,532.00,9.90%,11.40%,15.00%,11.10%
Ames,,,,,,,,,,,,,,,,,
Amy,,,,,,,,,,,,,,,,,
Andale,98.69%,,0.13%,,,0.52%,0.65%,1.57%,$47,333.00,$53,702.00,$40,909.00,$30,875.00,$17,439.00,2.70%,1.10%,0.00%,6.80%
Andover,95.13%,0.52%,0.55%,1.05%,0.01%,1.03%,1.70%,2.39%,$57,163.00,$65,781.00,$50,326.00,$30,683.00,$24,818.00,6.20%,6.30%,6.90%,11.60%
Angelus,,,,,,,,,,,,,,,,,
Angola,,,,,,,,,,,,,,,,,
Anness,,,,,,,,,,,,,,,,,
Anson,,,,,,,,,,,,,,,,,
Antelope,,,,,,,,,,,,,,,,,
Anthony,96.19%,0.29%,0.98%,0.20%,,0.53%,1.80%,1.48%,$24,730.00,$37,321.00,$27,042.00,$17,604.00,$14,540.00,12.80%,16.40%,24.80%,8.40%
Antonino,,,,,,,,,,,,,,,,,
Arcadia,96.16%,0.51%,1.28%,,,1.02%,1.02%,0.26%,$21,750.00,$27,386.00,$22,500.00,$17,321.00,$10,674.00,17.20%,24.20%,31.20%,11.50%
Argonia,96.82%,0.37%,,,,0.37%,2.43%,0.19%,$30,125.00,$38,625.00,$30,938.00,$19,688.00,$16,060.00,8.90%,8.80%,8.50%,13.40%
Arkansas City,87.15%,4.51%,2.69%,0.64%,0.02%,1.95%,3.04%,4.47%,,,,,,,,,
Arlington,97.60%,0.22%,0.22%,,,0.44%,1.53%,1.31%,$29,453.00,$38,571.00,$26,250.00,$20,250.00,$14,289.00,4.40%,8.80%,10.00%,11.10%
Arma,97.00%,0.10%,1.40%,0.10%,,0.50%,1.00%,2.70%,$26,658.00,$36,648.00,$27,337.00,$19,821.00,$15,636.00,8.40%,11.90%,14.40%,15.80%
Arnold,,,,,,,,,,,,,,,,,
Arrington,,,,,,,,,,,,,,,,,
Ash Grove,,,,,,,,,,,,,,,,,
Ash Valley,,,,,,,,,,,,,,,,,
