,White,Black,Native American,Asian,Pacific Islander,Other,Mixed-race,Hispanic or Latino,Med HH Income,Med Family Income,Med Male Income,Med Female Income,Per Capita Income,Family poverty,Overall poverty,Child poverty,Senior poverty
Barksdale,,,,,,,,,,,,,,,,,
Barnhart,,,,,,,,,,,,,,,,,
Barnum,,,,,,,,,,,,,,,,,
Barrera,,,,,,,,,,,,,,,,,
Barrett,8.64%,86.56%,0.35%,,,2.89%,1.57%,6.16%,$31,343.00,$35,074.00,$32,250.00,$20,781.00,$16,481.00,0.00%,8.90%,17.40%,33.60%
Barry,88.52%,3.35%,0.48%,,,7.18%,0.48%,9.09%,$40,000.00,$42,500.00,$24,375.00,$20,625.00,,8.00%,,11.30%,13.00%
Barstow,77.09%,0.25%,,0.25%,,21.43%,0.99%,78.08%,$15,000.00,$23,333.00,$25,833.00,$12,500.00,,39.20%,,50.00%,34.70%
Bartlett,61.61%,17.97%,0.66%,0.06%,,16.84%,2.87%,33.07%,,,,,,,,,
Barton Creek,93.20%,2.39%,0.19%,2.77%,0.06%,0.50%,0.88%,3.71%,$158,623.00,$172,909.00,$100,000.00,$44,716.00,$16,317.00,0.00%,4.80%,0.00%,0.00%
Bascom,,,,,,,,,,,,,,,,,
Bastrop,72.34%,17.00%,0.73%,0.99%,0.00%,7.02%,1.91%,17.75%,$40,212.00,$49,258.00,$34,388.00,$27,582.00,$19,862.00,,11.70%,15.60%,14.10%
Bastrop County,80.24%,8.79%,0.70%,0.46%,0.06%,7.60%,2.15%,23.98%,$43,578.00,$49,456.00,$32,843.00,$25,536.00,$32,888.00,0.00%,6.10%,15.40%,13.30%
Bateman,,,,,,,,,,,,,,,,,
Batesville,50.15%,0.08%,0.92%,,,45.30%,3.54%,91.37%,$17,448.00,$18,571.00,$18,548.00,$13,333.00,,43.30%,,52.60%,62.40%
Batson,,,,,,,,,,,,,,,,,
Bay City,,,,,,,,,$30,446.00,$39,281.00,$38,202.00,$23,058.00,$15,284.00,18.30%,21.40%,27.70%,14.30%
Baylor County,,,,,,,,,$24,627.00,$34,583.00,$21,607.00,$19,571.00,$16,384.00,16.10%,12.90%,26.30%,9.00%
Bayou Vista,94.83%,0.55%,0.43%,0.79%,0.06%,2.37%,0.97%,4.87%,$62,321.00,$70,114.00,$52,045.00,$31,467.00,,3.10%,,0.00%,3.90%
Baytown,,,,,,,,,$48,191.00,$45,346.00,$38,039.00,$25,012.00,$17,641.00,13.00%,15.50%,21.90%,9.80%
Bayview, Galveston County,,,,,,,,,,,,,,,,,
Beach City,95.62%,1.58%,0.12%,0.06%,,1.76%,0.85%,4.74%,$70,104.00,$75,439.00,$55,268.00,$33,750.00,,4.00%,,3.80%,0.80%
Beans,,,,,,,,,,,,,,,,,
Beasley,77.97%,6.61%,,,,12.71%,2.71%,30.68%,$35,000.00,$47,625.00,$30,139.00,$29,107.00,$18,579.00,0.00%,4.20%,18.90%,24.10%
Beaumont,33.50%,47.30%,0.00%,3.30%,0.00%,7.10%,2.00%,13.40%,$39,699.00,$49,766.00,,,$23,137.00,0.00%,,,22.10%
Beaumont Place,,,,,,,,,,,,,,,,,
Bebe,,,,,,,,,,,,,,,,,
Beckville,59.18%,31.78%,0.27%,,,7.18%,1.60%,8.11%,,,,,,,,,
Bedford,87.63%,3.65%,0.51%,3.62%,0.25%,2.44%,1.89%,7.22%,$54,436.00,$71,017.00,$45,938.00,$33,012.00,,3.70%,,4.20%,5.60%
Bee Cave,94.21%,,0.15%,0.15%,,3.51%,1.98%,7.62%,,,,,,,,,
Bee County,67.85%,9.90%,0.42%,0.51%,0.03%,19.15%,2.13%,53.93%,$28,392.00,$32,967.00,$26,473.00,$20,666.00,$15,913.00,0.00%,14.00%,33.80%,18.30%
Bee House,,,,,,,,,,,,,,,,,
Beeville,72.08%,2.87%,0.59%,0.69%,0.05%,20.63%,3.09%,67.67%,,,,,,,,,
Belcherville,,,,,,,,,,,,,,,,,
Bell County,61.40%,21.50%,0.80%,2.80%,0.80%,,5.00%,21.60%,$36,872.00,$41,455.00,$28,031.00,$22,364.00,$23,988.00,0.00%,1.50%,16.30%,9.80%
Bellaire,72.60%,1.60%,0.20%,14.10%,,,2.20%,9.50%,,,,,,,,,
Belle Plain,,,,,,,,,,,,,,,,,
Bellevue,93.78%,,2.07%,,,2.07%,2.07%,2.59%,$31,250.00,$38,125.00,$33,125.00,$21,250.00,$17,529.00,0.00%,11.70%,25.90%,27.30%
Bellmead,42.50%,17.20%,0.40%,0.60%,,0.10%,1.50%,37.80%,,,,,,,,,
Bellville,81.89%,11.68%,0.40%,0.34%,,3.95%,1.74%,11.97%,$40,806.00,$49,730.00,$36,719.00,$21,685.00,$26,707.00,0.00%,4.50%,7.90%,8.10%
Belmont,,,,,,,,,,,,,,,,,
Belton,72.67%,8.10%,0.64%,0.95%,0.10%,14.83%,2.71%,25.13%,$32,052.00,$38,635.00,$31,304.00,$20,678.00,$17,875.00,0.00%,0.00%,20.70%,14.00%
Ben Arnold,,,,,,,,,,,,,,,,,
Ben Bolt,,,,,,,,,,,,,,,,,
Ben Ficklin,,,,,,,,,,,,,,,,,
Ben Franklin,,,,,,,,,,,,,,,,,
Ben Hur,,,,,,,,,,,,,,,,,
Ben Wheeler,,,,,,,,,,,,,,,,,
Benavides,83.57%,0.06%,0.30%,0.06%,,13.82%,2.19%,95.55%,$21,513.00,$27,059.00,$26,250.00,$15,481.00,$16,097.00,0.00%,7.60%,31.20%,32.50%
Benbrook,88.30%,4.42%,0.50%,2.14%,0.04%,2.71%,1.87%,6.96%,$50,978.00,$63,529.00,$42,270.00,$30,030.00,$26,781.00,,,,
Bend,,,,,,,,,,,,,,,,,
Benjamin,89.77%,3.03%,,1.89%,,4.92%,0.38%,11.36%,$31,023.00,$38,125.00,$29,750.00,$19,375.00,$16,880.00,0.00%,3.60%,14.70%,8.70%
Benjamin Perez,,,,,,,,,,,,,,,,,
Bentonville,,,,,,,,,,,,,,,,,
Berclair,,,,,,,,,,,,,,,,,
Bergheim,,,,,,,,,,,,,,,,,
Bertram,88.24%,0.89%,0.62%,,0.09%,9.09%,1.07%,21.21%,$36,250.00,$42,031.00,$29,688.00,$20,179.00,$17,682.00,0.00%,7.70%,8.30%,22.00%
Bessmay,,,,,,,,,,,,,,,,,
Best,,,,,,,,,,,,,,,,,
Beverly Hills,61.76%,10.70%,0.43%,0.47%,,24.42%,2.22%,44.30%,$29,896.00,$35,119.00,$25,911.00,$18,718.00,$16,520.00,0.00%,9.00%,14.40%,9.30%
Bevil Oaks,96.36%,2.01%,,0.15%,,0.97%,0.52%,3.12%,$55,982.00,$59,375.00,$47,596.00,$23,906.00,,4.30%,,6.30%,4.00%
Bexar County,,,,,,,,,$38,328.00,$43,724.00,$30,756.00,$24,920.00,$39,953.00,0.00%,4.60%,22.40%,12.20%
Beyer Crossing,,,,,,,,,,,,,,,,,
Big Lake,63.64%,3.29%,0.49%,0.31%,,30.33%,1.94%,51.54%,$33,478.00,$37,104.00,$31,056.00,$17,656.00,$16,702.00,0.00%,5.50%,11.70%,23.20%
Big Spring,,,,,,,,,$28,257.00,$35,448.00,$27,636.00,$21,863.00,$14,119.00,17.10%,22.20%,30.00%,18.30%
Big Thicket Lake Estates,,,,,,,,,,,,,,,,,
Big Wells,79.26%,0.28%,1.85%,0.43%,,15.48%,2.70%,89.63%,$15,208.00,$17,381.00,$13,750.00,$12,344.00,,43.60%,,55.70%,33.00%
Bigfoot,81.58%,,,,,16.12%,2.30%,44.74%,$19,375.00,$17,083.00,$22,917.00,$28,750.00,$17,784.00,0.00%,5.60%,38.20%,27.50%
Biloxi,,,,,,,,,,,,,,,,,
Birch,,,,,,,,,,,,,,,,,
Birome,,,,,,,,,,,,,,,,,
Bishop,84.11%,0.97%,0.57%,0.12%,0.06%,11.71%,2.45%,60.00%,$35,434.00,$41,250.00,$30,469.00,$22,316.00,$18,566.00,0.00%,5.30%,17.60%,13.50%
Bitter Creek,,,,,,,,,,,,,,,,,
Bivins,,,,,,,,,,,,,,,,,
Bixby,81.46%,,1.40%,0.28%,,13.48%,3.37%,76.97%,,,,,,,,,
Black,,,,,,,,,,,,,,,,,
Black Jack Springs,,,,,,,,,,,,,,,,,
Black Jack, Robertson County,,,,,,,,,,,,,,,,,
Blackjack, Cherokee County,,,,,,,,,,,,,,,,,
Blackwell,,,,,,,,,$29,659.00,$33,250.00,$30,000.00,$19,861.00,$14,686.00,6.70%,11.20%,20.40%,0.00%
Blanchard,,,,,,,,,,,,,,,,,
Blanco,88.77%,1.20%,1.33%,0.40%,,7.31%,1.00%,22.72%,$31,071.00,$40,398.00,$27,188.00,$21,845.00,$18,364.00,0.00%,14.00%,13.60%,10.00%
Blanco County,90.97%,0.74%,0.59%,0.19%,0.01%,5.88%,1.62%,15.32%,$39,369.00,$45,382.00,$31,717.00,$21,879.00,,11.20%,,14.20%,9.80%
Bledsoe,,,,,,,,,,,,,,,,,
Bleiblerville,,,,,,,,,,,,,,,,,
Blessing,72.01%,5.92%,,,,19.98%,2.09%,46.11%,$22,989.00,$27,431.00,$25,833.00,$30,288.00,$15,978.00,0.00%,3.50%,23.40%,32.00%
Bloomington,,,,,,,,,$30,167.00,$34,398.00,$36,318.00,$18,500.00,$10,332.00,16.20%,20.40%,19.80%,12.80%
Blossom,94.30%,2.08%,1.18%,0.14%,,1.39%,0.90%,6.67%,$28,235.00,$33,750.00,$27,813.00,$21,136.00,$18,761.00,0.00%,3.80%,15.90%,13.70%
Blue,,,,,,,,,,,,,,,,,
Blue Berry Hill,66.60%,0.20%,1.02%,0.20%,,30.24%,1.73%,80.45%,$26,500.00,$26,250.00,$27,273.00,$16,912.00,,45.30%,,67.70%,21.70%
Blue Mound,76.72%,1.34%,0.88%,0.42%,0.38%,17.09%,3.18%,30.36%,$45,250.00,$47,011.00,$31,898.00,$22,989.00,$21,569.00,0.00%,3.50%,5.80%,15.60%
Blue Ridge,92.60%,0.40%,0.70%,,,2.80%,3.40%,13.10%,$44,625.00,$67,250.00,$31,250.00,$43,125.00,,15.20%,,25.00%,46.80%
Bluegrove,,,,,,,,,,,,,,,,,
Bluetown,,,,,,,,,,,,,,,,,
Bluff,,,,,,,,,,,,,,,,,
Bluff Dale,,,,,,,,,,,,,,,,,
Bluffton,,,,,,,,,,,,,,,,,
Boerne,94.76%,0.36%,0.37%,0.16%,0.02%,3.29%,1.05%,19.44%,$80,500.00,$50,903.00,$35,039.00,$25,773.00,$23,251.00,6.50%,9.80%,14.50%,7.60%
Bogata,,,,,,,,,$22,969.00,$28,828.00,$21,786.00,$19,423.00,$14,126.00,16.90%,19.80%,26.00%,23.40%
Bois d%Arc,,,,,,,,,,,,,,,,,
Boise,,,,,,,,,,,,,,,,,
Boling,,,,,,,,,,,,,,,,,
Bolivar,,,,,,,,,,,,,,,,,
Bolivar Peninsula,93.69%,0.47%,0.80%,0.57%,,2.80%,1.66%,6.96%,$34,235.00,$42,448.00,$36,477.00,$24,519.00,,11.70%,,13.40%,7.30%
Bon Ami,,,,,,,,,,,,,,,,,
Bon Wier,,,,,,,,,,,,,,,,,
Bonham,75.40%,14.80%,1.00%,0.40%,0.10%,6.70%,1.80%,15.40%,$27,277.00,$35,721.00,$26,035.00,$21,897.00,$20,901.00,,2.40%,,
Bonita,,,,,,,,,,,,,,,,,
Bonus,,,,,,,,,,,,,,,,,
Booth,,,,,,,,,,,,,,,,,
Bootleg,,,,,,,,,,,,,,,,,
Borden County,90.53%,0.14%,0.27%,,,6.31%,2.74%,11.93%,$29,205.00,$36,458.00,$25,556.00,$21,607.00,$18,364.00,11.80%,14.00%,14.30%,11.60%
Borger,80.60%,3.60%,1.70%,0.43%,0.03%,9.36%,2.44%,19.70%,$34,653.00,$40,417.00,$39,207.00,$19,654.00,$22,548.00,0.00%,5.20%,15.40%,6.30%
Bosque County,90.75%,1.92%,0.55%,0.11%,0.03%,5.17%,1.47%,12.23%,$34,181.00,$40,763.00,$31,669.00,$21,739.00,$25,184.00,0.00%,5.20%,16.80%,14.60%
Boston,,,,,,,,,,,,,,,,,
Botines,85.61%,,,,,9.09%,5.30%,81.82%,$24,643.00,$48,500.00,$16,875.00,$0.00,$16,314.00,0.00%,14.70%,31.80%,40.00%
