,White,Black,Native American,Asian,Pacific Islander,Other,Mixed-race,Hispanic or Latino,Med HH Income,Med Family Income,Med Male Income,Med Female Income,Per Capita Income,Family poverty,Overall poverty,Child poverty,Senior poverty
Abbott,,,,,,,,,,,,,,,,,
Abingdon,,,,,,,,,,,,,,,,,
Ackley,93.75%,0.17%,,0.28%,0.06%,4.48%,1.27%,8.24%,,,,,,,,,
Ackworth,98.82%,,,,,1.18%,,1.18%,$32,500.00,$38,438.00,$30,625.00,$26,875.00,$17,478.00,10.30%,6.50%,13.30%,0.00%
Adair,99.05%,,0.12%,0.36%,,0.24%,0.24%,1.19%,$31,319.00,$42,847.00,$27,083.00,$22,941.00,$15,557.00,2.50%,6.50%,6.30%,8.60%
Adair County,98.40%,0.10%,0.10%,0.30%,,0.40%,0.70%,1.30%,$45,202.00,$57,287.00,$38,638.00,$31,642.00,$23,497.00,5.70%,10.60%,13.50%,11.40%
Adams County,98.10%,0.20%,0.50%,0.60%,,0.10%,0.50%,0.90%,$40,368.00,$52,782.00,$33,505.00,$25,332.00,$23,549.00,6.00%,12.20%,8.90%,18.50%
Adams Township County,,,,,,,,,,,,,,,,,
Adams Township, Dallas County,,,,,,,,,,,,,,,,,
Adams Township, Keokuk County,,,,,,,,,,,,,,,,,
Adams Township, Mahaska County,,,,,,,,,,,,,,,,,
Adams Township, Wapello County,,,,,,,,,,,,,,,,,
Adaville,,,,,,,,,,,,,,,,,
Adaza,,,,,,,,,,,,,,,,,
Adel,97.76%,0.15%,0.17%,0.41%,,0.52%,0.99%,1.28%,$39,423.00,$47,065.00,$34,234.00,$26,516.00,$19,743.00,3.10%,4.00%,0.00%,8.50%
Adel Township, Dallas County,,,,,,,,,,,,,,,,,
Adelphi,,,,,,,,,,,,,,,,,
Afton,98.69%,,,,,0.87%,0.44%,1.85%,$28,281.00,$35,848.00,$25,707.00,$17,917.00,$12,920.00,13.60%,19.40%,25.80%,19.70%
Afton Township, Cherokee County,,,,,,,,,,,,,,,,,
Afton Township, Howard County,,,,,,,,,,,,,,,,,
Agency,99.20%,0.16%,,0.48%,,0.16%,,0.80%,$36,912.00,$44,306.00,$29,107.00,$26,750.00,$16,896.00,2.20%,5.30%,8.70%,5.90%
Agency Township, Wapello County,,,,,,,,,,,,,,,,,
Ainsworth,91.41%,,0.38%,,,8.02%,0.19%,15.65%,$41,071.00,$50,208.00,$30,938.00,$19,583.00,$15,627.00,7.20%,10.00%,15.30%,10.00%
Akron,99.13%,0.34%,0.07%,,,,0.47%,0.27%,$29,583.00,$37,404.00,$30,875.00,$21,286.00,$18,631.00,6.20%,7.20%,7.80%,11.00%
Albany,,,,,,,,,,,,,,,,,
Albaton,,,,,,,,,,,,,,,,,
Albert City,98.73%,,0.56%,0.14%,,0.14%,0.42%,0.56%,$33,188.00,$36,167.00,$30,987.00,$22,125.00,$15,219.00,7.90%,9.50%,14.40%,10.30%
Albia,97.92%,0.32%,0.32%,0.62%,,0.24%,0.57%,0.84%,$31,728.00,$41,607.00,$33,025.00,$20,933.00,$16,843.00,4.30%,9.20%,10.10%,4.70%
Albion,98.99%,,,0.68%,,,0.34%,1.01%,$36,875.00,$41,250.00,$31,042.00,$24,375.00,$14,770.00,9.40%,15.90%,20.10%,10.00%
Albion Township, Butler County,,,,,,,,,,,,,,,,,
Albion Township, Howard County,,,,,,,,,,,,,,,,,
Alburnett,99.28%,,,,,,0.72%,0.18%,$54,464.00,$61,094.00,$41,442.00,$26,083.00,$19,815.00,3.20%,4.80%,3.20%,12.00%
Alden,97.68%,,,0.22%,,1.66%,0.44%,5.09%,$35,966.00,$39,524.00,$29,489.00,$22,000.00,$16,011.00,6.70%,10.60%,15.70%,8.30%
Alden Township, Hardin County,,,,,,,,,,,,,,,,,
Alexander,96.36%,,,,,3.64%,,3.64%,$31,250.00,$33,750.00,$27,344.00,$20,833.00,$14,995.00,6.30%,9.30%,0.00%,11.30%
Algona,98.38%,0.09%,0.19%,0.80%,0.02%,0.24%,0.28%,0.71%,$32,207.00,$41,210.00,$31,504.00,$20,667.00,$16,979.00,7.90%,10.80%,14.90%,6.20%
Alice,,,,,,,,,,,,,,,,,
Allamakee County,95.88%,0.14%,0.18%,0.27%,0.01%,2.82%,0.70%,3.54%,$33,967.00,$40,589.00,$26,122.00,$19,098.00,$16,599.00,6.40%,9.60%,11.80%,8.10%
Alleman,99.32%,,,0.23%,,,0.46%,0.46%,,,,,,,,,
Allen,,,,,,,,,,,,,,,,,
Allen Township, Harrison County,,,,,,,,,,,,,,,,,
Allen Township, Polk County,,,,,,,,,,,,,,,,,
Allen Township, Warren County,,,,,,,,,,,,,,,,,
Allendorf,,,,,,,,,,,,,,,,,
Allens Grove Township, Scott County,,,,,,,,,,,,,,,,,
Allerton,99.28%,,,0.18%,,,0.54%,0.89%,$28,929.00,$35,000.00,$23,854.00,$17,614.00,$12,218.00,17.60%,18.50%,23.50%,15.00%
Allison,99.50%,,,,,0.10%,0.40%,0.30%,$34,338.00,$42,050.00,$30,147.00,$18,929.00,$16,472.00,5.80%,8.90%,8.20%,11.40%
Allison Township, Lyon County,,,,,,,,,,,,,,,,,
Allison Township, Osceola County,,,,,,,,,,,,,,,,,
Almont,,,,,,,,,,,,,,,,,
Almoral,,,,,,,,,,,,,,,,,
Alpha,,,,,,,,,,,,,,,,,
Alta,92.44%,0.64%,0.05%,1.39%,0.05%,4.45%,0.97%,10.62%,$31,941.00,$40,694.00,$29,655.00,$20,368.00,$15,908.00,8.50%,11.30%,12.90%,5.00%
Alta Vista,100.00%,,,,,,,,$26,786.00,$39,464.00,$24,167.00,$22,045.00,$15,378.00,10.40%,13.90%,11.90%,9.40%
Alton,99.54%,,0.09%,,,0.09%,0.27%,1.10%,$39,911.00,$47,143.00,$30,500.00,$19,570.00,$16,663.00,4.00%,4.20%,2.40%,11.30%
Altoona,97.11%,0.92%,0.33%,0.46%,0.41%,0.77%,1.20%,1.65%,$50,162.00,$58,306.00,$36,030.00,$28,205.00,$20,336.00,4.00%,5.50%,7.20%,4.20%
Alvord,100.00%,,,,,,,,$38,750.00,$41,786.00,$31,250.00,$20,625.00,$17,300.00,0.00%,2.00%,0.00%,16.70%
Amana,,,,,,,,,,,,,,,,,
Amaqua Township, Boone County,,,,,,,,,,,,,,,,,
Amber,,,,,,,,,,,,,,,,,
Ambrose,,,,,,,,,,,,,,,,,
America Township, Plymouth County,,,,,,,,,,,,,,,,,
Ames,87.34%,2.65%,0.04%,11.60%,0.76%,,1.36%,1.98%,$36,042.00,$56,439.00,$37,877.00,$28,198.00,$18,881.00,7.60%,20.40%,9.20%,4.10%
Amherst Township, Cherokee County,,,,,,,,,,,,,,,,,
Amish,,,,,,,,,,,,,,,,,
Amity Township, Page County,,,,,,,,,,,,,,,,,
Amsterdam Township, Hancock County,,,,,,,,,,,,,,,,,
Amund,,,,,,,,,,,,,,,,,
Anamosa,90.70%,6.06%,0.71%,0.51%,,0.69%,1.33%,2.17%,$33,284.00,$39,702.00,$31,938.00,$25,248.00,$18,585.00,7.10%,8.10%,12.70%,2.80%
Anderson,,,,,,,,,,,,,,,,,
Anderson Township, Mills County,,,,,,,,,,,,,,,,,
Andover,94.25%,,,,,,5.75%,,$33,750.00,$36,250.00,$31,250.00,$19,167.00,$19,843.00,8.00%,3.30%,5.90%,0.00%
Andover,94.25%,,,,,,5.75%,,$33,750.00,$36,250.00,$31,250.00,$19,167.00,$19,843.00,8.00%,3.30%,5.90%,0.00%
Andrew,99.13%,,0.22%,,,,0.65%,2.83%,$36,563.00,$35,938.00,$28,333.00,$22,222.00,$12,860.00,6.10%,9.30%,8.10%,7.30%
Andrews,,,,,,,,,,,,,,,,,
Angus,96.55%,0.31%,,,,0.94%,2.19%,4.08%,$33,611.00,$42,656.00,$25,833.00,$24,531.00,$14,344.00,3.40%,6.60%,8.60%,6.00%
Anita,99.24%,,0.19%,0.10%,,,0.48%,0.48%,$28,984.00,$42,578.00,$28,393.00,$20,223.00,$15,672.00,5.50%,8.10%,8.90%,10.50%
Ankeny,96.94%,0.76%,0.15%,0.94%,0.03%,0.38%,0.81%,1.08%,,,,,,,,,
Anthon,99.38%,,,,,0.31%,0.31%,1.69%,$26,364.00,$36,667.00,$29,063.00,$19,853.00,$19,228.00,4.80%,6.90%,2.70%,9.40%
Aplington,99.53%,,,0.09%,,,0.38%,0.19%,$32,440.00,$41,711.00,$31,354.00,$20,000.00,$17,527.00,6.80%,8.90%,15.70%,2.90%
