,White,Black,Native American,Asian,Pacific Islander,Other,Mixed-race,Hispanic or Latino,Med HH Income,Med Family Income,Med Male Income,Med Female Income,Per Capita Income,Family poverty,Overall poverty,Child poverty,Senior poverty
College Place,86.83%,1.55%,0.46%,1.75%,0.52%,6.28%,2.61%,12.74%,$30,330.00,$40,833.00,$34,167.00,$25,871.00,$18,039.00,0.00%,7.30%,17.80%,7.60%
Colton,97.41%,,1.04%,0.78%,,,0.78%,0.78%,$47,500.00,$56,875.00,$38,125.00,$28,611.00,$21,506.00,3.50%,2.70%,5.00%,0.00%
Columbia,,,,,,,,,,,,,,,,,
Columbia County,93.00%,0.30%,1.40%,0.60%,0.30%,1.70%,2.70%,6.20%,$43,611.00,$53,452.00,$45,000.00,$35,357.00,$25,810.00,9.80%,16.40%,19.70%,10.90%
Colville,92.40%,0.10%,2.10%,0.90%,0.20%,1.20%,3.00%,3.80%,,,,,,,,,
Conconully,96.22%,,3.24%,,,,0.54%,,$23,214.00,$24,750.00,$29,167.00,$22,000.00,$16,168.00,17.50%,18.70%,21.70%,0.00%
Concrete,92.78%,,2.53%,0.89%,,1.14%,2.66%,2.66%,$29,375.00,$34,464.00,$34,083.00,$17,083.00,$12,492.00,8.40%,14.00%,15.40%,8.80%
Connell,63.19%,3.92%,1.12%,4.36%,0.03%,21.52%,5.85%,41.47%,$33,992.00,$38,309.00,$30,129.00,$24,444.00,$16,587.00,0.00%,11.70%,26.70%,9.60%
Conway,95.24%,,,,,,4.76%,8.33%,$33,750.00,$28,750.00,,,$12,206.00,0.00%,0.00%,,
Copalis,,,,,,,,,,,,,,,,,
Copalis Beach,91.00%,0.20%,4.70%,1.43%,,,2.66%,1.43%,$33,194.00,$33,807.00,$45,694.00,$20,156.00,$17,437.00,17.30%,17.40%,37.90%,16.30%
Copalis Crossing,,,,,,,,,,,,,,,,,
Coppei,,,,,,,,,,,,,,,,,
Corfu,,,,,,,,,,,,,,,,,
Cosmopolis,93.04%,0.13%,1.76%,1.50%,0.06%,1.19%,2.32%,3.32%,$41,106.00,$51,000.00,$41,411.00,$25,714.00,$7,573.00,0.00%,13.30%,15.20%,9.20%
Cottage Lake,92.27%,,0.34%,3.77%,0.18%,1.35%,2.65%,2.96%,,,,,,,,,
Cougar,,,,,,,,,,,,,,,,,
Coulee City,94.83%,1.00%,0.83%,0.33%,0.50%,0.17%,2.33%,2.83%,$25,938.00,$42,500.00,$31,375.00,$17,250.00,$14,411.00,14.90%,22.10%,29.20%,11.70%
Coulee Dam,64.56%,0.29%,29.12%,0.48%,,0.57%,4.98%,2.78%,$37,391.00,$45,066.00,$38,000.00,$22,500.00,$18,791.00,6.70%,9.80%,14.90%,11.00%
Country Homes,91.35%,1.36%,1.27%,1.92%,0.90%,0.73%,2.46%,2.48%,$36,630.00,$45,000.00,$37,583.00,$23,550.00,$18,514.00,6.60%,11.00%,8.60%,4.50%
Coupeville,89.79%,1.57%,0.52%,2.15%,,2.84%,3.13%,5.34%,$33,938.00,$47,721.00,$33,235.00,$27,100.00,$18,720.00,8.90%,11.40%,14.90%,8.20%
Covada,,,,,,,,,,,,,,,,,
Covington,87.88%,2.44%,1.02%,3.12%,0.22%,1.80%,3.53%,4.48%,$63,711.00,$65,173.00,$48,134.00,$34,576.00,,3.60%,,3.10%,5.90%
Cowiche,,,,,,,,,,,,,,,,,
Cowlitz County,88.90%,0.60%,1.50%,1.50%,0.20%,3.50%,3.70%,7.80%,$45,877.00,$55,002.00,$48,329.00,$32,438.00,$22,948.00,11.80%,16.90%,23.30%,7.10%
Coyle,,,,,,,,,,,,,,,,,
Crane,,,,,,,,,,,,,,,,,
Crater,,,,,,,,,,,,,,,,,
Creston,92.67%,0.86%,3.45%,,,,3.02%,0.86%,$25,417.00,$33,250.00,$30,833.00,$18,750.00,$13,830.00,15.40%,20.00%,27.90%,20.00%
Crocker,,,,,,,,,,,,,,,,,
Cromwell,,,,,,,,,,,,,,,,,
Crosby,,,,,,,,,,,,,,,,,
Cumberland,,,,,,,,,,,,,,,,,
Cunningham, Adams County,,,,,,,,,,,,,,,,,
Curlew,,,,,,,,,,,,,,,,,
Curlew Lake,,,,,,,,,,,,,,,,,
Curry,,,,,,,,,,,,,,,,,
Curtis,,,,,,,,,,,,,,,,,
Cusick,95.28%,,3.77%,,,,0.94%,0.47%,$14,583.00,$14,000.00,$30,625.00,$21,250.00,$11,371.00,36.20%,41.20%,61.70%,6.10%
Custer,92.31%,,,1.67%,,5.35%,0.67%,7.69%,$24.09,$30,625.00,$38,135.00,$23,977.00,$13,371.00,18.20%,27.70%,31.10%,41.70%
Dabob,,,,,,,,,,,,,,,,,
Dahlia,,,,,,,,,,,,,,,,,
Daisy,,,,,,,,,,,,,,,,,
Dalkena,,,,,,,,,,,,,,,,,
Dallesport,89.03%,0.25%,3.46%,1.69%,,1.94%,3.63%,3.71%,$36,250.00,$41,689.00,$40,250.00,$21,853.00,$17,995.00,12.00%,17.60%,22.30%,18.60%
Danville,,,,,,,,,,,,,,,,,
Darknell,,,,,,,,,,,,,,,,,
Darrington,94.98%,,1.67%,0.35%,,0.26%,2.73%,1.23%,$32,813.00,$44,063.00,$36,429.00,$25,625.00,$17,384.00,4.70%,8.90%,10.90%,6.60%
Dartford,,,,,,,,,,,,,,,,,
Dash Point,,,,,,,,,,,,,,,,,
Davenport,97.17%,0.29%,0.98%,,,0.29%,1.27%,2.25%,$37,900.00,$47,708.00,$34,531.00,$21,875.00,,11.20%,,12.90%,9.90%
Day Creek,,,,,,,,,,,,,,,,,
Dayton,92.58%,0.30%,1.05%,0.49%,0.04%,3.54%,2.00%,8.17%,$31,409.00,$40,714.00,$31,395.00,$21,339.00,$20,117.00,0.00%,0.90%,17.00%,9.60%
Decatur,,,,,,,,,,,,,,,,,
Deckerville,,,,,,,,,,,,,,,,,
Deep Creek,,,,,,,,,,,,,,,,,
Deep River,95.10%,0.00%,0.50%,0.00%,0.00%,0.50%,3.90%,1.50%,,,,,,,,,
Deer Park,89.90%,2.30%,1.36%,0.17%,0.07%,1.06%,2.12%,3.09%,$32,470.00,$37,820.00,$36,326.00,$19,825.00,$23,569.00,0.00%,14.50%,17.50%,21.30%
Del Rio,,,,,,,,,,,,,,,,,
Delaney,,,,,,,,,,,,,,,,,
Delphi,,,,,,,,,,,,,,,,,
Deming,92.86%,1.43%,3.81%,,,1.43%,0.48%,2.86%,$52,292.00,$58,194.00,$27,292.00,$24,750.00,$18,165.00,0.00%,0.00%,,
Denison,,,,,,,,,,,,,,,,,
Des Moines,74.15%,7.20%,0.96%,8.28%,1.34%,3.32%,4.76%,6.61%,$48,971.00,$57,003.00,$40,007.00,$30,553.00,,7.60%,,9.60%,2.80%
Desert Aire,64.50%,0.18%,0.18%,0.62%,,30.96%,3.56%,46.89%,$35,719.00,$36,971.00,$25,417.00,$20,188.00,$18,719.00,4.90%,6.50%,9.10%,0.00%
Dewey, Whatcom County,,,,,,,,,,,,,,,,,
Dexter by the Sea,,,,,,,,,,,,,,,,,
Diablo,,,,,,,,,,,,,,,,,
Diamond,,,,,,,,,,,,,,,,,
Diamond Lake,,,,,,,,,,,,,,,,,
Disautel,,,,,,,,,,,,,,,,,
Discovery Bay,,,,,,,,,,,,,,,,,
Disque,,,,,,,,,,,,,,,,,
Dixie,90.45%,,3.64%,,,4.55%,1.36%,5.91%,$33,125.00,$40,714.00,$29,583.00,$19,000.00,$24,650.00,7.10%,9.90%,28.60%,0.00%
Dodge,,,,,,,,,,,,,,,,,
Doe Bay,,,,,,,,,,,,,,,,,
Dollars Corner,94.90%,1.06%,0.77%,0.48%,,0.87%,1.92%,2.89%,$56,875.00,$58,090.00,$40,242.00,$27,569.00,$21,025.00,6.50%,5.50%,7.40%,13.20%
Donald,,,,,,,,,,,,,,,,,
Doris,,,,,,,,,,,,,,,,,
Dot,,,,,,,,,,,,,,,,,
Doty,,,,,,,,,,,,,,,,,
Douglas,,,,,,,,,,,,,,,,,
Douglas County,79.60%,0.30%,1.10%,0.70%,0.10%,15.60%,2.60%,28.70%,$48,708.00,$55,766.00,$39,991.00,$31,706.00,$22,359.00,10.20%,14.30%,22.00%,3.70%
Downing,,,,,,,,,,,,,,,,,
Dry Falls Junction,,,,,,,,,,,,,,,,,
Dryden,,,,,,,,,,,,,,,,,
Duluth,,,,,,,,,,,,,,,,,
Dulwich,,,,,,,,,,,,,,,,,
Dungeness,,,,,,,,,,,,,,,,,
DuPont,74.63%,8.20%,0.82%,7.34%,0.69%,2.24%,6.08%,6.36%,$52,969.00,$57,202.00,$42,946.00,$36,741.00,,4.60%,,3.50%,2.50%
Duvall,89.70%,0.40%,0.50%,2.70%,,2.90%,3.80%,7.70%,,,,,,,,,
Dyer,,,,,,,,,,,,,,,,,
Dynamite,,,,,,,,,,,,,,,,,
East Cathlamet,95.70%,0.00%,1.20%,0.00%,0.20%,0.80%,2.00%,1.00%,$40,000.00,$51,875.00,$50,658.00,$19,519.00,$19,372.00,0.00%,0.00%,,
East Farms,95.11%,0.17%,1.22%,1.16%,0.05%,0.51%,1.79%,1.95%,$46,946.00,$50,457.00,$35,926.00,$24,430.00,$17,439.00,2.60%,4.20%,3.00%,14.10%
East Hill,,,,,,,,,,,,,,,,,
East Port Orchard,85.83%,1.74%,1.11%,4.30%,1.29%,1.29%,4.44%,4.63%,$42,571.00,$50,012.00,$35,291.00,$27,635.00,$18,834.00,7.10%,9.50%,14.00%,2.80%
East Renton Highlands,90.76%,1.46%,0.86%,3.10%,0.11%,1.01%,2.71%,3.43%,$65,268.00,$65,855.00,$50,149.00,$33,917.00,$27,089.00,3.20%,4.50%,3.10%,6.10%
East Wenatchee,80.10%,0.30%,1.20%,0.90%,0.10%,14.00%,3.40%,23.40%,,,,,,,,,
Eastman,,,,,,,,,,,,,,,,,
Eastmont,,,,,,,,,,,,,,,,,
Easton,91.91%,,0.78%,,,6.53%,0.78%,9.14%,$37,708.00,$37,917.00,$33,750.00,$20,357.00,$19,773.00,3.70%,7.50%,2.70%,26.70%
Eastsound,,,,,,,,,,,,,,,,,
Eastward,,,,,,,,,,,,,,,,,
Eatonville,91.35%,0.25%,0.75%,0.80%,0.65%,2.24%,3.98%,4.62%,$43,681.00,$50,733.00,$41,950.00,$25,380.00,$19,513.00,11.00%,11.80%,11.60%,9.80%
Echo,,,,,,,,,,,,,,,,,
Eden,,,,,,,,,,,,,,,,,
Edgecomb,,,,,,,,,,,,,,,,,
Edgemoor,,,,,,,,,,,,,,,,,
Edgewood,92.75%,0.62%,0.91%,2.24%,0.24%,0.67%,2.56%,2.37%,$56,658.00,$74,518.00,,,$24,797.00,0.00%,,,4.20%
Edison,92.48%,,3.76%,2.26%,,,1.50%,0.75%,$46,607.00,$50,982.00,$40,000.00,$21,719.00,$18,547.00,0.00%,0.00%,,
Edmonds,87.73%,1.34%,0.80%,5.56%,0.26%,1.26%,3.05%,3.32%,,,,,,,,,
Edwall,,,,,,,,,,,,,,,,,
Eglon,,,,,,,,,,,,,,,,,
Elbe,100.00%,,,,,,,,$13,750.00,$0.00,$0.00,$0.00,$13,863.00,0.00%,0.00%,,
Elberton,,,,,,,,,,,,,,,,,
Eldon,,,,,,,,,,,,,,,,,
Electric City,89.59%,0.22%,7.05%,0.65%,0.11%,0.11%,2.28%,1.84%,$42,321.00,$47,969.00,$46,667.00,$20,288.00,$19,388.00,11.60%,12.40%,18.00%,9.50%
Elk,,,,,,,,,,,,,,,,,
Elk Plain,80.57%,5.40%,1.23%,4.05%,1.37%,1.48%,5.89%,4.73%,$54,400.00,$57,004.00,$39,242.00,$26,105.00,$19,547.00,5.50%,7.80%,10.10%,0.40%
Ellensburg,88.07%,1.17%,0.95%,4.09%,0.16%,2.86%,2.69%,6.33%,$20,034.00,$37,625.00,$31,022.00,$22,829.00,$17,286.00,0.00%,6.00%,29.00%,11.20%
Ellisford,,,,,,,,,,,,,,,,,
Elma,90.98%,0.59%,1.31%,1.28%,0.26%,1.64%,3.94%,3.64%,$32,031.00,$36,638.00,$38,929.00,$23,125.00,$17,258.00,0.00%,7.20%,22.50%,12.70%
Elmer City,54.31%,1.50%,35.96%,0.37%,,3.00%,4.87%,4.87%,,,,,,,,,
Eltopia,,,,,,,,,,,,,,,,,
Elwha,,,,,,,,,,,,,,,,,
Elwood,,,,,,,,,,,,,,,,,
Emerald,,,,,,,,,,,,,,,,,
Endicott,84.70%,1.93%,0.32%,8.05%,,2.58%,2.42%,5.31%,$28,594.00,$35,500.00,$31,000.00,$45,083.00,$9,571.00,14.60%,20.70%,31.70%,10.10%
Enetai,,,,,,,,,,,,,,,,,
Ennis,,,,,,,,,,,,,,,,,
Enterprise,,,,,,,,,,,,,,,,,
Entiat,79.31%,0.52%,1.67%,0.21%,,16.51%,1.78%,22.57%,$33,450.00,$37,083.00,$33,487.00,$21,324.00,$17,151.00,0.00%,18.20%,14.40%,5.70%
Enumclaw,94.25%,0.30%,0.79%,0.78%,0.11%,1.15%,2.62%,3.42%,$58,019.00,$89,481.00,$20,596.00,,,4.30%,8.20%,6.30%,9.60%
Ephrata,90.64%,0.40%,0.71%,0.72%,0.12%,5.32%,2.10%,10.30%,$35,060.00,$43,500.00,$38,571.00,$26,320.00,$17,929.00,8.70%,12.90%,16.00%,10.00%
Erland%s Point,,,,,,,,,,,,,,,,,
Erlands Point-Kitsap Lake,89.42%,2.13%,1.32%,2.17%,0.59%,0.88%,3.49%,3.53%,$45,947.00,$54,423.00,$40,129.00,$29,773.00,$25,377.00,5.20%,5.70%,4.60%,1.60%
Eschbach,91.75%,0.75%,1.00%,,,5.50%,1.00%,12.00%,$37,708.00,$36,484.00,$35,870.00,$34,875.00,$16,279.00,0.00%,1.70%,0.00%,0.00%
Espanola,,,,,,,,,,,,,,,,,
Esperance,87.13%,1.51%,0.88%,7.11%,0.06%,0.51%,2.80%,2.31%,$58,622.00,$63,250.00,$44,261.00,$32,357.00,$23,967.00,5.30%,6.90%,8.80%,2.30%
Eureka,,,,,,,,,,,,,,,,,
Evans,,,,,,,,,,,,,,,,,
Everett,74.60%,4.10%,1.40%,7.80%,0.70%,6.10%,5.30%,14.20%,$40,100.00,$46,743.00,$35,852.00,$28,841.00,$20,577.00,10.10%,19.50%,16.00%,12.10%
Everson,85.06%,0.54%,2.16%,0.98%,,8.01%,3.24%,18.33%,$35,313.00,$40,568.00,$33,942.00,$20,547.00,$17,315.00,0.00%,12.30%,21.40%,9.50%
Ewartsville,,,,,,,,,,,,,,,,,
Fairchild AFB,78.20%,7.90%,0.53%,3.56%,0.37%,3.79%,5.67%,8.52%,$33,512.00,$33,398.00,$22,299.00,$15,815.00,$11,961.00,4.80%,5.00%,6.40%,0.00%
Fairfield,94.74%,0.81%,1.21%,0.40%,,1.01%,1.82%,2.43%,$29,545.00,$40,694.00,$30,625.00,$23,250.00,$14,022.00,17.10%,20.50%,22.20%,13.50%
Fairholm,,,,,,,,,,,,,,,,,
Fairmont,,,,,,,,,,,,,,,,,
Fairview,,,,,,,,,,,,,,,,,
Fairwood, King County,65.30%,7.40%,0.50%,17.60%,0.60%,,4.51%,6.50%,$88,859.00,$66,811.00,$47,094.00,$33,886.00,$38,624.00,3.00%,,,
Fairwood, Spokane County,94.40%,0.52%,0.93%,1.63%,0.18%,0.47%,1.88%,2.23%,$59,682.00,$66,226.00,$47,454.00,$31,836.00,$26,378.00,2.60%,6.30%,9.00%,7.10%
Fall City,92.22%,0.24%,0.92%,1.03%,,1.40%,2.26%,6.01%,,,,,,,,,
Fallon,,,,,,,,,,,,,,,,,
Fargher Lake,,,,,,,,,,,,,,,,,
Farmer,,,,,,,,,,,,,,,,,
Farmington,98.04%,,1.31%,0.65%,,,,5.88%,$27,250.00,$39,063.00,$41,875.00,$26,250.00,$13,099.00,8.00%,7.90%,0.00%,5.90%
Federal Way,61.10%,8.70%,0.80%,17.50%,3.00%,4.20%,4.50%,10.50%,$49,278.00,$55,833.00,$41,504.00,$30,448.00,,9.30%,,12.50%,6.50%
Felida,92.13%,1.23%,0.58%,2.96%,0.04%,0.70%,2.36%,2.59%,$78,934.00,$80,264.00,$59,125.00,$35,943.00,$28,294.00,2.90%,3.40%,5.50%,0.00%
Fern Prairie,,,,,,,,,,,,,,,,,
Ferndale,83.10%,1.00%,2.60%,3.60%,0.20%,5.20%,4.20%,12.00%,,,,,,,,,
Ferry County,76.30%,0.30%,16.70%,0.70%,0.10%,1.20%,4.80%,3.40%,$35,485.00,$43,576.00,$41,755.00,$30,972.00,$18,021.00,13.60%,20.80%,24.30%,12.40%
Fife,55.20%,8.20%,3.00%,15.50%,2.70%,7.60%,7.80%,17.40%,$31,806.00,$36,250.00,$30,963.00,$25,101.00,$22,015.00,0.00%,10.90%,19.80%,7.90%
Fife Heights,,,,,,,,,,,,,,,,,
Finley,91.40%,0.03%,1.11%,0.24%,0.12%,4.71%,2.37%,8.99%,$42,820.00,$47,983.00,$41,103.00,$23,818.00,$17,282.00,6.20%,6.50%,9.10%,8.40%
Finn Hall,,,,,,,,,,,,,,,,,
Finn Hill,86.78%,1.39%,0.48%,6.38%,0.19%,1.31%,3.47%,3.80%,$72,130.00,$77,393.00,$52,222.00,$35,765.00,$31,272.00,2.80%,4.10%,5.10%,1.40%
Fircrest,87.46%,5.20%,0.56%,2.69%,0.51%,0.46%,3.12%,2.69%,$54,912.00,$61,611.00,$46,611.00,$32,232.00,,0.00%,4.60%,10.20%,2.70%
Firdale,,,,,,,,,,,,,,,,,
Fish Town,,,,,,,,,,,,,,,,,
Fishtrap,,,,,,,,,,,,,,,,,
Five Corners,88.65%,1.65%,0.88%,3.99%,0.62%,1.52%,2.70%,4.14%,$51,688.00,$55,302.00,$41,200.00,$27,630.00,$19,570.00,3.10%,5.70%,5.90%,4.70%
Fobes Hill,,,,,,,,,,,,,,,,,
Ford,,,,,,,,,,,,,,,,,
Fordair,,,,,,,,,,,,,,,,,
Fords Prairie,93.83%,0.05%,1.07%,1.53%,0.31%,1.43%,1.78%,3.62%,$42,927.00,$47,829.00,$34,073.00,$26,344.00,$21,610.00,4.20%,7.20%,7.90%,7.00%
Forks,81.47%,0.42%,5.03%,1.51%,0.16%,8.49%,2.92%,3.54%,$34,280.00,$38,844.00,$35,718.00,$23,690.00,$17,303.00,0.00%,8.20%,25.70%,12.40%
Fort Lewis,60.40%,20.30%,1.40%,3.40%,1.80%,6.20%,6.40%,13.10%,$32,384.00,$32,251.00,$20,878.00,$20,086.00,$12,865.00,7.10%,8.20%,10.70%,0.00%
Fortson,,,,,,,,,,,,,,,,,
Four Corners,,,,,,,,,,,,,,,,,
Four Lakes,,,,,,,,,,,,,,,,,
Fox Island,94.08%,0.64%,0.75%,1.64%,0.14%,0.39%,2.35%,1.86%,$69,135.00,$72,284.00,$61,208.00,$39,821.00,$32,533.00,1.70%,3.20%,5.00%,0.00%
Frances,,,,,,,,,,,,,,,,,
Frankfort,,,,,,,,,,,,,,,,,
Franklin County,60.50%,1.90%,0.70%,1.80%,0.10%,31.80%,3.20%,51.20%,$47,749.00,$52,218.00,$40,604.00,$29,517.00,$18,660.00,16.50%,19.90%,25.60%,13.70%
Frederickson,84.40%,3.18%,1.56%,3.66%,0.85%,1.60%,4.74%,4.46%,$56,862.00,$57,060.00,$41,439.00,$28,690.00,$19,385.00,5.80%,7.40%,9.80%,14.30%
Fredonia,,,,,,,,,,,,,,,,,
Freedom,,,,,,,,,,,,,,,,,
Freeland,94.36%,0.46%,0.99%,0.84%,0.08%,0.38%,2.89%,2.67%,$38,409.00,$47,212.00,$39,205.00,$22,708.00,$20,848.00,10.10%,12.20%,14.90%,6.10%
Friday Harbor,92.01%,0.65%,1.31%,1.41%,0.20%,2.61%,1.81%,5.23%,$35,139.00,$45,208.00,$35,625.00,$24,741.00,$19,792.00,7.70%,12.00%,13.20%,6.00%
Fruitland,,,,,,,,,,,,,,,,,
Furport,,,,,,,,,,,,,,,,,
Galena,,,,,,,,,,,,,,,,,
Gardiner,,,,,,,,,,,,,,,,,
Garfield,97.50%,,0.47%,0.16%,,0.16%,1.72%,0.31%,$36,250.00,$41,923.00,$32,917.00,$22,222.00,$17,804.00,5.90%,12.90%,21.40%,11.50%
Garfield County,93.80%,,0.30%,1.70%,,2.30%,1.90%,4.00%,$42,469.00,$55,769.00,$38,897.00,$30,650.00,$22,825.00,14.10%,15.70%,22.10%,6.60%
Garrett,92.56%,,0.20%,1.17%,,4.50%,1.57%,5.38%,$38,750.00,$48,203.00,$38,854.00,$24,643.00,$18,895.00,3.30%,8.00%,10.10%,5.40%
Geiger Heights,,,,,,,,,,,,,,,,,
Geneva,95.92%,0.22%,0.84%,0.75%,0.04%,0.97%,1.24%,2.53%,$65,324.00,$71,389.00,$48,103.00,$40,089.00,$25,374.00,0.00%,2.00%,0.00%,0.00%
George,80.11%,,0.57%,0.38%,,16.10%,2.84%,60.23%,$21,181.00,$23,571.00,$21,667.00,$13,875.00,,36.20%,,46.80%,14.00%
Getchell,,,,,,,,,,,,,,,,,
Gifford,,,,,,,,,,,,,,,,,
Gig Harbor,94.17%,1.11%,0.63%,1.53%,0.22%,0.54%,1.79%,3.03%,$43,456.00,$57,587.00,$46,250.00,$28,487.00,,5.90%,4.10%,7.80%,
Gilberton,,,,,,,,,,,,,,,,,
Gilmer,,,,,,,,,,,,,,,,,
Glacier,98.89%,,,,,,1.11%,1.11%,$10,875.00,$7,212.00,$10,000.00,$0.00,$6,089.00,56.50%,34.20%,0.00%,0.00%
Glade,,,,,,,,,,,,,,,,,
Gleed,91.55%,0.41%,0.48%,0.20%,0.10%,5.06%,2.21%,8.35%,$44,161.00,$48,950.00,$33,511.00,$24,408.00,$20,185.00,2.60%,5.40%,7.00%,5.30%
Glenoma,,,,,,,,,,,,,,,,,
Glenwood, Klickitat County,,,,,,,,,,,,,,,,,
Gloyd,,,,,,,,,,,,,,,,,
Gold Bar,91.56%,0.40%,0.70%,1.29%,0.40%,1.39%,4.27%,3.28%,$45,714.00,$48,152.00,$40,250.00,$25,815.00,$7,269.00,0.00%,37.10%,11.30%,2.40%
Goldendale,87.42%,0.21%,4.63%,0.72%,0.27%,4.07%,2.69%,5.85%,$26,030.00,$33,866.00,$36,977.00,$22,289.00,$16,859.00,0.00%,21.70%,30.50%,26.30%
Goldstake,,,,,,,,,,,,,,,,,
Goodnoe Hills,,,,,,,,,,,,,,,,,
Goose Prairie,,,,,,,,,,,,,,,,,
Gorst,,,,,,,,,,,,,,,,,
Gould City,,,,,,,,,,,,,,,,,
Govan,,,,,,,,,,,,,,,,,
Graham,90.15%,1.28%,1.28%,1.80%,0.50%,0.98%,4.01%,2.81%,$52,824.00,$55,800.00,$45,348.00,$25,802.00,$21,126.00,4.40%,7.60%,9.40%,8.30%
Grand Coulee,81.27%,1.11%,12.49%,1.34%,,2.79%,1.00%,4.91%,$21,818.00,$29,375.00,$25,625.00,$18,125.00,$17,273.00,0.00%,10.30%,25.30%,17.60%
Grand Mound,87.99%,0.31%,1.23%,0.31%,0.10%,6.62%,3.44%,10.16%,$42,153.00,$41,864.00,$40,250.00,$24,511.00,$16,008.00,13.50%,14.80%,18.60%,12.50%
Grandview,51.12%,0.58%,0.94%,0.94%,0.11%,43.27%,3.03%,68.04%,$32,588.00,$36,165.00,$29,321.00,$21,959.00,$16,528.00,0.00%,14.70%,26.00%,17.60%
Granger,20.20%,,0.79%,,,76.36%,2.65%,85.53%,$26,250.00,$28,026.00,$21,458.00,$20,000.00,,34.30%,,43.30%,21.40%
Granite Falls,90.84%,0.68%,2.09%,1.53%,0.09%,1.28%,3.49%,6.56%,$47,643.00,$52,150.00,$40,469.00,$26,809.00,$24,992.00,0.00%,7.80%,6.70%,11.30%
Grant County,72.80%,1.10%,1.20%,0.90%,0.10%,20.40%,3.50%,38.30%,$42,572.00,$50,065.00,$39,530.00,$27,417.00,$19,718.00,15.70%,20.40%,28.40%,7.20%
Grant Orchards,,,,,,,,,,,,,,,,,
Grant Road Addition,,,,,,,,,,,,,,,,,
Grapeview,,,,,,,,,,,,,,,,,
Gravelles,,,,,,,,,,,,,,,,,
Grayland,95.11%,0.40%,0.90%,0.50%,,1.70%,1.40%,2.89%,$25,776.00,$36,979.00,$35,833.00,$36,161.00,$21,723.00,9.90%,19.30%,49.60%,15.20%
Grays,,,,,,,,,,,,,,,,,
Grays Harbor,,,,,,,,,,,,,,,,,
Grays Harbor County,84.90%,1.10%,4.60%,1.40%,0.30%,3.90%,3.90%,8.60%,$41,899.00,$49,745.00,$42,998.00,$34,183.00,$21,656.00,11.70%,16.10%,23.10%,7.90%
Grays River,94.30%,0.40%,0.40%,1.10%,0.00%,1.50%,2.30%,2.70%,,,,,,,,,
Green Bluff,,,,,,,,,,,,,,,,,
Greenbank,,,,,,,,,,,,,,,,,
Greenwater,92.31%,,2.20%,,1.10%,,4.40%,1.10%,$39,545.00,$75,487.00,$75,282.00,$41,250.00,$36,466.00,0.00%,0.00%,,
Greenwood,,,,,,,,,,,,,,,,,
Grisdale,,,,,,,,,,,,,,,,,
Gromore,,,,,,,,,,,,,,,,,
Grotto,,,,,,,,,,,,,,,,,
Guemes,95.70%,1.16%,0.83%,0.00%,0.00%,0.99%,1.32%,1.32%,$40,039.00,,,,,,8.10%,36.10%,0.00%
Hadley,,,,,,,,,,,,,,,,,
Halterman,,,,,,,,,,,,,,,,,
Hamilton,91.91%,,3.56%,0.65%,,1.62%,2.27%,2.91%,$31,500.00,$34,063.00,$33,542.00,$22,969.00,$13,531.00,21.20%,22.80%,28.00%,0.00%
Hampton,,,,,,,,,,,,,,,,,
Hanford,,,,,,,,,,,,,,,,,
Hanson,,,,,,,,,,,,,,,,,
Hansville,,,,,,,,,,,,,,,,,
Harmony,,,,,,,,,,,,,,,,,
Harrah,40.59%,0.37%,19.19%,0.37%,,33.03%,6.46%,44.10%,$36,875.00,$41,250.00,$31,250.00,$25,000.00,$12,721.00,14.50%,19.80%,29.00%,16.40%
Harrington,97.18%,,1.41%,0.23%,,,1.17%,0.94%,$29,792.00,$45,000.00,$30,625.00,$16,563.00,$27,344.00,0.00%,4.60%,7.70%,7.70%
Harstine Island,,,,,,,,,,,,,,,,,
Harter,,,,,,,,,,,,,,,,,
Hartline,93.28%,,1.49%,,,2.24%,2.99%,2.24%,$27,917.00,$35,625.00,$24,792.00,$26,250.00,$14,335.00,5.70%,8.50%,0.00%,0.00%
Hat Island,,,,,,,,,,,,,,,,,
Hatton,79.59%,,1.02%,,,16.33%,3.06%,16.33%,$29,375.00,$34,583.00,$26,875.00,$22,083.00,$9,806.00,11.10%,21.20%,31.90%,0.00%
Hay,,,,,,,,,,,,,,,,,
Hayford,,,,,,,,,,,,,,,,,
Hazel,,,,,,,,,,,,,,,,,
Hazel Dell,,,,,,,,,,,,,,,,,
Hazelwood,,,,,,,,,,,,,,,,,
Heather,,,,,,,,,,,,,,,,,
Heisson,,,,,,,,,,,,,,,,,
Herron Island,,,,,,,,,,,,,,,,,
High Bridge,91.28%,0.35%,0.59%,2.00%,0.12%,1.06%,4.59%,3.18%,$62,250.00,$72,917.00,$45,769.00,$48,000.00,$24,216.00,2.00%,2.70%,0.00%,10.20%
High Rock,,,,,,,,,,,,,,,,,
Highland,92.38%,0.27%,0.38%,0.68%,0.03%,3.66%,2.60%,7.53%,$61,136.00,$63,333.00,$47,094.00,$33,281.00,$22,703.00,4.50%,6.10%,8.50%,0.80%
Hilltop,,,,,,,,,,,,,,,,,
Hillyard,,,,,,,,,,,,,,,,,
Hinote%s Corner,,,,,,,,,,,,,,,,,
Hite,,,,,,,,,,,,,,,,,
Hobart,95.10%,0.82%,0.67%,0.91%,0.13%,0.40%,1.97%,1.62%,$75,334.00,$80,127.00,$53,942.00,$40,433.00,$32,067.00,1.40%,2.30%,0.80%,4.90%
