Location,White,Black,Native American,Asian,Pacific Islander,Other,Mixed-race,Hispanic or Latino,Med HH Income,Med Family Income,Med Male Income,Med Female Income,Per Capita Income,Family poverty,Overall poverty,Child poverty,Senior poverty,,,,,,,,
Adak (2000),49.68%,1.27%,35.13%,9.81%,1.90%,,2.22%,5.06%,$52,727.00,$53,889.00,$46,429.00,$35,000.00,$31,747.00,3.30%,4.70%,0.00%,0.00%,,,,,,,,
Akhiok (2000),2.50%,,86.25%,3.75%,,,7.50%,1.25%,$33,438.00,$37,813.00,$25,417.00,$6,250.00,$8,473.00,5.30%,9.90%,12.50%,0.00%,,,,,,,,
Akiachak (2000),3.42%,,92.31%,,,,4.27%,1.20%,$35,833.00,$35,288.00,$31,667.00,$18,750.00,$8,321.00,16.20%,21.20%,25.70%,34.80%,,,,,,,,
Akiak (2000),4.85%,,92.88%,,,,2.27%,0.65%,$26,250.00,$36,875.00,$21,875.00,$11,667.00,$8,326.00,25.00%,33.90%,40.30%,6.70%,,,,,,,,
Akutan (2000),23.56%,2.10%,15.71%,38.57%,0.28%,18.23%,1.54%,20.76%,$33,750.00,$43,125.00,$13,988.00,$23,750.00,$12,258.00,0.00%,45.50%,0.00%,40.00%,,,,,,,,
Alakanuk (2000),1.99%,,95.40%,0.15%,,,2.45%,,$26,346.00,$26,500.00,$19,792.00,$32,500.00,$6,884.00,32.50%,33.80%,34.10%,25.80%,,,,,,,,
Alatna (2000),2.86%,,94.29%,,,,2.86%,,$20,313.00,$52,500.00,$22,500.00,$16,250.00,$14,109.00,0.00%,9.10%,0.00%,0.00%,,,,,,,,
Alcan Border (2000),66.67%,,23.81%,4.76%,,4.76%,,9.52%,$65,000.00,$87,041.00,$77,036.00,$0.00,$21,938.00,0.00%,0.00%,,,,,,,,,,
Aleknagik (2000),13.57%,,81.90%,,,1.36%,3.17%,1.36%,$22,750.00,$30,625.00,$29,583.00,$75,487.00,$10,973.00,21.70%,40.80%,49.00%,21.40%,,,,,,,,
Aleneva (2000),98.53%,,1.47%,,,,,,$10,417.00,$10,417.00,$0.00,$0.00,$3,707.00,47.60%,40.70%,30.60%,25.00%,,,,,,,,
Aleutians West Census Area (2000),40.04%,3.02%,20.95%,24.59%,0.62%,7.32%,3.46%,10.48%,,,,,,,,,,,,,,,,,
Alexander Creek,,,,,,,,,,,,,,,,,,,,,,,,,
Allakaket (2000),4.12%,,95.88%,,,,,,$16,563.00,$33,125.00,$13,750.00,$35,417.00,$10,912.00,11.80%,12.90%,12.50%,0.00%,,,,,,,,
Alpine,,,,,,,,,,,,,,,,,,,,,,,,,
Ambler (2000),12.94%,0.32%,84.79%,,,,1.94%,,$43,500.00,$43,571.00,$30,625.00,$36,875.00,$13,712.00,19.00%,14.30%,15.60%,22.20%,,,,,,,,
Anaktuvuk Pass,7.10%,0.30%,81.20%,,0.30%,,9.00%,2.20%,$52,500.00,$56,250.00,$42,500.00,$32,250.00,$15,283.00,3.20%,4.40%,0.80%,0.00%,,,,,,,,
Anchor Point (2000),91.82%,0.11%,3.36%,0.33%,,0.60%,3.79%,1.73%,$41,094.00,$49,821.00,$39,688.00,$26,731.00,$18,668.00,8.20%,11.90%,14.90%,1.50%,,,,,,,,
Anchorage,66.00%,5.60%,7.90%,8.10%,2.00%,,8.10%,7.60%,$73,004.00,$85,829.00,,,$34,678.00,5.10%,7.90%,,,,,,,,,,
Anderson (2000),86.38%,4.36%,1.36%,0.27%,,0.82%,6.81%,5.18%,$58,750.00,$62,188.00,$31,641.00,$23,750.00,$23,837.00,15.60%,17.60%,25.80%,10.00%,,,,,,,,
Angoon (2000),11.36%,0.52%,81.99%,0.17%,,1.40%,4.55%,5.42%,$29,861.00,$31,429.00,$21,250.00,$30,625.00,$11,357.00,27.00%,27.90%,39.10%,20.00%,,,,,,,,
Aniak (2000),25.00%,0.35%,68.36%,0.52%,,,5.77%,1.05%,$41,875.00,$43,750.00,$37,708.00,$34,500.00,$16,550.00,11.80%,14.00%,13.40%,12.50%,,,,,,,,
Anvik (2000),8.65%,,90.39%,,,0.96%,,0.96%,$21,250.00,$18,125.00,$0.00,$18,750.00,$8,081.00,40.00%,44.20%,45.50%,50.00%,,,,,,,,
Arctic Village (2000),7.89%,,86.18%,,,,5.92%,0.66%,$20,250.00,$19,000.00,$21,875.00,$10,000.00,$10,761.00,30.80%,46.30%,53.10%,0.00%,,,,,,,,
Atka (2000),6.52%,,80.43%,1.09%,1.09%,,10.87%,1.09%,$30,938.00,$34,375.00,$28,750.00,$33,438.00,$17,080.00,0.00%,0.00%,0.00%,26.70%,,,,,,,,
Atmautluak (2000),4.08%,,94.56%,,,,1.36%,1.02%,$37,917.00,$39,583.00,$20,625.00,$8,750.00,$8,501.00,31.60%,30.30%,44.00%,15.40%,,,,,,,,
Atqasuk (2000),4.82%,,94.30%,0.44%,,,0.44%,,$66,607.00,$53,750.00,$41,875.00,$27,500.00,$14,732.00,25.00%,15.60%,4.90%,57.10%,,,,,,,,
Attu Station,,,,,,,,,,,,,,,,,,,,,,,,,
Badger,,,,,,,,,,,,,,,,,,,,,,,,,
Baranof Warm Springs,,,,,,,,,,,,,,,,,,,,,,,,,
Barrow,16.20%,0.90%,60.50%,8.90%,2.30%,,8.10%,3.10%,$63,094.00,$68,223.00,$51,959.00,$46,382.00,$22,902.00,7.70%,8.60%,7.20%,13.12%,,,,,,,,
Bear Creek (2000),80.32%,0.29%,11.61%,1.03%,0.11%,1.03%,5.61%,1.89%,$53,800.00,$57,167.00,$37,339.00,$24,938.00,$20,947.00,2.00%,5.00%,4.70%,0.00%,,,,,,,,
Beaver (2000),4.76%,,85.71%,,,,9.52%,,$28,750.00,$29,792.00,$26,667.00,$16,875.00,$8,441.00,0.00%,11.10%,0.00%,0.00%,,,,,,,,
Belkofski,,,,,,,,,,,,,,,,,,,,,,,,,
Beluga (2000),75.00%,,25.00%,,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,0.00%,0.00%,0.00%,0.00%,,,,,,,,
