Type,State,Subdivision,1790pop,1800pop,1810pop,1820pop,1830pop,1840pop,1850pop,1860pop,1870pop,1880pop,1890pop,1900pop,1910pop,1920pop,1930pop,1940pop,1950pop,1960pop,1970pop,1980pop,1990pop,2000pop,2010pop
County,Pennsylvania,Dauphin,18155,22270,31883,21653,25243,30118,35754,46756,60740,76148,96977,114443,136152,153116,165231,177410,197784,220255,223834,232317,237813,251798,268100
County,Pennsylvania,Delaware,9469,12809,14734,14810,17323,19791,24679,30597,39403,56101,74683,94762,117906,173084,280264,310756,414234,553154,600035,555007,547651,550864,558979
County,Pennsylvania,Elk,,,,,,,3531,5915,8488,12800,22239,32903,35871,34981,33431,34443,34503,37328,37770,38338,34878,35112,31946
County,Pennsylvania,Erie,,1468,3758,8553,17041,31344,38742,49432,65973,74688,86074,98473,115517,153536,175277,180889,219388,250682,263654,279780,275572,280843,280566
County,Pennsylvania,Fayette,13318,20159,24714,27285,29172,33574,39112,39909,43284,58842,80006,110412,167449,188104,198542,200999,189899,169340,154667,159417,145351,148644,136606
County,Pennsylvania,Forest,,,,,,,,898,4010,4385,8482,11039,9435,7477,5180,5791,4944,4485,4926,5072,4802,4946,7716
County,Pennsylvania,Franklin,15662,19638,23083,31892,35037,37793,39904,42126,45365,49855,51433,54902,59775,62275,65010,69378,75927,88172,100833,113629,121082,129313,149618
County,Pennsylvania,Fulton,,,,,,,7567,9131,9360,10149,10137,9924,9703,9617,9231,10673,10387,10597,10776,12842,13837,14261,14845
County,Pennsylvania,Greene,,8605,12544,15554,18028,19147,22136,24343,25887,28273,28935,28281,28882,30804,41767,44671,45394,39424,36090,40476,39550,40672,38686
County,Pennsylvania,Huntingdon,7558,13008,14778,20142,27145,35484,24786,28100,31251,33954,35751,34650,38304,39848,39021,41836,40872,39457,39108,42253,44164,45586,45913
County,Pennsylvania,Indiana,,,6214,8882,14252,20782,27170,33687,36138,40527,42175,42556,66210,80910,75395,79854,77106,75366,79451,92281,89994,89605,88880
County,Pennsylvania,Jefferson,,,161,561,2025,7253,13518,18270,21656,27935,44005,59113,63090,62104,52114,54090,49147,46792,43695,48303,46083,45932,45200
County,Pennsylvania,Juniata,,,,,,11080,13029,16986,17390,18227,16655,16054,15013,14464,14325,15373,15243,15874,16712,19188,20625,22821,24636
County,Pennsylvania,Lackawanna,,,,,,,,,,89269,142088,193831,259570,286311,310397,301243,257396,234531,234107,227908,219039,213295,214437
County,Pennsylvania,Lancaster,36081,43403,53927,68336,76631,84203,98944,116314,121340,139447,149095,159241,167029,173797,196882,212504,234717,278359,319693,362346,422822,470658,519445
County,Pennsylvania,Lawrence,,,,,,,21079,22999,27298,33312,37517,57042,70032,85545,97258,96877,105120,112965,107374,107150,96246,94643,91108
County,Pennsylvania,Lebanon,,,,16988,20557,21872,26071,31831,34096,38476,48131,53827,59565,63152,67103,72641,81683,90853,99665,108582,113744,120327,133568
County,Pennsylvania,Lehigh,,,,18895,22256,25787,32479,43753,56796,65969,76631,93893,118832,148101,172893,177533,198207,227536,255304,272349,291130,312090,349497
County,Pennsylvania,Luzerne,4892,12839,18109,20027,27379,44006,56072,90244,160915,133065,201203,257121,343186,390991,445109,441518,392241,346972,342301,343079,328149,319250,320918
County,Pennsylvania,Lycoming,,5414,11006,13517,17636,22649,26257,37399,47626,57486,70579,75663,80813,83100,93421,93633,101249,109367,113296,118416,118710,120044,116111
County,Pennsylvania,McKean,,,142,728,1439,2975,5254,8859,8825,42565,46863,51343,47868,48934,55167,56673,56607,54517,51915,50635,47131,45936,43450
County,Pennsylvania,Mercer,,3228,8277,11681,19729,32873,33172,36856,49977,56161,55744,57387,77699,93788,99246,101039,111954,127519,127175,128299,121003,120293,116638
County,Pennsylvania,Mifflin,7562,13609,12132,16618,21690,13092,14980,16340,17508,19577,19996,23160,27785,31439,40335,42993,43691,44348,45268,46908,46197,46486,46682
County,Pennsylvania,Monroe,,,,,,9879,13270,16758,18362,20175,20111,21161,22941,24295,28286,29802,33773,39567,45422,69409,95709,138687,169842
County,Pennsylvania,Montgomery,22918,24150,29703,35793,39406,47241,58291,70500,81612,96494,123290,138995,169590,199310,265804,289247,353068,516682,623799,643621,678111,750097,799874
County,Pennsylvania,Montour,,,,,,,13239,13053,15344,15468,15645,15526,14868,14080,14517,15466,16001,16730,16508,16675,17735,18236,18267
County,Pennsylvania,Northampton,24238,30062,38145,31765,39482,40996,40235,47904,61432,70312,84220,99687,127667,153506,169304,168959,185243,201412,214368,225418,247105,267066,297735
County,Pennsylvania,Northumberland,17147,27797,36327,15424,18133,20027,23272,28922,41444,53123,74698,90911,111420,122079,128504,126887,117115,104138,99190,100381,96771,94556,94528
County,Pennsylvania,Perry,,,,11342,14261,17096,20088,22793,25447,27522,26276,26263,24136,22875,21744,23213,24782,26582,28615,35718,41172,43602,45969
County,Pennsylvania,Philadelphia,54388,81009,111210,137097,188797,258037,408762,565529,674022,847170,1046964,1293697,1549008,1823779,1950961,1931334,2071605,2002512,1948609,1688210,1585577,1517550,1526006
County,Pennsylvania,Pike,,,,2894,4843,3832,5881,7155,8436,9663,9412,8766,8033,6818,7483,7452,8425,9158,11818,18271,27966,46302,57369
County,Pennsylvania,Potter,,,29,186,1265,3371,6048,11470,11265,13797,22778,30621,29729,21089,17489,18201,16810,16483,16395,17726,16717,18080,17457
County,Pennsylvania,Schuylkill,,,,11339,20744,29053,60713,89510,116428,129974,154163,172927,207894,217754,235505,228331,200577,173027,160089,160630,152585,150336,148289
County,Pennsylvania,Snyder,,,,,,,,15035,15606,17797,17651,17304,16800,17129,18836,20208,22912,25922,29269,33584,36680,37546,39702
County,Pennsylvania,Somerset,,10188,11284,13974,17762,19650,24416,26778,28226,33110,37317,49461,67717,82112,80764,84957,81813,77450,76037,81243,78218,80023,77742
County,Pennsylvania,Sullivan,,,,,,,3694,5637,6191,8073,11620,12134,11293,9520,7499,7504,6745,6251,5961,6349,6104,6556,6428
County,Pennsylvania,Susquehanna,,,,9960,16787,21195,28688,36267,37523,40354,40093,40043,37746,34763,33806,33893,31970,33137,34344,37876,40380,42238,43356
County,Pennsylvania,Tioga,,,1687,4021,8978,15498,23987,31044,35097,45814,52313,49086,42829,37118,31871,35004,35474,36614,39691,40973,41126,41373,41981
County,Pennsylvania,Union,,,,18619,20795,22787,26083,14145,15565,16905,17820,17592,16249,15850,17468,20247,23150,25646,28603,32870,36176,41624,44947
County,Pennsylvania,Venango,,1130,3060,4915,9470,17900,18310,25043,47925,43670,46640,49648,56359,59184,63226,63958,65328,65295,62353,64444,59381,57565,54984
County,Pennsylvania,Warren,,233,827,1976,4697,9278,13671,19190,23897,27981,37585,38946,39573,40024,41453,42789,42698,45582,47682,47449,45050,43863,41815
County,Pennsylvania,Washington,23892,28298,36289,40038,42784,41279,44939,46805,48483,55418,71155,92181,143680,188992,204802,210852,209628,217271,210876,217074,204584,202897,207820
County,Pennsylvania,Wayne,,2562,4125,4127,7663,11848,21890,32239,33188,33513,31010,30171,29236,27435,28420,29934,28478,28237,29581,35237,39944,47722,52822
County,Pennsylvania,Westmoreland,16019,22726,26392,30540,38400,42699,51726,53736,58719,78036,112819,160175,231304,273568,294995,303411,313179,352629,376935,392294,370321,369993,365169
County,Pennsylvania,Wyoming,,,,,,,10655,12540,14585,15598,15891,17152,15509,14101,15517,16702,16766,16813,19082,26433,28076,28080,28276
County,Pennsylvania,York,37535,25643,31958,38759,42859,47010,57450,68200,76134,87841,99489,116413,136405,144521,167135,178022,202737,238336,272603,312963,339574,381751,434972
State,Rhode Island,–,69112,69122,76931,83059,97199,108830,147545,174620,217353,276531,345506,428556,542610,604397,687497,713346,791896,859488,946725,947154,1003464,1048319,1052567
County,Rhode Island,Bristol,3211,3801,5072,5637,5446,6476,8514,8907,9421,11394,11428,13144,17602,23113,25089,25548,29079,37146,45937,46942,48859,50648,49875
County,Rhode Island,Kent,8851,8487,9834,10228,12789,13083,15068,17303,18595,20588,26754,29976,36378,38269,51390,58311,77763,112619,142382,154163,161135,167090,166158
County,Rhode Island,Newport,14351,14845,16294,15771,16535,16874,20007,21896,20050,24180,28552,32599,39335,42893,41668,46696,61539,81891,94559,81383,87194,85433,82888
County,Rhode Island,Providence,24376,25854,30869,35736,47018,58073,87526,107799,149190,197874,255123,328683,424353,475190,540016,550298,574973,568778,580261,571349,596270,621602,626667
County,Rhode Island,Washington,18323,16135,14962,15687,15411,14324,16430,18715,20097,22495,23649,24154,24942,24932,29334,32493,48542,59054,83586,93317,110006,123546,126979
State,South Carolina,–,249073,345591,415115,490309,581185,594398,668507,703708,705606,995577,1151149,1340316,1515400,1683724,1738765,1899804,2117027,2382594,2590516,3121820,3486703,4012012,4625014
County,South Carolina,Abbeville,9197,13553,21156,23167,28149,29351,32318,32385,31129,40815,46854,33400,34804,27139,23323,22931,22456,21417,21112,22627,23862,26167,25417
County,South Carolina,Aiken,,,,,,,,,,28112,31822,39032,41849,45574,47403,49916,53137,81038,91023,105625,120940,142552,160099
County,South Carolina,Allendale,,,,,,,,,,,,,,16098,13294,13040,11773,11362,9692,10700,11722,11211,10419
County,South Carolina,Anderson,,,,,17169,18493,21475,22873,24049,33612,43696,55728,69568,76349,80949,88712,90664,98478,105474,133235,145196,165740,187126
County,South Carolina,Bamberg,,,,,,,,,,,,17296,18544,20962,19410,18643,17533,16274,15950,18118,16902,16658,15987
County,South Carolina,Barnwell,,7276,12280,14750,19236,21471,26608,30743,35724,39857,44613,35504,34209,23081,21221,20138,17266,17659,17176,19868,20293,23478,22261
County,South Carolina,Beaufort,18753,20428,25887,32199,37032,35794,38805,40053,34359,30176,34119,35495,30355,22269,21815,22037,26993,44187,51136,65364,86425,120937,162233
County,South Carolina,Berkeley,,,,,,,,,,,55428,30454,23487,22558,22236,27128,30251,38196,56199,94727,128776,142651,177843
County,South Carolina,Calhoun,,,,,,,,,,,,,16634,18384,16707,16229,14753,12256,10780,12206,12753,15185,15185
County,South Carolina,Charleston,66985,50791,63179,80212,76293,82661,72805,70100,88863,102800,59903,88006,88594,108450,101050,121105,164856,216382,247650,276974,295039,309969,350209
County,South Carolina,Cherokee,,,,,,,,,,,,21359,26179,27570,32201,33290,34992,35205,36791,40983,44506,52537,55342
County,South Carolina,Chester,6866,8185,11479,14189,17182,17747,18038,18122,18805,24153,26660,28616,29425,33389,31803,32579,32597,30888,29811,30148,32170,34068,33140
County,South Carolina,Chesterfield,,5216,5564,6645,8472,8574,10790,11834,10584,16345,18468,20401,26301,31969,34334,35963,36236,33717,33667,38161,38577,42768,46734
County,South Carolina,Claremont,4548,5158,,,,,,,,,,,,,,,,,,,,,
County,South Carolina,Clarendon,2392,4374,13095,14038,19190,23233,28184,32188,34878,30036,31500,32215,29490,25604,27464,28450,32502,34971,,,,,
County,South Carolina,Colleton,,31592,26359,26404,37301,25548,39505,41916,25410,36386,40293,33452,35390,29897,25821,26268,28242,27816,27622,31776,34377,38264,38892
County,South Carolina,Darlington,,7631,9047,10949,13728,14822,16830,20361,26243,34485,29134,32388,36027,39126,41427,45198,50016,52928,53442,62717,61851,67394,68681
County,South Carolina,Dillon,,,,,,,,,,,,,22615,25278,25733,29625,30930,30584,28838,31083,29114,30722,32062
County,South Carolina,Dorchester,,,,,,,,,,,,16294,17891,19459,18956,19928,22601,24383,32276,58761,83060,96413,136555
County,South Carolina,Edgefield,13289,18130,23160,25119,30509,32852,39262,39887,42486,45844,49259,25478,28281,23928,19326,17894,16591,15735,15692,17528,18375,24595,26985
County,South Carolina,Fairfield,7623,10087,11857,17174,21546,20165,21404,22111,19888,27765,28599,29425,29442,27159,23287,24187,21780,20713,19999,20700,22295,23454,23956
County,South Carolina,Florence,,,,,,,,,,,25027,28474,35671,50406,61027,70582,79710,84438,89636,110163,114344,125761,136885
County,South Carolina,Georgetown,22122,17260,15679,17603,19943,18274,20647,21305,16161,19613,20857,22846,22270,21716,21738,26352,31762,34798,33500,42461,46302,55797,60158
County,South Carolina,Greenville,6503,11504,13133,14530,16476,17839,20156,21892,22262,37496,44310,53490,68377,88498,117009,136580,168152,209776,240546,287913,320167,379616,451225
County,South Carolina,Greenwood,,,,,,,,,,,,28343,34225,35791,36078,40083,41628,44346,49686,57847,59567,66271,69661
County,South Carolina,Hampton,,,,,,,,,,18741,20544,23738,25126,19550,17243,17465,18027,17425,15878,18159,18191,21386,21090
County,South Carolina,Horry,,,4349,5025,5245,5750,7646,7962,10721,15574,19256,23364,26995,32077,39376,51951,59820,68247,69992,101419,144053,196629,269291
County,South Carolina,Jasper,,,,,,,,,,,,,,9868,9988,11011,10995,12237,11885,14504,15487,20678,24777
County,South Carolina,Kershaw,,7340,9867,,13545,12281,14473,13086,11754,21538,22361,24696,27094,29398,32070,32913,32287,33585,34727,39015,43599,52647,61697
County,South Carolina,Lancaster,6302,6012,6318,8716,10361,9907,10988,11797,12087,16903,20761,24311,26650,28628,27980,33542,37071,39352,43328,53361,54516,61351,76652
County,South Carolina,Laurens,9337,12809,14982,17682,20863,21584,23407,23858,22536,29444,31610,37382,41550,42560,42094,44185,46974,47609,49713,52214,58092,69567,66537
County,South Carolina,Lee,,,,,,,,,,,,,25318,26827,24096,24908,23173,21832,18323,18929,18437,20119,19220
County,South Carolina,Lexington,,5196,6641,8083,9065,12111,12930,15579,12988,18564,22181,27264,32040,35676,36494,35994,44279,60726,89012,140353,167611,216014,262391
County,South Carolina,Marion,,6914,8884,10201,11208,13932,17407,21190,22160,34107,29976,35181,20596,23721,27221,30107,33110,32014,30270,34179,33899,35466,33062
County,South Carolina,Marlboro,,5452,4966,6425,8582,8408,10789,12434,11814,20598,23500,27639,31189,33180,31634,33281,31766,28529,27151,31634,29361,28818,28933
County,South Carolina,McCormick,,,,,,,,,,,,,,16444,11471,10367,9577,8629,7955,7797,8868,9958,10233
County,South Carolina,Newberry,9342,12006,13964,16104,17441,18350,20143,20879,20775,26497,26434,30182,34586,35552,34681,33577,31771,29416,29273,31242,33172,36108,37508
County,South Carolina,Oconee,,,,,,,,,10536,16256,18687,23634,27337,30117,33368,36512,39050,40204,40728,48611,57494,66215,74273
County,South Carolina,Orangeburg,,10125,13229,15653,18453,18519,23582,24896,16865,41395,49393,59663,55893,64907,63864,63707,68726,68559,69789,82276,84803,91582,92501
County,South Carolina,Pendleton,9568,20052,22897,27022,,,,,,,,,,,,,,,,,,,
County,South Carolina,Pickens,,,,,14473,14356,16904,19639,10269,14389,16389,19375,25422,28329,33709,37111,40058,46030,58956,79292,93894,110757,119224
County,South Carolina,Richland,3930,6097,9027,12321,14772,16397,20243,18307,23025,28573,36821,45589,55143,78122,87667,104843,142565,200102,233868,269735,285720,320677,384504
County,South Carolina,Saluda,,,,,,,,,,,,18966,20943,22088,18148,17192,15924,14554,14528,16150,16357,19181,19875
County,South Carolina,Spartanburg,8800,12122,14259,16989,21150,23669,26400,26919,25784,40409,55385,65560,83465,94265,116323,127733,150349,156830,173724,201861,226800,253791,284307
County,South Carolina,Sumter,,3571,19054,25369,28277,27892,33220,23859,25268,37037,43605,51237,38472,43040,45902,52463,57634,74941,79425,88243,102637,104646,107456
County,South Carolina,Union,7693,10237,10995,14126,17906,18936,19852,19635,19248,24080,25363,25501,29911,30372,30920,31360,31334,30015,29230,30751,30337,29881,28961
County,South Carolina,Williamsburg,,5678,6871,8716,9018,10327,12447,15489,15489,24110,27777,31685,37626,38539,34914,41011,43807,40932,34243,38226,36815,37217,34423
County,South Carolina,York,6604,10248,10032,14936,17790,18383,19433,21502,24286,30713,38831,41684,47718,50536,53418,58663,71596,78760,85216,106720,131497,164614,226073
State,South Dakota,–,,,,,,,,,,,328808,401570,583888,636547,692849,642961,652740,680514,665507,690768,696004,754844,814215
County,South Dakota,Armstrong,,,,,,,,,,,,8,647,-2,80,42,52,,,,,,
County,South Dakota,Aurora,,,,,,,,,,,5045,4011,6143,7246,7139,5387,5020,4749,4183,3628,3135,3058,2710
County,South Dakota,Beadle,,,,,,,,,,,9586,8081,15776,19273,22917,19648,21082,21682,20877,19195,18253,17023,17398
County,South Dakota,Bennett,,,,,,,,,,,,,96,1924,4590,3983,3396,3053,3088,3044,3206,3574,3431
County,South Dakota,Bon Homme,,,,,,,,,,,9057,10379,11061,11940,11737,10241,9440,9229,8577,8059,7089,7260,7070
County,South Dakota,Brookings,,,,,,,,,,,10132,12561,14178,16119,16847,16560,17851,20046,22158,24332,25207,28220,31965
County,South Dakota,Brown,,,,,,,,,,,16855,15286,25867,29509,31458,29676,32617,34106,36920,36962,35580,35460,36531
County,South Dakota,Brule,,,,,,,,,,,6737,5401,6451,7141,7416,6195,6076,6319,5870,5245,5485,5364,5255
County,South Dakota,Buffalo,,,,,,,,,,,993,1790,1589,1715,1931,1853,1615,1547,1739,1795,1759,2032,1912
County,South Dakota,Butte,,,,,,,,,,,1037,2907,4993,6819,8589,8004,8161,8592,7825,8372,7914,9094,10110
County,South Dakota,Campbell,,,,,,,,,,,3510,4527,5244,5305,5629,5033,4046,3531,2866,2243,1965,1782,1466
County,South Dakota,Charles Mix,,,,,,,,,,,4178,8498,14899,16256,16703,13449,15558,11785,9994,9680,9131,9350,9129
Reservation,South Dakota,Cheyenne Rvr Res,,,,,,,,,,,,2357,,,,,,,,,,,
County,South Dakota,Clark,,,,,,,,,,,6728,6942,10901,11136,11022,8955,8369,7134,5515,4894,4403,4143,3691
County,South Dakota,Clay,,,,,,,,,,,7509,9316,8711,9654,10088,9592,10993,10810,12923,13689,13186,13537,13864
County,South Dakota,Codington,,,,,,,,,,,7037,8770,14092,16549,17457,17014,18944,20220,19140,20885,22698,25897,27227
County,South Dakota,Corson,,,,,,,,,,,,,2929,7249,9535,6755,6168,5798,4994,5196,4195,4181,4050
County,South Dakota,Custer,,,,,,,,,,,4891,2728,4458,3907,5353,6023,5517,4906,4698,6000,6179,7275,8216
County,South Dakota,Davison,,,,,,,,,,,5449,7483,11625,14139,16821,15336,16522,16681,17319,17820,17503,18741,19504
County,South Dakota,Day,,,,,,,,,,,9168,12254,14372,15194,14606,13565,12294,10516,8713,8133,6978,6267,5710
County,South Dakota,Delano,,,,,,,,,,,40,,,,,,,,,,,,
County,South Dakota,Deuel,,,,,,,,,,,4574,6656,7768,8759,8732,8450,7689,6782,5686,5289,4522,4498,4364
County,South Dakota,Dewey,,,,,,,,,,,,,1145,4802,6476,5709,4916,5257,5170,5366,5523,5972,5301
County,South Dakota,Douglas,,,,,,,,,,,4600,5012,6400,6993,7236,6348,5636,5113,4569,4181,3746,3458,3002
County,South Dakota,Edmunds,,,,,,,,,,,4399,4916,7654,8336,8712,7814,7275,6079,5548,5159,4356,4367,4071
County,South Dakota,Ewing,,,,,,,,,,,16,,,,,,,,,,,,
County,South Dakota,Fall River,,,,,,,,,,,4478,3541,7763,6985,8741,8089,10439,10688,7505,8439,7353,7453,7094
County,South Dakota,Faulk,,,,,,,,,,,4062,3547,6716,6442,6895,5168,4752,4397,3893,3327,2744,2640,2364
County,South Dakota,Grant,,,,,,,,,,,6814,9103,10303,10880,10729,10552,10233,9913,9005,9013,8372,7847,7356
County,South Dakota,Gregory,,,,,,,,,,,295,2211,13061,12700,11420,9554,8556,7399,6710,6015,5359,4792,4271
County,South Dakota,Haakon,,,,,,,,,,,,,,4596,4679,3515,3167,3303,2802,2794,2624,2196,1937
County,South Dakota,Hamlin,,,,,,,,,,,4625,5945,7475,8054,8299,7562,7058,6303,5172,5261,4974,5540,5903
County,South Dakota,Hand,,,,,,,,,,,6546,4525,7870,8778,9485,7166,7149,6712,5883,4948,4272,3741,3431
County,South Dakota,Hanson,,,,,,,,,,,4267,4947,6237,6202,6131,5400,4896,4584,3781,3415,2994,3139,3331
County,South Dakota,Harding,,,,,,,,,,,167,,4228,3953,3589,3010,2289,2371,1855,1700,1669,1353,1255
County,South Dakota,Hughes,,,,,,,,,,,5044,3684,6271,5711,7009,6624,8111,12725,11632,14220,14817,16481,17022
County,South Dakota,Hutchinson,,,,,,,,,,,10469,11897,12319,13475,13904,12668,11423,11085,10379,9350,8262,8075,7343
County,South Dakota,Hyde,,,,,,,,,,,1860,1492,3307,3315,3690,3113,2811,2602,2515,2069,1696,1671,1420
County,South Dakota,Jackson,,,,,,,,,,,,,,2472,2636,1955,1768,1985,1531,3437,2811,2930,3031
County,South Dakota,Jerauld,,,,,,,,,,,3605,2798,5120,6338,5816,4752,4476,4048,3310,2929,2425,2295,2070
County,South Dakota,Jones,,,,,,,,,,,,,,3004,3177,2509,2281,2066,1882,1463,1324,1193,1006
County,South Dakota,Kingsbury,,,,,,,,,,,8562,9866,12560,12802,12805,10831,9962,9227,7657,6679,5925,5815,5148
County,South Dakota,Lake,,,,,,,,,,,7508,9137,10711,12257,12379,12412,11792,11764,11456,10724,10550,11276,11200
County,South Dakota,Lawrence,,,,,,,,,,,11673,17897,19694,13029,13920,19093,16648,17075,17453,18339,20655,21802,24097
County,South Dakota,Lincoln,,,,,,,,,,,9143,12161,12712,13893,13918,13171,12767,12371,11761,13942,15427,24131,44828
County,South Dakota,Lyman,,,,,,,,,,,233,2632,10848,6591,6335,5045,4572,4428,4060,3864,3638,3895,3755
County,South Dakota,Marshall,,,,,,,,,,,4544,5942,8021,9596,9540,8880,7835,6663,5965,5404,5688,4576,4656
County,South Dakota,Martin,,,,,,,,,,,7,,,,,,,,,,,,
County,South Dakota,McCook,,,,,,,,,,,6448,8689,9589,9990,10316,9793,8828,8268,7246,6444,3228,5832,5618
County,South Dakota,McPherson,,,,,,,,,,,5940,6327,6791,7705,8774,8353,7071,5821,5022,4027,4844,2904,2459
County,South Dakota,Meade,,,,,,,,,,,4640,4907,12640,9367,11482,9735,11516,12044,16618,20717,21878,24253,25434
County,South Dakota,Mellette,,,,,,,,,,,,,1700,3850,5293,4107,3046,2664,2420,2249,2137,2083,2048
County,South Dakota,Miner,,,,,,,,,,,5165,5864,7661,8560,8376,6836,6268,5398,4454,3739,3272,2884,2389
County,South Dakota,Minnehaha,,,,,,,,,,,21879,23926,29631,42490,50872,57697,70910,86575,95209,109435,123809,148281,169468
County,South Dakota,Moody,,,,,,,,,,,5941,8326,8695,9742,9603,9341,9252,8810,7622,6692,6507,6595,6486
County,South Dakota,Oglala Lakota,,,,,,,,,,,,,,2003,4058,5366,5669,6000,8198,11323,9902,12466,13586
County,South Dakota,Pennington,,,,,,,,,,,6540,5610,12453,12720,20079,23799,34053,58195,59349,70361,81343,88565,100948
County,South Dakota,Perkins,,,,,,,,,,,,,11348,7993,8717,6585,6776,5977,4769,4700,3932,3363,2982
Reservation,South Dakota,Pine Ridge Res,,,,,,,,,,,149,6827,6607,,,,,,,,,,
County,South Dakota,Potter,,,,,,,,,,,2910,2988,4466,4382,5762,4614,4688,4926,4449,3674,3190,2693,2329
County,South Dakota,Pratt,,,,,,,,,,,181,,,,,,,,,,,,
County,South Dakota,Roberts,,,,,,,,,,,1997,12216,14897,16514,15782,15887,14929,13190,11678,10911,9914,10016,10149
Reservation,South Dakota,Rosebud Res,,,,,,,,,,,,5201,,,,,,,,,,,
County,South Dakota,Sanborn,,,,,,,,,,,4610,4464,6607,7877,7326,5754,5142,4641,3697,3213,2833,2675,2355
County,South Dakota,Spink,,,,,,,,,,,10581,9487,15981,15768,15304,12527,12204,11706,10595,9201,7981,7454,6451
Reservation,South Dakota,Standing Rock Res,,,,,,,,,,,,1658,,,,,,,,,,,
County,South Dakota,Stanley,,,,,,,,,,,1028,1341,14975,2908,2381,1959,2055,4085,2457,2533,2453,2772,2966
County,South Dakota,Sterling,,,,,,,,,,,96,,252,,,,,,,,,,
County,South Dakota,Sully,,,,,,,,,,,2412,1715,2462,2831,3852,2668,2713,2607,2362,1990,1589,1556,1373
County,South Dakota,Todd,,,,,,,,,,,,,2164,2784,5898,5714,4758,4661,6606,7328,8352,9050,9612
County,South Dakota,Tripp,,,,,,,,,,,,,8323,11970,12712,9937,9139,8761,8171,7268,6924,6430,5644
County,South Dakota,Turner,,,,,,,,,,,10256,13175,13840,14871,14891,13270,12100,11159,9872,9255,8576,8849,8347
County,South Dakota,Union,,,,,,,,,,,9130,11153,10676,11099,11480,11675,10792,10197,9643,10938,10189,12584,14399
County,South Dakota,Walworth,,,,,,,,,,,2153,3839,6488,8447,8791,7274,7648,8097,7842,7011,6087,5974,5438
County,South Dakota,Washabaugh,,,,,,,,,,,,,,1166,2474,1980,1551,1042,1389,,,,
County,South Dakota,???,,,,,,,,,,,40,N/A,0,1521,1827,1789,,,,,,,
County,South Dakota,Yankton,,,,,,,,,,,12649,13135,15233,16589,16725,16804,17551,19039,18952,19252,21652,22438,
County,South Dakota,Ziebach,,,,,,,,,,,,,3718,4039,2875,2606,2495,2221,2308,2220,2519,2801,
State,Tennessee,–,,105602,261727,422813,681904,829210,1002717,1109801,1258520,1542359,1767518,2020616,2184789,2337885,2616556,2915841,3291718,3567089,3923687,4591120,4877185,5689283,6365608
County,Tennessee,Anderson,,,3959,4668,5310,5658,6938,7068,8704,10820,15128,17634,17717,18298,19722,26504,59407,60032,60300,67346,68250,71330,75129
County,Tennessee,Bedford,,,8242,16012,30396,20546,21511,21584,24333,26025,24739,23845,22667,21737,21077,23151,23627,23150,25039,27916,30411,37586,45058
County,Tennessee,Benton,,,,,,4772,6315,8463,8234,9780,11230,11888,12452,12046,11237,11976,11495,10662,12126,14901,14524,16537,16489
County,Tennessee,Bledsoe,,,,4005,4648,5676,5959,4459,4870,5617,6134,6626,6329,7218,7128,8358,8561,7811,7643,9478,9669,12367,12876
County,Tennessee,Blount,,5587,12098,11258,11028,11745,12424,13270,14237,15985,17589,19206,20809,28800,33989,41116,54691,57525,63744,77770,85969,105823,123010
County,Tennessee,Bradley,,,,,,7385,12259,11701,11652,12124,13607,15759,16336,18652,22870,28498,32338,38324,50686,67547,73712,87965,98963
County,Tennessee,Campbell,,,2668,4244,5110,6149,6068,6712,7445,10005,13486,17317,27387,28265,26827,31131,34369,27936,26045,34923,35079,39854,40716
County,Tennessee,Cannon,,,,,,7193,8982,9509,10502,11859,12197,12121,10825,10241,8935,9880,9174,8537,8467,10234,10467,12826,13801
County,Tennessee,Carroll,,,,,9397,12362,15967,17437,19447,22103,23630,24250,23971,24361,26132,25978,26553,23476,25741,28285,27514,29475,28522
County,Tennessee,Carter,,4813,4190,4835,6414,5372,6296,7124,7909,10019,13389,16688,19838,21488,29223,35127,42432,41578,42575,50205,51505,56742,57424
County,Tennessee,Cheatham,,,,,,,,7258,6678,7956,8845,10112,10540,10039,9025,9928,9167,9428,13199,21616,27140,35912,39105
County,Tennessee,Chester,,,,,,,,,,,9069,9896,9090,9669,10603,11124,11149,9569,9927,12727,12819,15540,17131
County,Tennessee,Claiborne,,,4798,5508,8470,9474,9369,9643,9321,13373,15103,20696,23504,23286,24313,24657,24788,19067,19420,24595,26137,29862,32213
County,Tennessee,Clay,,,,,,,,,,6987,7260,8421,9009,9193,9577,10904,8701,7289,6624,7676,7238,7976,7861
County,Tennessee,Cocke,,,5154,4892,6017,6992,8300,10408,12458,14808,16523,19153,19399,20782,21775,24083,22991,23390,25283,28792,29141,33565,35662
County,Tennessee,Coffee,,,,,,8184,8351,9689,10237,12894,13827,15574,15625,17344,16801,18959,23049,28603,32572,38311,40339,48014,52796
County,Tennessee,Crockett,,,,,,,,,,14109,15146,15867,16076,17438,17359,17330,16624,14594,14402,14941,13378,14532,14586
County,Tennessee,Cumberland,,,,,,,,3460,3461,4538,5376,8311,9327,10094,11440,15592,18877,19135,20733,28676,34736,46802,56053
County,Tennessee,Davidson,,9965,15608,20154,28122,30509,38882,47055,62897,79026,108174,122815,149478,167815,222854,257267,321758,399743,448003,477811,510784,569891,626681
County,Tennessee,De Kalb,,,,,,5868,8016,10573,11425,14813,15650,16460,15434,15370,14213,14588,11680,10774,11151,13589,14360,17423,18723
