State,Year,Office,County,D#,R#,IW#,IL#,IComm.#,Proh.#,IProg.#,IS#,ISL#,ISW#,ND#,NProh.#,GB#,UL#,Pop.#,Comm.#,S#,SL#,Soc. D#,Prog.#,U#,WW#,Delta#,WTP#,SE#,S&L#,3rdP,PF#,NL#,I1#,I2#,I3#,I4#,I5#,I6#,I7#,I8#,Am.#,Ref.#,G#,L#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,FTLG#,3rdP#,DS#,Labor#,All.#,AF#,To.#,CF#,IProh.#,SW#,IDEA#,IPop.#,GR#,IPR#,IC#,Soc. D.#,Comm.,L&F,CS#,PProg#,WIP#,CON#,Year / Office,Ref.,L&F#,New Prog.#,C#,Solid.#
Wisconsin,2012,US Senate,Lafayette,4110,3549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,3,0,0,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Langlade,4580,5255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,11,0,0,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Lincoln,7379,6911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,18,0,0,,,,,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Manitowoc,19616,20646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178,44,1,6,,,,,,,,,,,,,,,,371,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Marathon,31751,34688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675,96,0,3,,,,,,,,,,,,,,,,574,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Marinette,9685,9989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,10,0,0,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Marquette,3744,4032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,13,0,0,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Menominee,1015,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,0,0,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Milwaukee,312618,155410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7181,639,11,3,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Monroe,8629,9899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,16,0,0,,,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Oconto,8792,10032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,20,0,0,,,,,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Oneida,10047,10183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,40,0,0,,,,,,,,,,,,,,,,223,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Outagamie,43297,46212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2541,102,6,0,,,,,,,,,,,,,,,,770,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Ozaukee,18285,35463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,68,2,2,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Pepin,1812,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,1,0,0,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Pierce,10254,9850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,12,0,0,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Polk,10192,11310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,19,0,0,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Portage,21469,15710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709,63,0,1,,,,,,,,,,,,,,,,322,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Price,3832,3623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,3,0,0,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Racine,51630,47030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2109,79,12,6,,,,,,,,,,,,,,,,596,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Richland,4504,3786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,4,0,0,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Rock,46892,30010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1859,74,0,0,,,,,,,,,,,,,,,,408,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Rusk,3298,3393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,7,0,0,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Sauk,17247,13565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,38,1,0,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Sawyer,4445,4163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,27,0,1,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Shawano,8755,10417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,6,0,0,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Sheboygan,26284,33472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1586,17,4,1,,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Saint Croix,20053,24347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,59,4,2,,,,,,,,,,,,,,,,359,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Taylor,3859,5049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,3,0,0,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Trempealeau,7144,5699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,5,0,0,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Vernon,7543,6051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,8,0,0,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Vilas,5762,7308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,22,0,0,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Walworth,21390,28069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1588,90,2,0,,,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Washburn,4405,4442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,0,0,0,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Washington,22702,52950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,113,1,1,,,,,,,,,,,,,,,,275,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Waukesha,75408,159450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098,220,0,3,,,,,,,,,,,,,,,,963,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Waupaca,11011,13601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,36,1,0,,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Waushara,5213,6239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,9,1,0,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Winnebago,42782,41545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2608,193,2,2,,,,,,,,,,,,,,,,409,,,,,,,,,,,,,,,,,
Wisconsin,2012,US Senate,Wood,18748,18052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959,40,0,0,,,,,,,,,,,,,,,,333,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Adams,4093,5446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Ashland,4452,3214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Barron,8699,12893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Bayfield,5162,4020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Brown,51008,71760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4616,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Buffalo,2746,3851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Burnett,3143,5198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Calumet,9197,16485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Chippewa,12661,17339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Clark,4779,8084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Columbia,15057,13557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Crawford,3708,3671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Dane,220344,80670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5775,171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Dodge,14760,27078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Door,7671,9295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Douglas,11893,9364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Dunn,9491,11425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Eau Claire,27527,24650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Florence,759,1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Fond du Lac,17131,32464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Forest,1651,2589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Grant,10926,12197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Green,10207,8106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Green Lake,2774,6215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Iowa,7226,4679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Iron,1361,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Jackson,4096,4615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Jefferson,17149,23902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Juneau,4697,6441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Kenosha,35670,37540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2621,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Kewaunee,3697,6678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,La Crosse,32903,27694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Lafayette,3757,3659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Langlade,3465,6007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Lincoln,5785,8031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Manitowoc,14299,23769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Marathon,27812,38570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2518,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Marinette,6502,12597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Marquette,3190,4357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Menominee,844,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Milwaukee,276556,147922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9879,356,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Monroe,7673,10797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Oconto,6061,13004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Oneida,8293,12047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Outagamie,37067,53252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3448,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Ozaukee,18159,35456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Pepin,1491,2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Pierce,8646,11418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Polk,8094,13535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Portage,18985,17547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Price,2955,4282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Racine,41606,49682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2485,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Richland,3905,3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Rock,42437,30487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2388,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Rusk,2443,4229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Sauk,16323,14127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Sawyer,3507,5154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Shawano,6114,12794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Sheboygan,22441,35146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Saint Croix,17713,27406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Taylor,2828,6177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Trempealeau,5963,7081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Vernon,6887,6712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Vilas,4820,8247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Walworth,18358,30786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Washburn,3508,5250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Washington,19831,55961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Waukesha,71779,161351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4423,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Waupaca,8514,16208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Waushara,3834,7579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Winnebago,36077,46843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3288,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2016,US Senate,Wood,15175,20925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Adams,4537,4854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Ashland,4533,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Barron,8571,9911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Bayfield,5541,3233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Brown,59132,55750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Buffalo,2945,2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Burnett,3239,4289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Calumet,10741,12822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Chippewa,13798,13830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Clark,5084,6558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Columbia,15230,11674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Crawford,3852,2703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Dane,228050,65515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Dodge,16007,21482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Door,9442,7494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Douglas,11689,6925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,2018,US Senate,Dunn,9743,8623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
