State,Year,Office,County,D#,R#,S#,SL#,SW#,S&L#,Comm.#,FL#,ND#,SD#,Proh.#,NP#,PF#,Pop.#,Prog.#,U#,AI#,I1#,I2#,I3#,Ref.#,NL#,G#,L#,W/I#,GR#,Am.F#,ER#,NT#,WL#,Pat.#,NA#,BD#,SM#,Cit.#,Labor#,Univ.#,Pet.1#,Pet.2#,UC#,ACP#,New I#,LMN#,SRD#,Peace I#,Am.#,Iowa#,New IA#,PND#,Pet.3#,Pet.4#,BQFTL#,CON#,Pet.#,Clear Water #,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,C#,NI#,All.#,Geneol.#
Iowa,1900,President,Louisa,1172,2185,,0,,,,,,11,82,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Lucas,1488,2225,,1,,,,,,21,127,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Lyon,1289,1666,,3,,,,,,21,50,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Madison,1907,2590,,1,,,,,,9,75,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Mahaska,3596,4480,,2,,,,,,23,201,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Marion,2950,2950,,1,,,,,,7,153,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Marshall,2329,4878,,0,,,,,,27,257,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Mills,1733,2212,,0,,,,,,3,67,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Mitchell,981,2450,,1,,,,,,1,47,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Monona,1934,2161,,2,,,,,,4,79,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Monroe,1705,2233,,8,,,,,,218,148,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Montgomery,1467,2927,,1,,,,,,4,83,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Muscatine,3021,3905,,1,,,,,,108,68,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,O'Brien,1461,2386,,0,,,,,,7,45,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Osceola,799,1106,,3,,,,,,6,28,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Page,1889,3424,,2,,,,,,8,313,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Palo Alto,1477,1908,,0,,,,,,2,50,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Plymouth,2307,2712,,0,,,,,,5,85,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Pocahontas,1287,2176,,1,,,,,,1,53,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Polk,6180,12628,,7,,,,,,198,460,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Pottawattamie,5373,6525,,5,,,,,,25,101,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Poweshiek,1765,3199,,1,,,,,,12,88,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Ringgold,1311,2319,,1,,,,,,7,79,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Sac,1214,2786,,0,,,,,,8,124,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Scott,5157,6327,,43,,,,,,540,66,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Shelby,2010,2182,,0,,,,,,8,32,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Sioux,1809,3025,,0,,,,,,7,52,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Story,1343,4032,,0,,,,,,8,222,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Tama,2736,3290,,1,,,,,,7,117,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Taylor,1984,2792,,1,,,,,,5,92,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Union,2218,2462,,1,,,,,,3,148,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Van Buren,1893,2547,,3,,,,,,5,65,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Wapello,3902,4742,,13,,,,,,142,85,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Warren,1876,2966,,0,,,,,,3,157,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Washington,2234,2844,,0,,,,,,3,153,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Wayne,2001,2294,,0,,,,,,0,132,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Webster,2266,4221,,8,,,,,,29,133,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Winnebago,474,2052,,2,,,,,,5,41,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Winneshiek,1835,3486,,1,,,,,,3,59,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Woodbury,4796,7045,,2,,,,,,26,357,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Worth,475,1730,,0,,,,,,1,28,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1900,President,Wright,891,2990,,1,,,,,,7,93,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Adair,895,2303,66,,,,,,,,82,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Adams,1003,1761,40,,,,,,,,161,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Allamakee,1571,2609,9,,,,,,,,22,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Appanoose,1743,3607,545,,,,,,,,100,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Audubon,934,1843,5,,,,,,,,48,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Benton,2057,3609,94,,,,,,,,110,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Black Hawk,1861,5236,471,,,,,,,,236,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Boone,1148,3830,599,,,,,,,,234,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Bremer,1783,1927,24,,,,,,,,48,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Buchanan,1545,2798,50,,,,,,,,192,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Buena Vista,605,2483,66,,,,,,,,99,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Butler,815,2743,14,,,,,,,,78,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Calhoun,870,2479,106,,,,,,,,213,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Carroll,2040,2290,34,,,,,,,,91,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Cass,1394,3050,74,,,,,,,,96,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Cedar,1926,2691,17,,,,,,,,88,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Cerro Gordo,836,3108,79,,,,,,,,130,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Cherokee,688,2446,13,,,,,,,,107,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Chickasaw,1790,1972,14,,,,,,,,32,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Clarke,896,1799,15,,,,,,,,64,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Clay,487,2154,18,,,,,,,,59,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Clayton,2628,3339,68,,,,,,,,66,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Clinton,4074,5265,460,,,,,,,,54,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Crawford,2004,2530,51,,,,,,,,78,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Dallas,1159,3499,108,,,,,,,,218,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Davis,1533,1722,47,,,,,,,,49,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Decatur,1548,2430,71,,,,,,,,72,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Delaware,1236,2726,29,,,,,,,,68,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Des Moines,3043,4496,615,,,,,,,,124,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Dickinson,312,1320,16,,,,,,,,37,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Dubuque,4913,5485,847,,,,,,,,52,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Emmet,358,1732,24,,,,,,,,45,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Fayette,2070,3978,167,,,,,,,,140,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Floyd,761,2820,32,,,,,,,,67,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Franklin,531,2346,7,,,,,,,,45,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Fremont,1511,2227,46,,,,,,,,85,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Greene,908,2583,25,,,,,,,,128,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Grundy,938,2021,10,,,,,,,,59,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Guthrie,1032,2857,28,,,,,,,,91,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Hamilton,746,3118,70,,,,,,,,103,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Hancock,517,2112,4,,,,,,,,57,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Hardin,749,3643,41,,,,,,,,167,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Harrison,1696,3364,221,,,,,,,,115,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Henry,1259,2647,35,,,,,,,,128,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Howard,1096,1823,66,,,,,,,,49,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Humboldt,369,1950,7,,,,,,,,50,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Ida,940,1565,10,,,,,,,,39,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Iowa,1891,2303,35,,,,,,,,111,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Jackson,2483,2899,114,,,,,,,,33,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Jasper,1942,3962,250,,,,,,,,162,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Jefferson,1172,2330,32,,,,,,,,194,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Johnson,3085,2963,31,,,,,,,,43,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Jones,1834,2833,19,,,,,,,,91,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Keokuk,2172,3079,98,,,,,,,,152,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Kossuth,1352,3001,12,,,,,,,,39,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Lee,3848,4612,148,,,,,,,,93,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Linn,3600,8131,339,,,,,,,,307,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Louisa,663,2147,37,,,,,,,,83,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Lucas,878,2259,126,,,,,,,,146,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Lyon,841,1802,97,,,,,,,,26,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Madison,1190,2602,127,,,,,,,,167,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Mahaska,2287,4091,162,,,,,,,,278,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Marion,2202,2988,234,,,,,,,,191,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Marshall,1203,4229,459,,,,,,,,422,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Mills,1274,2252,43,,,,,,,,83,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Mitchell,634,2158,31,,,,,,,,51,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Monona,1016,2274,48,,,,,,,,97,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Monroe,1182,3249,617,,,,,,,,139,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Montgomery,722,2956,99,,,,,,,,104,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Muscatine,2555,4036,397,,,,,,,,73,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,O'Brien,885,2279,94,,,,,,,,45,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Osceola,554,1179,2,,,,,,,,13,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Page,944,3463,142,,,,,,,,289,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Palo Alto,1081,1999,36,,,,,,,,27,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Plymouth,1663,2905,38,,,,,,,,112,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Pocahontas,976,2175,64,,,,,,,,65,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Polk,3086,14113,1651,,,,,,,,555,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Pottawattamie,3731,6868,375,,,,,,,,197,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Poweshiek,1212,3137,63,,,,,,,,197,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Ringgold,835,2200,22,,,,,,,,96,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Sac,835,2609,49,,,,,,,,100,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Scott,4931,6789,1240,,,,,,,,88,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Shelby,1584,2310,38,,,,,,,,55,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Sioux,1151,2992,28,,,,,,,,33,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Story,752,3919,66,,,,,,,,230,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Tama,2360,3127,66,,,,,,,,110,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Taylor,1060,2650,84,,,,,,,,189,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Union,1322,2674,88,,,,,,,,185,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Van Buren,1416,2469,26,,,,,,,,84,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Wapello,2473,4912,564,,,,,,,,99,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Warren,1191,2938,45,,,,,,,,245,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Washington,1772,2875,29,,,,,,,,156,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Wayne,1452,2290,122,,,,,,,,192,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Webster,1714,4358,200,,,,,,,,216,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Winnebago,174,2002,11,,,,,,,,41,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Winneshiek,1467,3383,9,,,,,,,,41,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Woodbury,2809,7597,629,,,,,,,,277,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Worth,307,1659,24,,,,,,,,28,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1904,President,Wright,695,2795,31,,,,,,,,77,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Adair,1322,2185,24,,,,,,,,45,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Adams,1325,1595,30,,,,,,,,57,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Allamakee,1725,2521,7,,,,,,,,40,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Appanoose,2167,3161,322,,,,,,,,80,,,13,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Audubon,1050,1701,9,,,,,,,,33,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Benton,2418,3180,94,,,,,,,,76,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Black Hawk,3127,5437,244,,,,,,,,293,,,7,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Boone,1958,3368,350,,,,,,,,151,,,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Bremer,1925,1656,14,,,,,,,,56,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Buchanan,1889,2552,16,,,,,,,,118,,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Buena Vista,1054,2337,66,,,,,,,,86,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Butler,994,2467,15,,,,,,,,79,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Calhoun,1152,2353,64,,,,,,,,152,,,7,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Carroll,2510,1865,12,,,,,,,,58,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Cass,1655,2799,64,,,,,,,,47,,,6,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Cedar,1986,2455,22,,,,,,,,67,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,1908,President,Cerro Gordo,1520,2990,60,,,,,,,,98,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
