State,Year,Office,County,D#,R#,Pop.#,Proh.#,Wor.#,Nat.#,GS#,Prog.#,U#,UL#,S#,FL#,SL#,SW#,Comm.#,AI#,I#,NA#,Ref.#,L#,NAll.#,Labor#,SD#,UR#,IND#,ST#,Cit.#,PF#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,Am.#,W/I#,Green,Pirate
Indiana,2006,Secretary of State,Wells,3357,5510,,,,,,,,,,,,,,,,,,324,,,,,,,,,,,,,,,,,,,0,,
Indiana,2006,Secretary of State,White,3126,4198,,,,,,,,,,,,,,,,,,272,,,,,,,,,,,,,,,,,,,0,,
Indiana,2006,Secretary of State,Whitley,3767,5764,,,,,,,,,,,,,,,,,,305,,,,,,,,,,,,,,,,,,,3,,
Indiana,2006,Treasurer,Adams,3484,5403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Allen,33245,50597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Bartholomew,8133,11688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Benton,931,1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Blackford,1920,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Boone,4044,9862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Brown,2892,2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Carroll,2664,3536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Cass,4708,6176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Clark,16968,14213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Clay,3773,4066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Clinton,2922,4572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Crawford,2061,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Daviess,2583,4712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Dearborn,5276,7237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Decatur,2398,4073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,DeKalb,4133,6042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Delaware,17307,14511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Dubois,6058,5614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Elkhart,16618,26272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Fayette,3395,2930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Floyd,12234,11667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Fountain,2252,3029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Franklin,2950,3553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Fulton,2922,3849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Gibson,5727,5794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Grant,7640,10085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Greene,4681,4972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Hamilton,16185,40929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Hancock,5561,11469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Harrison,6719,6127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Hendricks,9696,20958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Henry,6934,7486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Howard,12696,13588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Huntington,3024,6056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Jackson,6601,6494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Jasper,2946,3956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Jay,2742,3271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Jefferson,5194,4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Jennings,4676,4357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Johnson,9692,20393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Knox,5902,5295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Kosciusko,5460,12702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,LaGrange,2563,3850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Lake,66123,26937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,LaPorte,17525,11479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Lawrence,5075,7030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Madison,20566,17990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Marion,104950,91224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Marshall,5413,7680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Martin,1750,1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Miami,3745,4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Monroe,18731,13272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Montgomery,3155,5899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Morgan,5465,9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Newton,1931,2102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Noble,4643,6524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Ohio,1131,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Orange,2407,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Owen,2628,2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Parke,2474,3017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Perry,4066,2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Pike,2643,2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Porter,23137,16553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Posey,4338,5349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Pulaski,1986,2448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Putnam,3758,5165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Randolph,3422,4190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Ripley,3399,4532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Rush,1819,3239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Saint Joseph,43736,32665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Scott,3847,2262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Shelby,4405,6715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Spencer,3812,3718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Starke,3981,2827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Steuben,3741,5077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Sullivan,3892,2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Switzerland,1488,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Tippecanoe,14590,17859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Tipton,2337,3251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Union,1003,1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Vanderburgh,23466,30098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Vermillion,3463,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Vigo,16503,11087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Wabash,2910,4377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Warren,1271,1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Warrick,8651,10858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Washington,4187,4304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Wayne,7532,8416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Wells,3132,5701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,White,3286,4190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Treasurer,Whitley,3587,5884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Adams,3629,5331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Allen,31933,53154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Bartholomew,8437,11499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Benton,982,1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Blackford,1970,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Boone,4039,9905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Brown,3040,2835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Carroll,2746,3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Cass,4879,6068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Clark,17327,14023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Clay,4399,3996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Clinton,2964,4790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Crawford,2136,1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Daviess,2955,4605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Dearborn,5460,7107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Decatur,2654,4198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,DeKalb,4281,6210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Delaware,17573,14376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Dubois,6457,5730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Elkhart,17261,25816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Fayette,3485,3076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Floyd,12607,11482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Fountain,2374,2965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Franklin,3147,3416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Fulton,3062,3761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Gibson,6286,5137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Grant,7768,10150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Greene,5377,4845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Hamilton,16568,41289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Hancock,5897,11401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Harrison,6899,6017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Hendricks,9815,21091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Henry,7119,7370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Howard,13248,13246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Huntington,3181,6291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Jackson,6844,6336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Jasper,3011,3912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Jay,2990,3322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Jefferson,5211,4293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Jennings,4871,4214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Johnson,9997,20251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Knox,6213,5396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Kosciusko,5759,12909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,LaGrange,2632,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Lake,63248,29080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,LaPorte,17789,11270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Lawrence,5311,6984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Madison,21291,17417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Marion,104894,92189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Marshall,5674,7823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Martin,1841,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Miami,4005,5205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Monroe,19078,13096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Montgomery,3226,5895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Morgan,5585,9620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Newton,2027,2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Noble,4751,6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Ohio,1122,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Orange,2703,3189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Owen,2774,2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Parke,2692,2893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Perry,4371,2108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Pike,2879,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Porter,22970,16968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Posey,5119,4410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Pulaski,2143,2509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Putnam,3772,5241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Randolph,3632,4043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Ripley,3534,4445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Rush,1995,3274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Saint Joseph,43956,32654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Scott,3866,2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Shelby,4610,6778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Spencer,4120,3536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Starke,4156,2698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Steuben,3811,5087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Sullivan,4425,2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Switzerland,1491,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Tippecanoe,15030,17549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Tipton,2417,3228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Union,1077,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Vanderburgh,27545,24748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Vermillion,3715,1664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Vigo,17903,11133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Wabash,2924,4392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Warren,1281,1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Warrick,9715,9945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Washington,4353,4222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Wayne,7508,8512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Wells,3166,5692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,White,3448,4072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2006,Auditor,Whitley,3728,6063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Adams,6232,6477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Allen,69218,71398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Bartholomew,12407,16938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Benton,1591,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Blackford,2846,2324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Boone,8082,17624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Brown,3735,4099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Carroll,3843,4691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Cass,7209,7983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Clark,21282,23418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Clay,4741,6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Clinton,4934,6930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Crawford,2408,1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Daviess,3165,6620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Dearborn,8025,12684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Decatur,4019,5921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,DeKalb,7512,8567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Delaware,27195,20469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Dubois,8057,8553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Elkhart,28530,40206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Fayette,4677,4099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Floyd,15335,19270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Fountain,3252,3992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Franklin,4503,5524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Fulton,3796,4961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Gibson,6980,7595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Grant,11313,13648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Greene,5694,7107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Hamilton,37212,85661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,2008,Attorney General,Hancock,11251,22080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
