State,Year,Office,County,D#,R#,CO1#,CO2#,CO3#,CC#,UIA#,ER#,CMT#,U#,Justice#,S#,Comm.#,Wor.#,SD#,PC#,Proh.#,Prog.#,SL#,FL#,PF#,SW#,AI#,Am#,IND#,I1#,I2#,I3#,I4#,I5#,Pop.#,NL#,Ref.#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,IA#,Cit.#,Am.#,I#,Year / Office,W/I#
Utah,1984,President,Rich,131,797,,,,0,0,,,,,,0,,,,,,,,,0,,0,,,,,,,,,,,3,,,,,,,,,,,,,
Utah,1984,President,Salt Lake,78488,183536,,,,550,97,,,,,,133,,,,,,,,,96,,495,,,,,,,,,,,1531,,,,,,,,,,,,,
Utah,1984,President,San Juan,1145,2598,,,,3,0,,,,,,0,,,,,,,,,1,,3,,,,,,,,,,,8,,,,,,,,,,,,,
Utah,1984,President,Sanpete,1227,5507,,,,3,1,,,,,,0,,,,,,,,,2,,22,,,,,,,,,,,15,,,,,,,,,,,,,
Utah,1984,President,Sevier,1072,5736,,,,4,1,,,,,,0,,,,,,,,,0,,49,,,,,,,,,,,8,,,,,,,,,,,,,
Utah,1984,President,Summit,1539,4093,,,,14,1,,,,,,4,,,,,,,,,0,,16,,,,,,,,,,,34,,,,,,,,,,,,,
Utah,1984,President,Tooele,3584,6478,,,,15,2,,,,,,1,,,,,,,,,0,,29,,,,,,,,,,,21,,,,,,,,,,,,,
Utah,1984,President,Uintah,1186,7337,,,,4,5,,,,,,2,,,,,,,,,0,,19,,,,,,,,,,,21,,,,,,,,,,,,,
Utah,1984,President,Utah,14801,72284,,,,39,20,,,,,,12,,,,,,,,,9,,163,,,,,,,,,,,176,,,,,,,,,,,,,
Utah,1984,President,Wasatch,1015,2789,,,,2,1,,,,,,0,,,,,,,,,0,,12,,,,,,,,,,,5,,,,,,,,,,,,,
Utah,1984,President,Washington,1846,12049,,,,10,2,,,,,,1,,,,,,,,,0,,46,,,,,,,,,,,23,,,,,,,,,,,,,
Utah,1984,President,Wayne,224,930,,,,0,2,,,,,,0,,,,,,,,,0,,2,,,,,,,,,,,1,,,,,,,,,,,,,
Utah,1984,President,Weber,18346,44590,,,,47,36,,,,,,9,,,,,,,,,11,,119,,,,,,,,,,,176,,,,,,,,,,,,,
Utah,1988,President,Beaver,816,1286,,,,,,1,,,,0,,,,,,,,,,0,,1,,0,,,,,,,,,7,1,,,,,,,,,,,,
Utah,1988,President,Box Elder,2736,12585,,,,,,3,,,,0,,,,,,,,,,3,,31,,1,,,,,,,,,95,7,,,,,,,,,,,,
Utah,1988,President,Cache,5871,21766,,,,,,14,,,,9,,,,,,,,,,13,,77,,11,,,,,,,,,182,20,,,,,,,,,,,,
Utah,1988,President,Carbon,5521,3019,,,,,,5,,,,0,,,,,,,,,,10,,19,,1,,,,,,,,,20,8,,,,,,,,,,,,
Utah,1988,President,Daggett,132,272,,,,,,0,,,,1,,,,,,,,,,0,,2,,0,,,,,,,,,5,0,,,,,,,,,,,,
Utah,1988,President,Davis,16868,50469,,,,,,47,,,,11,,,,,,,,,,5,,209,,31,,,,,,,,,706,38,,,,,,,,,,,,
Utah,1988,President,Duchesne,1227,3118,,,,,,4,,,,0,,,,,,,,,,0,,19,,0,,,,,,,,,33,2,,,,,,,,,,,,
Utah,1988,President,Emery,1788,2322,,,,,,2,,,,0,,,,,,,,,,2,,15,,0,,,,,,,,,12,3,,,,,,,,,,,,
Utah,1988,President,Garfield,370,1470,,,,,,2,,,,0,,,,,,,,,,1,,2,,1,,,,,,,,,9,0,,,,,,,,,,,,
Utah,1988,President,Grand,1287,1895,,,,,,2,,,,1,,,,,,,,,,7,,17,,0,,,,,,,,,34,5,,,,,,,,,,,,
Utah,1988,President,Iron,1736,6038,,,,,,5,,,,0,,,,,,,,,,2,,45,,0,,,,,,,,,34,8,,,,,,,,,,,,
Utah,1988,President,Juab,974,1505,,,,,,3,,,,0,,,,,,,,,,1,,11,,0,,,,,,,,,29,0,,,,,,,,,,,,
Utah,1988,President,Kane,398,1788,,,,,,0,,,,0,,,,,,,,,,0,,9,,0,,,,,,,,,60,0,,,,,,,,,,,,
Utah,1988,President,Millard,1124,3515,,,,,,5,,,,0,,,,,,,,,,1,,13,,2,,,,,,,,,48,2,,,,,,,,,,,,
Utah,1988,President,Morgan,647,1889,,,,,,2,,,,0,,,,,,,,,,1,,11,,0,,,,,,,,,15,2,,,,,,,,,,,,
Utah,1988,President,Piute,206,476,,,,,,0,,,,0,,,,,,,,,,0,,1,,0,,,,,,,,,4,0,,,,,,,,,,,,
Utah,1988,President,Rich,234,621,,,,,,0,,,,0,,,,,,,,,,0,,2,,0,,,,,,,,,2,1,,,,,,,,,,,,
Utah,1988,President,Salt Lake,107453,163557,,,,,,198,,,,84,,,,,,,,,,134,,901,,215,,,,,,,,,4127,234,,,,,,,,,,,,
Utah,1988,President,San Juan,1407,2377,,,,,,12,,,,1,,,,,,,,,,3,,14,,2,,,,,,,,,19,2,,,,,,,,,,,,
Utah,1988,President,Sanpete,1822,4579,,,,,,7,,,,2,,,,,,,,,,0,,34,,7,,,,,,,,,63,3,,,,,,,,,,,,
Utah,1988,President,Sevier,1403,4747,,,,,,0,,,,0,,,,,,,,,,1,,35,,1,,,,,,,,,33,1,,,,,,,,,,,,
Utah,1988,President,Summit,2536,3881,,,,,,3,,,,0,,,,,,,,,,0,,11,,3,,,,,,,,,63,6,,,,,,,,,,,,
Utah,1988,President,Tooele,4166,5539,,,,,,8,,,,0,,,,,,,,,,1,,24,,4,,,,,,,,,57,5,,,,,,,,,,,,
Utah,1988,President,Uintah,1799,5341,,,,,,7,,,,1,,,,,,,,,,3,,33,,3,,,,,,,,,24,7,,,,,,,,,,,,
Utah,1988,President,Utah,18533,68134,,,,,,43,,,,8,,,,,,,,,,9,,318,,43,,,,,,,,,1103,36,,,,,,,,,,,,
Utah,1988,President,Wasatch,1451,2487,,,,,,2,,,,2,,,,,,,,,,0,,11,,0,,,,,,,,,42,2,,,,,,,,,,,,
Utah,1988,President,Washington,3054,13306,,,,,,5,,,,1,,,,,,,,,,1,,72,,10,,,,,,,,,107,9,,,,,,,,,,,,
Utah,1988,President,Wayne,353,784,,,,,,3,,,,0,,,,,,,,,,0,,1,,0,,,,,,,,,2,0,,,,,,,,,,,,
Utah,1988,President,Weber,21431,39676,,,,,,44,,,,8,,,,,,,,,,11,,220,,37,,,,,,,,,538,53,,,,,,,,,,,,
Utah,1992,President,Beaver,668,1040,,,,,,4,0,,,0,,,,,,,,,,1,0,1,,330,,,,,52,12,,,1,2,,,,,,,,,,,,
Utah,1992,President,Box Elder,2186,7712,,,,,,47,0,,,2,,,,,,,,,,10,3,10,,4507,,,,,1013,22,,,37,6,,,,,,,,,,,,
Utah,1992,President,Cache,4973,15971,,,,,,59,1,,,4,,,,,,,,,,19,6,8,,8032,,,,,1511,49,,,73,19,,,,,,,,,,,,
Utah,1992,President,Carbon,4480,2038,,,,,,27,1,,,1,,,,,,,,,,1,1,1,,2002,,,,,235,12,,,13,5,,,,,,,,,,,,
Utah,1992,President,Daggett,122,172,,,,,,0,0,,,0,,,,,,,,,,0,0,0,,117,,,,,30,1,,,0,0,,,,,,,,,,,,
Utah,1992,President,Davis,14924,39087,,,,,,105,23,,,10,,,,,,,,,,29,30,26,,24105,,,,,2723,75,,,175,38,,,,,,,,,,,,
Utah,1992,President,Duchesne,772,1983,,,,,,14,0,,,0,,,,,,,,,,2,7,3,,1229,,,,,537,9,,,6,3,,,,,,,,,,,,
Utah,1992,President,Emery,1349,1643,,,,,,0,0,,,0,,,,,,,,,,0,2,5,,1138,,,,,364,2,,,5,2,,,,,,,,,,,,
Utah,1992,President,Garfield,309,1235,,,,,,0,0,,,0,,,,,,,,,,1,1,0,,355,,,,,79,0,,,3,0,,,,,,,,,,,,
Utah,1992,President,Grand,1160,1100,,,,,,6,1,,,1,,,,,,,,,,3,1,0,,991,,,,,44,12,,,21,2,,,,,,,,,,,,
Utah,1992,President,Iron,1537,5616,,,,,,27,0,,,2,,,,,,,,,,3,7,7,,1693,,,,,440,11,,,26,9,,,,,,,,,,,,
Utah,1992,President,Juab,823,1237,,,,,,0,0,,,0,,,,,,,,,,2,1,0,,616,,,,,209,1,,,4,2,,,,,,,,,,,,
Utah,1992,President,Kane,295,1241,,,,,,8,0,,,0,,,,,,,,,,3,1,2,,534,,,,,85,0,,,1,2,,,,,,,,,,,,
Utah,1992,President,Millard,742,2496,,,,,,21,0,,,1,,,,,,,,,,6,4,2,,1064,,,,,417,12,,,5,0,,,,,,,,,,,,
Utah,1992,President,Morgan,520,1339,,,,,,0,0,,,0,,,,,,,,,,0,1,0,,851,,,,,225,0,,,3,1,,,,,,,,,,,,
Utah,1992,President,Piute,169,429,,,,,,0,0,,,0,,,,,,,,,,0,0,0,,146,,,,,9,0,,,0,0,,,,,,,,,,,,
Utah,1992,President,Rich,154,525,,,,,,0,0,,,0,,,,,,,,,,0,0,0,,187,,,,,10,0,,,0,0,,,,,,,,,,,,
Utah,1992,President,Salt Lake,100082,117247,,,,,,460,118,,,53,,,,,,,,,,70,129,150,,91968,,,,,6444,713,,,1092,205,,,,,,,,,,,,
Utah,1992,President,San Juan,1639,2004,,,,,,0,0,,,0,,,,,,,,,,1,0,1,,576,,,,,111,1,,,1,1,,,,,,,,,,,,
Utah,1992,President,Sanpete,1302,2995,,,,,,12,1,,,0,,,,,,,,,,6,1,3,,1742,,,,,575,32,,,12,4,,,,,,,,,,,,
Utah,1992,President,Sevier,1039,3160,,,,,,16,1,,,0,,,,,,,,,,3,5,1,,1671,,,,,329,18,,,9,6,,,,,,,,,,,,
Utah,1992,President,Summit,3013,3133,,,,,,4,1,,,0,,,,,,,,,,3,1,1,,3060,,,,,128,22,,,30,3,,,,,,,,,,,,
Utah,1992,President,Tooele,3270,3676,,,,,,18,1,,,0,,,,,,,,,,1,6,5,,3011,,,,,224,31,,,23,5,,,,,,,,,,,,
Utah,1992,President,Uintah,1374,3505,,,,,,9,0,,,2,,,,,,,,,,10,2,1,,2250,,,,,589,17,,,8,7,,,,,,,,,,,,
Utah,1992,President,Utah,14090,61398,,,,,,181,12,,,11,,,,,,,,,,63,59,33,,24558,,,,,7410,122,,,193,48,,,,,,,,,,,,
Utah,1992,President,Wasatch,1042,1822,,,,,,17,0,,,1,,,,,,,,,,4,2,0,,1234,,,,,178,21,,,10,5,,,,,,,,,,,,
Utah,1992,President,Washington,3364,11310,,,,,,42,0,,,2,,,,,,,,,,22,11,6,,4623,,,,,2037,22,,,31,6,,,,,,,,,,,,
Utah,1992,President,Wayne,236,706,,,,,,0,0,,,0,,,,,,,,,,0,0,0,,251,,,,,30,0,,,1,1,,,,,,,,,,,,
Utah,1992,President,Weber,17795,26812,,,,,,12,17,,,61,,,,,,,,,,7,112,26,,20559,,,,,2564,102,,,117,32,,,,,,,,,,,,
Utah,1996,President,Beaver,687,1164,,,,,,,,,,,,1,,,1,,,,,0,2,12,,3,,,,,,0,217,3,4,,0,0,0,,,,,,,,,
Utah,1996,President,Box Elder,3170,8373,,,,,,,,,,,,10,,,1,,,,,2,38,73,,11,,,,,,11,1578,40,58,,0,0,0,,,,,,,,,
Utah,1996,President,Cache,6595,16832,,,,,,,,,,,,12,,,2,,,,,11,59,112,,47,,,,,,52,2399,170,103,,0,0,0,,,,,,,,,
Utah,1996,President,Carbon,4172,2343,,,,,,,,,,,,9,,,0,,,,,5,15,33,,9,,,,,,10,952,17,17,,0,0,0,,,,,,,,,
Utah,1996,President,Daggett,131,237,,,,,,,,,,,,0,,,0,,,,,0,0,0,,0,,,,,,0,55,1,2,,0,0,0,,,,,,,,,
Utah,1996,President,Davis,19301,42768,,,,,,,,,,,,31,,,9,,,,,14,148,262,,99,,,,,,103,7495,309,442,,0,0,0,,,,,,,,,
Utah,1996,President,Duchesne,892,2648,,,,,,,,,,,,0,,,0,,,,,1,5,22,,3,,,,,,3,566,6,13,,0,0,0,,,,,,,,,
Utah,1996,President,Emery,1371,2033,,,,,,,,,,,,7,,,0,,,,,2,4,11,,7,,,,,,2,663,12,10,,0,0,0,,,,,,,,,
Utah,1996,President,Garfield,283,1330,,,,,,,,,,,,0,,,0,,,,,1,1,3,,2,,,,,,0,222,2,3,,0,0,0,,,,,,,,,
Utah,1996,President,Grand,1199,1384,,,,,,,,,,,,3,,,1,,,,,3,6,18,,4,,,,,,8,432,171,22,,0,0,0,,,,,,,,,
Utah,1996,President,Iron,1887,6550,,,,,,,,,,,,1,,,18,,,,,3,39,52,,7,,,,,,38,716,36,44,,0,0,0,,,,,,,,,
Utah,1996,President,Juab,928,1290,,,,,,,,,,,,3,,,4,,,,,3,11,11,,2,,,,,,5,353,11,5,,0,0,0,,,,,,,,,
Utah,1996,President,Kane,304,1682,,,,,,,,,,,,0,,,0,,,,,1,7,5,,1,,,,,,5,290,17,4,,0,0,0,,,,,,,,,
Utah,1996,President,Millard,945,2681,,,,,,,,,,,,0,,,0,,,,,0,13,54,,5,,,,,,4,505,15,13,,0,0,1,,,,,,,,,
Utah,1996,President,Morgan,859,1659,,,,,,,,,,,,1,,,2,,,,,0,9,13,,1,,,,,,3,337,11,13,,0,0,0,,,,,,,,,
Utah,1996,President,Piute,176,475,,,,,,,,,,,,1,,,0,,,,,1,0,3,,0,,,,,,0,59,1,1,,0,0,0,,,,,,,,,
Utah,1996,President,Rich,179,523,,,,,,,,,,,,0,,,0,,,,,2,0,1,,0,,,,,,1,88,0,2,,0,0,0,,,,,,,,,
Utah,1996,President,Salt Lake,117951,127951,,,,,,,,,,,,140,,,43,,,,,131,378,673,,618,,,,,,571,27620,2802,2148,,98,53,0,,,,,,,,,
Utah,1996,President,San Juan,1675,2139,,,,,,,,,,,,8,,,13,,,,,8,1,10,,9,,,,,,1,271,21,9,,0,0,0,,,,,,,,,
Utah,1996,President,Sanpete,1568,3631,,,,,,,,,,,,1,,,1,,,,,1,28,69,,10,,,,,,10,801,26,29,,0,0,2,,,,,,,,,
Utah,1996,President,Sevier,1327,4031,,,,,,,,,,,,2,,,0,,,,,0,15,34,,10,,,,,,4,670,14,17,,0,0,3,,,,,,,,,
Utah,1996,President,Summit,4177,3867,,,,,,,,,,,,2,,,1,,,,,4,19,25,,2,,,,,,37,971,138,76,,0,0,0,,,,,,,,,
Utah,1996,President,Tooele,3992,3881,,,,,,,,,,,,3,,,1,,,,,2,29,49,,10,,,,,,10,1244,40,51,,0,0,0,,,,,,,,,
Utah,1996,President,Uintah,1714,4743,,,,,,,,,,,,1,,,2,,,,,1,15,36,,11,,,,,,8,899,13,21,,0,0,0,,,,,,,,,
Utah,1996,President,Utah,18291,69653,,,,,,,,,,,,30,,,5,,,,,18,200,605,,114,,,,,,82,8106,349,577,,0,0,1,,,,,,,,,
Utah,1996,President,Wasatch,1374,2222,,,,,,,,,,,,1,,,0,,,,,1,5,26,,1,,,,,,1,558,20,33,,0,0,0,,,,,,,,,
Utah,1996,President,Washington,4816,17637,,,,,,,,,,,,7,,,1,,,,,2,74,126,,31,,,,,,29,2069,83,145,,0,0,0,,,,,,,,,
Utah,1996,President,Wayne,265,741,,,,,,,,,,,,1,,,0,,,,,0,1,2,,0,,,,,,0,121,5,6,,0,0,0,,,,,,,,,
Utah,1996,President,Weber,21404,27443,,,,,,,,,,,,23,,,6,,,,,18,168,261,,84,,,,,,87,6204,282,261,,0,0,1,,,,,,,,,
Utah,2000,President,Beaver,541,1653,,,,,,,,,,,,,,,,,,,,0,3,,,1,,,,,,3,11,38,2,,0,,,,,,,,,,,
Utah,2000,President,Box Elder,2555,12288,,,,,,,,,,,,,,,,,,,,0,44,,,5,,,,,,9,190,326,66,,0,,,,,,,,,,,
Utah,2000,President,Cache,5170,25920,,,,,,,,,,,,,,,,,,,,11,92,,,3,,,,,,24,290,1511,121,,0,,,,,,,,,,,
Utah,2000,President,Carbon,3298,3758,,,,,,,,,,,,,,,,,,,,0,27,,,3,,,,,,5,61,213,19,,0,,,,,,,,,,,
Utah,2000,President,Daggett,104,317,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,,,0,4,9,1,,0,,,,,,,,,,,
Utah,2000,President,Davis,18845,64375,,,,,,,,,,,,,,,,,,,,17,295,,,13,,,,,,66,1000,2891,353,,0,,,,,,,,,,,
Utah,2000,President,Duchesne,779,3622,,,,,,,,,,,,,,,,,,,,1,12,,,0,,,,,,2,42,76,12,,0,,,,,,,,,,,
Utah,2000,President,Emery,958,3243,,,,,,,,,,,,,,,,,,,,0,13,,,1,,,,,,6,84,81,12,,0,,,,,,,,,,,
Utah,2000,President,Garfield,178,1719,,,,,,,,,,,,,,,,,,,,0,8,,,0,,,,,,3,12,43,5,,0,,,,,,,,,,,
Utah,2000,President,Grand,1158,1822,,,,,,,,,,,,,,,,,,,,1,12,,,1,,,,,,11,39,540,30,,0,,,,,,,,,,,
Utah,2000,President,Iron,1789,10106,,,,,,,,,,,,,,,,,,,,2,82,,,1,,,,,,9,206,341,58,,0,,,,,,,,,,,
Utah,2000,President,Juab,619,2023,,,,,,,,,,,,,,,,,,,,0,21,,,0,,,,,,1,56,60,5,,0,,,,,,,,,,,
Utah,2000,President,Kane,387,2254,,,,,,,,,,,,,,,,,,,,0,9,,,0,,,,,,8,28,102,14,,0,,,,,,,,,,,
Utah,2000,President,Millard,696,3850,,,,,,,,,,,,,,,,,,,,0,37,,,0,,,,,,4,101,73,14,,0,,,,,,,,,,,
Utah,2000,President,Morgan,553,2464,,,,,,,,,,,,,,,,,,,,1,12,,,0,,,,,,5,49,80,7,,0,,,,,,,,,,,
Utah,2000,President,Piute,133,626,,,,,,,,,,,,,,,,,,,,0,2,,,0,,,,,,0,9,10,1,,0,,,,,,,,,,,
Utah,2000,President,Rich,152,736,,,,,,,,,,,,,,,,,,,,1,0,,,0,,,,,,0,4,10,0,,0,,,,,,,,,,,
Utah,2000,President,Salt Lake,107576,171585,,,,,,,,,,,,,,,,,,,,101,896,,,85,,,,,,388,3676,21252,1699,,0,,,,,,,,,,,
Utah,2000,President,San Juan,1838,2721,,,,,,,,,,,,,,,,,,,,2,20,,,0,,,,,,2,42,107,12,,0,,,,,,,,,,,
Utah,2000,President,Sanpete,1211,5781,,,,,,,,,,,,,,,,,,,,0,115,,,2,,,,,,6,142,153,20,,0,,,,,,,,,,,
Utah,2000,President,Sevier,1046,5763,,,,,,,,,,,,,,,,,,,,1,43,,,2,,,,,,4,76,125,17,,0,,,,,,,,,,,
Utah,2000,President,Summit,4601,6168,,,,,,,,,,,,,,,,,,,,3,14,,,0,,,,,,25,93,1156,61,,0,,,,,,,,,,,
Utah,2000,President,Tooele,4001,7807,,,,,,,,,,,,,,,,,,,,2,42,,,2,,,,,,10,176,387,53,,0,,,,,,,,,,,
Utah,2000,President,Uintah,1387,6733,,,,,,,,,,,,,,,,,,,,0,28,,,1,,,,,,3,87,132,25,,1,,,,,,,,,,,
Utah,2000,President,Utah,16445,98255,,,,,,,,,,,,,,,,,,,,22,540,,,22,,,,,,63,1656,2732,521,,0,,,,,,,,,,,
Utah,2000,President,Wasatch,1476,3819,,,,,,,,,,,,,,,,,,,,2,17,,,0,,,,,,8,66,259,28,,0,,,,,,,,,,,
Utah,2000,President,Washington,5465,25481,,,,,,,,,,,,,,,,,,,,1,148,,,5,,,,,,33,400,714,214,,0,,,,,,,,,,,
Utah,2000,President,Wayne,202,953,,,,,,,,,,,,,,,,,,,,0,0,,,1,,,,,,0,7,58,4,,0,,,,,,,,,,,
Utah,2000,President,Weber,19890,39254,,,,,,,,,,,,,,,,,,,,18,177,,,13,,,,,,65,712,2371,242,,0,,,,,,,,,,,
Utah,2004,President,Beaver,493,2023,,,,,,,,,,,,,,2,,,,,,1,9,,,12,,,,,,,,,4,,0,0,,,,,,,,,,
Utah,2004,President,Box Elder,2244,15751,,,,,,,,,,,,,,19,,,,,,10,144,,,145,,,,,,,,,55,,0,0,,,,,,,,,,
Utah,2004,President,Cache,6375,32486,,,,,,,,,,,,,,38,,,,,,23,274,,,413,,,,,,,,,122,,0,0,,,,,,,,,,
Utah,2004,President,Carbon,3415,4950,,,,,,,,,,,,,,10,,,,,,7,22,,,83,,,,,,,,,21,,0,0,,,,,,,,,,
Utah,2004,President,Daggett,108,380,,,,,,,,,,,,,,1,,,,,,1,3,,,6,,,,,,,,,0,,0,0,,,,,,,,,,
Utah,2004,President,Davis,20893,86187,,,,,,,,,,,,,,93,,,,,,27,695,,,1055,,,,,,,,,312,,5,1,,,,,,,,,,
Utah,2004,President,Duchesne,738,4742,,,,,,,,,,,,,,3,,,,,,2,32,,,27,,,,,,,,,12,,0,0,,,,,,,,,,
Utah,2004,President,Emery,831,3781,,,,,,,,,,,,,,3,,,,,,0,29,,,23,,,,,,,,,11,,0,0,,,,,,,,,,
Utah,2004,President,Garfield,264,1848,,,,,,,,,,,,,,2,,,,,,1,16,,,22,,,,,,,,,7,,2,0,,,,,,,,,,
Utah,2004,President,Grand,1858,2130,,,,,,,,,,,,,,6,,,,,,6,20,,,118,,,,,,,,,25,,2,0,,,,,,,,,,
Utah,2004,President,Iron,2267,12815,,,,,,,,,,,,,,16,,,,,,6,169,,,111,,,,,,,,,62,,0,0,,,,,,,,,,
Utah,2004,President,Juab,605,2681,,,,,,,,,,,,,,2,,,,,,2,98,,,20,,,,,,,,,9,,0,0,,,,,,,,,,
Utah,2004,President,Kane,576,2414,,,,,,,,,,,,,,2,,,,,,3,19,,,25,,,,,,,,,12,,0,0,,,,,,,,,,
Utah,2004,President,Millard,626,4084,,,,,,,,,,,,,,7,,,,,,0,118,,,28,,,,,,,,,14,,0,0,,,,,,,,,,
Utah,2004,President,Morgan,472,3301,,,,,,,,,,,,,,8,,,,,,2,24,,,25,,,,,,,,,9,,0,0,,,,,,,,,,
Utah,2004,President,Piute,123,646,,,,,,,,,,,,,,0,,,,,,0,1,,,3,,,,,,,,,0,,0,0,,,,,,,,,,
Utah,2004,President,Rich,109,922,,,,,,,,,,,,,,0,,,,,,0,1,,,5,,,,,,,,,0,,0,0,,,,,,,,,,
Utah,2004,President,Salt Lake,135949,215728,,,,,,,,,,,,,,456,,,,,,190,2199,,,6025,,,,,,,,,1563,,26,2,,,,,,,,,,
Utah,2004,President,San Juan,1906,2971,,,,,,,,,,,,,,5,,,,,,4,24,,,30,,,,,,,,,10,,0,0,,,,,,,,,,
Utah,2004,President,Sanpete,1189,7004,,,,,,,,,,,,,,9,,,,,,5,217,,,58,,,,,,,,,25,,0,0,,,,,,,,,,
Utah,2004,President,Sevier,920,6597,,,,,,,,,,,,,,3,,,,,,2,60,,,37,,,,,,,,,22,,0,0,,,,,,,,,,
Utah,2004,President,Summit,6977,7936,,,,,,,,,,,,,,17,,,,,,3,36,,,265,,,,,,,,,77,,1,0,,,,,,,,,,
Utah,2004,President,Tooele,4130,12181,,,,,,,,,,,,,,18,,,,,,9,111,,,150,,,,,,,,,65,,0,0,,,,,,,,,,
Utah,2004,President,Uintah,1266,8518,,,,,,,,,,,,,,9,,,,,,2,99,,,42,,,,,,,,,20,,0,1,,,,,,,,,,
Utah,2004,President,Utah,17357,128269,,,,,,,,,,,,,,95,,,,,,41,1621,,,1289,,,,,,,,,499,,2,0,,,,,,,,,,
Utah,2004,President,Wasatch,1854,5503,,,,,,,,,,,,,,9,,,,,,0,65,,,60,,,,,,,,,21,,0,0,,,,,,,,,,
Utah,2004,President,Washington,7513,35633,,,,,,,,,,,,,,28,,,,,,8,362,,,301,,,,,,,,,173,,0,0,,,,,,,,,,
Utah,2004,President,Wayne,279,1062,,,,,,,,,,,,,,0,,,,,,0,5,,,10,,,,,,,,,4,,0,0,,,,,,,,,,
Utah,2004,President,Weber,19862,51199,,,,,,,,,,,,,,85,,,,,,38,368,,,917,,,,,,,,,221,,1,0,,,,,,,,,,
Utah,2008,President,Beaver,542,1902,,,,,,,,,,,,,,,,,,,,,30,,,21,2,0,,,,,,,12,,9,0,0,0,,,,,,,,
Utah,2008,President,Box Elder,3311,15228,,,,,,,,,,,,,,,,,,,,,221,,,147,20,4,,,,,,,127,,159,0,0,0,,,,,,,,
Utah,2008,President,Cache,10294,29127,,,,,,,,,,,,,,,,,,,,,1153,,,315,58,11,,,,,,,372,,590,2,0,0,,,,,,,,
Utah,2008,President,Carbon,3468,4091,,,,,,,,,,,,,,,,,,,,,62,,,90,13,5,,,,,,,48,,45,0,0,0,,,,,,,,
Utah,2008,President,Daggett,131,297,,,,,,,,,,,,,,,,,,,,,2,,,8,0,0,,,,,,,1,,5,0,0,0,,,,,,,,
Utah,2008,President,Davis,30477,77341,,,,,,,,,,,,,,,,,,,,,1175,,,956,112,24,,,,,,,811,,0,6,0,0,,,,,,,,
Utah,2008,President,Duchesne,911,4689,,,,,,,,,,,,,,,,,,,,,66,,,27,11,3,,,,,,,37,,28,0,0,0,,,,,,,,
Utah,2008,President,Emery,973,3358,,,,,,,,,,,,,,,,,,,,,43,,,39,8,1,,,,,,,26,,28,0,0,0,,,,,,,,
Utah,2008,President,Garfield,405,1710,,,,,,,,,,,,,,,,,,,,,16,,,11,5,1,,,,,,,11,,23,0,0,0,,,,,,,,
Utah,2008,President,Grand,2067,1871,,,,,,,,,,,,,,,,,,,,,28,,,56,25,0,,,,,,,30,,22,0,0,0,,,,,,,,
Utah,2008,President,Iron,3258,12518,,,,,,,,,,,,,,,,,,,,,352,,,138,17,4,,,,,,,163,,228,0,0,0,,,,,,,,
Utah,2008,President,Juab,741,2683,,,,,,,,,,,,,,,,,,,,,129,,,30,4,1,,,,,,,28,,50,0,0,0,,,,,,,,
Utah,2008,President,Kane,856,2212,,,,,,,,,,,,,,,,,,,,,27,,,31,4,0,,,,,,,24,,22,0,0,0,,,,,,,,
Utah,2008,President,Millard,758,3653,,,,,,,,,,,,,,,,,,,,,264,,,27,1,2,,,,,,,34,,0,0,0,0,,,,,,,,
Utah,2008,President,Morgan,689,3311,,,,,,,,,,,,,,,,,,,,,102,,,28,2,0,,,,,,,29,,27,0,0,0,,,,,,,,
Utah,2008,President,Piute,141,635,,,,,,,,,,,,,,,,,,,,,13,,,7,0,0,,,,,,,2,,3,0,0,0,,,,,,,,
Utah,2008,President,Rich,154,831,,,,,,,,,,,,,,,,,,,,,9,,,5,2,0,,,,,,,5,,3,0,0,0,,,,,,,,
Utah,2008,President,Salt Lake,176988,176692,,,,,,,,,,,,,,,,,,,,,3229,,,3768,381,111,,,,,,,2556,,3699,17,2,1,,,,,,,,
Utah,2008,President,San Juan,2406,2638,,,,,,,,,,,,,,,,,,,,,45,,,25,2,0,,,,,,,14,,0,0,0,0,,,,,,,,
Utah,2008,President,Sanpete,1631,6664,,,,,,,,,,,,,,,,,,,,,324,,,87,8,3,,,,,,,54,,107,0,0,0,,,,,,,,
Utah,2008,President,Sevier,1359,6394,,,,,,,,,,,,,,,,,,,,,131,,,52,13,5,,,,,,,53,,51,0,0,0,,,,,,,,
Utah,2008,President,Summit,9532,6956,,,,,,,,,,,,,,,,,,,,,75,,,126,15,1,,,,,,,104,,111,0,0,0,,,,,,,,
Utah,2008,President,Tooele,5830,10998,,,,,,,,,,,,,,,,,,,,,206,,,151,12,3,,,,,,,137,,126,0,0,0,,,,,,,,
Utah,2008,President,Uintah,1462,8441,,,,,,,,,,,,,,,,,,,,,157,,,45,8,1,,,,,,,37,,38,0,0,0,,,,,,,,
Utah,2008,President,Utah,29567,122224,,,,,,,,,,,,,,,,,,,,,2877,,,1119,132,49,,,,,,,1311,,0,0,0,0,,,,,,,,
Utah,2008,President,Wasatch,2892,5430,,,,,,,,,,,,,,,,,,,,,81,,,86,10,2,,,,,,,30,,94,0,0,0,,,,,,,,
