State,Year,Office,County,D#,R#,CO1#,CO2#,CO3#,CC#,UIA#,ER#,CMT#,U#,Justice#,S#,Comm.#,Wor.#,SD#,PC#,Proh.#,Prog.#,SL#,FL#,PF#,SW#,AI#,Am#,IND#,I1#,I2#,I3#,I4#,I5#,Pop.#,NL#,Ref.#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,IA#,Cit.#,Am.#,I#,Year / Office,W/I#
Utah,1972,Governor,Rich,408,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1972,Governor,Salt Lake,154197,55645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1972,Governor,San Juan,1524,1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1972,Governor,Sanpete,3620,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1972,Governor,Sevier,3059,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1972,Governor,Summit,2009,1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1972,Governor,Tooele,6769,1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1972,Governor,Uintah,2352,2533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1972,Governor,Utah,38628,20243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1972,Governor,Wasatch,1853,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1972,Governor,Washington,3851,2767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1972,Governor,Wayne,516,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1972,Governor,Weber,39016,16795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1976,Governor,Beaver,1270,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,16,,,
Utah,1976,Governor,Box Elder,5681,7241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,465,,,
Utah,1976,Governor,Cache,9528,12713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,603,,,
Utah,1976,Governor,Carbon,6601,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,40,,,
Utah,1976,Governor,Daggett,185,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,
Utah,1976,Governor,Davis,22420,23618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,564,,,
Utah,1976,Governor,Duchesne,1874,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,124,,,
Utah,1976,Governor,Emery,2180,1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,72,,,
Utah,1976,Governor,Garfield,774,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,56,,,
Utah,1976,Governor,Grand,1653,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,23,,,
Utah,1976,Governor,Iron,3878,2787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,117,,,
Utah,1976,Governor,Juab,1285,1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,28,,,
Utah,1976,Governor,Kane,663,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,41,,,
Utah,1976,Governor,Millard,1746,2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,119,,,
Utah,1976,Governor,Morgan,1049,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,45,,,
Utah,1976,Governor,Piute,284,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,
Utah,1976,Governor,Rich,392,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,
Utah,1976,Governor,Salt Lake,134442,100346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593,1654,,,
Utah,1976,Governor,San Juan,1434,1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,63,,,
Utah,1976,Governor,Sanpete,2650,3070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,163,,,
Utah,1976,Governor,Sevier,2307,2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,510,,,
Utah,1976,Governor,Summit,1997,1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,57,,,
Utah,1976,Governor,Tooele,5596,3432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,61,,,
Utah,1976,Governor,Uintah,2204,3334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,211,,,
Utah,1976,Governor,Utah,29693,39422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,1244,,,
Utah,1976,Governor,Wasatch,1507,1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,27,,,
Utah,1976,Governor,Washington,3335,4972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,227,,,
Utah,1976,Governor,Wayne,392,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,106,,,
Utah,1976,Governor,Weber,33686,25050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,520,,,
Utah,1980,Governor,Beaver,1464,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Utah,1980,Governor,Box Elder,6963,8009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,
Utah,1980,Governor,Cache,11192,14202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,
Utah,1980,Governor,Carbon,6867,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,
Utah,1980,Governor,Daggett,276,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Utah,1980,Governor,Davis,28763,28521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,,,
Utah,1980,Governor,Duchesne,2055,2807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
Utah,1980,Governor,Emery,2897,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
Utah,1980,Governor,Garfield,1173,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Utah,1980,Governor,Grand,1849,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Utah,1980,Governor,Iron,4795,2926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,
Utah,1980,Governor,Juab,1627,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
Utah,1980,Governor,Kane,914,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Utah,1980,Governor,Millard,2529,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Utah,1980,Governor,Morgan,1195,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Utah,1980,Governor,Piute,393,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
Utah,1980,Governor,Rich,511,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Utah,1980,Governor,Salt Lake,149985,99691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543,,,
Utah,1980,Governor,San Juan,1625,1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,
Utah,1980,Governor,Sanpete,3546,3006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,
Utah,1980,Governor,Sevier,3654,3209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,
Utah,1980,Governor,Summit,3135,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
Utah,1980,Governor,Tooele,5051,4614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,
Utah,1980,Governor,Uintah,3145,4064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
Utah,1980,Governor,Utah,40804,44693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,
Utah,1980,Governor,Wasatch,2299,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
Utah,1980,Governor,Washington,5465,6365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,
Utah,1980,Governor,Wayne,492,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Utah,1980,Governor,Weber,36310,25843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,
Utah,1984,Governor,Beaver,1135,1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Utah,1984,Governor,Box Elder,5114,10061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,
Utah,1984,Governor,Cache,9910,16508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,
Utah,1984,Governor,Carbon,6046,2817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,
Utah,1984,Governor,Daggett,169,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Utah,1984,Governor,Davis,24362,37648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,,,
Utah,1984,Governor,Duchesne,1648,3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,
Utah,1984,Governor,Emery,2238,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Utah,1984,Governor,Garfield,950,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
Utah,1984,Governor,Grand,1144,2191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Utah,1984,Governor,Iron,3329,4826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,
Utah,1984,Governor,Juab,1340,1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Utah,1984,Governor,Kane,579,1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Utah,1984,Governor,Millard,2185,3260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,
Utah,1984,Governor,Morgan,1002,1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Utah,1984,Governor,Piute,360,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Utah,1984,Governor,Rich,316,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Utah,1984,Governor,Salt Lake,128995,136119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109,,,
Utah,1984,Governor,San Juan,1407,2255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Utah,1984,Governor,Sanpete,2469,4243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,
Utah,1984,Governor,Sevier,2480,4257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,
Utah,1984,Governor,Summit,2818,2783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
Utah,1984,Governor,Tooele,5330,4755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,
Utah,1984,Governor,Uintah,2642,5797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,
Utah,1984,Governor,Utah,30861,56069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,
Utah,1984,Governor,Wasatch,1582,2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Utah,1984,Governor,Washington,4239,9580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,
Utah,1984,Governor,Wayne,388,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
Utah,1984,Governor,Weber,30631,32293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,,,
Utah,1988,Governor,Beaver,998,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,240,,
Utah,1988,Governor,Box Elder,5421,7880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,21,2753,,
Utah,1988,Governor,Cache,10326,13916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,54,3610,,
Utah,1988,Governor,Carbon,6102,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,3,1187,,
Utah,1988,Governor,Daggett,189,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0,53,,
Utah,1988,Governor,Davis,21407,29729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,,104,17144,,
Utah,1988,Governor,Duchesne,1597,1471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,10,1296,,
Utah,1988,Governor,Emery,2185,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,5,560,,
Utah,1988,Governor,Garfield,362,1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,177,,
Utah,1988,Governor,Grand,1507,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,7,636,,
Utah,1988,Governor,Iron,2550,4361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,24,840,,
Utah,1988,Governor,Juab,1158,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,2,438,,
Utah,1988,Governor,Kane,491,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,2,222,,
Utah,1988,Governor,Millard,1529,2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,5,1088,,
Utah,1988,Governor,Morgan,818,1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,675,,
Utah,1988,Governor,Piute,247,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,63,,
Utah,1988,Governor,Rich,315,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0,140,,
Utah,1988,Governor,Salt Lake,120102,97642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819,,,,,,,,,,482,59562,,
Utah,1988,Governor,San Juan,1752,1658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,11,353,,
Utah,1988,Governor,Sanpete,2384,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,9,1141,,
Utah,1988,Governor,Sevier,1910,2831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,19,1439,,
Utah,1988,Governor,Summit,3129,2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,3,1132,,
Utah,1988,Governor,Tooele,4724,3113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,5,1812,,
Utah,1988,Governor,Uintah,2368,2698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,8,2118,,
Utah,1988,Governor,Utah,26129,44329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,,,,,,131,17407,,
Utah,1988,Governor,Wasatch,1654,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,7,677,,
Utah,1988,Governor,Washington,4203,9588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,27,2658,,
Utah,1988,Governor,Wayne,353,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0,80,,
Utah,1988,Governor,Weber,23411,21454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,,,75,17150,,
Utah,1992,Governor,Beaver,547,1121,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,0,,,,,,0,,,,,,1,,2,502,,
Utah,1992,Governor,Box Elder,2005,7863,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,83,,,,,,22,,,,,,13,,50,5994,,
Utah,1992,Governor,Cache,4736,17251,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,204,,,,,,27,,,,,,17,,72,9199,,
Utah,1992,Governor,Carbon,3850,2149,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,35,,,,,,20,,,,,,4,,14,2956,,
Utah,1992,Governor,Daggett,124,189,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2,,,,,,0,,,,,,0,,0,108,,
Utah,1992,Governor,Davis,14359,37921,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,359,,,,,,97,,,,,,69,,143,29949,,
Utah,1992,Governor,Duchesne,755,2144,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,36,,,,,,1,,,,,,7,,8,1735,,
Utah,1992,Governor,Emery,1076,1941,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,51,,,,,,1,,,,,,5,,2,1376,,
Utah,1992,Governor,Garfield,248,1289,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,8,,,,,,0,,,,,,1,,0,409,,
Utah,1992,Governor,Grand,1117,1163,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,7,,,,,,12,,,,,,4,,7,1057,,
Utah,1992,Governor,Iron,1241,6167,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,63,,,,,,2,,,,,,6,,24,2125,,
Utah,1992,Governor,Juab,597,1225,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,19,,,,,,0,,,,,,1,,10,1009,,
Utah,1992,Governor,Kane,300,1253,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,10,,,,,,2,,,,,,4,,3,660,,
Utah,1992,Governor,Millard,644,2510,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,28,,,,,,3,,,,,,1,,13,1703,,
Utah,1992,Governor,Morgan,470,1354,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,29,,,,,,0,,,,,,0,,8,1029,,
Utah,1992,Governor,Piute,109,444,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,0,,,,,,1,,1,191,,
Utah,1992,Governor,Rich,173,485,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,3,,,,,,0,,,,,,0,,0,208,,
Utah,1992,Governor,Salt Lake,100570,115583,,,,,,,,,,,,,,,,,,,,411,,,,,,,,,898,,,,,,375,,,,,,279,,643,107549,,
Utah,1992,Governor,San Juan,1596,2020,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,10,,,,,,2,,,,,,6,,6,563,,
Utah,1992,Governor,Sanpete,1072,3233,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,65,,,,,,8,,,,,,8,,15,2511,,
Utah,1992,Governor,Sevier,754,3389,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,23,,,,,,6,,,,,,5,,10,2275,,
Utah,1992,Governor,Summit,3645,3194,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,18,,,,,,18,,,,,,18,,8,2629,,
Utah,1992,Governor,Tooele,2785,3712,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,43,,,,,,7,,,,,,7,,9,4017,,
Utah,1992,Governor,Uintah,1308,3328,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,64,,,,,,15,,,,,,6,,7,3224,,
Utah,1992,Governor,Utah,12414,59933,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,900,,,,,,82,,,,,,121,,209,37067,,
Utah,1992,Governor,Wasatch,1063,1952,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,23,,,,,,5,,,,,,5,,4,1521,,
Utah,1992,Governor,Washington,3037,12113,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,247,,,,,,36,,,,,,22,,71,6590,,
Utah,1992,Governor,Wayne,191,773,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,0,,1,243,,
Utah,1992,Governor,Weber,16395,26014,,,,,,,,,,,,,,,,,,,,448,,,,,,,,,364,,,,,,176,,,,,,118,,152,27354,,
Utah,1996,Governor,Beaver,392,1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,0,,,,,,9,,,11,,
Utah,1996,Governor,Box Elder,1762,11695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,0,,,,,,100,,,49,,
Utah,1996,Governor,Cache,3614,22872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,0,,,,,,187,,,103,,
Utah,1996,Governor,Carbon,3365,4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,0,,,,,,55,,,30,,
Utah,1996,Governor,Daggett,108,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,2,,,1,,
Utah,1996,Governor,Davis,12810,57137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,,,,,1,,,,,,474,,,343,,
Utah,1996,Governor,Duchesne,655,3545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,0,,,,,,28,,,13,,
Utah,1996,Governor,Emery,835,3236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,0,,,,,,41,,,24,,
Utah,1996,Governor,Garfield,215,1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,2,,,5,,
Utah,1996,Governor,Grand,1094,2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,0,,,,,,47,,,41,,
Utah,1996,Governor,Iron,1105,8608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,0,,,,,,94,,,36,,
Utah,1996,Governor,Juab,573,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,0,,,,,,12,,,6,,
Utah,1996,Governor,Kane,274,2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,0,,,,,,21,,,8,,
Utah,1996,Governor,Millard,599,3652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,0,,,,,,44,,,25,,
Utah,1996,Governor,Morgan,480,2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,0,,,,,,12,,,6,,
Utah,1996,Governor,Piute,95,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,0,,,1,,
Utah,1996,Governor,Rich,109,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,2,,,2,,
Utah,1996,Governor,Salt Lake,87170,189680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591,,,,,12,,,,,,1850,,,2186,,
Utah,1996,Governor,San Juan,1550,2492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,0,,,,,,20,,,18,,
Utah,1996,Governor,Sanpete,1053,5088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,0,,,,,,79,,,36,,
Utah,1996,Governor,Sevier,741,5486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,0,,,,,,47,,,25,,
Utah,1996,Governor,Summit,3101,6096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,0,,,,,,62,,,56,,
Utah,1996,Governor,Tooele,2664,6676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,0,,,,,,71,,,45,,
Utah,1996,Governor,Uintah,1264,6133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,0,,,,,,75,,,34,,
Utah,1996,Governor,Utah,11508,86852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,,,,,2,,,,,,690,,,318,,
Utah,1996,Governor,Wasatch,915,3370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,0,,,,,,31,,,13,,
Utah,1996,Governor,Washington,3512,21324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,0,,,,,,203,,,82,,
Utah,1996,Governor,Wayne,162,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,0,,,,,,1,,,4,,
Utah,1996,Governor,Weber,14891,41173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,,,0,,,,,,482,,,324,,
Utah,2000,Governor,Beaver,798,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,
Utah,2000,Governor,Box Elder,5107,9910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,,,
Utah,2000,Governor,Cache,8264,23949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,,,
Utah,2000,Governor,Carbon,4630,2566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,
Utah,2000,Governor,Daggett,175,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Utah,2000,Governor,Davis,30972,54324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333,,,
Utah,2000,Governor,Duchesne,1857,2597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,
Utah,2000,Governor,Emery,1867,2493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,
Utah,2000,Governor,Garfield,629,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
