State,Year,Office,County,D#,R#,CN#,U#,UL#,ND#,SD#,Proh.#,NProh.#,Pop.#,S#,Comm.#,SL#,SW#,Prog.#,Am.#,I#,Ref.#,NL#,G#,L#,FW#,CL#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,I1#,I2#,Comm.,C#,W/I6#,People's#,G,C,Year/Office,W/I#
Missouri,1896,President,Barton,2824,1496,,,,7,,77,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Bates,5073,2522,,,,26,,96,8,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Benton,1762,1957,,,,25,,37,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Bollinger,1485,1272,,,,3,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Boone,5075,1705,,,,20,,19,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Buchanan,7336,6854,,,,78,,62,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Butler,1743,1635,,,,7,,2,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Caldwell,2053,2115,,,,21,,25,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Callaway,4358,1849,,,,61,,10,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Camden,1287,1326,,,,0,,17,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Cape Girardeau,2473,2482,,,,21,,27,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Carroll,3555,3363,,,,21,,40,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Carter,611,483,,,,12,,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Cass,3975,2229,,,,30,,38,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Cedar,2400,1881,,,,8,,5,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Chariton,4321,2359,,,,13,,7,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Christian,1729,1983,,,,1,,6,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Clark,2107,1953,,,,8,,9,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Clay,4071,924,,,,53,,12,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Clinton,2610,1792,,,,20,,16,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Cole,2198,2033,,,,40,,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Cooper,3028,2711,,,,14,,5,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Crawford,1383,1447,,,,2,,7,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Dade,2363,1797,,,,5,,13,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Dallas,1525,1466,,,,4,,11,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Daviess,3125,2330,,,,25,,23,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,DeKalb,2167,1590,,,,10,,12,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Dent,1493,1097,,,,6,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Douglas,1700,1598,,,,3,,4,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Dunklin,2975,961,,,,3,,1,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Franklin,2904,3797,,,,13,,9,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Gasconade,515,2185,,,,27,,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Gentry,2906,2000,,,,5,,32,10,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Greene,6327,5808,,,,23,,42,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Grundy,1675,2778,,,,8,,15,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Harrison,2582,2956,,,,9,,26,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Henry,4442,3234,,,,17,,41,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Hickory,1045,1194,,,,2,,6,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Holt,2036,2397,,,,19,,21,12,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Howard,3317,1353,,,,6,,22,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Howell,2373,1892,,,,8,,5,18,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Iron,1016,607,,,,4,,3,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Jackson,20705,18711,,,,306,,98,10,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Jasper,7026,4835,,,,35,,52,19,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Jefferson,2785,2876,,,,16,,17,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Johnson,4240,3219,,,,18,,25,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Knox,2185,1246,,,,6,,26,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Laclede,2120,1598,,,,11,,18,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Lafayette,4463,3375,,,,45,,13,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Lawrence,3369,2962,,,,13,,24,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Lewis,2624,1581,,,,15,,19,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Lincoln,3003,1564,,,,8,,9,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Linn,3327,3015,,,,8,,36,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Livingston,3351,2377,,,,36,,28,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Macon,4473,3475,,,,0,,13,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Madison,1256,780,,,,27,,21,4,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Maries,1385,546,,,,5,,5,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Marion,4008,2699,,,,3,,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,McDonald,1676,998,,,,28,,21,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Mercer,1405,1958,,,,11,,6,5,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Miller,1694,1707,,,,7,,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Mississippi,1673,1074,,,,3,,2,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Moniteau,2096,1580,,,,11,,19,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Monroe,4379,892,,,,15,,8,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Montgomery,2272,1920,,,,10,,47,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Morgan,1628,1366,,,,8,,3,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,New Madrid,1639,480,,,,0,,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Newton,3029,2174,,,,12,,52,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Nodaway,4577,3437,,,,26,,23,12,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Oregon,1783,576,,,,3,,3,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Osage,1456,1700,,,,7,,29,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Ozark,1025,1187,,,,4,,4,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Pemiscot,1260,355,,,,0,,3,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Perry,1450,1522,,,,33,,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Pettis,4267,4119,,,,21,,40,14,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Phelps,1816,1038,,,,7,,6,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Pike,3839,2884,,,,25,,10,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Platte,3191,1044,,,,13,,17,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Polk,2711,2564,,,,3,,27,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Pulaski,1410,802,,,,2,,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Putnam,1376,2363,,,,8,,7,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Ralls,2297,814,,,,8,,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Randolph,4097,2162,,,,25,,9,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Ray,3945,2003,,,,47,,15,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Reynolds,1015,385,,,,2,,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Ripley,1442,749,,,,4,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Saint Charles,5615,3050,,,,27,,2,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Saint Clair,1592,1131,,,,7,,15,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Saint Francois,2077,1203,,,,4,,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Saint Louis,1906,751,,,,9,,9,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Saint Louis City,1186,689,,,,47,,22,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Sainte Genevieve,2850,1275,,,,470,,244,22,,,,461,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Saintne,2448,3173,,,,56,,29,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Saline,2686,1829,,,,10,,17,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Schuyler,2245,1664,,,,4,,13,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Scotland,3403,6210,,,,5,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Scott,50091,65708,,,,1,,4,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Shannon,1245,903,,,,7,,25,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Shelby,2968,1584,,,,3,,12,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Stoddard,827,1094,,,,1,,5,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Sullivan,2451,2393,,,,7,,23,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Taney,925,1024,,,,2,,2,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Texas,2672,1785,,,,4,,12,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Vernon,5133,2230,,,,19,,24,20,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Warren,691,1680,,,,7,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Washington,1458,1547,,,,3,,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Wayne,1568,1418,,,,8,,14,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,WebSainte,1985,1666,,,,3,,14,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Worth,1248,885,,,,2,,9,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1896,President,Wright,1777,1755,,,,2,,6,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Adair,2180,2673,,,,,21,62,,113,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Andrew,2022,2356,,,,,17,34,,10,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Atchison,1926,1767,,,,,14,122,,11,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Audrain,3477,1436,,,,,14,61,,33,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Barry,2661,2420,,,,,27,44,,50,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Barton,2349,1780,,,,,83,96,,13,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Bates,3591,2731,,,,,106,150,,359,,,19,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Benton,1532,1980,,,,,29,27,,70,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Bollinger,1533,1515,,,,,13,21,,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Boone,4793,1672,,,,,21,53,,47,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Buchanan,8925,8329,,,,,57,198,,11,,,12,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Butler,1670,1888,,,,,70,10,,2,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Caldwell,1722,2235,,,,,13,65,,43,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Callaway,4133,1864,,,,,8,31,,16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Camden,1078,1511,,,,,8,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Cape Girardeau,2318,2778,,,,,27,87,,73,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Carroll,3300,3192,,,,,23,75,,15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Carter,755,629,,,,,3,3,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Cass,3350,2162,,,,,75,89,,29,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Cedar,1820,1845,,,,,21,23,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Chariton,3828,2138,,,,,26,37,,30,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Christian,1326,2107,,,,,16,24,,58,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Clark,2021,1899,,,,,7,49,,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Clay,3585,921,,,,,10,55,,25,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Clinton,2405,1745,,,,,11,61,,23,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Cole,2320,2157,,,,,15,9,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Cooper,2756,2738,,,,,17,33,,41,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Crawford,1318,1470,,,,,22,17,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Dade,1821,1992,,,,,44,25,,53,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Dallas,1238,1506,,,,,7,20,,39,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Daviess,2670,2373,,,,,21,113,,61,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,DeKalb,1840,1669,,,,,8,60,,33,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Dent,1419,1085,,,,,8,12,,15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Douglas,858,1705,,,,,14,10,,364,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Dunklin,2711,1276,,,,,33,24,,15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Franklin,2652,3686,,,,,18,38,,16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Gasconade,575,2015,,,,,15,13,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Gentry,2459,2185,,,,,17,83,,62,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Greene,5519,6009,,,,,93,73,,158,,,12,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Grundy,1532,2576,,,,,14,39,,20,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Harrison,2209,3083,,,,,19,108,,58,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Henry,3777,2626,,,,,39,155,,47,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Hickory,777,1270,,,,,10,13,,43,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Holt,1765,2292,,,,,18,80,,15,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Howard,3134,1295,,,,,10,37,,29,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Howell,1975,2059,,,,,38,39,,98,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Iron,932,642,,,,,5,11,,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Jackson,22542,21581,,,,,494,398,,74,,,117,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Jasper,9658,8747,,,,,327,220,,64,,,36,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Jefferson,2798,2775,,,,,14,28,,22,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Johnson,3612,3051,,,,,37,74,,34,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Knox,1908,1344,,,,,12,46,,16,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Laclede,1786,1686,,,,,7,17,,30,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Lafayette,4217,3311,,,,,22,50,,24,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Lawrence,3313,3552,,,,,61,87,,19,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Lewis,2583,1442,,,,,26,44,,16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Lincoln,2761,1563,,,,,18,55,,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Linn,3137,3104,,,,,10,40,,47,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Livingston,2659,2493,,,,,29,125,,194,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Macon,4174,3568,,,,,22,33,,18,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Madison,1153,881,,,,,133,68,,31,,,14,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Maries,1273,544,,,,,6,15,,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Marion,3927,2490,,,,,3,3,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,McDonald,1469,1138,,,,,21,72,,11,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Mercer,1106,1973,,,,,11,41,,9,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Miller,1493,1796,,,,,4,22,,32,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Mississippi,1384,1020,,,,,7,12,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Moniteau,1876,1684,,,,,23,32,,121,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Monroe,4016,795,,,,,17,23,,23,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Montgomery,2000,1866,,,,,15,83,,31,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Morgan,1390,1434,,,,,6,15,,31,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,New Madrid,1379,668,,,,,3,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Newton,2877,2673,,,,,33,148,,31,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Nodaway,4055,3858,,,,,53,112,,24,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Oregon,1768,652,,,,,27,5,,13,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Osage,1396,1731,,,,,10,50,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Ozark,695,1272,,,,,5,16,,20,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Pemiscot,1370,655,,,,,4,1,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Perry,1660,1681,,,,,14,16,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Pettis,3820,3824,,,,,103,65,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Phelps,1603,1153,,,,,13,18,,47,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Pike,3747,2534,,,,,12,35,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Platte,3052,997,,,,,4,20,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Polk,2178,2679,,,,,17,43,,80,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Pulaski,1282,728,,,,,2,7,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Putnam,1159,2337,,,,,16,33,,23,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Ralls,2161,770,,,,,4,18,,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Randolph,4006,1932,,,,,36,51,,38,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Ray,3631,2004,,,,,21,46,,15,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Reynolds,1027,451,,,,,3,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Ripley,1439,822,,,,,2,31,,38,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Saint Charles,4901,2814,,,,,34,14,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Saint Clair,1335,1061,,,,,21,75,,128,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Saint Francois,1760,1277,,,,,0,5,,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Saint Louis,1706,821,,,,,17,39,,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Saint Louis City,1279,716,,,,,100,60,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Sainte Genevieve,2578,1217,,,,,2750,327,,152,,,817,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Saintne,2343,3324,,,,,29,58,,33,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Saline,2036,1844,,,,,2,65,,39,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Schuyler,2707,2295,,,,,12,50,,27,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Scotland,3864,6537,,,,,14,14,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Scott,59931,60597,,,,,15,8,,13,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Shannon,1296,935,,,,,5,57,,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Shelby,2695,1840,,,,,32,30,,29,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Stoddard,573,1182,,,,,15,7,,34,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Sullivan,2395,2386,,,,,17,58,,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Taney,753,1137,,,,,16,10,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Texas,2218,1713,,,,,9,14,,26,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Vernon,4306,2356,,,,,61,118,,26,,,14,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Warren,579,1599,,,,,27,15,,11,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Washington,1500,1751,,,,,3,12,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Wayne,1745,1648,,,,,13,19,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,WebSainte,1702,1721,,,,,16,40,,79,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Worth,1123,1023,,,,,8,34,,49,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1900,President,Wright,1500,1703,,,,,11,27,,17,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1904,President,Adair,1687,2791,,,,,,62,,85,183,,24,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1904,President,Andrew,1691,2306,,,,,,57,,16,11,,4,,,,,,,,,,,,,,,,,,,,,,,,,
