State,Year,Office,County,D#,R#,Pop.#,Proh.#,S#,SW#,Comm.#,I1#,I2#,I3#,I4#,Prog.#,Liberty#,U#,C#,PF#,Ref.#,NL#,G#,L#,NA#,Labor#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,Am.#,W/I#
Idaho,1928,President,Owyhee,533,918,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1928,President,Payette,621,2203,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1928,President,Power,653,852,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1928,President,Shoshone,2430,3648,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1928,President,Teton,348,753,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1928,President,Twin Falls,2471,6791,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1928,President,Valley,407,774,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1928,President,Washington,974,1973,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Ada,8836,8055,,,28,,17,,,,,,586,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Adams,854,325,,,0,,1,,,,,,69,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Bannock,8271,4676,,,55,,20,,,,,,37,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Bear Lake,1721,1785,,,0,,0,,,,,,3,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Benewah,1602,949,,,83,,13,,,,,,43,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Bingham,3802,2894,,,31,,7,,,,,,73,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Blaine,1133,693,,,0,,3,,,,,,14,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Boise,679,342,,,0,,0,,,,,,38,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Bonner,3695,1989,,,52,,21,,,,,,75,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Bonneville,4298,2781,,,16,,8,,,,,,109,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Boundary,1451,763,,,8,,7,,,,,,59,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Butte,581,396,,,0,,0,,,,,,5,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Camas,441,234,,,0,,0,,,,,,15,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Canyon,6940,5065,,,0,,39,,,,,,1010,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Caribou,499,409,,,0,,0,,,,,,12,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Cassia,2598,2032,,,0,,10,,,,,,33,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Clark,325,276,,,0,,0,,,,,,1,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Clearwater,1699,822,,,0,,9,,,,,,23,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Custer,839,440,,,0,,11,,,,,,13,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Elmore,1615,794,,,3,,2,,,,,,72,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Franklin,1871,1764,,,0,,2,,,,,,4,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Fremont,2830,1498,,,0,,0,,,,,,1,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Gem,2007,898,,,2,,11,,,,,,343,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Gooding,1911,1451,,,2,,4,,,,,,172,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Idaho,3005,1079,,,0,,23,,,,,,79,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Jefferson,2501,1177,,,2,,2,,,,,,50,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Jerome,2219,1393,,,6,,12,,,,,,49,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Kootenai,4743,2813,,,42,,93,,,,,,571,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Latah,3554,3079,,,0,,22,,,,,,96,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Lemhi,1332,793,,,0,,7,,,,,,35,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Lewis,1390,526,,,1,,3,,,,,,37,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Lincoln,869,691,,,0,,4,,,,,,24,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Madison,2112,1272,,,0,,3,,,,,,20,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Minidoka,2164,1130,,,0,,8,,,,,,65,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Nez Perce,5077,2211,,,30,,15,,,,,,79,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Oneida,1449,1047,,,0,,0,,,,,,18,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Owyhee,959,583,,,0,,11,,,,,,57,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Payette,1836,1529,,,6,,3,,,,,,213,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Power,1126,603,,,0,,0,,,,,,7,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Shoshone,4347,2902,,,0,,40,,,,,,60,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Teton,860,674,,,0,,1,,,,,,6,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Twin Falls,6395,4928,,,158,,27,,,,,,211,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Valley,921,443,,,1,,29,,,,,,62,,,,,,,,,,,,,,,,,,
Idaho,1932,President,Washington,2122,1213,,,0,,3,,,,,,163,,,,,,,,,,,,,,,,,,
Idaho,1936,President,Ada,12027,7581,,,,,,,,,,,,966,,,,,,,,,,,,,,,,,
Idaho,1936,President,Adams,770,434,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,
Idaho,1936,President,Bannock,9443,3830,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,
Idaho,1936,President,Bear Lake,2078,1404,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
Idaho,1936,President,Benewah,1906,897,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,
Idaho,1936,President,Bingham,4215,2354,,,,,,,,,,,,184,,,,,,,,,,,,,,,,,
Idaho,1936,President,Blaine,1361,735,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,
Idaho,1936,President,Boise,780,368,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,
Idaho,1936,President,Bonner,3521,2016,,,,,,,,,,,,456,,,,,,,,,,,,,,,,,
Idaho,1936,President,Bonneville,5439,2213,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,
Idaho,1936,President,Boundary,1304,732,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,
Idaho,1936,President,Butte,546,312,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,
Idaho,1936,President,Camas,442,274,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,
Idaho,1936,President,Canyon,8290,4910,,,,,,,,,,,,1347,,,,,,,,,,,,,,,,,
Idaho,1936,President,Caribou,640,321,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Idaho,1936,President,Cassia,3100,1629,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,
Idaho,1936,President,Clark,272,304,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
Idaho,1936,President,Clearwater,1959,812,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,
Idaho,1936,President,Custer,875,530,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,
Idaho,1936,President,Elmore,1567,688,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,
Idaho,1936,President,Franklin,2255,1396,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,
Idaho,1936,President,Fremont,2904,1423,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,
Idaho,1936,President,Gem,2468,879,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,
Idaho,1936,President,Gooding,2100,1505,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,
Idaho,1936,President,Idaho,3104,1535,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,
Idaho,1936,President,Jefferson,2776,1037,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,
Idaho,1936,President,Jerome,2374,1297,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,
Idaho,1936,President,Kootenai,5752,2586,,,,,,,,,,,,661,,,,,,,,,,,,,,,,,
Idaho,1936,President,Latah,4359,2838,,,,,,,,,,,,261,,,,,,,,,,,,,,,,,
Idaho,1936,President,Lemhi,1648,943,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,
Idaho,1936,President,Lewis,1612,507,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,
Idaho,1936,President,Lincoln,916,766,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,
Idaho,1936,President,Madison,2455,1114,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,
Idaho,1936,President,Minidoka,2095,948,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,
Idaho,1936,President,Nez Perce,5705,1988,,,,,,,,,,,,292,,,,,,,,,,,,,,,,,
Idaho,1936,President,Oneida,1673,955,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
Idaho,1936,President,Owyhee,1106,500,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,
Idaho,1936,President,Payette,1677,1524,,,,,,,,,,,,462,,,,,,,,,,,,,,,,,
Idaho,1936,President,Power,1075,708,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,
Idaho,1936,President,Shoshone,5377,2146,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,
Idaho,1936,President,Teton,834,542,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,
Idaho,1936,President,Twin Falls,7476,4966,,,,,,,,,,,,386,,,,,,,,,,,,,,,,,
Idaho,1936,President,Valley,1260,575,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,
Idaho,1936,President,Washington,2147,1234,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,
Idaho,1940,President,Ada,12381,12861,,,34,,17,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Adams,929,779,,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Bannock,10493,5419,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Bear Lake,2026,1761,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Benewah,1924,1304,,,17,,5,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Bingham,3815,3662,,,9,,2,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Blaine,1559,1124,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Boise,677,489,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Bonner,3834,3072,,,22,,12,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Bonneville,5891,3999,,,10,,0,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Boundary,1393,1221,,,67,,3,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Butte,448,423,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Camas,381,367,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Canyon,8639,8776,,,51,,12,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Caribou,658,390,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Cassia,2930,2748,,,3,,8,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Clark,212,399,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Clearwater,2284,1128,,,10,,7,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Custer,894,760,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Elmore,1632,1077,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Franklin,2158,2069,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Fremont,2556,1996,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Gem,2666,1462,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Gooding,1919,2352,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Idaho,2888,2641,,,9,,7,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Jefferson,2631,1717,,,13,,3,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Jerome,1881,2520,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Kootenai,5997,4333,,,59,,73,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Latah,4494,3971,,,29,,6,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Lemhi,1664,1412,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Lewis,1462,729,,,7,,0,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Lincoln,886,1009,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Madison,2218,1632,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Minidoka,1982,1979,,,9,,4,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Nez Perce,5963,3409,,,33,,8,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Oneida,1440,1140,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Owyhee,1160,1031,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Payette,1790,2554,,,15,,5,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Power,931,951,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Shoshone,6565,3525,,,20,,62,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Teton,844,667,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Twin Falls,7286,9031,,,19,,15,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Valley,1165,761,,,12,,5,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1940,President,Washington,2296,1903,,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Ada,10667,13410,,41,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Adams,721,642,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Bannock,9681,5413,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Bear Lake,1732,1613,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Benewah,1446,1173,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Bingham,3428,3223,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Blaine,1037,874,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Boise,564,464,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Bonner,3116,2924,,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Bonneville,4935,4048,,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Boundary,1053,1064,,5,38,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Butte,416,431,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Camas,317,301,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Canyon,7306,9215,,208,33,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Caribou,516,462,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Cassia,2325,2563,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Clark,180,317,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Clearwater,1744,865,,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Custer,613,565,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Elmore,1627,1030,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Franklin,1971,1950,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Fremont,2116,1755,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Gem,1866,1363,,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Gooding,1659,2049,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Idaho,2071,1977,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Jefferson,2198,1458,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Jerome,1741,2157,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Kootenai,5792,4388,,17,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Latah,3514,3526,,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Lemhi,988,1048,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Lewis,1222,589,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Lincoln,784,934,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Madison,1927,1527,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Minidoka,1635,1781,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Nez Perce,5453,3159,,8,29,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Oneida,1227,935,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Owyhee,824,983,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Payette,1382,2485,,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Power,801,895,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Shoshone,5290,3162,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Teton,641,552,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Twin Falls,6128,7946,,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Valley,896,919,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1944,President,Washington,1849,2002,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Ada,11253,14972,,48,43,,,,,,,389,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Adams,647,603,,4,1,,,,,,,19,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Bannock,9679,5580,,4,8,,,,,,,289,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Bear Lake,1664,1590,,1,0,,,,,,,25,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Benewah,1590,1038,,11,7,,,,,,,85,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Bingham,3197,3162,,0,5,,,,,,,84,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Blaine,1182,945,,0,1,,,,,,,34,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Boise,479,437,,0,0,,,,,,,24,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Bonner,2916,2666,,8,9,,,,,,,268,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Bonneville,5382,4499,,3,17,,,,,,,100,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Boundary,1029,910,,2,16,,,,,,,142,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Butte,426,412,,0,0,,,,,,,8,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Camas,278,289,,0,0,,,,,,,8,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Canyon,7903,9700,,323,48,,,,,,,389,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Caribou,475,447,,0,1,,,,,,,7,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Cassia,2178,2424,,3,3,,,,,,,63,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Clark,165,262,,0,1,,,,,,,4,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Clearwater,1571,820,,20,6,,,,,,,132,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Custer,625,612,,0,4,,,,,,,16,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Elmore,1589,854,,5,4,,,,,,,51,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Franklin,1763,2028,,0,1,,,,,,,21,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Fremont,2014,1777,,4,0,,,,,,,16,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Gem,1724,1585,,29,3,,,,,,,85,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Gooding,1844,2111,,6,3,,,,,,,51,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Idaho,2300,1790,,7,4,,,,,,,117,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Jefferson,2017,1490,,0,5,,,,,,,56,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Jerome,2124,2128,,2,3,,,,,,,48,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Kootenai,5284,4265,,13,32,,,,,,,668,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Latah,3810,3805,,31,18,,,,,,,225,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Lemhi,864,1037,,0,1,,,,,,,36,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Lewis,1224,487,,3,3,,,,,,,46,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Lincoln,748,851,,0,0,,,,,,,18,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Madison,2024,1602,,0,0,,,,,,,21,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Minidoka,1668,1654,,4,5,,,,,,,101,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Nez Perce,5747,3168,,27,23,,,,,,,357,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Oneida,1008,962,,2,0,,,,,,,10,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Owyhee,925,969,,9,2,,,,,,,32,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Payette,1568,2430,,16,9,,,,,,,58,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Power,795,875,,0,4,,,,,,,7,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Shoshone,4472,3200,,8,12,,,,,,,569,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Teton,672,593,,1,2,,,,,,,4,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Twin Falls,6019,7833,,21,16,,,,,,,172,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Valley,828,939,,3,6,,,,,,,65,,,,,,,,,,,,,,,,,,,
Idaho,1948,President,Washington,1700,1713,,10,6,,,,,,,52,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Ada,10281,27415,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Adams,517,933,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Bannock,8771,10864,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Bear Lake,1274,2300,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Benewah,1436,1568,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Bingham,3024,6114,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Blaine,1033,1609,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Boise,309,655,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Bonner,3293,4309,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Bonneville,4737,10252,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Boundary,1040,1641,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Butte,473,916,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Camas,224,425,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Canyon,6810,17065,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Caribou,809,1788,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Cassia,1676,4481,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Clark,126,382,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Clearwater,1826,1494,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Custer,452,1058,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Elmore,1484,1653,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Franklin,1181,3252,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Fremont,1500,2710,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Gem,1555,2568,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Gooding,1404,3452,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Idaho,2269,3054,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Jefferson,1474,2970,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Jerome,1318,3807,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Kootenai,5414,7272,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Latah,3254,5440,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Lemhi,848,2100,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Lewis,1276,1004,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Lincoln,562,1383,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Madison,1348,2756,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Minidoka,1253,3128,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Nez Perce,5552,5659,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Oneida,739,1547,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Owyhee,759,1813,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Payette,1491,3936,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Power,603,1308,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Shoshone,4684,5119,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,
Idaho,1952,President,Teton,491,964,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
