State,Office,Year,County,D#,R#,I1#,I2#,I3#,I4#,I5#,I6#,Prog.#,Proh.#,S#,SW#,Comm.#,CPL#,Pacif.#,CoP#,NU#,FL#,Lib.#,CW#,PCR#,N#,KCE#,C#,G#,NL#,Ref.#,I Ref.#,PI#,L#,US#,NS#,LRU#,Approv.#,Unity#,W/I1#,W/I2#,W/I3#,W/I4#,Labor#,SL#,RW#,CL#,OAP#,Pop.#,NH#,T#,Newtist#,TP#,Others,NP1#,NP2#,NP3#,NP4#,NP5#,NP6#,PL#,Lib#,W#,PL#.1,CI#,S&L#,IA#,All.#,Solid.#,SE#
Colorado,Governor,1974,Routt,2024,1810,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1974,Saguache,803,1012,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1974,San Juan,247,130,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1974,San Miguel,859,413,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1974,Sedgwick,636,834,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1974,Summit,1063,829,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1974,Teller,1090,971,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1974,Washington,853,1314,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1974,Weld,14263,13819,,,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1974,Yuma,1578,2166,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Adams,35755,17616,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,92,1066,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Alamosa,2300,1600,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,7,198,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Arapahoe,43612,34268,,,,,,,,,,332,,,,,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,193,1292,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Archuleta,735,541,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,3,38,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Baca,1225,1213,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,5,24,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Bent,1143,821,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,11,2,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Boulder,39851,20467,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,269,842,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Chaffee,2047,1838,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,12,107,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Cheyenne,580,584,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,12,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Clear Creek,1190,908,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,13,46,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Conejos,1659,1239,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,8,64,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Costilla,1002,329,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,9,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Crowley,659,582,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Custer,429,532,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,13,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Delta,3873,2718,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,15,67,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Denver,107009,48883,,,,,,,,,,1884,,,,,,,,,,,,,,,,,,,,534,,,,,,,,,,,,,,,,460,2067,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Dolores,315,279,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,38,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Douglas,3299,3612,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,23,212,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Eagle,1934,1498,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,20,65,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,El Paso,31176,33152,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,54,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Elbert,952,961,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,,230,520,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Fremont,4641,3989,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,12,38,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Garfield,3376,2365,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,48,306,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Gilpin,580,424,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,10,33,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Grand,1472,989,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,8,53,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Gunnison,1980,1517,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,30,45,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Hinsdale,140,159,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Huerfano,1599,1090,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,8,9,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Jackson,460,319,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Jefferson,61960,43606,,,,,,,,,,187,,,,,,,,,,,,,,,,,,,,339,,,,,,,,,,,,,,,,242,2607,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Kiowa,582,536,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Kit Carson,1550,1457,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,1,44,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,La Plata,3627,3636,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,16,110,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Lake,960,1260,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,17,321,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Larimer,23364,14917,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,99,323,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Las Animas,3694,2742,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Lincoln,1007,1077,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,3,22,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Logan,3800,2647,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,11,117,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Mesa,12157,9550,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,69,570,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Mineral,159,237,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Moffat,1680,1031,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,5,446,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Montezuma,1693,1795,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,7,459,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Montrose,3856,2688,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,9,80,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Morgan,3600,2738,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,7,83,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Otero,3342,3166,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,12,20,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Ouray,431,453,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,7,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Park,946,699,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,9,35,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Phillips,1094,906,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Pitkin,2579,875,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,225,32,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Prowers,2182,1630,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,3,22,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Pueblo,24577,12040,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,57,136,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Rio Blanco,1116,934,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,2,73,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Rio Grande,1729,1726,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,4,311,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Routt,2666,1534,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,167,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Saguache,1021,794,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,9,100,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,San Juan,215,226,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,6,10,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,San Miguel,816,433,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,14,11,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Sedgwick,852,719,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Summit,1610,1032,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,24,44,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Teller,1184,1105,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,11,29,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Washington,1149,1100,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,184,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Weld,15869,11732,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,73,288,,,,,,,,,,,,,,,,,
Colorado,Governor,1978,Yuma,1925,1778,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,3,70,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Adams,48568,16275,,,,,,,,381,128,,,,,,,,,,,,,,,,,,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Alamosa,2743,1396,,,,,,,,7,10,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Arapahoe,64383,35265,,,,,,,,629,204,,,,,,,,,,,,,,,,,,,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Archuleta,811,905,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Baca,1354,1028,,,,,,,,10,4,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Bent,1149,650,,,,,,,,8,4,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Boulder,52672,19004,,,,,,,,129,319,,,,,,,,,,,,,,,,,,,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Chaffee,2639,1443,,,,,,,,43,19,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Cheyenne,631,506,,,,,,,,7,0,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Clear Creek,1805,921,,,,,,,,9,5,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Conejos,1943,1082,,,,,,,,18,18,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Costilla,1101,257,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Crowley,785,646,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Custer,499,469,,,,,,,,5,3,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Delta,4541,3471,,,,,,,,19,6,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Denver,121621,35939,,,,,,,,408,727,,,,,,,,,,,,,,,,,,,3867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Dolores,416,289,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Douglas,5076,4343,,,,,,,,15,6,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Eagle,3428,1328,,,,,,,,9,8,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,El Paso,44078,30760,,,,,,,,13,3,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Elbert,1634,1153,,,,,,,,239,177,,,,,,,,,,,,,,,,,,,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Fremont,5761,3999,,,,,,,,92,23,,,,,,,,,,,,,,,,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Garfield,4516,2556,,,,,,,,9,6,,,,,,,,,,,,,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Gilpin,735,331,,,,,,,,16,4,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Grand,1799,1026,,,,,,,,7,2,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Gunnison,2326,1502,,,,,,,,23,4,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Hinsdale,161,187,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Huerfano,2059,881,,,,,,,,14,13,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Jackson,547,438,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Jefferson,85455,40796,,,,,,,,394,187,,,,,,,,,,,,,,,,,,,3075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Kiowa,619,520,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Kit Carson,1922,1398,,,,,,,,18,2,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,La Plata,4779,4601,,,,,,,,26,13,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Lake,1541,693,,,,,,,,17,20,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Larimer,34194,16001,,,,,,,,143,132,,,,,,,,,,,,,,,,,,,1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Las Animas,4484,1788,,,,,,,,15,18,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Lincoln,1130,971,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Logan,5113,2278,,,,,,,,22,5,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Mesa,15323,11826,,,,,,,,55,17,,,,,,,,,,,,,,,,,,,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Mineral,257,183,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Moffat,2334,1787,,,,,,,,60,7,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Montezuma,2377,2403,,,,,,,,12,4,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Montrose,4761,3434,,,,,,,,20,8,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Morgan,4460,2358,,,,,,,,57,17,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Otero,4271,2517,,,,,,,,66,33,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Ouray,522,559,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Park,1524,676,,,,,,,,11,7,,,,,,,,,,,,,,,,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Phillips,1413,693,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Pitkin,3196,824,,,,,,,,0,7,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Prowers,2461,1354,,,,,,,,67,18,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Pueblo,27365,14134,,,,,,,,182,163,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Rio Blanco,933,1121,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Rio Grande,2238,1691,,,,,,,,15,9,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Routt,3621,1636,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Saguache,1207,703,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,San Juan,274,197,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,San Miguel,962,491,,,,,,,,0,11,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Sedgwick,944,572,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Summit,2725,964,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Teller,1977,1149,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Washington,1406,1108,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Weld,19950,11638,,,,,,,,136,67,,,,,,,,,,,,,,,,,,,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1982,Yuma,2441,1626,,,,,,,,18,2,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1986,Adams,43767,27351,,,,,,,,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1986,Alamosa,2454,1726,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1986,Arapahoe,64340,53071,,,,,,,,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1986,Archuleta,942,1156,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1986,Baca,1029,970,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1986,Bent,1190,741,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1986,Boulder,53291,29143,,,,,,,,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1986,Chaffee,2732,1920,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1986,Cheyenne,523,614,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1986,Clear Creek,1624,1057,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1986,Conejos,1881,1431,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1986,Costilla,1139,359,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1986,Crowley,687,698,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1986,Custer,422,626,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1986,Delta,4052,3998,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Governor,1986,Denver,120807,46180,,,,,,,,1476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
