State,Office,Year,County,D#,R#,I1#,I2#,I3#,I4#,I5#,I6#,Prog.#,Proh.#,S#,SW#,Comm.#,CPL#,Pacif.#,CoP#,NU#,FL#,Lib.#,CW#,PCR#,N#,KCE#,C#,G#,NL#,Ref.#,I Ref.#,PI#,L#,US#,NS#,LRU#,Approv.#,Unity#,W/I1#,W/I2#,W/I3#,W/I4#,Labor#,SL#,RW#,CL#,OAP#,Pop.#,NH#,T#,Newtist#,TP#,Others,NP1#,NP2#,NP3#,NP4#,NP5#,NP6#,PL#,Lib#,W#,PL#.1,CI#,S&L#,IA#,All.#,Solid.#,SE#
Colorado,School Superintendent,1924,Pitkin,412,412,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,
Colorado,School Superintendent,1924,Prowers,1931,2101,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,
Colorado,School Superintendent,1924,Pueblo,10670,8285,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,
Colorado,School Superintendent,1924,Rio Blanco,552,651,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
Colorado,School Superintendent,1924,Rio Grande,1424,1371,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,
Colorado,School Superintendent,1924,Routt,1539,1771,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,
Colorado,School Superintendent,1924,Saguache,860,1007,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,
Colorado,School Superintendent,1924,San Juan,311,187,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
Colorado,School Superintendent,1924,San Miguel,911,625,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,
Colorado,School Superintendent,1924,Sedgwick,823,485,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,
Colorado,School Superintendent,1924,Summit,447,269,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
Colorado,School Superintendent,1924,Teller,1554,1138,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,
Colorado,School Superintendent,1924,Washington,1703,1518,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,
Colorado,School Superintendent,1924,Weld,7556,7979,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,
Colorado,School Superintendent,1924,Yuma,2160,2218,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,
Colorado,Secretary of State,1924,Adams,1648,2876,,,,,,,,,39,,,,,,,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,
Colorado,Secretary of State,1924,Alamosa,1040,1149,,,,,,,,,13,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,
Colorado,Secretary of State,1924,Arapahoe,1654,4477,,,,,,,,,45,,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,
Colorado,Secretary of State,1924,Archuleta,351,414,,,,,,,,,5,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,
Colorado,Secretary of State,1924,Baca,815,1163,,,,,,,,,29,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
Colorado,Secretary of State,1924,Bent,1051,1410,,,,,,,,,25,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,
Colorado,Secretary of State,1924,Boulder,4321,7514,,,,,,,,,81,,,,,,,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,
Colorado,Secretary of State,1924,Chaffee,1120,1554,,,,,,,,,33,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,
Colorado,Secretary of State,1924,Cheyenne,612,843,,,,,,,,,8,,,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
Colorado,Secretary of State,1924,Clear Creek,377,646,,,,,,,,,5,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
Colorado,Secretary of State,1924,Conejos,920,1196,,,,,,,,,13,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
Colorado,Secretary of State,1924,Costilla,759,723,,,,,,,,,6,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
Colorado,Secretary of State,1924,Crowley,806,1046,,,,,,,,,13,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
Colorado,Secretary of State,1924,Custer,375,440,,,,,,,,,11,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
Colorado,Secretary of State,1924,Delta,1745,2796,,,,,,,,,40,,,,,,,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,
Colorado,Secretary of State,1924,Denver,30400,57123,,,,,,,,,533,,,,,,,2415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,,,,,,,
Colorado,Secretary of State,1924,Dolores,206,119,,,,,,,,,10,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
Colorado,Secretary of State,1924,Douglas,525,889,,,,,,,,,5,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
Colorado,Secretary of State,1924,Eagle,625,750,,,,,,,,,13,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
Colorado,Secretary of State,1924,Elbert,755,1389,,,,,,,,,18,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
Colorado,Secretary of State,1924,El Paso,6366,9638,,,,,,,,,76,,,,,,,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,
Colorado,Secretary of State,1924,Fremont,2058,4359,,,,,,,,,44,,,,,,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,
Colorado,Secretary of State,1924,Garfield,1295,1866,,,,,,,,,23,,,,,,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,
Colorado,Secretary of State,1924,Gilpin,236,318,,,,,,,,,4,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Colorado,Secretary of State,1924,Grand,470,687,,,,,,,,,3,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
Colorado,Secretary of State,1924,Gunnison,892,1269,,,,,,,,,38,,,,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,
Colorado,Secretary of State,1924,Hinsdale,104,126,,,,,,,,,0,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Colorado,Secretary of State,1924,Huerfano,2510,2597,,,,,,,,,28,,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,
Colorado,Secretary of State,1924,Jackson,155,365,,,,,,,,,3,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Colorado,Secretary of State,1924,Jefferson,2107,5033,,,,,,,,,38,,,,,,,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,
Colorado,Secretary of State,1924,Kiowa,627,783,,,,,,,,,11,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
Colorado,Secretary of State,1924,Kit Carson,1404,1812,,,,,,,,,18,,,,,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,
Colorado,Secretary of State,1924,Lake,977,1138,,,,,,,,,26,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,
Colorado,Secretary of State,1924,La Plata,2221,1447,,,,,,,,,34,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,
Colorado,Secretary of State,1924,Larimer,2512,6543,,,,,,,,,49,,,,,,,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,
Colorado,Secretary of State,1924,Las Animas,4739,4920,,,,,,,,,75,,,,,,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,
Colorado,Secretary of State,1924,Lincoln,914,1564,,,,,,,,,57,,,,,,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,
Colorado,Secretary of State,1924,Logan,1572,3171,,,,,,,,,23,,,,,,,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,
Colorado,Secretary of State,1924,Mesa,3463,4376,,,,,,,,,72,,,,,,,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,
Colorado,Secretary of State,1924,Mineral,132,134,,,,,,,,,14,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
Colorado,Secretary of State,1924,Moffat,809,1003,,,,,,,,,13,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,
Colorado,Secretary of State,1924,Montezuma,991,726,,,,,,,,,23,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,
Colorado,Secretary of State,1924,Montrose,1517,2253,,,,,,,,,50,,,,,,,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,
Colorado,Secretary of State,1924,Morgan,1242,3028,,,,,,,,,36,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,
Colorado,Secretary of State,1924,Otero,2401,4775,,,,,,,,,33,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,
Colorado,Secretary of State,1924,Ouray,547,403,,,,,,,,,6,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
Colorado,Secretary of State,1924,Park,411,631,,,,,,,,,6,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
Colorado,Secretary of State,1924,Phillips,651,1133,,,,,,,,,21,,,,,,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
Colorado,Secretary of State,1924,Pitkin,313,356,,,,,,,,,17,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
Colorado,Secretary of State,1924,Prowers,1450,2375,,,,,,,,,14,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,
Colorado,Secretary of State,1924,Pueblo,7935,10526,,,,,,,,,112,,,,,,,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,
Colorado,Secretary of State,1924,Rio Blanco,432,717,,,,,,,,,3,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
Colorado,Secretary of State,1924,Rio Grande,1048,1584,,,,,,,,,9,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,
Colorado,Secretary of State,1924,Routt,1513,1627,,,,,,,,,26,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,
Colorado,Secretary of State,1924,Saguache,726,1065,,,,,,,,,7,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,
Colorado,Secretary of State,1924,San Juan,275,194,,,,,,,,,2,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,
Colorado,Secretary of State,1924,San Miguel,768,634,,,,,,,,,24,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,
Colorado,Secretary of State,1924,Sedgwick,493,859,,,,,,,,,3,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
Colorado,Secretary of State,1924,Summit,325,338,,,,,,,,,5,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
Colorado,Secretary of State,1924,Teller,1209,1198,,,,,,,,,24,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,
Colorado,Secretary of State,1924,Washington,959,1828,,,,,,,,,30,,,,,,,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,
Colorado,Secretary of State,1924,Weld,4487,9945,,,,,,,,,107,,,,,,,924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,
Colorado,Secretary of State,1924,Yuma,1288,2662,,,,,,,,,32,,,,,,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,
Colorado,Treasurer,1924,Adams,1884,2461,,,,,,,,,50,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,
Colorado,Treasurer,1924,Alamosa,1136,993,,,,,,,,,15,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,
Colorado,Treasurer,1924,Arapahoe,1879,4175,,,,,,,,,42,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,
Colorado,Treasurer,1924,Archuleta,359,375,,,,,,,,,8,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,
Colorado,Treasurer,1924,Baca,854,1122,,,,,,,,,24,,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,
Colorado,Treasurer,1924,Bent,1098,1324,,,,,,,,,12,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,
Colorado,Treasurer,1924,Boulder,5525,6149,,,,,,,,,101,,,,,,,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,
Colorado,Treasurer,1924,Chaffee,1255,1355,,,,,,,,,41,,,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,
Colorado,Treasurer,1924,Cheyenne,654,793,,,,,,,,,10,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,
Colorado,Treasurer,1924,Clear Creek,410,595,,,,,,,,,0,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,
Colorado,Treasurer,1924,Conejos,931,1098,,,,,,,,,10,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,
Colorado,Treasurer,1924,Costilla,764,698,,,,,,,,,2,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
Colorado,Treasurer,1924,Crowley,798,1030,,,,,,,,,12,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,
Colorado,Treasurer,1924,Custer,319,412,,,,,,,,,10,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
Colorado,Treasurer,1924,Delta,1915,2553,,,,,,,,,43,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,
Colorado,Treasurer,1924,Denver,31983,52585,,,,,,,,,510,,,,,,,2789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787,,,,,,,
Colorado,Treasurer,1924,Dolores,208,107,,,,,,,,,14,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
Colorado,Treasurer,1924,Douglas,58,794,,,,,,,,,6,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
Colorado,Treasurer,1924,Eagle,667,636,,,,,,,,,21,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,
Colorado,Treasurer,1924,Elbert,835,1278,,,,,,,,,20,,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,
Colorado,Treasurer,1924,El Paso,6595,9018,,,,,,,,,109,,,,,,,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,
Colorado,Treasurer,1924,Fremont,2171,4093,,,,,,,,,44,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,
Colorado,Treasurer,1924,Garfield,1425,1652,,,,,,,,,32,,,,,,,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,
Colorado,Treasurer,1924,Gilpin,265,273,,,,,,,,,1,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
Colorado,Treasurer,1924,Grand,480,629,,,,,,,,,4,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,
Colorado,Treasurer,1924,Gunnison,837,1255,,,,,,,,,43,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,
Colorado,Treasurer,1924,Hinsdale,108,115,,,,,,,,,2,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
Colorado,Treasurer,1924,Huerfano,2698,2354,,,,,,,,,37,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,
Colorado,Treasurer,1924,Jackson,177,327,,,,,,,,,1,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
Colorado,Treasurer,1924,Jefferson,2304,4667,,,,,,,,,38,,,,,,,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,
Colorado,Treasurer,1924,Kiowa,665,759,,,,,,,,,10,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
Colorado,Treasurer,1924,Kit Carson,1385,1843,,,,,,,,,21,,,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,
Colorado,Treasurer,1924,Lake,107,959,,,,,,,,,39,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,
Colorado,Treasurer,1924,La Plata,2279,1335,,,,,,,,,39,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,
Colorado,Treasurer,1924,Larimer,2878,6001,,,,,,,,,60,,,,,,,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,
Colorado,Treasurer,1924,Las Animas,4984,4392,,,,,,,,,76,,,,,,,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,,,,,,,
Colorado,Treasurer,1924,Lincoln,990,431,,,,,,,,,19,,,,,,,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,
Colorado,Treasurer,1924,Logan,1741,2903,,,,,,,,,28,,,,,,,5028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,
Colorado,Treasurer,1924,Mesa,3835,3815,,,,,,,,,76,,,,,,,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,
Colorado,Treasurer,1924,Mineral,141,121,,,,,,,,,17,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Colorado,Treasurer,1924,Moffat,823,973,,,,,,,,,14,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,
Colorado,Treasurer,1924,Montezuma,1015,643,,,,,,,,,20,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,
Colorado,Treasurer,1924,Montrose,1659,2040,,,,,,,,,42,,,,,,,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,
Colorado,Treasurer,1924,Morgan,1280,2920,,,,,,,,,40,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,
Colorado,Treasurer,1924,Otero,2665,4406,,,,,,,,,34,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,
Colorado,Treasurer,1924,Ouray,487,410,,,,,,,,,6,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
Colorado,Treasurer,1924,Park,439,598,,,,,,,,,8,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
Colorado,Treasurer,1924,Phillips,680,1065,,,,,,,,,16,,,,,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,
Colorado,Treasurer,1924,Pitkin,374,307,,,,,,,,,5,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,
Colorado,Treasurer,1924,Prowers,1547,2248,,,,,,,,,22,,,,,,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,
Colorado,Treasurer,1924,Pueblo,8281,10007,,,,,,,,,115,,,,,,,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,
Colorado,Treasurer,1924,Rio Blanco,465,693,,,,,,,,,1,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
Colorado,Treasurer,1924,Rio Grande,1161,1401,,,,,,,,,12,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,
Colorado,Treasurer,1924,Routt,1567,1566,,,,,,,,,34,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,
Colorado,Treasurer,1924,Saguache,770,1066,,,,,,,,,13,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,
Colorado,Treasurer,1924,San Juan,286,178,,,,,,,,,4,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
Colorado,Treasurer,1924,San Miguel,789,559,,,,,,,,,25,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,
Colorado,Treasurer,1924,Sedgwick,532,827,,,,,,,,,5,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,
Colorado,Treasurer,1924,Summit,341,308,,,,,,,,,6,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
Colorado,Treasurer,1924,Teller,1320,1050,,,,,,,,,33,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,
Colorado,Treasurer,1924,Washington,959,1695,,,,,,,,,23,,,,,,,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,
Colorado,Treasurer,1924,Weld,5076,9019,,,,,,,,,112,,,,,,,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,,,,
Colorado,Treasurer,1924,Yuma,1356,2704,,,,,,,,,24,,,,,,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,
Colorado,Attorney General,1926,Adams,1623,2627,,,,,,,,,50,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1926,Alamosa,1198,1029,,,,,,,,,20,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1926,Arapahoe,1820,3668,,,,,,,,,61,,,,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1926,Archuleta,381,451,,,,,,,,,12,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1926,Baca,812,948,,,,,,,,,49,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1926,Bent,1054,1178,,,,,,,,,15,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1926,Boulder,5609,5082,,,,,,,,,88,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1926,Chaffee,1350,1137,,,,,,,,,40,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
