State,Year,Office,County,D#,R#,IND#,Proh.#,S#,SL#,Pop.#,Prog.#,U#,Labor#,Comm.#,I1#,I2#,C#,L#,NL#,Ref.#,G#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,Country#,I#,W/I#,Year / Office
Wyoming,,,Carbon,2765,3280,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Converse,1312,2881,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Crook,548,1822,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Fremont,3953,6902,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Goshen,1800,3034,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Hot Springs,581,1871,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Johnson,617,2144,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Laramie,12200,11891,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Lincoln,1527,2823,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Natrona,9057,14016,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Niobrara,316,1040,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Park,2236,6456,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Platte,1561,2400,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Sheridan,3297,5943,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Sublette,547,1748,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Sweetwater,6129,4891,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Teton,1265,2902,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Uinta,1889,2984,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Washakie,1082,2526,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Weston,713,1995,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Albany,,7532,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Big Horn,,3493,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Campbell,,7300,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Carbon,,4281,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Converse,,3785,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Crook,,2117,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Fremont,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Goshen,,4124,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Hot Springs,,1462,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Johnson,,2241,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Laramie,,22191,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Lincoln,,4781,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Natrona,,17156,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Niobrara,,1042,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Park,,8601,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Platte,,3300,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Sheridan,,8146,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Sublette,,2081,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Sweetwater,,9177,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Teton,,5479,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Uinta,,5467,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Washakie,,2573,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Weston,,2244,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Auditor
Wyoming,,,Albany,4522,5528,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Big Horn,1150,2817,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Campbell,2506,5711,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Carbon,2172,2374,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Converse,1339,2935,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Crook,623,1783,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Fremont,5822,7606,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Goshen,1295,3343,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Hot Springs,697,1256,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Johnson,634,2051,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Laramie,13000,14703,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Lincoln,1693,3736,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Natrona,9359,12299,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Niobrara,276,867,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Park,2485,7487,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Platte,1387,2583,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Sheridan,3681,6234,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Sublette,685,1761,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Sweetwater,7347,5240,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Teton,2849,3918,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Uinta,2363,3807,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Washakie,877,2266,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Weston,749,1840,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Secretary of State
Wyoming,,,Albany,3921,5250,,,,,,,,,,,,,610,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Big Horn,877,2852,,,,,,,,,,,,,174,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Campbell,1860,5784,,,,,,,,,,,,,521,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Carbon,2178,3011,,,,,,,,,,,,,397,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Converse,1116,2885,,,,,,,,,,,,,277,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Crook,478,1760,,,,,,,,,,,,,160,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Fremont,3958,7897,,,,,,,,,,,,,1223,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Goshen,1317,3068,,,,,,,,,,,,,183,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Hot Springs,533,1271,,,,,,,,,,,,,119,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Johnson,444,2115,,,,,,,,,,,,,132,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Laramie,8837,17565,,,,,,,,,,,,,1056,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Lincoln,1299,3767,,,,,,,,,,,,,294,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Natrona,7079,12618,,,,,,,,,,,,,1494,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Niobrara,221,857,,,,,,,,,,,,,63,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Park,2044,7150,,,,,,,,,,,,,582,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Platte,1180,2509,,,,,,,,,,,,,204,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Sheridan,3198,5875,,,,,,,,,,,,,580,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Sublette,545,1758,,,,,,,,,,,,,115,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Sweetwater,6218,5344,,,,,,,,,,,,,799,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Teton,2133,4166,,,,,,,,,,,,,346,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Uinta,1990,3690,,,,,,,,,,,,,391,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Washakie,654,2331,,,,,,,,,,,,,134,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Weston,575,1809,,,,,,,,,,,,,170,,,,,,,,,,,,,1998 Treasurer
Wyoming,,,Albany,4348,6488,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Big Horn,771,3187,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Campbell,2042,7872,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Carbon,2317,3505,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Converse,1158,3251,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Crook,594,2129,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Fremont,4056,9321,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Goshen,1217,3412,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Hot Springs,500,1426,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Johnson,514,2421,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Laramie,10458,19320,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Lincoln,1366,4044,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Natrona,8468,14513,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Niobrara,223,982,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Park,2120,8366,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Platte,1282,2529,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Sheridan,3431,7561,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Sublette,529,1940,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Sweetwater,7354,5432,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Teton,3100,3913,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Uinta,2506,3719,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Washakie,701,2431,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Weston,613,2095,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor
Wyoming,,,Albany,2132,7857,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Big Horn,602,3204,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Campbell,1288,8421,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Carbon,1435,4122,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Converse,640,3664,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Crook,311,2368,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Fremont,1907,10725,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Goshen,553,3885,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Hot Springs,128,1382,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Johnson,148,2451,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Laramie,5260,23185,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Lincoln,712,4468,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Natrona,4254,17303,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Niobrara,124,1050,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Park,1469,8718,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Platte,635,3050,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Sheridan,1636,8882,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Sublette,264,2110,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Sweetwater,3073,8479,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Teton,1580,4769,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Uinta,1036,4911,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Washakie,198,2442,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Weston,366,2275,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Wyoming,,,Albany,,8723,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Big Horn,,3657,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Campbell,,9109,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Carbon,,4935,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Converse,,3952,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Crook,,2496,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Fremont,,11475,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Goshen,,4124,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Hot Springs,,1505,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Johnson,,2536,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Laramie,,25104,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Lincoln,,4802,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Natrona,,19082,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Niobrara,,1108,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Park,,9146,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Platte,,3330,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Sheridan,,9360,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Sublette,,2222,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Sweetwater,,9976,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Teton,,5372,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Uinta,,5484,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Washakie,,2619,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Weston,,2466,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Wyoming,,,Albany,5063,6159,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Big Horn,867,3542,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Campbell,2117,8381,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Carbon,2040,3506,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Converse,1241,3662,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Crook,544,2258,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Fremont,4119,9137,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Goshen,1285,3441,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Hot Springs,538,1687,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Johnson,711,2565,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Laramie,10777,19821,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Lincoln,1449,4550,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Natrona,8040,16584,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Niobrara,296,756,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Park,2484,8764,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Platte,1320,2608,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Sheridan,3460,7706,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Sublette,664,2122,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Sweetwater,5365,6876,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Teton,3934,3965,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Uinta,1845,4243,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Washakie,712,2625,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Weston,663,1942,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Auditor
Wyoming,,,Albany,2572,7964,,,,,,,,,,,,,,,,,,,,,,,,,75,2006 Secretary of State
Wyoming,,,Big Horn,527,3850,,,,,,,,,,,,,,,,,,,,,,,,,8,2006 Secretary of State
Wyoming,,,Campbell,1232,9226,,,,,,,,,,,,,,,,,,,,,,,,,13,2006 Secretary of State
Wyoming,,,Carbon,1225,4137,,,,,,,,,,,,,,,,,,,,,,,,,20,2006 Secretary of State
Wyoming,,,Converse,699,4145,,,,,,,,,,,,,,,,,,,,,,,,,6,2006 Secretary of State
Wyoming,,,Crook,329,2431,,,,,,,,,,,,,,,,,,,,,,,,,5,2006 Secretary of State
Wyoming,,,Fremont,2450,10297,,,,,,,,,,,,,,,,,,,,,,,,,33,2006 Secretary of State
Wyoming,,,Goshen,715,3976,,,,,,,,,,,,,,,,,,,,,,,,,3,2006 Secretary of State
Wyoming,,,Hot Springs,321,1818,,,,,,,,,,,,,,,,,,,,,,,,,4,2006 Secretary of State
Wyoming,,,Johnson,447,2808,,,,,,,,,,,,,,,,,,,,,,,,,8,2006 Secretary of State
Wyoming,,,Laramie,6072,23768,,,,,,,,,,,,,,,,,,,,,,,,,70,2006 Secretary of State
Wyoming,,,Lincoln,791,5031,,,,,,,,,,,,,,,,,,,,,,,,,11,2006 Secretary of State
Wyoming,,,Natrona,4172,19488,,,,,,,,,,,,,,,,,,,,,,,,,201,2006 Secretary of State
Wyoming,,,Niobrara,86,927,,,,,,,,,,,,,,,,,,,,,,,,,0,2006 Secretary of State
Wyoming,,,Park,1495,9658,,,,,,,,,,,,,,,,,,,,,,,,,20,2006 Secretary of State
Wyoming,,,Platte,647,3118,,,,,,,,,,,,,,,,,,,,,,,,,14,2006 Secretary of State
Wyoming,,,Sheridan,1664,9154,,,,,,,,,,,,,,,,,,,,,,,,,22,2006 Secretary of State
Wyoming,,,Sublette,381,2307,,,,,,,,,,,,,,,,,,,,,,,,,2,2006 Secretary of State
Wyoming,,,Sweetwater,2985,8966,,,,,,,,,,,,,,,,,,,,,,,,,31,2006 Secretary of State
Wyoming,,,Teton,2007,5076,,,,,,,,,,,,,,,,,,,,,,,,,30,2006 Secretary of State
Wyoming,,,Uinta,1043,4960,,,,,,,,,,,,,,,,,,,,,,,,,11,2006 Secretary of State
Wyoming,,,Washakie,361,2912,,,,,,,,,,,,,,,,,,,,,,,,,4,2006 Secretary of State
Wyoming,,,Weston,330,2193,,,,,,,,,,,,,,,,,,,,,,,,,7,2006 Secretary of State
Wyoming,,,Albany,4290,6745,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Big Horn,739,3664,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Campbell,1776,8678,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Carbon,1741,3754,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Converse,1031,3880,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Crook,486,2318,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Fremont,3548,9574,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Goshen,1046,3674,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Hot Springs,498,1711,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Johnson,537,2721,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Laramie,9064,21403,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Lincoln,1277,4675,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Natrona,6914,17617,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Niobrara,112,921,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Park,2175,9048,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Platte,1023,2853,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Sheridan,2682,8492,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Sublette,555,2191,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Sweetwater,4832,7349,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Teton,3479,4340,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Uinta,1629,4460,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Washakie,632,2691,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Weston,509,2063,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer
Wyoming,,,Albany,226,8642,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Big Horn,23,3923,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Campbell,68,10118,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Carbon,22,4439,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Converse,31,4420,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Crook,43,2748,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Fremont,107,11385,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Goshen,27,4288,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Hot Springs,19,1896,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Johnson,14,3383,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Laramie,279,24594,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Lincoln,45,5763,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Natrona,216,19065,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Niobrara,5,1050,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Park,98,9874,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Platte,31,3326,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Sheridan,85,8909,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Sublette,15,2977,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Sweetwater,88,10295,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Teton,69,5857,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Uinta,40,5379,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Washakie,26,3038,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Weston,21,2479,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Auditor
Wyoming,,,Albany,3633,6943,,,,,,,,,,,,,457,,,,,,,,,,,,11,2010 Secretary of State
Wyoming,,,Big Horn,450,3639,,,,,,,,,,,,,199,,,,,,,,,,,,0,2010 Secretary of State
Wyoming,,,Campbell,1047,9251,,,,,,,,,,,,,744,,,,,,,,,,,,10,2010 Secretary of State
Wyoming,,,Carbon,1138,3722,,,,,,,,,,,,,223,,,,,,,,,,,,5,2010 Secretary of State
Wyoming,,,Converse,590,4081,,,,,,,,,,,,,195,,,,,,,,,,,,5,2010 Secretary of State
Wyoming,,,Crook,325,2595,,,,,,,,,,,,,163,,,,,,,,,,,,3,2010 Secretary of State
Wyoming,,,Fremont,2659,10060,,,,,,,,,,,,,587,,,,,,,,,,,,12,2010 Secretary of State
Wyoming,,,Goshen,674,3949,,,,,,,,,,,,,174,,,,,,,,,,,,2,2010 Secretary of State
Wyoming,,,Hot Springs,308,1721,,,,,,,,,,,,,127,,,,,,,,,,,,0,2010 Secretary of State
Wyoming,,,Johnson,374,3161,,,,,,,,,,,,,150,,,,,,,,,,,,4,2010 Secretary of State
Wyoming,,,Laramie,6555,21673,,,,,,,,,,,,,1103,,,,,,,,,,,,20,2010 Secretary of State
Wyoming,,,Lincoln,893,5250,,,,,,,,,,,,,296,,,,,,,,,,,,4,2010 Secretary of State
Wyoming,,,Natrona,4360,17171,,,,,,,,,,,,,1021,,,,,,,,,,,,25,2010 Secretary of State
