State,Year,Office,County,D#,R#,IND#,Proh.#,S#,SL#,Pop.#,Prog.#,U#,Labor#,Comm.#,I1#,I2#,C#,L#,NL#,Ref.#,G#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,Country#,I#,W/I#,Year / Office
Wyoming,2018,Governor,Sheridan,2667,8727,,,,,,,,,,,,243,121,,,,,,,,,,,,56,
Wyoming,2018,Governor,Sublette,602,2664,,,,,,,,,,,,81,42,,,,,,,,,,,,13,
Wyoming,2018,Governor,Sweetwater,3758,8375,,,,,,,,,,,,539,232,,,,,,,,,,,,29,
Wyoming,2018,Governor,Teton,6541,4736,,,,,,,,,,,,207,185,,,,,,,,,,,,19,
Wyoming,2018,Governor,Uinta,1296,4547,,,,,,,,,,,,278,101,,,,,,,,,,,,41,
Wyoming,2018,Governor,Washakie,568,2396,,,,,,,,,,,,89,46,,,,,,,,,,,,13,
Wyoming,2018,Governor,Weston,348,2125,,,,,,,,,,,,186,23,,,,,,,,,,,,22,
Wyoming,,,Albany,4422,3968,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Big Horn,1237,2191,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Campbell,1185,2277,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Carbon,2786,2269,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Converse,730,1741,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Crook,495,1308,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Fremont,3582,5136,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Goshen,1798,2639,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Hot Springs,825,1091,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Johnson,599,1755,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Laramie,8388,11776,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Lincoln,1615,1626,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Natrona,8041,10680,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Niobrara,293,1158,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Park,2417,3812,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Platte,1081,1684,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Sheridan,3418,4192,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Sublette,443,1117,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Sweetwater,4645,2001,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Teton,850,1731,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Uinta,1472,1301,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Washakie,1050,1826,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Weston,756,1519,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Auditor
Wyoming,,,Albany,3559,5259,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Big Horn,1049,2552,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Campbell,998,2587,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Carbon,2305,2905,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Converse,659,1735,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Crook,489,1385,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Fremont,2867,6194,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Goshen,1569,2980,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Hot Springs,921,1073,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Johnson,564,1884,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Laramie,9834,11118,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Lincoln,1102,2030,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Natrona,7189,12000,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Niobrara,367,1061,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Park,2026,4485,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Platte,888,1946,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Sheridan,2924,4887,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Sublette,401,1233,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Sweetwater,3782,3017,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Teton,819,1960,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Uinta,1186,1668,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Washakie,910,2067,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Weston,690,1589,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State
Wyoming,,,Albany,4944,3608,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Big Horn,1384,2098,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Campbell,1568,1945,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Carbon,2969,2168,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Converse,839,1610,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Crook,542,1252,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Fremont,4228,4622,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Goshen,2175,2261,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Hot Springs,944,1022,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Johnson,692,1665,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Laramie,10591,10336,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Lincoln,1814,1488,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Natrona,8325,10584,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Niobrara,322,1107,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Park,2722,3606,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Platte,1320,1458,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Sheridan,3714,3987,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Sublette,576,1013,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Sweetwater,5072,1988,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Teton,1089,1536,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Uinta,1547,1250,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Washakie,1244,1691,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Weston,842,1439,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Treasurer
Wyoming,,,Albany,3247,5576,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Big Horn,909,2910,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Campbell,1023,3562,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Carbon,1920,3069,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Converse,562,2442,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Crook,381,1459,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Fremont,2742,6287,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Goshen,1325,3136,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Hot Springs,669,1527,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Johnson,399,2150,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Laramie,7234,12977,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Lincoln,1155,2294,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Natrona,5539,12946,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Niobrara,159,1180,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Park,1236,4925,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Platte,1077,2238,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Sheridan,2349,4964,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Sublette,291,1326,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Sweetwater,4309,4437,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Teton,744,2606,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Uinta,1074,2036,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Washakie,834,2281,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Weston,526,1862,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor
Wyoming,,,Albany,,7087,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Big Horn,,3264,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Campbell,,4235,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Carbon,,3524,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Converse,,2360,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Crook,,1630,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Fremont,,6969,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Goshen,,3699,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Hot Springs,,1558,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Johnson,,2152,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Laramie,,15169,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Lincoln,,2698,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Natrona,,16019,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Niobrara,,1120,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Park,,5583,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Platte,,2520,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Sheridan,,6473,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Sublette,,1314,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Sweetwater,,5584,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Teton,,3231,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Uinta,,2472,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Washakie,,2382,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Weston,,2059,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State
Wyoming,,,Albany,3858,5138,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Big Horn,1113,2710,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Campbell,1393,3239,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Carbon,2480,2652,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Converse,874,2076,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Crook,580,1235,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Fremont,3317,5822,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Goshen,1910,2526,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Hot Springs,814,1379,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Johnson,573,1904,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Laramie,6951,13208,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Lincoln,1649,1883,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Natrona,7373,11054,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Niobrara,288,1010,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Park,1771,4595,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Platte,1490,1795,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Sheridan,2709,4683,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Sublette,400,1210,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Sweetwater,4720,4327,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Teton,912,2458,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Uinta,1445,1648,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Washakie,939,2151,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Weston,835,1570,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer
Wyoming,,,Albany,3375,6498,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Big Horn,793,3399,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Campbell,1243,5790,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Carbon,2382,4290,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Converse,783,3180,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Crook,363,1911,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Fremont,2623,8693,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Goshen,1231,3612,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Hot Springs,475,1728,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Johnson,358,2474,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Laramie,7399,17353,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Lincoln,1182,3381,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Natrona,6193,18680,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Niobrara,169,1317,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Park,1459,5866,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Platte,1106,2791,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Sheridan,2550,6327,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Sublette,343,1824,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Sweetwater,4403,5638,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Teton,839,3167,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Uinta,1308,3021,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Washakie,653,2960,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Weston,442,2351,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Auditor
Wyoming,,,Albany,5209,5170,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Big Horn,1660,2873,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Campbell,2743,4472,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Carbon,3550,3303,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Converse,1610,2429,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Crook,775,1618,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Fremont,4770,7635,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Goshen,1827,3111,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Hot Springs,1252,1201,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Johnson,1272,1705,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Laramie,15910,9899,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Lincoln,1858,2859,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Natrona,11804,13748,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Niobrara,667,830,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Park,2962,4496,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Platte,1834,2133,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Sheridan,3924,5480,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Sublette,858,1381,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Sweetwater,5837,5240,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Teton,1937,2379,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Uinta,1748,2690,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Washakie,1494,2366,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Weston,1058,1790,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Secretary of State
Wyoming,,,Albany,5340,4589,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Big Horn,1172,3177,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Campbell,1916,4761,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Carbon,5035,1875,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Converse,1127,2819,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Crook,645,1610,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Fremont,4542,6822,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Goshen,1842,3041,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Hot Springs,569,1890,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Johnson,584,2246,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Laramie,12896,11271,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Lincoln,1705,2896,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Natrona,9448,15433,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Niobrara,307,1170,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Park,1774,5615,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Platte,1704,2204,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Sheridan,3547,5295,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Sublette,539,1623,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Sweetwater,6236,4179,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Teton,1212,2836,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Uinta,1798,2563,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Washakie,1019,2743,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Weston,674,2085,,,,,,,,,,,,,,,,,,,,,,,,,,1982 Treasurer
Wyoming,,,Albany,6083,3726,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Big Horn,1477,2512,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Campbell,2241,6011,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Carbon,3282,2697,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Converse,1426,2758,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Crook,794,1506,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Fremont,4483,5894,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Goshen,2039,2697,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Hot Springs,882,1368,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Johnson,800,1887,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Laramie,13054,10218,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Lincoln,1966,2322,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Natrona,8514,14626,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Niobrara,407,927,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Park,2527,6007,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Platte,1869,2028,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Sheridan,3980,5114,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Sublette,764,1469,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Sweetwater,7072,3805,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Teton,1514,2571,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Uinta,2381,2431,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Washakie,1318,2073,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Weston,946,1737,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Auditor
Wyoming,,,Albany,4025,6004,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Big Horn,2321,1898,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Campbell,5270,3314,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Carbon,2601,3498,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Converse,2110,2131,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Crook,1467,965,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Fremont,5456,5791,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Goshen,2570,2299,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Hot Springs,1036,1367,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Johnson,1452,1356,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Laramie,8751,15343,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Lincoln,2298,1911,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Natrona,10623,12589,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Niobrara,785,578,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Park,4973,3809,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Platte,1914,2082,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Sheridan,4110,5228,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Sublette,1335,1011,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Sweetwater,3572,7884,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Teton,2465,1874,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Uinta,2569,2353,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Washakie,1605,1996,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Weston,1572,1168,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Secretary of State
Wyoming,,,Albany,4337,5461,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Big Horn,1211,2956,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
Wyoming,,,Campbell,1927,6536,,,,,,,,,,,,,,,,,,,,,,,,,,1986 Treasurer
