Year,County,County %
1996,Siskiyou,0.18
1996,Calaveras,0.17
1996,Yuba,0.15
1996,San Benito,0.14
1996,Amador,0.14
1996,Plumas,0.1
1996,Lassen,0.1
1996,Glenn,0.09
1996,Del Norte,0.09
1996,Mariposa,0.08
1996,Inyo,0.08
1996,Trinity,0.06
1996,Colusa,0.06
1996,Mono,0.04
1996,Modoc,0.04
1996,Sierra,0.02
1996,Alpine,0.01
2000,Los Angeles,24.57
2000,Orange,8.85
2000,San Diego,8.74
2000,Santa Clara,5.0
2000,Alameda,4.51
2000,San Bernardino,4.15
2000,Riverside,4.11
2000,Sacramento,3.93
2000,Contra Costa,3.48
2000,San Francisco,2.92
2000,Ventura,2.58
2000,San Mateo,2.37
2000,Fresno,2.01
2000,Sonoma,1.8
2000,Kern,1.66
2000,San Joaquin,1.52
2000,Santa Barbara,1.41
2000,Solano,1.2
2000,Stanislaus,1.17
2000,Marin,1.12
2000,Placer,1.07
2000,Monterey,1.07
2000,San Luis Obispo,1.0
2000,Santa Cruz,0.99
2000,Tulare,0.82
2000,Butte,0.76
2000,El Dorado,0.66
2000,Shasta,0.61
2000,Yolo,0.56
2000,Humboldt,0.51
2000,Napa,0.47
2000,Merced,0.46
2000,Nevada,0.43
2000,Mendocino,0.31
2000,Madera,0.3
2000,Imperial,0.26
2000,Kings,0.26
2000,Sutter,0.24
2000,Tuolumne,0.22
2000,Lake,0.19
2000,Tehama,0.19
2000,Siskiyou,0.18
2000,Calaveras,0.17
2000,San Benito,0.15
2000,Yuba,0.15
2000,Amador,0.14
2000,Lassen,0.1
2000,Plumas,0.09
2000,Inyo,0.08
2000,Glenn,0.08
2000,Del Norte,0.08
2000,Mariposa,0.07
2000,Mono,0.05
2000,Trinity,0.05
2000,Colusa,0.05
2000,Modoc,0.04
2000,Sierra,0.02
2000,Alpine,0.01
2004,Los Angeles,24.34
2004,San Diego,9.15
2004,Orange,8.66
2004,Santa Clara,4.86
2004,Alameda,4.52
2004,Riverside,4.49
2004,San Bernardino,4.21
2004,Sacramento,3.85
2004,Contra Costa,3.32
2004,San Francisco,2.88
2004,Ventura,2.52
2004,San Mateo,2.29
2004,Fresno,1.99
2004,Sonoma,1.78
2004,Kern,1.7
2004,San Joaquin,1.53
2004,Santa Barbara,1.37
2004,Placer,1.23
2004,Solano,1.2
2004,Stanislaus,1.17
2004,Marin,1.09
2004,San Luis Obispo,1.04
2004,Monterey,1.0
2004,Santa Cruz,0.98
2004,Tulare,0.8
2004,Butte,0.77
2004,El Dorado,0.7
2004,Shasta,0.63
2004,Yolo,0.58
2004,Humboldt,0.53
2004,Merced,0.47
2004,Napa,0.46
2004,Nevada,0.43
2004,Mendocino,0.31
2004,Madera,0.31
2004,Imperial,0.28
2004,Kings,0.26
2004,Sutter,0.24
2004,Tuolumne,0.21
2004,Lake,0.2
2004,Tehama,0.19
2004,Calaveras,0.18
2004,Siskiyou,0.17
2004,San Benito,0.15
2004,Yuba,0.15
2004,Amador,0.14
2004,Plumas,0.09
2004,Lassen,0.09
2004,Glenn,0.08
2004,Del Norte,0.08
2004,Mariposa,0.07
2004,Inyo,0.07
2004,Trinity,0.05
2004,Colusa,0.05
2004,Mono,0.04
2004,Modoc,0.04
2004,Sierra,0.02
2004,Alpine,0.01
2008,Los Angeles,24.43
2008,San Diego,9.1
2008,Orange,8.49
2008,Santa Clara,4.9
2008,Riverside,4.77
2008,Alameda,4.59
2008,San Bernardino,4.46
2008,Sacramento,4.0
2008,Contra Costa,3.34
2008,San Francisco,2.83
2008,Ventura,2.51
2008,San Mateo,2.23
2008,Fresno,2.01
2008,Kern,1.72
2008,Sonoma,1.69
2008,San Joaquin,1.55
2008,Santa Barbara,1.29
2008,Placer,1.28
2008,Solano,1.19
2008,Stanislaus,1.19
2008,Marin,1.03
2008,San Luis Obispo,0.98
2008,Monterey,0.96
2008,Santa Cruz,0.94
2008,Tulare,0.78
2008,Butte,0.73
2008,El Dorado,0.69
2008,Yolo,0.59
2008,Shasta,0.59
2008,Merced,0.47
2008,Humboldt,0.47
2008,Napa,0.44
2008,Nevada,0.41
2008,Madera,0.31
2008,Mendocino,0.3
2008,Imperial,0.29
2008,Kings,0.26
2008,Sutter,0.24
2008,Tuolumne,0.2
2008,Lake,0.19
2008,Tehama,0.18
2008,Calaveras,0.17
2008,Siskiyou,0.16
2008,Yuba,0.16
2008,San Benito,0.15
2008,Amador,0.14
2008,Plumas,0.08
2008,Lassen,0.08
2008,Del Norte,0.07
2008,Mariposa,0.07
2008,Glenn,0.07
2008,Inyo,0.06
2008,Trinity,0.05
2008,Colusa,0.05
2008,Mono,0.04
2008,Modoc,0.03
2008,Sierra,0.01
2008,Alpine,0.01
2012,Los Angeles,24.36
2012,San Diego,9.14
2012,Orange,8.6
2012,Riverside,5.08
2012,Santa Clara,4.93
2012,Alameda,4.57
2012,San Bernardino,4.46
2012,Sacramento,3.96
2012,Contra Costa,3.36
2012,San Francisco,2.77
2012,Ventura,2.51
2012,San Mateo,2.19
2012,Fresno,1.99
2012,Kern,1.7
2012,Sonoma,1.66
2012,San Joaquin,1.57
2012,Placer,1.32
2012,Santa Barbara,1.26
2012,Stanislaus,1.19
2012,Solano,1.17
2012,Marin,1.03
2012,San Luis Obispo,0.97
2012,Monterey,0.95
2012,Santa Cruz,0.92
2012,Tulare,0.78
2012,Butte,0.7
2012,El Dorado,0.68
2012,Shasta,0.59
2012,Yolo,0.57
2012,Merced,0.48
2012,Napa,0.44
2012,Humboldt,0.44
2012,Nevada,0.4
2012,Madera,0.31
2012,Imperial,0.3
2012,Mendocino,0.27
2012,Sutter,0.24
2012,Kings,0.24
2012,Tuolumne,0.19
2012,Tehama,0.18
2012,Lake,0.18
2012,Calaveras,0.17
2012,San Benito,0.15
2012,Siskiyou,0.15
2012,Yuba,0.15
2012,Amador,0.14
2012,Plumas,0.08
2012,Lassen,0.08
2012,Del Norte,0.07
2012,Mariposa,0.07
2012,Glenn,0.07
2012,Inyo,0.06
2012,Colusa,0.05
2012,Mono,0.04
2012,Trinity,0.04
2012,Modoc,0.03
2012,Sierra,0.01
2012,Alpine,0.01
2016,Los Angeles,24.12
2016,San Diego,9.17
2016,Orange,8.41
2016,Riverside,5.28
2016,Santa Clara,4.94
2016,Alameda,4.63
2016,San Bernardino,4.59
2016,Sacramento,3.95
2016,Contra Costa,3.32
2016,San Francisco,2.87
2016,Ventura,2.5
2016,San Mateo,2.21
2016,Fresno,2.02
2016,Kern,1.71
2016,Sonoma,1.64
2016,San Joaquin,1.59
2016,Placer,1.31
2016,Santa Barbara,1.26
2016,Stanislaus,1.23
2016,Solano,1.18
2016,Marin,0.99
2016,San Luis Obispo,0.96
2016,Monterey,0.94
2016,Santa Cruz,0.91
2016,Tulare,0.8
2016,Butte,0.68
2016,El Dorado,0.67
2016,Yolo,0.58
2016,Shasta,0.57
2016,Merced,0.5
2016,Napa,0.43
2016,Humboldt,0.42
2016,Nevada,0.39
2016,Imperial,0.34
2016,Madera,0.31
2016,Mendocino,0.27
2016,Sutter,0.24
2016,Kings,0.24
2016,Tuolumne,0.18
2016,Tehama,0.17
2016,Calaveras,0.17
2016,Lake,0.17
2016,San Benito,0.16
2016,Yuba,0.16
2016,Siskiyou,0.14
2016,Amador,0.13
2016,Lassen,0.08
2016,Plumas,0.07
2016,Del Norte,0.07
2016,Glenn,0.07
2016,Mariposa,0.06
2016,Inyo,0.06
2016,Colusa,0.05
2016,Mono,0.04
2016,Trinity,0.04
2016,Modoc,0.03
2016,Sierra,0.01
2016,Alpine,0.0
2020,Los Angeles,24.35
2020,San Diego,9.15
2020,Orange,8.69
2020,Riverside,5.69
2020,Santa Clara,4.86
2020,San Bernardino,4.8
2020,Alameda,4.42
2020,Sacramento,4.1
2020,Contra Costa,3.32
2020,San Francisco,2.53
2020,Ventura,2.41
2020,San Mateo,2.14
2020,Fresno,2.08
2020,Kern,1.74
2020,San Joaquin,1.65
2020,Sonoma,1.53
2020,Placer,1.34
2020,Stanislaus,1.23
2020,Solano,1.18
2020,Santa Barbara,1.15
2020,Monterey,0.94
2020,San Luis Obispo,0.91
2020,Marin,0.89
2020,Tulare,0.84
2020,Santa Cruz,0.83
2020,El Dorado,0.66
2020,Butte,0.58
2020,Yolo,0.56
2020,Shasta,0.53
2020,Merced,0.52
2020,Napa,0.41
2020,Humboldt,0.4
2020,Nevada,0.37
2020,Imperial,0.32
2020,Madera,0.31
2020,Mendocino,0.25
2020,Kings,0.25
2020,Sutter,0.24
2020,Lake,0.17
2020,Tuolumne,0.17
2020,Yuba,0.17
2020,Calaveras,0.16
2020,San Benito,0.16
2020,Tehama,0.16
2020,Amador,0.13
2020,Siskiyou,0.13
2020,Del Norte,0.07
2020,Lassen,0.07
2020,Plumas,0.06
2020,Mariposa,0.06
2020,Glenn,0.06
2020,Inyo,0.05
2020,Colusa,0.05
2020,Mono,0.04
2020,Trinity,0.04
2020,Modoc,0.02
2020,Sierra,0.01
2020,Alpine,0.0
