State,Year,Office,County,D#,R%,GB#,Wor.#,CL#,ST#,Cit.#,Justice#,Delta#,PF#,Proh.#,Pop.#,ND#,Comm.#,SL#,Prog.#,S&L#,S#,SW#,U#,UL#,AI#,IND#,I1#,I2#,NL#,Ref.#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,R#,I#,W/I#,CM#,Mod.#,Comp.#,Year / Office,Town,I3#,I4#
Rhode Island,,,Providence,119199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82371,,,,,,1982 Attorney General,,,
Rhode Island,,,Washington,16575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15804,,,,,,1982 Attorney General,,,
Rhode Island,,,Bristol,8826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7245,,,,,,1982 Lt. Gubernatorial,,,
Rhode Island,,,Kent,30948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24341,,,,,,1982 Lt. Gubernatorial,,,
Rhode Island,,,Newport,13685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10749,,,,,,1982 Lt. Gubernatorial,,,
Rhode Island,,,Providence,123028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69742,,,,,,1982 Lt. Gubernatorial,,,
Rhode Island,,,Washington,14912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16575,,,,,,1982 Lt. Gubernatorial,,,
Rhode Island,,,Bristol,7324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9319,,,,,,1982 Secretary of State,,,
Rhode Island,,,Kent,24778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32221,,,,,,1982 Secretary of State,,,
Rhode Island,,,Newport,10560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14702,,,,,,1982 Secretary of State,,,
Rhode Island,,,Providence,108486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90760,,,,,,1982 Secretary of State,,,
Rhode Island,,,Washington,12756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19432,,,,,,1982 Secretary of State,,,
Rhode Island,,,Bristol,11281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4844,,,,,,1982 Treasurer,,,
Rhode Island,,,Kent,41374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13565,,,,,,1982 Treasurer,,,
Rhode Island,,,Newport,16670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7163,,,,,,1982 Treasurer,,,
Rhode Island,,,Providence,156028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36646,,,,,,1982 Treasurer,,,
Rhode Island,,,Washington,20956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9928,,,,,,1982 Treasurer,,,
Rhode Island,,,Bristol,9709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10763,,,,,,1984 Attorney General,,,
Rhode Island,,,Kent,32916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38182,,,,,,1984 Attorney General,,,
Rhode Island,,,Newport,17197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15949,,,,,,1984 Attorney General,,,
Rhode Island,,,Providence,118299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116418,,,,,,1984 Attorney General,,,
Rhode Island,,,Washington,19632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21543,,,,,,1984 Attorney General,,,
Rhode Island,,,Bristol,9202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10842,,,,,,1984 Lt. Gubernatorial,,,
Rhode Island,,,Kent,31485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38443,,,,,,1984 Lt. Gubernatorial,,,
Rhode Island,,,Newport,15347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17085,,,,,,1984 Lt. Gubernatorial,,,
Rhode Island,,,Providence,123335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105428,,,,,,1984 Lt. Gubernatorial,,,
Rhode Island,,,Washington,17752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22730,,,,,,1984 Lt. Gubernatorial,,,
Rhode Island,,,Bristol,5560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14582,,,,,,1984 Secretary of State,,,
Rhode Island,,,Kent,19752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50251,,,,,,1984 Secretary of State,,,
Rhode Island,,,Newport,8363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24247,,,,,,1984 Secretary of State,,,
Rhode Island,,,Providence,84003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144263,,,,,,1984 Secretary of State,,,
Rhode Island,,,Washington,10067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30591,,,,,,1984 Secretary of State,,,
Rhode Island,,,Bristol,10033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8508,,,,,,1984 Treasurer,,,
Rhode Island,,,Kent,32020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34755,,,,,,1984 Treasurer,,,
Rhode Island,,,Newport,15391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14602,,,,,,1984 Treasurer,,,
Rhode Island,,,Providence,142802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72100,,,,,,1984 Treasurer,,,
Rhode Island,,,Washington,17961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19972,,,,,,1984 Treasurer,,,
Rhode Island,,,Bristol,7836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8831,,,,,,1986 Attorney General,,,
Rhode Island,,,Kent,27479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29344,,,,,,1986 Attorney General,,,
Rhode Island,,,Newport,12328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13231,,,,,,1986 Attorney General,,,
Rhode Island,,,Providence,100235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89634,,,,,,1986 Attorney General,,,
Rhode Island,,,Washington,15821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17404,,,,,,1986 Attorney General,,,
Rhode Island,,,Bristol,7897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8702,,,,,,1986 Lt. Gubernatorial,,,
Rhode Island,,,Kent,28682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28122,,,,,,1986 Lt. Gubernatorial,,,
Rhode Island,,,Newport,12066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13745,,,,,,1986 Lt. Gubernatorial,,,
Rhode Island,,,Providence,106438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83238,,,,,,1986 Lt. Gubernatorial,,,
Rhode Island,,,Washington,14542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18543,,,,,,1986 Lt. Gubernatorial,,,
Rhode Island,,,Bristol,9903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5667,,,,,,1986 Secretary of State,,,
Rhode Island,,,Kent,33119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20126,,,,,,1986 Secretary of State,,,
Rhode Island,,,Newport,17275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7270,,,,,,1986 Secretary of State,,,
Rhode Island,,,Providence,109397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65914,,,,,,1986 Secretary of State,,,
Rhode Island,,,Washington,18007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13088,,,,,,1986 Secretary of State,,,
Rhode Island,,,Bristol,11272,,,,,,,,,,,,,,,,,,,,,,,159,,,,,,,,,,,4080,,,,,,1986 Treasurer,,,
Rhode Island,,,Kent,40186,,,,,,,,,,,,,,,,,,,,,,,682,,,,,,,,,,,12875,,,,,,1986 Treasurer,,,
Rhode Island,,,Newport,16911,,,,,,,,,,,,,,,,,,,,,,,287,,,,,,,,,,,6968,,,,,,1986 Treasurer,,,
Rhode Island,,,Providence,135694,,,,,,,,,,,,,,,,,,,,,,,2197,,,,,,,,,,,39826,,,,,,1986 Treasurer,,,
Rhode Island,,,Washington,20722,,,,,,,,,,,,,,,,,,,,,,,1056,,,,,,,,,,,9384,,,,,,1986 Treasurer,,,
Rhode Island,,,Bristol,13719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6955,,,,,,1988 Attorney General,,,
Rhode Island,,,Kent,46030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23022,,,,,,1988 Attorney General,,,
Rhode Island,,,Newport,22339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9632,,,,,,1988 Attorney General,,,
Rhode Island,,,Providence,153549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64846,,,,,,1988 Attorney General,,,
Rhode Island,,,Washington,28922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13887,,,,,,1988 Attorney General,,,
Rhode Island,,,Bristol,10874,,,,,,,,,,,,,,,,,,,,,,,306,,,,,,,,,,,9760,,,,,,1988 Lt. Gubernatorial,,,
Rhode Island,,,Kent,38390,,,,,,,,,,,,,,,,,,,,,,,1620,,,,,,,,,,,29801,,,,,,1988 Lt. Gubernatorial,,,
Rhode Island,,,Newport,17139,,,,,,,,,,,,,,,,,,,,,,,507,,,,,,,,,,,14795,,,,,,1988 Lt. Gubernatorial,,,
Rhode Island,,,Providence,139331,,,,,,,,,,,,,,,,,,,,,,,4419,,,,,,,,,,,78375,,,,,,1988 Lt. Gubernatorial,,,
Rhode Island,,,Washington,22267,,,,,,,,,,,,,,,,,,,,,,,688,,,,,,,,,,,20044,,,,,,1988 Lt. Gubernatorial,,,
Rhode Island,,,Bristol,14809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5320,,,,,,1988 Secretary of State,,,
Rhode Island,,,Kent,48253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18608,,,,,,1988 Secretary of State,,,
Rhode Island,,,Newport,24746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7716,,,,,,1988 Secretary of State,,,
Rhode Island,,,Providence,164851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44326,,,,,,1988 Secretary of State,,,
Rhode Island,,,Washington,28682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12536,,,,,,1988 Secretary of State,,,
Rhode Island,,,Bristol,11285,,,,,,,,,,,,,,,,,,,,,,,692,,,,,,,,,,,8870,,,,,,1988 Treasurer,,,
Rhode Island,,,Kent,33097,,,,,,,,,,,,,,,,,,,,,,,2568,,,,,,,,,,,34507,,,,,,1988 Treasurer,,,
Rhode Island,,,Newport,18051,,,,,,,,,,,,,,,,,,,,,,,973,,,,,,,,,,,13286,,,,,,1988 Treasurer,,,
Rhode Island,,,Providence,139772,,,,,,,,,,,,,,,,,,,,,,,10468,,,,,,,,,,,71736,,,,,,1988 Treasurer,,,
Rhode Island,,,Washington,21874,,,,,,,,,,,,,,,,,,,,,,,1445,,,,,,,,,,,19262,,,,,,1988 Treasurer,,,
Rhode Island,,,Bristol,11750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6850,,,,,,1990 Attorney General,,,
Rhode Island,,,Kent,41363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23249,,,,,,1990 Attorney General,,,
Rhode Island,,,Newport,19001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9179,,,,,,1990 Attorney General,,,
Rhode Island,,,Providence,136656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60071,,,,,,1990 Attorney General,,,
Rhode Island,,,Washington,25705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12745,,,,,,1990 Attorney General,,,
Rhode Island,,,Bristol,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5257,,,,,,1990 Lt. Gubernatorial,,,
Rhode Island,,,Kent,44239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18976,,,,,,1990 Lt. Gubernatorial,,,
Rhode Island,,,Newport,19181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7830,,,,,,1990 Lt. Gubernatorial,,,
Rhode Island,,,Providence,149612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41424,,,,,,1990 Lt. Gubernatorial,,,
Rhode Island,,,Washington,26353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11016,,,,,,1990 Lt. Gubernatorial,,,
Rhode Island,,,Bristol,12402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5696,,,,,,1990 Secretary of State,,,
Rhode Island,,,Kent,45273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17509,,,,,,1990 Secretary of State,,,
Rhode Island,,,Newport,20137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8225,,,,,,1990 Secretary of State,,,
Rhode Island,,,Providence,140107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49216,,,,,,1990 Secretary of State,,,
Rhode Island,,,Washington,24861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12370,,,,,,1990 Secretary of State,,,
Rhode Island,,,Bristol,13202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5111,,,,,,1990 Treasurer,,,
Rhode Island,,,Kent,46915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16515,,,,,,1990 Treasurer,,,
Rhode Island,,,Newport,19786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7677,,,,,,1990 Treasurer,,,
Rhode Island,,,Providence,150850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45634,,,,,,1990 Treasurer,,,
Rhode Island,,,Washington,26881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10320,,,,,,1990 Treasurer,,,
Rhode Island,,,Bristol,10646,,,,,,,,,,,,,,,,,,,,,,,125,,,310,,,,,,,,11675,,,,,,1992 Attorney General,,,
Rhode Island,,,Kent,32972,,,,,,,,,,,,,,,,,,,,,,,502,,,2030,,,,,,,,42037,,,,,,1992 Attorney General,,,
Rhode Island,,,Newport,17326,,,,,,,,,,,,,,,,,,,,,,,271,,,532,,,,,,,,16607,,,,,,1992 Attorney General,,,
Rhode Island,,,Providence,113297,,,,,,,,,,,,,,,,,,,,,,,1958,,,6287,,,,,,,,111755,,,,,,1992 Attorney General,,,
Rhode Island,,,Washington,22753,,,,,,,,,,,,,,,,,,,,,,,389,,,969,,,,,,,,24252,,,,,,1992 Attorney General,,,
Rhode Island,,,Bristol,14242,,,,,,,,,,,,,,,,,,,,,,,1644,,,,,,,,,,,4971,,,,,,1992 Lt. Gubernatorial,,,
Rhode Island,,,Kent,48366,,,,,,,,,,,,,,,,,,,,,,,7857,,,,,,,,,,,15598,,,,,,1992 Lt. Gubernatorial,,,
Rhode Island,,,Newport,20980,,,,,,,,,,,,,,,,,,,,,,,3354,,,,,,,,,,,7850,,,,,,1992 Lt. Gubernatorial,,,
Rhode Island,,,Providence,145404,,,,,,,,,,,,,,,,,,,,,,,21821,,,,,,,,,,,47067,,,,,,1992 Lt. Gubernatorial,,,
Rhode Island,,,Washington,27339,,,,,,,,,,,,,,,,,,,,,,,6501,,,,,,,,,,,10688,,,,,,1992 Lt. Gubernatorial,,,
Rhode Island,,,Bristol,10472,,,,,,,,,,,,,,,,,,,,,,,,,,616,,,,,,,,10820,,,,,,1992 Secretary of State,,,
Rhode Island,,,Kent,33273,,,,,,,,,,,,,,,,,,,,,,,,,,4763,,,,,,,,36829,,,,,,1992 Secretary of State,,,
Rhode Island,,,Newport,17661,,,,,,,,,,,,,,,,,,,,,,,,,,1084,,,,,,,,16009,,,,,,1992 Secretary of State,,,
Rhode Island,,,Providence,106707,,,,,,,,,,,,,,,,,,,,,,,,,,11516,,,,,,,,104462,,,,,,1992 Secretary of State,,,
Rhode Island,,,Washington,20526,,,,,,,,,,,,,,,,,,,,,,,,,,2216,,,,,,,,23730,,,,,,1992 Secretary of State,,,
Rhode Island,,,Bristol,6826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15019,,,,,,1992 Treasurer,,,
Rhode Island,,,Kent,28719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44578,,,,,,1992 Treasurer,,,
Rhode Island,,,Newport,12557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403,,,,,,1992 Treasurer,,,
Rhode Island,,,Providence,99510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118752,,,,,,1992 Treasurer,,,
Rhode Island,,,Washington,17175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28538,,,,,,1992 Treasurer,,,
Rhode Island,,,Bristol,3688,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,,,,,,14641,,,,,,1994 Attorney General,,,
Rhode Island,,,Kent,12933,,,,,,,,,,,,,,,,,,,,,,,1168,,,,,,,,,,,52367,,,,,,1994 Attorney General,,,
Rhode Island,,,Newport,6133,,,,,,,,,,,,,,,,,,,,,,,436,,,,,,,,,,,22293,,,,,,1994 Attorney General,,,
Rhode Island,,,Providence,45553,,,,,,,,,,,,,,,,,,,,,,,4571,,,,,,,,,,,144439,,,,,,1994 Attorney General,,,
Rhode Island,,,Washington,8523,,,,,,,,,,,,,,,,,,,,,,,756,,,,,,,,,,,32270,,,,,,1994 Attorney General,,,
Rhode Island,,,Bristol,12413,,,,,,,,,,,,,,,,,,,,,,,967,,,,,,,,,,,4534,,,,,,1994 Lt. Gubernatorial,,,
Rhode Island,,,Kent,40152,,,,,,,,,,,,,,,,,,,,,,,3829,,,,,,,,,,,19511,,,,,,1994 Lt. Gubernatorial,,,
Rhode Island,,,Newport,19368,,,,,,,,,,,,,,,,,,,,,,,1429,,,,,,,,,,,6962,,,,,,1994 Lt. Gubernatorial,,,
Rhode Island,,,Providence,128138,,,,,,,,,,,,,,,,,,,,,,,10395,,,,,,,,,,,47809,,,,,,1994 Lt. Gubernatorial,,,
Rhode Island,,,Washington,25163,,,,,,,,,,,,,,,,,,,,,,,3412,,,,,,,,,,,11304,,,,,,1994 Lt. Gubernatorial,,,
Rhode Island,,,Bristol,9182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8876,,,,,,1994 Secretary of State,,,
Rhode Island,,,Kent,37510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27319,,,,,,1994 Secretary of State,,,
Rhode Island,,,Newport,15141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12812,,,,,,1994 Secretary of State,,,
Rhode Island,,,Providence,105022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82138,,,,,,1994 Secretary of State,,,
Rhode Island,,,Washington,20481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19373,,,,,,1994 Secretary of State,,,
Rhode Island,,,Bristol,4907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13264,,,,,,1994 Treasurer,,,
Rhode Island,,,Kent,20233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43606,,,,,,1994 Treasurer,,,
Rhode Island,,,Newport,8372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19373,,,,,,1994 Treasurer,,,
Rhode Island,,,Providence,68882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115898,,,,,,1994 Treasurer,,,
Rhode Island,,,Washington,12377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27239,,,,,,1994 Treasurer,,,
Rhode Island,,,Bristol,9770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6410,,,,,,1998 Attorney General,,,
Rhode Island,,,Kent,35541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19350,,,,,,1998 Attorney General,,,
Rhode Island,,,Newport,16525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9097,,,,,,1998 Attorney General,,,
Rhode Island,,,Providence,114207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51741,,,,,,1998 Attorney General,,,
Rhode Island,,,Washington,24368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14037,,,,,,1998 Attorney General,,,
Rhode Island,,,Bristol,7364,,,,,,,,,,,,,,,,,,,,,,,,,,411,435,,,,,,,7599,,,,,,1998 Lt. Gubernatorial,,,
Rhode Island,,,Kent,25834,,,,,,,,,,,,,,,,,,,,,,,,,,1916,1376,,,,,,,25323,,,,,,1998 Lt. Gubernatorial,,,
Rhode Island,,,Newport,11797,,,,,,,,,,,,,,,,,,,,,,,,,,644,762,,,,,,,11902,,,,,,1998 Lt. Gubernatorial,,,
Rhode Island,,,Providence,88004,,,,,,,,,,,,,,,,,,,,,,,,,,4733,4233,,,,,,,67610,,,,,,1998 Lt. Gubernatorial,,,
Rhode Island,,,Washington,16534,,,,,,,,,,,,,,,,,,,,,,,,,,1100,2227,,,,,,,17950,,,,,,1998 Lt. Gubernatorial,,,
Rhode Island,,,Bristol,12492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3348,,,,,,1998 Secretary of State,,,
Rhode Island,,,Kent,45299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9148,,,,,,1998 Secretary of State,,,
Rhode Island,,,Newport,18700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6236,,,,,,1998 Secretary of State,,,
Rhode Island,,,Providence,137298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25590,,,,,,1998 Secretary of State,,,
Rhode Island,,,Washington,28427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9071,,,,,,1998 Secretary of State,,,
Rhode Island,,,Bristol,7100,,,,,,,,,,,,,,,,,,,,,,,,,,924,,,,,,,,7592,,,,,,1998 Treasurer,,,
Rhode Island,,,Kent,22433,,,,,,,,,,,,,,,,,,,,,,,,,,6214,,,,,,,,25163,,,,,,1998 Treasurer,,,
Rhode Island,,,Newport,10442,,,,,,,,,,,,,,,,,,,,,,,,,,1603,,,,,,,,12524,,,,,,1998 Treasurer,,,
Rhode Island,,,Providence,84945,,,,,,,,,,,,,,,,,,,,,,,,,,10228,,,,,,,,65879,,,,,,1998 Treasurer,,,
Rhode Island,,,Washington,14171,,,,,,,,,,,,,,,,,,,,,,,,,,3074,,,,,,,,19674,,,,,,1998 Treasurer,,,
Rhode Island,,,Bristol,10216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6735,,,,,,2002 Attorney General,,,
Rhode Island,,,Kent,33554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23260,,,,,,2002 Attorney General,,,
Rhode Island,,,Newport,15150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12012,,,,,,2002 Attorney General,,,
Rhode Island,,,Providence,109778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57753,,,,,,2002 Attorney General,,,
Rhode Island,,,Washington,22790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19957,,,,,,2002 Attorney General,,,
Rhode Island,,,Bristol,6253,,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,,3659,,,7839,,,2002 Lt. Gubernatorial,,,
Rhode Island,,,Kent,30744,,,,,,,,,,,,,,,,,,,,,,,,,,,1164,,,,,,,17121,,,10660,,,2002 Lt. Gubernatorial,,,
Rhode Island,,,Newport,12408,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,7605,,,8203,,,2002 Lt. Gubernatorial,,,
Rhode Island,,,Providence,105274,,,,,,,,,,,,,,,,,,,,,,,,,,,4586,,,,,,,38185,,,26017,,,2002 Lt. Gubernatorial,,,
Rhode Island,,,Washington,20539,,,,,,,,,,,,,,,,,,,,,,,,,,,1909,,,,,,,14243,,,8525,,,2002 Lt. Gubernatorial,,,
Rhode Island,,,Bristol,9930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7576,,,,,,2002 Secretary of State,,,
Rhode Island,,,Kent,37917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19891,,,,,,2002 Secretary of State,,,
Rhode Island,,,Newport,16942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10863,,,,,,2002 Secretary of State,,,
Rhode Island,,,Providence,125047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43935,,,,,,2002 Secretary of State,,,
Rhode Island,,,Washington,26946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16515,,,,,,2002 Secretary of State,,,
Rhode Island,,,Bristol,12043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5557,,,,,,2002 Treasurer,,,
Rhode Island,,,Kent,40845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17926,,,,,,2002 Treasurer,,,
Rhode Island,,,Newport,18283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9892,,,,,,2002 Treasurer,,,
Rhode Island,,,Providence,130562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40722,,,,,,2002 Treasurer,,,
Rhode Island,,,Washington,28573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15360,,,,,,2002 Treasurer,,,
Rhode Island,,,Bristol,11905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8789,,,,,,2006 Attorney General,,,
Rhode Island,,,Kent,38860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32734,,,,,,2006 Attorney General,,,
Rhode Island,,,Newport,18705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14431,,,,,,2006 Attorney General,,,
Rhode Island,,,Providence,126963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72725,,,,,,2006 Attorney General,,,
Rhode Island,,,Washington,29391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24996,,,,,,2006 Attorney General,,,
Rhode Island,,,Bristol,9053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5707,,,6176,,,2006 Lt. Gubernatorial,,,
Rhode Island,,,Kent,34226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29112,,,8865,,,2006 Lt. Gubernatorial,,,
Rhode Island,,,Newport,15849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10949,,,6490,,,2006 Lt. Gubernatorial,,,
Rhode Island,,,Providence,117004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62015,,,21750,,,2006 Lt. Gubernatorial,,,
Rhode Island,,,Washington,26527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20228,,,7939,,,2006 Lt. Gubernatorial,,,
Rhode Island,,,Bristol,9895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10282,,,,,,2006 Secretary of State,,,
Rhode Island,,,Kent,31482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39322,,,,,,2006 Secretary of State,,,
Rhode Island,,,Newport,15547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16608,,,,,,2006 Secretary of State,,,
Rhode Island,,,Providence,119854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77513,,,,,,2006 Secretary of State,,,
Rhode Island,,,Washington,23280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29765,,,,,,2006 Secretary of State,,,
