State,Year,Office,County,D#,R#,PI#,S#,MR#,Proh.#,SL#,Prog.#,U#,Am.#,I1#,I2#,I3#,Neb.#,Ref.#,NL#,Pet1.#,Pet.2#,G#,L#,NA#,W/I#,Pet.#,NPL#,Pet.#.1,W/I1#,W/I2#,W/I3#,W/I4#,Year/Office
Nebraska,1908,President,Morrill,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Nance,926,1082,,6,,45,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Nemaha,1674,1583,,41,,49,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Nuckolls,1523,1519,,11,,35,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Otoe,2411,2243,,18,,71,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Pawnee,1115,1468,,9,,80,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Perkins,265,254,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Phelps,1238,1445,,29,,116,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Pierce,1095,1067,,9,,27,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Platte,2487,1584,,8,,67,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Polk,1264,1171,,43,,165,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Red Willow,1317,1242,,78,,53,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Richardson,2258,2123,,17,,71,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Rock,334,469,,15,,14,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Saline,2249,2048,,16,,93,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Sarpy,1090,912,,26,,41,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Saunders,2679,2309,,32,,91,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Scotts Bluff,549,789,,73,,30,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Seward,2029,1930,,3,,41,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Sheridan,733,709,,43,,34,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Sherman,925,776,,50,,23,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Sioux,464,516,,11,,24,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Stanton,823,792,,6,,9,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Thayer,1703,1714,,23,,53,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Thomas,130,95,,7,,2,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Thurston,734,895,,13,,15,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Valley,1045,1040,,10,,51,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Washington,1460,1592,,40,,39,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Wayne,1055,1297,,10,,23,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Webster,1354,1408,,17,,119,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,Wheeler,252,236,,19,,10,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1908,President,York,2042,2209,,9,,124,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Adams,2117,796,,188,,124,,943,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Antelope,1238,877,,50,,32,,946,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Banner,56,53,,34,,2,,128,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Blaine,163,126,,32,,6,,107,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Boone,1360,570,,48,,36,,939,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Box Butte,518,227,,97,,19,,423,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Boyd,651,281,,57,,23,,651,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Brown,483,295,,91,,21,,413,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Buffalo,2061,1081,,259,,57,,1256,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Burt,1040,865,,41,,20,,1003,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Butler,1756,823,,38,,37,,585,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Cass,2009,970,,152,,66,,1132,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Cedar,1511,716,,8,,15,,1044,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Chase,262,197,,38,,23,,264,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Cherry,1047,679,,230,,36,,630,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Cheyenne,348,233,,78,,20,,281,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Clay,1694,557,,52,,63,,1292,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Colfax,998,620,,79,,11,,392,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Cuming,1484,759,,30,,8,,476,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Custer,2395,1051,,353,,79,,1898,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Dakota,612,408,,49,,11,,350,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Dawes,583,298,,65,,15,,610,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Dawson,1613,449,,74,,54,,1207,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Deuel,135,64,,25,,1,,157,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Dixon,823,582,,23,,38,,955,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Dodge,1987,1330,,209,,74,,935,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Douglas,12908,6185,,2154,,124,,7911,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Dundy,304,148,,71,,10,,347,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Fillmore,1736,972,,77,,43,,787,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Franklin,1148,332,,58,,30,,779,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Frontier,657,293,,120,,37,,579,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Furnas,1266,354,,83,,55,,809,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Gage,2593,1336,,173,,87,,2159,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Garden,282,136,,48,,18,,369,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Garfield,234,192,,135,,5,,245,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Gosper,524,129,,9,,15,,283,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Grant,93,82,,7,,2,,52,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Greeley,913,371,,65,,21,,376,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Hall,2085,1047,,249,,58,,973,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Hamilton,1433,450,,87,,63,,1055,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Harlan,918,325,,141,,64,,611,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Hayes,189,106,,41,,8,,247,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Hitchcock,471,128,,60,,28,,370,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Holt,1456,778,,129,,42,,1193,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Hooker,121,103,,19,,1,,57,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Howard,1118,431,,87,,24,,542,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Jefferson,1396,655,,226,,43,,1205,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Johnson,890,672,,26,,20,,649,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Kearney,1012,336,,42,,33,,657,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Keith,304,188,,85,,5,,234,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Keya Paha,221,259,,70,,11,,246,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Kimball,109,73,,18,,3,,206,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Knox,1803,1028,,81,,26,,930,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Lancaster,6708,2566,,446,,268,,4143,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Lincoln,1129,690,,400,,60,,911,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Logan,153,97,,17,,6,,110,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Loup,113,131,,59,,7,,148,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Madison,180,114,,45,,7,,231,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,McPherson,1718,1181,,56,,37,,1015,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Merrick,950,526,,40,,111,,694,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Morrill,391,227,,75,,25,,400,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Nance,716,630,,20,,27,,534,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Nemaha,1374,672,,55,,44,,842,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Nuckolls,1312,738,,78,,38,,851,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Otoe,1945,922,,70,,50,,1053,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Pawnee,958,593,,53,,51,,711,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Perkins,253,101,,32,,3,,190,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Phelps,972,254,,76,,32,,1071,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Pierce,948,694,,15,,16,,461,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Platte,2015,589,,45,,31,,1200,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Polk,996,485,,89,,142,,784,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Red Willow,923,256,,190,,26,,782,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Richardson,1977,965,,104,,52,,1350,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Rock,279,230,,56,,15,,289,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Saline,1942,1185,,58,,69,,731,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Sarpy,857,404,,70,,23,,439,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Saunders,2080,864,,89,,58,,1508,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Scotts Bluff,495,314,,230,,31,,657,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Seward,1573,788,,30,,27,,966,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Sheridan,630,377,,122,,30,,512,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Sherman,673,455,,123,,18,,592,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Sioux,375,150,,63,,8,,395,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Stanton,724,471,,15,,5,,297,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Thayer,1490,703,,85,,49,,963,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Thomas,172,86,,22,,3,,103,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Thurston,834,437,,63,,12,,492,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Valley,788,552,,121,,43,,561,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Washington,1180,599,,91,,18,,906,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Wayne,808,600,,19,,9,,722,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Webster,1168,532,,79,,70,,915,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,Wheeler,194,70,,37,,3,,179,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1912,President,York,1886,962,,86,,92,,1085,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Adams,2657,2041,,98,,64,8,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Antelope,1881,1495,,32,,41,1,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Arthur,286,143,,9,,3,4,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Banner,166,142,,17,,1,6,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Blaine,246,184,,13,,9,0,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Boone,2005,1225,,35,,36,7,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Box Butte,914,591,,28,,23,14,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Boyd,852,809,,47,,12,2,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Brown,901,528,,42,,17,16,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Buffalo,2877,2216,,136,,63,11,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Burt,1425,1508,,23,,24,16,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Butler,2332,1120,,35,,21,3,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Cass,2595,1927,,135,,61,6,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Cedar,1715,1727,,21,,26,2,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Chase,551,369,,40,,21,6,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Cherry,1734,1091,,124,,34,11,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Cheyenne,834,563,,41,,24,11,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Clay,1975,1737,,69,,33,7,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Colfax,1628,897,,47,,6,1,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Cuming,1424,1551,,51,,9,4,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Custer,3609,2047,,227,,83,12,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Dakota,1032,612,,22,,10,3,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Dawes,1088,751,,49,,16,1,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Dawson,1989,1444,,60,,42,9,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Deuel,340,181,,16,,4,3,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Dixon,1350,1208,,29,,28,0,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Dodge,2644,2446,,160,,50,6,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Douglas,24796,14557,,1755,,294,35,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Dundy,570,347,,43,,17,0,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Fillmore,1911,1561,,42,,35,3,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Franklin,1345,1081,,38,,26,10,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Frontier,1138,736,,67,,28,5,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Furnas,1607,1163,,43,,53,9,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Gage,3385,3383,,83,,74,20,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Garden,598,306,,34,,15,3,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Garfield,426,302,,57,,11,11,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Gosper,617,434,,20,,11,3,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Grant,241,157,,6,,3,0,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Greeley,1289,627,,43,,17,8,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Hall,2483,2555,,159,,61,6,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Hamilton,1816,1444,,31,,49,6,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Harlan,1267,834,,95,,27,2,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Hayes,382,219,,39,,9,8,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Hitchcock,733,435,,25,,9,1,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Holt,2213,1568,,77,,38,5,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Hooker,218,109,,3,,7,1,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Howard,1695,698,,54,,21,18,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Jefferson,1841,1813,,177,,38,1,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Johnson,1117,1373,,14,,15,5,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Kearney,1396,760,,46,,19,1,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Keith,544,389,,46,,11,6,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Keya Paha,401,316,,40,,13,25,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Kimball,388,223,,20,,13,5,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Knox,2329,1910,,53,,29,9,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Lancaster,9093,7042,,314,,232,7,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Lincoln,2192,1309,,213,,40,28,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Logan,283,172,,25,,8,2,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Loup,219,164,,36,,8,4,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Madison,184,106,,15,,9,4,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,McPherson,2358,2428,,47,,42,22,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Merrick,1349,1178,,49,,50,2,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Morrill,888,470,,57,,12,1,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Nance,1165,930,,17,,18,5,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Nemaha,1658,1438,,46,,34,3,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Nuckolls,1732,1411,,70,,28,2,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Otoe,2344,2121,,53,,40,8,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Pawnee,1171,1228,,33,,41,0,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Perkins,397,210,,41,,5,2,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Phelps,1425,971,,71,,42,6,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Pierce,1030,1228,,15,,17,1,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Platte,2412,1918,,41,,27,7,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Polk,1600,1060,,46,,50,12,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Red Willow,1418,977,,144,,17,13,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Richardson,2650,2039,,64,,66,1,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Rock,449,375,,46,,7,2,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Saline,2646,1469,,32,,27,11,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Sarpy,1320,885,,33,,17,3,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Saunders,2671,1957,,89,,66,10,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Scotts Bluff,1587,1144,,169,,30,5,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Seward,1797,1855,,24,,22,4,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Sheridan,1158,604,,74,,27,4,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Sherman,1208,706,,79,,19,16,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Sioux,737,344,,33,,14,0,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Stanton,899,736,,17,,15,9,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Thayer,1581,1772,,74,,30,0,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Thomas,261,244,,18,,6,4,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Thurston,1255,717,,26,,11,0,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Valley,1388,840,,51,,15,11,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Washington,1555,1297,,76,,20,2,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Wayne,1006,1208,,19,,29,6,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Webster,1469,1191,,61,,46,4,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,Wheeler,270,163,,59,,2,0,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1916,President,York,2206,2011,,48,,59,27,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1920,President,Adams,1932,4849,,118,,109,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Antelope,1154,3322,,83,,126,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Arthur,94,167,,18,,14,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Banner,69,258,,24,,5,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Blaine,176,328,,6,,4,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Boone,1461,3108,,60,,82,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Box Butte,756,1630,,65,,52,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Boyd,527,1482,,79,,28,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Brown,558,1417,,33,,57,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Buffalo,2258,4954,,177,,168,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Burt,1194,2969,,47,,18,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Butler,1918,2478,,40,,50,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Cass,2192,3575,,245,,115,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Cedar,1279,3906,,35,,23,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Chase,414,976,,33,,52,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Cherry,711,1636,,66,,52,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Cheyenne,604,1857,,76,,45,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Clay,1466,3392,,79,,71,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Colfax,957,1992,,42,,14,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Cuming,764,3177,,81,,18,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Custer,2739,4974,,387,,263,,,,,,,,,,,,,,,,24,,,,,,,,
Nebraska,1920,President,Dakota,873,1525,,28,,11,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Dawes,900,1801,,63,,24,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Dawson,1444,3384,,140,,160,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Deuel,321,684,,35,,15,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Dixon,911,2435,,16,,47,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Dodge,1799,4832,,161,,72,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Douglas,18439,28543,,2116,,246,,,,,,,,,,,,,,,,31,,,,,,,,
Nebraska,1920,President,Dundy,375,1094,,70,,33,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Fillmore,1549,2803,,26,,41,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Franklin,1030,2294,,36,,43,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Frontier,673,1750,,66,,81,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Furnas,1371,2445,,72,,151,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Gage,2477,6059,,106,,144,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Garden,421,924,,26,,24,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Garfield,252,611,,65,,22,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Gosper,486,794,,41,,47,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Grant,141,256,,2,,0,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Greeley,1180,1345,,58,,35,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Hall,1724,4719,,582,,98,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Hamilton,1356,2950,,45,,59,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Harlan,974,1756,,143,,74,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Hayes,207,512,,42,,10,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Hitchcock,615,1127,,58,,30,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Holt,1577,3163,,75,,83,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Hooker,117,230,,8,,7,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Howard,1311,1508,,109,,43,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Jefferson,1408,3488,,107,,131,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1920,President,Johnson,909,2416,,24,,40,,,,,,,,,,,,,,,,0,,,,,,,,
