State,Year,Office,County,D#,R#,PI#,S#,MR#,Proh.#,SL#,Prog.#,U#,Am.#,I1#,I2#,I3#,Neb.#,Ref.#,NL#,Pet1.#,Pet.2#,G#,L#,NA#,W/I#,Pet.#,NPL#,Pet.#.1,W/I1#,W/I2#,W/I3#,W/I4#,Year/Office
Nebraska,2016,President,Otoe,2025,4860,,,,,,,,,,,,,,,58,,,375,,139,,,,,,,,
Nebraska,2016,President,Pawnee,279,974,,,,,,,,,,,,,,,10,,,55,,9,,,,,,,,
Nebraska,2016,President,Perkins,161,1217,,,,,,,,,,,,,,,5,,,54,,18,,,,,,,,
Nebraska,2016,President,Phelps,572,3849,,,,,,,,,,,,,,,18,,,190,,66,,,,,,,,
Nebraska,2016,President,Pierce,382,3052,,,,,,,,,,,,,,,21,,,125,,50,,,,,,,,
Nebraska,2016,President,Platte,2646,10965,,,,,,,,,,,,,,,86,,,495,,241,,,,,,,,
Nebraska,2016,President,Polk,413,2028,,,,,,,,,,,,,,,6,,,102,,33,,,,,,,,
Nebraska,2016,President,Red Willow,645,4258,,,,,,,,,,,,,,,26,,,191,,50,,,,,,,,
Nebraska,2016,President,Richardson,818,2769,,,,,,,,,,,,,,,27,,,159,,32,,,,,,,,
Nebraska,2016,President,Rock,70,687,,,,,,,,,,,,,,,4,,,33,,4,,,,,,,,
Nebraska,2016,President,Saline,1733,3004,,,,,,,,,,,,,,,52,,,284,,63,,,,,,,,
Nebraska,2016,President,Sarpy,28033,45143,,,,,,,,,,,,,,,836,,,4682,,1886,,,,,,,,
Nebraska,2016,President,Saunders,2523,7555,,,,,,,,,,,,,,,97,,,515,,170,,,,,,,,
Nebraska,2016,President,Scotts Bluff,3207,10076,,,,,,,,,,,,,,,126,,,683,,225,,,,,,,,
Nebraska,2016,President,Seward,1875,5454,,,,,,,,,,,,,,,84,,,337,,172,,,,,,,,
Nebraska,2016,President,Sheridan,287,2211,,,,,,,,,,,,,,,18,,,70,,22,,,,,,,,
Nebraska,2016,President,Sherman,340,1150,,,,,,,,,,,,,,,13,,,59,,11,,,,,,,,
Nebraska,2016,President,Sioux,81,616,,,,,,,,,,,,,,,4,,,28,,7,,,,,,,,
Nebraska,2016,President,Stanton,417,2187,,,,,,,,,,,,,,,14,,,144,,39,,,,,,,,
Nebraska,2016,President,Thayer,499,2051,,,,,,,,,,,,,,,10,,,124,,6,,,,,,,,
Nebraska,2016,President,Thomas,30,344,,,,,,,,,,,,,,,3,,,10,,6,,,,,,,,
Nebraska,2016,President,Thurston,919,1043,,,,,,,,,,,,,,,49,,,56,,21,,,,,,,,
Nebraska,2016,President,Valley,339,1780,,,,,,,,,,,,,,,12,,,53,,21,,,,,,,,
Nebraska,2016,President,Washington,2623,7424,,,,,,,,,,,,,,,97,,,513,,175,,,,,,,,
Nebraska,2016,President,Wayne,835,2693,,,,,,,,,,,,,,,35,,,202,,11,,,,,,,,
Nebraska,2016,President,Webster,306,1330,,,,,,,,,,,,,,,10,,,51,,11,,,,,,,,
Nebraska,2016,President,Wheeler,62,377,,,,,,,,,,,,,,,4,,,17,,5,,,,,,,,
Nebraska,2016,President,York,1186,4700,,,,,,,,,,,,,,,52,,,345,,98,,,,,,,,
Nebraska,1924,US Senate,Adams,2726,5598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Antelope,1451,3763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Arthur,140,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Banner,117,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Blaine,182,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Boone,1860,3390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Box Butte,1138,2173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Boyd,663,1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Brown,731,1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Buffalo,2636,5731,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Burt,1901,2947,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Butler,3021,2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Cass,3040,4023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Cedar,2254,3537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Chase,527,1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Cherry,1284,2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Cheyenne,825,2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Clay,1849,3510,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Colfax,1454,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Cuming,1274,2964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Custer,2621,6411,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Dakota,1115,1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Dawes,913,2630,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Dawson,1665,4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Deuel,311,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Dixon,1217,2730,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Dodge,2959,4855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Douglas,27004,34376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Dundy,434,1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Fillmore,2488,2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Franklin,1386,2243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Frontier,603,2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Furnas,1422,3170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Gage,3772,6215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Garden,447,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Garfield,322,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Gosper,406,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Grant,173,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Greeley,1263,1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Hall,2272,5763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Hamilton,1760,3317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Harlan,1267,2277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Hayes,300,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Hitchcock,631,1428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Holt,1781,3863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Hooker,154,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Howard,1436,1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Jefferson,1864,3577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Johnson,1369,2295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Kearney,1173,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Keith,644,1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Keya Paha,349,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Kimball,437,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Knox,1879,3949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Lancaster,14969,16944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Lincoln,2027,4671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Logan,163,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Loup,151,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Madison,2524,5653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,McPherson,118,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Merrick,1135,2958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Morrill,852,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Nance,1148,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Nemaha,1918,2803,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Nuckolls,1776,2833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Otoe,2633,3480,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Pawnee,1479,2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Perkins,462,1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Phelps,984,2824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Pierce,1022,2425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Platte,2818,3619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Polk,1576,2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Red Willow,1207,3069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Richardson,3073,3957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Rock,384,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Saline,3489,2719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Sarpy,1515,1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Saunders,3221,4240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Scotts Bluff,1444,3702,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Seward,2358,3225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Sheridan,964,2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Sherman,1104,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Sioux,360,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Stanton,811,1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Thayer,2111,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Thomas,231,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Thurston,1230,1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Valley,1017,2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Washington,1545,2434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Wayne,995,2293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Webster,1204,2682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,Wheeler,215,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1924,US Senate,York,2227,4468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1930,US Senate,Adams,2994,4798,,,,,,,,,,,,,,,,,,,,,295,,,,,,,
Nebraska,1930,US Senate,Antelope,2076,3076,,,,,,,,,,,,,,,,,,,,,172,,,,,,,
Nebraska,1930,US Senate,Arthur,202,236,,,,,,,,,,,,,,,,,,,,,86,,,,,,,
Nebraska,1930,US Senate,Banner,237,355,,,,,,,,,,,,,,,,,,,,,30,,,,,,,
Nebraska,1930,US Senate,Blaine,168,407,,,,,,,,,,,,,,,,,,,,,29,,,,,,,
Nebraska,1930,US Senate,Boone,2097,3036,,,,,,,,,,,,,,,,,,,,,190,,,,,,,
Nebraska,1930,US Senate,Box Butte,1304,1712,,,,,,,,,,,,,,,,,,,,,115,,,,,,,
Nebraska,1930,US Senate,Boyd,882,1649,,,,,,,,,,,,,,,,,,,,,51,,,,,,,
Nebraska,1930,US Senate,Brown,925,1434,,,,,,,,,,,,,,,,,,,,,90,,,,,,,
Nebraska,1930,US Senate,Buffalo,3213,3896,,,,,,,,,,,,,,,,,,,,,263,,,,,,,
Nebraska,1930,US Senate,Burt,1654,1879,,,,,,,,,,,,,,,,,,,,,64,,,,,,,
Nebraska,1930,US Senate,Butler,2750,2198,,,,,,,,,,,,,,,,,,,,,169,,,,,,,
Nebraska,1930,US Senate,Cass,2393,3412,,,,,,,,,,,,,,,,,,,,,205,,,,,,,
Nebraska,1930,US Senate,Cedar,1778,3917,,,,,,,,,,,,,,,,,,,,,79,,,,,,,
Nebraska,1930,US Senate,Chase,625,1008,,,,,,,,,,,,,,,,,,,,,101,,,,,,,
Nebraska,1930,US Senate,Cherry,1583,1735,,,,,,,,,,,,,,,,,,,,,168,,,,,,,
Nebraska,1930,US Senate,Cheyenne,1377,1921,,,,,,,,,,,,,,,,,,,,,108,,,,,,,
Nebraska,1930,US Senate,Clay,1704,3645,,,,,,,,,,,,,,,,,,,,,289,,,,,,,
Nebraska,1930,US Senate,Colfax,1758,1663,,,,,,,,,,,,,,,,,,,,,40,,,,,,,
Nebraska,1930,US Senate,Cuming,1600,2642,,,,,,,,,,,,,,,,,,,,,47,,,,,,,
Nebraska,1930,US Senate,Custer,3340,5716,,,,,,,,,,,,,,,,,,,,,582,,,,,,,
Nebraska,1930,US Senate,Dakota,823,2126,,,,,,,,,,,,,,,,,,,,,63,,,,,,,
Nebraska,1930,US Senate,Dawes,1487,2192,,,,,,,,,,,,,,,,,,,,,146,,,,,,,
Nebraska,1930,US Senate,Dawson,2076,3444,,,,,,,,,,,,,,,,,,,,,277,,,,,,,
Nebraska,1930,US Senate,Deuel,420,599,,,,,,,,,,,,,,,,,,,,,50,,,,,,,
Nebraska,1930,US Senate,Dixon,1015,2851,,,,,,,,,,,,,,,,,,,,,86,,,,,,,
Nebraska,1930,US Senate,Dodge,3738,4360,,,,,,,,,,,,,,,,,,,,,280,,,,,,,
Nebraska,1930,US Senate,Douglas,33126,27515,,,,,,,,,,,,,,,,,,,,,1285,,,,,,,
Nebraska,1930,US Senate,Dundy,572,1353,,,,,,,,,,,,,,,,,,,,,64,,,,,,,
Nebraska,1930,US Senate,Fillmore,1999,2734,,,,,,,,,,,,,,,,,,,,,220,,,,,,,
Nebraska,1930,US Senate,Franklin,1446,2124,,,,,,,,,,,,,,,,,,,,,189,,,,,,,
Nebraska,1930,US Senate,Frontier,813,2067,,,,,,,,,,,,,,,,,,,,,79,,,,,,,
Nebraska,1930,US Senate,Furnas,1375,2759,,,,,,,,,,,,,,,,,,,,,250,,,,,,,
Nebraska,1930,US Senate,Gage,3370,5638,,,,,,,,,,,,,,,,,,,,,445,,,,,,,
Nebraska,1930,US Senate,Garden,655,1113,,,,,,,,,,,,,,,,,,,,,99,,,,,,,
Nebraska,1930,US Senate,Garfield,480,688,,,,,,,,,,,,,,,,,,,,,40,,,,,,,
Nebraska,1930,US Senate,Gosper,418,888,,,,,,,,,,,,,,,,,,,,,42,,,,,,,
Nebraska,1930,US Senate,Grant,264,272,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
Nebraska,1930,US Senate,Greeley,1172,1828,,,,,,,,,,,,,,,,,,,,,128,,,,,,,
Nebraska,1930,US Senate,Hall,2649,5310,,,,,,,,,,,,,,,,,,,,,174,,,,,,,
Nebraska,1930,US Senate,Hamilton,1458,3033,,,,,,,,,,,,,,,,,,,,,150,,,,,,,
Nebraska,1930,US Senate,Harlan,970,2140,,,,,,,,,,,,,,,,,,,,,138,,,,,,,
Nebraska,1930,US Senate,Hayes,371,923,,,,,,,,,,,,,,,,,,,,,61,,,,,,,
Nebraska,1930,US Senate,Hitchcock,811,1229,,,,,,,,,,,,,,,,,,,,,111,,,,,,,
Nebraska,1930,US Senate,Holt,1982,3651,,,,,,,,,,,,,,,,,,,,,236,,,,,,,
Nebraska,1930,US Senate,Hooker,212,273,,,,,,,,,,,,,,,,,,,,,8,,,,,,,
Nebraska,1930,US Senate,Howard,1332,2158,,,,,,,,,,,,,,,,,,,,,59,,,,,,,
Nebraska,1930,US Senate,Jefferson,1556,4575,,,,,,,,,,,,,,,,,,,,,204,,,,,,,
Nebraska,1930,US Senate,Johnson,1217,2320,,,,,,,,,,,,,,,,,,,,,150,,,,,,,
Nebraska,1930,US Senate,Kearney,984,1923,,,,,,,,,,,,,,,,,,,,,124,,,,,,,
Nebraska,1930,US Senate,Keith,1006,1258,,,,,,,,,,,,,,,,,,,,,101,,,,,,,
Nebraska,1930,US Senate,Keya Paha,545,790,,,,,,,,,,,,,,,,,,,,,37,,,,,,,
Nebraska,1930,US Senate,Kimball,649,955,,,,,,,,,,,,,,,,,,,,,60,,,,,,,
Nebraska,1930,US Senate,Knox,2190,3583,,,,,,,,,,,,,,,,,,,,,102,,,,,,,
Nebraska,1930,US Senate,Lancaster,10230,12992,,,,,,,,,,,,,,,,,,,,,1546,,,,,,,
Nebraska,1930,US Senate,Lincoln,2230,3288,,,,,,,,,,,,,,,,,,,,,208,,,,,,,
Nebraska,1930,US Senate,Logan,349,436,,,,,,,,,,,,,,,,,,,,,69,,,,,,,
Nebraska,1930,US Senate,Loup,151,366,,,,,,,,,,,,,,,,,,,,,34,,,,,,,
Nebraska,1930,US Senate,Madison,3195,3831,,,,,,,,,,,,,,,,,,,,,143,,,,,,,
Nebraska,1930,US Senate,McPherson,142,223,,,,,,,,,,,,,,,,,,,,,37,,,,,,,
Nebraska,1930,US Senate,Merrick,1116,2572,,,,,,,,,,,,,,,,,,,,,220,,,,,,,
Nebraska,1930,US Senate,Morrill,938,1617,,,,,,,,,,,,,,,,,,,,,76,,,,,,,
Nebraska,1930,US Senate,Nance,1041,1909,,,,,,,,,,,,,,,,,,,,,122,,,,,,,
Nebraska,1930,US Senate,Nemaha,1855,2659,,,,,,,,,,,,,,,,,,,,,143,,,,,,,
Nebraska,1930,US Senate,Nuckolls,1580,2593,,,,,,,,,,,,,,,,,,,,,179,,,,,,,
Nebraska,1930,US Senate,Otoe,2337,3009,,,,,,,,,,,,,,,,,,,,,213,,,,,,,
Nebraska,1930,US Senate,Pawnee,1517,2082,,,,,,,,,,,,,,,,,,,,,128,,,,,,,
Nebraska,1930,US Senate,Perkins,653,970,,,,,,,,,,,,,,,,,,,,,78,,,,,,,
Nebraska,1930,US Senate,Phelps,1176,2251,,,,,,,,,,,,,,,,,,,,,92,,,,,,,
Nebraska,1930,US Senate,Pierce,1426,1926,,,,,,,,,,,,,,,,,,,,,94,,,,,,,
Nebraska,1930,US Senate,Platte,2390,3820,,,,,,,,,,,,,,,,,,,,,88,,,,,,,
Nebraska,1930,US Senate,Polk,1268,2384,,,,,,,,,,,,,,,,,,,,,228,,,,,,,
Nebraska,1930,US Senate,Red Willow,1108,2892,,,,,,,,,,,,,,,,,,,,,76,,,,,,,
Nebraska,1930,US Senate,Richardson,2720,4581,,,,,,,,,,,,,,,,,,,,,129,,,,,,,
Nebraska,1930,US Senate,Rock,461,848,,,,,,,,,,,,,,,,,,,,,58,,,,,,,
Nebraska,1930,US Senate,Saline,2995,3565,,,,,,,,,,,,,,,,,,,,,120,,,,,,,
Nebraska,1930,US Senate,Sarpy,1636,2041,,,,,,,,,,,,,,,,,,,,,76,,,,,,,
Nebraska,1930,US Senate,Saunders,3297,4318,,,,,,,,,,,,,,,,,,,,,180,,,,,,,
Nebraska,1930,US Senate,Scotts Bluff,2296,3155,,,,,,,,,,,,,,,,,,,,,207,,,,,,,
Nebraska,1930,US Senate,Seward,1808,3518,,,,,,,,,,,,,,,,,,,,,162,,,,,,,
Nebraska,1930,US Senate,Sheridan,1577,1783,,,,,,,,,,,,,,,,,,,,,188,,,,,,,
Nebraska,1930,US Senate,Sherman,1218,1667,,,,,,,,,,,,,,,,,,,,,138,,,,,,,
Nebraska,1930,US Senate,Sioux,417,839,,,,,,,,,,,,,,,,,,,,,59,,,,,,,
Nebraska,1930,US Senate,Stanton,1211,1330,,,,,,,,,,,,,,,,,,,,,71,,,,,,,
Nebraska,1930,US Senate,Thayer,1738,3050,,,,,,,,,,,,,,,,,,,,,155,,,,,,,
Nebraska,1930,US Senate,Thomas,258,297,,,,,,,,,,,,,,,,,,,,,17,,,,,,,
Nebraska,1930,US Senate,Thurston,1181,1838,,,,,,,,,,,,,,,,,,,,,45,,,,,,,
Nebraska,1930,US Senate,Valley,982,1882,,,,,,,,,,,,,,,,,,,,,160,,,,,,,
Nebraska,1930,US Senate,Washington,2092,2165,,,,,,,,,,,,,,,,,,,,,78,,,,,,,
Nebraska,1930,US Senate,Wayne,1147,2315,,,,,,,,,,,,,,,,,,,,,91,,,,,,,
Nebraska,1930,US Senate,Webster,1174,2554,,,,,,,,,,,,,,,,,,,,,140,,,,,,,
Nebraska,1930,US Senate,Wheeler,207,614,,,,,,,,,,,,,,,,,,,,,18,,,,,,,
Nebraska,1930,US Senate,York,1837,3927,,,,,,,,,,,,,,,,,,,,,377,,,,,,,
Nebraska,1936,US Senate,Adams,1416,3233,,,,,,,,,,,,,,,,,,,,,5794,,,,,,,
Nebraska,1936,US Senate,Antelope,1042,3032,,,,,,,,,,,,,,,,,,,,,2297,,,,,,,
Nebraska,1936,US Senate,Arthur,81,291,,,,,,,,,,,,,,,,,,,,,163,,,,,,,
Nebraska,1936,US Senate,Banner,387,179,,,,,,,,,,,,,,,,,,,,,73,,,,,,,
Nebraska,1936,US Senate,Blaine,109,324,,,,,,,,,,,,,,,,,,,,,280,,,,,,,
Nebraska,1936,US Senate,Boone,999,2646,,,,,,,,,,,,,,,,,,,,,2146,,,,,,,
Nebraska,1936,US Senate,Box Butte,1632,1435,,,,,,,,,,,,,,,,,,,,,1544,,,,,,,
Nebraska,1936,US Senate,Boyd,433,1181,,,,,,,,,,,,,,,,,,,,,1230,,,,,,,
Nebraska,1936,US Senate,Brown,408,1251,,,,,,,,,,,,,,,,,,,,,900,,,,,,,
Nebraska,1936,US Senate,Buffalo,2029,4259,,,,,,,,,,,,,,,,,,,,,4400,,,,,,,
Nebraska,1936,US Senate,Burt,857,2390,,,,,,,,,,,,,,,,,,,,,2404,,,,,,,
Nebraska,1936,US Senate,Butler,1267,2217,,,,,,,,,,,,,,,,,,,,,3167,,,,,,,
Nebraska,1936,US Senate,Cass,1290,3338,,,,,,,,,,,,,,,,,,,,,3743,,,,,,,
Nebraska,1936,US Senate,Cedar,1072,2207,,,,,,,,,,,,,,,,,,,,,3215,,,,,,,
Nebraska,1936,US Senate,Chase,410,875,,,,,,,,,,,,,,,,,,,,,1177,,,,,,,
Nebraska,1936,US Senate,Cherry,735,1722,,,,,,,,,,,,,,,,,,,,,1377,,,,,,,
Nebraska,1936,US Senate,Cheyenne,1519,1193,,,,,,,,,,,,,,,,,,,,,1654,,,,,,,
Nebraska,1936,US Senate,Clay,666,2565,,,,,,,,,,,,,,,,,,,,,2616,,,,,,,
Nebraska,1936,US Senate,Colfax,1174,1706,,,,,,,,,,,,,,,,,,,,,2038,,,,,,,
Nebraska,1936,US Senate,Cuming,1058,2140,,,,,,,,,,,,,,,,,,,,,2431,,,,,,,
Nebraska,1936,US Senate,Custer,1780,4642,,,,,,,,,,,,,,,,,,,,,4609,,,,,,,
Nebraska,1936,US Senate,Dakota,1016,1066,,,,,,,,,,,,,,,,,,,,,1927,,,,,,,
Nebraska,1936,US Senate,Dawes,1263,1831,,,,,,,,,,,,,,,,,,,,,1850,,,,,,,
Nebraska,1936,US Senate,Dawson,1331,3311,,,,,,,,,,,,,,,,,,,,,2897,,,,,,,
Nebraska,1936,US Senate,Deuel,353,659,,,,,,,,,,,,,,,,,,,,,755,,,,,,,
Nebraska,1936,US Senate,Dixon,669,1819,,,,,,,,,,,,,,,,,,,,,2133,,,,,,,
Nebraska,1936,US Senate,Dodge,2415,4153,,,,,,,,,,,,,,,,,,,,,4363,,,,,,,
Nebraska,1936,US Senate,Douglas,23098,32681,,,,,,,,,,,,,,,,,,,,,48276,,,,,,,
Nebraska,1936,US Senate,Dundy,341,966,,,,,,,,,,,,,,,,,,,,,995,,,,,,,
Nebraska,1936,US Senate,Fillmore,752,2770,,,,,,,,,,,,,,,,,,,,,2427,,,,,,,
Nebraska,1936,US Senate,Franklin,655,1371,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,
Nebraska,1936,US Senate,Frontier,344,1367,,,,,,,,,,,,,,,,,,,,,1740,,,,,,,
Nebraska,1936,US Senate,Furnas,597,2522,,,,,,,,,,,,,,,,,,,,,2217,,,,,,,
Nebraska,1936,US Senate,Gage,1778,4704,,,,,,,,,,,,,,,,,,,,,5922,,,,,,,
Nebraska,1936,US Senate,Garden,403,885,,,,,,,,,,,,,,,,,,,,,630,,,,,,,
Nebraska,1936,US Senate,Garfield,271,595,,,,,,,,,,,,,,,,,,,,,560,,,,,,,
Nebraska,1936,US Senate,Gosper,166,445,,,,,,,,,,,,,,,,,,,,,1140,,,,,,,
Nebraska,1936,US Senate,Grant,107,257,,,,,,,,,,,,,,,,,,,,,206,,,,,,,
Nebraska,1936,US Senate,Greeley,866,1083,,,,,,,,,,,,,,,,,,,,,1468,,,,,,,
Nebraska,1936,US Senate,Hall,2327,5033,,,,,,,,,,,,,,,,,,,,,4221,,,,,,,
Nebraska,1936,US Senate,Hamilton,618,2523,,,,,,,,,,,,,,,,,,,,,2172,,,,,,,
Nebraska,1936,US Senate,Harlan,357,1440,,,,,,,,,,,,,,,,,,,,,1921,,,,,,,
Nebraska,1936,US Senate,Hayes,183,584,,,,,,,,,,,,,,,,,,,,,674,,,,,,,
Nebraska,1936,US Senate,Hitchcock,364,1143,,,,,,,,,,,,,,,,,,,,,1454,,,,,,,
Nebraska,1936,US Senate,Holt,1050,3312,,,,,,,,,,,,,,,,,,,,,3092,,,,,,,
Nebraska,1936,US Senate,Hooker,74,253,,,,,,,,,,,,,,,,,,,,,143,,,,,,,
Nebraska,1936,US Senate,Howard,846,1243,,,,,,,,,,,,,,,,,,,,,2355,,,,,,,
