State,Year,Office,County,D#,R#,IDB#,Cit.#,WW#,NA#,NER#,WL#,BL#,Justice#,PF#,Proh.#,IGR#,GR#,SD#,GB#,ND#,UL#,Pop.#,CF#,Comm.#,FL#,SW#,S&L#,SE#,S#,Ind.#,SL#,Wor.#,SI#,Indus.#,IL#,Prog.#,U#,AI#,I1#,I2#,IND#,NL#,RefM#,Ref.#,LMN#,G#,L#,W/I1#,W/2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,D1#,D2#,Indus#,PII#,NU#,Res.#,IG#,Am.#,RW#,W/I2#,Eco,Reso,QRT#,TPC#,NRA#,ER#,IR#,HG#,SA#,PO#,Mid-P.,W/I#,Ind.All#
Minnesota,1952,Governor,Watonwan,,4795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,1870,,,,,,13,,,,,,,,,,,,,,,,
Minnesota,1952,Governor,Wilkin,,3256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,1415,,,,,,9,,,,,,,,,,,,,,,,
Minnesota,1952,Governor,Winona,,10810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,6588,,,,,,56,,,,,,,,,,,,,,,,
Minnesota,1952,Governor,Wright,,8346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,4678,,,,,,36,,,,,,,,,,,,,,,,
Minnesota,1952,Governor,Yellow Medicine,,4754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,3079,,,,,,15,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Aitkin,,2603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2973,,,,,,21,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Anoka,,5445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9945,,,,,,54,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Becker,,3973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4993,,,,,,39,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Beltrami,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3746,,,,,,15,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Benton,,2870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2920,,,,,,35,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Big Stone,,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2391,,,,,,13,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Blue Earth,,8566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5475,,,,,,66,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Brown,,5923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3580,,,,,,30,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Carlton,,3220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6628,,,,,,26,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Carver,,4695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2649,,,,,,22,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Cass,,3252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3156,,,,,,35,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Chippewa,,3342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3554,,,,,,16,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Chisago,,2927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2924,,,,,,22,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Clay,,4729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240,,,,,,29,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Clearwater,,1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2473,,,,,,15,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Cook,,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,,,,,,12,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Cottonwood,,3888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2374,,,,,,16,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Crow Wing,,5790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6161,,,,,,33,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Dakota,,8724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12445,,,,,,132,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Dodge,,2687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953,,,,,,14,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Douglas,,4346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296,,,,,,20,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Faribault,,5787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3358,,,,,,24,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Fillmore,,6343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3236,,,,,,19,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Freeborn,,6164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6194,,,,,,32,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Goodhue,,7800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5518,,,,,,32,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Grant,,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211,,,,,,10,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Hennepin,,129628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140821,,,,,,986,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Houston,,4470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,35,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Hubbard,,2291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694,,,,,,22,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Isanti,,2099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2890,,,,,,12,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Itasca,,4607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10583,,,,,,45,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Jackson,,3198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2887,,,,,,30,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Kanabec,,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,,,,,,5,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Kandiyohi,,4616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6707,,,,,,30,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Kittson,,1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2468,,,,,,9,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Koochiching,,2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4467,,,,,,26,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Lac Qui Parle,,2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2720,,,,,,10,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Lake,,1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3075,,,,,,9,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Lake of the Woods,,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072,,,,,,12,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Le Sueur,,4050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4149,,,,,,36,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Lincoln,,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2262,,,,,,17,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Lyon,,4155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4062,,,,,,24,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Mahnomen,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860,,,,,,19,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Marshall,,2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3347,,,,,,15,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Martin,,7002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2937,,,,,,25,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,McLeod,,5090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3751,,,,,,25,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Meeker,,3904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786,,,,,,38,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Mille Lacs,,2690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3133,,,,,,25,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Morrison,,4074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5425,,,,,,50,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Mower,,6807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7234,,,,,,77,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Murray,,2679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2589,,,,,,13,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Nicollet,,3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2761,,,,,,21,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Nobles,,4131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3237,,,,,,24,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Norman,,2060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2678,,,,,,17,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Olmsted,,8380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6211,,,,,,230,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Otter Tail,,10642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6541,,,,,,63,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Pennington,,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3045,,,,,,10,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Pine,,2728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4124,,,,,,30,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Pipestone,,2928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918,,,,,,9,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Polk,,5755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7826,,,,,,42,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Pope,,2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2714,,,,,,10,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Ramsey,,53583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77998,,,,,,1060,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Red Lake,,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1933,,,,,,6,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Redwood,,4946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2873,,,,,,22,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Renville,,4642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4173,,,,,,42,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Rice,,7003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5089,,,,,,41,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Rock,,2486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208,,,,,,6,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Roseau,,1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220,,,,,,18,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Saint Louis,,26648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61355,,,,,,885,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Scott,,2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3832,,,,,,22,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Sherburne,,2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929,,,,,,16,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Sibley,,3681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457,,,,,,17,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Stearns,,12521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12441,,,,,,118,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Steele,,4690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3133,,,,,,44,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Stevens,,2166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826,,,,,,17,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Swift,,2482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3911,,,,,,14,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Todd,,4450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4334,,,,,,34,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Traverse,,1417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810,,,,,,13,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Wabasha,,3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2611,,,,,,25,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Wadena,,2442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1902,,,,,,12,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Waseca,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,,,,,,17,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Washington,,6958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8136,,,,,,64,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Watonwan,,3286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,,,,,,11,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Wilkin,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981,,,,,,8,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Winona,,7319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6245,,,,,,47,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Wright,,5584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5128,,,,,,47,,,,,,,,,,,,,,,,
Minnesota,1954,Governor,Yellow Medicine,,2974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3396,,,,,,14,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Aitkin,,2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3142,,,,,,16,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Anoka,,8727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14027,,,,,,154,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Becker,,4414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5739,,,,,,34,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Beltrami,,3760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4726,,,,,,37,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Benton,,3666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3086,,,,,,28,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Big Stone,,1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681,,,,,,12,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Blue Earth,,10993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6951,,,,,,45,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Brown,,8097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3922,,,,,,29,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Carlton,,3661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7743,,,,,,37,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Carver,,6335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2886,,,,,,16,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Cass,,3944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3496,,,,,,34,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Chippewa,,3623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4136,,,,,,26,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Chisago,,3373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3284,,,,,,25,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Clay,,6245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7557,,,,,,40,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Clearwater,,1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2574,,,,,,21,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Cook,,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,,,,,,2,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Cottonwood,,4690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2924,,,,,,25,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Crow Wing,,6587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6790,,,,,,47,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Dakota,,12552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14847,,,,,,106,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Dodge,,3234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279,,,,,,21,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Douglas,,5102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4986,,,,,,31,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Faribault,,6848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4501,,,,,,35,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Fillmore,,6969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300,,,,,,40,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Freeborn,,7466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8589,,,,,,45,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Goodhue,,9257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6303,,,,,,46,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Grant,,2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458,,,,,,16,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Hennepin,,173061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172465,,,,,,1476,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Houston,,4474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2849,,,,,,57,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Hubbard,,2518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1799,,,,,,28,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Isanti,,2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3139,,,,,,11,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Itasca,,5850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10803,,,,,,63,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Jackson,,3413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4010,,,,,,28,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Kanabec,,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095,,,,,,15,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Kandiyohi,,5101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8061,,,,,,40,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Kittson,,1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2856,,,,,,10,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Koochiching,,2387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4839,,,,,,23,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Lac Qui Parle,,3201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3463,,,,,,13,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Lake,,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3784,,,,,,22,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Lake of the Woods,,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,,,,,,3,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Le Sueur,,5129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4379,,,,,,30,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Lincoln,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2707,,,,,,14,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Lyon,,5018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5129,,,,,,32,,,,,,,,,,,,,,,,
Minnesota,1956,Governor,Mahnomen,,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1852,,,,,,15,,,,,,,,,,,,,,,,
