State,Year,Office,County,D#,R#,IDB#,Cit.#,WW#,NA#,NER#,WL#,BL#,Justice#,PF#,Proh.#,IGR#,GR#,SD#,GB#,ND#,UL#,Pop.#,CF#,Comm.#,FL#,SW#,S&L#,SE#,S#,Ind.#,SL#,Wor.#,SI#,Indus.#,IL#,Prog.#,U#,AI#,I1#,I2#,IND#,NL#,RefM#,Ref.#,LMN#,G#,L#,W/I1#,W/2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,D1#,D2#,Indus#,PII#,NU#,Res.#,IG#,Am.#,RW#,W/I2#,Eco,Reso,QRT#,TPC#,NRA#,ER#,IR#,HG#,SA#,PO#,Mid-P.,W/I#,Ind.All#
Minnesota,1916,President,Sherburne,731,965,,,,,,,,,,47,,,,,,,,,,,,,,41,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1916,President,Sibley,973,1737,,,,,,,,,,34,,,,,,,,,,,,,,37,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1916,President,Stearns,3350,4312,,,,,,,,,,104,,,,,,,,,,,,,,141,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1916,President,Steele,1497,1734,,,,,,,,,,47,,,,,,,,,,,,,,41,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1916,President,Stevens,787,943,,,,,,,,,,40,,,,,,,,,,,,,,24,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1916,President,Swift,1181,1335,,,,,,,,,,55,,,,,,,,,,,,,,85,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1916,President,Todd,1922,1919,,,,,,,,,,132,,,,,,,,,,,,,,339,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1916,President,Traverse,779,774,,,,,,,,,,9,,,,,,,,,,,,,,27,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1916,President,Wabasha,1449,1787,,,,,,,,,,84,,,,,,,,,,,,,,41,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1916,President,Wadena,651,938,,,,,,,,,,20,,,,,,,,,,,,,,116,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1916,President,Waseca,1178,1522,,,,,,,,,,60,,,,,,,,,,,,,,47,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1916,President,Washington,1610,2167,,,,,,,,,,118,,,,,,,,,,,,,,149,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1916,President,Watonwan,801,1300,,,,,,,,,,35,,,,,,,,,,,,,,30,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1916,President,Wilkin,808,690,,,,,,,,,,21,,,,,,,,,,,,,,42,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1916,President,Winona,2907,2916,,,,,,,,,,87,,,,,,,,,,,,,,133,,,,,,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1916,President,Wright,2262,2683,,,,,,,,,,97,,,,,,,,,,,,,,87,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1916,President,Yellow Medicine,1238,1501,,,,,,,,,,107,,,,,,,,,,,,,,149,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Aitkin,613,2933,,,,,,,,,,89,,,,,,,,,,,,,,503,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Anoka,865,3505,,,,,,,,,,68,,,,,,,,,,,,,,391,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Becker,901,4811,,,,,,,,,,113,,,,,,,,,,,,,,436,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Beltrami,1427,4518,,,,,,,,,,98,,,,,,,,,,,,,,1215,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Benton,554,2920,,,,,,,,,,34,,,,,,,,,,,,,,169,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Big Stone,451,2415,,,,,,,,,,67,,,,,,,,,,,,,,127,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Blue Earth,1974,8894,,,,,,,,,,117,,,,,,,,,,,,,,207,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Brown,796,5841,,,,,,,,,,50,,,,,,,,,,,,,,484,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Carlton,1152,2833,,,,,,,,,,94,,,,,,,,,,,,,,654,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Carver,562,5073,,,,,,,,,,29,,,,,,,,,,,,,,84,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Cass,710,3242,,,,,,,,,,96,,,,,,,,,,,,,,494,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Chippewa,960,3532,,,,,,,,,,154,,,,,,,,,,,,,,355,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Chisago,484,4361,,,,,,,,,,69,,,,,,,,,,,,,,503,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Clay,1335,4943,,,,,,,,,,126,,,,,,,,,,,,,,289,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Clearwater,340,1788,,,,,,,,,,62,,,,,,,,,,,,,,298,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Cook,98,467,,,,,,,,,,13,,,,,,,,,,,,,,58,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Cottonwood,451,3882,,,,,,,,,,54,,,,,,,,,,,,,,90,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Crow Wing,1077,5262,,,,,,,,,,122,,,,,,,,,,,,,,933,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Dakota,2190,5373,,,,,,,,,,78,,,,,,,,,,,,,,395,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Dodge,516,3386,,,,,,,,,,68,,,,,,,,,,,,,,72,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Douglas,733,4428,,,,,,,,,,824,,,,,,,,,,,,,,647,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Faribault,869,6687,,,,,,,,,,90,,,,,,,,,,,,,,102,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Fillmore,899,7341,,,,,,,,,,145,,,,,,,,,,,,,,125,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Freeborn,1131,6772,,,,,,,,,,166,,,,,,,,,,,,,,138,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Goodhue,1118,9330,,,,,,,,,,180,,,,,,,,,,,,,,304,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Grant,533,2427,,,,,,,,,,106,,,,,,,,,,,,,,106,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Hennepin,28911,90517,,,,,,,,,,1262,,,,,,,,,,,,,,18800,,,,,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Houston,598,4101,,,,,,,,,,41,,,,,,,,,,,,,,36,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Hubbard,453,2238,,,,,,,,,,70,,,,,,,,,,,,,,237,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Isanti,405,3007,,,,,,,,,,113,,,,,,,,,,,,,,898,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Itasca,1930,3973,,,,,,,,,,80,,,,,,,,,,,,,,738,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Jackson,715,4313,,,,,,,,,,29,,,,,,,,,,,,,,75,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Kanabec,332,2436,,,,,,,,,,41,,,,,,,,,,,,,,380,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Kandiyohi,1282,4759,,,,,,,,,,613,,,,,,,,,,,,,,718,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Kittson,599,2485,,,,,,,,,,44,,,,,,,,,,,,,,175,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Koochiching,859,1786,,,,,,,,,,48,,,,,,,,,,,,,,485,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Lac Qui Parle,653,4219,,,,,,,,,,103,,,,,,,,,,,,,,107,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Lake,594,990,,,,,,,,,,59,,,,,,,,,,,,,,757,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Le Sueur,1853,4059,,,,,,,,,,54,,,,,,,,,,,,,,112,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Lincoln,673,2548,,,,,,,,,,45,,,,,,,,,,,,,,81,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Lyon,1232,4557,,,,,,,,,,153,,,,,,,,,,,,,,246,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Mahnomen,1139,5430,,,,,,,,,,92,,,,,,,,,,,,,,263,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Marshall,215,1076,,,,,,,,,,14,,,,,,,,,,,,,,167,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Martin,885,4738,,,,,,,,,,139,,,,,,,,,,,,,,456,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,McLeod,1221,5142,,,,,,,,,,66,,,,,,,,,,,,,,101,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Meeker,878,4693,,,,,,,,,,123,,,,,,,,,,,,,,223,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Mille Lacs,526,3521,,,,,,,,,,84,,,,,,,,,,,,,,640,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Morrison,1131,5371,,,,,,,,,,64,,,,,,,,,,,,,,316,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Mower,1061,6339,,,,,,,,,,78,,,,,,,,,,,,,,192,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Murray,698,3270,,,,,,,,,,39,,,,,,,,,,,,,,102,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Nicollet,556,4115,,,,,,,,,,101,,,,,,,,,,,,,,140,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Nobles,982,4420,,,,,,,,,,38,,,,,,,,,,,,,,81,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Norman,481,3451,,,,,,,,,,175,,,,,,,,,,,,,,481,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Olmsted,1756,7130,,,,,,,,,,145,,,,,,,,,,,,,,176,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Otter Tail,1741,11084,,,,,,,,,,336,,,,,,,,,,,,,,788,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Pennington,768,2320,,,,,,,,,,95,,,,,,,,,,,,,,581,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Pine,1127,3879,,,,,,,,,,86,,,,,,,,,,,,,,654,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Pipestone,490,3106,,,,,,,,,,35,,,,,,,,,,,,,,232,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Polk,2111,8197,,,,,,,,,,288,,,,,,,,,,,,,,1057,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Pope,709,3466,,,,,,,,,,167,,,,,,,,,,,,,,163,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Ramsey,21110,40204,,,,,,,,,,504,,,,,,,,,,,,,,6201,,,,,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Red Lake,558,1308,,,,,,,,,,44,,,,,,,,,,,,,,159,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Redwood,880,5589,,,,,,,,,,64,,,,,,,,,,,,,,159,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Renville,1283,5995,,,,,,,,,,299,,,,,,,,,,,,,,478,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Rice,2040,6500,,,,,,,,,,61,,,,,,,,,,,,,,72,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Rock,442,3121,,,,,,,,,,31,,,,,,,,,,,,,,67,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Roseau,500,2387,,,,,,,,,,90,,,,,,,,,,,,,,698,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Saint Louis,14767,27987,,,,,,,,,,533,,,,,,,,,,,,,,5378,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Scott,1253,3015,,,,,,,,,,24,,,,,,,,,,,,,,52,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Sherburne,307,2747,,,,,,,,,,37,,,,,,,,,,,,,,115,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Sibley,502,4198,,,,,,,,,,50,,,,,,,,,,,,,,111,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Stearns,1616,13566,,,,,,,,,,106,,,,,,,,,,,,,,318,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Steele,1167,4243,,,,,,,,,,55,,,,,,,,,,,,,,56,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Stevens,457,2339,,,,,,,,,,47,,,,,,,,,,,,,,71,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Swift,985,3553,,,,,,,,,,260,,,,,,,,,,,,,,209,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Todd,1464,5448,,,,,,,,,,191,,,,,,,,,,,,,,443,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Traverse,550,1759,,,,,,,,,,18,,,,,,,,,,,,,,49,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Wabasha,1275,4907,,,,,,,,,,44,,,,,,,,,,,,,,78,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Wadena,503,2635,,,,,,,,,,86,,,,,,,,,,,,,,203,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Waseca,1257,3626,,,,,,,,,,37,,,,,,,,,,,,,,102,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Washington,1558,5852,,,,,,,,,,96,,,,,,,,,,,,,,267,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Watonwan,647,3510,,,,,,,,,,31,,,,,,,,,,,,,,100,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Wilkin,561,2106,,,,,,,,,,39,,,,,,,,,,,,,,76,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Winona,2896,7888,,,,,,,,,,80,,,,,,,,,,,,,,271,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Wright,1299,7013,,,,,,,,,,133,,,,,,,,,,,,,,303,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1920,President,Yellow Medicine,814,4225,,,,,,,,,,497,,,,,,,,,,,,,,233,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Aitkin,212,2720,,,,,,,,,,,,,,,,,,,,,,,,,,,159,18,,,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Anoka,458,3146,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,,,1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Becker,429,2936,,,,,,,,,,,,,,,,,,,,,,,,,,,93,31,,,2963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Beltrami,323,2960,,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,,,3053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Benton,572,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,24,19,,,1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Big Stone,260,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Blue Earth,1123,6773,,,,,,,,,,,,,,,,,,,,,,,,,,,24,15,,,4360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Brown,270,2255,,,,,,,,,,,,,,,,,,,,,,,,,,,21,15,,,4515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Carlton,303,3142,,,,,,,,,,,,,,,,,,,,,,,,,,,300,17,,,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Carver,358,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,10,19,,,2907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Cass,270,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,38,13,,,2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Chippewa,140,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,,,2761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Chisago,135,2678,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,,,2236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Clay,439,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,21,18,,,3357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Clearwater,86,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,,,1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Cook,29,471,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Cottonwood,217,2722,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,,,1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Crow Wing,417,4230,,,,,,,,,,,,,,,,,,,,,,,,,,,57,20,,,3725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Dakota,929,3931,,,,,,,,,,,,,,,,,,,,,,,,,,,28,18,,,4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Dodge,215,2856,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,,,1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Douglas,315,2424,,,,,,,,,,,,,,,,,,,,,,,,,,,14,9,,,3430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Faribault,578,4682,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,,,2776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Fillmore,460,5550,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,,,2797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Freeborn,480,6139,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,,,2991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Goodhue,615,6849,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,4113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Grant,118,1674,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Hennepin,10806,101120,,,,,,,,,,,,,,,,,,,,,,,,,,,377,178,,,58846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Houston,402,2782,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Hubbard,191,1884,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,,,1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Isanti,79,1588,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,,,2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Itasca,496,4961,,,,,,,,,,,,,,,,,,,,,,,,,,,232,34,,,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Jackson,407,2760,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,,2446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,1924,President,Kanabec,128,1507,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
