State,Year,Office,County,D#,R#,Prog.#,S#,Comm.#,Proh.#,Pop.#,CN#,U#,SR#,G#,I1#,I2#,I3#,I4#,I5#,I6#,I7#,I8#,I9#,I10#,I11#,I12#,Ref.#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,C#,I13#,I14#,I15#,I16#,I17#,I18#,I19#,I20#,I21#,I22#,I23#,I24#,Year / Office
Tennessee,1952,President,Sequatchie,882,535,,,,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Sevier,1066,7244,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Shelby,71779,65170,,,,112,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Smith,2622,1412,,,,15,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Stewart,2170,641,,,,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Sullivan,11849,15596,,,,71,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Sumner,5674,2233,,,,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Tipton,5351,1312,,,,34,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Trousdale,1236,261,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Unicoi,1163,3453,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Union,667,2087,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Van Buren,674,393,,,,10,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Warren,3568,1912,,,,21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Washington,5245,12023,,,,43,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Wayne,1008,2439,,,,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Weakley,4198,3043,,,,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,White,2319,1374,,,,13,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Williamson,4085,2326,,,,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1952,President,Wilson,5070,2449,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Anderson,9368,11071,,,,0,,,,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Bedford,4517,2258,,,,0,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Benton,2231,1279,,,,0,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Bledsoe,1079,1429,,,,0,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Blount,5076,12667,,,,11,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Bradley,3225,6247,,,,0,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Campbell,2628,5065,,,,0,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Cannon,1547,919,,,,0,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Carroll,3232,4235,,,,0,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Carter,2933,11218,,,,0,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Cheatham,2297,498,,,,5,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Chester,1495,1460,,,,2,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Claiborne,1973,3377,,,,44,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Clay,948,902,,,,0,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Cocke,1121,5526,,,,29,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Coffee,4930,2389,,,,0,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Crockett,1964,1026,,,,12,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Cumberland,1925,3200,,,,0,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Davidson,56822,37077,,,,0,,,,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Decatur,1554,1512,,,,0,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,DeKalb,1982,1690,,,,0,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Dickson,3799,1247,,,,0,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Dyer,4524,2682,,,,0,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Fayette,639,358,,,,0,,,,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Fentress,934,2233,,,,15,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Franklin,4791,1727,,,,0,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Gibson,7884,3481,,,,0,,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Giles,4750,1401,,,,0,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Grainger,913,2497,,,,0,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Greene,3949,7396,,,,0,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Grundy,2076,918,,,,7,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Hamblen,2592,5608,,,,0,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Hamilton,28287,34429,,,,0,,,,2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Hancock,350,1939,,,,13,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Hardeman,1754,818,,,,0,,,,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Hardin,1734,2898,,,,0,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Hawkins,3180,6916,,,,31,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Haywood,2217,516,,,,0,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Henderson,1613,3294,,,,0,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Henry,5625,2337,,,,0,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Hickman,2439,1040,,,,6,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Houston,1033,340,,,,4,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Humphreys,2841,713,,,,0,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Jackson,1743,881,,,,0,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Jefferson,1338,4870,,,,0,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Johnson,503,3690,,,,0,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Knox,29768,46167,,,,96,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Lake,1673,512,,,,0,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Lauderdale,4383,1049,,,,0,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Lawrence,4227,4588,,,,21,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Lewis,1321,522,,,,0,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Lincoln,4434,1207,,,,0,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Loudon,2844,4583,,,,22,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Macon,1069,2207,,,,0,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Madison,8540,6642,,,,45,,,,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Marion,2781,2925,,,,0,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Marshall,4100,1527,,,,24,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Maury,6662,2853,,,,0,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,McMinn,3950,6075,,,,35,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,McNairy,2403,3349,,,,0,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Meigs,759,847,,,,4,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Monroe,3511,4998,,,,12,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Montgomery,8034,2778,,,,0,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Moore,893,270,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Morgan,1379,2402,,,,0,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Obion,5185,2349,,,,0,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Overton,2385,1508,,,,15,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Perry,1052,694,,,,0,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Pickett,560,985,,,,0,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Polk,1533,2136,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Putnam,4481,3492,,,,0,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Rhea,1930,2516,,,,0,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Roane,4531,6147,,,,9,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Robertson,4961,1517,,,,14,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Rutherford,6494,2713,,,,0,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Scott,842,3282,,,,0,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Sequatchie,859,683,,,,0,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Sevier,1043,6950,,,,5,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Shelby,62051,65690,,,,0,,,,7284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Smith,2949,1267,,,,5,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Stewart,2120,560,,,,0,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Sullivan,14106,18903,,,,291,,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Sumner,7368,2123,,,,0,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Tipton,4828,983,,,,0,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Trousdale,1032,209,,,,0,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Unicoi,1111,3978,,,,0,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Union,535,2154,,,,0,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Van Buren,602,381,,,,0,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Warren,4014,1954,,,,0,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Washington,5314,13471,,,,0,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Wayne,1045,2557,,,,0,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Weakley,4717,2720,,,,12,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,White,2378,1346,,,,0,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Williamson,4174,1979,,,,0,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1956,President,Wilson,5221,2266,,,,0,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Anderson,9878,11153,,,,38,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Bedford,4457,2633,,,,0,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Benton,2030,1773,,,,0,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Bledsoe,981,1439,,,,8,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Blount,6213,13552,,,,40,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Bradley,3307,7865,,,,22,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Campbell,3134,5079,,,,21,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Cannon,1275,1195,,,,3,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Carroll,2961,4517,,,,14,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Carter,3412,12214,,,,78,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Cheatham,1883,683,,,,7,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Chester,1192,1807,,,,7,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Claiborne,2142,3888,,,,8,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Clay,976,1098,,,,32,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Cocke,1442,6581,,,,38,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Coffee,4555,3058,,,,7,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Crockett,1438,1467,,,,13,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Cumberland,2189,3523,,,,30,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Davidson,59649,52077,,,,205,,,,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Decatur,1321,1684,,,,19,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,DeKalb,1547,1440,,,,10,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Dickson,3930,1928,,,,3,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Dyer,3868,4097,,,,17,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Fayette,892,1370,,,,20,,,,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Fentress,1014,2726,,,,15,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Franklin,5041,2041,,,,12,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Gibson,5796,5173,,,,30,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Giles,4879,1598,,,,12,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Grainger,939,3017,,,,9,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Greene,4406,8835,,,,15,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Grundy,2143,786,,,,12,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Hamblen,3122,7093,,,,30,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Hamilton,30482,39703,,,,133,,,,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Hancock,438,2107,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Hardeman,1711,1601,,,,4,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Hardin,1690,3323,,,,12,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Hawkins,2586,7010,,,,11,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Haywood,1867,1188,,,,21,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Henderson,1490,3597,,,,10,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Henry,5049,3033,,,,0,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Hickman,2401,1224,,,,24,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Houston,1150,366,,,,4,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Humphreys,2592,1126,,,,21,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Jackson,1539,1049,,,,38,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Jefferson,1620,6141,,,,5,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Johnson,571,3854,,,,5,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Knox,31990,50811,,,,86,,,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Lake,1346,732,,,,11,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Lauderdale,3462,1322,,,,48,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Lawrence,4862,5709,,,,21,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Lewis,1723,580,,,,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Lincoln,4862,1428,,,,18,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Loudon,2722,5356,,,,42,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Macon,915,2829,,,,0,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Madison,8083,8863,,,,20,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Marion,3124,2657,,,,38,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Marshall,3625,1717,,,,30,,,,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Maury,6615,4133,,,,8,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,McMinn,4111,6585,,,,7,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,McNairy,2173,3310,,,,18,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Meigs,691,901,,,,6,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Monroe,3375,4991,,,,50,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Montgomery,7635,2550,,,,24,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Moore,863,313,,,,2,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Morgan,1576,2241,,,,0,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Obion,4244,3800,,,,30,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Overton,2389,1831,,,,9,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Perry,1076,645,,,,8,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Pickett,567,1154,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Polk,1532,2187,,,,9,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Putnam,4443,4240,,,,32,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Rhea,1761,2721,,,,18,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Roane,4953,6540,,,,25,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Robertson,4053,1776,,,,16,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Rutherford,6410,4526,,,,25,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Scott,1098,3301,,,,9,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Sequatchie,930,703,,,,4,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Sevier,1341,7818,,,,6,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Shelby,86270,87191,,,,190,,,,2956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Smith,2411,1601,,,,12,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Stewart,1810,539,,,,6,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Sullivan,14731,22354,,,,374,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Sumner,6687,3491,,,,25,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Tipton,3853,1829,,,,24,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Trousdale,1036,308,,,,3,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Unicoi,1322,4004,,,,3,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Union,652,2082,,,,8,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Van Buren,577,401,,,,10,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Warren,3119,2682,,,,8,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Washington,6283,14851,,,,39,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Wayne,931,2912,,,,12,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Weakley,4488,3543,,,,0,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,White,2207,1725,,,,31,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Williamson,4471,2699,,,,9,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1960,President,Wilson,4857,3383,,,,8,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1964,President,Anderson,12146,8860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
