State,Year,Office,County,D#,R#,S#,Comm.#,Liberty#,SW#,People's#,Proh.#,IND#,Labor#,Prog.#,Wor.#,FL#,U#,NRef#,Am.#,I1#,I2#,L#,Ref.#,NL#,G#,NA#,Delta#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I7#,W/I8#,W/I9#,New Ref.#,W/I#,Year / Office,C#,NPL#
Montana,,,Prairie,345,416,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Ravalli,5906,8075,,,,,,,,,,,,,,,,,509,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Richland,2028,2143,,,,,,,,,,,,,,,,,241,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Roosevelt,2372,1254,,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Rosebud,2443,1181,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Sanders,2200,1704,,,,,,,,,,,,,,,,,259,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Sheridan,1399,809,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Silver Bow,12478,3999,,,,,,,,,,,,,,,,,579,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Stillwater,1883,1492,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Sweet Grass,649,1005,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Teton,1557,1556,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Toole,1253,1189,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Treasure,257,233,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Valley,2094,1501,,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Wheatland,554,519,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Wibaux,287,226,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Yellowstone,33806,20617,,,,,,,,,,,,,,,,,1903,,,,,,,,,,,,,,,,1992 Auditor,,
Montana,,,Beaverhead,2015,1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Big Horn,3000,1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Blaine,2054,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Broadwater,974,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Carbon,2832,1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Carter,299,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Cascade,24025,11057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Chouteau,1770,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Custer,3322,2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Daniels,843,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Dawson,2891,1775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Deer Lodge,4313,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Fallon,759,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Fergus,3453,2738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Flathead,16272,13294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Gallatin,14976,12023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Garfield,361,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Glacier,3095,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Golden Valley,267,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Granite,689,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Hill,5436,2358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Jefferson,2806,1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Judith Basin,865,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Lake,5899,4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Lewis and Clark,18026,7403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Liberty,658,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Lincoln,4674,3042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Madison,1541,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,McCone,745,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Meagher,546,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Mineral,1148,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Missoula,28418,12360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Musselshell,1250,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Park,4037,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Petroleum,158,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Phillips,1399,1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Pondera,1944,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Powder River,495,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Powell,1788,1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Prairie,435,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Ravalli,7744,6227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Richland,2390,2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Roosevelt,2743,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Rosebud,2640,1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Sanders,2671,1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Sheridan,1684,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Silver Bow,14906,2474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Stillwater,2154,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Sweet Grass,827,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Teton,1967,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Toole,1527,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Treasure,317,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Valley,2468,1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Wheatland,700,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Wibaux,337,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Yellowstone,33806,20617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992 Secretary of State,,
Montana,,,Beaverhead,1777,2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Big Horn,2866,1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Blaine,1917,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Broadwater,1049,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Carbon,2622,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Carter,220,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Cascade,21698,12282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Chouteau,1720,1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Custer,3106,2072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Daniels,681,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Dawson,2866,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Deer Lodge,4046,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Fallon,639,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Fergus,2905,2989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Flathead,14943,16474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Gallatin,14553,12849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Garfield,295,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Glacier,2845,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Golden Valley,219,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Granite,695,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Hill,4930,2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Jefferson,3070,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Judith Basin,731,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Lake,6111,4444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Lewis and Clark,18908,7340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Liberty,591,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Lincoln,3790,3640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Madison,1552,1774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,McCone,599,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Meagher,471,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Mineral,975,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Missoula,28923,13746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Musselshell,1062,922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Park,3642,3427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Petroleum,132,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Phillips,1232,1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Pondera,1714,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Powder River,374,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Powell,1615,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Prairie,374,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Ravalli,7759,7681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Richland,2110,2117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Roosevelt,2588,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Rosebud,2470,1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Sanders,2315,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Sheridan,1471,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Silver Bow,14253,2834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Stillwater,1874,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Sweet Grass,786,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Teton,1827,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Toole,1366,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Treasure,282,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Valley,2489,1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Wheatland,539,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Wibaux,298,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Yellowstone,31984,21932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Attorney General,,
Montana,,,Beaverhead,2757,,,,,,,,,,,,,,,,,,782,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Big Horn,3462,,,,,,,,,,,,,,,,,,491,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Blaine,2373,,,,,,,,,,,,,,,,,,305,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Broadwater,1445,,,,,,,,,,,,,,,,,,339,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Carbon,3545,,,,,,,,,,,,,,,,,,726,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Carter,378,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Cascade,28241,,,,,,,,,,,,,,,,,,4506,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Chouteau,2399,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Custer,4072,,,,,,,,,,,,,,,,,,870,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Daniels,900,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Dawson,3591,,,,,,,,,,,,,,,,,,681,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Deer Lodge,4478,,,,,,,,,,,,,,,,,,390,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Fallon,957,,,,,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Fergus,4384,,,,,,,,,,,,,,,,,,1091,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Flathead,21487,,,,,,,,,,,,,,,,,,6998,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Gallatin,20334,,,,,,,,,,,,,,,,,,5016,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Garfield,456,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Glacier,3471,,,,,,,,,,,,,,,,,,495,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Golden Valley,328,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Granite,984,,,,,,,,,,,,,,,,,,253,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Hill,5924,,,,,,,,,,,,,,,,,,806,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Jefferson,3664,,,,,,,,,,,,,,,,,,789,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Judith Basin,1031,,,,,,,,,,,,,,,,,,189,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Lake,7779,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Lewis and Clark,21023,,,,,,,,,,,,,,,,,,3794,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Liberty,875,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Lincoln,5168,,,,,,,,,,,,,,,,,,1651,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Madison,864,,,,,,,,,,,,,,,,,,194,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,McCone,2378,,,,,,,,,,,,,,,,,,677,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Meagher,683,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Mineral,1195,,,,,,,,,,,,,,,,,,265,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Missoula,34193,,,,,,,,,,,,,,,,,,6507,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Musselshell,1453,,,,,,,,,,,,,,,,,,373,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Park,5138,,,,,,,,,,,,,,,,,,1371,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Petroleum,191,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Phillips,1873,,,,,,,,,,,,,,,,,,319,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Pondera,2275,,,,,,,,,,,,,,,,,,399,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Powder River,586,,,,,,,,,,,,,,,,,,203,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Powell,2123,,,,,,,,,,,,,,,,,,418,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Prairie,508,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Ravalli,10793,,,,,,,,,,,,,,,,,,3422,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Richland,3285,,,,,,,,,,,,,,,,,,699,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Roosevelt,3151,,,,,,,,,,,,,,,,,,482,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Rosebud,3015,,,,,,,,,,,,,,,,,,551,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Sanders,3062,,,,,,,,,,,,,,,,,,1010,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Sheridan,1894,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Silver Bow,15308,,,,,,,,,,,,,,,,,,1447,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Stillwater,2704,,,,,,,,,,,,,,,,,,616,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Sweet Grass,1186,,,,,,,,,,,,,,,,,,331,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Teton,2565,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Toole,1889,,,,,,,,,,,,,,,,,,365,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Treasure,367,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Valley,3207,,,,,,,,,,,,,,,,,,570,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Wheatland,776,,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Wibaux,401,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Yellowstone,42992,,,,,,,,,,,,,,,,,,7979,,,,,,,,,,,,,,,,1996 Auditor,,
Montana,,,Beaverhead,2813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,743
Montana,,,Big Horn,3425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,501
Montana,,,Blaine,2274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,327
Montana,,,Broadwater,1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,310
Montana,,,Carbon,3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,647
Montana,,,Carter,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,127
Montana,,,Cascade,28145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,4464
Montana,,,Chouteau,2493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,381
Montana,,,Custer,4082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,822
Montana,,,Daniels,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,139
Montana,,,Dawson,3553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,663
Montana,,,Deer Lodge,4538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,363
Montana,,,Fallon,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,209
Montana,,,Fergus,4205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,1342
Montana,,,Flathead,21732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,6731
Montana,,,Gallatin,20538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,4749
Montana,,,Garfield,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,115
Montana,,,Glacier,3415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,482
Montana,,,Golden Valley,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,79
Montana,,,Granite,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,205
Montana,,,Hill,5822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,847
Montana,,,Jefferson,3844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,640
Montana,,,Judith Basin,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,189
Montana,,,Lake,7884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,1901
Montana,,,Lewis and Clark,21985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,2760
Montana,,,Liberty,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,118
Montana,,,Lincoln,5213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,1582
Montana,,,Madison,2410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,671
Montana,,,McCone,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,184
Montana,,,Meagher,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,117
Montana,,,Mineral,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,268
Montana,,,Missoula,34571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,5847
Montana,,,Musselshell,1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,339
Montana,,,Park,5147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,1366
Montana,,,Petroleum,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,65
Montana,,,Phillips,1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,295
Montana,,,Pondera,2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,334
Montana,,,Powder River,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,201
Montana,,,Powell,2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,390
Montana,,,Prairie,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,121
Montana,,,Ravalli,11170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,3066
Montana,,,Richland,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,798
Montana,,,Roosevelt,3134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,529
Montana,,,Rosebud,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,585
Montana,,,Sanders,3218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,900
Montana,,,Sheridan,1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Secretary of State,,259
