State,Year,Office,County,D#,R#,S#,FL#,Proh.#,Prog.#,Am.#,I#,Ref.#,L#,NA#,I1#,I2#,I3#,I4#,W/I#,Year / Office
Oklahoma,1912,President,Adair,916,850,147,,11,,,,,,,,,,,,
Oklahoma,1912,President,Alfalfa,1179,1714,395,,90,,,,,,,,,,,,
Oklahoma,1912,President,Atoka,1100,669,567,,11,,,,,,,,,,,,
Oklahoma,1912,President,Beaver,926,1070,433,,74,,,,,,,,,,,,
Oklahoma,1912,President,Beckham,1566,648,874,,21,,,,,,,,,,,,
Oklahoma,1912,President,Blaine,744,831,349,,24,,,,,,,,,,,,
Oklahoma,1912,President,Bryan,2278,711,842,,14,,,,,,,,,,,,
Oklahoma,1912,President,Caddo,2514,2413,995,,55,,,,,,,,,,,,
Oklahoma,1912,President,Canadian,2047,1794,339,,42,,,,,,,,,,,,
Oklahoma,1912,President,Carter,1860,652,698,,11,,,,,,,,,,,,
Oklahoma,1912,President,Cherokee,1094,962,138,,9,,,,,,,,,,,,
Oklahoma,1912,President,Choctaw,1392,692,705,,20,,,,,,,,,,,,
Oklahoma,1912,President,Cimarron,342,263,93,,12,,,,,,,,,,,,
Oklahoma,1912,President,Cleveland,1471,938,427,,29,,,,,,,,,,,,
Oklahoma,1912,President,Coal,1109,571,574,,0,,,,,,,,,,,,
Oklahoma,1912,President,Comanche,1931,1320,599,,26,,,,,,,,,,,,
Oklahoma,1912,President,Cotton,1063,587,273,,19,,,,,,,,,,,,
Oklahoma,1912,President,Craig,1772,1391,112,,10,,,,,,,,,,,,
Oklahoma,1912,President,Creek,1681,1902,948,,48,,,,,,,,,,,,
Oklahoma,1912,President,Custer,1774,1693,503,,38,,,,,,,,,,,,
Oklahoma,1912,President,Delaware,983,732,174,,10,,,,,,,,,,,,
Oklahoma,1912,President,Dewey,1075,1086,769,,23,,,,,,,,,,,,
Oklahoma,1912,President,Ellis,918,1373,465,,37,,,,,,,,,,,,
Oklahoma,1912,President,Garfield,2353,2900,398,,68,,,,,,,,,,,,
Oklahoma,1912,President,Garvin,2114,740,1053,,15,,,,,,,,,,,,
Oklahoma,1912,President,Grady,2577,1121,753,,19,,,,,,,,,,,,
Oklahoma,1912,President,Grant,1559,1729,270,,103,,,,,,,,,,,,
Oklahoma,1912,President,Greer,1334,351,385,,19,,,,,,,,,,,,
Oklahoma,1912,President,Harmon,895,197,278,,12,,,,,,,,,,,,
Oklahoma,1912,President,Harper,523,679,275,,23,,,,,,,,,,,,
Oklahoma,1912,President,Haskell,1388,902,672,,13,,,,,,,,,,,,
Oklahoma,1912,President,Hughes,1769,1228,984,,20,,,,,,,,,,,,
Oklahoma,1912,President,Jackson,1819,588,650,,35,,,,,,,,,,,,
Oklahoma,1912,President,Jefferson,1118,361,665,,13,,,,,,,,,,,,
Oklahoma,1912,President,Johnston,1289,506,732,,17,,,,,,,,,,,,
Oklahoma,1912,President,Kay,2380,2508,302,,77,,,,,,,,,,,,
Oklahoma,1912,President,Kingfisher,1235,1527,325,,36,,,,,,,,,,,,
Oklahoma,1912,President,Kiowa,1831,1167,921,,30,,,,,,,,,,,,
Oklahoma,1912,President,Latimer,722,482,338,,7,,,,,,,,,,,,
Oklahoma,1912,President,Le Flore,2019,1538,504,,21,,,,,,,,,,,,
Oklahoma,1912,President,Lincoln,2137,2459,913,,56,,,,,,,,,,,,
Oklahoma,1912,President,Logan,1700,2546,477,,84,,,,,,,,,,,,
Oklahoma,1912,President,Love,750,199,404,,5,,,,,,,,,,,,
Oklahoma,1912,President,McClain,1273,583,408,,11,,,,,,,,,,,,
Oklahoma,1912,President,McCurtain,1059,704,821,,17,,,,,,,,,,,,
Oklahoma,1912,President,McIntosh,1325,970,530,,12,,,,,,,,,,,,
Oklahoma,1912,President,Major,689,1200,543,,51,,,,,,,,,,,,
Oklahoma,1912,President,Marshall,958,315,682,,12,,,,,,,,,,,,
Oklahoma,1912,President,Mayes,1391,1077,201,,13,,,,,,,,,,,,
Oklahoma,1912,President,Murray,987,321,549,,6,,,,,,,,,,,,
Oklahoma,1912,President,Muskogee,3681,2385,526,,23,,,,,,,,,,,,
Oklahoma,1912,President,Noble,1188,1266,266,,23,,,,,,,,,,,,
Oklahoma,1912,President,Nowata,1012,1087,146,,26,,,,,,,,,,,,
Oklahoma,1912,President,Okfuskee,952,651,724,,16,,,,,,,,,,,,
Oklahoma,1912,President,Oklahoma,6963,5706,827,,83,,,,,,,,,,,,
Oklahoma,1912,President,Okmulgee,1243,1140,537,,27,,,,,,,,,,,,
Oklahoma,1912,President,Osage,1900,1713,476,,21,,,,,,,,,,,,
Oklahoma,1912,President,Ottawa,1384,1315,163,,8,,,,,,,,,,,,
Oklahoma,1912,President,Pawnee,1316,1332,441,,31,,,,,,,,,,,,
Oklahoma,1912,President,Payne,1534,1669,733,,71,,,,,,,,,,,,
Oklahoma,1912,President,Pittsburg,2767,1574,1438,,35,,,,,,,,,,,,
Oklahoma,1912,President,Pontotoc,1842,642,919,,18,,,,,,,,,,,,
Oklahoma,1912,President,Pottawatomie,3082,2107,1013,,41,,,,,,,,,,,,
Oklahoma,1912,President,Pushmataha,747,479,483,,8,,,,,,,,,,,,
Oklahoma,1912,President,Roger Mills,902,716,548,,17,,,,,,,,,,,,
Oklahoma,1912,President,Rogers,1637,1258,426,,19,,,,,,,,,,,,
Oklahoma,1912,President,Seminole,1172,715,741,,17,,,,,,,,,,,,
Oklahoma,1912,President,Sequoyah,1416,1115,193,,12,,,,,,,,,,,,
Oklahoma,1912,President,Stephens,1735,598,896,,19,,,,,,,,,,,,
Oklahoma,1912,President,Texas,764,683,234,,41,,,,,,,,,,,,
Oklahoma,1912,President,Tillman,1801,638,351,,21,,,,,,,,,,,,
Oklahoma,1912,President,Tulsa,2747,2029,523,,48,,,,,,,,,,,,
Oklahoma,1912,President,Wagoner,888,555,251,,11,,,,,,,,,,,,
Oklahoma,1912,President,Washington,1561,1477,322,,25,,,,,,,,,,,,
Oklahoma,1912,President,Washita,1665,1100,731,,36,,,,,,,,,,,,
Oklahoma,1912,President,Woods,1247,1679,499,,42,,,,,,,,,,,,
Oklahoma,1912,President,Woodward,1083,1403,565,,28,,,,,,,,,,,,
Oklahoma,1916,President,Adair,1190,1010,212,,7,2,,,,,,,,,,,
Oklahoma,1916,President,Alfalfa,1390,1378,471,,68,7,,,,,,,,,,,
Oklahoma,1916,President,Atoka,1479,925,524,,9,3,,,,,,,,,,,
Oklahoma,1916,President,Beaver,1382,913,433,,43,3,,,,,,,,,,,
Oklahoma,1916,President,Beckham,1850,527,889,,7,2,,,,,,,,,,,
Oklahoma,1916,President,Blaine,1214,1339,678,,36,1,,,,,,,,,,,
Oklahoma,1916,President,Bryan,2974,1267,757,,8,1,,,,,,,,,,,
Oklahoma,1916,President,Caddo,2735,2272,1112,,56,6,,,,,,,,,,,
Oklahoma,1916,President,Canadian,2200,1590,422,,43,4,,,,,,,,,,,
Oklahoma,1916,President,Carter,2949,1013,935,,6,5,,,,,,,,,,,
Oklahoma,1916,President,Cherokee,1594,1379,273,,8,1,,,,,,,,,,,
Oklahoma,1916,President,Choctaw,1945,957,614,,11,2,,,,,,,,,,,
Oklahoma,1916,President,Cimarron,387,238,138,,8,0,,,,,,,,,,,
Oklahoma,1916,President,Cleveland,1753,885,579,,18,0,,,,,,,,,,,
Oklahoma,1916,President,Coal,1418,824,566,,18,4,,,,,,,,,,,
Oklahoma,1916,President,Comanche,2130,1221,790,,20,5,,,,,,,,,,,
Oklahoma,1916,President,Cotton,1500,685,366,,4,0,,,,,,,,,,,
Oklahoma,1916,President,Craig,1901,1647,189,,6,1,,,,,,,,,,,
Oklahoma,1916,President,Creek,3496,2820,1281,,32,10,,,,,,,,,,,
Oklahoma,1916,President,Custer,1771,1507,595,,40,3,,,,,,,,,,,
Oklahoma,1916,President,Delaware,1227,837,221,,7,5,,,,,,,,,,,
Oklahoma,1916,President,Dewey,992,796,891,,26,6,,,,,,,,,,,
Oklahoma,1916,President,Ellis,960,983,590,,28,2,,,,,,,,,,,
Oklahoma,1916,President,Garfield,2347,2854,632,,56,6,,,,,,,,,,,
Oklahoma,1916,President,Garvin,2697,804,1001,,19,3,,,,,,,,,,,
Oklahoma,1916,President,Grady,3243,1272,819,,18,4,,,,,,,,,,,
Oklahoma,1916,President,Grant,1700,1517,294,,72,2,,,,,,,,,,,
Oklahoma,1916,President,Greer,1675,369,480,,3,0,,,,,,,,,,,
Oklahoma,1916,President,Harmon,1091,147,255,,1,0,,,,,,,,,,,
Oklahoma,1916,President,Harper,798,662,408,,15,4,,,,,,,,,,,
Oklahoma,1916,President,Haskell,1486,976,477,,5,2,,,,,,,,,,,
Oklahoma,1916,President,Hughes,2187,1219,791,,2,7,,,,,,,,,,,
Oklahoma,1916,President,Jackson,2096,409,684,,13,1,,,,,,,,,,,
Oklahoma,1916,President,Jefferson,1739,493,621,,8,1,,,,,,,,,,,
Oklahoma,1916,President,Johnston,1727,756,671,,5,2,,,,,,,,,,,
Oklahoma,1916,President,Kay,2340,2482,373,,115,8,,,,,,,,,,,
Oklahoma,1916,President,Kingfisher,1364,1728,417,,24,1,,,,,,,,,,,
Oklahoma,1916,President,Kiowa,2279,1017,1101,,24,5,,,,,,,,,,,
Oklahoma,1916,President,Latimer,950,663,335,,10,1,,,,,,,,,,,
Oklahoma,1916,President,Le Flore,2576,1944,643,,9,4,,,,,,,,,,,
Oklahoma,1916,President,Lincoln,2258,2387,1047,,31,3,,,,,,,,,,,
Oklahoma,1916,President,Logan,1701,2270,552,,63,11,,,,,,,,,,,
Oklahoma,1916,President,Love,1125,266,363,,2,0,,,,,,,,,,,
Oklahoma,1916,President,McClain,1541,680,492,,2,1,,,,,,,,,,,
Oklahoma,1916,President,McCurtain,1763,795,643,,9,2,,,,,,,,,,,
Oklahoma,1916,President,McIntosh,1743,898,552,,8,1,,,,,,,,,,,
Oklahoma,1916,President,Major,762,946,636,,33,5,,,,,,,,,,,
Oklahoma,1916,President,Marshall,1352,449,618,,5,0,,,,,,,,,,,
Oklahoma,1916,President,Mayes,1574,1229,226,,0,2,,,,,,,,,,,
Oklahoma,1916,President,Murray,1305,458,350,,5,1,,,,,,,,,,,
Oklahoma,1916,President,Muskogee,4004,2532,324,,14,2,,,,,,,,,,,
Oklahoma,1916,President,Noble,1346,1243,214,,17,3,,,,,,,,,,,
Oklahoma,1916,President,Nowata,1355,1322,178,,6,0,,,,,,,,,,,
Oklahoma,1916,President,Okfuskee,1337,670,516,,8,1,,,,,,,,,,,
Oklahoma,1916,President,Oklahoma,7971,5291,1215,,77,10,,,,,,,,,,,
Oklahoma,1916,President,Okmulgee,2406,1860,754,,15,4,,,,,,,,,,,
Oklahoma,1916,President,Osage,2052,1524,420,,7,3,,,,,,,,,,,
Oklahoma,1916,President,Ottawa,1875,1642,215,,13,0,,,,,,,,,,,
Oklahoma,1916,President,Pawnee,1491,1396,528,,33,4,,,,,,,,,,,
Oklahoma,1916,President,Payne,2140,1767,833,,60,9,,,,,,,,,,,
Oklahoma,1916,President,Pittsburg,3441,1879,866,,22,1,,,,,,,,,,,
Oklahoma,1916,President,Pontotoc,2418,913,936,,16,5,,,,,,,,,,,
Oklahoma,1916,President,Pottawatomie,3276,2042,1119,,29,7,,,,,,,,,,,
Oklahoma,1916,President,Pushmataha,1059,645,449,,4,0,,,,,,,,,,,
Oklahoma,1916,President,Roger Mills,1148,538,565,,7,3,,,,,,,,,,,
Oklahoma,1916,President,Rogers,1900,1435,531,,15,0,,,,,,,,,,,
Oklahoma,1916,President,Seminole,1444,872,921,,11,3,,,,,,,,,,,
Oklahoma,1916,President,Sequoyah,1632,1179,515,,8,4,,,,,,,,,,,
Oklahoma,1916,President,Stephens,2343,607,1077,,17,4,,,,,,,,,,,
Oklahoma,1916,President,Texas,1349,807,295,,17,1,,,,,,,,,,,
Oklahoma,1916,President,Tillman,2250,625,367,,13,2,,,,,,,,,,,
Oklahoma,1916,President,Tulsa,4497,3857,849,,27,10,,,,,,,,,,,
Oklahoma,1916,President,Wagoner,1040,749,299,,3,1,,,,,,,,,,,
Oklahoma,1916,President,Washington,1839,1727,317,,41,1,,,,,,,,,,,
Oklahoma,1916,President,Washita,2107,958,703,,14,2,,,,,,,,,,,
Oklahoma,1916,President,Woods,1417,1358,473,,51,2,,,,,,,,,,,
Oklahoma,1916,President,Woodward,1130,1092,665,,35,2,,,,,,,,,,,
Oklahoma,1920,President,Adair,1559,2181,21,,,,,,,,,,,,,,
Oklahoma,1920,President,Alfalfa,1350,3005,362,,,,,,,,,,,,,,
Oklahoma,1920,President,Atoka,2100,2081,637,,,,,,,,,,,,,,
Oklahoma,1920,President,Beaver,1076,1973,240,,,,,,,,,,,,,,
Oklahoma,1920,President,Beckham,2347,1755,643,,,,,,,,,,,,,,
Oklahoma,1920,President,Blaine,1296,2786,438,,,,,,,,,,,,,,
Oklahoma,1920,President,Bryan,4502,3127,424,,,,,,,,,,,,,,
Oklahoma,1920,President,Caddo,3594,4823,654,,,,,,,,,,,,,,
Oklahoma,1920,President,Canadian,3268,3881,295,,,,,,,,,,,,,,
Oklahoma,1920,President,Carter,5997,3561,575,,,,,,,,,,,,,,
Oklahoma,1920,President,Cherokee,1859,2524,86,,,,,,,,,,,,,,
Oklahoma,1920,President,Choctaw,2531,2094,283,,,,,,,,,,,,,,
Oklahoma,1920,President,Cimarron,465,630,83,,,,,,,,,,,,,,
Oklahoma,1920,President,Cleveland,2397,2283,305,,,,,,,,,,,,,,
Oklahoma,1920,President,Coal,1768,1744,485,,,,,,,,,,,,,,
Oklahoma,1920,President,Comanche,3037,3332,406,,,,,,,,,,,,,,
Oklahoma,1920,President,Cotton,2260,1820,172,,,,,,,,,,,,,,
Oklahoma,1920,President,Craig,2903,3094,84,,,,,,,,,,,,,,
Oklahoma,1920,President,Creek,5408,7948,618,,,,,,,,,,,,,,
Oklahoma,1920,President,Custer,2271,3224,343,,,,,,,,,,,,,,
Oklahoma,1920,President,Delaware,1282,2059,139,,,,,,,,,,,,,,
Oklahoma,1920,President,Dewey,995,1738,625,,,,,,,,,,,,,,
Oklahoma,1920,President,Ellis,845,1786,381,,,,,,,,,,,,,,
Oklahoma,1920,President,Garfield,3671,6611,576,,,,,,,,,,,,,,
Oklahoma,1920,President,Garvin,4093,2922,274,,,,,,,,,,,,,,
Oklahoma,1920,President,Grady,4277,3403,478,,,,,,,,,,,,,,
Oklahoma,1920,President,Grant,1883,3210,206,,,,,,,,,,,,,,
Oklahoma,1920,President,Greer,1854,1013,226,,,,,,,,,,,,,,
Oklahoma,1920,President,Harmon,1123,643,115,,,,,,,,,,,,,,
Oklahoma,1920,President,Harper,753,1404,182,,,,,,,,,,,,,,
Oklahoma,1920,President,Haskell,2201,2673,201,,,,,,,,,,,,,,
Oklahoma,1920,President,Hughes,3487,3049,150,,,,,,,,,,,,,,
Oklahoma,1920,President,Jackson,2694,1345,417,,,,,,,,,,,,,,
Oklahoma,1920,President,Jefferson,2289,1733,381,,,,,,,,,,,,,,
Oklahoma,1920,President,Johnston,2117,1950,392,,,,,,,,,,,,,,
Oklahoma,1920,President,Kay,4546,5959,231,,,,,,,,,,,,,,
Oklahoma,1920,President,Kingfisher,1744,3220,249,,,,,,,,,,,,,,
Oklahoma,1920,President,Kiowa,2518,2649,443,,,,,,,,,,,,,,
Oklahoma,1920,President,Latimer,1200,1410,331,,,,,,,,,,,,,,
Oklahoma,1920,President,Le Flore,3764,4934,386,,,,,,,,,,,,,,
Oklahoma,1920,President,Lincoln,2980,5261,640,,,,,,,,,,,,,,
Oklahoma,1920,President,Logan,2209,4618,282,,,,,,,,,,,,,,
Oklahoma,1920,President,Love,1662,711,152,,,,,,,,,,,,,,
Oklahoma,1920,President,McClain,2315,1733,250,,,,,,,,,,,,,,
Oklahoma,1920,President,McCurtain,2603,1966,318,,,,,,,,,,,,,,
Oklahoma,1920,President,McIntosh,2642,2358,259,,,,,,,,,,,,,,
Oklahoma,1920,President,Major,784,1921,496,,,,,,,,,,,,,,
Oklahoma,1920,President,Marshall,1589,1487,269,,,,,,,,,,,,,,
Oklahoma,1920,President,Mayes,1987,2447,163,,,,,,,,,,,,,,
Oklahoma,1920,President,Murray,1744,1362,121,,,,,,,,,,,,,,
Oklahoma,1920,President,Muskogee,6378,5187,99,,,,,,,,,,,,,,
Oklahoma,1920,President,Noble,1515,2467,151,,,,,,,,,,,,,,
Oklahoma,1920,President,Nowata,1697,2679,75,,,,,,,,,,,,,,
Oklahoma,1920,President,Okfuskee,1650,1760,242,,,,,,,,,,,,,,
Oklahoma,1920,President,Oklahoma,17820,15350,1189,,,,,,,,,,,,,,
Oklahoma,1920,President,Okmulgee,4495,5367,593,,,,,,,,,,,,,,
Oklahoma,1920,President,Osage,3801,4567,254,,,,,,,,,,,,,,
Oklahoma,1920,President,Ottawa,3974,5270,372,,,,,,,,,,,,,,
Oklahoma,1920,President,Pawnee,1955,2976,372,,,,,,,,,,,,,,
Oklahoma,1920,President,Payne,3238,4583,549,,,,,,,,,,,,,,
Oklahoma,1920,President,Pittsburg,5361,5371,655,,,,,,,,,,,,,,
Oklahoma,1920,President,Pontotoc,3800,2370,206,,,,,,,,,,,,,,
Oklahoma,1920,President,Pottawatomie,5310,5355,595,,,,,,,,,,,,,,
Oklahoma,1920,President,Pushmataha,1365,1864,267,,,,,,,,,,,,,,
Oklahoma,1920,President,Roger Mills,931,1193,428,,,,,,,,,,,,,,
Oklahoma,1920,President,Rogers,2459,2844,216,,,,,,,,,,,,,,
Oklahoma,1920,President,Seminole,1869,3382,318,,,,,,,,,,,,,,
Oklahoma,1920,President,Sequoyah,2505,3195,113,,,,,,,,,,,,,,
Oklahoma,1920,President,Stephens,2816,2035,346,,,,,,,,,,,,,,
Oklahoma,1920,President,Texas,1398,1762,135,,,,,,,,,,,,,,
Oklahoma,1920,President,Tillman,2649,1539,150,,,,,,,,,,,,,,
Oklahoma,1920,President,Tulsa,10025,14357,617,,,,,,,,,,,,,,
Oklahoma,1920,President,Wagoner,1375,1432,158,,,,,,,,,,,,,,
Oklahoma,1920,President,Washington,2805,4105,189,,,,,,,,,,,,,,
Oklahoma,1920,President,Washita,2125,2070,320,,,,,,,,,,,,,,
Oklahoma,1920,President,Woods,1530,2827,330,,,,,,,,,,,,,,
Oklahoma,1920,President,Woodward,1437,2492,290,,,,,,,,,,,,,,
Oklahoma,1924,President,Adair,1942,2317,,,,229,,,,,,,,,,,
Oklahoma,1924,President,Alfalfa,1558,2967,,,,656,,,,,,,,,,,
Oklahoma,1924,President,Atoka,2204,1130,,,,725,,,,,,,,,,,
Oklahoma,1924,President,Beaver,1195,1565,,,,407,,,,,,,,,,,
Oklahoma,1924,President,Beckham,2496,1357,,,,534,,,,,,,,,,,
Oklahoma,1924,President,Blaine,1488,2255,,,,904,,,,,,,,,,,
Oklahoma,1924,President,Bryan,4593,1780,,,,699,,,,,,,,,,,
Oklahoma,1924,President,Caddo,4211,4388,,,,931,,,,,,,,,,,
Oklahoma,1924,President,Canadian,3065,3070,,,,1262,,,,,,,,,,,
Oklahoma,1924,President,Carter,7134,3164,,,,564,,,,,,,,,,,
Oklahoma,1924,President,Cherokee,2454,2622,,,,185,,,,,,,,,,,
Oklahoma,1924,President,Choctaw,2528,2013,,,,737,,,,,,,,,,,
Oklahoma,1924,President,Cimarron,672,586,,,,164,,,,,,,,,,,
Oklahoma,1924,President,Cleveland,2841,1672,,,,495,,,,,,,,,,,
Oklahoma,1924,President,Coal,1772,800,,,,607,,,,,,,,,,,
Oklahoma,1924,President,Comanche,3523,3084,,,,841,,,,,,,,,,,
Oklahoma,1924,President,Cotton,1825,1581,,,,299,,,,,,,,,,,
Oklahoma,1924,President,Craig,3096,2519,,,,171,,,,,,,,,,,
Oklahoma,1924,President,Creek,7969,8894,,,,851,,,,,,,,,,,
Oklahoma,1924,President,Custer,2473,2409,,,,747,,,,,,,,,,,
Oklahoma,1924,President,Delaware,1729,1563,,,,263,,,,,,,,,,,
Oklahoma,1924,President,Dewey,1126,1539,,,,799,,,,,,,,,,,
Oklahoma,1924,President,Ellis,879,1499,,,,700,,,,,,,,,,,
Oklahoma,1924,President,Garfield,3791,7524,,,,2054,,,,,,,,,,,
Oklahoma,1924,President,Garvin,4758,1863,,,,312,,,,,,,,,,,
Oklahoma,1924,President,Grady,5091,2640,,,,855,,,,,,,,,,,
Oklahoma,1924,President,Grant,1990,2800,,,,622,,,,,,,,,,,
Oklahoma,1924,President,Greer,1982,551,,,,293,,,,,,,,,,,
Oklahoma,1924,President,Harmon,1049,339,,,,68,,,,,,,,,,,
Oklahoma,1924,President,Harper,824,1226,,,,365,,,,,,,,,,,
Oklahoma,1924,President,Haskell,2480,1935,,,,401,,,,,,,,,,,
Oklahoma,1924,President,Hughes,3996,1994,,,,210,,,,,,,,,,,
Oklahoma,1924,President,Jackson,2342,941,,,,521,,,,,,,,,,,
Oklahoma,1924,President,Jefferson,2441,1108,,,,214,,,,,,,,,,,
Oklahoma,1924,President,Johnston,2122,923,,,,676,,,,,,,,,,,
Oklahoma,1924,President,Kay,6049,7392,,,,1007,,,,,,,,,,,
Oklahoma,1924,President,Kingfisher,1644,2834,,,,617,,,,,,,,,,,
Oklahoma,1924,President,Kiowa,2635,1688,,,,531,,,,,,,,,,,
Oklahoma,1924,President,Latimer,1457,971,,,,274,,,,,,,,,,,
Oklahoma,1924,President,Le Flore,4069,3326,,,,852,,,,,,,,,,,
Oklahoma,1924,President,Lincoln,3283,4220,,,,739,,,,,,,,,,,
Oklahoma,1924,President,Logan,2366,4445,,,,751,,,,,,,,,,,
Oklahoma,1924,President,Love,1713,479,,,,536,,,,,,,,,,,
Oklahoma,1924,President,McClain,2519,1233,,,,259,,,,,,,,,,,
Oklahoma,1924,President,McCurtain,3279,1669,,,,237,,,,,,,,,,,
Oklahoma,1924,President,McIntosh,2723,1675,,,,97,,,,,,,,,,,
Oklahoma,1924,President,Major,649,1781,,,,614,,,,,,,,,,,
Oklahoma,1924,President,Marshall,1935,866,,,,545,,,,,,,,,,,
Oklahoma,1924,President,Mayes,2246,2317,,,,325,,,,,,,,,,,
Oklahoma,1924,President,Murray,2083,784,,,,148,,,,,,,,,,,
Oklahoma,1924,President,Muskogee,6895,6158,,,,644,,,,,,,,,,,
Oklahoma,1924,President,Noble,1927,2680,,,,633,,,,,,,,,,,
Oklahoma,1924,President,Nowata,2049,2296,,,,154,,,,,,,,,,,
Oklahoma,1924,President,Okfuskee,2654,1431,,,,264,,,,,,,,,,,
Oklahoma,1924,President,Oklahoma,21708,17504,,,,3873,,,,,,,,,,,
Oklahoma,1924,President,Okmulgee,5927,6015,,,,896,,,,,,,,,,,
Oklahoma,1924,President,Osage,7070,6363,,,,769,,,,,,,,,,,
Oklahoma,1924,President,Ottawa,4522,5197,,,,658,,,,,,,,,,,
Oklahoma,1924,President,Pawnee,2376,3093,,,,552,,,,,,,,,,,
Oklahoma,1924,President,Payne,4342,4817,,,,774,,,,,,,,,,,
Oklahoma,1924,President,Pittsburg,6062,3554,,,,1149,,,,,,,,,,,
Oklahoma,1924,President,Pontotoc,4268,1859,,,,493,,,,,,,,,,,
Oklahoma,1924,President,Pottawatomie,5072,4040,,,,1297,,,,,,,,,,,
Oklahoma,1924,President,Pushmataha,1647,1084,,,,275,,,,,,,,,,,
Oklahoma,1924,President,Roger Mills,1318,946,,,,519,,,,,,,,,,,
Oklahoma,1924,President,Rogers,2901,2207,,,,237,,,,,,,,,,,
Oklahoma,1924,President,Seminole,3007,2326,,,,475,,,,,,,,,,,
Oklahoma,1924,President,Sequoyah,3429,2875,,,,70,,,,,,,,,,,
Oklahoma,1924,President,Stephens,4745,2377,,,,412,,,,,,,,,,,
Oklahoma,1924,President,Texas,1812,1745,,,,405,,,,,,,,,,,
Oklahoma,1924,President,Tillman,2653,1326,,,,184,,,,,,,,,,,
Oklahoma,1924,President,Tulsa,14377,19537,,,,1265,,,,,,,,,,,
Oklahoma,1924,President,Wagoner,1985,1646,,,,272,,,,,,,,,,,
Oklahoma,1924,President,Washington,3487,4579,,,,234,,,,,,,,,,,
Oklahoma,1924,President,Washita,2325,1357,,,,372,,,,,,,,,,,
Oklahoma,1924,President,Woods,1533,2615,,,,840,,,,,,,,,,,
Oklahoma,1924,President,Woodward,1418,1831,,,,763,,,,,,,,,,,
Oklahoma,1928,President,Adair,1944,2867,14,6,,,,,,,,,,,,,
Oklahoma,1928,President,Alfalfa,1086,4224,83,24,,,,,,,,,,,,,
Oklahoma,1928,President,Atoka,2056,1572,24,9,,,,,,,,,,,,,
Oklahoma,1928,President,Beaver,887,2596,33,8,,,,,,,,,,,,,
Oklahoma,1928,President,Beckham,2201,3810,78,21,,,,,,,,,,,,,
Oklahoma,1928,President,Blaine,1543,3413,65,11,,,,,,,,,,,,,
Oklahoma,1928,President,Bryan,3885,3014,30,21,,,,,,,,,,,,,
Oklahoma,1928,President,Caddo,3885,7313,123,57,,,,,,,,,,,,,
Oklahoma,1928,President,Canadian,2786,5011,54,24,,,,,,,,,,,,,
Oklahoma,1928,President,Carter,5086,6538,77,15,,,,,,,,,,,,,
Oklahoma,1928,President,Cherokee,2446,2963,16,13,,,,,,,,,,,,,
Oklahoma,1928,President,Choctaw,2581,2541,23,7,,,,,,,,,,,,,
Oklahoma,1928,President,Cimarron,566,1139,14,6,,,,,,,,,,,,,
Oklahoma,1928,President,Cleveland,2291,3738,50,14,,,,,,,,,,,,,
Oklahoma,1928,President,Coal,1681,1283,19,13,,,,,,,,,,,,,
Oklahoma,1928,President,Comanche,2956,5069,70,22,,,,,,,,,,,,,
Oklahoma,1928,President,Cotton,1605,2419,19,5,,,,,,,,,,,,,
Oklahoma,1928,President,Craig,2897,3511,23,13,,,,,,,,,,,,,
Oklahoma,1928,President,Creek,5693,12254,67,28,,,,,,,,,,,,,
Oklahoma,1928,President,Custer,1995,4576,93,10,,,,,,,,,,,,,
Oklahoma,1928,President,Delaware,1706,2603,33,18,,,,,,,,,,,,,
Oklahoma,1928,President,Dewey,1175,2486,112,31,,,,,,,,,,,,,
Oklahoma,1928,President,Ellis,1122,1953,25,10,,,,,,,,,,,,,
Oklahoma,1928,President,Garfield,3503,12748,90,51,,,,,,,,,,,,,
Oklahoma,1928,President,Garvin,3589,3321,72,19,,,,,,,,,,,,,
Oklahoma,1928,President,Grady,3667,6332,84,26,,,,,,,,,,,,,
Oklahoma,1928,President,Grant,1449,4371,47,16,,,,,,,,,,,,,
Oklahoma,1928,President,Greer,1645,2262,13,15,,,,,,,,,,,,,
Oklahoma,1928,President,Harmon,1060,1431,18,8,,,,,,,,,,,,,
Oklahoma,1928,President,Harper,872,1844,47,12,,,,,,,,,,,,,
Oklahoma,1928,President,Haskell,2172,2580,13,17,,,,,,,,,,,,,
Oklahoma,1928,President,Hughes,3169,3937,23,6,,,,,,,,,,,,,
Oklahoma,1928,President,Jackson,2493,3440,21,6,,,,,,,,,,,,,
Oklahoma,1928,President,Jefferson,1916,2251,12,6,,,,,,,,,,,,,
Oklahoma,1928,President,Johnston,1766,1294,27,9,,,,,,,,,,,,,
Oklahoma,1928,President,Kay,4196,13829,95,41,,,,,,,,,,,,,
Oklahoma,1928,President,Kingfisher,1780,4063,27,12,,,,,,,,,,,,,
Oklahoma,1928,President,Kiowa,2270,4116,66,26,,,,,,,,,,,,,
Oklahoma,1928,President,Latimer,1583,1368,21,17,,,,,,,,,,,,,
Oklahoma,1928,President,Le Flore,4622,5168,37,20,,,,,,,,,,,,,
Oklahoma,1928,President,Lincoln,2405,6118,102,24,,,,,,,,,,,,,
Oklahoma,1928,President,Logan,2251,6277,74,30,,,,,,,,,,,,,
Oklahoma,1928,President,Love,1268,843,0,0,,,,,,,,,,,,,
