State,Year,Office,County,D#,R#,S#,FL#,Proh.#,Prog.#,Am.#,I#,Ref.#,L#,NA#,I1#,I2#,I3#,I4#,W/I#,Year / Office
Oklahoma,,,Love,1801,470,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Major,1200,1930,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Marshall,2989,818,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Mayes,6975,2880,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,McClain,4643,2479,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,McCurtain,5298,1343,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,McIntosh,4452,1195,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Murray,2954,987,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Muskogee,12488,4453,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Noble,2066,2029,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Nowata,2017,1089,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Okfuskee,2407,829,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Oklahoma,89742,79794,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Okmulgee,7298,2640,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Osage,7665,3276,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Ottawa,5943,1984,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Pawnee,2974,1545,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Payne,9398,8087,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Pittsburg,9325,2897,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Pontotoc,7247,3119,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Pottawatomie,10772,6477,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Pushmataha,2993,717,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Roger Mills,1016,725,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Rogers,10428,5651,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Seminole,5679,2078,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Sequoyah,6744,1850,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Stephens,9604,4105,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Texas,2243,2422,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Tillman,2126,741,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Tulsa,76770,59046,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Wagoner,7634,4439,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Washington,7078,8745,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Washita,2765,1301,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Woods,1792,1994,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Woodward,3098,3379,,,,,,,,,,,,,,,1990 Lt. Governor
Oklahoma,,,Adair,2289,1440,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Alfalfa,1045,1483,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Atoka,2710,862,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Beaver,846,1277,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Beckham,3195,2164,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Blaine,1922,2319,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Bryan,5777,1881,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Caddo,4847,3188,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Canadian,7675,13529,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Carter,7919,4185,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Cherokee,5637,3860,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Choctaw,3755,903,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Cimarron,587,703,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Cleveland,16246,29811,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Coal,1563,488,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Comanche,10980,10032,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Cotton,1436,724,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Craig,2720,1423,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Creek,7238,6925,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Custer,3963,4280,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Delaware,4111,2922,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Dewey,1121,1115,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Ellis,845,1017,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Garfield,6668,10838,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Garvin,4655,3406,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Grady,5710,6083,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Grant,1042,1464,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Greer,1499,787,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Harmon,974,369,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Harper,715,984,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Haskell,2779,1061,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Hughes,2710,1312,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Jackson,3834,2391,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Jefferson,1574,639,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Johnston,2034,622,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Kay,5722,8911,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Kingfisher,1602,3326,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Kiowa,2272,1309,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Latimer,2016,909,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Le Flore,7517,3010,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Lincoln,4155,4534,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Logan,3998,5394,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Love,1713,544,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Major,1117,1970,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Marshall,2654,1111,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Mayes,5882,3922,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,McClain,3516,3507,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,McCurtain,5058,1547,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,McIntosh,3863,1849,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Murray,2694,1393,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Muskogee,10253,6789,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Noble,1791,2296,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Nowata,1819,1230,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Okfuskee,2091,1077,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Oklahoma,59124,108628,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Okmulgee,6527,3366,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Osage,6060,4792,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Ottawa,5144,2674,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Pawnee,2358,2140,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Payne,7355,9921,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Pittsburg,7953,4229,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Pontotoc,5810,4314,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Pottawatomie,8499,8606,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Pushmataha,2970,747,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Roger Mills,1115,695,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Rogers,8054,7907,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Seminole,4720,2960,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Sequoyah,6084,2294,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Stephens,7668,5884,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Texas,1858,2760,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Tillman,1918,899,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Tulsa,51696,82893,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Wagoner,6125,5881,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Washington,5886,9753,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Washita,2367,1671,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Woods,1545,2204,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Woodward,2674,3662,,,,,,,,,,,,,,,1990 Treasurer
Oklahoma,,,Adair,2920,1901,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Alfalfa,942,1338,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Atoka,2134,1273,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Beaver,641,1428,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Beckham,3003,2178,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Blaine,1895,2164,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Bryan,6565,2747,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Caddo,4742,2998,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Canadian,9540,14670,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Carter,7254,4815,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Cherokee,6838,3545,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Choctaw,2895,1190,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Cimarron,441,860,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Cleveland,25735,30664,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Coal,1246,607,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Comanche,12488,11368,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Cotton,1393,820,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Craig,2819,1530,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Creek,10355,7718,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Custer,4221,3738,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Delaware,5288,3972,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Dewey,1087,1067,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Ellis,906,837,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Garfield,7994,11686,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Garvin,4914,3268,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Grady,6774,6135,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Grant,1077,1302,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Greer,1263,669,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Harmon,755,310,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Harper,728,891,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Haskell,2317,945,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Hughes,3021,1215,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Jackson,3770,2935,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Jefferson,1532,701,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Johnston,1862,995,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Kay,8142,9293,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Kingfisher,2058,3210,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Kiowa,2221,1404,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Latimer,2078,883,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Le Flore,6293,3596,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Lincoln,4982,4320,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Logan,4314,5264,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Love,1533,785,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Major,1151,1994,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Marshall,2287,1373,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Mayes,6625,3968,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,McClain,4236,3733,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,McCurtain,5297,2656,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,McIntosh,4984,1900,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Murray,2440,1375,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Muskogee,14464,5295,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Noble,2033,2193,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Nowata,1845,1315,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Okfuskee,2399,1121,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Oklahoma,77383,103208,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Okmulgee,7400,3189,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Osage,7553,4688,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Ottawa,5501,3010,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Pawnee,3059,2183,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Payne,10241,9516,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Pittsburg,9138,4437,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Pontotoc,7457,3993,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Pottawatomie,9879,7895,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Pushmataha,2756,1148,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Roger Mills,969,749,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Rogers,10554,9104,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Seminole,4801,2451,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Sequoyah,5221,2792,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Stephens,8097,6613,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Texas,1487,2940,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Tillman,1658,967,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Tulsa,80764,82265,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Wagoner,8331,6956,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Washington,7310,9750,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Washita,2248,1726,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Woods,1579,2016,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Woodward,2916,3277,,,,,,,,,,,,,,,1994 Attorney General
Oklahoma,,,Adair,2853,1834,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Alfalfa,1375,894,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Atoka,2485,933,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Beaver,917,1162,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Beckham,3434,1723,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Blaine,2563,1489,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Bryan,6799,2417,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Caddo,5694,2013,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Canadian,12811,11273,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Carter,7797,4176,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Cherokee,6782,3385,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Choctaw,3116,953,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Cimarron,681,624,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Cleveland,32668,23413,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Coal,1346,503,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Comanche,14745,9043,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Cotton,1671,559,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Craig,2879,1351,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Creek,10762,6924,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Custer,5144,2764,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Delaware,5303,3712,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Dewey,1395,735,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Ellis,1061,676,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Garfield,13994,5688,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Garvin,5930,2220,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Grady,8475,4411,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Grant,1415,957,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Greer,1494,438,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Harmon,865,207,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Harper,972,636,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Haskell,2351,845,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Hughes,3334,887,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Jackson,4503,2190,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Jefferson,1712,528,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Johnston,2171,688,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Kay,9758,7612,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Kingfisher,3027,2204,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Kiowa,2653,975,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Latimer,2183,733,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Le Flore,6400,3342,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Lincoln,6037,3233,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Logan,5810,3756,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Love,1679,613,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Major,1648,1490,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Marshall,2552,1096,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Mayes,6665,3691,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,McClain,5305,2656,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,McCurtain,5474,2365,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,McIntosh,5045,1640,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Murray,2812,1007,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Muskogee,13833,5367,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Noble,2722,1483,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Nowata,1954,1138,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Okfuskee,2618,865,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Oklahoma,104157,74900,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Okmulgee,7504,2831,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Osage,7982,4019,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Ottawa,5485,2859,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Pawnee,3552,1650,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Payne,11416,8051,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Pittsburg,9763,3614,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Pontotoc,8660,2832,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Pottawatomie,12336,5477,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Pushmataha,2919,980,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Roger Mills,1174,564,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Rogers,10356,8818,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Seminole,5451,1799,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Sequoyah,4954,2879,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Stephens,9817,4879,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Texas,1864,2535,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Tillman,1968,666,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Tulsa,75170,82982,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Wagoner,8214,6689,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Washington,7546,9041,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Washita,2760,1206,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Woods,2040,1531,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Woodward,3584,2536,,,,,,,,,,,,,,,1994 Auditor
Oklahoma,,,Adair,2608,2098,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Alfalfa,933,1314,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Atoka,2134,1273,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Beaver,622,1437,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Beckham,2869,2263,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Blaine,2025,2010,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Bryan,6042,3120,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Caddo,4776,2905,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Canadian,9481,14517,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Carter,6729,5228,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Cherokee,6329,3915,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Choctaw,2808,1254,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Cimarron,424,889,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Cleveland,24994,30730,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Coal,1247,592,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Comanche,12014,11836,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Cotton,1407,829,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Craig,2607,1639,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Creek,9857,7980,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Custer,3842,4012,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Delaware,4830,4263,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Dewey,1041,1073,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Ellis,753,955,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Garfield,7991,11483,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Garvin,4884,3240,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Grady,6879,5927,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Grant,1124,1236,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Greer,1256,654,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Harmon,745,302,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Harper,687,920,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Haskell,2209,1002,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Hughes,2906,1308,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Jackson,3517,3102,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Jefferson,1607,631,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Johnston,1879,973,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Kay,7389,9855,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Kingfisher,2066,3142,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Kiowa,2264,1344,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Latimer,1994,916,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Le Flore,6000,3722,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Lincoln,4915,4314,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Logan,4230,5264,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Love,1505,785,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Major,1071,2051,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Marshall,2293,1333,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Mayes,6197,4248,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,McClain,4319,3599,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,McCurtain,5076,2748,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,McIntosh,4632,2118,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Murray,2406,1390,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Muskogee,12029,7274,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Noble,1946,2231,,,,,,,,,,,,,,,1994 Insurance Commissioner
Oklahoma,,,Nowata,1691,1431,,,,,,,,,,,,,,,1994 Insurance Commissioner
