State,Year,Office,County,D#,R#,Prog.#,S#,AI#,L#,G#,I1#,I2#,I3#,I4#,I5#,NL#,Ref.#,W/I1#,W/2#,W/3#,D1#,D2#,D3#,D4#,D5#,I#,Ind.#,C#,O#,Others
Mississippi,1964,President,Sharkey,128,1116,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Simpson,271,4949,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Smith,238,4045,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Stone,179,1776,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Sunflower,251,4127,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Tallahatchie,255,3126,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Tate,283,2390,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Tippah,974,2482,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Tishomingo,977,1934,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Tunica,99,945,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Union,1237,2939,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Walthall,154,3014,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Warren,1631,7409,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Washington,2004,5611,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Wayne,276,3539,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Webster,237,2884,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Wilkinson,103,1473,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Winston,237,3922,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Yalobusha,259,2385,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1964,President,Yazoo,204,4801,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Adams,5214,1475,,,6812,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Alcorn,1122,1760,,,6304,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Amite,1533,393,,,3206,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Attala,1588,599,,,4776,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Benton,850,185,,,1630,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Bolivar,4696,1790,,,5018,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Calhoun,276,394,,,4823,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Carroll,925,138,,,2131,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Chickasaw,720,381,,,4062,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Choctaw,417,211,,,2543,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Claiborne,2129,230,,,1143,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Clarke,878,298,,,4214,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Clay,1510,494,,,3505,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Coahoma,5352,1875,,,3671,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Copiah,2724,704,,,4951,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Covington,691,445,,,3668,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,DeSoto,1898,1092,,,5346,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Forrest,2957,3294,,,9975,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Franklin,782,231,,,2429,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,George,214,171,,,3992,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Greene,449,132,,,2744,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Grenada,2050,718,,,4335,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Hancock,904,1065,,,4072,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Harrison,4549,6542,,,18157,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Hinds,14880,13488,,,32366,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Holmes,3881,520,,,3008,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Humphreys,1219,258,,,2151,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Issaquena,527,44,,,534,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Itawamba,417,569,,,5204,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Jackson,2236,2942,,,15261,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Jasper,987,373,,,3100,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Jefferson,2121,147,,,1112,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Jefferson Davis,1465,297,,,2614,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Jones,2476,3242,,,12276,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Kemper,655,167,,,2530,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Lafayette,1578,1235,,,3329,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Lamar,351,546,,,4422,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Lauderdale,3195,2328,,,14842,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Lawrence,740,329,,,2825,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Leake,1295,453,,,4568,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Lee,1912,2522,,,9232,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Leflore,4386,1514,,,5732,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Lincoln,1585,1057,,,7276,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Lowndes,2229,1968,,,6829,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Madison,4515,876,,,4071,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Marion,1722,763,,,5848,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Marshall,2907,577,,,2794,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Monroe,1506,1167,,,7856,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Montgomery,896,475,,,2988,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Neshoba,867,531,,,6417,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Newton,799,542,,,5561,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Noxubee,1387,232,,,2040,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Oktibbeha,1826,1276,,,4127,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Panola,2743,1098,,,4133,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Pearl River,926,1298,,,6050,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Perry,439,227,,,2541,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Pike,2848,1460,,,5846,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Pontotoc,599,733,,,4798,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Prentiss,440,723,,,5055,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Quitman,1502,434,,,2443,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Rankin,1975,1124,,,9224,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Scott,1067,604,,,5093,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Sharkey,972,249,,,1188,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Simpson,1079,875,,,5064,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Smith,352,437,,,4367,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Stone,314,258,,,2140,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Sunflower,2602,1036,,,3932,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Tallahatchie,1477,577,,,3076,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Tate,1162,605,,,2810,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Tippah,663,589,,,4627,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Tishomingo,358,617,,,4569,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Tunica,1133,413,,,783,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Union,624,948,,,5198,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Walthall,1233,387,,,3186,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Warren,4503,2392,,,7217,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Washington,5520,3500,,,6300,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Wayne,739,247,,,4089,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Webster,295,330,,,3398,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Wilkinson,2144,272,,,1503,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Winston,911,508,,,4635,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Yalobusha,873,562,,,2725,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1968,President,Yazoo,2163,958,,,4939,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Adams,3697,8500,,,,,,255,205,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Alcorn,982,5732,,,,,,134,35,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Amite,1185,2846,,,,,,93,4,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Attala,1103,4738,,,,,,116,3,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Benton,701,1483,,,,,,51,0,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Bolivar,3616,7397,,,,,,155,19,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Calhoun,245,3023,,,,,,75,2,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Carroll,580,1777,,,,,,66,1,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Chickasaw,579,3753,,,,,,62,39,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Choctaw,326,2301,,,,,,29,2,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Claiborne,2076,1521,,,,,,31,14,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Clarke,954,4561,,,,,,74,3,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Clay,1410,4035,,,,,,116,91,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Coahoma,3708,6602,,,,,,333,82,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Copiah,1803,5498,,,,,,125,94,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Covington,642,3842,,,,,,77,8,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,DeSoto,1557,7917,,,,,,314,1,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Forrest,2933,14418,,,,,,531,16,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Franklin,561,2361,,,,,,63,14,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,George,270,3979,,,,,,33,1,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Greene,513,2884,,,,,,43,13,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Grenada,1471,4800,,,,,,107,14,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Hancock,745,5133,,,,,,64,7,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Harrison,4761,28962,,,,,,534,213,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Hinds,12679,49877,,,,,,1126,414,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Holmes,3459,3158,,,,,,57,12,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Humphreys,892,2334,,,,,,86,70,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Issaquena,395,701,,,,,,34,23,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Itawamba,509,4419,,,,,,24,2,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Jackson,2534,22204,,,,,,282,18,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Jasper,935,3597,,,,,,50,2,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Jefferson,1457,1131,,,,,,16,4,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Jefferson Davis,1005,2830,,,,,,43,8,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Jones,2790,16489,,,,,,320,80,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Kemper,837,2748,,,,,,65,2,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Lafayette,1545,5391,,,,,,67,8,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Lamar,493,5022,,,,,,161,6,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Lauderdale,3453,18337,,,,,,613,17,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Lawrence,709,3394,,,,,,50,1,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Leake,1053,4217,,,,,,56,3,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Lee,1632,10730,,,,,,520,109,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Leflore,2038,6779,,,,,,148,4,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Lincoln,1070,7593,,,,,,161,4,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Lowndes,2398,10098,,,,,,326,9,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Madison,3464,5047,,,,,,239,74,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Marion,1693,6805,,,,,,65,7,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Marshall,1875,3326,,,,,,115,40,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Monroe,1279,7273,,,,,,84,12,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Montgomery,925,3210,,,,,,67,4,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Neshoba,812,6815,,,,,,93,5,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Newton,597,5585,,,,,,157,4,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Noxubee,1052,2239,,,,,,83,4,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Oktibbeha,1880,6160,,,,,,100,13,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Panola,2091,5284,,,,,,105,3,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Pearl River,901,7487,,,,,,111,5,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Perry,446,2689,,,,,,60,1,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Pike,2332,6542,,,,,,188,14,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Pontotoc,488,4476,,,,,,40,0,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Prentiss,398,4607,,,,,,51,0,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Quitman,790,2524,,,,,,59,19,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Rankin,1913,12187,,,,,,197,8,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Scott,1213,5244,,,,,,91,11,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Sharkey,655,1426,,,,,,15,3,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Simpson,871,5669,,,,,,51,11,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Smith,329,4419,,,,,,36,1,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Stone,293,2467,,,,,,27,1,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Sunflower,1874,5389,,,,,,77,15,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Tallahatchie,835,3442,,,,,,157,15,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Tate,1151,3966,,,,,,104,15,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Tippah,569,3937,,,,,,76,3,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Tishomingo,443,4177,,,,,,52,9,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Tunica,858,1446,,,,,,18,3,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Union,658,5477,,,,,,90,5,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Walthall,747,3110,,,,,,41,6,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Warren,3480,10420,,,,,,452,126,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Washington,4623,9634,,,,,,535,312,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Wayne,975,4648,,,,,,35,5,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Webster,403,3624,,,,,,38,0,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Wilkinson,1409,1608,,,,,,32,5,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Winston,1354,5155,,,,,,39,7,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Yalobusha,797,2944,,,,,,48,8,,,,,,,,,,,,,,,,,,
Mississippi,1972,President,Yazoo,2008,5555,,,,,,84,7,,,,,,,,,,,,,,,,,,
Mississippi,1976,President,Adams,6619,6431,,,80,,,153,56,227,295,,,,,,,,,,,,,,,,
Mississippi,1976,President,Alcorn,6995,3430,,,96,,,121,59,36,33,,,,,,,,,,,,,,,,
Mississippi,1976,President,Amite,2574,2256,,,61,,,45,20,24,19,,,,,,,,,,,,,,,,
Mississippi,1976,President,Attala,4068,3146,,,64,,,64,35,23,23,,,,,,,,,,,,,,,,
Mississippi,1976,President,Benton,2375,790,,,25,,,19,0,0,0,,,,,,,,,,,,,,,,
Mississippi,1976,President,Bolivar,7561,5136,,,102,,,20,31,12,13,,,,,,,,,,,,,,,,
Mississippi,1976,President,Calhoun,2724,1892,,,70,,,34,24,26,18,,,,,,,,,,,,,,,,
Mississippi,1976,President,Carroll,1566,1561,,,15,,,13,5,3,4,,,,,,,,,,,,,,,,
Mississippi,1976,President,Chickasaw,2891,2581,,,66,,,54,47,45,39,,,,,,,,,,,,,,,,
Mississippi,1976,President,Choctaw,1520,1561,,,36,,,18,17,7,12,,,,,,,,,,,,,,,,
Mississippi,1976,President,Claiborne,2657,1078,,,36,,,11,23,13,34,,,,,,,,,,,,,,,,
Mississippi,1976,President,Clarke,2816,2935,,,45,,,66,51,41,41,,,,,,,,,,,,,,,,
Mississippi,1976,President,Clay,3514,3017,,,64,,,79,61,55,47,,,,,,,,,,,,,,,,
Mississippi,1976,President,Coahoma,6412,4269,,,104,,,109,106,63,50,,,,,,,,,,,,,,,,
Mississippi,1976,President,Copiah,4267,4108,,,68,,,64,43,51,45,,,,,,,,,,,,,,,,
Mississippi,1976,President,Covington,2862,2591,,,33,,,21,23,19,19,,,,,,,,,,,,,,,,
Mississippi,1976,President,DeSoto,7756,6240,,,78,,,69,88,46,35,,,,,,,,,,,,,,,,
Mississippi,1976,President,Forrest,7914,10770,,,167,,,93,95,42,39,,,,,,,,,,,,,,,,
Mississippi,1976,President,Franklin,1578,1719,,,29,,,31,17,12,9,,,,,,,,,,,,,,,,
Mississippi,1976,President,George,3072,1957,,,56,,,39,44,34,27,,,,,,,,,,,,,,,,
Mississippi,1976,President,Greene,2127,1538,,,16,,,34,17,15,23,,,,,,,,,,,,,,,,
Mississippi,1976,President,Grenada,3263,3569,,,72,,,25,45,29,17,,,,,,,,,,,,,,,,
Mississippi,1976,President,Hancock,3855,3765,,,47,,,68,44,35,28,,,,,,,,,,,,,,,,
Mississippi,1976,President,Harrison,16569,19207,,,361,,,328,301,207,166,,,,,,,,,,,,,,,,
Mississippi,1976,President,Hinds,28748,45803,,,415,,,261,270,114,145,,,,,,,,,,,,,,,,
Mississippi,1976,President,Holmes,4616,2438,,,54,,,37,23,15,20,,,,,,,,,,,,,,,,
Mississippi,1976,President,Humphreys,2172,1445,,,39,,,37,40,20,21,,,,,,,,,,,,,,,,
Mississippi,1976,President,Issaquena,567,325,,,19,,,17,16,8,2,,,,,,,,,,,,,,,,
Mississippi,1976,President,Itawamba,4480,2153,,,25,,,10,23,6,8,,,,,,,,,,,,,,,,
Mississippi,1976,President,Jackson,12533,17177,,,332,,,394,248,201,197,,,,,,,,,,,,,,,,
Mississippi,1976,President,Jasper,3109,2356,,,28,,,12,4,2,2,,,,,,,,,,,,,,,,
Mississippi,1976,President,Jefferson,2562,782,,,21,,,18,19,11,13,,,,,,,,,,,,,,,,
Mississippi,1976,President,Jefferson Davis,2747,1868,,,25,,,13,13,15,17,,,,,,,,,,,,,,,,
Mississippi,1976,President,Jones,10139,11098,,,102,,,81,63,28,41,,,,,,,,,,,,,,,,
Mississippi,1976,President,Kemper,2436,1680,,,23,,,14,4,3,0,,,,,,,,,,,,,,,,
Mississippi,1976,President,Lafayette,4375,3735,,,57,,,58,64,40,22,,,,,,,,,,,,,,,,
Mississippi,1976,President,Lamar,3109,4056,,,97,,,89,35,7,21,,,,,,,,,,,,,,,,
Mississippi,1976,President,Lauderdale,9813,14273,,,131,,,134,45,17,33,,,,,,,,,,,,,,,,
Mississippi,1976,President,Lawrence,2242,2109,,,33,,,19,16,7,10,,,,,,,,,,,,,,,,
Mississippi,1976,President,Leake,3415,2952,,,39,,,33,27,29,13,,,,,,,,,,,,,,,,
Mississippi,1976,President,Lee,8504,7366,,,229,,,49,109,52,24,,,,,,,,,,,,,,,,
Mississippi,1976,President,Leflore,6135,5872,,,255,,,74,129,85,39,,,,,,,,,,,,,,,,
Mississippi,1976,President,Lincoln,4043,6084,,,72,,,85,47,37,24,,,,,,,,,,,,,,,,
Mississippi,1976,President,Lowndes,6181,8003,,,275,,,68,63,55,55,,,,,,,,,,,,,,,,
Mississippi,1976,President,Madison,6240,4838,,,120,,,50,31,9,28,,,,,,,,,,,,,,,,
Mississippi,1976,President,Marion,5283,5300,,,66,,,28,23,17,20,,,,,,,,,,,,,,,,
Mississippi,1976,President,Marshall,6769,2242,,,49,,,47,50,31,38,,,,,,,,,,,,,,,,
Mississippi,1976,President,Monroe,6097,4737,,,100,,,75,91,68,66,,,,,,,,,,,,,,,,
Mississippi,1976,President,Montgomery,2410,2278,,,42,,,32,33,17,15,,,,,,,,,,,,,,,,
Mississippi,1976,President,Neshoba,3891,3859,,,25,,,23,8,5,8,,,,,,,,,,,,,,,,
Mississippi,1976,President,Newton,2741,3813,,,114,,,8,8,3,3,,,,,,,,,,,,,,,,
Mississippi,1976,President,Noxubee,2121,1860,,,45,,,39,36,26,9,,,,,,,,,,,,,,,,
Mississippi,1976,President,Oktibbeha,4339,5194,,,61,,,27,46,20,38,,,,,,,,,,,,,,,,
Mississippi,1976,President,Panola,5517,3341,,,70,,,35,45,31,28,,,,,,,,,,,,,,,,
Mississippi,1976,President,Pearl River,5024,4332,,,56,,,105,74,32,42,,,,,,,,,,,,,,,,
Mississippi,1976,President,Perry,1965,1527,,,112,,,39,38,24,20,,,,,,,,,,,,,,,,
Mississippi,1976,President,Pike,5749,5659,,,109,,,103,54,28,49,,,,,,,,,,,,,,,,
Mississippi,1976,President,Pontotoc,4066,2245,,,77,,,31,26,18,28,,,,,,,,,,,,,,,,
Mississippi,1976,President,Prentiss,4431,2362,,,44,,,42,46,29,23,,,,,,,,,,,,,,,,
Mississippi,1976,President,Quitman,2621,1287,,,34,,,25,30,23,25,,,,,,,,,,,,,,,,
Mississippi,1976,President,Rankin,6937,11507,,,133,,,125,83,54,39,,,,,,,,,,,,,,,,
Mississippi,1976,President,Scott,3643,3649,,,61,,,59,25,14,17,,,,,,,,,,,,,,,,
Mississippi,1976,President,Sharkey,1283,1024,,,43,,,23,33,21,22,,,,,,,,,,,,,,,,
Mississippi,1976,President,Simpson,3600,4291,,,33,,,22,11,1,2,,,,,,,,,,,,,,,,
Mississippi,1976,President,Smith,2434,3147,,,32,,,53,32,20,30,,,,,,,,,,,,,,,,
Mississippi,1976,President,Stone,1648,1575,,,26,,,9,5,1,14,,,,,,,,,,,,,,,,
Mississippi,1976,President,Sunflower,4322,3456,,,69,,,46,49,47,35,,,,,,,,,,,,,,,,
Mississippi,1976,President,Tallahatchie,2991,2146,,,37,,,29,20,17,12,,,,,,,,,,,,,,,,
Mississippi,1976,President,Tate,3747,2497,,,51,,,57,40,20,24,,,,,,,,,,,,,,,,
Mississippi,1976,President,Tippah,4260,1887,,,47,,,26,25,15,14,,,,,,,,,,,,,,,,
Mississippi,1976,President,Tishomingo,3734,1969,,,53,,,28,20,20,15,,,,,,,,,,,,,,,,
Mississippi,1976,President,Tunica,1695,951,,,23,,,24,33,17,13,,,,,,,,,,,,,,,,
Mississippi,1976,President,Union,5021,2507,,,52,,,38,20,9,12,,,,,,,,,,,,,,,,
Mississippi,1976,President,Walthall,2650,2110,,,50,,,40,44,23,10,,,,,,,,,,,,,,,,
Mississippi,1976,President,Warren,6299,8699,,,231,,,144,152,100,80,,,,,,,,,,,,,,,,
Mississippi,1976,President,Washington,9650,7474,,,346,,,153,222,136,168,,,,,,,,,,,,,,,,
Mississippi,1976,President,Wayne,3306,3022,,,14,,,36,10,13,21,,,,,,,,,,,,,,,,
Mississippi,1976,President,Webster,2218,1943,,,44,,,37,15,11,13,,,,,,,,,,,,,,,,
Mississippi,1976,President,Wilkinson,2514,1273,,,16,,,13,11,7,11,,,,,,,,,,,,,,,,
Mississippi,1976,President,Winston,3956,3659,,,60,,,34,37,28,18,,,,,,,,,,,,,,,,
Mississippi,1976,President,Yalobusha,2603,1808,,,32,,,30,7,14,9,,,,,,,,,,,,,,,,
Mississippi,1976,President,Yazoo,4053,4255,,,42,,,45,31,19,26,,,,,,,,,,,,,,,,
Mississippi,1980,President,Adams,7228,7523,,,,,,151,245,166,50,,,,,,,,,,,,,,,,
Mississippi,1980,President,Alcorn,6242,5196,,,,,,898,119,37,103,,,,,,,,,,,,,,,,
Mississippi,1980,President,Amite,3229,2653,,,,,,43,24,11,11,,,,,,,,,,,,,,,,
Mississippi,1980,President,Attala,4117,3975,,,,,,71,27,13,11,,,,,,,,,,,,,,,,
Mississippi,1980,President,Benton,2094,1254,,,,,,35,20,13,11,,,,,,,,,,,,,,,,
Mississippi,1980,President,Bolivar,8839,5148,,,,,,280,110,37,77,,,,,,,,,,,,,,,,
Mississippi,1980,President,Calhoun,3295,2579,,,,,,64,44,21,16,,,,,,,,,,,,,,,,
Mississippi,1980,President,Carroll,2037,2153,,,,,,22,11,3,2,,,,,,,,,,,,,,,,
Mississippi,1980,President,Chickasaw,3622,2540,,,,,,71,47,28,21,,,,,,,,,,,,,,,,
Mississippi,1980,President,Choctaw,1729,1927,,,,,,26,10,2,1,,,,,,,,,,,,,,,,
Mississippi,1980,President,Claiborne,3032,1129,,,,,,22,22,16,7,,,,,,,,,,,,,,,,
Mississippi,1980,President,Clarke,3303,3303,,,,,,41,48,17,9,,,,,,,,,,,,,,,,
Mississippi,1980,President,Clay,4275,3439,,,,,,124,55,39,32,,,,,,,,,,,,,,,,
Mississippi,1980,President,Coahoma,7030,4592,,,,,,256,62,38,37,,,,,,,,,,,,,,,,
