State,Year,Office,County,D#,R#,Prog.#,S#,Proh.#,SL#,SW#,Am.#,B&T#,TX Reg.#,I#,Ref.#,NL#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,C#,W/I#,LRU#,I1#,I2#,Year / Office
Texas,2002,Governor,Baylor,360,809,,,,,,,,,,,,1,19,,,,,,,,,,,0,,,,
Texas,2002,Governor,Bee,4272,3107,,,,,,,,,,,,20,108,,,,,,,,,,,7,,,,
Texas,2002,Governor,Bell,15307,27451,,,,,,,,,,,,145,672,,,,,,,,,,,18,,,,
Texas,2002,Governor,Bexar,125434,142137,,,,,,,,,,,,2182,3771,,,,,,,,,,,80,,,,
Texas,2002,Governor,Blanco,678,2274,,,,,,,,,,,,42,54,,,,,,,,,,,3,,,,
Texas,2002,Governor,Borden,37,228,,,,,,,,,,,,2,5,,,,,,,,,,,3,,,,
Texas,2002,Governor,Bosque,1490,3840,,,,,,,,,,,,15,97,,,,,,,,,,,5,,,,
Texas,2002,Governor,Bowie,9173,10921,,,,,,,,,,,,40,163,,,,,,,,,,,5,,,,
Texas,2002,Governor,Brazoria,17063,34645,,,,,,,,,,,,298,1043,,,,,,,,,,,10,,,,
Texas,2002,Governor,Brazos,7905,20313,,,,,,,,,,,,208,402,,,,,,,,,,,0,,,,
Texas,2002,Governor,Brewster,1121,1254,,,,,,,,,,,,53,43,,,,,,,,,,,4,,,,
Texas,2002,Governor,Briscoe,293,488,,,,,,,,,,,,2,20,,,,,,,,,,,3,,,,
Texas,2002,Governor,Brooks,2022,338,,,,,,,,,,,,6,21,,,,,,,,,,,0,,,,
Texas,2002,Governor,Brown,2233,6629,,,,,,,,,,,,20,174,,,,,,,,,,,9,,,,
Texas,2002,Governor,Burleson,1767,2992,,,,,,,,,,,,22,48,,,,,,,,,,,0,,,,
Texas,2002,Governor,Burnet,2834,7834,,,,,,,,,,,,83,264,,,,,,,,,,,10,,,,
Texas,2002,Governor,Caldwell,3294,4000,,,,,,,,,,,,79,161,,,,,,,,,,,24,,,,
Texas,2002,Governor,Calhoun,2590,2742,,,,,,,,,,,,23,80,,,,,,,,,,,8,,,,
Texas,2002,Governor,Callahan,859,2787,,,,,,,,,,,,12,77,,,,,,,,,,,8,,,,
Texas,2002,Governor,Cameron,27374,17716,,,,,,,,,,,,177,478,,,,,,,,,,,9,,,,
Texas,2002,Governor,Camp,1354,1539,,,,,,,,,,,,4,34,,,,,,,,,,,3,,,,
Texas,2002,Governor,Carson,514,1562,,,,,,,,,,,,4,62,,,,,,,,,,,0,,,,
Texas,2002,Governor,Cass,3787,3527,,,,,,,,,,,,13,58,,,,,,,,,,,11,,,,
Texas,2002,Governor,Castro,729,1277,,,,,,,,,,,,3,20,,,,,,,,,,,1,,,,
Texas,2002,Governor,Chambers,2171,4716,,,,,,,,,,,,29,118,,,,,,,,,,,0,,,,
Texas,2002,Governor,Cherokee,3410,6616,,,,,,,,,,,,38,124,,,,,,,,,,,4,,,,
Texas,2002,Governor,Childress,497,1048,,,,,,,,,,,,1,26,,,,,,,,,,,0,,,,
Texas,2002,Governor,Clay,1014,2244,,,,,,,,,,,,13,82,,,,,,,,,,,2,,,,
Texas,2002,Governor,Cochran,461,612,,,,,,,,,,,,3,22,,,,,,,,,,,1,,,,
Texas,2002,Governor,Coke,227,898,,,,,,,,,,,,2,26,,,,,,,,,,,0,,,,
Texas,2002,Governor,Coleman,727,1786,,,,,,,,,,,,5,43,,,,,,,,,,,11,,,,
Texas,2002,Governor,Collin,30903,95680,,,,,,,,,,,,654,1843,,,,,,,,,,,12,,,,
Texas,2002,Governor,Collingsworth,435,673,,,,,,,,,,,,2,11,,,,,,,,,,,0,,,,
Texas,2002,Governor,Colorado,1623,4178,,,,,,,,,,,,15,59,,,,,,,,,,,16,,,,
Texas,2002,Governor,Comal,5047,18560,,,,,,,,,,,,150,400,,,,,,,,,,,29,,,,
Texas,2002,Governor,Comanche,1269,2428,,,,,,,,,,,,6,50,,,,,,,,,,,4,,,,
Texas,2002,Governor,Concho,204,555,,,,,,,,,,,,2,22,,,,,,,,,,,0,,,,
Texas,2002,Governor,Cooke,2210,7218,,,,,,,,,,,,23,139,,,,,,,,,,,5,,,,
Texas,2002,Governor,Coryell,3257,6214,,,,,,,,,,,,41,198,,,,,,,,,,,23,,,,
Texas,2002,Governor,Cottle,191,340,,,,,,,,,,,,1,12,,,,,,,,,,,0,,,,
Texas,2002,Governor,Crane,434,868,,,,,,,,,,,,3,44,,,,,,,,,,,2,,,,
Texas,2002,Governor,Crockett,387,558,,,,,,,,,,,,3,15,,,,,,,,,,,0,,,,
Texas,2002,Governor,Crosby,662,939,,,,,,,,,,,,5,30,,,,,,,,,,,0,,,,
Texas,2002,Governor,Culberson,401,200,,,,,,,,,,,,1,9,,,,,,,,,,,0,,,,
Texas,2002,Governor,Dallam,260,622,,,,,,,,,,,,4,18,,,,,,,,,,,0,,,,
Texas,2002,Governor,Dallas,208022,229820,,,,,,,,,,,,2246,5416,,,,,,,,,,,179,,,,
Texas,2002,Governor,Dawson,1395,2328,,,,,,,,,,,,0,47,,,,,,,,,,,0,,,,
Texas,2002,Governor,Deaf Smith,1189,2387,,,,,,,,,,,,10,46,,,,,,,,,,,16,,,,
Texas,2002,Governor,Delta,454,826,,,,,,,,,,,,3,13,,,,,,,,,,,0,,,,
Texas,2002,Governor,Denton,27682,74431,,,,,,,,,,,,778,1612,,,,,,,,,,,11,,,,
Texas,2002,Governor,Dewitt,1156,3220,,,,,,,,,,,,6,36,,,,,,,,,,,2,,,,
Texas,2002,Governor,Dickens,269,470,,,,,,,,,,,,2,21,,,,,,,,,,,0,,,,
Texas,2002,Governor,Dimmit,1896,671,,,,,,,,,,,,6,17,,,,,,,,,,,0,,,,
Texas,2002,Governor,Donley,343,1035,,,,,,,,,,,,6,18,,,,,,,,,,,4,,,,
Texas,2002,Governor,Duval,2772,377,,,,,,,,,,,,9,12,,,,,,,,,,,0,,,,
Texas,2002,Governor,Eastland,1298,3630,,,,,,,,,,,,16,117,,,,,,,,,,,4,,,,
Texas,2002,Governor,Ector,7614,15239,,,,,,,,,,,,78,498,,,,,,,,,,,9,,,,
Texas,2002,Governor,Edwards,216,475,,,,,,,,,,,,0,5,,,,,,,,,,,0,,,,
Texas,2002,Governor,El Paso,64702,35324,,,,,,,,,,,,69,449,,,,,,,,,,,2,,,,
Texas,2002,Governor,Ellis,7749,20107,,,,,,,,,,,,845,1424,,,,,,,,,,,52,,,,
Texas,2002,Governor,Erath,1996,5954,,,,,,,,,,,,32,134,,,,,,,,,,,34,,,,
Texas,2002,Governor,Falls,1807,2371,,,,,,,,,,,,12,49,,,,,,,,,,,0,,,,
Texas,2002,Governor,Fannin,2760,4109,,,,,,,,,,,,31,99,,,,,,,,,,,0,,,,
Texas,2002,Governor,Fayette,1850,5406,,,,,,,,,,,,24,106,,,,,,,,,,,7,,,,
Texas,2002,Governor,Fisher,716,704,,,,,,,,,,,,1,27,,,,,,,,,,,1,,,,
Texas,2002,Governor,Floyd,558,1403,,,,,,,,,,,,0,18,,,,,,,,,,,5,,,,
Texas,2002,Governor,Foard,227,136,,,,,,,,,,,,0,1,,,,,,,,,,,0,,,,
Texas,2002,Governor,Fort Bend,34344,52068,,,,,,,,,,,,554,856,,,,,,,,,,,39,,,,
Texas,2002,Governor,Franklin,942,2032,,,,,,,,,,,,4,42,,,,,,,,,,,1,,,,
Texas,2002,Governor,Freestone,1819,3331,,,,,,,,,,,,10,93,,,,,,,,,,,10,,,,
Texas,2002,Governor,Frio,2057,1082,,,,,,,,,,,,3,23,,,,,,,,,,,1,,,,
Texas,2002,Governor,Gaines,698,1704,,,,,,,,,,,,5,53,,,,,,,,,,,12,,,,
Texas,2002,Governor,Galveston,26289,33409,,,,,,,,,,,,431,937,,,,,,,,,,,0,,,,
Texas,2002,Governor,Garza,307,836,,,,,,,,,,,,3,23,,,,,,,,,,,0,,,,
Texas,2002,Governor,Gillespie,1262,6502,,,,,,,,,,,,30,116,,,,,,,,,,,8,,,,
Texas,2002,Governor,Glasscock,42,381,,,,,,,,,,,,1,2,,,,,,,,,,,0,,,,
Texas,2002,Governor,Goliad,847,1399,,,,,,,,,,,,3,24,,,,,,,,,,,2,,,,
Texas,2002,Governor,Gonzales,1281,2850,,,,,,,,,,,,4,42,,,,,,,,,,,0,,,,
Texas,2002,Governor,Gray,1328,4572,,,,,,,,,,,,8,117,,,,,,,,,,,32,,,,
Texas,2002,Governor,Grayson,9093,18075,,,,,,,,,,,,153,479,,,,,,,,,,,2,,,,
Texas,2002,Governor,Gregg,8713,17847,,,,,,,,,,,,65,234,,,,,,,,,,,11,,,,
Texas,2002,Governor,Grimes,1879,3293,,,,,,,,,,,,31,89,,,,,,,,,,,0,,,,
Texas,2002,Governor,Guadalupe,5812,15457,,,,,,,,,,,,127,306,,,,,,,,,,,6,,,,
Texas,2002,Governor,Hale,2695,4802,,,,,,,,,,,,21,125,,,,,,,,,,,28,,,,
Texas,2002,Governor,Hall,407,578,,,,,,,,,,,,1,18,,,,,,,,,,,1,,,,
Texas,2002,Governor,Hamilton,863,1930,,,,,,,,,,,,5,58,,,,,,,,,,,5,,,,
Texas,2002,Governor,Hansford,185,1269,,,,,,,,,,,,2,16,,,,,,,,,,,0,,,,
Texas,2002,Governor,Hardeman,354,622,,,,,,,,,,,,2,15,,,,,,,,,,,0,,,,
Texas,2002,Governor,Hardin,3726,6840,,,,,,,,,,,,16,143,,,,,,,,,,,0,,,,
Texas,2002,Governor,Harris,280077,355293,,,,,,,,,,,,5858,6733,,,,,,,,,,,116,,,,
Texas,2002,Governor,Harrison,7331,8684,,,,,,,,,,,,39,146,,,,,,,,,,,17,,,,
Texas,2002,Governor,Hartley,323,1143,,,,,,,,,,,,4,34,,,,,,,,,,,4,,,,
Texas,2002,Governor,Haskell,687,1264,,,,,,,,,,,,0,39,,,,,,,,,,,1,,,,
Texas,2002,Governor,Hays,10508,15919,,,,,,,,,,,,634,742,,,,,,,,,,,2,,,,
Texas,2002,Governor,Hemphill,295,791,,,,,,,,,,,,3,20,,,,,,,,,,,1,,,,
Texas,2002,Governor,Henderson,6498,12444,,,,,,,,,,,,63,374,,,,,,,,,,,0,,,,
Texas,2002,Governor,Hidalgo,48964,22108,,,,,,,,,,,,314,431,,,,,,,,,,,27,,,,
Texas,2002,Governor,Hill,2576,5476,,,,,,,,,,,,14,119,,,,,,,,,,,0,,,,
Texas,2002,Governor,Hockley,1275,3426,,,,,,,,,,,,11,111,,,,,,,,,,,8,,,,
Texas,2002,Governor,Hood,3507,9571,,,,,,,,,,,,44,236,,,,,,,,,,,44,,,,
Texas,2002,Governor,Hopkins,2678,4716,,,,,,,,,,,,14,85,,,,,,,,,,,12,,,,
Texas,2002,Governor,Houston,2163,3627,,,,,,,,,,,,11,59,,,,,,,,,,,4,,,,
Texas,2002,Governor,Howard,2386,4324,,,,,,,,,,,,14,130,,,,,,,,,,,1,,,,
Texas,2002,Governor,Hudspeth,403,310,,,,,,,,,,,,5,9,,,,,,,,,,,0,,,,
Texas,2002,Governor,Hunt,5174,11547,,,,,,,,,,,,54,265,,,,,,,,,,,13,,,,
Texas,2002,Governor,Hutchinson,1311,4410,,,,,,,,,,,,17,138,,,,,,,,,,,18,,,,
Texas,2002,Governor,Irion,142,468,,,,,,,,,,,,1,22,,,,,,,,,,,0,,,,
Texas,2002,Governor,Jack,610,1551,,,,,,,,,,,,2,38,,,,,,,,,,,1,,,,
Texas,2002,Governor,Jackson,1071,2302,,,,,,,,,,,,7,49,,,,,,,,,,,0,,,,
Texas,2002,Governor,Jasper,3062,4178,,,,,,,,,,,,15,91,,,,,,,,,,,10,,,,
Texas,2002,Governor,Jeff Davis,379,570,,,,,,,,,,,,9,18,,,,,,,,,,,4,,,,
Texas,2002,Governor,Jefferson,30751,23991,,,,,,,,,,,,157,547,,,,,,,,,,,10,,,,
Texas,2002,Governor,Jim Hogg,1301,307,,,,,,,,,,,,1,5,,,,,,,,,,,0,,,,
Texas,2002,Governor,Jim Wells,6149,2757,,,,,,,,,,,,19,66,,,,,,,,,,,0,,,,
Texas,2002,Governor,Johnson,7937,18710,,,,,,,,,,,,84,447,,,,,,,,,,,91,,,,
Texas,2002,Governor,Jones,1460,2961,,,,,,,,,,,,11,142,,,,,,,,,,,0,,,,
Texas,2002,Governor,Karnes,1342,1933,,,,,,,,,,,,6,30,,,,,,,,,,,6,,,,
Texas,2002,Governor,Kaufman,5760,12063,,,,,,,,,,,,58,306,,,,,,,,,,,1,,,,
Texas,2002,Governor,Kendall,1367,7074,,,,,,,,,,,,68,117,,,,,,,,,,,5,,,,
Texas,2002,Governor,Kenedy,64,51,,,,,,,,,,,,1,0,,,,,,,,,,,0,,,,
Texas,2002,Governor,Kent,134,279,,,,,,,,,,,,0,15,,,,,,,,,,,1,,,,
Texas,2002,Governor,Kerr,2726,11152,,,,,,,,,,,,64,187,,,,,,,,,,,18,,,,
Texas,2002,Governor,Kimble,244,905,,,,,,,,,,,,3,8,,,,,,,,,,,4,,,,
Texas,2002,Governor,King,18,100,,,,,,,,,,,,0,1,,,,,,,,,,,0,,,,
Texas,2002,Governor,Kinney,409,688,,,,,,,,,,,,2,5,,,,,,,,,,,0,,,,
Texas,2002,Governor,Kleberg,3785,2525,,,,,,,,,,,,26,71,,,,,,,,,,,4,,,,
Texas,2002,Governor,Knox,433,830,,,,,,,,,,,,0,13,,,,,,,,,,,5,,,,
Texas,2002,Governor,La Salle,1001,481,,,,,,,,,,,,20,117,,,,,,,,,,,10,,,,
Texas,2002,Governor,Lamar,3914,6454,,,,,,,,,,,,4,46,,,,,,,,,,,5,,,,
Texas,2002,Governor,Lamb,1875,2280,,,,,,,,,,,,22,96,,,,,,,,,,,7,,,,
Texas,2002,Governor,Lampasas,1324,3366,,,,,,,,,,,,4,7,,,,,,,,,,,0,,,,
Texas,2002,Governor,Lavaca,1559,4398,,,,,,,,,,,,15,92,,,,,,,,,,,7,,,,
Texas,2002,Governor,Lee,1312,3123,,,,,,,,,,,,23,68,,,,,,,,,,,6,,,,
Texas,2002,Governor,Leon,1322,3275,,,,,,,,,,,,7,56,,,,,,,,,,,2,,,,
Texas,2002,Governor,Liberty,4750,7766,,,,,,,,,,,,34,236,,,,,,,,,,,46,,,,
Texas,2002,Governor,Limestone,2142,3192,,,,,,,,,,,,9,67,,,,,,,,,,,12,,,,
Texas,2002,Governor,Lipscomb,222,732,,,,,,,,,,,,2,13,,,,,,,,,,,1,,,,
Texas,2002,Governor,Live Oak,827,1864,,,,,,,,,,,,5,45,,,,,,,,,,,0,,,,
Texas,2002,Governor,Llano,1566,5420,,,,,,,,,,,,29,138,,,,,,,,,,,0,,,,
Texas,2002,Governor,Loving,14,49,,,,,,,,,,,,0,0,,,,,,,,,,,0,,,,
Texas,2002,Governor,Lubbock,15935,38097,,,,,,,,,,,,253,1278,,,,,,,,,,,18,,,,
Texas,2002,Governor,Lynn,592,1113,,,,,,,,,,,,4,27,,,,,,,,,,,3,,,,
Texas,2002,Governor,Madison,847,1611,,,,,,,,,,,,7,28,,,,,,,,,,,0,,,,
Texas,2002,Governor,Marion,1404,1125,,,,,,,,,,,,283,691,,,,,,,,,,,63,,,,
Texas,2002,Governor,Martin,505,917,,,,,,,,,,,,0,1,,,,,,,,,,,0,,,,
Texas,2002,Governor,Mason,276,1009,,,,,,,,,,,,4,33,,,,,,,,,,,6,,,,
Texas,2002,Governor,Matagorda,3309,4945,,,,,,,,,,,,8,29,,,,,,,,,,,8,,,,
Texas,2002,Governor,Maverick,5103,1249,,,,,,,,,,,,2,25,,,,,,,,,,,1,,,,
Texas,2002,Governor,McCulloch,606,1476,,,,,,,,,,,,2,29,,,,,,,,,,,4,,,,
Texas,2002,Governor,McLennan,18788,32219,,,,,,,,,,,,28,131,,,,,,,,,,,13,,,,
Texas,2002,Governor,McMullen,102,288,,,,,,,,,,,,16,29,,,,,,,,,,,0,,,,
Texas,2002,Governor,Medina,2967,6578,,,,,,,,,,,,37,149,,,,,,,,,,,32,,,,
Texas,2002,Governor,Menard,310,583,,,,,,,,,,,,1,22,,,,,,,,,,,8,,,,
Texas,2002,Governor,Midland,6634,21866,,,,,,,,,,,,104,435,,,,,,,,,,,61,,,,
Texas,2002,Governor,Milam,2341,3689,,,,,,,,,,,,16,104,,,,,,,,,,,6,,,,
Texas,2002,Governor,Mills,400,1157,,,,,,,,,,,,2,28,,,,,,,,,,,2,,,,
Texas,2002,Governor,Mitchell,622,1271,,,,,,,,,,,,2,35,,,,,,,,,,,3,,,,
Texas,2002,Governor,Montague,1478,3212,,,,,,,,,,,,6,87,,,,,,,,,,,15,,,,
Texas,2002,Governor,Montgomery,15055,57743,,,,,,,,,,,,441,980,,,,,,,,,,,110,,,,
Texas,2002,Governor,Moore,1169,3004,,,,,,,,,,,,10,92,,,,,,,,,,,8,,,,
Texas,2002,Governor,Morris,1901,1582,,,,,,,,,,,,7,24,,,,,,,,,,,5,,,,
Texas,2002,Governor,Motley,132,448,,,,,,,,,,,,2,10,,,,,,,,,,,0,,,,
Texas,2002,Governor,Nacogdoches,4379,8128,,,,,,,,,,,,148,199,,,,,,,,,,,0,,,,
Texas,2002,Governor,Navarro,3833,6724,,,,,,,,,,,,24,128,,,,,,,,,,,19,,,,
Texas,2002,Governor,Newton,1813,1490,,,,,,,,,,,,2,35,,,,,,,,,,,11,,,,
Texas,2002,Governor,Nolan,1209,2318,,,,,,,,,,,,5,75,,,,,,,,,,,12,,,,
Texas,2002,Governor,Nueces,34001,33152,,,,,,,,,,,,410,1217,,,,,,,,,,,61,,,,
Texas,2002,Governor,Ochiltree,253,1819,,,,,,,,,,,,7,23,,,,,,,,,,,6,,,,
Texas,2002,Governor,Oldham,123,489,,,,,,,,,,,,1,9,,,,,,,,,,,1,,,,
Texas,2002,Governor,Orange,7895,10050,,,,,,,,,,,,47,250,,,,,,,,,,,28,,,,
Texas,2002,Governor,Palo Pinto,2260,3944,,,,,,,,,,,,12,117,,,,,,,,,,,4,,,,
Texas,2002,Governor,Panola,2465,3505,,,,,,,,,,,,6,57,,,,,,,,,,,3,,,,
Texas,2002,Governor,Parker,6629,18352,,,,,,,,,,,,78,440,,,,,,,,,,,23,,,,
Texas,2002,Governor,Parmer,477,1473,,,,,,,,,,,,6,21,,,,,,,,,,,0,,,,
Texas,2002,Governor,Pecos,2032,1791,,,,,,,,,,,,14,50,,,,,,,,,,,18,,,,
Texas,2002,Governor,Polk,4684,6261,,,,,,,,,,,,33,197,,,,,,,,,,,5,,,,
Texas,2002,Governor,Potter,6537,11701,,,,,,,,,,,,76,401,,,,,,,,,,,49,,,,
Texas,2002,Governor,Presidio,997,322,,,,,,,,,,,,15,9,,,,,,,,,,,0,,,,
Texas,2002,Governor,Rains,966,1730,,,,,,,,,,,,11,61,,,,,,,,,,,0,,,,
Texas,2002,Governor,Randall,6627,23770,,,,,,,,,,,,112,612,,,,,,,,,,,18,,,,
Texas,2002,Governor,Reagan,224,526,,,,,,,,,,,,1,12,,,,,,,,,,,2,,,,
Texas,2002,Governor,Real,235,846,,,,,,,,,,,,3,12,,,,,,,,,,,0,,,,
Texas,2002,Governor,Red River,1562,1957,,,,,,,,,,,,3,28,,,,,,,,,,,4,,,,
Texas,2002,Governor,Reeves,1716,782,,,,,,,,,,,,5,18,,,,,,,,,,,2,,,,
Texas,2002,Governor,Refugio,827,1065,,,,,,,,,,,,3,28,,,,,,,,,,,1,,,,
Texas,2002,Governor,Roberts,53,339,,,,,,,,,,,,0,10,,,,,,,,,,,0,,,,
Texas,2002,Governor,Robertson,2865,2673,,,,,,,,,,,,12,77,,,,,,,,,,,12,,,,
Texas,2002,Governor,Rockwall,2833,10999,,,,,,,,,,,,46,195,,,,,,,,,,,14,,,,
Texas,2002,Governor,Runnels,637,2200,,,,,,,,,,,,1,64,,,,,,,,,,,14,,,,
Texas,2002,Governor,Rusk,3598,7371,,,,,,,,,,,,24,84,,,,,,,,,,,8,,,,
Texas,2002,Governor,Sabine,1182,1604,,,,,,,,,,,,12,39,,,,,,,,,,,1,,,,
Texas,2002,Governor,San Augustine,1383,1481,,,,,,,,,,,,9,32,,,,,,,,,,,5,,,,
Texas,2002,Governor,San Jacinto,2228,3440,,,,,,,,,,,,21,115,,,,,,,,,,,0,,,,
Texas,2002,Governor,San Patricio,6199,7123,,,,,,,,,,,,48,190,,,,,,,,,,,42,,,,
Texas,2002,Governor,San Saba,483,1283,,,,,,,,,,,,2,25,,,,,,,,,,,0,,,,
Texas,2002,Governor,Schleicher,246,556,,,,,,,,,,,,2,15,,,,,,,,,,,0,,,,
Texas,2002,Governor,Scurry,918,2727,,,,,,,,,,,,11,69,,,,,,,,,,,0,,,,
Texas,2002,Governor,Shackelford,147,762,,,,,,,,,,,,0,20,,,,,,,,,,,11,,,,
Texas,2002,Governor,Shelby,2574,3882,,,,,,,,,,,,15,48,,,,,,,,,,,5,,,,
Texas,2002,Governor,Sherman,157,651,,,,,,,,,,,,1,15,,,,,,,,,,,9,,,,
Texas,2002,Governor,Smith,13609,32763,,,,,,,,,,,,145,450,,,,,,,,,,,2,,,,
Texas,2002,Governor,Somervell,757,1674,,,,,,,,,,,,8,47,,,,,,,,,,,6,,,,
Texas,2002,Governor,Starr,5556,663,,,,,,,,,,,,4,17,,,,,,,,,,,0,,,,
Texas,2002,Governor,Stephens,787,1972,,,,,,,,,,,,6,92,,,,,,,,,,,0,,,,
Texas,2002,Governor,Sterling,85,352,,,,,,,,,,,,1,7,,,,,,,,,,,3,,,,
Texas,2002,Governor,Stonewall,210,372,,,,,,,,,,,,1,11,,,,,,,,,,,6,,,,
Texas,2002,Governor,Sutton,344,699,,,,,,,,,,,,3,10,,,,,,,,,,,1,,,,
Texas,2002,Governor,Swisher,885,1163,,,,,,,,,,,,4,42,,,,,,,,,,,3,,,,
Texas,2002,Governor,Tarrant,129861,200486,,,,,,,,,,,,1730,4870,,,,,,,,,,,85,,,,
Texas,2002,Governor,Taylor,7271,21723,,,,,,,,,,,,83,537,,,,,,,,,,,17,,,,
Texas,2002,Governor,Terrell,207,192,,,,,,,,,,,,2,2,,,,,,,,,,,1,,,,
Texas,2002,Governor,Terry,897,1966,,,,,,,,,,,,5,53,,,,,,,,,,,0,,,,
Texas,2002,Governor,Throckmorton,168,497,,,,,,,,,,,,0,8,,,,,,,,,,,6,,,,
Texas,2002,Governor,Titus,2288,3256,,,,,,,,,,,,5,73,,,,,,,,,,,8,,,,
Texas,2002,Governor,Tom Green,6876,17158,,,,,,,,,,,,88,638,,,,,,,,,,,48,,,,
Texas,2002,Governor,Travis,103127,102914,,,,,,,,,,,,7763,6205,,,,,,,,,,,34,,,,
Texas,2002,Governor,Trinity,1863,2210,,,,,,,,,,,,14,48,,,,,,,,,,,0,,,,
Texas,2002,Governor,Tyler,2123,2436,,,,,,,,,,,,8,63,,,,,,,,,,,1,,,,
Texas,2002,Governor,Upshur,3368,5507,,,,,,,,,,,,33,156,,,,,,,,,,,2,,,,
Texas,2002,Governor,Upton,241,604,,,,,,,,,,,,0,11,,,,,,,,,,,3,,,,
Texas,2002,Governor,Uvalde,2965,3159,,,,,,,,,,,,9,61,,,,,,,,,,,16,,,,
Texas,2002,Governor,Val Verde,4403,3197,,,,,,,,,,,,19,53,,,,,,,,,,,2,,,,
Texas,2002,Governor,Van Zandt,3867,9168,,,,,,,,,,,,24,213,,,,,,,,,,,24,,,,
Texas,2002,Governor,Victoria,7494,11385,,,,,,,,,,,,43,298,,,,,,,,,,,8,,,,
Texas,2002,Governor,Walker,3807,6448,,,,,,,,,,,,65,104,,,,,,,,,,,20,,,,
Texas,2002,Governor,Waller,3071,4765,,,,,,,,,,,,25,99,,,,,,,,,,,5,,,,
Texas,2002,Governor,Ward,1399,1697,,,,,,,,,,,,17,79,,,,,,,,,,,19,,,,
Texas,2002,Governor,Washington,2270,7020,,,,,,,,,,,,27,93,,,,,,,,,,,30,,,,
Texas,2002,Governor,Webb,35101,3958,,,,,,,,,,,,59,115,,,,,,,,,,,8,,,,
Texas,2002,Governor,Wharton,3245,6002,,,,,,,,,,,,29,106,,,,,,,,,,,27,,,,
Texas,2002,Governor,Wheeler,425,1122,,,,,,,,,,,,1,17,,,,,,,,,,,3,,,,
Texas,2002,Governor,Wichita,8518,16930,,,,,,,,,,,,102,629,,,,,,,,,,,0,,,,
Texas,2002,Governor,Wilbarger,857,2086,,,,,,,,,,,,4,45,,,,,,,,,,,1,,,,
Texas,2002,Governor,Willacy,2615,1004,,,,,,,,,,,,12,33,,,,,,,,,,,0,,,,
Texas,2002,Governor,Williamson,20822,51326,,,,,,,,,,,,857,2029,,,,,,,,,,,62,,,,
Texas,2002,Governor,Wilson,3294,5614,,,,,,,,,,,,35,125,,,,,,,,,,,3,,,,
Texas,2002,Governor,Winkler,581,1036,,,,,,,,,,,,7,38,,,,,,,,,,,5,,,,
Texas,2002,Governor,Wise,3309,8212,,,,,,,,,,,,37,200,,,,,,,,,,,8,,,,
Texas,2002,Governor,Wood,3124,7852,,,,,,,,,,,,11,126,,,,,,,,,,,23,,,,
Texas,2002,Governor,Yoakum,516,1292,,,,,,,,,,,,3,61,,,,,,,,,,,0,,,,
Texas,2002,Governor,Young,1422,3804,,,,,,,,,,,,6,74,,,,,,,,,,,7,,,,
Texas,2002,Governor,Zapata,2082,366,,,,,,,,,,,,2,4,,,,,,,,,,,0,,,,
Texas,2002,Governor,Zavala,2195,430,,,,,,,,,,,,3,25,,,,,,,,,,,0,,,,
Texas,2006,Governor,Anderson,2496,4305,,,,,,,,,,,,,54,,,,,,,,,,,0,,2751,1035,
Texas,2006,Governor,Andrews,352,1282,,,,,,,,,,,,,8,,,,,,,,,,,0,,685,284,
Texas,2006,Governor,Angelina,6618,8788,,,,,,,,,,,,,129,,,,,,,,,,,6,,4170,2228,
Texas,2006,Governor,Aransas,1349,3051,,,,,,,,,,,,,36,,,,,,,,,,,0,,1140,1223,
Texas,2006,Governor,Archer,419,1335,,,,,,,,,,,,,10,,,,,,,,,,,0,,853,315,
Texas,2006,Governor,Armstrong,71,324,,,,,,,,,,,,,5,,,,,,,,,,,0,,132,151,
Texas,2006,Governor,Atascosa,2040,2423,,,,,,,,,,,,,41,,,,,,,,,,,0,,1934,1314,
Texas,2006,Governor,Austin,1377,2908,,,,,,,,,,,,,35,,,,,,,,,,,3,,2284,1354,
Texas,2006,Governor,Bailey,284,692,,,,,,,,,,,,,13,,,,,,,,,,,1,,331,202,
Texas,2006,Governor,Bandera,881,2595,,,,,,,,,,,,,53,,,,,,,,,,,2,,1192,1853,
Texas,2006,Governor,Bastrop,5709,5216,,,,,,,,,,,,,156,,,,,,,,,,,2,,2962,3057,
Texas,2006,Governor,Baylor,202,396,,,,,,,,,,,,,3,,,,,,,,,,,0,,283,98,
Texas,2006,Governor,Bee,2489,2300,,,,,,,,,,,,,34,,,,,,,,,,,3,,1430,774,
Texas,2006,Governor,Bell,10404,17633,,,,,,,,,,,,,242,,,,,,,,,,,27,,10717,4276,
Texas,2006,Governor,Bexar,86906,92387,,,,,,,,,,,,,1955,,,,,,,,,,,87,,57150,35596,
Texas,2006,Governor,Blanco,709,1411,,,,,,,,,,,,,22,,,,,,,,,,,0,,598,612,
Texas,2006,Governor,Borden,48,118,,,,,,,,,,,,,0,,,,,,,,,,,0,,56,34,
Texas,2006,Governor,Bosque,1162,2099,,,,,,,,,,,,,15,,,,,,,,,,,0,,1559,810,
Texas,2006,Governor,Bowie,5851,7936,,,,,,,,,,,,,60,,,,,,,,,,,9,,3019,1529,
Texas,2006,Governor,Brazoria,13661,22543,,,,,,,,,,,,,337,,,,,,,,,,,0,,10650,11250,
