State,Year,Office,County,D#,R#,Jeff.#,Nat.#,Wor.#,ST#,Jobless#,Indus.#,CL#,RO#,PF#,WL#,Cons.#,SW#,Proh.#,S#,WC#,Comm.#,Pop.#,SL#,IND#,Prog.#,Labor#,UL#,Am.#,AI#,I#,NL#,Ref.#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,W/I12#,W/I13#,W/I14#,Wash.#,GI.A.C.#,C#,WorComm#,CWL#,Consumer#,Patriot#,Mil.Wor.#,W/I#,GB#,IndGov#,MilWor#,UP#,BM#,IR#,GBL#,Peoples#,SWL#,KS#,Year / Office,Ind.Gov.#
Pennsylvania,1892,President,Warren,2735,3838,,,,,,,,,,,,,457,,,,358,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1892,President,Washington,6847,8060,,,,,,,,,,,,,555,,,,261,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1892,President,Wayne,2915,2690,,,,,,,,,,,,,433,,,,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1892,President,Westmoreland,10747,10804,,,,,,,,,,,,,415,,,,146,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1892,President,Wyoming,1905,2029,,,,,,,,,,,,,126,,,,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1892,President,York,12822,9052,,,,,,,,,,,,,403,,,,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Adams,3814,4170,98,1,,,,,,,,,,,101,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Allegheny,29809,76691,452,25,,,,,,,,,,,930,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Armstrong,3825,6325,22,8,,,,,,,,,,,168,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Beaver,4322,6842,37,7,,,,,,,,,,,202,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Bedford,3605,4983,47,8,,,,,,,,,,,73,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Berks,18099,14318,416,8,,,,,,,,,,,233,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Blair,4840,10382,167,0,,,,,,,,,,,385,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Bradford,4388,9422,58,15,,,,,,,,,,,381,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Bucks,6685,9798,312,7,,,,,,,,,,,197,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Butler,5127,6821,26,46,,,,,,,,,,,285,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Cambria,6843,8865,81,0,,,,,,,,,,,211,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Cameron,575,925,9,1,,,,,,,,,,,41,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Carbon,3609,4534,130,3,,,,,,,,,,,127,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Centre,4546,4880,93,0,,,,,,,,,,,251,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Chester,6058,14232,246,83,,,,,,,,,,,368,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Clarion,4097,3338,20,2,,,,,,,,,,,204,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Clearfield,6460,7395,91,4,,,,,,,,,,,555,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Clinton,3053,3486,104,0,,,,,,,,,,,158,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Columbia,4904,3280,77,4,,,,,,,,,,,418,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Crawford,8383,7851,50,19,,,,,,,,,,,285,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Cumberland,5202,6178,102,3,,,,,,,,,,,324,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Dauphin,6584,14752,263,2,,,,,,,,,,,466,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Delaware,4169,13979,184,46,,,,,,,,,,,184,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Elk,2717,2807,44,0,,,,,,,,,,,87,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Erie,9210,11819,193,16,,,,,,,,,,,336,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Fayette,8349,9268,60,7,,,,,,,,,,,355,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Forest,805,1224,6,0,,,,,,,,,,,85,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Franklin,4425,6747,139,3,,,,,,,,,,,158,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Fulton,1246,1083,8,1,,,,,,,,,,,24,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Greene,4198,2453,20,4,,,,,,,,,,,61,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Huntingdon,2305,4969,97,1,,,,,,,,,,,150,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Indiana,2752,5818,27,6,,,,,,,,,,,186,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Jefferson,3671,5500,35,2,,,,,,,,,,,407,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Juniata,1819,2059,35,0,,,,,,,,,,,44,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Lackawanna,11869,18737,112,24,,,,,,,,,,,808,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Lancaster,8145,24337,498,25,,,,,,,,,,,479,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Lawrence,3013,6228,13,22,,,,,,,,,,,285,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Lebanon,2819,7288,0,1,,,,,,,,,,,213,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Lehigh,9369,9507,325,1,,,,,,,,,,,206,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Luzerne,17305,22718,304,7,,,,,,,,,,,810,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Lycoming,7340,8097,167,9,,,,,,,,,,,1031,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,McKean,3074,5077,55,5,,,,,,,,,,,308,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Mercer,5500,7262,31,12,,,,,,,,,,,270,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Mifflin,2052,2662,76,2,,,,,,,,,,,118,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Monroe,2887,1447,79,4,,,,,,,,,,,133,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Montgomery,9985,17329,606,17,,,,,,,,,,,333,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Montour,1747,1384,56,0,,,,,,,,,,,58,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Northampton,10032,9762,360,3,,,,,,,,,,,326,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Northumberland,7367,8659,120,1,,,,,,,,,,,574,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Perry,2477,3537,54,6,,,,,,,,,,,106,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Philadelphia,63323,176462,3115,320,,,,,,,,,,,993,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Pike,1123,778,25,0,,,,,,,,,,,11,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Potter,2446,3281,28,0,,,,,,,,,,,118,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Schuylkill,14745,17045,359,4,,,,,,,,,,,244,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Snyder,1351,2572,23,0,,,,,,,,,,,32,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Somerset,2295,5861,14,1,,,,,,,,,,,147,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Sullivan,1300,1215,29,4,,,,,,,,,,,92,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Susquehanna,3618,5310,36,9,,,,,,,,,,,386,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Tioga,2828,7922,72,7,,,,,,,,,,,258,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Union,1186,2585,54,0,,,,,,,,,,,114,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Venango,4599,5133,32,8,,,,,,,,,,,531,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Warren,3048,4846,32,13,,,,,,,,,,,312,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Washington,7384,10798,83,13,,,,,,,,,,,348,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Wayne,2473,3708,21,4,,,,,,,,,,,345,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Westmoreland,11029,14928,90,8,,,,,,,,,,,357,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,Wyoming,1951,2373,17,3,,,,,,,,,,,113,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1896,President,York,13054,12258,365,5,,,,,,,,,,,375,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Adams,3967,3718,,,,,,,,,,,,,124,18,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Allegheny,27311,71780,,,,,,,,,,,,,1874,424,,,48,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Armstrong,3438,6443,,,,,,,,,,,,,221,24,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Beaver,4076,6759,,,,,,,,,,,,,364,27,,,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Bedford,3445,4790,,,,,,,,,,,,,101,25,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Berks,19013,13952,,,,,,,,,,,,,315,243,,,5,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Blair,4528,9749,,,,,,,,,,,,,398,11,,,59,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Bradford,4211,8625,,,,,,,,,,,,,610,10,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Bucks,7287,9263,,,,,,,,,,,,,195,25,,,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Butler,4465,6303,,,,,,,,,,,,,492,13,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Cambria,7168,10476,,,,,,,,,,,,,322,40,,,8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Cameron,514,971,,,,,,,,,,,,,40,1,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Carbon,4149,4222,,,,,,,,,,,,,150,111,,,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Centre,4339,4684,,,,,,,,,,,,,215,7,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Chester,6214,13809,,,,,,,,,,,,,788,31,,,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Clarion,3472,3002,,,,,,,,,,,,,235,6,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Clearfield,6066,7955,,,,,,,,,,,,,680,41,,,2,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Clinton,2879,3157,,,,,,,,,,,,,182,18,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Columbia,4982,2954,,,,,,,,,,,,,439,7,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Crawford,7000,7705,,,,,,,,,,,,,624,11,,,75,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Cumberland,5428,5587,,,,,,,,,,,,,361,3,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Dauphin,7390,14673,,,,,,,,,,,,,761,8,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Delaware,4249,13794,,,,,,,,,,,,,311,30,,,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Elk,3105,3254,,,,,,,,,,,,,116,9,,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Erie,7281,11816,,,,,,,,,,,,,624,291,,,46,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Fayette,7650,9637,,,,,,,,,,,,,607,59,,,7,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Forest,714,1309,,,,,,,,,,,,,109,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Franklin,4500,6483,,,,,,,,,,,,,184,6,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Fulton,1224,1039,,,,,,,,,,,,,31,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Greene,3674,2427,,,,,,,,,,,,,111,2,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Huntingdon,1989,4645,,,,,,,,,,,,,191,1,,,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Indiana,1767,5687,,,,,,,,,,,,,334,50,,,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Jefferson,3063,5950,,,,,,,,,,,,,480,24,,,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Juniata,1621,1805,,,,,,,,,,,,,77,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Lackawanna,14728,16763,,,,,,,,,,,,,806,121,,,5,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Lancaster,8437,23230,,,,,,,,,,,,,592,90,,,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Lawrence,2754,6343,,,,,,,,,,,,,911,287,,,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Lebanon,3050,7089,,,,,,,,,,,,,461,16,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Lehigh,10438,9775,,,,,,,,,,,,,238,13,,,3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Luzerne,16470,21793,,,,,,,,,,,,,936,392,,,12,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Lycoming,7427,7750,,,,,,,,,,,,,897,211,,,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,McKean,3427,6319,,,,,,,,,,,,,500,28,,,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Mercer,4916,6950,,,,,,,,,,,,,473,37,,,3,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Mifflin,1842,2594,,,,,,,,,,,,,149,3,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Monroe,3054,1264,,,,,,,,,,,,,191,3,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Montgomery,11208,17051,,,,,,,,,,,,,395,146,,,14,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Montour,1875,1292,,,,,,,,,,,,,69,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Northampton,11412,9849,,,,,,,,,,,,,495,38,,,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Northumberland,7989,8366,,,,,,,,,,,,,502,46,,,7,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Perry,2440,3400,,,,,,,,,,,,,78,2,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Philadelphia,58179,173657,,,,,,,,,,,,,1419,1297,,,47,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Pike,1236,694,,,,,,,,,,,,,26,2,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Potter,2147,3224,,,,,,,,,,,,,295,46,,,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Schuylkill,14496,15327,,,,,,,,,,,,,280,28,,,6,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Snyder,1319,2517,,,,,,,,,,,,,38,1,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Somerset,2151,6677,,,,,,,,,,,,,248,24,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Sullivan,1376,1266,,,,,,,,,,,,,138,1,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Susquehanna,3527,5019,,,,,,,,,,,,,510,2,,,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Tioga,2638,7458,,,,,,,,,,,,,373,19,,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Union,1359,2810,,,,,,,,,,,,,97,0,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Venango,4014,5931,,,,,,,,,,,,,1284,1,,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Warren,2500,5609,,,,,,,,,,,,,472,28,,,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Washington,6380,10408,,,,,,,,,,,,,639,65,,,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Wayne,2647,3229,,,,,,,,,,,,,435,26,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Westmoreland,11010,16014,,,,,,,,,,,,,725,151,,,2,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,Wyoming,1875,2247,,,,,,,,,,,,,142,3,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1900,President,York,13732,12327,,,,,,,,,,,,,428,125,,,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1904,President,Adams,3812,4017,,,,,,,,,,,,,79,16,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1904,President,Allegheny,21541,90594,,,,,,,,,,,,,2216,3438,,,,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1904,President,Armstrong,2270,5798,,,,,,,,,,,,,346,112,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1904,President,Beaver,2342,7122,,,,,,,,,,,,,407,438,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1904,President,Bedford,3042,5364,,,,,,,,,,,,,191,173,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1904,President,Berks,16357,15539,,,,,,,,,,,,,336,1313,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
