State,Year,Office,County,D#,R#,SPD#,WFG#,S#,Liberty#,Comm.#,Labor#,Proh.#,SD#,Pop.#,CN#,SM#,Prog.#,Indiv.#,Workers#,U#,Am.#,AI#,SW#,I1#,I2#,I3#,I4#,I5#,I6#,Ref.#,NL#,G#,L#,ER#,NA#,Cit.#,NP#,Delta#,W/I#,IR#,GFC#,CFB#,R1#,R2#,Year / Office,INOM1#,INOM2#
North Dakota,,,McHenry,,3449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,McIntosh,,2835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,McKenzie,,2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,McLean,,3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Mercer,,2778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Morton,,4975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Mountrail,,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Nelson,,2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Oliver,,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Pembina,,2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Pierce,,2194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Ramsey,,3753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Ransom,,2677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Renville,,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Richland,,4727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Rolette,,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Sargent,,2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Sheridan,,1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Sioux,,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Slope,,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Stark,,3439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Steele,,1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Stutsman,,5396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Towner,,1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Traill,,3173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Walsh,,3306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Ward,,7040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Wells,,2953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Williams,,4056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Auditor,,
North Dakota,,,Adams,420,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Barnes,1547,3712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Benson,937,2441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Billings,151,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Bottineau,571,2367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Bowman,379,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Burke,539,1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Burleigh,1737,6044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Cass,4362,10480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Cavalier,879,2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Dickey,808,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Divide,446,1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Dunn,517,1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Eddy,561,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Emmons,480,2264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Foster,551,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Golden Valley,345,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Grand Forks,2111,5636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Grant,393,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Griggs,605,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Hettinger,495,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Kidder,388,1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,LaMoure,800,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Logan,324,1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,McHenry,936,2775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,McIntosh,278,2584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,McKenzie,580,1631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,McLean,1029,3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Mercer,438,2438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Morton,1595,4211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Mountrail,724,1696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Nelson,770,1692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Oliver,120,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Pembina,1157,2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Pierce,433,1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Ramsey,1313,3091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Ransom,843,2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Renville,523,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Richland,1622,3867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Rolette,560,1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Sargent,746,1564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Sheridan,249,1472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Sioux,357,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Slope,192,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Stark,954,2757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Steele,483,1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Stutsman,1892,4704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Towner,464,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Traill,636,2705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Walsh,1903,2485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Ward,2787,5492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Wells,755,2565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Williams,1648,2938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Insurance Commissioner,,
North Dakota,,,Adams,384,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Barnes,1381,4047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Benson,867,2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Billings,143,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Bottineau,512,2570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Bowman,341,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Burke,470,1679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Burleigh,1629,6545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Cass,4027,11564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Cavalier,803,2359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Dickey,748,2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Divide,371,1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Dunn,469,1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Eddy,529,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Emmons,458,2535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Foster,499,1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Golden Valley,307,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Grand Forks,1814,6256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Grant,439,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Griggs,536,1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Hettinger,449,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Kidder,352,1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,LaMoure,708,2194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Logan,295,1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,McHenry,836,3119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,McIntosh,290,2639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,McKenzie,518,1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,McLean,939,3534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Mercer,440,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Morton,1964,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Mountrail,608,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Nelson,680,1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Oliver,136,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Pembina,1112,2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Pierce,390,2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Ramsey,1235,3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Ransom,718,2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Renville,477,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Richland,1563,4206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Rolette,524,1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Sargent,666,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Sheridan,225,1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Sioux,562,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Slope,192,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Stark,827,3130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Steele,460,1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Stutsman,1712,4793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Towner,408,1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Traill,570,2911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Walsh,1730,2829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Ward,2347,6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Wells,681,2751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Williams,1414,3453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Agriculture Commissioner,,
North Dakota,,,Adams,408,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Barnes,1342,5411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Benson,793,3284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Billings,96,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Bottineau,598,3825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Bowman,354,1381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Burke,496,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Burleigh,1625,9341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Cass,5868,17871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Cavalier,1108,3204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Dickey,736,2870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Divide,420,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Dunn,462,2208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Eddy,537,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Emmons,442,2999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Foster,554,1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Golden Valley,280,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Grand Forks,3215,10921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Grant,266,2366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Griggs,595,1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Hettinger,397,2290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Kidder,319,2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,LaMoure,815,3090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Logan,293,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,McHenry,828,4179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,McIntosh,209,2879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,McKenzie,498,2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,McLean,1382,5268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Mercer,312,2830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Morton,1249,6047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Mountrail,819,2643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Nelson,838,2587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Oliver,84,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Pembina,1158,3994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Pierce,470,2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Ramsey,1072,4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Ransom,718,3105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Renville,523,1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Richland,1511,5677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Rolette,555,2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Sargent,631,2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Sheridan,214,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Sioux,216,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Slope,186,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Stark,925,4886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Steele,543,1707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Stutsman,2678,6342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Towner,457,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Traill,768,4062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Walsh,1964,5112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Ward,3018,10374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Wells,667,3587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Williams,1648,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Lt. Governor,,
North Dakota,,,Adams,523,1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Secretary of State,,
North Dakota,,,Barnes,1787,4990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Secretary of State,,
North Dakota,,,Benson,1045,3098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Secretary of State,,
North Dakota,,,Billings,130,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Secretary of State,,
North Dakota,,,Bottineau,888,3573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Secretary of State,,
North Dakota,,,Bowman,417,1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Secretary of State,,
North Dakota,,,Burke,661,1783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Secretary of State,,
