State,Year,Office,County,D#,R#,Prog.#,Pop.#,S#,Proh.#,SL#,Comm.#,Am.#,AI#,CL#,SW#,I#,G#,Ref.#,NL#,L#,U#,NA#,Ind. All.#,Labor#,RfL#,Cit.#,Unity#,Delta#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I#
Kentucky,1988,President,Carlisle,1428,1104,,25,,,,,,,,,,,,,6,,1,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Carroll,1913,1702,,13,,,,,,,,,,,,,5,,3,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Carter,4570,4325,,34,,,,,,,,,,,,,8,,7,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Casey,1216,3857,,30,,,,,,,,,,,,,9,,5,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Christian,5704,9250,,28,,,,,,,,,,,,,14,,12,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Clark,4252,5329,,20,,,,,,,,,,,,,9,,12,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Clay,1709,4156,,11,,,,,,,,,,,,,7,,1,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Clinton,899,3248,,9,,,,,,,,,,,,,17,,2,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Crittenden,1443,2211,,7,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Cumberland,753,2231,,6,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Daviess,14815,17356,,201,,,,,,,,,,,,,47,,26,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Edmonson,1243,2555,,27,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Elliott,1797,550,,5,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Estill,1692,3077,,11,,,,,,,,,,,,,8,,6,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Fayette,32554,48065,,593,,,,,,,,,,,,,192,,121,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Fleming,2086,2409,,11,,,,,,,,,,,,,11,,5,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Floyd,12327,5296,,85,,,,,,,,,,,,,29,,27,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Franklin,9271,9805,,136,,,,,,,,,,,,,39,,20,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Fulton,1531,1474,,6,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Gallatin,1060,881,,7,,,,,,,,,,,,,4,,0,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Garrard,1710,2681,,53,,,,,,,,,,,,,8,,3,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Grant,1896,2835,,51,,,,,,,,,,,,,11,,8,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Graves,7153,6274,,84,,,,,,,,,,,,,23,,11,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Grayson,2575,5186,,52,,,,,,,,,,,,,16,,13,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Green,1595,3139,,9,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Greenup,6956,6559,,16,,,,,,,,,,,,,19,,8,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Hancock,1478,1733,,27,,,,,,,,,,,,,5,,0,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Hardin,7262,13240,,38,,,,,,,,,,,,,34,,25,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Harlan,7341,5166,,43,,,,,,,,,,,,,15,,11,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Harrison,2748,2983,,12,,,,,,,,,,,,,7,,3,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Hart,2519,2927,,16,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Henderson,7648,6911,,27,,,,,,,,,,,,,20,,14,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Henry,2544,2286,,16,,,,,,,,,,,,,15,,5,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Hickman,1158,1142,,6,,,,,,,,,,,,,8,,1,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Hopkins,7453,7979,,29,,,,,,,,,,,,,25,,19,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Jackson,678,3926,,1,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Jefferson,127936,139711,,322,,,,,,,,,,,,,428,,232,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Jessamine,2955,7057,,82,,,,,,,,,,,,,14,,8,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Johnson,3538,4619,,36,,,,,,,,,,,,,5,,13,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Kenton,14838,30738,,65,,,,,,,,,,,,,111,,41,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Knott,5185,1691,,30,,,,,,,,,,,,,12,,8,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Knox,2919,4903,,45,,,,,,,,,,,,,9,,6,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Larue,1822,2590,,6,,,,,,,,,,,,,5,,0,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Laurel,3620,9296,,53,,,,,,,,,,,,,14,,11,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Lawrence,2198,2294,,9,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Lee,984,1588,,9,,,,,,,,,,,,,2,,7,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Leslie,1105,3280,,14,,,,,,,,,,,,,8,,2,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Letcher,4697,3601,,22,,,,,,,,,,,,,17,,7,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Lewis,1568,3108,,10,,,,,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Lincoln,2677,3530,,15,,,,,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Livingston,2052,1834,,15,,,,,,,,,,,,,6,,2,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Logan,3379,4295,,17,,,,,,,,,,,,,10,,4,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Lyon,1337,1077,,4,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Madison,6672,9958,,219,,,,,,,,,,,,,39,,17,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Magoffin,2895,2158,,53,,,,,,,,,,,,,6,,13,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Marion,3152,2500,,3,,,,,,,,,,,,,6,,4,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Marshall,5888,5256,,82,,,,,,,,,,,,,36,,18,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Martin,1581,2587,,17,,,,,,,,,,,,,2,,8,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Mason,2721,3158,,12,,,,,,,,,,,,,3,,6,,,,,,,,,,,,,,,,,
Kentucky,1988,President,McCracken,12208,12160,,14,,,,,,,,,,,,,5,,8,,,,,,,,,,,,,,,,,
Kentucky,1988,President,McCreary,1644,3477,,15,,,,,,,,,,,,,5,,8,,,,,,,,,,,,,,,,,
Kentucky,1988,President,McLean,2269,1829,,8,,,,,,,,,,,,,6,,2,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Meade,3079,3441,,11,,,,,,,,,,,,,9,,5,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Menifee,1096,670,,16,,,,,,,,,,,,,2,,4,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Mercer,2832,3904,,90,,,,,,,,,,,,,11,,6,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Metcalfe,1705,2179,,18,,,,,,,,,,,,,9,,4,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Monroe,1025,4214,,15,,,,,,,,,,,,,7,,5,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Montgomery,3082,3435,,11,,,,,,,,,,,,,4,,5,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Morgan,2329,1452,,22,,,,,,,,,,,,,6,,8,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Muhlenberg,6912,5369,,26,,,,,,,,,,,,,11,,4,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Nelson,4788,5283,,82,,,,,,,,,,,,,13,,13,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Nicholas,1242,1271,,37,,,,,,,,,,,,,8,,1,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Ohio,3612,4910,,13,,,,,,,,,,,,,7,,3,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Oldham,4025,8716,,17,,,,,,,,,,,,,26,,8,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Owen,1823,1468,,9,,,,,,,,,,,,,4,,7,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Owsley,345,1266,,1,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Pendleton,1576,2487,,9,,,,,,,,,,,,,14,,5,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Perry,5557,5154,,33,,,,,,,,,,,,,14,,14,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Pike,16339,9976,,54,,,,,,,,,,,,,32,,15,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Powell,2113,2128,,6,,,,,,,,,,,,,4,,7,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Pulaski,4788,13482,,34,,,,,,,,,,,,,23,,15,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Robertson,515,511,,1,,,,,,,,,,,,,5,,3,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Rockcastle,1041,3880,,14,,,,,,,,,,,,,10,,3,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Rowan,2968,3093,,9,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Russell,1455,4292,,14,,,,,,,,,,,,,8,,8,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Scott,3380,4482,,22,,,,,,,,,,,,,12,,12,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Shelby,3834,4998,,18,,,,,,,,,,,,,8,,13,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Simpson,2138,2699,,13,,,,,,,,,,,,,7,,2,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Spencer,1121,1368,,11,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Taylor,2879,5362,,18,,,,,,,,,,,,,13,,8,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Todd,1632,2282,,34,,,,,,,,,,,,,6,,4,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Trigg,1991,2427,,6,,,,,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Trimble,1342,1083,,4,,,,,,,,,,,,,5,,6,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Union,3316,2292,,8,,,,,,,,,,,,,2,,10,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Warren,9684,16703,,39,,,,,,,,,,,,,36,,22,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Washington,1950,2445,,50,,,,,,,,,,,,,3,,6,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Wayne,2057,3672,,8,,,,,,,,,,,,,4,,6,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Webster,3019,2159,,13,,,,,,,,,,,,,8,,3,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Whitley,3794,7337,,34,,,,,,,,,,,,,15,,8,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Wolfe,1516,916,,36,,,,,,,,,,,,,9,,3,,,,,,,,,,,,,,,,,
Kentucky,1988,President,Woodford,2653,4512,,11,,,,,,,,,,,,,13,,15,,,,,,,,,,,,,,,,,
Kentucky,1992,President,Adair,2044,3740,,,,,,,,2,,,617,,,2,19,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Allen,2040,2747,,,,,,,,0,,,606,,,2,19,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Anderson,2491,2731,,,,,,,,1,,,1219,,,1,25,,2,,,,,,,2,,,,,,,,,,
Kentucky,1992,President,Ballard,2268,1108,,,,,,,,1,,,500,,,0,3,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Barren,5688,5467,,,,,,,,3,,,1778,,,4,30,,3,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Bath,2229,1259,,,,,,,,2,,,694,,,3,14,,3,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Bell,5745,4501,,,,,,,,9,,,1193,,,9,110,,8,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Boone,6514,12306,,,,,,,,15,,,4676,,,2,60,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Bourbon,2895,2707,,,,,,,,0,,,1290,,,5,18,,1,,,,,,,4,,,,,,,,,,
Kentucky,1992,President,Boyd,10496,7387,,,,,,,,14,,,3195,,,12,36,,2,,,,,,,5,,,,,,,,,,
Kentucky,1992,President,Boyle,3894,4019,,,,,,,,4,,,1335,,,7,19,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Bracken,1259,1162,,,,,,,,0,,,500,,,2,9,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Breathitt,3496,1303,,,,,,,,3,,,515,,,4,13,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Breckinridge,3113,2941,,,,,,,,0,,,945,,,2,11,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Bullitt,7830,7745,,,,,,,,5,,,3333,,,9,46,,0,,,,,,,1,,,,,,,,,,
Kentucky,1992,President,Butler,1468,2729,,,,,,,,1,,,596,,,3,9,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Caldwell,3000,1966,,,,,,,,3,,,670,,,2,8,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Calloway,6181,4654,,,,,,,,9,,,1853,,,5,34,,4,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Campbell,10673,16382,,,,,,,,24,,,5659,,,13,80,,8,,,,,,,1,,,,,,,,,,
Kentucky,1992,President,Carlisle,1383,844,,,,,,,,0,,,309,,,2,5,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Carroll,2119,1046,,,,,,,,3,,,566,,,1,11,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Carter,4224,3305,,,,,,,,12,,,989,,,7,20,,3,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Casey,1409,3317,,,,,,,,6,,,542,,,3,23,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Christian,6709,7737,,,,,,,,4,,,1789,,,9,38,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Clark,4892,4625,,,,,,,,6,,,1955,,,5,33,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Clay,2012,4747,,,,,,,,1,,,648,,,5,13,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Clinton,1241,2830,,,,,,,,2,,,348,,,1,14,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Crittenden,1740,1576,,,,,,,,2,,,495,,,1,6,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Cumberland,917,1866,,,,,,,,0,,,268,,,3,7,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Daviess,16592,14936,,,,,,,,39,,,5112,,,19,222,,9,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Edmonson,1653,2486,,,,,,,,0,,,438,,,3,5,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Elliott,1796,444,,,,,,,,1,,,273,,,1,9,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Estill,1837,2453,,,,,,,,1,,,736,,,1,10,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Fayette,38306,41908,,,,,,,,240,,,14215,,,55,771,,39,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Fleming,2257,2045,,,,,,,,3,,,815,,,5,10,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Floyd,13351,3540,,,,,,,,4,,,1723,,,4,48,,4,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Franklin,9896,7591,,,,,,,,48,,,3340,,,13,134,,9,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Fulton,1813,1073,,,,,,,,0,,,306,,,0,11,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Gallatin,1171,699,,,,,,,,0,,,445,,,2,11,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Garrard,1730,2359,,,,,,,,1,,,697,,,1,9,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Grant,2097,2128,,,,,,,,4,,,1149,,,3,14,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Graves,8001,5311,,,,,,,,15,,,1943,,,3,64,,3,,,,,,,1,,,,,,,,,,
Kentucky,1992,President,Grayson,2909,4533,,,,,,,,9,,,993,,,1,60,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Green,1760,2709,,,,,,,,1,,,500,,,1,13,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Greenup,7214,4975,,,,,,,,6,,,2188,,,5,20,,3,,,,,,,3,,,,,,,,,,
Kentucky,1992,President,Hancock,1714,1261,,,,,,,,22,,,551,,,1,54,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Hardin,9417,12299,,,,,,,,10,,,4026,,,13,185,,8,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Harlan,6796,3970,,,,,,,,10,,,1391,,,8,21,,7,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Harrison,2795,2148,,,,,,,,2,,,1225,,,3,15,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Hart,2852,2401,,,,,,,,7,,,579,,,3,15,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Henderson,8270,5125,,,,,,,,6,,,2678,,,3,40,,4,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Henry,2838,1640,,,,,,,,5,,,720,,,1,15,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Hickman,1296,861,,,,,,,,2,,,294,,,1,3,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Hopkins,8881,6032,,,,,,,,12,,,2565,,,3,36,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Jackson,776,3398,,,,,,,,1,,,341,,,3,14,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Jefferson,152728,116566,,,,,,,,63,,,39822,,,114,358,,127,,,,,,,15,,,,,,,,,,
Kentucky,1992,President,Jessamine,3764,6474,,,,,,,,7,,,2059,,,5,29,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Johnson,3669,3614,,,,,,,,7,,,1118,,,7,18,,3,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Kenton,16344,27261,,,,,,,,23,,,9336,,,26,132,,9,,,,,,,4,,,,,,,,,,
Kentucky,1992,President,Knott,5500,1243,,,,,,,,4,,,560,,,5,15,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Knox,3787,5011,,,,,,,,19,,,972,,,9,23,,4,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Larue,2190,2154,,,,,,,,0,,,582,,,4,0,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Laurel,4560,8583,,,,,,,,15,,,1859,,,7,25,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Lawrence,2400,2084,,,,,,,,1,,,557,,,0,13,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Lee,1170,1617,,,,,,,,4,,,356,,,2,7,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Leslie,1591,2879,,,,,,,,2,,,450,,,4,10,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Letcher,5817,3011,,,,,,,,11,,,1206,,,12,30,,3,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Lewis,1713,2493,,,,,,,,1,,,673,,,0,21,,3,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Lincoln,2532,2624,,,,,,,,1,,,762,,,5,18,,4,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Livingston,2386,1339,,,,,,,,1,,,578,,,1,7,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Logan,4064,3710,,,,,,,,7,,,1043,,,3,21,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Lyon,1583,820,,,,,,,,2,,,293,,,0,5,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Madison,8005,8719,,,,,,,,11,,,3038,,,7,52,,4,,,,,,,4,,,,,,,,,,
Kentucky,1992,President,Magoffin,3261,1992,,,,,,,,8,,,440,,,1,53,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Marion,3403,2091,,,,,,,,3,,,805,,,2,16,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Marshall,6576,4368,,,,,,,,11,,,1773,,,10,48,,10,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Martin,1715,1961,,,,,,,,3,,,393,,,3,11,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Mason,2657,2432,,,,,,,,3,,,916,,,2,17,,3,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,McCracken,13341,10657,,,,,,,,7,,,3077,,,5,19,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,McCreary,1934,3588,,,,,,,,6,,,624,,,4,11,,5,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,McLean,2223,1355,,,,,,,,4,,,529,,,3,13,,1,,,,,,,3,,,,,,,,,,
Kentucky,1992,President,Meade,3387,2641,,,,,,,,4,,,1298,,,6,27,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Menifee,1311,557,,,,,,,,5,,,254,,,1,15,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Mercer,3010,3211,,,,,,,,28,,,1298,,,4,99,,3,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Metcalfe,1703,1683,,,,,,,,3,,,409,,,1,13,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Monroe,1515,3776,,,,,,,,3,,,480,,,9,16,,4,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Montgomery,3686,2590,,,,,,,,4,,,1308,,,2,20,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Morgan,2655,1239,,,,,,,,3,,,498,,,0,16,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Muhlenberg,7901,3551,,,,,,,,6,,,1624,,,3,29,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Nelson,5437,4495,,,,,,,,10,,,1638,,,8,80,,4,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Nicholas,1341,894,,,,,,,,6,,,513,,,4,29,,1,,,,,,,1,,,,,,,,,,
Kentucky,1992,President,Ohio,4022,3385,,,,,,,,6,,,1423,,,8,17,,2,,,,,,,2,,,,,,,,,,
Kentucky,1992,President,Oldham,5457,8263,,,,,,,,7,,,2855,,,7,47,,3,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Owen,1830,1108,,,,,,,,2,,,613,,,2,12,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Owsley,678,1437,,,,,,,,3,,,209,,,3,12,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Pendleton,1740,1810,,,,,,,,4,,,1086,,,6,23,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Perry,6619,4128,,,,,,,,9,,,1308,,,7,29,,3,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Pike,17358,8212,,,,,,,,6,,,2444,,,11,43,,8,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Powell,2323,1809,,,,,,,,1,,,874,,,2,27,,5,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Pulaski,5465,11423,,,,,,,,8,,,2449,,,11,56,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Robertson,439,329,,,,,,,,0,,,170,,,1,5,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Rockcastle,1144,3287,,,,,,,,4,,,446,,,4,10,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Rowan,3558,2469,,,,,,,,3,,,1212,,,5,22,,5,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Russell,1950,4641,,,,,,,,3,,,673,,,2,14,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Scott,3639,3810,,,,,,,,4,,,1800,,,5,12,,3,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Shelby,4398,4550,,,,,,,,6,,,1451,,,16,24,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Simpson,2834,2280,,,,,,,,4,,,708,,,1,10,,3,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Spencer,1383,1305,,,,,,,,0,,,466,,,2,11,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Taylor,3518,4319,,,,,,,,2,,,1044,,,4,28,,5,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Todd,1858,1691,,,,,,,,3,,,612,,,4,31,,3,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Trigg,2438,1820,,,,,,,,4,,,573,,,1,18,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Trimble,1413,789,,,,,,,,2,,,413,,,1,11,,2,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Union,3325,1605,,,,,,,,1,,,794,,,1,12,,0,,,,,,,1,,,,,,,,,,
Kentucky,1992,President,Warren,11529,14748,,,,,,,,7,,,3533,,,13,54,,12,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Washington,2008,2098,,,,,,,,10,,,542,,,1,35,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Wayne,2516,3412,,,,,,,,0,,,560,,,2,16,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Webster,3380,1408,,,,,,,,2,,,854,,,4,17,,0,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Whitley,4600,5998,,,,,,,,3,,,1533,,,4,26,,3,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Wolfe,1674,697,,,,,,,,1,,,297,,,3,11,,1,,,,,,,0,,,,,,,,,,
Kentucky,1992,President,Woodford,3161,3992,,,,,,,,7,,,1535,,,5,22,,3,,,,,,,0,,,,,,,,,,
Kentucky,1996,President,Adair,1821,3876,,,,,,,,10,,,,,790,21,20,,,,,,,,,0,0,,,,,,,,,
Kentucky,1996,President,Allen,1781,3032,,,,,,,,0,,,,,393,11,13,,,,,,,,,0,0,,,,,,,,,
Kentucky,1996,President,Anderson,2898,2972,,,,,,,,7,,,,,751,7,17,,,,,,,,,1,0,,,,,,,,,
Kentucky,1996,President,Ballard,2255,1064,,,,,,,,4,,,,,411,0,8,,,,,,,,,0,0,,,,,,,,,
Kentucky,1996,President,Barren,5044,5700,,,,,,,,10,,,,,1065,7,17,,,,,,,,,1,0,,,,,,,,,
Kentucky,1996,President,Bath,1886,1229,,,,,,,,7,,,,,428,11,9,,,,,,,,,0,0,,,,,,,,,
