State,Year,Office,County,D#,R#,L#,C#,G#,NL#,Ref.#,S#,I1#,I2#,I3#,I4#,Pop.#,Proh.#,Prog.#,CN#,Cit.#,PBP#,In. Al.#,USC#,NA#,Ap.#,AF#,JIA#,TBA,LB#,WW#,W/I1#,W/I2#,I#,W/I#
Arkansas,1982,Governor,Madison,2188,2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Marion,2081,2869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Miller,5531,5277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Mississippi,10356,6324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Monroe,3140,1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Montgomery,1655,1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Nevada,2557,1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Newton,2079,2549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Ouachita,7320,4501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Perry,1752,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Phillips,6371,3481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Pike,1844,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Poinsett,5784,3265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Polk,2969,3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Pope,7021,6618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Prairie,2628,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Pulaski,64787,46511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Randolph,3181,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Saint Francis,5587,3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Saline,10761,8030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Scott,1833,2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Searcy,2066,2655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Sebastian,11422,20566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Sevier,3066,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Sharp,3439,2714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Stone,2409,1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Union,7875,8196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Van Buren,3220,2920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Washington,14299,15406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,White,9552,7913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Woodruff,2855,1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1982,Governor,Yell,3643,3310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Arkansas,5851,2470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Ashley,6417,2536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Baxter,7926,7682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Benton,15608,16618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Boone,5733,5175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Bradley,3638,1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Calhoun,1646,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Carroll,3746,3307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Chicot,4545,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Clark,6709,2373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Clay,4537,2803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Cleburne,5091,4110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Cleveland,2019,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Columbia,5433,4380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Conway,6244,2987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Craighead,11739,10410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Crawford,5927,7335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Crittenden,9464,3529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Cross,4617,2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Dallas,3405,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Desha,4452,1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Drew,4479,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Faulkner,12086,6201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Franklin,3373,3596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Fulton,2583,1681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Garland,20364,12739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Grant,3358,2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Greene,7371,4696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Hempstead,5553,2936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Hot Spring,8186,3609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Howard,3087,1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Independence,7164,5016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Izard,3217,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Jackson,5100,2907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Jefferson,24599,7089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Johnson,4376,3552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Lafayette,2577,1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Lawrence,4026,2776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Lee,4267,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Lincoln,3404,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Little River,3490,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Logan,4553,4607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Lonoke,8563,4540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Madison,2947,2841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Marion,3304,2335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Miller,8865,5266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Mississippi,12702,6012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Monroe,3796,1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Montgomery,2217,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Nevada,2888,1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Newton,1982,2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Ouachita,8707,3564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Perry,2206,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Phillips,9014,2364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Pike,2415,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Poinsett,6414,3679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Polk,4133,3314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Pope,8589,7441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Prairie,2573,1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Pulaski,90876,37789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Randolph,3596,2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Saint Francis,7724,2958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Saline,14254,6879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Scott,2324,2419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Searcy,2028,2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Sebastian,16498,19665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Sevier,3588,1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Sharp,3848,3201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Stone,2168,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Union,10143,7312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Van Buren,4046,2728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Washington,20185,16095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,White,12827,7722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Woodruff,2974,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,Governor,Yell,4207,3362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1986,Governor,Arkansas,4790,2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Ashley,5272,2384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Baxter,6609,4892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Benton,14101,10209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Boone,5102,7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Bradley,2692,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Arkansas,1986,Governor,Calhoun,1268,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Arkansas,1986,Governor,Carroll,3090,2803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Chicot,3585,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Clark,4845,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Clay,3775,1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Cleburne,4292,3391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Cleveland,1822,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Columbia,4304,3516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Conway,6011,2932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Craighead,11618,6221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Crawford,1827,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Arkansas,1986,Governor,Crittenden,8186,3138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Cross,3510,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Dallas,2606,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Arkansas,1986,Governor,Desha,3518,1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Drew,2971,1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Arkansas,1986,Governor,Faulkner,10116,5381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Franklin,3321,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Fulton,2098,1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Garland,15003,8606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Arkansas,1986,Governor,Grant,2375,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Arkansas,1986,Governor,Greene,5370,2498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Arkansas,1986,Governor,Hempstead,3778,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Hot Spring,5680,3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Howard,2229,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Independence,5960,3772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Arkansas,1986,Governor,Izard,2552,1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Jackson,4206,2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Jefferson,18643,5272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Johnson,3531,2714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Lafayette,1759,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Lawrence,3461,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Lee,3498,1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Lincoln,2369,1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Arkansas,1986,Governor,Little River,2706,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Arkansas,1986,Governor,Logan,3760,3558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Arkansas,1986,Governor,Lonoke,6557,3677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Madison,2480,2843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Marion,2315,2588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Miller,6427,3595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Mississippi,9751,4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Monroe,3005,1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Montgomery,1632,1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Nevada,2039,1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Newton,1627,2520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Ouachita,8643,2950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Perry,1915,1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Phillips,6255,2988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Pike,1816,1672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Poinsett,4999,2345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Arkansas,1986,Governor,Polk,3350,2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Arkansas,1986,Governor,Pope,6946,5166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Arkansas,1986,Governor,Prairie,2041,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Arkansas,1986,Governor,Pulaski,71647,26182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
Arkansas,1986,Governor,Randolph,3109,1573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Saint Francis,5409,2624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Arkansas,1986,Governor,Saline,11329,5344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Scott,2386,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Searcy,1876,2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Sebastian,12629,12919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Sevier,2285,1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Sharp,3611,2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Stone,1948,1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Union,8144,4497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Van Buren,3118,2224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Washington,15919,9540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,White,9614,5924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Arkansas,1986,Governor,Woodruff,2503,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1986,Governor,Yell,3143,2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Arkansas,1990,Governor,Arkansas,4090,2592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Ashley,4914,2309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Arkansas,1990,Governor,Baxter,5125,6442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Benton,14010,12699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Boone,3957,5598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Bradley,2163,1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Calhoun,1089,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Carroll,2858,3465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Arkansas,1990,Governor,Chicot,3072,1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
Arkansas,1990,Governor,Clark,4383,2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Clay,3451,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Cleburne,4143,3567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Cleveland,1405,1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Arkansas,1990,Governor,Columbia,3412,3798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Conway,2958,2388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Arkansas,1990,Governor,Craighead,10150,5918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Crawford,5505,5178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Crittenden,7463,3565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Cross,2892,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Dallas,2109,1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Arkansas,1990,Governor,Desha,3264,1453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Drew,3170,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Faulkner,9908,7194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Arkansas,1990,Governor,Franklin,2886,2645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Fulton,1710,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Garland,15425,10563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Arkansas,1990,Governor,Grant,2503,2269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Greene,5342,3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Hempstead,3479,2655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Hot Spring,4860,3468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Howard,2052,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Independence,5732,4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Izard,2576,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Jackson,3614,2251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
Arkansas,1990,Governor,Jefferson,16471,7230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Johnson,3310,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Lafayette,1633,1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Lawrence,3343,2381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Lee,3376,1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Lincoln,2713,1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Little River,2462,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Arkansas,1990,Governor,Logan,3557,3417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Arkansas,1990,Governor,Lonoke,6084,5082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Madison,1912,2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Marion,1933,2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Miller,5208,4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Arkansas,1990,Governor,Mississippi,8313,3967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Monroe,2174,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Montgomery,1428,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Nevada,1738,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Newton,1512,2258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Ouachita,5729,3312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Perry,1373,1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Phillips,6526,2855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Pike,1624,1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Poinsett,4697,3099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Polk,2811,2418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Pope,6642,6349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Prairie,1833,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Pulaski,62962,40691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Arkansas,1990,Governor,Randolph,2206,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Saint Francis,4426,2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Saline,11215,9072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Scott,1767,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Searcy,1286,2283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Sebastian,14753,12862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Sevier,2112,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Sharp,2690,2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Stone,1736,2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Arkansas,1990,Governor,Union,7380,6232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Van Buren,2790,2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Washington,16737,12531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,White,9422,7591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Arkansas,1990,Governor,Woodruff,1937,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1990,Governor,Yell,2895,2640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arkansas,1994,Governor,Arkansas,4418,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1994,Governor,Ashley,4499,2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
