State,Year,Office,County,D#,R#,L#,C#,G#,NL#,Ref.#,S#,I1#,I2#,I3#,I4#,Pop.#,Proh.#,Prog.#,CN#,Cit.#,PBP#,In. Al.#,USC#,NA#,Ap.#,AF#,JIA#,TBA,LB#,WW#,W/I1#,W/I2#,I#,W/I#
Arkansas,2016,President,Logan,1715,5746,195,46,54,,,,70,62,33,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Lonoke,5664,19958,767,78,172,,,,243,119,99,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Madison,1588,4928,144,23,54,,,,47,43,14,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Marion,1434,5336,157,25,56,,,,61,21,17,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Miller,4273,11294,237,65,69,,,,75,56,22,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Mississippi,5670,7061,181,41,65,,,,81,49,56,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Monroe,1312,1489,37,6,9,,,,12,11,8,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Montgomery,748,2643,52,10,33,,,,28,24,21,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Nevada,1157,2000,35,10,6,,,,15,16,7,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Newton,699,2875,49,15,69,,,,22,13,11,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Ouachita,4321,5351,97,20,24,,,,48,40,34,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Perry,1049,3008,113,15,38,,,,49,13,21,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Phillips,4310,2446,62,26,20,,,,38,31,20,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Pike,685,3150,73,10,8,,,,24,23,8,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Poinsett,1880,5502,154,25,34,,,,50,50,27,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Polk,1212,6618,164,35,56,,,,94,36,16,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Pope,5000,16256,618,82,225,,,,233,94,61,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Prairie,814,2505,56,8,10,,,,36,9,6,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Pulaski,89574,61257,4328,403,1553,,,,1761,529,371,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Randolph,1425,4509,203,61,53,,,,65,38,25,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,St. Francis,4031,3195,64,56,18,,,,18,18,30,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Saline,13256,35863,1466,186,326,,,,607,193,203,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Scott,602,2731,83,9,25,,,,22,16,22,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Searcy,601,2955,68,16,18,,,,30,22,18,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Sebastian,12300,29127,1630,232,481,,,,569,173,125,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Sevier,1075,3282,83,7,20,,,,44,47,4,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Sharp,1472,5407,155,36,49,,,,56,52,22,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Stone,1203,4113,0,21,62,,,,120,35,23,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Union,5855,10456,275,41,70,,,,97,66,34,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Van Buren,1549,5382,182,46,53,,,,55,51,21,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Washington,33366,41476,3360,566,1316,,,,1438,124,215,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,White,5170,21077,695,178,151,,,,495,148,85,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Woodruff,1118,1347,45,12,12,,,,16,14,7,,,,,,,,,,,,,,,,,,,,
Arkansas,2016,President,Yell,1480,4608,157,16,47,,,,34,67,30,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Arkansas,2841,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Ashley,2473,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Baxter,1079,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Benton,3484,1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Boone,1999,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Bradley,1775,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Calhoun,1168,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Carroll,1869,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Chicot,1545,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Clark,2920,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Clay,1859,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Cleburne,1749,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Cleveland,1358,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Columbia,2432,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Conway,2437,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Craighead,4278,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Crawford,3049,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Crittenden,2390,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Cross,2061,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Dallas,2108,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Desha,1585,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Drew,1664,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Faulkner,2846,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Franklin,1992,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Fulton,1122,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Garland,4337,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Grant,1481,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Greene,2857,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Hempstead,2740,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Hot Spring,2437,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Howard,1725,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Independence,2453,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Izard,1457,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Jackson,2417,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Jefferson,4985,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Johnson,1575,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Lafayette,1427,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Lawrence,2905,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Lee,1595,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Lincoln,1277,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Little River,1398,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Logan,2114,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Lonoke,2792,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Madison,2597,2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Marion,1284,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Miller,3835,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Mississippi,5437,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Monroe,1606,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Montgomery,1305,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Nevada,2211,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Newton,701,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Ouachita,3047,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Perry,1211,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Phillips,2967,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Pike,1461,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Poinsett,4245,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Polk,1451,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Pope,2146,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Prairie,1695,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Pulaski,14691,1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Randolph,1710,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Saint Francis,2133,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Saline,1931,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Scott,961,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Searcy,855,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Sebastian,5351,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Sevier,1821,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Sharp,1300,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Stone,1078,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Union,5112,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Van Buren,1269,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Washington,5033,1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,White,3183,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Woodruff,1924,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1932,US Senate,Yell,1989,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Arkansas,4862,2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Ashley,4675,3183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Baxter,3623,3092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Benton,6881,8757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Boone,4064,3258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Bradley,2945,1660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Calhoun,1274,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Carroll,2367,2617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Chicot,3429,1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Clark,4840,2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Clay,3671,2441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Cleburne,2693,1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Cleveland,1740,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Columbia,4527,3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Conway,2352,2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Craighead,9567,5964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Crawford,3036,4043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Crittenden,5344,4547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Cross,3316,2304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Dallas,2216,1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Desha,3550,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Drew,2950,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Faulkner,7599,3204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Franklin,2325,2259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Fulton,1788,1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Garland,11408,8636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Grant,2345,1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Greene,4761,3066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Hempstead,4860,2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Hot Spring,4519,3385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Howard,2362,1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Independence,5380,2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Izard,1842,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Jackson,4244,2455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Jefferson,12678,8688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Johnson,2758,2282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Lafayette,2075,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Lawrence,3647,2509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Lee,2270,1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Lincoln,2425,1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Little River,1942,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Logan,3336,3080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Lonoke,5088,2353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Madison,2445,2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Marion,1719,1458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Miller,5569,4365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Mississippi,9634,4549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Monroe,2492,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Montgomery,1357,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Nevada,2265,1475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Newton,1239,1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Ouachita,7523,3986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Perry,1338,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Phillips,6600,4011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Pike,1783,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Poinsett,4601,2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Polk,2390,2525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Pope,5081,3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Prairie,2403,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Pulaski,46953,25945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Randolph,2439,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Saint Francis,4510,3583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Saline,6837,4306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Scott,1735,1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Searcy,1230,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Sebastian,12259,14751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Sevier,2388,1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Sharp,2032,1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Stone,1675,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Union,9675,6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Van Buren,1931,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Washington,11364,10381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,White,7594,4405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Woodruff,2266,1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1968,US Senate,Yell,3064,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Arkansas,5547,2772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Ashley,5610,3335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Baxter,6042,8660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Benton,11955,18923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Boone,5147,5780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Bradley,3725,1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Calhoun,1689,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Carroll,3728,3330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Chicot,4384,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Clark,6727,2425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Clay,5054,2251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Cleburne,4714,4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Cleveland,2415,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Columbia,5250,4466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Conway,5484,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Craighead,12049,9825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Crawford,6008,7328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Crittenden,7997,4406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Cross,4415,2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Dallas,3597,1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Desha,4194,1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Drew,4058,2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Faulkner,9681,8742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Franklin,4027,2916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Fulton,2820,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Garland,14517,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Grant,3392,2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Greene,7658,4389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Hempstead,5334,3127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Hot Spring,8066,3739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Howard,3063,1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Independence,7383,4933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Izard,3307,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Jackson,5449,2505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Jefferson,22569,8992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Johnson,4466,3443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Lafayette,2786,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Lawrence,4168,2607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Lee,3939,1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Lincoln,3383,922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Little River,3113,2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Logan,5414,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Lonoke,7319,5798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Madison,3184,2665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Marion,3108,2591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Miller,7925,6152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Mississippi,12744,5915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Monroe,3547,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Montgomery,2234,1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Nevada,3006,1496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Newton,2120,2191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Ouachita,8926,3680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Perry,2107,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Phillips,8056,3112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Pike,2425,1615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Poinsett,6709,3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Polk,3847,3608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Pope,8332,7752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Prairie,2452,1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Pulaski,71124,58183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Randolph,3396,2447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Saint Francis,7029,3118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Saline,10688,9098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Scott,2851,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Searcy,2270,2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Sebastian,15976,19434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Sevier,3155,2265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Sharp,3805,3278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Stone,2633,1641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Union,9171,8193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Van Buren,3698,2973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1984,US Senate,Washington,17271,19134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
