State,Year,Office,County,D#,R#,Pop.#,Prog.#,Proh.#,U#,S#,SW#,ND#,Comm.#,C#,CON#,IND#,I1#,I2#,I3#,I4#,I5#,I6#,I7#,Ref.#,NL#,L#,G#,Citizens,States' Rights,Independent African American,Statesman,Write-Ins,SM#,W/I1#,W/I2#,Det.#,W#
Alabama,1968,US Senate,Montgomery,15815,18598,,,,,,,8452,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1968,US Senate,Morgan,15353,3600,,,,,,,353,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1968,US Senate,Perry,2557,580,,,,,,,2322,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1968,US Senate,Pickens,4379,341,,,,,,,1088,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1968,US Senate,Pike,4570,1785,,,,,,,972,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1968,US Senate,Randolph,5176,789,,,,,,,213,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1968,US Senate,Russell,7850,543,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1968,US Senate,Shelby,7287,2142,,,,,,,334,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1968,US Senate,Saint Clair,6893,1849,,,,,,,366,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1968,US Senate,Sumter,2165,277,,,,,,,2270,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1968,US Senate,Talladega,13649,1744,,,,,,,574,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1968,US Senate,Tallapoosa,8695,1605,,,,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1968,US Senate,Tuscaloosa,18530,3801,,,,,,,4121,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1968,US Senate,Walker,14542,2779,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1968,US Senate,Washington,4022,318,,,,,,,161,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1968,US Senate,Wilcox,2012,639,,,,,,,778,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1968,US Senate,Winston,3017,2173,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Autauga,4949,2455,,,127,,,,48,,,70,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Baldwin,10477,7766,,,243,,,,248,,,103,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Barbour,5119,1974,,,163,,,,63,,,49,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Bibb,2987,1243,,,1,,,,23,,,30,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Blount,5336,3433,,,26,,,,14,,,26,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Bullock,2155,876,,,60,,,,1785,,,23,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Butler,4320,2275,,,5,,,,22,,,13,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Calhoun,17338,9528,,,77,,,,359,,,187,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Chambers,6804,4310,,,139,,,,64,,,60,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Cherokee,3299,1133,,,39,,,,25,,,17,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Chilton,5396,3833,,,15,,,,62,,,44,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Choctaw,3642,1362,,,3,,,,247,,,14,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Clarke,5237,2282,,,139,,,,76,,,42,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Clay,2752,1887,,,5,,,,10,,,9,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Cleburne,2356,1709,,,4,,,,7,,,5,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Coffee,8065,3457,,,70,,,,42,,,24,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Colbert,12732,4221,,,178,,,,536,,,185,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Conecuh,3567,1238,,,13,,,,38,,,24,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Coosa,2429,1171,,,0,,,,6,,,5,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Covington,7302,4103,,,6,,,,25,,,22,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Crenshaw,3305,1189,,,85,,,,79,,,14,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Cullman,12009,7601,,,28,,,,17,,,27,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Dale,6500,3739,,,95,,,,33,,,33,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Dallas,9295,4858,,,6,,,,293,,,74,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,DeKalb,7309,6632,,,15,,,,24,,,14,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Elmore,6873,3859,,,194,,,,41,,,73,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Escambia,7058,2842,,,14,,,,68,,,45,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Etowah,19265,9648,,,91,,,,313,,,170,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Fayette,3601,1735,,,9,,,,6,,,11,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Franklin,4620,3684,,,25,,,,48,,,17,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Geneva,5037,2328,,,7,,,,35,,,18,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Greene,1070,643,,,2,,,,3054,,,55,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Hale,3102,1038,,,123,,,,1012,,,103,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Henry,2857,1580,,,5,,,,8,,,5,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Houston,7349,8118,,,134,,,,269,,,74,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Jackson,7794,2574,,,94,,,,61,,,71,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Jefferson,124540,68998,,,3189,,,,4025,,,1953,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Lamar,3463,972,,,4,,,,10,,,4,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Lauderdale,15755,5577,,,329,,,,290,,,190,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Lawrence,4559,1645,,,0,,,,16,,,11,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Lee,9090,6147,,,217,,,,166,,,73,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Limestone,6528,2452,,,140,,,,47,,,50,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Lowndes,2305,881,,,101,,,,1692,,,49,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Macon,5319,978,,,213,,,,185,,,72,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Madison,36660,16807,,,436,,,,680,,,303,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Marengo,5569,1848,,,54,,,,868,,,75,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Marion,4551,2624,,,6,,,,6,,,4,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Marshall,10829,5840,,,211,,,,79,,,89,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Mobile,52697,31815,,,920,,,,4002,,,721,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Monroe,5137,2147,,,16,,,,195,,,73,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Montgomery,29587,18718,,,821,,,,990,,,321,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Morgan,17385,7575,,,378,,,,183,,,119,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Perry,2769,1117,,,5,,,,1713,,,25,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Pickens,3452,1586,,,6,,,,1025,,,27,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Pike,4883,2777,,,115,,,,61,,,38,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Randolph,3688,2317,,,80,,,,33,,,45,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Russell,5500,3513,,,326,,,,181,,,154,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Shelby,5255,3474,,,113,,,,53,,,135,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Saint Clair,7312,4144,,,157,,,,71,,,83,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Sumter,2614,1072,,,9,,,,1901,,,32,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Talladega,12398,4942,,,18,,,,102,,,45,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Tallapoosa,7465,3654,,,171,,,,59,,,62,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Tuscaloosa,20413,9104,,,493,,,,995,,,204,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Walker,13171,6447,,,17,,,,22,,,72,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Washington,3138,1391,,,8,,,,29,,,7,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Wilcox,2270,1174,,,26,,,,2679,,,42,,,,,,,,,,,,,,,,,,,,,,
Alabama,1972,US Senate,Winston,2883,3463,,,7,,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Autauga,4012,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Baldwin,10683,,,,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Barbour,3684,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Bibb,2772,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Blount,6247,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Bullock,2088,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Butler,3364,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Calhoun,14162,,,,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Chambers,5636,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Cherokee,2417,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Chilton,4730,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Choctaw,3655,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Clarke,4593,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Clay,2694,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Cleburne,1269,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Coffee,6336,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Colbert,5014,,,,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Conecuh,1951,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Coosa,1854,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Covington,4509,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Crenshaw,2100,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Cullman,10975,,,,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Dale,4438,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Dallas,7559,,,,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,DeKalb,8204,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Elmore,5783,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Escambia,5409,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Etowah,12934,,,,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Fayette,2063,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Franklin,3798,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Geneva,3185,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Greene,1474,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Hale,2740,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Henry,1659,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Houston,6316,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Jackson,3471,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Jefferson,95847,,,,4041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Lamar,1899,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Lauderdale,6101,,,,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Lawrence,2717,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Lee,4785,,,,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Limestone,4011,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Lowndes,3125,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Macon,2943,,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Madison,28205,,,,2714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Marengo,4893,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Marion,4868,,,,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Marshall,4917,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Mobile,50974,,,,1766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Monroe,3653,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Montgomery,26451,,,,1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Morgan,7770,,,,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Perry,2674,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Pickens,3291,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Pike,4881,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Randolph,2505,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Russell,3107,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Shelby,8272,,,,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Saint Clair,4585,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Sumter,3214,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Talladega,7846,,,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Tallapoosa,4142,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Tuscaloosa,12666,,,,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Walker,8595,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Washington,3228,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Wilcox,2665,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1974,US Senate,Winston,2933,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1980,US Senate,Autauga,4421,5986,,,,,,10,59,,,210,,,,,,,,,,,158,,,,,,,15,,,,
Alabama,1980,US Senate,Baldwin,7879,19575,,,,,,14,54,,,320,,,,,,,,,,,521,,,,,,,33,,,,
Alabama,1980,US Senate,Barbour,4340,3648,,,,,,13,16,,,217,,,,,,,,,,,98,,,,,,,27,,,,
Alabama,1980,US Senate,Bibb,3393,2077,,,,,,1,6,,,9,,,,,,,,,,,31,,,,,,,5,,,,
Alabama,1980,US Senate,Blount,5350,6861,,,,,,1,8,,,43,,,,,,,,,,,68,,,,,,,19,,,,
Alabama,1980,US Senate,Bullock,4009,1257,,,,,,10,11,,,158,,,,,,,,,,,47,,,,,,,4,,,,
Alabama,1980,US Senate,Butler,4109,3605,,,,,,3,7,,,202,,,,,,,,,,,107,,,,,,,12,,,,
Alabama,1980,US Senate,Calhoun,14196,18722,,,,,,14,54,,,179,,,,,,,,,,,210,,,,,,,116,,,,
Alabama,1980,US Senate,Chambers,6485,4490,,,,,,5,16,,,179,,,,,,,,,,,107,,,,,,,8,,,,
Alabama,1980,US Senate,Cherokee,3904,2171,,,,,,2,6,,,68,,,,,,,,,,,64,,,,,,,6,,,,
Alabama,1980,US Senate,Chilton,4596,5950,,,,,,5,3,,,32,,,,,,,,,,,47,,,,,,,30,,,,
Alabama,1980,US Senate,Choctaw,3379,2093,,,,,,3,0,,,13,,,,,,,,,,,7,,,,,,,16,,,,
Alabama,1980,US Senate,Clarke,5075,4926,,,,,,3,16,,,213,,,,,,,,,,,89,,,,,,,18,,,,
Alabama,1980,US Senate,Clay,2703,2292,,,,,,1,8,,,66,,,,,,,,,,,24,,,,,,,87,,,,
Alabama,1980,US Senate,Cleburne,2144,1910,,,,,,2,9,,,30,,,,,,,,,,,24,,,,,,,8,,,,
Alabama,1980,US Senate,Coffee,6764,6132,,,,,,5,17,,,201,,,,,,,,,,,159,,,,,,,20,,,,
Alabama,1980,US Senate,Colbert,11670,7393,,,,,,4,20,,,323,,,,,,,,,,,241,,,,,,,14,,,,
Alabama,1980,US Senate,Conecuh,3183,2586,,,,,,5,5,,,63,,,,,,,,,,,43,,,,,,,13,,,,
Alabama,1980,US Senate,Coosa,2489,1528,,,,,,2,0,,,88,,,,,,,,,,,55,,,,,,,8,,,,
Alabama,1980,US Senate,Covington,6164,6636,,,,,,12,21,,,94,,,,,,,,,,,93,,,,,,,37,,,,
Alabama,1980,US Senate,Crenshaw,2911,2117,,,,,,0,7,,,16,,,,,,,,,,,10,,,,,,,6,,,,
Alabama,1980,US Senate,Cullman,11833,9241,,,,,,7,6,,,85,,,,,,,,,,,67,,,,,,,44,,,,
Alabama,1980,US Senate,Dale,5149,6786,,,,,,5,9,,,149,,,,,,,,,,,134,,,,,,,14,,,,
Alabama,1980,US Senate,Dallas,9929,6979,,,,,,7,30,,,394,,,,,,,,,,,164,,,,,,,12,,,,
Alabama,1980,US Senate,DeKalb,8721,9663,,,,,,0,1,,,9,,,,,,,,,,,16,,,,,,,31,,,,
Alabama,1980,US Senate,Elmore,6174,8217,,,,,,4,25,,,229,,,,,,,,,,,131,,,,,,,24,,,,
Alabama,1980,US Senate,Escambia,4522,6299,,,,,,17,20,,,125,,,,,,,,,,,112,,,,,,,60,,,,
Alabama,1980,US Senate,Etowah,19359,16796,,,,,,17,66,,,238,,,,,,,,,,,167,,,,,,,56,,,,
Alabama,1980,US Senate,Fayette,3822,2819,,,,,,0,1,,,6,,,,,,,,,,,5,,,,,,,9,,,,
Alabama,1980,US Senate,Franklin,5935,4410,,,,,,10,5,,,62,,,,,,,,,,,57,,,,,,,20,,,,
Alabama,1980,US Senate,Geneva,4926,3630,,,,,,3,11,,,74,,,,,,,,,,,46,,,,,,,18,,,,
Alabama,1980,US Senate,Greene,3150,945,,,,,,0,24,,,10,,,,,,,,,,,6,,,,,,,4,,,,
Alabama,1980,US Senate,Hale,3680,1721,,,,,,4,16,,,116,,,,,,,,,,,29,,,,,,,3,,,,
Alabama,1980,US Senate,Henry,2960,2362,,,,,,4,5,,,52,,,,,,,,,,,39,,,,,,,15,,,,
Alabama,1980,US Senate,Houston,8503,1399,,,,,,20,26,,,177,,,,,,,,,,,120,,,,,,,61,,,,
Alabama,1980,US Senate,Jackson,8920,4368,,,,,,1,6,,,192,,,,,,,,,,,157,,,,,,,19,,,,
Alabama,1980,US Senate,Jefferson,105777,136115,,,,,,875,1459,,,3912,,,,,,,,,,,3418,,,,,,,447,,,,
Alabama,1980,US Senate,Lamar,3564,2293,,,,,,0,0,,,11,,,,,,,,,,,5,,,,,,,7,,,,
Alabama,1980,US Senate,Lauderdale,14409,11485,,,,,,15,29,,,366,,,,,,,,,,,416,,,,,,,26,,,,
Alabama,1980,US Senate,Lawrence,6005,2312,,,,,,1,14,,,42,,,,,,,,,,,33,,,,,,,15,,,,
Alabama,1980,US Senate,Lee,8927,11492,,,,,,16,29,,,321,,,,,,,,,,,473,,,,,,,28,,,,
Alabama,1980,US Senate,Limestone,7444,5109,,,,,,2,14,,,272,,,,,,,,,,,210,,,,,,,16,,,,
Alabama,1980,US Senate,Lowndes,3507,1340,,,,,,3,18,,,161,,,,,,,,,,,40,,,,,,,7,,,,
Alabama,1980,US Senate,Macon,6820,1220,,,,,,10,9,,,353,,,,,,,,,,,53,,,,,,,7,,,,
Alabama,1980,US Senate,Madison,28548,33688,,,,,,67,125,,,706,,,,,,,,,,,787,,,,,,,90,,,,
Alabama,1980,US Senate,Marengo,5065,3039,,,,,,1,5,,,210,,,,,,,,,,,105,,,,,,,5,,,,
Alabama,1980,US Senate,Marion,5223,4958,,,,,,1,4,,,10,,,,,,,,,,,11,,,,,,,230,,,,
Alabama,1980,US Senate,Marshall,10103,8815,,,,,,7,13,,,291,,,,,,,,,,,363,,,,,,,16,,,,
Alabama,1980,US Senate,Mobile,39568,71548,,,,,,90,199,,,835,,,,,,,,,,,756,,,,,,,372,,,,
Alabama,1980,US Senate,Monroe,4008,4327,,,,,,5,6,,,60,,,,,,,,,,,65,,,,,,,25,,,,
Alabama,1980,US Senate,Montgomery,28787,35515,,,,,,52,85,,,1125,,,,,,,,,,,565,,,,,,,62,,,,
Alabama,1980,US Senate,Morgan,14143,13871,,,,,,10,29,,,341,,,,,,,,,,,415,,,,,,,33,,,,
Alabama,1980,US Senate,Perry,4406,1857,,,,,,1,3,,,8,,,,,,,,,,,7,,,,,,,4,,,,
Alabama,1980,US Senate,Pickens,4481,3071,,,,,,0,13,,,15,,,,,,,,,,,14,,,,,,,15,,,,
Alabama,1980,US Senate,Pike,5065,4515,,,,,,3,3,,,152,,,,,,,,,,,86,,,,,,,14,,,,
Alabama,1980,US Senate,Randolph,3727,2552,,,,,,5,6,,,195,,,,,,,,,,,144,,,,,,,21,,,,
Alabama,1980,US Senate,Russell,7945,3256,,,,,,22,39,,,475,,,,,,,,,,,208,,,,,,,46,,,,
Alabama,1980,US Senate,Shelby,7218,15230,,,,,,1,14,,,208,,,,,,,,,,,335,,,,,,,30,,,,
Alabama,1980,US Senate,Saint Clair,5057,7941,,,,,,19,38,,,221,,,,,,,,,,,268,,,,,,,23,,,,
Alabama,1980,US Senate,Sumter,3167,1744,,,,,,2,31,,,12,,,,,,,,,,,12,,,,,,,8,,,,
Alabama,1980,US Senate,Talladega,9580,9413,,,,,,13,35,,,137,,,,,,,,,,,148,,,,,,,41,,,,
Alabama,1980,US Senate,Tallapoosa,7101,5828,,,,,,10,28,,,219,,,,,,,,,,,118,,,,,,,16,,,,
Alabama,1980,US Senate,Tuscaloosa,18920,19882,,,,,,55,104,,,545,,,,,,,,,,,460,,,,,,,44,,,,
Alabama,1980,US Senate,Walker,13020,8759,,,,,,8,9,,,123,,,,,,,,,,,107,,,,,,,73,,,,
Alabama,1980,US Senate,Washington,3582,2779,,,,,,1,13,,,14,,,,,,,,,,,13,,,,,,,13,,,,
Alabama,1980,US Senate,Wilcox,5007,1988,,,,,,0,2,,,5,,,,,,,,,,,3,,,,,,,3,,,,
Alabama,1980,US Senate,Winston,3254,5131,,,,,,2,3,,,2,,,,,,,,,,,7,,,,,,,20,,,,
Alabama,1984,US Senate,Autauga,7040,4302,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,
Alabama,1984,US Senate,Baldwin,16459,14702,,,,,,,,,,,,,,,,,,,,,308,,,,,,,,,,,
Alabama,1984,US Senate,Barbour,6141,2738,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,
Alabama,1984,US Senate,Bibb,3411,1871,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,
Alabama,1984,US Senate,Blount,6117,5728,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,
Alabama,1984,US Senate,Bullock,4000,866,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,
Alabama,1984,US Senate,Butler,5274,2641,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,
Alabama,1984,US Senate,Calhoun,21341,13204,,,,,,,,,,,,,,,,,,,,,617,,,,,,,,,,,
Alabama,1984,US Senate,Chambers,9795,2771,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
Alabama,1984,US Senate,Cherokee,4391,1586,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,
Alabama,1984,US Senate,Chilton,5633,5195,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,
Alabama,1984,US Senate,Choctaw,4501,1645,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,
Alabama,1984,US Senate,Clarke,6484,3483,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,
Alabama,1984,US Senate,Clay,2545,1930,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,
Alabama,1984,US Senate,Cleburne,2376,1650,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,
Alabama,1984,US Senate,Coffee,8709,5650,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,
Alabama,1984,US Senate,Colbert,16889,3480,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,
Alabama,1984,US Senate,Conecuh,3683,1992,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,
Alabama,1984,US Senate,Coosa,2602,1621,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,
