State,Year,Office,County,D#,R#,Pop.#,Prog.#,Proh.#,U#,S#,SW#,ND#,Comm.#,C#,CON#,IND#,I1#,I2#,I3#,I4#,I5#,I6#,I7#,Ref.#,NL#,L#,G#,Citizens,States' Rights,Independent African American,Statesman,Write-Ins,SM#,W/I1#,W/I2#,Det.#,W#
Alabama,1904,President,Autauga,733,73,9,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Baldwin,454,126,9,,1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Barbour,1356,49,29,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Bibb,185,155,48,,5,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Blount,1383,910,117,,13,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Bullock,726,0,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Butler,805,83,63,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Calhoun,1556,287,57,,26,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Chambers,1421,74,59,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Cherokee,905,502,232,,15,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Chilton,738,648,257,,6,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Choctaw,558,45,22,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Clarke,1131,79,9,,13,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Clay,1345,990,44,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Cleburne,701,414,33,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Coffee,1106,226,380,,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Colbert,936,203,3,,5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Conecuh,739,106,18,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Coosa,933,472,106,,7,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Covington,907,310,110,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Crenshaw,1077,180,93,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Cullman,1497,1238,240,,40,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Dale,997,345,73,,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Dallas,1472,36,4,,0,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,DeKalb,1716,1237,100,,10,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Elmore,1226,151,35,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Escambia,627,83,3,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Etowah,1431,823,230,,22,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Fayette,712,599,177,,19,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Franklin,767,668,65,,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Geneva,743,473,288,,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Greene,477,17,0,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Hale,723,27,3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Henry,701,104,105,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Houston,1248,384,74,,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Jackson,1641,666,43,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Jefferson,6424,1090,54,,68,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Lamar,848,215,8,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Lauderdale,1269,316,4,,10,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Lawrence,909,410,8,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Lee,1348,40,18,,3,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Limestone,1053,187,13,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Lowndes,697,32,3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Macon,562,51,7,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Madison,2119,182,6,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Marengo,1149,56,9,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Marion,1224,635,4,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Marshall,1336,966,294,,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Mobile,3283,325,9,,20,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Monroe,836,46,8,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Montgomery,2492,50,3,,2,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Morgan,1437,416,42,,32,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Perry,799,47,0,,47,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Pickens,866,105,77,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Pike,1544,29,38,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Randolph,1518,695,60,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Russell,558,21,9,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Saint Clair,908,593,425,,9,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Shelby,1106,679,614,,31,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Sumter,883,16,0,,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Talladega,1264,252,36,,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Tallapoosa,1791,234,84,,15,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Tuscaloosa,1405,132,25,,5,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Walker,1639,1024,3,,14,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Washington,443,54,9,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Wilcox,912,2,5,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1904,President,Winston,602,789,36,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Autauga,655,97,0,,0,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Baldwin,439,109,0,,10,,63,,,,,,1,17,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Barbour,1303,43,34,,16,,6,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Bibb,670,139,16,,7,,77,,,,,,4,5,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Blount,1133,973,23,,10,,0,,,,,,3,4,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Bullock,782,10,0,,0,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Butler,727,137,19,,5,,9,,,,,,1,6,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Calhoun,1438,570,27,,54,,9,,,,,,6,17,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Chambers,1025,50,15,,3,,9,,,,,,2,0,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Cherokee,712,602,24,,10,,48,,,,,,1,15,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Chilton,656,890,37,,6,,26,,,,,,1,6,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Choctaw,590,44,9,,7,,9,,,,,,2,0,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Clarke,1169,56,5,,1,,4,,,,,,0,6,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Clay,863,594,26,,2,,2,,,,,,2,5,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Cleburne,278,357,2,,2,,0,,,,,,0,77,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Coffee,1305,341,195,,19,,13,,,,,,0,13,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Colbert,849,353,0,,4,,46,,,,,,1,13,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Conecuh,651,111,11,,6,,10,,,,,,0,7,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Coosa,717,447,7,,4,,0,,,,,,67,2,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Covington,1054,315,74,,12,,17,,,,,,3,12,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Crenshaw,1100,311,38,,13,,15,,,,,,0,8,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Cullman,1239,1521,52,,13,,11,,,,,,60,7,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Dale,921,346,30,,18,,4,,,,,,0,4,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Dallas,1420,28,4,,4,,4,,,,,,1,2,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,DeKalb,1395,1103,18,,12,,13,,,,,,3,12,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Elmore,1063,138,6,,3,,4,,,,,,2,13,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Escambia,641,113,0,,3,,25,,,,,,0,10,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Etowah,1309,996,17,,25,,44,,,,,,3,17,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Fayette,731,678,45,,1,,59,,,,,,32,2,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Franklin,650,652,10,,2,,42,,,,,,4,3,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Geneva,854,500,126,,11,,4,,,,,,4,22,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Greene,423,12,4,,0,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Hale,714,13,0,,0,,1,,,,,,2,0,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Henry,723,79,72,,6,,8,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Houston,965,423,28,,30,,10,,,,,,1,0,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Jackson,1404,469,26,,5,,3,,,,,,0,56,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Jefferson,7803,2182,28,,142,,367,,,,,,37,148,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Lamar,839,160,2,,4,,0,,,,,,0,5,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Lauderdale,1177,427,4,,7,,14,,,,,,5,3,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Lawrence,602,344,17,,9,,14,,,,,,2,0,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Lee,1126,64,7,,12,,51,,,,,,2,12,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Limestone,1188,238,2,,8,,6,,,,,,2,9,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Lowndes,633,36,0,,3,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Macon,482,38,5,,0,,4,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Madison,2168,277,1,,12,,17,,,,,,0,14,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Marengo,1333,78,20,,0,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Marion,1100,589,1,,4,,2,,,,,,0,4,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Marshall,1313,923,52,,33,,9,,,,,,5,6,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Mobile,2422,453,8,,17,,53,,,,,,6,269,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Monroe,856,18,5,,0,,1,,,,,,4,2,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Montgomery,2621,79,1,,2,,9,,,,,,0,3,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Morgan,1548,497,21,,34,,92,,,,,,5,14,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Perry,776,12,4,,0,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Pickens,816,69,23,,19,,19,,,,,,0,10,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Pike,1507,39,15,,4,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Randolph,799,395,0,,2,,5,,,,,,0,6,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Russell,516,32,2,,0,,15,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Saint Clair,820,782,108,,8,,6,,,,,,26,44,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Shelby,1011,1231,212,,8,,23,,,,,,4,3,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Sumter,719,3,3,,1,,1,,,,,,0,1,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Talladega,1010,351,10,,3,,2,,,,,,6,9,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Tallapoosa,1343,104,6,,1,,8,,,,,,181,3,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Tuscaloosa,1729,162,7,,11,,76,,,,,,1,47,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Walker,1632,1367,0,,16,,43,,,,,,2,1,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Washington,464,40,2,,6,,10,,,,,,0,10,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Wilcox,1027,2,0,,0,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
Alabama,1908,President,Winston,443,949,10,,0,,2,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Autauga,622,43,,127,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Baldwin,623,37,,141,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Barbour,1155,18,,88,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Bibb,820,40,,178,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Blount,1121,567,,580,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Bullock,736,4,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Butler,903,86,,80,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Calhoun,1666,238,,423,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Chambers,1486,28,,113,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Cherokee,814,88,,799,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Chilton,880,140,,1154,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Choctaw,489,7,,66,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Clarke,1024,13,,12,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Clay,1109,64,,939,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Cleburne,691,133,,510,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Coffee,1277,68,,395,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Colbert,946,228,,242,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Conecuh,802,60,,103,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Coosa,763,109,,317,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Covington,1251,110,,147,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Crenshaw,986,47,,127,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Cullman,1230,264,,1374,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Dale,1059,99,,443,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Dallas,1461,16,,18,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,DeKalb,1379,492,,623,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Elmore,1152,81,,167,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Escambia,829,52,,74,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Etowah,1511,354,,887,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Fayette,762,434,,306,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Franklin,849,309,,570,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Geneva,891,99,,511,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Greene,418,94,,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Hale,720,4,,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Henry,711,47,,153,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Houston,1160,82,,366,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Jackson,1597,229,,406,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Jefferson,8887,693,,2034,,,612,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Lamar,816,61,,160,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Lauderdale,1386,263,,297,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Lawrence,643,198,,261,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Lee,1179,43,,43,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Limestone,112,90,,83,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Lowndes,583,4,,10,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Macon,647,24,,23,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Madison,2146,150,,357,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Marengo,1386,9,,20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Marion,1098,378,,205,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Marshall,1457,428,,1184,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Mobile,3009,140,,445,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Monroe,878,2,,21,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Montgomery,3047,43,,131,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Morgan,1686,241,,362,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Perry,731,3,,31,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Pickens,815,22,,73,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Pike,1293,13,,48,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Randolph,1177,268,,366,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Russell,1553,4,,35,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Saint Clair,787,260,,687,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Shelby,1181,201,,1233,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Sumter,701,9,,2,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Talladega,1312,111,,386,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Tallapoosa,1586,84,,151,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Tuscaloosa,1695,87,,158,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Walker,2063,881,,504,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Washington,405,14,,18,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Wilcox,878,7,,7,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1912,President,Winston,508,292,,893,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Autauga,773,99,,,5,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Baldwin,766,216,,,10,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Barbour,1235,45,,,12,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Bibb,1247,217,,,17,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Blount,1488,1229,,,6,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Bullock,743,4,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Butler,1162,78,,,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Calhoun,2231,442,,,25,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Chambers,1679,168,,,14,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Cherokee,1136,508,,,5,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Chilton,881,1363,,,14,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Choctaw,765,21,,,2,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Clarke,1397,25,,,0,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Clay,1196,677,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Cleburne,760,578,,,9,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Coffee,2029,426,,,4,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Colbert,1132,352,,,1,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Conecuh,1036,42,,,2,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Coosa,867,485,,,3,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Covington,1738,305,,,24,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Crenshaw,1427,139,,,7,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Cullman,1396,1351,,,7,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Dale,1260,597,,,9,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Dallas,1565,23,,,4,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,DeKalb,1787,1190,,,14,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Elmore,1631,0,,,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Escambia,982,108,,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Etowah,1883,862,,,7,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Fayette,126,697,,,15,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Franklin,144,984,,,7,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Geneva,1265,713,,,12,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Greene,383,9,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Hale,795,15,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Henry,860,141,,,5,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Houston,1670,466,,,14,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Jackson,1907,567,,,16,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Jefferson,10677,2052,,,95,,296,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Lamar,1299,303,,,29,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Lauderdale,1678,369,,,13,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Lawrence,995,43,,,116,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Lee,1369,42,,,5,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Limestone,1450,92,,,13,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Lowndes,540,9,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Macon,575,43,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Madison,2206,215,,,8,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Marengo,1491,19,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Marion,1325,807,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Marshall,1944,1183,,,10,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Mobile,2968,832,,,21,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Monroe,129,17,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1916,President,Montgomery,3316,106,,,11,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
