State,Year,Office,County,D#,R#,Prog.#,U#,Proh.#,S#,Comm.#,SL#,AI#,I#,Ref.#,NL#,G#,L#,ST#,IL#,BL#,Cit.#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,I1#,I2#,I3#,I4#,T#,DN#,SW#,DS#,IHT#,Wor.#,W/I#,Town
Maine,2006,Governor,,62,15,,,,,,,,,,,11,,,,,,,,,,,,,,18,1,,,,,,,,,,Connor UT
Maine,2006,Governor,,35,46,,,,,,,,,,,9,,,,,,,,,,,,,,20,2,,,,,,,,,,Cooper Town
Maine,2006,Governor,,18,23,,,,,,,,,,,14,,,,,,,,,,,,,,22,0,,,,,,,,,,Coplin Plantation
Maine,2006,Governor,,279,357,,,,,,,,,,,64,,,,,,,,,,,,,,157,7,,,,,,,,,,Corinna Town
Maine,2006,Governor,,322,511,,,,,,,,,,,53,,,,,,,,,,,,,,150,6,,,,,,,,,,Corinth Town
Maine,2006,Governor,,208,195,,,,,,,,,,,75,,,,,,,,,,,,,,162,5,,,,,,,,,,Cornish Town
Maine,2006,Governor,,143,237,,,,,,,,,,,52,,,,,,,,,,,,,,110,1,,,,,,,,,,Cornville Town
Maine,2006,Governor,,62,22,,,,,,,,,,,15,,,,,,,,,,,,,,22,2,,,,,,,,,,Cranberry Isles Town
Maine,2006,Governor,,13,25,,,,,,,,,,,1,,,,,,,,,,,,,,10,0,,,,,,,,,,Crawford Town
Maine,2006,Governor,,44,41,,,,,,,,,,,6,,,,,,,,,,,,,,18,2,,,,,,,,,,Crystal Town
Maine,2006,Governor,,1470,1284,,,,,,,,,,,356,,,,,,,,,,,,,,1063,16,,,,,,,,,,Cumberland Town
Maine,2006,Governor,,193,231,,,,,,,,,,,67,,,,,,,,,,,,,,158,9,,,,,,,,,,Cushing Town
Maine,2006,Governor,,57,89,,,,,,,,,,,24,,,,,,,,,,,,,,54,5,,,,,,,,,,Cutler Town
Maine,2006,Governor,,29,5,,,,,,,,,,,2,,,,,,,,,,,,,,1,2,,,,,,,,,,Cyr Plantation
Maine,2006,Governor,,66,70,,,,,,,,,,,20,,,,,,,,,,,,,,37,1,,,,,,,,,,Dallas Plantation
Maine,2006,Governor,,404,309,,,,,,,,,,,97,,,,,,,,,,,,,,296,1,,,,,,,,,,Damariscotta Town
Maine,2006,Governor,,80,70,,,,,,,,,,,8,,,,,,,,,,,,,,21,2,,,,,,,,,,Danforth Town
Maine,2006,Governor,,217,299,,,,,,,,,,,79,,,,,,,,,,,,,,199,3,,,,,,,,,,Dayton Town
Maine,2006,Governor,,3,5,,,,,,,,,,,0,,,,,,,,,,,,,,3,0,,,,,,,,,,DTT9 & T10 UT
Maine,2006,Governor,,3,11,,,,,,,,,,,5,,,,,,,,,,,,,,7,0,,,,,,,,,,Deblois Town
Maine,2006,Governor,,271,243,,,,,,,,,,,70,,,,,,,,,,,,,,217,8,,,,,,,,,,Dedham Town
Maine,2006,Governor,,437,227,,,,,,,,,,,85,,,,,,,,,,,,,,179,2,,,,,,,,,,Deer Isle Town
Maine,2006,Governor,,145,209,,,,,,,,,,,58,,,,,,,,,,,,,,147,3,,,,,,,,,,Denmark Town
Maine,2006,Governor,,5,6,,,,,,,,,,,0,,,,,,,,,,,,,,1,0,,,,,,,,,,Dennistown Plantation
Maine,2006,Governor,,52,52,,,,,,,,,,,10,,,,,,,,,,,,,,47,0,,,,,,,,,,Dennysville Town
Maine,2006,Governor,,88,82,,,,,,,,,,,47,,,,,,,,,,,,,,73,1,,,,,,,,,,Detroit Town
Maine,2006,Governor,,525,486,,,,,,,,,,,127,,,,,,,,,,,,,,250,5,,,,,,,,,,Dexter Town
Maine,2006,Governor,,374,340,,,,,,,,,,,82,,,,,,,,,,,,,,239,4,,,,,,,,,,Dixfield Town
Maine,2006,Governor,,160,182,,,,,,,,,,,58,,,,,,,,,,,,,,121,2,,,,,,,,,,Dixmont Town
Maine,2006,Governor,,641,723,,,,,,,,,,,131,,,,,,,,,,,,,,340,5,,,,,,,,,,Dover-Foxcroft Town
Maine,2006,Governor,,245,264,,,,,,,,,,,83,,,,,,,,,,,,,,187,10,,,,,,,,,,Dresden Town
Maine,2006,Governor,,4,12,,,,,,,,,,,2,,,,,,,,,,,,,,5,1,,,,,,,,,,Drew Plantation
Maine,2006,Governor,,482,620,,,,,,,,,,,174,,,,,,,,,,,,,,490,6,,,,,,,,,,Durham Town
Maine,2006,Governor,,26,38,,,,,,,,,,,5,,,,,,,,,,,,,,27,0,,,,,,,,,,Dyer Brook Town
Maine,2006,Governor,,236,83,,,,,,,,,,,37,,,,,,,,,,,,,,31,5,,,,,,,,,,Eagle Lake Town
Maine,2006,Governor,,189,250,,,,,,,,,,,38,,,,,,,,,,,,,,113,2,,,,,,,,,,East Machias Town
Maine,2006,Governor,,434,216,,,,,,,,,,,37,,,,,,,,,,,,,,164,1,,,,,,,,,,East Millinocket Town
Maine,2006,Governor,,49,58,,,,,,,,,,,9,,,,,,,,,,,,,,53,1,,,,,,,,,,Eastbrook Town
Maine,2006,Governor,,174,181,,,,,,,,,,,54,,,,,,,,,,,,,,109,2,,,,,,,,,,Easton Town
Maine,2006,Governor,,243,203,,,,,,,,,,,104,,,,,,,,,,,,,,154,11,,,,,,,,,,Eastport City
Maine,2006,Governor,,322,320,,,,,,,,,,,71,,,,,,,,,,,,,,238,2,,,,,,,,,,Eddington Town
Maine,2006,Governor,,200,198,,,,,,,,,,,74,,,,,,,,,,,,,,180,0,,,,,,,,,,Edgecomb Town
Maine,2006,Governor,,56,26,,,,,,,,,,,16,,,,,,,,,,,,,,17,0,,,,,,,,,,Edinburg Town
Maine,2006,Governor,,42,55,,,,,,,,,,,13,,,,,,,,,,,,,,52,2,,,,,,,,,,Edmunds UT
Maine,2006,Governor,,1346,771,,,,,,,,,,,205,,,,,,,,,,,,,,358,14,,,,,,,,,,Eliot Town
Maine,2006,Governor,,1093,1089,,,,,,,,,,,242,,,,,,,,,,,,,,660,21,,,,,,,,,,Ellsworth City
Maine,2006,Governor,,91,164,,,,,,,,,,,39,,,,,,,,,,,,,,106,1,,,,,,,,,,Embden Town
Maine,2006,Governor,,257,205,,,,,,,,,,,47,,,,,,,,,,,,,,115,2,,,,,,,,,,Enfield Town
Maine,2006,Governor,,138,165,,,,,,,,,,,36,,,,,,,,,,,,,,88,2,,,,,,,,,,Etna Town
Maine,2006,Governor,,80,132,,,,,,,,,,,28,,,,,,,,,,,,,,61,1,,,,,,,,,,Eustis Town
Maine,2006,Governor,,133,172,,,,,,,,,,,37,,,,,,,,,,,,,,93,1,,,,,,,,,,Exeter Town
Maine,2006,Governor,,851,761,,,,,,,,,,,357,,,,,,,,,,,,,,511,15,,,,,,,,,,Fairfield Town
Maine,2006,Governor,,2100,1670,,,,,,,,,,,466,,,,,,,,,,,,,,1397,16,,,,,,,,,,Falmouth Town
Maine,2006,Governor,,480,418,,,,,,,,,,,119,,,,,,,,,,,,,,284,7,,,,,,,,,,Farmingdale Town
Maine,2006,Governor,,1189,1526,,,,,,,,,,,400,,,,,,,,,,,,,,462,23,,,,,,,,,,Farmington Town
Maine,2006,Governor,,220,215,,,,,,,,,,,60,,,,,,,,,,,,,,108,6,,,,,,,,,,Fayette Town
Maine,2006,Governor,,671,313,,,,,,,,,,,128,,,,,,,,,,,,,,213,13,,,,,,,,,,Fort Fairfield Town
Maine,2006,Governor,,952,287,,,,,,,,,,,149,,,,,,,,,,,,,,125,3,,,,,,,,,,Fort Kent Town
Maine,2006,Governor,,103,144,,,,,,,,,,,40,,,,,,,,,,,,,,110,5,,,,,,,,,,Frankfort Town
Maine,2006,Governor,,187,199,,,,,,,,,,,40,,,,,,,,,,,,,,118,0,,,,,,,,,,Franklin Town
Maine,2006,Governor,,104,87,,,,,,,,,,,55,,,,,,,,,,,,,,62,0,,,,,,,,,,Freedom Town
Maine,2006,Governor,,39,90,,,,,,,,,,,17,,,,,,,,,,,,,,24,1,,,,,,,,,,Freeman UT
Maine,2006,Governor,,1532,922,,,,,,,,,,,546,,,,,,,,,,,,,,922,21,,,,,,,,,,Freeport Town
Maine,2006,Governor,,19,6,,,,,,,,,,,5,,,,,,,,,,,,,,6,0,,,,,,,,,,Frenchboro Town
Maine,2006,Governor,,335,71,,,,,,,,,,,33,,,,,,,,,,,,,,27,1,,,,,,,,,,Frenchville Town
Maine,2006,Governor,,173,234,,,,,,,,,,,55,,,,,,,,,,,,,,128,7,,,,,,,,,,Friendship Town
Maine,2006,Governor,,14,26,,,,,,,,,,,3,,,,,,,,,,,,,,5,1,,,,,,,,,,Frye Island Town
Maine,2006,Governor,,390,370,,,,,,,,,,,115,,,,,,,,,,,,,,328,10,,,,,,,,,,Fryeburg Town
Maine,2006,Governor,,845,729,,,,,,,,,,,289,,,,,,,,,,,,,,536,15,,,,,,,,,,Gardiner City
Maine,2006,Governor,,8,16,,,,,,,,,,,4,,,,,,,,,,,,,,10,4,,,,,,,,,,Garfield Plantation
Maine,2006,Governor,,129,200,,,,,,,,,,,45,,,,,,,,,,,,,,72,3,,,,,,,,,,Garland Town
Maine,2006,Governor,,267,171,,,,,,,,,,,58,,,,,,,,,,,,,,148,2,,,,,,,,,,Georgetown Town
Maine,2006,Governor,,26,21,,,,,,,,,,,7,,,,,,,,,,,,,,25,2,,,,,,,,,,Gilead Town
Maine,2006,Governor,,628,647,,,,,,,,,,,118,,,,,,,,,,,,,,329,2,,,,,,,,,,Glenburn Town
Maine,2006,Governor,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,2,0,,,,,,,,,,Glenwood Plantation
Maine,2006,Governor,,2107,1962,,,,,,,,,,,557,,,,,,,,,,,,,,1504,40,,,,,,,,,,Gorham Town
Maine,2006,Governor,,314,225,,,,,,,,,,,93,,,,,,,,,,,,,,174,5,,,,,,,,,,Gouldsboro Town
Maine,2006,Governor,,173,15,,,,,,,,,,,12,,,,,,,,,,,,,,16,1,,,,,,,,,,Grand Isle Town
Maine,2006,Governor,,23,34,,,,,,,,,,,9,,,,,,,,,,,,,,17,0,,,,,,,,,,Grand Lake Stream Plantation
Maine,2006,Governor,,986,1042,,,,,,,,,,,266,,,,,,,,,,,,,,901,10,,,,,,,,,,Gray Town
Maine,2006,Governor,,6,13,,,,,,,,,,,2,,,,,,,,,,,,,,5,0,,,,,,,,,,Great Pond Town
Maine,2006,Governor,,156,188,,,,,,,,,,,37,,,,,,,,,,,,,,95,3,,,,,,,,,,Greenbush Town
Maine,2006,Governor,,482,662,,,,,,,,,,,179,,,,,,,,,,,,,,475,8,,,,,,,,,,Greene Town
Maine,2006,Governor,,311,361,,,,,,,,,,,64,,,,,,,,,,,,,,181,8,,,,,,,,,,Greenville Town
Maine,2006,Governor,,5,10,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,,Greenville UT
Maine,2006,Governor,,119,86,,,,,,,,,,,27,,,,,,,,,,,,,,68,1,,,,,,,,,,Greenwood Town
Maine,2006,Governor,,199,246,,,,,,,,,,,44,,,,,,,,,,,,,,117,3,,,,,,,,,,Guilford Town
Maine,2006,Governor,,685,316,,,,,,,,,,,167,,,,,,,,,,,,,,251,7,,,,,,,,,,Hallowell City
Maine,2006,Governor,,62,18,,,,,,,,,,,10,,,,,,,,,,,,,,16,3,,,,,,,,,,Hamlin Town
Maine,2006,Governor,,15,12,,,,,,,,,,,7,,,,,,,,,,,,,,3,0,,,,,,,,,,Hammond Town
Maine,2006,Governor,,1251,1107,,,,,,,,,,,235,,,,,,,,,,,,,,714,15,,,,,,,,,,Hampden Town
Maine,2006,Governor,,342,317,,,,,,,,,,,82,,,,,,,,,,,,,,208,7,,,,,,,,,,Hancock Town
Maine,2006,Governor,,62,53,,,,,,,,,,,5,,,,,,,,,,,,,,33,0,,,,,,,,,,Hanover Town
Maine,2006,Governor,,92,155,,,,,,,,,,,41,,,,,,,,,,,,,,64,3,,,,,,,,,,Harmony Town
Maine,2006,Governor,,1049,766,,,,,,,,,,,253,,,,,,,,,,,,,,753,16,,,,,,,,,,Harpswell Town
Maine,2006,Governor,,89,156,,,,,,,,,,,28,,,,,,,,,,,,,,76,2,,,,,,,,,,Harrington Town
Maine,2006,Governor,,338,439,,,,,,,,,,,117,,,,,,,,,,,,,,279,3,,,,,,,,,,Harrison Town
Maine,2006,Governor,,131,172,,,,,,,,,,,53,,,,,,,,,,,,,,133,3,,,,,,,,,,Hartford Town
Maine,2006,Governor,,175,301,,,,,,,,,,,54,,,,,,,,,,,,,,164,12,,,,,,,,,,Hartland Town
Maine,2006,Governor,,12,19,,,,,,,,,,,3,,,,,,,,,,,,,,10,0,,,,,,,,,,Haynesville Town
Maine,2006,Governor,,137,163,,,,,,,,,,,48,,,,,,,,,,,,,,125,0,,,,,,,,,,Hebron Town
Maine,2006,Governor,,658,846,,,,,,,,,,,148,,,,,,,,,,,,,,395,8,,,,,,,,,,Hermon Town
Maine,2006,Governor,,4,15,,,,,,,,,,,2,,,,,,,,,,,,,,2,0,,,,,,,,,,Hersey Town
Maine,2006,Governor,,22,57,,,,,,,,,,,22,,,,,,,,,,,,,,15,0,,,,,,,,,,Highland Plantation
Maine,2006,Governor,,220,208,,,,,,,,,,,64,,,,,,,,,,,,,,148,4,,,,,,,,,,Hiram Town
Maine,2006,Governor,,162,223,,,,,,,,,,,33,,,,,,,,,,,,,,75,5,,,,,,,,,,Hodgdon Town
Maine,2006,Governor,,517,597,,,,,,,,,,,92,,,,,,,,,,,,,,310,4,,,,,,,,,,Holden Town
Maine,2006,Governor,,589,547,,,,,,,,,,,159,,,,,,,,,,,,,,491,11,,,,,,,,,,Hollis Town
Maine,2006,Governor,,217,229,,,,,,,,,,,70,,,,,,,,,,,,,,239,3,,,,,,,,,,Hope Town
Maine,2006,Governor,,916,624,,,,,,,,,,,147,,,,,,,,,,,,,,404,6,,,,,,,,,,Houlton Town
Maine,2006,Governor,,247,157,,,,,,,,,,,47,,,,,,,,,,,,,,103,5,,,,,,,,,,Howland Town
Maine,2006,Governor,,152,241,,,,,,,,,,,46,,,,,,,,,,,,,,95,3,,,,,,,,,,Hudson Town
Maine,2006,Governor,,48,31,,,,,,,,,,,8,,,,,,,,,,,,,,38,0,,,,,,,,,,Indian Purchase UT
Maine,2006,Governor,,9,74,,,,,,,,,,,37,,,,,,,,,,,,,,34,1,,,,,,,,,,Indian Township Voting District
Maine,2006,Governor,,111,219,,,,,,,,,,,38,,,,,,,,,,,,,,62,0,,,,,,,,,,Industry Town
Maine,2006,Governor,,109,125,,,,,,,,,,,18,,,,,,,,,,,,,,56,1,,,,,,,,,,Island Falls Town
Maine,2006,Governor,,26,10,,,,,,,,,,,11,,,,,,,,,,,,,,3,0,,,,,,,,,,Isle Au Haut Town
Maine,2006,Governor,,148,73,,,,,,,,,,,36,,,,,,,,,,,,,,114,2,,,,,,,,,,Islesboro Town
Maine,2006,Governor,,128,143,,,,,,,,,,,38,,,,,,,,,,,,,,61,2,,,,,,,,,,Jackman Town
Maine,2006,Governor,,73,77,,,,,,,,,,,26,,,,,,,,,,,,,,62,1,,,,,,,,,,Jackson Town
Maine,2006,Governor,,935,772,,,,,,,,,,,143,,,,,,,,,,,,,,422,7,,,,,,,,,,Jay Town
Maine,2006,Governor,,352,429,,,,,,,,,,,117,,,,,,,,,,,,,,309,4,,,,,,,,,,Jefferson Town
Maine,2006,Governor,,87,101,,,,,,,,,,,20,,,,,,,,,,,,,,63,0,,,,,,,,,,Jonesboro Town
Maine,2006,Governor,,186,161,,,,,,,,,,,31,,,,,,,,,,,,,,121,3,,,,,,,,,,Jonesport Town
Maine,2006,Governor,,159,158,,,,,,,,,,,39,,,,,,,,,,,,,,102,5,,,,,,,,,,Kenduskeag Town
Maine,2006,Governor,,2111,1539,,,,,,,,,,,466,,,,,,,,,,,,,,1145,21,,,,,,,,,,Kennebunk Town
Maine,2006,Governor,,833,583,,,,,,,,,,,204,,,,,,,,,,,,,,441,7,,,,,,,,,,Kennebunkport Town
Maine,2006,Governor,,169,174,,,,,,,,,,,51,,,,,,,,,,,,,,111,2,,,,,,,,,,Kingfield Town
Maine,2006,Governor,,16,24,,,,,,,,,,,5,,,,,,,,,,,,,,12,1,,,,,,,,,,Kingman UT
Maine,2006,Governor,,5,4,,,,,,,,,,,0,,,,,,,,,,,,,,2,0,,,,,,,,,,Kingsbury Plantation
Maine,2006,Governor,,2212,800,,,,,,,,,,,248,,,,,,,,,,,,,,350,18,,,,,,,,,,Kittery Town
Maine,2006,Governor,,92,112,,,,,,,,,,,27,,,,,,,,,,,,,,64,5,,,,,,,,,,Knox Town
Maine,2006,Governor,,70,82,,,,,,,,,,,18,,,,,,,,,,,,,,50,0,,,,,,,,,,Lagrange Town
Maine,2006,Governor,,27,14,,,,,,,,,,,2,,,,,,,,,,,,,,12,0,,,,,,,,,,Lake View Plantation
Maine,2006,Governor,,29,17,,,,,,,,,,,7,,,,,,,,,,,,,,6,1,,,,,,,,,,Lakeville Town
Maine,2006,Governor,,315,273,,,,,,,,,,,78,,,,,,,,,,,,,,193,8,,,,,,,,,,Lamoine Town
Maine,2006,Governor,,693,598,,,,,,,,,,,105,,,,,,,,,,,,,,245,18,,,,,,,,,,Lebanon Town
Maine,2006,Governor,,139,168,,,,,,,,,,,20,,,,,,,,,,,,,,61,1,,,,,,,,,,Lee Town
Maine,2006,Governor,,277,314,,,,,,,,,,,75,,,,,,,,,,,,,,226,6,,,,,,,,,,Leeds Town
Maine,2006,Governor,,293,413,,,,,,,,,,,64,,,,,,,,,,,,,,185,3,,,,,,,,,,Levant Town
Maine,2006,Governor,,5121,3292,,,,,,,,,,,1131,,,,,,,,,,,,,,2579,49,,,,,,,,,,Lewiston City
Maine,2006,Governor,,118,155,,,,,,,,,,,49,,,,,,,,,,,,,,101,0,,,,,,,,,,Liberty Town
Maine,2006,Governor,,338,369,,,,,,,,,,,95,,,,,,,,,,,,,,283,7,,,,,,,,,,Limerick Town
Maine,2006,Governor,,339,173,,,,,,,,,,,70,,,,,,,,,,,,,,112,3,,,,,,,,,,Limestone Town
Maine,2006,Governor,,366,486,,,,,,,,,,,120,,,,,,,,,,,,,,349,10,,,,,,,,,,Limington Town
Maine,2006,Governor,,883,630,,,,,,,,,,,97,,,,,,,,,,,,,,251,7,,,,,,,,,,Lincoln Town
Maine,2006,Governor,,7,10,,,,,,,,,,,2,,,,,,,,,,,,,,4,0,,,,,,,,,,Lincoln Plantation
Maine,2006,Governor,,379,318,,,,,,,,,,,95,,,,,,,,,,,,,,337,8,,,,,,,,,,Lincolnville Town
Maine,2006,Governor,,60,119,,,,,,,,,,,35,,,,,,,,,,,,,,45,0,,,,,,,,,,Linneus Town
Maine,2006,Governor,,1087,1185,,,,,,,,,,,372,,,,,,,,,,,,,,978,23,,,,,,,,,,Lisbon Town
Maine,2006,Governor,,359,574,,,,,,,,,,,166,,,,,,,,,,,,,,412,4,,,,,,,,,,Litchfield Town
Maine,2006,Governor,,114,121,,,,,,,,,,,27,,,,,,,,,,,,,,54,3,,,,,,,,,,Littleton Town
Maine,2006,Governor,,339,409,,,,,,,,,,,72,,,,,,,,,,,,,,205,2,,,,,,,,,,Livermore Town
Maine,2006,Governor,,446,421,,,,,,,,,,,104,,,,,,,,,,,,,,231,6,,,,,,,,,,Livermore Falls Town
Maine,2006,Governor,,67,27,,,,,,,,,,,19,,,,,,,,,,,,,,63,1,,,,,,,,,,Long Island Town
Maine,2006,Governor,,152,185,,,,,,,,,,,33,,,,,,,,,,,,,,140,1,,,,,,,,,,Lovell Town
Maine,2006,Governor,,55,81,,,,,,,,,,,11,,,,,,,,,,,,,,30,3,,,,,,,,,,Lowell Town
Maine,2006,Governor,,284,256,,,,,,,,,,,117,,,,,,,,,,,,,,175,7,,,,,,,,,,Lubec Town
Maine,2006,Governor,,45,50,,,,,,,,,,,20,,,,,,,,,,,,,,28,1,,,,,,,,,,Ludlow Town
Maine,2006,Governor,,587,561,,,,,,,,,,,172,,,,,,,,,,,,,,533,10,,,,,,,,,,Lyman Town
Maine,2006,Governor,,287,244,,,,,,,,,,,66,,,,,,,,,,,,,,137,3,,,,,,,,,,Machias Town
Maine,2006,Governor,,170,162,,,,,,,,,,,37,,,,,,,,,,,,,,79,0,,,,,,,,,,Machiasport Town
Maine,2006,Governor,,22,17,,,,,,,,,,,4,,,,,,,,,,,,,,8,0,,,,,,,,,,Macwahoc Plantation
Maine,2006,Governor,,1410,204,,,,,,,,,,,100,,,,,,,,,,,,,,96,18,,,,,,,,,,Madawaska Town
Maine,2006,Governor,,41,22,,,,,,,,,,,11,,,,,,,,,,,,,,13,0,,,,,,,,,,Madawaska Lake UT
Maine,2006,Governor,,670,581,,,,,,,,,,,209,,,,,,,,,,,,,,335,14,,,,,,,,,,Madison Town
Maine,2006,Governor,,27,23,,,,,,,,,,,10,,,,,,,,,,,,,,14,0,,,,,,,,,,Madrid UT
Maine,2006,Governor,,2,7,,,,,,,,,,,1,,,,,,,,,,,,,,4,0,,,,,,,,,,Magalloway Plantation
Maine,2006,Governor,,485,484,,,,,,,,,,,100,,,,,,,,,,,,,,259,3,,,,,,,,,,Manchester Town
Maine,2006,Governor,,292,248,,,,,,,,,,,65,,,,,,,,,,,,,,144,5,,,,,,,,,,Mapleton Town
Maine,2006,Governor,,56,73,,,,,,,,,,,20,,,,,,,,,,,,,,43,2,,,,,,,,,,Mariaville Town
Maine,2006,Governor,,208,285,,,,,,,,,,,54,,,,,,,,,,,,,,84,3,,,,,,,,,,Mars Hill Town
Maine,2006,Governor,,76,111,,,,,,,,,,,12,,,,,,,,,,,,,,43,3,,,,,,,,,,Marshfield Town
Maine,2006,Governor,,38,26,,,,,,,,,,,9,,,,,,,,,,,,,,22,7,,,,,,,,,,Masardis Town
Maine,2006,Governor,,21,9,,,,,,,,,,,5,,,,,,,,,,,,,,12,0,,,,,,,,,,Matinicus Isle Plantation
Maine,2006,Governor,,127,59,,,,,,,,,,,34,,,,,,,,,,,,,,59,14,,,,,,,,,,Mattawamkeag Town
Maine,2006,Governor,,13,22,,,,,,,,,,,3,,,,,,,,,,,,,,15,0,,,,,,,,,,Maxfield Town
Maine,2006,Governor,,295,453,,,,,,,,,,,121,,,,,,,,,,,,,,286,5,,,,,,,,,,Mechanic Falls Town
Maine,2006,Governor,,19,29,,,,,,,,,,,8,,,,,,,,,,,,,,21,0,,,,,,,,,,Meddybemps Town
Maine,2006,Governor,,20,38,,,,,,,,,,,10,,,,,,,,,,,,,,16,0,,,,,,,,,,Medford Town
Maine,2006,Governor,,191,220,,,,,,,,,,,27,,,,,,,,,,,,,,121,2,,,,,,,,,,Medway Town
Maine,2006,Governor,,72,145,,,,,,,,,,,24,,,,,,,,,,,,,,73,3,,,,,,,,,,Mercer Town
Maine,2006,Governor,,31,30,,,,,,,,,,,11,,,,,,,,,,,,,,9,2,,,,,,,,,,Merrill Town
Maine,2006,Governor,,591,247,,,,,,,,,,,91,,,,,,,,,,,,,,229,4,,,,,,,,,,Mexico Town
Maine,2006,Governor,,142,166,,,,,,,,,,,45,,,,,,,,,,,,,,142,20,,,,,,,,,,Milbridge Town
Maine,2006,Governor,,570,311,,,,,,,,,,,116,,,,,,,,,,,,,,215,5,,,,,,,,,,Milford Town
Maine,2006,Governor,,1102,525,,,,,,,,,,,107,,,,,,,,,,,,,,455,13,,,,,,,,,,Millinocket Town
Maine,2006,Governor,,383,250,,,,,,,,,,,64,,,,,,,,,,,,,,160,7,,,,,,,,,,Milo Town
Maine,2006,Governor,,15,16,,,,,,,,,,,6,,,,,,,,,,,,,,17,0,,,,,,,,,,Milton UT
Maine,2006,Governor,,241,438,,,,,,,,,,,85,,,,,,,,,,,,,,295,11,,,,,,,,,,Minot Town
Maine,2006,Governor,,32,4,,,,,,,,,,,12,,,,,,,,,,,,,,16,1,,,,,,,,,,Monhegan Plantation
Maine,2006,Governor,,543,584,,,,,,,,,,,163,,,,,,,,,,,,,,410,6,,,,,,,,,,Monmouth Town
Maine,2006,Governor,,147,131,,,,,,,,,,,53,,,,,,,,,,,,,,90,5,,,,,,,,,,Monroe Town
Maine,2006,Governor,,130,134,,,,,,,,,,,33,,,,,,,,,,,,,,72,3,,,,,,,,,,Monson Town
Maine,2006,Governor,,111,82,,,,,,,,,,,35,,,,,,,,,,,,,,55,1,,,,,,,,,,Monticello Town
Maine,2006,Governor,,156,111,,,,,,,,,,,67,,,,,,,,,,,,,,106,2,,,,,,,,,,Montville Town
Maine,2006,Governor,,15,35,,,,,,,,,,,10,,,,,,,,,,,,,,15,0,,,,,,,,,,Moose River Town
Maine,2006,Governor,,2,17,,,,,,,,,,,0,,,,,,,,,,,,,,3,0,,,,,,,,,,Moro Plantation
Maine,2006,Governor,,86,162,,,,,,,,,,,20,,,,,,,,,,,,,,122,1,,,,,,,,,,Morrill Town
Maine,2006,Governor,,57,60,,,,,,,,,,,25,,,,,,,,,,,,,,37,1,,,,,,,,,,Moscow Town
Maine,2006,Governor,,27,48,,,,,,,,,,,7,,,,,,,,,,,,,,13,0,,,,,,,,,,Mount Chase Town
Maine,2006,Governor,,560,249,,,,,,,,,,,104,,,,,,,,,,,,,,229,7,,,,,,,,,,Mount Desert Town
Maine,2006,Governor,,265,277,,,,,,,,,,,106,,,,,,,,,,,,,,175,1,,,,,,,,,,Mount Vernon Town
Maine,2006,Governor,,475,610,,,,,,,,,,,144,,,,,,,,,,,,,,430,9,,,,,,,,,,Naples Town
Maine,2006,Governor,,2,5,,,,,,,,,,,1,,,,,,,,,,,,,,5,0,,,,,,,,,,Nashville Plantation
Maine,2006,Governor,,80,46,,,,,,,,,,,18,,,,,,,,,,,,,,38,0,,,,,,,,,,New Canada Town
Maine,2006,Governor,,670,787,,,,,,,,,,,240,,,,,,,,,,,,,,577,13,,,,,,,,,,New Gloucester Town
Maine,2006,Governor,,74,90,,,,,,,,,,,25,,,,,,,,,,,,,,45,1,,,,,,,,,,New Limerick Town
Maine,2006,Governor,,112,237,,,,,,,,,,,41,,,,,,,,,,,,,,77,0,,,,,,,,,,New Portland Town
Maine,2006,Governor,,183,356,,,,,,,,,,,60,,,,,,,,,,,,,,154,3,,,,,,,,,,New Sharon Town
Maine,2006,Governor,,122,68,,,,,,,,,,,38,,,,,,,,,,,,,,47,0,,,,,,,,,,New Sweden Town
Maine,2006,Governor,,86,186,,,,,,,,,,,32,,,,,,,,,,,,,,57,1,,,,,,,,,,New Vineyard Town
Maine,2006,Governor,,216,225,,,,,,,,,,,68,,,,,,,,,,,,,,167,5,,,,,,,,,,Newburgh Town
Maine,2006,Governor,,404,252,,,,,,,,,,,92,,,,,,,,,,,,,,239,6,,,,,,,,,,Newcastle Town
Maine,2006,Governor,,183,225,,,,,,,,,,,49,,,,,,,,,,,,,,131,2,,,,,,,,,,Newfield Town
Maine,2006,Governor,,398,514,,,,,,,,,,,90,,,,,,,,,,,,,,255,7,,,,,,,,,,Newport Town
Maine,2006,Governor,,62,41,,,,,,,,,,,19,,,,,,,,,,,,,,54,2,,,,,,,,,,Newry Town
Maine,2006,Governor,,291,258,,,,,,,,,,,74,,,,,,,,,,,,,,254,0,,,,,,,,,,Nobleboro Town
Maine,2006,Governor,,420,506,,,,,,,,,,,106,,,,,,,,,,,,,,261,16,,,,,,,,,,Norridgewock Town
Maine,2006,Governor,,683,606,,,,,,,,,,,158,,,,,,,,,,,,,,318,13,,,,,,,,,,North Berwick Town
Maine,2006,Governor,,90,37,,,,,,,,,,,40,,,,,,,,,,,,,,47,2,,,,,,,,,,North Haven Town
Maine,2006,Governor,,591,602,,,,,,,,,,,240,,,,,,,,,,,,,,475,8,,,,,,,,,,North Yarmouth Town
Maine,2006,Governor,,28,32,,,,,,,,,,,6,,,,,,,,,,,,,,18,1,,,,,,,,,,Northfield Town
