State,Year,Office,County,D1#,R#,SD#,D2#,AS#,Nat.#,Wor.#,AF#,Lib.#,TC#,NP#,HR#,Cit.#,GB#,FL#,Proh.#,Labor#,UL#,Pop.#,SW#,S#,Comm.#,SL#,SE#,CW#,ST#,Prog.#,U#,AI#,Ind.#,Tisch#,I1#,I2#,I3#,I4#,Ref.#,NL#,G#,L#,WL#,UC#,W/I#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,D#,FN#,WW#,I#,WAC#,W/I1#,IND#,Am.#,CON#,SD#.1,PU#,Tisch #,W/I7#,W/I8#,W/I9#,SqD#,CD#,T#
Michigan,2002,US Senate,Leelanau,,4502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,29,115,,,,,,,,,,5128,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Lenawee,,11959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,120,162,,,,,,,,,,15202,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Livingston,,30585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,189,434,,,,,,,,,,27023,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Luce,,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,21,,,,,,,,,,1194,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Mackinac,,1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,16,30,,,,,,,,,,2856,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Macomb,,97062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136,832,1469,,,,,,,,,,151107,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Manistee,,3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,55,,,,,,,,,,5324,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Marquette,,5827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,52,220,,,,,,,,,,15877,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Mason,,4231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,49,82,,,,,,,,,,6058,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Mecosta,,4797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,38,91,,,,,,,,,,5906,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Menominee,,2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,34,58,,,,,,,,,,4146,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Midland,,13821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,102,258,,,,,,,,,,15266,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Missaukee,,2752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,18,20,,,,,,,,,,2390,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Monroe,,14791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,144,254,,,,,,,,,,25600,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Montcalm,,7974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,28,75,,,,,,,,,,8657,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Montmorency,,1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,27,,,,,,,,,,2360,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Muskegon,,17096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,163,281,,,,,,,,,,33806,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Newaygo,,7154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,86,101,,,,,,,,,,7598,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Oakland,,172891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696,1340,3401,,,,,,,,,,250657,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Oceana,,3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,17,40,,,,,,,,,,4592,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Ogemaw,,2436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,36,66,,,,,,,,,,4900,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Ontonagon,,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,10,21,,,,,,,,,,1820,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Osceola,,3363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,28,42,,,,,,,,,,3724,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Oscoda,,1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,27,,,,,,,,,,1568,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Otsego,,3664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,40,67,,,,,,,,,,4555,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Ottawa,,56102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,230,480,,,,,,,,,,29605,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Presque Isle,,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,15,29,,,,,,,,,,3659,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Roscommon,,3595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,34,83,,,,,,,,,,6382,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Saginaw,,23400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,251,409,,,,,,,,,,46944,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Saint Clair,,20124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,265,356,,,,,,,,,,30505,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Saint Joseph,,7737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,83,101,,,,,,,,,,7182,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Sanilac,,6688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,83,120,,,,,,,,,,6844,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Schoolcraft,,925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,21,23,,,,,,,,,,2215,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Shiawassee,,9731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,102,141,,,,,,,,,,14551,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Tuscola,,7448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,83,200,,,,,,,,,,11023,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Van Buren,,9005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,40,132,,,,,,,,,,10935,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Washtenaw,,33001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,317,1664,,,,,,,,,,71130,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Wayne,,128893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2063,1758,3853,,,,,,,,,,422155,,,,,,,,,,,,,,,,,
Michigan,2002,US Senate,Wexford,,4170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,54,62,,,,,,,,,,5553,,,,,,,,,,,,,,,,,
Michigan,2006,US Senate,Alcona,,2196,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,28,36,,,,,,,,,3158,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Alger,,1407,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,25,28,,,,,,,,,2257,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Allegan,,24675,,,,,,,,,,,,,,,,,,,,,,,,,,,251,,,,,,,,,290,386,,,,,,,,,18854,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Alpena,,3971,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,53,58,,,,,,,,,7832,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Antrim,,5884,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,111,81,,,,,,,,,5224,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Arenac,,2588,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,35,44,,,,,,,,,3913,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Baraga,,1211,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,22,21,,,,,,,,,1928,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Barry,,12949,,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,,,,,,180,229,,,,,,,,,11626,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Bay,,16540,,,,,,,,,,,,,,,,,,,,,,,,,,,249,,,,,,,,,220,271,,,,,,,,,28992,,,,,1,,,,,,,,,,,,
Michigan,2006,US Senate,Benzie,,3715,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,96,47,,,,,,,,,4323,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Berrien,,26719,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,332,384,,,,,,,,,24351,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Branch,,6872,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,98,169,,,,,,,,,7014,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Calhoun,,19238,,,,,,,,,,,,,,,,,,,,,,,,,,,249,,,,,,,,,294,580,,,,,,,,,26306,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Cass,,7765,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,120,112,,,,,,,,,8147,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Charlevoix,,5427,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,154,80,,,,,,,,,5577,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Cheboygan,,5216,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,74,81,,,,,,,,,6051,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Chippewa,,5247,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,88,68,,,,,,,,,7740,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Clare,,4595,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,81,89,,,,,,,,,6883,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Clinton,,15267,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,159,210,,,,,,,,,16345,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Crawford,,2507,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,47,51,,,,,,,,,3113,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Delta,,5784,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,70,56,,,,,,,,,8916,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Dickinson,,4177,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,53,60,,,,,,,,,5484,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Eaton,,19762,,,,,,,,,,,,,,,,,,,,,,,,,,,258,,,,,,,,,252,371,,,,,,,,,25227,,,,,4,,,,,,,,,,,,
Michigan,2006,US Senate,Emmet,,7037,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,127,116,,,,,,,,,6691,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Genesee,,51612,,,,,,,,,,,,,,,,,,,,,,,,,,,733,,,,,,,,,908,816,,,,,,,,,109424,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Gladwin,,4433,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,57,73,,,,,,,,,6288,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Gogebic,,2054,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,41,28,,,,,,,,,3952,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Grand Traverse,,18655,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,,369,241,,,,,,,,,16989,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Gratiot,,6159,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,71,77,,,,,,,,,7405,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Hillsdale,,8310,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,112,196,,,,,,,,,6746,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Houghton,,5286,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,95,103,,,,,,,,,6398,,,,,4,,,,,,,,,,,,
Michigan,2006,US Senate,Huron,,6155,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,51,76,,,,,,,,,7785,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Ingham,,34811,,,,,,,,,,,,,,,,,,,,,,,,,,,379,,,,,,,,,821,805,,,,,,,,,67756,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Ionia,,10562,,,,,,,,,,,,,,,,,,,,,,,,,,,169,,,,,,,,,125,189,,,,,,,,,11259,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Iosco,,4523,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,71,69,,,,,,,,,6405,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Iron,,1790,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,34,28,,,,,,,,,2941,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Isabella,,7364,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,161,140,,,,,,,,,11035,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Jackson,,25559,,,,,,,,,,,,,,,,,,,,,,,,,,,391,,,,,,,,,375,600,,,,,,,,,29507,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Kalamazoo,,39516,,,,,,,,,,,,,,,,,,,,,,,,,,,386,,,,,,,,,747,710,,,,,,,,,52189,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Kalkaska,,3283,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,69,49,,,,,,,,,3180,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Kent,,127313,,,,,,,,,,,,,,,,,,,,,,,,,,,901,,,,,,,,,1359,1591,,,,,,,,,108089,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Keweenaw,,487,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,11,8,,,,,,,,,631,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Lake,,1885,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,34,29,,,,,,,,,2509,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Lapeer,,17297,,,,,,,,,,,,,,,,,,,,,,,,,,,303,,,,,,,,,235,320,,,,,,,,,17810,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Leelanau,,5818,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,145,91,,,,,,,,,5984,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Lenawee,,16317,,,,,,,,,,,,,,,,,,,,,,,,,,,236,,,,,,,,,205,348,,,,,,,,,17100,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Livingston,,42292,,,,,,,,,,,,,,,,,,,,,,,,,,,347,,,,,,,,,416,569,,,,,,,,,34026,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Luce,,885,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,14,23,,,,,,,,,1349,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Mackinac,,2367,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,20,35,,,,,,,,,3031,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Macomb,,135676,,,,,,,,,,,,,,,,,,,,,,,,,,,1727,,,,,,,,,1735,2621,,,,,,,,,171971,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Manistee,,4335,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,81,69,,,,,,,,,6036,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Marquette,,7971,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,189,138,,,,,,,,,15970,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Mason,,5562,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,89,56,,,,,,,,,6376,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Mecosta,,6915,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,94,88,,,,,,,,,7550,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Menominee,,3050,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,60,55,,,,,,,,,4306,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Midland,,16757,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,147,239,,,,,,,,,17366,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Missaukee,,3564,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,40,34,,,,,,,,,2504,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Monroe,,22347,,,,,,,,,,,,,,,,,,,,,,,,,,,348,,,,,,,,,314,389,,,,,,,,,31431,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Montcalm,,10080,,,,,,,,,,,,,,,,,,,,,,,,,,,178,,,,,,,,,148,152,,,,,,,,,11784,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Montmorency,,2105,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,29,37,,,,,,,,,2361,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Muskegon,,22670,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,,,,,,,,344,285,,,,,,,,,39060,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Newaygo,,9647,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,,,,,,,,153,92,,,,,,,,,8879,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Oakland,,228358,,,,,,,,,,,,,,,,,,,,,,,,,,,1728,,,,,,,,,3066,4136,,,,,,,,,270623,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Oceana,,4837,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,61,77,,,,,,,,,5250,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Ogemaw,,3524,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,59,55,,,,,,,,,5063,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Ontonagon,,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,12,32,,,,,,,,,1876,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Osceola,,4692,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,67,61,,,,,,,,,4390,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Oscoda,,1691,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,22,15,,,,,,,,,1777,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Otsego,,5027,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,68,78,,,,,,,,,4989,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Ottawa,,71706,,,,,,,,,,,,,,,,,,,,,,,,,,,405,,,,,,,,,505,718,,,,,,,,,35511,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Presque Isle,,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,39,41,,,,,,,,,3737,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Roscommon,,4692,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,85,72,,,,,,,,,6723,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Saginaw,,30520,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,,,,,,,,383,366,,,,,,,,,49232,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Saint Clair,,27262,,,,,,,,,,,,,,,,,,,,,,,,,,,368,,,,,,,,,370,508,,,,,,,,,33791,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Saint Joseph,,9604,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,137,157,,,,,,,,,8855,,,,,14,,,,,,,,,,,,
Michigan,2006,US Senate,Sanilac,,8132,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,96,99,,,,,,,,,7918,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Schoolcraft,,1309,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,26,20,,,,,,,,,2042,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Shiawassee,,12486,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,161,197,,,,,,,,,16358,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Tuscola,,9959,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,,159,126,,,,,,,,,12100,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Van Buren,,11479,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,,,,,,166,228,,,,,,,,,14201,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Washtenaw,,40919,,,,,,,,,,,,,,,,,,,,,,,,,,,401,,,,,,,,,1346,1066,,,,,,,,,89788,,,,,1,,,,,,,,,,,,
Michigan,2006,US Senate,Wayne,,167500,,,,,,,,,,,,,,,,,,,,,,,,,,,2936,,,,,,,,,3973,3782,,,,,,,,,459843,,,,,0,,,,,,,,,,,,
Michigan,2006,US Senate,Wexford,,6032,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,111,81,,,,,,,,,5877,,,,,0,,,,,,,,,,,,
Michigan,2008,US Senate,Alcona,,2562,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,28,52,100,,,,,,,,,3506,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Alger,,1446,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,12,47,52,,,,,,,,,3045,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Allegan,,27402,,,,,,,,,,,,,,,,,,,,,,,,,,,432,,,,,,,,219,493,764,,,,,,,,,24697,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Alpena,,4278,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,56,117,212,,,,,,,,,10037,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Antrim,,6403,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,64,149,209,,,,,,,,,6624,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Arenac,,2667,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,37,65,147,,,,,,,,,4867,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Baraga,,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,11,25,37,,,,,,,,,2309,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Barry,,14409,,,,,,,,,,,,,,,,,,,,,,,,,,,331,,,,,,,,166,271,450,,,,,,,,,14211,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Bay,,16766,,,,,,,,,,,,,,,,,,,,,,,,,,,386,,,,,,,,258,420,955,,,,,,,,,36807,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Benzie,,4101,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,30,121,142,,,,,,,,,5597,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Berrien,,31919,,,,,,,,,,,,,,,,,,,,,,,,,,,580,,,,,,,,334,672,990,,,,,,,,,40497,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Branch,,7834,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,,,,,,,87,153,238,,,,,,,,,9136,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Calhoun,,23060,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,265,585,831,,,,,,,,,37323,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Cass,,9612,,,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,,,,,134,245,266,,,,,,,,,12138,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Charlevoix,,6060,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,60,175,209,,,,,,,,,7471,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Cheboygan,,5264,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,49,141,231,,,,,,,,,7742,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Chippewa,,5659,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,69,142,258,,,,,,,,,9991,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Clare,,5103,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,,,,,,,89,145,223,,,,,,,,,8429,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Clinton,,16708,,,,,,,,,,,,,,,,,,,,,,,,,,,242,,,,,,,,135,315,530,,,,,,,,,20996,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Crawford,,2661,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,37,72,132,,,,,,,,,3951,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Delta,,5966,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,47,111,194,,,,,,,,,12112,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Dickinson,,4773,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,42,99,188,,,,,,,,,7759,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Eaton,,21540,,,,,,,,,,,,,,,,,,,,,,,,,,,358,,,,,,,,232,519,805,,,,,,,,,32378,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Emmet,,7806,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,73,199,316,,,,,,,,,9146,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Genesee,,58302,,,,,,,,,,,,,,,,,,,,,,,,,,,1525,,,,,,,,941,2017,3229,,,,,,,,,148596,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Gladwin,,4844,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,59,93,212,,,,,,,,,7570,,,,,,,,,,,,,,,,,
Michigan,2008,US Senate,Gogebic,,2205,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,32,92,83,,,,,,,,,5503,,,,,,,,,,,,,,,,,
