State,Year,Office,County,D#,R#,Liberty#,I1#,I2#,I3#,Proh.#,Pop.#,SD#,FL#,S#,Wor.#,Prog.#,Ref.#,C#,L#,NP#,SoJ,W/I#,I#,Year / Office
South Dakota,,,Fall River,1154,1871,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Faulk,973,1099,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Grant,1671,2114,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Gregory,1492,1569,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Haakon,531,897,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Hamlin,1145,1698,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Hand,1281,1537,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Hanson,995,924,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Harding,294,585,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Hughes,1936,2908,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Hutchinson,1209,2982,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Hyde,637,694,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Jackson,311,523,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Jerauld,792,1014,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Jones,396,533,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Kingsbury,1381,2310,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Lake,1948,2728,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Lawrence,1944,3980,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Lincoln,1642,3217,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Lyman,741,1099,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Marshall,1318,1332,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,McCook,1634,1916,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,McPherson,516,1834,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Meade,1639,2285,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Mellette,417,587,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Miner,1194,1093,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Minnehaha,12796,17673,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Moody,1546,1654,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Pennington,6271,9033,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Perkins,1014,1410,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Potter,840,1102,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Roberts,2646,2213,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Sanborn,1045,1066,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Shannon,656,417,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Spink,2261,2184,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
South Dakota,,,Stanley,598,531,,,,,,,,,,,,,,,,,,,1962 Lt. Gubernatorial
