State,Year,Office,County,D#,R#,GB#,Proh.#,ND#,S#,SL#,SW#,Comm.#,IL#,Pop.#,Prog.#,U#,AI#,I1#,I2#,Ref.#,NL#,G#,L#,LaR#,Wor.#,Labor#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,TE#,TSJ#,TO#,Vol.#,CON#,LWR#,TND#,12V#,BR#,GR#,UCT#,TRP#,IndCit#,ITR#,SSG#,DS#,Anti-Mer#,I3#,ET#,Am.#,DN#,I#,IHT#,W/I#,Town,UI#
Massachusetts,1876,President,Barnstable,785,3493,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1876,President,Berkshire,5478,6015,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1876,President,Bristol,5814,11578,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1876,President,Dukes,149,399,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1876,President,Essex,14895,21689,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1876,President,Franklin,2257,4072,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1876,President,Hampden,6605,7963,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1876,President,Hampshire,2507,5020,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1876,President,Middlesex,19561,27304,,,,,,,,,,,,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1876,President,Nantucket,103,379,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1876,President,Norfolk,6685,8956,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1876,President,Plymouth,4518,8310,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1876,President,Suffolk,25101,22832,,,,,,,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1876,President,Worcester,14319,22054,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1880,President,Barnstable,956,3473,6,32,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1880,President,Berkshire,5034,6386,5,37,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1880,President,Bristol,6136,13418,215,89,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1880,President,Dukes,174,576,0,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1880,President,Essex,16307,22544,1808,100,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1880,President,Franklin,2098,4022,122,0,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1880,President,Hampden,6194,8673,124,34,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1880,President,Hampshire,2042,5025,112,5,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1880,President,Middlesex,19801,30339,870,121,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1880,President,Nantucket,108,395,0,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1880,President,Norfolk,6498,10019,183,62,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1880,President,Plymouth,4659,8942,323,32,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1880,President,Suffolk,28861,28346,313,66,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1880,President,Worcester,12852,23040,467,102,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1884,President,Barnstable,937,3144,382,162,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1884,President,Berkshire,5519,5901,117,328,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1884,President,Bristol,6475,12291,989,721,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1884,President,Dukes,202,568,6,63,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1884,President,Essex,15148,20304,5612,1506,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1884,President,Franklin,2577,3676,294,345,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1884,President,Hampden,7245,7897,829,565,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1884,President,Hampshire,2730,4013,344,346,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1884,President,Middlesex,22206,27654,5339,1818,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1884,President,Nantucket,204,328,2,17,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1884,President,Norfolk,7321,8351,1426,625,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1884,President,Plymouth,4455,7653,1667,743,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1884,President,Suffolk,34621,23283,3880,1398,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1884,President,Worcester,12712,21661,3495,1286,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1888,President,Barnstable,1044,3371,,180,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1888,President,Berkshire,6070,6826,,403,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1888,President,Bristol,8972,14570,,584,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1888,President,Dukes,199,570,,119,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1888,President,Essex,19812,27560,,1178,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1888,President,Franklin,2852,4100,,381,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1888,President,Hampden,9177,9577,,510,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1888,President,Hampshire,3403,4731,,325,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1888,President,Middlesex,28570,35768,,1519,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1888,President,Nantucket,215,487,,13,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1888,President,Norfolk,8720,10770,,449,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1888,President,Plymouth,6086,9366,,618,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1888,President,Suffolk,38540,31191,,921,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1888,President,Worcester,17930,25005,,1501,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1892,President,Barnstable,1373,3688,,150,,,4,,,,17,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1892,President,Berkshire,6697,7336,,384,,,55,,,,26,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1892,President,Bristol,10825,15732,,582,,,54,,,,63,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1892,President,Dukes,238,588,,57,,,0,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1892,President,Essex,21975,29088,,1123,,,114,,,,1082,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1892,President,Franklin,2886,4510,,267,,,1,,,,45,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1892,President,Hampden,11228,11373,,504,,,86,,,,103,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1892,President,Hampshire,3678,4887,,335,,,8,,,,41,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1892,President,Middlesex,34769,40375,,1377,,,38,,,,530,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1892,President,Nantucket,220,440,,9,,,0,,,,3,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1892,President,Norfolk,10327,11862,,345,,,26,,,,204,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1892,President,Plymouth,7296,10501,,399,,,3,,,,234,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1892,President,Suffolk,44504,35304,,838,,,177,,,,569,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1892,President,Worcester,20797,27130,,1169,,,83,,,,292,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1896,President,Barnstable,517,4456,,67,116,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1896,President,Berkshire,3913,9710,,179,367,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1896,President,Bristol,6022,21629,,245,436,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1896,President,Dukes,91,691,,39,33,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1896,President,Essex,15025,37041,,501,1028,,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1896,President,Franklin,1110,5671,,143,297,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1896,President,Hampden,6787,16064,,166,518,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1896,President,Hampshire,1608,6434,,122,225,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1896,President,Middlesex,19591,57281,,507,2713,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1896,President,Nantucket,62,485,,3,61,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1896,President,Norfolk,4990,16897,,136,918,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1896,President,Plymouth,3396,13405,,180,520,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1896,President,Suffolk,31744,53633,,264,3180,,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1896,President,Worcester,10855,35579,,446,1337,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1900,President,Barnstable,749,3372,,88,,13,5,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1900,President,Berkshire,5461,8980,,219,,117,114,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1900,President,Bristol,9355,19396,,628,,290,277,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1900,President,Dukes,114,617,,39,,3,7,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1900,President,Essex,19781,32924,,954,,2701,568,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1900,President,Franklin,1874,4937,,141,,42,12,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1900,President,Hampden,10424,13757,,296,,494,180,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1900,President,Hampshire,2392,5550,,213,,112,48,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1900,President,Middlesex,29476,49638,,1392,,751,498,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1900,President,Nantucket,102,375,,11,,1,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1900,President,Norfolk,7922,15144,,373,,682,89,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1900,President,Plymouth,4665,10813,,308,,1988,41,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1900,President,Suffolk,47534,40951,,813,,1378,506,,,,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1900,President,Worcester,17148,32412,,727,,1035,254,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1904,President,Barnstable,900,3638,,77,,35,16,,,,15,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1904,President,Berkshire,5800,9310,,156,,361,119,,,,75,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1904,President,Bristol,11103,18742,,344,,724,230,,,,92,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1904,President,Dukes,120,602,,13,,9,5,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1904,President,Essex,18562,36980,,860,,2366,409,,,,215,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1904,President,Franklin,1672,5034,,84,,217,13,,,,30,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1904,President,Hampden,9369,14962,,195,,1115,180,,,,150,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1904,President,Hampshire,2292,5892,,140,,248,29,,,,32,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1904,President,Middlesex,32889,55704,,951,,1665,424,,,,233,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1904,President,Nantucket,170,378,,7,,1,4,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1904,President,Norfolk,8372,16104,,253,,1036,93,,,,50,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1904,President,Plymouth,5746,12671,,194,,2043,51,,,,104,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1904,President,Suffolk,51714,43681,,487,,2387,507,,,,188,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1904,President,Worcester,17037,34124,,518,,1397,279,,,,106,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1908,President,Barnstable,777,3312,,66,,46,7,,,133,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1908,President,Berkshire,5903,9137,,141,,325,51,,,424,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1908,President,Bristol,10719,20683,,493,,572,117,,,1560,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1908,President,Dukes,133,589,,19,,11,3,,,12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1908,President,Essex,18801,36351,,767,,2376,153,,,2925,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1908,President,Franklin,1637,4824,,100,,240,9,,,298,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1908,President,Hampden,9910,14485,,187,,973,44,,,2154,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1908,President,Hampshire,2612,5362,,121,,232,22,,,446,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1908,President,Middlesex,31362,58672,,869,,1441,171,,,3371,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1908,President,Nantucket,136,359,,6,,0,0,,,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1908,President,Norfolk,7682,18225,,225,,733,27,,,1196,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1908,President,Plymouth,5295,13236,,212,,1187,30,,,1244,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1908,President,Suffolk,43773,46337,,498,,1559,282,,,3090,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1908,President,Worcester,16803,34394,,670,,1084,95,,,2378,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1912,President,Barnstable,1322,1249,,67,,20,2,,,,,2315,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1912,President,Berkshire,6211,6397,,124,,598,64,,,,,3809,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1912,President,Bristol,12420,13279,,377,,1118,139,,,,,10630,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1912,President,Dukes,215,269,,11,,1,0,,,,,278,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1912,President,Essex,20691,21441,,444,,2716,249,,,,,21098,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1912,President,Franklin,2046,2636,,73,,269,14,,,,,2268,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1912,President,Hampden,10620,11393,,132,,1094,84,,,,,7099,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1912,President,Hampshire,3088,4512,,112,,292,22,,,,,1606,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1912,President,Middlesex,36689,30511,,446,,1530,174,,,,,33517,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1912,President,Nantucket,247,123,,0,,0,0,,,,,194,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1912,President,Norfolk,9244,9650,,101,,609,48,,,,,9779,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1912,President,Plymouth,6991,5590,,171,,1216,40,,,,,9645,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1912,President,Suffolk,46059,24179,,299,,2155,182,,,,,24977,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1912,President,Worcester,17565,24719,,397,,998,84,,,,,15013,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,President,Barnstable,1892,2836,,55,,39,11,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,President,Berkshire,8357,9787,,103,,484,58,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,President,Bristol,18065,22578,,332,,932,143,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,President,Dukes,309,464,,5,,9,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,President,Essex,32498,35909,,426,,2093,169,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,President,Franklin,3054,4353,,60,,166,13,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,President,Hampden,17028,18207,,204,,761,77,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,President,Hampshire,4202,5748,,83,,190,13,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,President,Middlesex,49844,60802,,609,,1660,151,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,President,Nantucket,307,249,,1,,6,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,President,Norfolk,12702,19284,,188,,615,55,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,President,Plymouth,11009,13515,,142,,1041,45,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,President,Suffolk,61047,42492,,353,,1998,258,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,President,Worcester,27540,32541,,432,,1064,103,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1920,President,Barnstable,1125,6383,,,,29,11,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1920,President,Berkshire,10956,20138,,,,703,113,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1920,President,Bristol,17719,56734,,,,2179,400,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1920,President,Dukes,150,1013,,,,3,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1920,President,Essex,30560,95057,,,,6076,569,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1920,President,Franklin,2542,9931,,,,242,42,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1920,President,Hampden,19156,46741,,,,1719,204,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1920,President,Hampshire,5305,13174,,,,286,28,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1920,President,Middlesex,61661,156636,,,,5135,645,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1920,President,Nantucket,205,608,,,,3,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1920,President,Norfolk,15720,51826,,,,1692,147,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1920,President,Plymouth,9373,33582,,,,2561,143,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1920,President,Suffolk,67552,108089,,,,9542,915,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1920,President,Worcester,34667,81241,,,,2097,364,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,President,Barnstable,881,7333,,,,,9,,,,,339,,,,,,,,,,15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
