State,Year,Office,County,D#,R#,GB#,Proh.#,ND#,S#,SL#,SW#,Comm.#,IL#,Pop.#,Prog.#,U#,AI#,I1#,I2#,Ref.#,NL#,G#,L#,LaR#,Wor.#,Labor#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,TE#,TSJ#,TO#,Vol.#,CON#,LWR#,TND#,12V#,BR#,GR#,UCT#,TRP#,IndCit#,ITR#,SSG#,DS#,Anti-Mer#,I3#,ET#,Am.#,DN#,I#,IHT#,W/I#,Town,UI#
Massachusetts,2008,US Senate,,4109,3591,,,,,,,,,,,,,,,,,,174,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanover,
Massachusetts,2008,US Senate,,2848,2302,,,,,,,,,,,,,,,,,,165,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanson,
Massachusetts,2008,US Senate,,842,473,,,,,,,,,,,,,,,,,,61,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hardwick,
Massachusetts,2008,US Senate,,2058,1219,,,,,,,,,,,,,,,,,,95,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard,
Massachusetts,2008,US Senate,,4026,3712,,,,,,,,,,,,,,,,,,143,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harwich,
Massachusetts,2008,US Senate,,1502,513,,,,,,,,,,,,,,,,,,68,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hatfield,
Massachusetts,2008,US Senate,,16433,8773,,,,,,,,,,,,,,,,,,945,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haverhill,
Massachusetts,2008,US Senate,,106,57,,,,,,,,,,,,,,,,,,8,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hawley,
Massachusetts,2008,US Senate,,289,120,,,,,,,,,,,,,,,,,,31,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heath,
Massachusetts,2008,US Senate,,7402,5450,,,,,,,,,,,,,,,,,,259,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hingham,
Massachusetts,2008,US Senate,,751,260,,,,,,,,,,,,,,,,,,66,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hinsdale,
Massachusetts,2008,US Senate,,3261,1824,,,,,,,,,,,,,,,,,,159,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holbrook,
Massachusetts,2008,US Senate,,5574,4281,,,,,,,,,,,,,,,,,,322,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holden,
Massachusetts,2008,US Senate,,722,491,,,,,,,,,,,,,,,,,,83,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holland,
Massachusetts,2008,US Senate,,4990,2859,,,,,,,,,,,,,,,,,,214,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holliston,
Massachusetts,2008,US Senate,,10782,3164,,,,,,,,,,,,,,,,,,628,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holyoke,
Massachusetts,2008,US Senate,,1999,1209,,,,,,,,,,,,,,,,,,96,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopedale,
Massachusetts,2008,US Senate,,4622,3358,,,,,,,,,,,,,,,,,,206,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopkinton,
Massachusetts,2008,US Senate,,1214,1139,,,,,,,,,,,,,,,,,,134,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hubbardston,
Massachusetts,2008,US Senate,,5949,3260,,,,,,,,,,,,,,,,,,340,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hudson,
Massachusetts,2008,US Senate,,3719,1868,,,,,,,,,,,,,,,,,,206,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hull,
Massachusetts,2008,US Senate,,657,360,,,,,,,,,,,,,,,,,,105,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huntington,
Massachusetts,2008,US Senate,,4720,2975,,,,,,,,,,,,,,,,,,252,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich,
Massachusetts,2008,US Senate,,3560,2802,,,,,,,,,,,,,,,,,,170,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingston,
Massachusetts,2008,US Senate,,2737,2633,,,,,,,,,,,,,,,,,,192,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lakeville,
Massachusetts,2008,US Senate,,1910,1549,,,,,,,,,,,,,,,,,,109,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lancaster,
Massachusetts,2008,US Senate,,1202,346,,,,,,,,,,,,,,,,,,68,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lanesborough,
Massachusetts,2008,US Senate,,14682,2798,,,,,,,,,,,,,,,,,,431,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lawrence,
Massachusetts,2008,US Senate,,2205,616,,,,,,,,,,,,,,,,,,123,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lee,
Massachusetts,2008,US Senate,,3113,2036,,,,,,,,,,,,,,,,,,203,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leicester,
Massachusetts,2008,US Senate,,2296,572,,,,,,,,,,,,,,,,,,89,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lenox,
Massachusetts,2008,US Senate,,11037,6208,,,,,,,,,,,,,,,,,,568,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leominster,
Massachusetts,2008,US Senate,,1035,143,,,,,,,,,,,,,,,,,,48,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leverett,
Massachusetts,2008,US Senate,,12753,4293,,,,,,,,,,,,,,,,,,347,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lexington,
Massachusetts,2008,US Senate,,331,107,,,,,,,,,,,,,,,,,,32,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leyden,
Massachusetts,2008,US Senate,,2506,805,,,,,,,,,,,,,,,,,,100,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln,
Massachusetts,2008,US Senate,,3019,1902,,,,,,,,,,,,,,,,,,146,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Littleton,
Massachusetts,2008,US Senate,,5674,3393,,,,,,,,,,,,,,,,,,312,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Longmeadow,
Massachusetts,2008,US Senate,,21038,8332,,,,,,,,,,,,,,,,,,1082,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lowell,
Massachusetts,2008,US Senate,,6149,3049,,,,,,,,,,,,,,,,,,428,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ludlow,
Massachusetts,2008,US Senate,,3119,2305,,,,,,,,,,,,,,,,,,191,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lunenburg,
Massachusetts,2008,US Senate,,21767,6396,,,,,,,,,,,,,,,,,,793,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lynn,
Massachusetts,2008,US Senate,,3425,3195,,,,,,,,,,,,,,,,,,149,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lynnfield,
Massachusetts,2008,US Senate,,14579,4639,,,,,,,,,,,,,,,,,,613,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malden,
Massachusetts,2008,US Senate,,1985,1266,,,,,,,,,,,,,,,,,,84,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester-by-the-Sea,
Massachusetts,2008,US Senate,,6721,4135,,,,,,,,,,,,,,,,,,304,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mansfield,
Massachusetts,2008,US Senate,,7542,4369,,,,,,,,,,,,,,,,,,263,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marblehead,
Massachusetts,2008,US Senate,,1745,1238,,,,,,,,,,,,,,,,,,87,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marion,
Massachusetts,2008,US Senate,,10028,5384,,,,,,,,,,,,,,,,,,530,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marlborough,
Massachusetts,2008,US Senate,,7909,5910,,,,,,,,,,,,,,,,,,379,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marshfield,
Massachusetts,2008,US Senate,,4250,3425,,,,,,,,,,,,,,,,,,160,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mashpee,
Massachusetts,2008,US Senate,,2266,1545,,,,,,,,,,,,,,,,,,100,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mattapoisett,
Massachusetts,2008,US Senate,,3623,1708,,,,,,,,,,,,,,,,,,192,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maynard,
Massachusetts,2008,US Senate,,3989,2877,,,,,,,,,,,,,,,,,,160,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medfield,
Massachusetts,2008,US Senate,,18729,6682,,,,,,,,,,,,,,,,,,815,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medford,
Massachusetts,2008,US Senate,,3971,2702,,,,,,,,,,,,,,,,,,173,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medway,
Massachusetts,2008,US Senate,,9619,4895,,,,,,,,,,,,,,,,,,403,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melrose,
Massachusetts,2008,US Senate,,1670,1372,,,,,,,,,,,,,,,,,,91,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendon,
Massachusetts,2008,US Senate,,1989,1379,,,,,,,,,,,,,,,,,,122,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merrimac,
Massachusetts,2008,US Senate,,12279,7426,,,,,,,,,,,,,,,,,,629,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Methuen,
Massachusetts,2008,US Senate,,5886,4687,,,,,,,,,,,,,,,,,,414,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middleborough,
Massachusetts,2008,US Senate,,194,80,,,,,,,,,,,,,,,,,,23,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middlefield,
Massachusetts,2008,US Senate,,2268,1843,,,,,,,,,,,,,,,,,,114,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middleton,
Massachusetts,2008,US Senate,,7520,4047,,,,,,,,,,,,,,,,,,360,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milford,
Massachusetts,2008,US Senate,,3812,2438,,,,,,,,,,,,,,,,,,234,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Millbury,
Massachusetts,2008,US Senate,,2623,1691,,,,,,,,,,,,,,,,,,143,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Millis,
Massachusetts,2008,US Senate,,873,565,,,,,,,,,,,,,,,,,,58,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Millville,
Massachusetts,2008,US Senate,,9954,4676,,,,,,,,,,,,,,,,,,325,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milton,
Massachusetts,2008,US Senate,,38,21,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monroe,
Massachusetts,2008,US Senate,,2593,1527,,,,,,,,,,,,,,,,,,228,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monson,
Massachusetts,2008,US Senate,,3330,741,,,,,,,,,,,,,,,,,,214,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montague,
Massachusetts,2008,US Senate,,445,103,,,,,,,,,,,,,,,,,,21,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monterey,
Massachusetts,2008,US Senate,,232,223,,,,,,,,,,,,,,,,,,42,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montgomery,
Massachusetts,2008,US Senate,,93,20,,,,,,,,,,,,,,,,,,3,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mt. Washington,
Massachusetts,2008,US Senate,,1464,697,,,,,,,,,,,,,,,,,,80,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nahant,
Massachusetts,2008,US Senate,,3991,1717,,,,,,,,,,,,,,,,,,189,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nantucket,
Massachusetts,2008,US Senate,,11509,5424,,,,,,,,,,,,,,,,,,490,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natick,
Massachusetts,2008,US Senate,,11352,5102,,,,,,,,,,,,,,,,,,356,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needham,
Massachusetts,2008,US Senate,,102,33,,,,,,,,,,,,,,,,,,8,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Ashford,
Massachusetts,2008,US Senate,,25505,6137,,,,,,,,,,,,,,,,,,1091,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Bedford,
Massachusetts,2008,US Senate,,322,195,,,,,,,,,,,,,,,,,,21,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Braintree,
Massachusetts,2008,US Senate,,602,173,,,,,,,,,,,,,,,,,,38,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Marlborough,
Massachusetts,2008,US Senate,,401,176,,,,,,,,,,,,,,,,,,31,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Salem,
Massachusetts,2008,US Senate,,2370,1707,,,,,,,,,,,,,,,,,,131,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newbury,
Massachusetts,2008,US Senate,,6962,3400,,,,,,,,,,,,,,,,,,265,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newburyport,
Massachusetts,2008,US Senate,,33394,8777,,,,,,,,,,,,,,,,,,1044,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newton,
Massachusetts,2008,US Senate,,2708,2341,,,,,,,,,,,,,,,,,,147,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norfolk,
Massachusetts,2008,US Senate,,4764,813,,,,,,,,,,,,,,,,,,212,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Adams,
Massachusetts,2008,US Senate,,8256,6041,,,,,,,,,,,,,,,,,,368,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Andover,
Massachusetts,2008,US Senate,,7917,5340,,,,,,,,,,,,,,,,,,480,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Attleborough,
Massachusetts,2008,US Senate,,1231,974,,,,,,,,,,,,,,,,,,113,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Brookfield,
Massachusetts,2008,US Senate,,4635,3395,,,,,,,,,,,,,,,,,,194,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Reading,
Massachusetts,2008,US Senate,,13120,2062,,,,,,,,,,,,,,,,,,597,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northampton,
Massachusetts,2008,US Senate,,4492,3216,,,,,,,,,,,,,,,,,,224,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northborough,
Massachusetts,2008,US Senate,,3764,3357,,,,,,,,,,,,,,,,,,268,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northbridge,
Massachusetts,2008,US Senate,,1239,410,,,,,,,,,,,,,,,,,,52,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northfield,
Massachusetts,2008,US Senate,,5032,3344,,,,,,,,,,,,,,,,,,309,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norton,
Massachusetts,2008,US Senate,,3200,2860,,,,,,,,,,,,,,,,,,122,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norwell,
Massachusetts,2008,US Senate,,8724,4754,,,,,,,,,,,,,,,,,,413,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norwood,
Massachusetts,2008,US Senate,,1871,661,,,,,,,,,,,,,,,,,,66,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oak Bluffs,
Massachusetts,2008,US Senate,,555,498,,,,,,,,,,,,,,,,,,46,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oakham,
Massachusetts,2008,US Senate,,1949,1166,,,,,,,,,,,,,,,,,,187,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange,
Massachusetts,2008,US Senate,,2476,1985,,,,,,,,,,,,,,,,,,85,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orleans,
Massachusetts,2008,US Senate,,517,267,,,,,,,,,,,,,,,,,,39,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otis,
Massachusetts,2008,US Senate,,3638,2391,,,,,,,,,,,,,,,,,,269,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oxford,
Massachusetts,2008,US Senate,,3550,1867,,,,,,,,,,,,,,,,,,329,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palmer,
Massachusetts,2008,US Senate,,1383,1014,,,,,,,,,,,,,,,,,,60,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paxton,
Massachusetts,2008,US Senate,,16533,8403,,,,,,,,,,,,,,,,,,675,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peabody,
Massachusetts,2008,US Senate,,753,99,,,,,,,,,,,,,,,,,,22,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pelham,
Massachusetts,2008,US Senate,,5130,3927,,,,,,,,,,,,,,,,,,259,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pembroke,
Massachusetts,2008,US Senate,,3081,2875,,,,,,,,,,,,,,,,,,252,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pepperell,
Massachusetts,2008,US Senate,,318,111,,,,,,,,,,,,,,,,,,30,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,
Massachusetts,2008,US Senate,,455,324,,,,,,,,,,,,,,,,,,31,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petersham,
Massachusetts,2008,US Senate,,543,344,,,,,,,,,,,,,,,,,,50,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillipston,
Massachusetts,2008,US Senate,,15869,3502,,,,,,,,,,,,,,,,,,671,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pittsfield,
Massachusetts,2008,US Senate,,285,79,,,,,,,,,,,,,,,,,,24,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plainfield,
Massachusetts,2008,US Senate,,2367,1632,,,,,,,,,,,,,,,,,,128,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plainville,
Massachusetts,2008,US Senate,,16319,11265,,,,,,,,,,,,,,,,,,726,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plymouth,
Massachusetts,2008,US Senate,,845,750,,,,,,,,,,,,,,,,,,64,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plympton,
Massachusetts,2008,US Senate,,1145,930,,,,,,,,,,,,,,,,,,74,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Princeton,
Massachusetts,2008,US Senate,,2002,247,,,,,,,,,,,,,,,,,,83,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provincetown,
Massachusetts,2008,US Senate,,24801,12192,,,,,,,,,,,,,,,,,,1103,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quincy,
Massachusetts,2008,US Senate,,10824,2970,,,,,,,,,,,,,,,,,,324,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Randolph,
Massachusetts,2008,US Senate,,3894,2740,,,,,,,,,,,,,,,,,,212,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raynham,
Massachusetts,2008,US Senate,,8124,4955,,,,,,,,,,,,,,,,,,303,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reading,
Massachusetts,2008,US Senate,,3514,2303,,,,,,,,,,,,,,,,,,229,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rehoboth,
Massachusetts,2008,US Senate,,11221,4135,,,,,,,,,,,,,,,,,,484,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Revere,
Massachusetts,2008,US Senate,,746,168,,,,,,,,,,,,,,,,,,30,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richmond,
Massachusetts,2008,US Senate,,1583,1334,,,,,,,,,,,,,,,,,,123,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rochester,
Massachusetts,2008,US Senate,,4950,3189,,,,,,,,,,,,,,,,,,278,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockland,
Massachusetts,2008,US Senate,,3046,1345,,,,,,,,,,,,,,,,,,164,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockport,
Massachusetts,2008,US Senate,,162,84,,,,,,,,,,,,,,,,,,10,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowe,
Massachusetts,2008,US Senate,,1752,1517,,,,,,,,,,,,,,,,,,98,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowley,
Massachusetts,2008,US Senate,,399,227,,,,,,,,,,,,,,,,,,47,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royalston,
Massachusetts,2008,US Senate,,435,302,,,,,,,,,,,,,,,,,,61,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russell,
Massachusetts,2008,US Senate,,2132,1852,,,,,,,,,,,,,,,,,,121,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rutland,
Massachusetts,2008,US Senate,,13540,4600,,,,,,,,,,,,,,,,,,588,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salem,
Massachusetts,2008,US Senate,,2482,1473,,,,,,,,,,,,,,,,,,165,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salisbury,
Massachusetts,2008,US Senate,,301,105,,,,,,,,,,,,,,,,,,28,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandisfield,
Massachusetts,2008,US Senate,,6145,5649,,,,,,,,,,,,,,,,,,228,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandwich,
Massachusetts,2008,US Senate,,7852,4800,,,,,,,,,,,,,,,,,,366,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saugus,
Massachusetts,2008,US Senate,,279,73,,,,,,,,,,,,,,,,,,36,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Savoy,
Massachusetts,2008,US Senate,,5993,4651,,,,,,,,,,,,,,,,,,299,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scituate,
Massachusetts,2008,US Senate,,4625,2152,,,,,,,,,,,,,,,,,,277,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seekonk,
Massachusetts,2008,US Senate,,6982,2540,,,,,,,,,,,,,,,,,,227,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharon,
Massachusetts,2008,US Senate,,1383,374,,,,,,,,,,,,,,,,,,85,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheffield,
Massachusetts,2008,US Senate,,887,224,,,,,,,,,,,,,,,,,,50,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shelburne,
Massachusetts,2008,US Senate,,1561,1016,,,,,,,,,,,,,,,,,,62,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sherborn,
Massachusetts,2008,US Senate,,1663,1290,,,,,,,,,,,,,,,,,,121,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shirley,
Massachusetts,2008,US Senate,,10372,6483,,,,,,,,,,,,,,,,,,388,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shrewsbury,
Massachusetts,2008,US Senate,,1019,133,,,,,,,,,,,,,,,,,,50,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shutesbury,
Massachusetts,2008,US Senate,,6967,2488,,,,,,,,,,,,,,,,,,368,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somerset,
Massachusetts,2008,US Senate,,26360,4308,,,,,,,,,,,,,,,,,,1099,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somerville,
Massachusetts,2008,US Senate,,5763,2730,,,,,,,,,,,,,,,,,,390,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Hadley,
Massachusetts,2008,US Senate,,1919,1245,,,,,,,,,,,,,,,,,,171,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southampton,
Massachusetts,2008,US Senate,,3227,2227,,,,,,,,,,,,,,,,,,139,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southborough,
Massachusetts,2008,US Senate,,4643,1766,,,,,,,,,,,,,,,,,,257,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southbridge,
Massachusetts,2008,US Senate,,2433,2086,,,,,,,,,,,,,,,,,,240,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwick,
Massachusetts,2008,US Senate,,3138,2123,,,,,,,,,,,,,,,,,,237,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spencer,
Massachusetts,2008,US Senate,,38411,8351,,,,,,,,,,,,,,,,,,2468,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springfield,
Massachusetts,2008,US Senate,,2261,2176,,,,,,,,,,,,,,,,,,147,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterling,
Massachusetts,2008,US Senate,,989,203,,,,,,,,,,,,,,,,,,33,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stockbridge,
Massachusetts,2008,US Senate,,7300,4134,,,,,,,,,,,,,,,,,,297,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stoneham,
Massachusetts,2008,US Senate,,8719,4130,,,,,,,,,,,,,,,,,,291,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stoughton,
Massachusetts,2008,US Senate,,2322,1472,,,,,,,,,,,,,,,,,,130,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stow,
Massachusetts,2008,US Senate,,2791,2084,,,,,,,,,,,,,,,,,,196,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sturbridge,
Massachusetts,2008,US Senate,,6461,3405,,,,,,,,,,,,,,,,,,182,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudbury,
