State,Year,Office,County,D#,R#,Prog.#,S#,SD#,Proh.#,SR#,Am.#,IND#,I1#,I2#,Ref.#,NL#,L#,G#,NA#,UC#,W/I#,D1#,D2#,I#,W/I1#,W/I2#,Year / Office,C#,All.#
South Carolina,1928,President,Greenwood,2921,38,,0,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Hampton,1098,19,,0,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Horry,1224,27,,0,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Jasper,102,5,,0,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Kershaw,1274,14,,0,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Lancaster,1436,8,,0,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Laurens,1989,44,,4,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Lee,593,6,,0,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Lexington,1228,61,,0,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Marion,682,51,,0,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Marlboro,729,27,,0,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,McCormick,615,20,,1,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Newberry,2077,12,,5,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Oconee,1263,70,,2,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Orangeburg,1545,92,,0,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Pickens,1110,192,,0,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Richland,3158,444,,0,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Saluda,796,5,,0,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Spartanburg,3859,760,,1,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Sumter,1202,174,,0,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Union,2460,74,,1,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,Williamsburg,825,22,,0,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1928,President,York,1145,227,,4,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Abbeville,1184,10,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Aiken,3346,47,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Allendale,1108,10,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Anderson,4067,30,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Bamberg,1598,15,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Barnwell,1877,15,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Beaufort,555,69,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Berkeley,941,22,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Calhoun,694,10,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Charleston,5351,482,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Cherokee,2363,39,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Chester,2020,23,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Chesterfield,2109,23,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Clarendon,962,25,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Colleton,1908,6,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Darlington,1409,32,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Dillon,998,20,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Dorchester,1412,26,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Edgefield,1316,10,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Fairfield,901,13,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Florence,3195,31,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Georgetown,1684,33,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Greenville,7930,128,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Greenwood,3240,15,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Hampton,1782,18,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Horry,3224,29,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Jasper,399,11,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Kershaw,1051,8,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Lancaster,3103,5,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Laurens,2750,17,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Lee,742,10,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Lexington,141,6,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Marion,948,12,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Marlboro,685,22,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,McCormick,530,5,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Newberry,3139,12,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Oconee,1803,15,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Orangeburg,2643,114,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Pickens,2685,57,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Richland,4371,129,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Saluda,1307,7,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Spartanburg,9216,228,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Sumter,1809,67,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Union,3131,16,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,Williamsburg,1244,9,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1932,President,York,3476,129,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Abbeville,1265,23,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Aiken,3298,35,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Allendale,1236,3,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Anderson,4025,26,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Bamberg,1542,5,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Barnwell,2157,2,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Beaufort,501,43,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Berkeley,690,8,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Calhoun,821,1,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Charleston,8015,417,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Cherokee,2280,23,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Chester,2155,11,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Chesterfield,3192,18,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Clarendon,1260,17,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Colleton,1463,8,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Darlington,1995,12,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Dillon,1104,5,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Dorchester,889,28,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Edgefield,1304,1,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Fairfield,1005,13,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Florence,4194,25,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Georgetown,1273,61,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Greenville,8310,92,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Greenwood,3064,19,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Hampton,1253,8,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Horry,2927,0,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Jasper,452,4,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Kershaw,1400,20,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Lancaster,2631,0,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Laurens,3069,13,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Lee,1045,5,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Lexington,2138,32,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Marion,1219,5,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Marlboro,988,7,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,McCormick,656,8,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Newberry,2615,9,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Oconee,2057,53,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Orangeburg,2947,59,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Pickens,2678,50,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Richland,6728,152,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Saluda,1324,10,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Spartanburg,10739,173,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Sumter,2062,58,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Union,3458,9,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,Williamsburg,1284,6,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1936,President,York,3083,69,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1940,President,Abbeville,1007,32,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Aiken,2772,89,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Allendale,905,30,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Anderson,3763,86,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Bamberg,904,13,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Barnwell,1845,13,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Beaufort,582,91,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Berkeley,490,91,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Calhoun,657,3,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Charleston,8145,1372,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Cherokee,2069,36,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Chester,1930,35,,,,,,,,,,,,,,,,2,,,,,,,,
South Carolina,1940,President,Chesterfield,2880,20,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Clarendon,1154,54,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Colleton,1197,65,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Darlington,1395,60,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Dillon,868,25,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Dorchester,993,110,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Edgefield,1065,9,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Fairfield,848,20,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Florence,2597,95,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Georgetown,1503,155,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Greenville,8118,514,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Greenwood,2914,39,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Hampton,1198,24,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Horry,2111,164,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Jasper,418,41,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Kershaw,1174,20,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Lancaster,3205,14,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Laurens,2697,40,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Lee,825,20,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Lexington,1496,17,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Marion,716,18,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Marlboro,526,13,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,McCormick,419,11,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Newberry,1739,35,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Oconee,1593,143,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Orangeburg,2356,56,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Pickens,2122,76,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Richland,4781,167,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Saluda,1115,15,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Spartanburg,9119,248,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Sumter,0,0,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Union,3662,29,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,Williamsburg,1089,34,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1940,President,York,2508,118,,,,,,,,,,,,,,,,0,,,,,,,,
South Carolina,1944,President,Abbeville,789,19,,,11,0,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Aiken,2403,60,,,167,3,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Allendale,678,8,,,32,0,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Anderson,2687,89,,,201,1,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Bamberg,737,106,,,198,0,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Barnwell,1482,8,,,13,3,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Beaufort,594,108,,,95,0,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Berkeley,521,32,,,156,7,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Calhoun,602,1,,,65,18,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Charleston,6260,1184,,,1133,4,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Cherokee,1620,68,,,31,2,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Chester,1441,89,,,95,0,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Chesterfield,3222,15,,,25,0,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Clarendon,1053,27,,,199,10,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Colleton,1653,45,,,289,10,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Darlington,1808,46,,,119,5,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Dillon,864,27,,,90,23,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Dorchester,1181,65,,,422,8,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Edgefield,654,3,,,52,0,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Fairfield,798,21,,,24,20,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Florence,2822,128,,,238,24,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Georgetown,1197,52,,,159,0,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Greenville,7107,711,,,265,11,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Greenwood,2381,71,,,233,1,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Hampton,575,3,,,271,1,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Horry,2403,137,,,183,5,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Jasper,230,18,,,203,3,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Kershaw,1872,21,,,78,0,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Lancaster,2383,13,,,133,7,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Laurens,1924,38,,,96,2,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Lee,764,50,,,60,1,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Lexington,1986,20,,,106,8,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Marion,858,9,,,57,0,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Marlboro,874,34,,,71,0,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,McCormick,307,1,,,42,4,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Newberry,1940,70,,,321,12,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Oconee,1316,106,,,67,9,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Orangeburg,2440,87,,,159,7,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Pickens,1662,211,,,505,90,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Richland,6590,140,,,344,3,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Saluda,924,14,,,141,1,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Spartanburg,8092,402,,,205,39,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Sumter,2111,73,,,217,0,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Union,3041,33,,,66,12,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,Williamsburg,1118,27,,,142,4,,,,,,,,,,,,,,,,,,,,
South Carolina,1944,President,York,2637,127,,,20,7,,,,,,,,,,,,,,,,,,,,
South Carolina,1948,President,Abbeville,254,23,0,,,,787,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Aiken,572,115,5,,,,4607,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Allendale,55,14,0,,,,1041,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Anderson,2581,105,0,,,,1342,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Bamberg,124,34,1,,,,1714,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Barnwell,115,28,1,,,,1920,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Beaufort,253,150,4,,,,850,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Berkeley,323,58,4,,,,1534,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Calhoun,36,4,1,,,,840,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Charleston,2660,562,68,,,,10603,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Cherokee,605,77,1,,,,1075,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Chester,436,48,1,,,,1527,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Chesterfield,912,31,1,,,,1554,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Clarendon,107,16,0,,,,1467,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Colleton,223,39,0,,,,2337,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Darlington,726,104,0,,,,1930,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Dillon,808,24,1,,,,967,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Dorchester,143,85,5,,,,2717,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Edgefield,27,6,0,,,,1797,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Fairfield,211,63,2,,,,1073,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Florence,1189,192,0,,,,3729,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Georgetown,432,92,3,,,,1943,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Greenville,2745,789,18,,,,5922,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Greenwood,440,63,3,,,,2508,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Hampton,81,10,1,,,,1530,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Horry,503,113,0,,,,3345,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Jasper,141,31,0,,,,715,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Kershaw,302,49,0,,,,1615,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Lancaster,855,30,0,,,,1649,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Laurens,513,69,0,,,,2047,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Lee,142,36,0,,,,1155,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Lexington,566,58,0,,,,2237,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Marion,301,14,0,,,,1219,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Marlboro,354,41,0,,,,1083,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,McCormick,30,0,1,,,,713,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Newberry,349,47,7,,,,2758,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Oconee,666,135,1,,,,1155,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Orangeburg,435,164,4,,,,3160,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Pickens,435,165,0,,,,1344,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Richland,2419,670,7,,,,6096,,,,,,,,,,,1,,,,,,,,
South Carolina,1948,President,Saluda,187,15,0,,,,1712,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Spartanburg,6741,627,13,,,,4660,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Sumter,605,154,0,,,,2718,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Union,1283,46,0,,,,2090,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,Williamsburg,126,23,1,,,,1839,,,,,,,,,,,0,,,,,,,,
South Carolina,1948,President,York,1412,167,0,,,,1983,,,,,,,,,,,0,,,,,,,,
South Carolina,1952,President,Abbeville,2776,970,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Aiken,4346,4282,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Allendale,440,751,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Anderson,11664,3338,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Bamberg,750,1407,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Barnwell,1598,657,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Beaufort,1106,1599,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Berkeley,1708,2482,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Calhoun,384,1107,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Charleston,9959,20087,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Cherokee,5545,1529,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Chester,2843,2777,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Chesterfield,4668,1776,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Clarendon,953,2073,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Colleton,1905,2760,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Darlington,5718,3463,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Dillon,1578,1473,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Dorchester,852,2319,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Edgefield,753,1665,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Fairfield,1590,1607,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Florence,5340,5236,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Georgetown,1370,2340,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Greenville,14863,17743,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Greenwood,3815,3392,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Hampton,787,1633,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Horry,4489,3716,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Jasper,636,800,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Kershaw,2052,2935,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Lancaster,4989,3080,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Laurens,3697,3400,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Lee,927,1669,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Lexington,3513,4018,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Marion,1610,2313,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Marlboro,1699,1541,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,McCormick,624,577,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Newberry,3418,4126,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Oconee,3230,1624,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Orangeburg,2829,4695,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Pickens,2865,3096,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Richland,8890,15925,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Saluda,1592,1396,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Spartanburg,21883,10028,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Sumter,2014,4726,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Union,5921,2094,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,Williamsburg,1320,2576,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1952,President,York,7495,5281,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1956,President,Abbeville,2985,339,,,,,,,,257,,,,,,,,0,,,,,,,,
