State,Year,Office,County,D#,R#,GR#,Justice#,C#,FLR#,IND#,I#,New#,PF#,LU#,T#,S&L,SW#,Labor#,S#,Comm.#,SL#,Proh.#,Pop.#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,GD#,Prog.#,GWP#,Ref.#,NL#,G#,SD#,NA#,Cit.#,L#,P&P,KISS#,ABC#,I1#,I2#,I3#,I4#,I5#,I6#,I7#,GR#.1,M#,W/I#,ER#,CRE#,RJF#,PoV#,Loc.#,Year / Office,Town,S&L#,P&P#
Vermont,1988,President,,849,796,,,,,,2,,0,0,,,0,,,,,,1,16,,,,,,,,,,,,,,,,,2,,10,,,,,,,,,,,,,,,,,,,,Charlotte Town,,
Vermont,1988,President,,236,375,,,,,,2,,0,0,,,1,,,,,,0,3,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Chelsea Town,,
Vermont,1988,President,,581,749,,,,,,1,,2,1,,,2,,,,,,2,8,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,Chester Town,,
Vermont,1988,President,,195,336,,,,,,1,,0,2,,,0,,,,,,2,2,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Chittenden Town,,
Vermont,1988,President,,363,651,,,,,,6,,0,0,,,1,,,,,,3,3,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Clarendon Town,,
Vermont,1988,President,,2543,2914,,,,,,1,,2,0,,,2,,,,,,6,18,,,,,,,,,,,,,,,,,1,,35,,,,,,,,,,,,,,,,,,,,Colchester Town,,
Vermont,1988,President,,128,255,,,,,,1,,0,1,,,1,,,,,,0,0,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,Concord Town,,
Vermont,1988,President,,186,297,,,,,,1,,1,0,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Corinth Town,,
Vermont,1988,President,,326,260,,,,,,0,,0,0,,,1,,,,,,0,6,,,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,Cornwall Town,,
Vermont,1988,President,,102,167,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Coventry Town,,
Vermont,1988,President,,236,200,,,,,,1,,0,0,,,0,,,,,,1,3,,,,,,,,,,,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,Craftsbury Town,,
Vermont,1988,President,,168,285,,,,,,3,,0,0,,,0,,,,,,2,0,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Danby Town,,
Vermont,1988,President,,326,578,,,,,,1,,0,0,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,,,,,,,,,Danville Town,,
Vermont,1988,President,,735,940,,,,,,3,,0,3,,,0,,,,,,2,11,,,,,,,,,,,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,Derby Town,,
Vermont,1988,President,,377,692,,,,,,0,,2,0,,,2,,,,,,1,3,,,,,,,,,,,,,,,,,2,,4,,,,,,,,,,,,,,,,,,,,Dorset Town,,
Vermont,1988,President,,232,343,,,,,,1,,0,0,,,1,,,,,,0,0,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,Dover Town,,
Vermont,1988,President,,443,428,,,,,,1,,0,6,,,0,,,,,,2,7,,,,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,Dummerston Town,,
Vermont,1988,President,,220,176,,,,,,2,,0,0,,,1,,,,,,1,2,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Duxbury Town,,
Vermont,1988,President,,41,77,,,,,,1,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,East Haven Town,,
Vermont,1988,President,,600,635,,,,,,1,,0,1,,,1,,,,,,1,7,,,,,,,,,,,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,East Montpelier Town,,
Vermont,1988,President,,114,140,,,,,,1,,0,0,,,0,,,,,,0,2,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Eden Town,,
Vermont,1988,President,,118,121,,,,,,0,,2,0,,,0,,,,,,0,5,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Elmore Town,,
Vermont,1988,President,,495,517,,,,,,1,,2,0,,,1,,,,,,1,5,,,,,,,,,,,,,,,,,1,,9,,,,,,,,,,,,,,,,,,,,Enosburg Town,,
Vermont,1988,President,,3027,4165,,,,,,10,,2,1,,,1,,,,,,3,24,,,,,,,,,,,,,,,,,2,,37,,,,,,,,,,,,,,,,,,,,Essex Town,,
Vermont,1988,President,,456,637,,,,,,2,,1,0,,,0,,,,,,1,13,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Fair Haven Town,,
Vermont,1988,President,,438,567,,,,,,1,,0,1,,,0,,,,,,2,5,,,,,,,,,,,,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,Fairfax Town,,
Vermont,1988,President,,409,253,,,,,,1,,0,1,,,1,,,,,,1,4,,,,,,,,,,,,,,,,,2,,4,,,,,,,,,,,,,,,,,,,,Fairfield Town,,
Vermont,1988,President,,166,239,,,,,,0,,0,0,,,0,,,,,,0,4,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Fairlee Town,,
Vermont,1988,President,,237,193,,,,,,0,,0,1,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Fayston Town,,
Vermont,1988,President,,403,598,,,,,,2,,2,0,,,0,,,,,,0,8,,,,,,,,,,,,,,,,,1,,10,,,,,,,,,,,,,,,,,,,,Ferrisburg Town,,
Vermont,1988,President,,203,151,,,,,,0,,0,0,,,0,,,,,,1,5,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Fletcher Town,,
Vermont,1988,President,,194,245,,,,,,0,,0,1,,,1,,,,,,0,2,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Franklin Town,,
Vermont,1988,President,,567,791,,,,,,0,,0,0,,,0,,,,,,0,3,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Georgia Town,,
Vermont,1988,President,,191,191,,,,,,2,,1,1,,,1,,,,,,0,5,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Glover Town,,
Vermont,1988,President,,57,60,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Goshen Town,,
Vermont,1988,President,,134,193,,,,,,0,,0,0,,,0,,,,,,0,2,,,,,,,,,,,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,Grafton Town,,
Vermont,1988,President,,8,33,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Granby Town,,
Vermont,1988,President,,438,269,,,,,,3,,0,0,,,0,,,,,,1,0,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Grand Isle Town,,
Vermont,1988,President,,44,55,,,,,,0,,0,1,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,Granville Town,,
Vermont,1988,President,,203,139,,,,,,1,,0,0,,,1,,,,,,0,2,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Greensboro Town,,
Vermont,1988,President,,129,262,,,,,,0,,0,0,,,0,,,,,,0,3,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Groton Town,,
Vermont,1988,President,,21,105,,,,,,0,,0,0,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Guildhall Town,,
Vermont,1988,President,,465,402,,,,,,2,,1,3,,,0,,,,,,0,2,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,Guilford Town,,
Vermont,1988,President,,138,140,,,,,,0,,0,0,,,0,,,,,,0,2,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Halifax Town,,
Vermont,1988,President,,78,61,,,,,,0,,0,0,,,0,,,,,,1,0,,,,,,,,,,,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,Hancock Town,,
Vermont,1988,President,,488,560,,,,,,2,,0,0,,,0,,,,,,1,15,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Hardwick Town,,
Vermont,1988,President,,1721,1873,,,,,,4,,1,2,,,1,,,,,,6,17,,,,,,,,,,,,,,,,,1,,10,,,,,,,,,,,,,,,,,,,,Hartford Town,,
Vermont,1988,President,,634,689,,,,,,0,,2,1,,,1,,,,,,0,8,,,,,,,,,,,,,,,,,1,,6,,,,,,,,,,,,,,,,,,,,Hartland Town,,
Vermont,1988,President,,480,478,,,,,,1,,0,2,,,0,,,,,,2,3,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Highgate Town,,
Vermont,1988,President,,800,776,,,,,,1,,2,2,,,1,,,,,,0,11,,,,,,,,,,,,,,,,,2,,15,,,,,,,,,,,,,,,,,,,,Hinesburg Town,,
Vermont,1988,President,,108,84,,,,,,0,,0,0,,,1,,,,,,0,0,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Holland Town,,
Vermont,1988,President,,104,159,,,,,,1,,0,1,,,1,,,,,,0,2,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Hubbardton Town,,
Vermont,1988,President,,334,278,,,,,,2,,0,0,,,0,,,,,,1,2,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,,,,,,,,,Huntington Town,,
Vermont,1988,President,,376,509,,,,,,1,,0,0,,,0,,,,,,1,5,,,,,,,,,,,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,Hyde Park Town,,
Vermont,1988,President,,71,107,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,Ira Town,,
Vermont,1988,President,,183,193,,,,,,0,,0,0,,,0,,,,,,1,8,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Irasburg Town,,
Vermont,1988,President,,125,121,,,,,,0,,0,0,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Isle La Motte Town,,
Vermont,1988,President,,153,205,,,,,,0,,0,1,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Jamaica Town,,
Vermont,1988,President,,50,67,,,,,,0,,0,0,,,1,,,,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Jay Town,,
Vermont,1988,President,,941,1040,,,,,,1,,0,4,,,0,,,,,,0,12,,,,,,,,,,,,,,,,,0,,8,,,,,,,,,,,,,,,,,,,,Jericho Town,,
Vermont,1988,President,,510,542,,,,,,4,,0,0,,,1,,,,,,0,7,,,,,,,,,,,,,,,,,0,,5,,,,,,,,,,,,,,,,,,,,Johnson Town,,
Vermont,1988,President,,57,120,,,,,,1,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Kirby Town,,
Vermont,1988,President,,42,63,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Landgrove Town,,
Vermont,1988,President,,157,209,,,,,,0,,0,0,,,0,,,,,,0,2,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Leicester Town,,
Vermont,1988,President,,12,46,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Lemington Town,,
Vermont,1988,President,,284,233,,,,,,1,,1,0,,,1,,,,,,0,1,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,,,,,,,,,Lincoln Town,,
Vermont,1988,President,,306,527,,,,,,3,,2,0,,,0,,,,,,1,3,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,Londonderry Town,,
Vermont,1988,President,,128,112,,,,,,0,,0,0,,,0,,,,,,0,4,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Lowell Town,,
Vermont,1988,President,,529,605,,,,,,2,,0,3,,,0,,,,,,1,6,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,Ludlow Town,,
Vermont,1988,President,,182,278,,,,,,0,,0,0,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Lunenburg Town,,
Vermont,1988,President,,628,1137,,,,,,2,,0,0,,,1,,,,,,0,5,,,,,,,,,,,,,,,,,2,,8,,,,,,,,,,,,,,,,,,,,Lyndon Town,,
Vermont,1988,President,,12,47,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Maidstone Town,,
Vermont,1988,President,,720,1221,,,,,,2,,5,2,,,1,,,,,,2,10,,,,,,,,,,,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,Manchester Town,,
Vermont,1988,President,,292,111,,,,,,0,,0,0,,,0,,,,,,2,3,,,,,,,,,,,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,Marlboro Town,,
Vermont,1988,President,,371,313,,,,,,2,,1,0,,,0,,,,,,1,6,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Marshfield Town,,
Vermont,1988,President,,233,328,,,,,,2,,1,0,,,0,,,,,,1,2,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Mendon Town,,
Vermont,1988,President,,1741,1276,,,,,,4,,2,4,,,1,,,,,,2,11,,,,,,,,,,,,,,,,,10,,8,,,,,,,,,,,,,,,,,,,,Middlebury Town,,
Vermont,1988,President,,390,305,,,,,,1,,0,4,,,1,,,,,,0,3,,,,,,,,,,,,,,,,,3,,5,,,,,,,,,,,,,,,,,,,,Middlesex Town,,
Vermont,1988,President,,147,189,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Middletown Springs Town,,
Vermont,1988,President,,1170,1708,,,,,,2,,1,4,,,2,,,,,,1,16,,,,,,,,,,,,,,,,,1,,14,,,,,,,,,,,,,,,,,,,,Milton Town,,
Vermont,1988,President,,342,279,,,,,,0,,0,1,,,0,,,,,,0,3,,,,,,,,,,,,,,,,,3,,5,,,,,,,,,,,,,,,,,,,,Monkton Town,,
Vermont,1988,President,,216,179,,,,,,1,,1,0,,,0,,,,,,0,2,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Montgomery Town,,
Vermont,1988,President,,2351,2013,,,,,,4,,2,2,,,4,,,,,,14,21,,,,,,,,,,,,,,,,,12,,11,,,,,,,,,,,,,,,,,,,,Montpelier City,,
Vermont,1988,President,,311,326,,,,,,1,,0,1,,,0,,,,,,1,3,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Moretown Town,,
Vermont,1988,President,,109,161,,,,,,2,,0,1,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Morgan Town,,
Vermont,1988,President,,736,1020,,,,,,5,,3,2,,,1,,,,,,3,8,,,,,,,,,,,,,,,,,1,,12,,,,,,,,,,,,,,,,,,,,Morristown Town,,
Vermont,1988,President,,253,277,,,,,,0,,1,1,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,Mount Holly Town,,
Vermont,1988,President,,29,61,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Mount Tabor Town,,
Vermont,1988,President,,295,279,,,,,,0,,0,0,,,0,,,,,,0,3,,,,,,,,,,,,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,New Haven Town,,
Vermont,1988,President,,63,77,,,,,,0,,1,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Newark Town,,
Vermont,1988,President,,324,557,,,,,,1,,0,1,,,0,,,,,,0,3,,,,,,,,,,,,,,,,,4,,7,,,,,,,,,,,,,,,,,,,,Newbury Town,,
Vermont,1988,President,,473,368,,,,,,0,,0,1,,,0,,,,,,0,6,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,Newfane Town,,
Vermont,1988,President,,640,1079,,,,,,0,,1,0,,,1,,,,,,1,10,,,,,,,,,,,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,Newport City,,
Vermont,1988,President,,238,280,,,,,,2,,0,0,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Newport Town,,
Vermont,1988,President,,124,208,,,,,,0,,0,1,,,0,,,,,,0,2,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,North Hero Town,,
Vermont,1988,President,,932,1526,,,,,,2,,2,2,,,0,,,,,,3,10,,,,,,,,,,,,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,Northfield Town,,
Vermont,1988,President,,26,41,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Norton Town,,
Vermont,1988,President,,1238,541,,,,,,0,,0,1,,,0,,,,,,0,9,,,,,,,,,,,,,,,,,3,,7,,,,,,,,,,,,,,,,,,,,Norwich Town,,
Vermont,1988,President,,162,237,,,,,,1,,0,0,,,1,,,,,,0,0,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,Orange Town,,
Vermont,1988,President,,200,247,,,,,,1,,1,1,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Orwell Town,,
Vermont,1988,President,,101,150,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Panton Town,,
Vermont,1988,President,,219,400,,,,,,2,,0,1,,,0,,,,,,1,5,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,Pawlet Town,,
Vermont,1988,President,,171,211,,,,,,0,,0,0,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Peacham Town,,
Vermont,1988,President,,89,86,,,,,,0,,1,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Peru Town,,
Vermont,1988,President,,97,113,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Pittsfield Town,,
Vermont,1988,President,,574,649,,,,,,0,,1,0,,,0,,,,,,0,10,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,Pittsford Town,,
Vermont,1988,President,,410,226,,,,,,0,,0,2,,,1,,,,,,0,1,,,,,,,,,,,,,,,,,6,,3,,,,,,,,,,,,,,,,,,,,Plainfield Town,,
Vermont,1988,President,,116,138,,,,,,0,,1,0,,,0,,,,,,0,5,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Plymouth Town,,
Vermont,1988,President,,207,246,,,,,,1,,0,0,,,0,,,,,,0,3,,,,,,,,,,,,,,,,,0,,7,,,,,,,,,,,,,,,,,,,,Pomfret Town,,
Vermont,1988,President,,562,755,,,,,,2,,1,0,,,2,,,,,,2,2,,,,,,,,,,,,,,,,,1,,9,,,,,,,,,,,,,,,,,,,,Poultney Town,,
Vermont,1988,President,,617,672,,,,,,1,,1,2,,,0,,,,,,1,5,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Pownal Town,,
Vermont,1988,President,,443,517,,,,,,2,,2,0,,,0,,,,,,0,2,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Proctor Town,,
Vermont,1988,President,,726,360,,,,,,2,,2,3,,,0,,,,,,1,6,,,,,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,Putney Town,,
Vermont,1988,President,,824,1007,,,,,,2,,1,0,,,0,,,,,,4,11,,,,,,,,,,,,,,,,,1,,33,,,,,,,,,,,,,,,,,,,,Randolph Town,,
Vermont,1988,President,,139,180,,,,,,0,,1,0,,,0,,,,,,1,2,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Reading Town,,
Vermont,1988,President,,170,225,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Readsboro Town,,
Vermont,1988,President,,447,405,,,,,,1,,3,0,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Richford Town,,
Vermont,1988,President,,951,918,,,,,,0,,0,2,,,1,,,,,,1,8,,,,,,,,,,,,,,,,,2,,11,,,,,,,,,,,,,,,,,,,,Richmond Town,,
Vermont,1988,President,,134,87,,,,,,0,,1,1,,,2,,,,,,1,1,,,,,,,,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,Ripton Town,,
Vermont,1988,President,,281,288,,,,,,0,,1,1,,,1,,,,,,1,3,,,,,,,,,,,,,,,,,2,,4,,,,,,,,,,,,,,,,,,,,Rochester Town,,
Vermont,1988,President,,1182,925,,,,,,3,,0,0,,,0,,,,,,3,11,,,,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,Rockingham Town,,
Vermont,1988,President,,124,112,,,,,,0,,0,0,,,1,,,,,,0,0,,,,,,,,,,,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,Roxbury Town,,
Vermont,1988,President,,430,489,,,,,,2,,0,2,,,0,,,,,,2,4,,,,,,,,,,,,,,,,,0,,12,,,,,,,,,,,,,,,,,,,,Royalton Town,,
Vermont,1988,President,,152,230,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Rupert Town,,
Vermont,1988,President,,3590,3631,,,,,,6,,4,1,,,4,,,,,,3,30,,,,,,,,,,,,,,,,,5,,19,,,,,,,,,,,,,,,,,,,,Rutland City,,
Vermont,1988,President,,702,1212,,,,,,2,,2,0,,,0,,,,,,0,7,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Rutland Town,,
Vermont,1988,President,,152,315,,,,,,0,,0,0,,,0,,,,,,1,2,,,,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,Ryegate Town,,
Vermont,1988,President,,212,248,,,,,,4,,2,1,,,2,,,,,,1,7,,,,,,,,,,,,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,Salisbury Town,,
Vermont,1988,President,,72,97,,,,,,3,,2,3,,,0,,,,,,1,13,,,,,,,,,,,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,Sandgate Town,,
Vermont,1988,President,,12,19,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Searsburg Town,,
Vermont,1988,President,,726,846,,,,,,5,,2,0,,,0,,,,,,2,12,,,,,,,,,,,,,,,,,0,,10,,,,,,,,,,,,,,,,,,,,Shaftsbury Town,,
Vermont,1988,President,,229,255,,,,,,0,,0,0,,,1,,,,,,0,1,,,,,,,,,,,,,,,,,0,,9,,,,,,,,,,,,,,,,,,,,Sharon Town,,
Vermont,1988,President,,62,121,,,,,,1,,0,0,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Sheffield Town,,
Vermont,1988,President,,1628,1673,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,Shelburne Town,,
Vermont,1988,President,,374,267,,,,,,1,,2,2,,,0,,,,,,2,11,,,,,,,,,,,,,,,,,2,,7,,,,,,,,,,,,,,,,,,,,Sheldon Town,,
Vermont,1988,President,,212,329,,,,,,1,,0,0,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,Sherburne Town,,
Vermont,1988,President,,260,224,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,,5,,,,,,,,,,,,,,,,,,,,Shoreham Town,,
Vermont,1988,President,,256,298,,,,,,1,,3,0,,,0,,,,,,0,9,,,,,,,,,,,,,,,,,3,,21,,,,,,,,,,,,,,,,,,,,Shrewsbury Town,,
Vermont,1988,President,,3373,3136,,,,,,3,,1,0,,,1,,,,,,0,1,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,,,,,,,,,South Burlington City,,
Vermont,1988,President,,391,452,,,,,,0,,0,0,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,South Hero Town,,
Vermont,1988,President,,2023,2083,,,,,,1,,0,0,,,0,,,,,,0,2,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,,,,,,,,,Springfield Town,,
Vermont,1988,President,,1441,1295,,,,,,1,,2,0,,,0,,,,,,1,4,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Saint Albans City,,
Vermont,1988,President,,753,827,,,,,,4,,2,0,,,5,,,,,,3,28,,,,,,,,,,,,,,,,,3,,38,,,,,,,,,,,,,,,,,,,,Saint Albans Town,,
Vermont,1988,President,,108,160,,,,,,2,,0,1,,,0,,,,,,0,2,,,,,,,,,,,,,,,,,3,,15,,,,,,,,,,,,,,,,,,,,Saint George Town,,
Vermont,1988,President,,1188,1974,,,,,,3,,0,0,,,3,,,,,,8,16,,,,,,,,,,,,,,,,,2,,5,,,,,,,,,,,,,,,,,,,,Saint Johnsbury Town,,
Vermont,1988,President,,174,214,,,,,,1,,0,0,,,0,,,,,,1,1,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,Stamford Town,,
Vermont,1988,President,,36,23,,,,,,0,,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,Stannard Town,,
Vermont,1988,President,,319,318,,,,,,0,,1,0,,,0,,,,,,0,5,,,,,,,,,,,,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,Starksboro Town,,
Vermont,1988,President,,117,130,,,,,,0,,0,0,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,Stockbridge Town,,
Vermont,1988,President,,815,1051,,,,,,3,,3,1,,,2,,,,,,1,9,,,,,,,,,,,,,,,,,4,,9,,,,,,,,,,,,,,,,,,,,Stowe Town,,
Vermont,1988,President,,332,177,,,,,,2,,1,0,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,Strafford Town,,
Vermont,1988,President,,34,63,,,,,,0,,0,0,,,0,,,,,,0,1,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,Stratton Town,,
