County,Town,1876PVI,1880PVI,1884PVI,1888PVI,1892PVI,1896PVI,1900PVI,1904PVI,1908PVI,1912PVI,1916PVI,1920PVI,1924PVI,1928PVI,1932PVI,1936PVI,1940PVI,1944PVI,1948PVI,1952PVI,1956PVI,1960PVI,1964PVI,1968PVI,1972PVI,1976PVI,1980PVI,1984PVI,1988PVI,1992PVI,1996PVI,2000PVI,2004PVI,2008PVI,2012PVI,2016PVI
Mason,,,,,,,,,,,,,,,,D+00.50,R+01.42,R+02.83,R+00.32,D+03.37,D+06.05,D+05.60,R+01.14,R+02.22,D+02.48,D+02.14,D+04.56,D+06.83,D+04.04,D+00.44,R+00.53,R+03.71,R+09.28,R+11.76,R+11.73,R+13.07,R+18.20
McCracken,,,,,,,,,,,,,,,,D+08.54,D+14.94,D+18.00,D+19.92,D+21.73,D+23.79,D+23.41,D+15.33,D+11.53,D+14.73,D+07.36,D+09.53,D+14.45,D+10.14,D+06.22,D+03.07,D+01.38,R+03.01,R+08.49,R+13.41,R+17.47,R+19.52
McCreary,,,,,,,,,,,,,,,,R+31.71,R+34.08,R+31.00,R+30.03,R+31.07,R+25.79,R+23.70,R+27.31,R+26.14,R+24.88,R+24.04,R+17.92,R+16.62,R+15.16,R+13.14,R+16.21,R+16.40,R+17.36,R+21.01,R+25.90,R+31.55,R+36.20
McLean,,,,,,,,,,,,,,,,D+03.84,D+04.87,D+04.56,D+04.31,D+07.60,D+10.39,D+08.25,D+00.88,D+00.17,D+03.90,R+01.83,D+05.40,D+14.55,D+11.53,D+09.06,D+08.97,D+05.61,R+01.84,R+06.81,R+07.97,R+12.95,R+22.92
Meade,,,,,,,,,,,,,,,,D+10.67,D+10.76,D+11.67,D+11.48,D+14.42,D+18.02,D+14.81,D+09.50,D+09.84,D+10.85,D+04.29,D+06.13,D+10.74,D+03.99,R+00.06,D+01.93,D+02.06,R+04.27,R+12.22,R+14.42,R+13.93,R+19.38
Menifee,,,,,,,,,,,,,,,,D+12.22,D+10.10,D+09.51,D+12.07,D+14.48,D+20.30,D+19.29,D+11.08,D+10.26,D+09.18,D+09.71,D+21.63,D+22.75,D+16.62,D+15.02,D+16.34,D+11.84,D+01.85,R+00.32,D+00.71,R+05.89,R+17.93
Mercer,,,,,,,,,,,,,,,,D+01.85,D+03.55,D+05.78,D+08.80,D+08.36,D+08.79,D+05.84,R+01.26,R+00.47,D+00.43,R+05.50,D+00.62,D+07.15,D+00.87,R+04.74,R+04.56,R+05.23,R+09.55,R+15.06,R+19.16,R+21.78,R+24.57
Metcalfe,,,,,,,,,,,,,,,,R+06.91,R+09.29,R+11.29,R+10.57,R+06.57,R+00.17,D+02.32,R+02.42,R+04.40,R+05.65,R+03.99,D+04.81,D+03.51,R+00.34,R+01.45,R+02.68,R+06.46,R+12.65,R+14.27,R+16.82,R+18.92,R+23.24
Monroe,,,,,,,,,,,,,,,,R+20.18,R+23.14,R+25.69,R+28.04,R+26.10,R+21.69,R+19.49,R+24.51,R+29.47,R+31.11,R+28.19,R+21.35,R+23.00,R+23.66,R+24.63,R+25.68,R+27.16,R+29.42,R+29.10,R+29.68,R+31.28,R+35.42
Montgomery,,,,,,,,,,,,,,,,D+03.02,D+02.25,D+02.96,D+07.33,D+13.32,D+15.97,D+12.46,D+06.95,D+03.35,R+02.29,R+05.60,D+04.04,D+09.57,D+03.92,R+00.22,D+03.24,D+03.12,R+01.74,R+04.42,R+08.24,R+13.71,R+18.88
Morgan,,,,,,,,,,,,,,,,D+14.94,D+12.30,D+13.91,D+18.63,D+22.25,D+25.86,D+23.32,D+16.65,D+18.61,D+18.60,D+14.37,D+19.89,D+22.08,D+18.51,D+16.08,D+15.11,D+08.07,R+01.94,R+02.75,R+04.96,R+15.26,R+25.09
Muhlenberg,,,,,,,,,,,,,,,,D+02.71,D+00.56,R+03.94,R+07.75,R+02.98,D+05.24,D+05.89,R+01.29,R+01.39,D+02.01,R+01.10,D+04.81,D+11.96,D+11.11,D+09.81,D+12.86,D+12.79,D+06.53,D+01.92,R+01.88,R+09.24,R+19.59
Nelson,,,,,,,,,,,,,,,,D+14.55,D+09.39,D+08.98,D+10.42,D+12.20,D+11.63,D+05.01,D+06.35,D+13.18,D+12.47,D+07.98,D+08.41,D+13.92,D+08.84,D+00.80,D+01.37,D+00.14,R+04.87,R+09.19,R+10.16,R+10.50,R+14.53
Nicholas,,,,,,,,,,,,,,,,D+09.17,D+06.03,D+05.43,D+09.06,D+13.40,D+17.02,D+18.44,D+14.05,D+10.10,D+09.23,D+05.32,D+10.84,D+16.01,D+07.98,D+02.20,D+04.93,D+02.64,R+06.70,R+08.48,R+07.37,R+12.21,R+18.47
Ohio,,,,,,,,,,,,,,,,R+08.77,R+12.30,R+12.40,R+11.06,R+09.94,R+06.92,R+06.59,R+12.48,R+13.61,R+12.88,R+13.87,R+06.78,R+03.85,R+03.43,R+02.84,R+01.43,R+01.90,R+08.51,R+12.32,R+12.15,R+16.21,R+25.37
Oldham,,,,,,,,,,,,,,,,D+08.91,D+11.68,D+12.62,D+13.21,D+10.59,D+07.72,D+04.39,R+00.03,D+01.53,D+01.24,R+05.94,R+07.93,R+07.02,R+10.52,R+14.65,R+14.09,R+15.62,R+18.18,R+18.75,R+18.95,R+19.88,R+19.13
Owen,,,,,,,,,,,,,,,,D+24.04,D+24.32,D+26.38,D+30.59,D+31.56,D+34.21,D+35.03,D+25.95,D+21.74,D+21.57,D+11.30,D+16.31,D+26.44,D+16.57,D+08.01,D+09.06,D+01.25,R+10.77,R+14.80,R+15.87,R+17.88,R+23.71
Owsley,,,,,,,,,,,,,,,,R+34.66,R+41.95,R+41.20,R+38.44,R+36.04,R+29.49,R+27.51,R+32.23,R+32.41,R+30.23,R+27.15,R+25.46,R+23.69,R+19.63,R+22.57,R+23.04,R+17.42,R+22.47,R+29.31,R+28.93,R+32.29,R+35.08
Pendleton,,,,,,,,,,,,,,,,R+03.61,R+02.20,R+04.43,R+02.85,D+02.05,D+06.56,D+04.93,R+04.20,R+03.68,R+01.84,R+07.23,D+02.96,D+10.48,D+01.60,R+06.27,R+05.88,R+06.12,R+11.32,R+15.59,R+17.24,R+17.89,R+24.28
Perry,,,,,,,,,,,,,,,,R+03.46,R+03.57,D+00.70,D+03.32,D+04.92,D+07.26,D+02.77,R+02.58,D+01.31,D+05.04,D+02.82,D+03.41,D+09.50,D+11.73,D+07.57,D+06.96,D+08.70,D+05.00,R+00.72,R+11.05,R+25.81,R+31.02
Pike,,,,,,,,,,,,,,,,D+03.51,R+00.97,R+00.93,D+01.70,D+03.52,D+09.11,D+09.68,D+06.96,D+05.96,D+06.19,D+06.01,D+07.41,D+11.85,D+15.06,D+16.15,D+15.21,D+13.03,D+08.33,D+04.44,R+03.44,R+19.21,R+30.48
Powell,,,,,,,,,,,,,,,,R+00.26,R+03.09,R+03.52,D+00.26,D+02.28,D+07.88,D+09.20,D+00.20,R+03.37,R+02.12,R+01.04,D+06.81,D+09.99,D+04.67,D+01.93,D+03.24,D+03.29,D+00.31,R+03.20,R+07.38,R+13.30,R+19.78
Pulaski,,,,,,,,,,,,,,,,R+18.81,R+20.79,R+21.32,R+20.10,R+20.15,R+16.86,R+15.25,R+22.43,R+23.31,R+20.69,R+19.95,R+14.18,R+11.86,R+14.30,R+18.71,R+20.49,R+22.47,R+24.32,R+25.29,R+28.75,R+32.16,R+34.09
Robertson,,,,,,,,,,,,,,,,D+06.10,D+04.47,D+02.88,D+05.37,D+10.30,D+13.14,D+13.24,D+08.12,D+03.31,D+02.08,D+04.79,D+12.62,D+14.11,D+08.55,D+04.22,D+03.90,R+00.79,R+10.22,R+12.89,R+09.24,R+11.41,R+21.73
Rockcastle,,,,,,,,,,,,,,,,R+22.86,R+28.61,R+28.40,R+25.53,R+25.73,R+20.33,R+16.80,R+22.16,R+26.29,R+26.17,R+21.90,R+16.01,R+16.48,R+18.95,R+22.84,R+26.29,R+27.59,R+27.54,R+27.37,R+29.01,R+32.44,R+35.57
Rowan,,,,,,,,,,,,,,,,D+00.99,R+01.91,R+04.61,R+01.46,D+01.92,D+07.07,D+07.53,D+02.64,D+00.80,D+01.02,D+00.37,D+06.00,D+08.68,D+04.50,D+02.34,D+04.22,D+04.52,D+01.45,D+01.77,D+00.73,R+04.30,R+09.08
Russell,,,,,,,,,,,,,,,,R+19.21,R+24.78,R+28.52,R+25.82,R+22.41,R+17.56,R+14.30,R+18.76,R+22.73,R+23.10,R+20.55,R+14.07,R+13.23,R+15.14,R+18.58,R+22.33,R+25.17,R+26.12,R+25.87,R+29.16,R+32.88,R+35.40
Scott,,,,,,,,,,,,,,,,D+08.47,D+08.32,D+09.92,D+15.00,D+17.90,D+17.96,D+16.60,D+10.70,D+06.96,D+06.57,R+00.70,D+00.34,D+07.93,D+03.27,R+03.53,R+03.85,R+04.93,R+07.39,R+10.45,R+12.76,R+14.41,R+15.96
Shelby,,,,,,,,,,,,,,,,D+07.92,D+09.63,D+12.24,D+16.12,D+16.48,D+17.78,D+17.32,D+11.72,D+11.62,D+10.08,R+00.02,D+01.17,D+08.75,D+04.52,R+02.68,R+03.50,R+06.23,R+11.47,R+15.48,R+16.17,R+16.07,R+17.42
Simpson,,,,,,,,,,,,,,,,D+17.49,D+12.15,D+14.21,D+19.88,D+22.88,D+24.46,D+23.59,D+15.97,D+11.51,D+08.43,D+00.04,D+06.35,D+13.42,D+06.42,R+00.84,D+00.03,D+01.47,R+02.20,R+07.57,R+12.49,R+14.67,R+17.78
Spencer,,,,,,,,,,,,,,,,D+04.01,D+10.57,D+14.96,D+17.80,D+17.70,D+19.76,D+17.35,D+06.62,D+04.82,D+02.79,R+07.14,D+01.37,D+11.38,D+04.73,R+01.71,R+01.53,R+05.11,R+12.72,R+18.48,R+20.76,R+21.48,R+25.60
Taylor,,,,,,,,,,,,,,,,R+06.69,R+09.77,R+08.77,R+05.12,R+01.97,D+00.28,R+02.25,R+10.99,R+12.62,R+12.78,R+12.60,R+03.42,R+00.19,R+02.70,R+08.17,R+09.86,R+12.26,R+17.51,R+19.34,R+21.91,R+22.92,R+24.64
Todd,,,,,,,,,,,,,,,,D+10.29,D+10.93,D+12.09,D+14.91,D+20.26,D+24.60,D+24.46,D+17.88,D+08.11,R+00.38,R+03.22,D+09.04,D+11.69,D+01.76,R+03.17,R+02.75,R+04.07,R+10.59,R+15.70,R+19.66,R+21.93,R+25.26
Trigg,,,,,,,,,,,,,,,,D+08.69,D+07.76,D+07.11,D+11.22,D+17.24,D+23.94,D+24.08,D+17.38,D+12.79,D+09.58,D+06.53,D+15.11,D+17.69,D+07.70,D+00.63,D+01.38,D+00.22,R+06.68,R+12.52,R+16.91,R+19.44,R+23.43
Trimble,,,,,,,,,,,,,,,,D+29.17,D+26.68,D+28.62,D+33.93,D+35.87,D+38.23,D+37.28,D+26.88,D+21.62,D+21.39,D+12.05,D+15.34,D+21.83,D+11.30,D+06.17,D+09.98,D+05.73,R+05.20,R+10.96,R+12.30,R+13.47,R+20.07
Union,,,,,,,,,,,,,,,,D+22.05,D+21.77,D+22.61,D+24.88,D+27.81,D+24.82,D+18.13,D+16.49,D+15.40,D+15.50,D+09.26,D+09.40,D+18.46,D+17.42,D+13.62,D+13.51,D+12.23,D+04.15,R+05.25,R+07.34,R+12.69,R+24.04
Warren,,,,,,,,,,,,,,,,D+02.45,D+04.83,D+06.00,D+07.96,D+08.77,D+07.93,D+04.72,R+00.22,R+01.88,R+04.61,R+08.22,R+03.24,R+00.50,R+04.21,R+08.65,R+09.49,R+10.93,R+12.49,R+12.56,R+12.82,R+13.14,R+13.50
Washington,,,,,,,,,,,,,,,,R+00.97,R+07.75,R+06.84,R+03.51,R+01.49,D+02.50,D+03.16,D+00.19,D+00.15,D+00.26,R+00.49,D+03.80,D+06.65,D+02.53,R+01.82,R+03.14,R+07.82,R+14.49,R+16.75,R+16.46,R+18.48,R+22.31
Wayne,,,,,,,,,,,,,,,,R+06.08,R+11.43,R+13.35,R+12.33,R+10.63,R+04.95,R+03.12,R+10.36,R+12.48,R+12.55,R+10.42,R+05.42,R+05.81,R+05.72,R+08.59,R+10.60,R+11.03,R+12.54,R+14.28,R+18.54,R+24.28,R+29.39
Webster,,,,,,,,,,,,,,,,D+09.13,D+08.64,D+09.92,D+11.09,D+16.69,D+21.83,D+19.83,D+12.35,D+10.01,D+11.95,D+06.62,D+11.97,D+20.09,D+16.86,D+13.11,D+14.67,D+13.46,D+03.70,R+04.67,R+08.30,R+14.38,R+24.11
Whitley,,,,,,,,,,,,,,,,R+23.53,R+24.67,R+21.64,R+21.64,R+22.44,R+16.49,R+15.84,R+19.33,R+16.63,R+16.74,R+17.94,R+11.98,R+09.60,R+09.27,R+10.78,R+11.03,R+10.60,R+13.04,R+17.13,R+23.61,R+29.53,R+33.43
Wolfe,,,,,,,,,,,,,,,,D+11.57,D+06.06,D+06.26,D+10.67,D+13.04,D+18.65,D+19.29,D+12.15,D+11.02,D+13.90,D+11.63,D+17.12,D+21.40,D+16.33,D+14.00,D+16.69,D+12.55,D+02.48,D+01.99,D+02.38,R+07.71,R+17.43
Woodford,,,,,,,,,,,,,,,,D+04.89,D+02.79,D+04.15,D+07.87,D+09.40,D+11.33,D+08.60,D+01.32,D+03.13,D+03.23,R+07.01,R+05.74,D+02.40,R+01.42,R+08.68,R+09.17,R+08.10,R+08.40,R+09.69,R+10.93,R+11.98,R+11.78
*Louisiana,,,,,,,,,,,,D+35.30,D+37.09,D+38.80,D+39.69,D+34.46,D+30.10,D+28.65,D+28.87,D+19.85,D+10.62,D+04.35,D+07.03,R+02.21,R+06.58,R+01.47,R+03.02,D+02.20,D+00.12,R+01.77,R+01.04,D+00.52,R+01.19,R+05.15,R+09.62,R+11.93,R+11.00
Acadia,,,,,,,,,,,,D+32.49,D+22.79,D+22.70,D+34.72,D+33.98,D+30.28,D+30.59,D+30.03,D+25.18,D+18.39,D+15.47,D+24.17,D+14.24,D+01.95,R+00.12,D+02.59,D+06.88,R+00.45,D+00.91,D+04.26,D+03.27,R+04.38,R+12.07,R+19.98,R+27.06,R+28.64
Allen,,,,,,,,,,,,,D+41.31,D+40.45,D+29.76,D+29.05,D+29.85,D+30.04,D+34.17,D+34.93,D+32.15,D+16.62,D+12.33,D+07.92,D+07.13,D+07.61,D+09.50,D+20.44,D+15.49,D+11.83,D+11.88,D+11.04,D+04.90,R+03.67,R+14.33,R+22.80,R+25.44
Ascension,,,,,,,,,,,,D+26.98,D+25.62,D+27.88,D+35.66,D+31.25,D+26.03,D+28.02,D+31.97,D+26.19,D+21.05,D+19.22,D+25.51,D+16.94,D+10.00,D+10.89,D+08.51,D+17.30,D+12.82,D+07.11,D+04.74,D+03.05,R+01.16,R+09.29,R+17.21,R+20.60,R+19.60
Assumption,,,,,,,,,,,,D+13.42,D+01.45,R+07.72,D+16.61,D+27.56,R+01.31,R+03.75,D+19.52,D+07.16,D+02.15,D+06.86,D+15.15,D+13.73,D+05.62,D+05.37,D+02.39,D+08.35,D+07.28,D+08.76,D+12.27,D+14.01,D+09.87,D+04.12,R+02.61,R+08.74,R+11.14
Avoyelles,,,,,,,,,,,,D+38.38,D+37.55,D+35.82,D+43.83,D+41.52,D+32.56,D+34.81,D+40.07,D+34.51,D+24.85,D+14.95,D+23.05,D+12.72,R+02.53,D+01.11,D+04.97,D+07.39,D+01.54,D+02.03,D+06.81,D+12.31,D+05.68,R+02.80,R+09.29,R+15.58,R+17.86
Beauregard,,,,,,,,,,,,,D+45.75,D+48.82,D+41.95,D+35.05,D+26.18,D+22.98,D+24.66,D+23.53,D+18.76,D+07.32,D+03.86,R+04.68,R+07.00,R+06.34,R+00.47,D+09.07,D+01.12,R+04.23,R+03.92,R+05.73,R+12.20,R+18.82,R+26.13,R+31.55,R+33.22
Bienville,,,,,,,,,,,,D+40.72,D+47.65,D+52.90,D+47.02,D+38.07,D+34.64,D+31.90,D+25.97,D+17.26,D+09.39,R+02.46,R+11.83,R+29.56,R+13.53,D+06.65,D+02.11,D+07.97,D+06.00,D+03.36,D+06.20,D+08.97,D+05.21,D+00.27,R+02.62,R+03.99,R+04.34
Bossier,,,,,,,,,,,,D+40.66,D+52.62,D+58.71,D+51.04,D+40.61,D+33.50,D+32.68,D+31.28,D+25.36,D+11.25,R+03.00,R+07.33,R+27.95,R+25.92,R+13.35,R+15.43,R+09.80,R+12.84,R+16.51,R+13.64,R+09.14,R+11.57,R+18.00,R+22.70,R+25.33,R+24.89
Caddo,,,,,,,,,,,,D+38.83,D+49.51,D+50.73,D+35.20,D+27.68,D+28.21,D+27.46,D+22.26,D+09.07,R+03.49,R+10.48,R+14.73,R+30.34,R+23.05,R+08.74,R+11.30,R+06.20,R+03.96,R+04.53,R+02.46,D+01.85,D+02.24,D+00.08,R+01.06,R+00.80,D+00.82
Calcasieu,,,,,,,,,,,,D+34.11,D+43.77,D+40.82,D+28.37,D+26.77,D+27.09,D+25.70,D+27.55,D+26.57,D+20.16,D+09.53,D+12.53,D+08.30,D+03.66,D+05.47,D+07.49,D+13.25,D+09.49,D+07.36,D+05.64,D+04.17,D+00.59,R+05.14,R+11.67,R+16.41,R+17.53
Caldwell,,,,,,,,,,,,D+37.92,D+44.78,D+47.54,D+41.38,D+33.81,D+29.08,D+25.95,D+22.28,D+23.46,D+20.77,D+06.15,D+00.62,R+21.42,R+12.53,R+01.62,R+11.01,R+03.16,R+08.27,R+12.99,R+06.65,R+00.33,R+09.49,R+18.49,R+24.86,R+30.30,R+32.08
Cameron,,,,,,,,,,,,D+34.19,D+49.73,D+58.36,D+54.57,D+44.54,D+37.93,D+38.57,D+39.78,D+37.81,D+26.05,D+15.96,D+26.33,D+19.38,D+05.14,D+01.85,D+10.12,D+19.79,D+08.26,D+05.28,D+08.16,D+06.17,R+04.37,R+16.70,R+27.94,R+38.99,R+41.46
Catahoula,,,,,,,,,,,,D+38.00,D+41.33,D+38.67,D+32.61,D+32.54,D+34.78,D+33.85,D+31.84,D+30.07,D+24.48,D+09.47,R+05.14,R+27.97,R+20.74,R+06.94,R+05.41,D+02.15,R+04.64,R+07.83,R+01.46,D+04.34,R+03.78,R+13.86,R+18.00,R+19.75,R+20.82
Claiborne,,,,,,,,,,,,D+40.80,D+53.64,D+60.58,D+53.06,D+41.86,D+35.42,D+35.69,D+32.56,D+18.41,D+00.87,R+11.72,R+18.77,R+36.84,R+20.97,D+00.68,R+05.40,D+00.46,D+01.43,R+01.09,D+00.89,D+03.28,R+00.68,R+05.47,R+07.14,R+07.88,R+07.36
Concordia,,,,,,,,,,,,D+38.76,D+52.76,D+56.72,D+46.52,D+39.66,D+35.82,D+34.27,D+32.45,D+26.90,D+16.57,D+05.80,R+01.86,R+25.73,R+13.57,D+05.70,R+03.42,R+00.48,R+02.99,R+05.58,R+00.88,D+04.08,R+01.08,R+08.32,R+11.84,R+12.22,R+12.19
De Soto,,,,,,,,,,,,D+40.58,D+53.16,D+57.68,D+44.16,D+34.91,D+35.54,D+35.93,D+30.96,D+20.48,D+07.40,R+03.58,R+06.19,R+22.44,R+04.56,D+14.59,D+03.12,D+08.95,D+07.77,D+04.20,D+06.49,D+08.26,D+03.87,R+02.69,R+07.24,R+09.70,R+10.51
East Baton Rouge,,,,,,,,,,,,D+35.95,D+44.13,D+47.54,D+33.17,D+22.99,D+27.27,D+30.55,D+31.26,D+20.98,D+11.09,D+04.37,D+04.47,R+05.13,R+09.69,R+03.36,R+04.57,R+00.94,R+01.82,R+04.58,R+06.57,R+05.29,R+03.53,R+03.84,R+03.10,R+00.95,D+02.21
East Carroll,,,,,,,,,,,,D+40.12,D+53.87,D+52.78,D+40.32,D+36.79,D+32.40,D+25.60,D+21.26,D+19.79,D+15.73,D+12.39,D+04.63,R+25.78,R+09.62,D+18.88,D+09.05,D+08.87,D+10.45,D+09.28,D+08.08,D+10.76,D+11.25,D+09.88,D+10.64,D+10.45,D+11.27
East Feliciana,,,,,,,,,,,,D+39.83,D+51.38,D+59.50,D+49.41,D+36.98,D+32.18,D+30.17,D+28.81,D+20.71,D+12.31,D+12.91,D+13.40,R+15.39,R+07.53,D+16.15,D+11.48,D+16.12,D+12.28,D+06.86,D+05.32,D+06.30,D+02.68,R+02.64,R+06.45,R+07.36,R+06.80
Evangeline,,,,,,,,,,,,D+37.27,D+28.56,D+28.43,D+44.98,D+42.10,D+34.04,D+34.03,D+38.55,D+35.17,D+23.02,D+15.97,D+27.97,D+18.52,D+06.47,D+04.93,D+06.21,D+09.46,D+03.30,D+04.25,D+06.88,D+07.03,R+00.53,R+06.44,R+11.52,R+16.94,R+19.91
Franklin,,,,,,,,,,,,D+40.41,D+47.32,D+47.86,D+38.33,D+33.46,D+34.27,D+33.41,D+31.67,D+33.50,D+29.68,D+15.69,D+04.86,R+25.83,R+29.73,R+14.06,R+09.83,R+01.23,R+05.50,R+10.47,R+06.27,R+03.00,R+10.03,R+16.63,R+19.43,R+20.95,R+21.80
Grant,,,,,,,,,,,,D+38.07,D+46.85,D+46.63,D+34.52,D+31.32,D+26.38,D+26.24,D+30.28,D+25.99,D+24.10,D+13.26,D+02.79,R+15.75,R+17.36,R+11.54,R+04.22,D+06.80,R+02.59,R+08.44,R+06.45,R+05.02,R+12.82,R+21.73,R+29.90,R+35.67,R+36.30
Iberia,,,,,,,,,,,,D+22.35,D+11.75,D+03.41,D+31.14,D+30.45,D+10.65,D+10.44,D+19.02,R+02.02,R+14.72,R+05.35,D+07.19,D+05.32,R+05.41,R+03.60,R+04.97,R+03.17,R+04.33,R+03.20,R+01.60,R+00.12,R+04.39,R+09.72,R+12.56,R+15.31,R+16.24
Iberville,,,,,,,,,,,,D+20.81,D+16.09,D+16.55,D+34.08,D+30.17,D+20.89,D+27.07,D+29.34,D+27.44,D+23.64,D+16.31,D+20.97,D+13.50,D+09.89,D+17.19,D+12.06,D+18.73,D+19.64,D+14.94,D+10.68,D+11.67,D+12.65,D+08.78,D+04.91,D+03.39,D+03.45
Jackson,,,,,,,,,,,,D+39.03,D+48.83,D+52.88,D+56.29,D+48.87,D+33.97,D+32.35,D+31.78,D+28.16,D+23.75,D+06.94,R+05.75,R+21.07,R+13.69,R+01.78,R+05.45,D+02.15,R+01.91,R+06.54,R+03.59,R+01.62,R+07.55,R+14.19,R+18.47,R+21.27,R+21.41
Jefferson,,,,,,,,,,,,D+38.88,D+46.85,D+50.28,D+48.34,D+40.75,D+32.62,D+32.39,D+32.95,D+21.52,D+10.09,D+03.43,D+06.65,R+00.10,R+12.09,R+12.69,R+12.45,R+09.65,R+13.37,R+14.83,R+14.10,R+11.38,R+09.22,R+10.46,R+13.98,R+14.22,R+10.03
Jefferson Davis,,,,,,,,,,,,,D+16.86,D+13.19,D+18.38,D+20.91,D+20.54,D+17.00,D+14.33,D+14.55,D+11.23,D+00.09,D+08.04,D+09.23,D+00.48,R+01.61,D+02.40,D+10.08,D+04.15,D+04.32,D+07.53,D+07.11,R+00.42,R+09.66,R+17.83,R+25.06,R+27.52
La Salle,,,,,,,,,,,,D+39.48,D+46.51,D+47.38,D+35.96,D+29.77,D+29.30,D+28.91,D+30.01,D+23.39,D+15.09,D+00.46,R+15.19,R+33.17,R+29.10,R+18.65,R+13.23,R+03.05,R+12.32,R+20.54,R+14.77,R+08.95,R+17.53,R+28.44,R+35.21,R+40.29,R+40.96
Lafayette,,,,,,,,,,,,D+25.09,D+24.94,D+18.98,D+36.60,D+38.64,D+32.68,D+26.81,D+27.60,D+13.41,R+00.33,D+02.13,D+09.43,D+06.24,R+07.13,R+08.71,R+07.53,R+05.30,R+08.36,R+08.47,R+06.49,R+07.08,R+10.96,R+14.00,R+16.61,R+19.35,R+18.91
Lafourche,,,,,,,,,,,,D+15.98,D+08.33,D+03.05,D+32.87,D+38.30,D+11.80,D+08.38,D+26.55,D+17.45,D+09.07,D+04.96,D+13.00,D+17.71,D+04.35,R+02.62,R+02.46,D+04.14,R+02.02,R+03.01,D+02.28,D+04.30,R+00.05,R+08.08,R+18.67,R+27.09,R+28.52
Lincoln,,,,,,,,,,,,D+39.62,D+46.16,D+49.99,D+35.67,D+26.31,D+30.99,D+30.43,D+20.19,D+10.03,D+03.26,R+09.90,R+18.66,R+30.49,R+22.42,R+08.43,R+09.69,R+05.46,R+02.71,R+05.76,R+05.80,R+02.56,R+04.66,R+08.15,R+09.29,R+09.69,R+10.37
Livingston,,,,,,,,,,,,D+38.36,D+40.65,D+45.16,D+30.73,D+23.54,D+28.49,D+28.84,D+35.59,D+34.54,D+30.95,D+22.90,D+22.01,D+01.31,R+06.19,R+03.96,R+02.52,D+09.87,R+00.13,R+07.58,R+08.94,R+09.69,R+14.62,R+22.90,R+33.26,R+39.10,R+38.27
Madison,,,,,,,,,,,,D+41.74,D+55.26,D+61.69,D+43.64,D+28.28,D+30.68,D+30.61,D+22.69,D+11.99,R+00.22,R+06.83,R+13.84,R+33.70,R+06.87,D+20.37,D+14.54,D+15.38,D+10.65,D+07.21,D+06.64,D+09.88,D+07.45,D+02.68,D+03.52,D+07.28,D+08.43
Morehouse,,,,,,,,,,,,D+40.79,D+52.98,D+51.92,D+37.85,D+33.44,D+34.02,D+33.86,D+31.18,D+28.17,D+19.98,D+06.06,R+08.76,R+34.53,R+24.06,R+04.26,R+08.85,R+06.54,R+04.71,R+06.46,R+04.35,R+00.54,R+03.21,R+06.51,R+08.20,R+07.04,R+05.84
Natchitoches,,,,,,,,,,,,D+38.82,D+48.64,D+51.40,D+44.48,D+37.42,D+30.50,D+27.37,D+22.85,D+16.21,D+13.77,D+03.75,R+00.76,R+12.19,R+06.65,D+03.05,R+00.98,D+05.94,D+02.85,R+00.64,D+00.74,D+03.56,D+01.91,R+03.02,R+05.88,R+06.35,R+06.04
Orleans,,,,,,,,,,,,D+36.57,D+34.71,D+38.31,D+43.14,D+36.59,D+31.88,D+29.76,D+29.31,D+17.17,D+06.54,D+02.78,D+06.85,D+01.91,R+00.17,D+06.66,D+04.17,D+10.00,D+15.76,D+17.73,D+18.36,D+21.13,D+25.63,D+28.40,D+28.13,D+28.44,D+31.74
Ouachita,,,,,,,,,,,,D+39.68,D+49.73,D+47.69,D+33.39,D+29.76,D+29.53,D+27.38,D+23.41,D+17.71,D+13.25,D+01.92,R+10.56,R+30.89,R+27.65,R+13.48,R+13.98,R+10.43,R+10.38,R+13.11,R+12.62,R+09.49,R+10.44,R+13.28,R+15.32,R+14.48,R+13.37
Plaquemines,,,,,,,,,,,,D+32.64,D+38.17,D+40.06,D+46.96,D+44.61,D+36.18,D+34.56,D+32.93,D+11.97,R+21.89,R+32.32,R+08.39,R+18.68,R+21.56,R+10.29,R+23.03,R+10.78,R+05.81,R+08.70,R+06.40,R+03.38,R+04.70,R+11.53,R+17.42,R+18.51,R+17.34
Pointe Coupee,,,,,,,,,,,,D+28.87,D+37.65,D+37.37,D+44.27,D+43.29,D+32.44,D+31.68,D+31.86,D+22.49,D+12.10,D+10.49,D+21.37,D+09.56,D+08.44,D+20.21,D+13.50,D+17.27,D+16.59,D+13.75,D+12.18,D+11.15,D+08.04,D+03.74,R+03.01,R+07.57,R+08.24
Rapides,,,,,,,,,,,,D+37.45,D+46.30,D+41.55,D+28.04,D+27.80,D+28.30,D+30.14,D+33.36,D+25.78,D+17.38,D+05.49,D+00.72,R+10.84,R+14.55,R+07.05,R+03.93,D+00.71,R+04.72,R+08.30,R+07.16,R+04.37,R+06.89,R+12.01,R+15.78,R+17.58,R+17.41
Red River,,,,,,,,,,,,D+40.83,D+45.96,D+51.96,D+46.11,D+35.99,D+34.76,D+32.11,D+25.40,D+22.15,D+26.63,D+19.12,D+05.33,R+25.14,R+13.65,D+06.36,R+03.46,D+06.55,D+04.94,D+00.98,D+04.59,D+08.48,D+05.50,R+01.62,R+05.41,R+06.25,R+05.37
