State,Year,Office,County,D#,R#,UL#,Proh.#,Labor#,ND#,Soc.D#,Nat.#,Pop.#,S#,Prog.#,AI#,CON#,I1#,I2#,I3#,Ref.#,NL#,G#,L#,NA#,SM#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,Proh.,Am.#,I#,W/I#,IL#,Unnamed: 13,C#
Kansas,1994,Governor,Bourbon,1822,3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Brown,1518,2490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Butler,6181,11893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Chase,418,841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Chautauqua,400,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Cherokee,2791,3683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Cheyenne,413,1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Clark,302,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Clay,1050,2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Cloud,1229,2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Coffey,905,2803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Comanche,233,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Cowley,4508,7494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Crawford,6225,5917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Decatur,330,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Dickinson,1939,4877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Doniphan,1025,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Douglas,12281,14814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Edwards,448,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Elk,435,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Ellis,3605,5762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Ellsworth,788,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Finney,2240,5546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Ford,2184,5044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Franklin,2194,5182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Geary,2080,3137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Gove,352,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Graham,319,1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Grant,409,1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Gray,419,1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Greeley,195,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Greenwood,871,2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Hamilton,293,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Harper,837,1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Harvey,4102,8006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Haskell,301,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Hodgeman,250,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Jackson,2059,2786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Jefferson,2567,3697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Jewell,302,1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Johnson,34112,82238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Kearny,262,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Kingman,1076,2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Kiowa,378,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Labette,3544,3803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Lane,197,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Leavenworth,6637,9792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Lincoln,446,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Linn,969,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Logan,325,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Lyon,3718,6663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Marion,1392,3785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Marshall,1808,2820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,McPherson,2820,7176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Meade,398,1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Miami,3106,4791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Mitchell,670,2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Montgomery,4662,7624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Morris,817,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Morton,396,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Nemaha,2133,2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Neosho,2350,3572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Ness,397,1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Norton,526,1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Osage,2010,4028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Osborne,535,1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Ottawa,662,1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Pawnee,974,1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Phillips,525,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Pottawatomie,2356,4106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Pratt,1258,2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Rawlins,411,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Reno,8259,13872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Republic,718,2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Rice,1356,2738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Riley,5642,8871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Rooks,565,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Rush,469,1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Russell,943,2419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Saline,5161,12699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Scott,380,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Sedgwick,48424,83568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Seward,1054,3239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Shawnee,29159,35843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Sheridan,345,918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Sherman,620,2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Smith,624,1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Stafford,621,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Stanton,122,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Stevens,331,1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Sumner,3190,5444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Thomas,989,2454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Trego,404,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Wabaunsee,949,2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Wallace,136,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Washington,699,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Wichita,209,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Wilson,989,2382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Woodson,528,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1994,Governor,Wyandotte,19569,14084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1998,Governor,Allen,792,2882,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,72,,,,,
Kansas,1998,Governor,Anderson,558,1814,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,90,,,,,
Kansas,1998,Governor,Atchison,1253,3093,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,122,,,,,
Kansas,1998,Governor,Barber,470,1745,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,94,,,,,
Kansas,1998,Governor,Barton,1671,6567,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,126,,,,,
Kansas,1998,Governor,Bourbon,1021,3489,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,127,,,,,
Kansas,1998,Governor,Brown,602,3046,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,151,,,,,
Kansas,1998,Governor,Butler,6171,22133,,,,,,,,,,,,,,,258,,,,,,,,,,,,,,,,,1430,,,,,
Kansas,1998,Governor,Chase,176,650,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,41,,,,,
Kansas,1998,Governor,Chautauqua,285,813,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,28,,,,,
Kansas,1998,Governor,Cherokee,2169,4677,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,103,,,,,
Kansas,1998,Governor,Cheyenne,227,953,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,48,,,,,
Kansas,1998,Governor,Clark,122,737,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,41,,,,,
Kansas,1998,Governor,Clay,442,2782,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,76,,,,,
Kansas,1998,Governor,Cloud,625,2813,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,97,,,,,
Kansas,1998,Governor,Coffey,502,2162,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,137,,,,,
Kansas,1998,Governor,Comanche,111,672,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,15,,,,,
Kansas,1998,Governor,Cowley,2459,6265,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,311,,,,,
Kansas,1998,Governor,Crawford,3304,8291,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,198,,,,,
Kansas,1998,Governor,Decatur,204,1101,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,25,,,,,
Kansas,1998,Governor,Dickinson,1008,4665,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,165,,,,,
Kansas,1998,Governor,Doniphan,433,2088,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,55,,,,,
Kansas,1998,Governor,Douglas,7313,17502,,,,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,416,,,,,
Kansas,1998,Governor,Edwards,207,987,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,19,,,,,
Kansas,1998,Governor,Elk,281,744,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,49,,,,,
Kansas,1998,Governor,Ellis,1692,5595,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,167,,,,,
Kansas,1998,Governor,Ellsworth,411,1751,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,42,,,,,
Kansas,1998,Governor,Finney,1500,5314,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,179,,,,,
Kansas,1998,Governor,Ford,1168,4775,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,168,,,,,
Kansas,1998,Governor,Franklin,1465,4591,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,230,,,,,
Kansas,1998,Governor,Geary,1049,3471,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,90,,,,,
Kansas,1998,Governor,Gove,204,863,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,53,,,,,
Kansas,1998,Governor,Graham,180,801,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,15,,,,,
Kansas,1998,Governor,Grant,277,1466,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,28,,,,,
Kansas,1998,Governor,Gray,242,1227,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,35,,,,,
Kansas,1998,Governor,Greeley,98,407,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,14,,,,,
Kansas,1998,Governor,Greenwood,508,1815,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,71,,,,,
Kansas,1998,Governor,Hamilton,181,696,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,29,,,,,
Kansas,1998,Governor,Harper,570,1813,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,82,,,,,
Kansas,1998,Governor,Harvey,2036,7308,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,562,,,,,
Kansas,1998,Governor,Haskell,180,880,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,47,,,,,
Kansas,1998,Governor,Hodgeman,258,609,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,25,,,,,
Kansas,1998,Governor,Jackson,1000,3296,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,134,,,,,
Kansas,1998,Governor,Jefferson,1342,3821,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,182,,,,,
Kansas,1998,Governor,Jewell,174,1086,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,34,,,,,
Kansas,1998,Governor,Johnson,20711,106976,,,,,,,,,,,,,,,1885,,,,,,,,,,,,,,,,,2380,,,,,
Kansas,1998,Governor,Kearny,211,759,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,49,,,,,
Kansas,1998,Governor,Kingman,539,2105,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,103,,,,,
Kansas,1998,Governor,Kiowa,193,973,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,47,,,,,
Kansas,1998,Governor,Labette,1701,4500,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,98,,,,,
Kansas,1998,Governor,Lane,167,851,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,29,,,,,
Kansas,1998,Governor,Leavenworth,3462,10033,,,,,,,,,,,,,,,233,,,,,,,,,,,,,,,,,377,,,,,
Kansas,1998,Governor,Lincoln,225,1263,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,45,,,,,
Kansas,1998,Governor,Linn,670,1930,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,87,,,,,
Kansas,1998,Governor,Logan,148,841,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,63,,,,,
Kansas,1998,Governor,Lyon,1767,6494,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,176,,,,,
Kansas,1998,Governor,Marion,678,3491,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,176,,,,,
Kansas,1998,Governor,Marshall,876,3125,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,113,,,,,
Kansas,1998,Governor,McPherson,1340,7101,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,357,,,,,
Kansas,1998,Governor,Meade,305,1277,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,72,,,,,
Kansas,1998,Governor,Miami,1936,5360,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,,221,,,,,
Kansas,1998,Governor,Mitchell,355,1921,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,43,,,,,
Kansas,1998,Governor,Montgomery,2739,6846,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,293,,,,,
Kansas,1998,Governor,Morris,407,1465,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,55,,,,,
Kansas,1998,Governor,Morton,212,840,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,29,,,,,
Kansas,1998,Governor,Nemaha,810,2690,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,205,,,,,
Kansas,1998,Governor,Neosho,1162,3774,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,148,,,,,
Kansas,1998,Governor,Ness,261,1169,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,81,,,,,
Kansas,1998,Governor,Norton,345,1389,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,70,,,,,
Kansas,1998,Governor,Osage,1120,3538,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,207,,,,,
Kansas,1998,Governor,Osborne,304,1396,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,37,,,,,
Kansas,1998,Governor,Ottawa,321,1617,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,79,,,,,
Kansas,1998,Governor,Pawnee,492,1655,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,42,,,,,
Kansas,1998,Governor,Phillips,297,1469,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,26,,,,,
Kansas,1998,Governor,Pottawatomie,935,3999,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,425,,,,,
Kansas,1998,Governor,Pratt,646,2166,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,59,,,,,
Kansas,1998,Governor,Rawlins,185,1079,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,43,,,,,
Kansas,1998,Governor,Reno,3905,14439,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,732,,,,,
Kansas,1998,Governor,Republic,375,1965,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,61,,,,,
Kansas,1998,Governor,Rice,553,2527,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,131,,,,,
Kansas,1998,Governor,Riley,2378,9520,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,207,,,,,
Kansas,1998,Governor,Rooks,361,1582,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,44,,,,,
Kansas,1998,Governor,Rush,299,1040,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,26,,,,,
Kansas,1998,Governor,Russell,485,2453,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,45,,,,,
Kansas,1998,Governor,Saline,2980,14774,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,332,,,,,
Kansas,1998,Governor,Scott,285,1222,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,82,,,,,
Kansas,1998,Governor,Sedgwick,29294,67323,,,,,,,,,,,,,,,547,,,,,,,,,,,,,,,,,4677,,,,,
Kansas,1998,Governor,Seward,774,2597,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,66,,,,,
Kansas,1998,Governor,Shawnee,14566,37314,,,,,,,,,,,,,,,739,,,,,,,,,,,,,,,,,1292,,,,,
Kansas,1998,Governor,Sheridan,179,863,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,37,,,,,
Kansas,1998,Governor,Sherman,358,1443,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,45,,,,,
Kansas,1998,Governor,Smith,301,1393,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,38,,,,,
Kansas,1998,Governor,Stafford,339,1356,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,33,,,,,
Kansas,1998,Governor,Stanton,131,544,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,14,,,,,
Kansas,1998,Governor,Stevens,308,1305,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,47,,,,,
Kansas,1998,Governor,Sumner,1769,4629,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,267,,,,,
Kansas,1998,Governor,Thomas,440,2120,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,122,,,,,
Kansas,1998,Governor,Trego,208,940,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,9,,,,,
Kansas,1998,Governor,Wabaunsee,490,1842,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,131,,,,,
Kansas,1998,Governor,Wallace,85,493,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,60,,,,,
Kansas,1998,Governor,Washington,406,1880,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,66,,,,,
Kansas,1998,Governor,Wichita,149,721,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,24,,,,,
Kansas,1998,Governor,Wilson,591,2379,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,113,,,,,
Kansas,1998,Governor,Woodson,319,899,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,40,,,,,
Kansas,1998,Governor,Wyandotte,13454,16971,,,,,,,,,,,,,,,563,,,,,,,,,,,,,,,,,511,,,,,
Kansas,2002,Governor,Allen,2441,1842,,,,,,,,,,,,,,,43,,,58,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Anderson,1562,1137,,,,,,,,,,,,,,,40,,,28,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Atchison,3037,1936,,,,,,,,,,,,,,,46,,,64,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Barber,848,968,,,,,,,,,,,,,,,12,,,19,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Barton,4570,4231,,,,,,,,,,,,,,,100,,,58,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Bourbon,2159,2220,,,,,,,,,,,,,,,50,,,37,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Brown,1896,1540,,,,,,,,,,,,,,,39,,,53,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Butler,8320,9108,,,,,,,,,,,,,,,202,,,151,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Chase,605,496,,,,,,,,,,,,,,,15,,,8,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Chautauqua,423,788,,,,,,,,,,,,,,,15,,,9,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Cherokee,2921,3614,,,,,,,,,,,,,,,51,,,52,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Cheyenne,483,740,,,,,,,,,,,,,,,13,,,5,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Clark,438,577,,,,,,,,,,,,,,,12,,,14,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Clay,1618,1573,,,,,,,,,,,,,,,29,,,21,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Cloud,1697,1591,,,,,,,,,,,,,,,44,,,28,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Coffey,1714,1618,,,,,,,,,,,,,,,47,,,36,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Comanche,359,401,,,,,,,,,,,,,,,16,,,3,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Cowley,6180,4709,,,,,,,,,,,,,,,102,,,99,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Crawford,6890,4438,,,,,,,,,,,,,,,81,,,124,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Decatur,743,643,,,,,,,,,,,,,,,11,,,13,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Dickinson,3682,3014,,,,,,,,,,,,,,,87,,,63,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Doniphan,986,1380,,,,,,,,,,,,,,,29,,,49,,,,,,,,,,,,,,,,,,,
Kansas,2002,Governor,Douglas,21594,8973,,,,,,,,,,,,,,,188,,,384,,,,,,,,,,,,,,,,,,,
