State,Year,Office,County,D#,R#,UL#,Proh.#,Labor#,ND#,Soc.D#,Nat.#,Pop.#,S#,Prog.#,AI#,CON#,I1#,I2#,I3#,Ref.#,NL#,G#,L#,NA#,SM#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,Proh.,Am.#,I#,W/I#,IL#,Unnamed: 13,C#
Kansas,1888,President,Allen,1036,1886,332,77,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Anderson,960,1843,369,171,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Atchison,2603,3219,332,25,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Barber,710,977,304,11,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Barton,1228,1353,101,70,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Bourbon,1831,3569,805,49,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Brown,1803,2696,235,117,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Butler,1616,3172,721,221,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Chase,593,1126,326,36,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Chautauqua,694,1590,466,12,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Cherokee,2038,2935,1269,192,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Cheyenne,420,779,22,14,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Clark,349,473,98,2,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Clay,920,1914,794,140,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Cloud,1052,2542,557,118,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Coffey,1227,1970,440,109,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Comanche,384,490,93,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Cowley,1933,4112,1534,120,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Crawford,1875,3156,1362,120,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Davis,731,1224,131,46,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Decatur,1695,2746,473,157,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Dickinson,1109,2245,14,7,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Doniphan,1669,3189,217,238,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Douglas,334,541,114,20,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Edwards,696,1566,600,50,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
Kansas,1888,President,Elk,756,690,105,2,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Ellis,831,1159,39,22,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Ellsworth,348,694,49,11,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Finney,630,882,119,50,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Ford,1113,2422,1056,208,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Franklin,129,225,3,5,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Garfield,756,1027,97,10,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Gove,278,586,7,19,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Graham,342,797,245,4,,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,,,,,,
Kansas,1888,President,Grant,245,390,51,6,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,
Kansas,1888,President,Gray,268,417,48,33,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,
Kansas,1888,President,Greeley,180,422,105,8,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Greenwood,1110,2242,542,47,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Hamilton,295,480,28,9,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Harper,940,1490,587,37,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Harvey,1065,2145,676,68,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Haskell,197,291,21,0,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,
Kansas,1888,President,Hodgeman,220,563,83,14,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Jackson,1220,1979,13,92,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Jefferson,1601,2268,11,99,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Jewell,999,2285,757,128,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Johnson,1435,2164,303,171,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Kearny,248,367,1,2,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Kingman,622,1413,756,24,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Kiowa,381,525,107,30,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Labette,976,2870,2126,85,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Lane,267,459,49,20,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Leavenworth,3516,3272,335,71,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Lincoln,617,1069,349,59,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,
Kansas,1888,President,Linn,802,2166,1119,38,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Logan,283,609,33,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Lyon,1377,3014,469,155,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Marion,829,2279,1181,119,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Marshall,1283,2375,219,71,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,McPherson,1815,2547,835,73,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Meade,342,578,91,7,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Miami,1600,2170,359,100,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Mitchell,880,1676,337,105,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Montgomery,1863,2871,709,33,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Morris,840,1612,258,35,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Morton,205,333,29,7,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Nemaha,1682,2515,81,93,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,
Kansas,1888,President,Neosho,1144,2134,982,37,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Ness,470,891,124,71,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Norton,631,1471,466,31,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Osage,1380,3442,1001,164,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Osborne,686,1680,182,45,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,
Kansas,1888,President,Ottawa,769,1569,366,94,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Pawnee,303,895,209,38,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Phillips,763,1681,592,35,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,
Kansas,1888,President,Pottawatomie,1471,2419,162,52,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Pratt,652,1115,370,85,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Rawlins,633,1023,127,2,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Reno,1841,3398,366,158,,,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,
Kansas,1888,President,Republic,1205,2595,110,159,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Rice,934,1851,284,134,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Riley,772,1856,286,56,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Rooks,412,1112,350,33,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Rush,424,681,26,29,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Russell,571,953,24,15,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
Kansas,1888,President,Saline,1186,2263,329,126,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Scott,182,294,49,13,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Sedgwick,4025,6071,618,223,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Seward,207,400,43,4,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Shawnee,3143,7672,117,271,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Sheridan,337,623,37,8,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Sherman,481,803,146,12,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Smith,777,1726,699,71,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,
Kansas,1888,President,Stafford,483,975,505,89,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Stanton,197,298,50,3,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,
Kansas,1888,President,Stevens,268,307,61,21,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,
Kansas,1888,President,Sumner,2139,3499,1301,99,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Thomas,486,751,121,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Kansas,1888,President,Trego,220,477,25,24,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Kansas,1888,President,Wabaunsee,960,1708,31,33,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Wallace,198,412,9,5,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
Kansas,1888,President,Washington,1511,2999,260,45,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Wichita,207,438,78,15,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Wilson,1035,2191,671,47,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
Kansas,1888,President,Woodson,595,1149,363,104,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1888,President,Wyandotte,4155,5431,190,25,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Kansas,1892,President,Allen,,1509,,40,,,,,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Anderson,,1638,,94,,,,,1476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Atchison,,2666,,38,,,,,2718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Barber,,883,,17,,,,,1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Barton,,1381,,7,,,,,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Bourbon,,2803,,26,,,,,2863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Brown,,2562,,110,,,,,2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Butler,,2650,,95,,,,,2705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Chase,,891,,18,,,,,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Chautauqua,,1408,,6,,,,,1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Cherokee,,2696,,61,,,,,3751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Cheyenne,,505,,10,,,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Clark,,226,,2,,,,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Clay,,1666,,101,,,,,2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Cloud,,1915,,74,,,,,2268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Coffey,,1769,,66,,,,,1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Comanche,,259,,0,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Cowley,,3886,,127,,,,,3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Crawford,,3064,,86,,,,,4164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Decatur,,619,,2,,,,,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Dickinson,,2419,,65,,,,,2647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Doniphan,,2161,,9,,,,,1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Douglas,,3114,,146,,,,,2174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Edwards,,399,,5,,,,,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Elk,,1235,,13,,,,,1369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Ellis,,546,,14,,,,,1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Ellsworth,,1102,,14,,,,,1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Finney,,478,,4,,,,,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Ford,,648,,0,,,,,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Franklin,,2209,,156,,,,,2431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Garfield,,102,,0,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Geary,,863,,44,,,,,1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Gove,,327,,0,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Graham,,436,,0,,,,,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Grant,,151,,0,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Gray,,274,,1,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Greeley,,241,,0,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Greenwood,,1734,,23,,,,,1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Hamilton,,252,,10,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Harper,,1288,,65,,,,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Harvey,,2025,,54,,,,,1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Haskell,,177,,0,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Hodgeman,,363,,7,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Jackson,,1825,,29,,,,,1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Jefferson,,2026,,57,,,,,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Jewell,,1963,,118,,,,,2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Johnson,,2070,,99,,,,,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Kearny,,219,,0,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Kingman,,1225,,52,,,,,1564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Kiowa,,398,,15,,,,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Labette,,2950,,94,,,,,3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Lane,,284,,5,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Leavenworth,,3471,,52,,,,,3869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Lincoln,,878,,15,,,,,1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Linn,,2046,,35,,,,,2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Logan,,457,,0,,,,,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Lyon,,2591,,130,,,,,2623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Marion,,2294,,109,,,,,2335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Marshall,,2210,,87,,,,,1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,McPherson,,2531,,117,,,,,2937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Meade,,261,,1,,,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Miami,,2243,,45,,,,,2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Mitchell,,1467,,50,,,,,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Montgomery,,2736,,29,,,,,2514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Morris,,1416,,43,,,,,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Morton,,106,,2,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Nemaha,,2222,,52,,,,,2194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Neosho,,2000,,13,,,,,2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Ness,,495,,29,,,,,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Norton,,1054,,40,,,,,1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Osage,,2604,,175,,,,,3170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Osborne,,1162,,19,,,,,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Ottawa,,1444,,56,,,,,1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Pawnee,,670,,8,,,,,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Phillips,,1352,,8,,,,,1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Pottawatomie,,2107,,23,,,,,2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Pratt,,947,,26,,,,,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Rawlins,,592,,4,,,,,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Reno,,3166,,69,,,,,3097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Republic,,2167,,115,,,,,2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Rice,,1724,,140,,,,,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Riley,,1574,,45,,,,,1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Rooks,,811,,34,,,,,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Rush,,570,,14,,,,,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Russell,,1007,,16,,,,,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Saline,,1817,,31,,,,,2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Scott,,142,,5,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Sedgwick,,4770,,194,,,,,5254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Seward,,156,,2,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Shawnee,,6759,,148,,,,,4206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Sheridan,,325,,3,,,,,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Sherman,,571,,4,,,,,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Smith,,1389,,49,,,,,1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Stafford,,840,,68,,,,,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Stanton,,146,,0,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Stevens,,85,,0,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Sumner,,3503,,134,,,,,4058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Thomas,,490,,4,,,,,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Trego,,309,,9,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Wabaunsee,,1356,,20,,,,,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Wallace,,377,,2,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Washington,,2323,,20,,,,,2842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Wichita,,245,,1,,,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Wilson,,1803,,42,,,,,1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Woodson,,1071,,32,,,,,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1892,President,Wyandotte,,5889,,106,,,,,5529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Allen,1656,1833,,21,,22,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Anderson,1890,1780,,35,,14,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Atchison,2963,3326,,10,,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Barber,729,597,,10,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Barton,1616,1215,,4,,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Bourbon,3067,2900,,16,,28,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Brown,2618,2879,,48,,20,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Butler,2926,2414,,21,,9,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Chase,981,812,,12,,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Chautauqua,1293,1359,,5,,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Cherokee,5108,3505,,43,,46,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Cheyenne,322,327,,4,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Clark,191,182,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Clay,1929,1655,,31,,7,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Cloud,2129,1718,,23,,9,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Coffey,2194,2000,,32,,36,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Comanche,172,142,,0,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Cowley,3410,2871,,52,,20,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Crawford,4757,3868,,25,,38,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1896,President,Decatur,1032,594,,3,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
