State,Year,Office,County,D#,R#,Prog.#,C#,I#,Ref.#,L#,Proh.#,S#,Comm.#,U#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,W/I12#,G/R,NP1#,NP23,NP3#,NP4#,NP5#
Georgia,1916,President,Warren,292,47,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1916,President,Washington,954,18,156,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1916,President,Wayne,460,29,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1916,President,Webster,248,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1916,President,Wheeler,372,31,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1916,President,White,639,6,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1916,President,Whitfield,1093,16,707,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1916,President,Wilcox,590,12,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1916,President,Wilkes,785,17,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1916,President,Wilkinson,371,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1916,President,Worth,690,31,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Appling,313,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Atkinson,453,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Bacon,307,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Baker,141,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Baldwin,554,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Banks,479,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Barrow,731,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Bartow,922,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Ben Hill,543,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Berrien,623,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Bibb,2030,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Bleckley,262,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Brooks,597,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Bryan,175,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Bulloch,1098,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Burke,387,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Butts,502,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Calhoun,449,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Camden,152,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Campbell,263,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Candler,673,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Carroll,1632,1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Catoosa,55,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Charlton,157,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Chatham,4243,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Chattahoochee,87,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Chattooga,887,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Cherokee,544,1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Clarke,1419,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Clay,230,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Clayton,475,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Clinch,294,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Cobb,1208,1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Coffee,426,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Colquitt,768,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Columbia,476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Cook,260,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Coweta,1094,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Crawford,235,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Crisp,565,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Dade,494,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Dawson,254,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Decatur,982,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,DeKalb,1847,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Dodge,627,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Dooly,544,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Dougherty,621,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Douglas,427,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Early,381,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Echols,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Effingham,726,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Elbert,1247,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Emanuel,1444,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Evans,432,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Fannin,549,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Fayette,231,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Floyd,1923,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Forsyth,813,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Franklin,889,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Fulton,6635,3336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Gilmer,546,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Glascock,232,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Glynn,422,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Gordon,713,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Grady,887,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Greene,681,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Gwinnett,1645,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Habersham,503,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Hall,1475,852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Hancock,498,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Haralson,438,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Harris,398,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Hart,694,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Heard,461,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Henry,608,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Houston,723,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Irwin,525,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Jackson,1069,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Jasper,429,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Jeff Davis,260,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Jefferson,837,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Jenkins,331,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,L. B. Johnson,306,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Jones,87,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Laurens,1167,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Lee,251,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Liberty,303,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Lincoln,509,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Lowndes,1308,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Lumpkin,155,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,McDuffie,382,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,McIntosh,119,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Macon,483,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Madison,693,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Marion,236,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Meriwether,1059,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Miller,155,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Milton,278,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Mitchell,930,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Monroe,837,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Montgomery,169,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Morgan,450,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Murray,728,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Muscogee,1372,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Newton,753,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Oconee,341,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Oglethorpe,844,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Paulding,340,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Pickens,437,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Pierce,407,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Pike,1277,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Polk,658,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Pulaski,338,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Putnam,420,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Quitman,135,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Rabun,312,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Randolph,534,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Richmond,2656,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Rockdale,488,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Schley,235,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Screven,639,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Spalding,830,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Stephens,415,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Stewart,344,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Sumter,1076,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Talbot,379,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Taliaferro,330,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Tattnall,447,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Taylor,491,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Telfair,1069,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Terrell,500,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Thomas,1130,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Tift,576,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Toombs,397,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Towns,256,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Treutlen,263,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Troup,1451,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Turner,393,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Twiggs,273,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Union,469,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Upson,957,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Walker,1347,1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Walton,1189,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Ware,901,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Warren,402,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Washington,1134,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Wayne,407,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Webster,185,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Wheeler,350,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,White,209,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Whitfield,762,1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Wilcox,481,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Wilkes,876,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Wilkinson,256,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1920,President,Worth,626,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Appling,212,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Atkinson,394,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Bacon,961,79,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Baker,245,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Baldwin,826,107,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Banks,291,86,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Barrow,501,88,173,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Bartow,846,482,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Ben Hill,507,150,190,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Berrien,409,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Bibb,3647,455,283,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Bleckley,367,21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Brantley,238,9,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Brooks,1179,128,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Bryan,196,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Bulloch,989,37,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Burke,449,76,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Butts,493,50,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Calhoun,343,66,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Camden,172,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Campbell,477,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Candler,241,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Carroll,1784,526,228,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Catoosa,661,242,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Charlton,151,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Chatham,6158,1800,857,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Chattahoochee,208,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Chattooga,1615,412,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Cherokee,848,601,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Clarke,1530,267,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Clay,246,51,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Clayton,273,46,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Clinch,235,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Cobb,1360,362,188,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Coffee,510,62,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Colquitt,1572,205,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Columbia,213,47,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Cook,502,44,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Coweta,1010,67,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Crawford,352,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Crisp,439,21,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Dade,563,119,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Dawson,279,264,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Decatur,637,151,134,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,DeKalb,2277,590,374,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Dodge,1654,91,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Dooly,590,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Dougherty,1065,167,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Douglas,355,86,134,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Early,351,22,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Echols,482,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Effingham,337,39,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Elbert,1024,72,191,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Emanuel,710,39,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Evans,790,21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Fannin,1079,1650,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Fayette,257,24,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Floyd,1922,470,212,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Forsyth,715,298,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Franklin,618,109,116,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Fulton,7830,3229,1579,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Gilmer,776,912,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Glascock,111,26,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Glynn,612,283,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Gordon,875,397,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Grady,1449,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Greene,558,77,146,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Gwinnett,1011,207,116,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Habersham,808,322,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Hall,1398,290,175,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Hancock,272,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Haralson,447,667,121,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Harris,457,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Hart,857,65,195,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Heard,327,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Henry,594,53,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Houston,1611,75,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Irwin,268,35,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Jackson,993,142,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Jasper,448,68,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Jeff Davis,122,39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Jefferson,502,103,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Jenkins,200,16,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,L. B. Johnson,1058,194,116,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Jones,414,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Lamar,594,38,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Lanier,356,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Laurens,1127,121,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Lee,211,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Liberty,334,39,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Lincoln,847,121,296,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Long,499,19,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Lowndes,1095,57,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Lumpkin,357,111,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,McDuffie,267,37,256,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,McIntosh,127,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Macon,649,52,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Madison,504,121,61,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Marion,272,31,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Meriwether,886,103,342,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Miller,126,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Milton,224,53,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Mitchell,736,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Monroe,672,64,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Montgomery,353,87,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Morgan,598,126,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Murray,818,648,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Muscogee,2067,218,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Newton,716,139,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Oconee,279,46,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Oglethorpe,1748,129,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Paulding,419,378,126,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Pickens,754,1149,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Pierce,397,83,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Pike,895,41,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Polk,803,481,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Pulaski,442,29,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Putnam,457,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Quitman,138,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Rabun,454,117,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Randolph,518,88,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Richmond,2169,1296,379,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1924,President,Rockdale,382,24,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
