State,Year,Office,County,D#,R#,Pop.#,Prog.#,Proh.#,SD#,SL#,UR#,S#,Labor#,Comm.#,Wor.#,Am.#,L#,IND#,I#,Ref.#,NL#,G#,3rdP#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,W/I12#,W/I13#,W/I14#,W/I15#,AI#,I1#,I2#,U#
Maryland,1996,President,Somerset,3557,2919,,,,,,,,,,,29,72,,,613,19,,,,38,0,0,0,0,,,,,,,,,,,,,,
Maryland,1996,President,Saint Mary's,9988,11835,,,,,,,,,,,17,50,,,1827,13,,,,0,0,0,0,0,,,,,,,,,,,,,,
Maryland,1996,President,Talbot,4821,6997,,,,,,,,,,,14,63,,,914,25,,,,21,0,0,0,0,,,,,,,,,,,,,,
Maryland,1996,President,Washington,16481,21434,,,,,,,,,,,70,148,,,3934,39,,,,35,0,1,0,0,,,,,,,,,,,,,,
Maryland,1996,President,Wicomico,12303,12687,,,,,,,,,,,30,73,,,2160,20,,,,11,0,2,0,0,,,,,,,,,,,,,,
Maryland,1996,President,Worcester,7587,7621,,,,,,,,,,,21,54,,,1612,19,,,,17,0,0,0,0,,,,,,,,,,,,,,
Maryland,2000,President,Allegany,10894,14656,,,,,,,,,,,16,81,,,99,,610,,,15,0,,,,,,,,,,,,,,,,,
Maryland,2000,President,Anne Arundel,89624,104209,,,,,,,,,,,106,601,,,426,,5493,,,175,23,,,,,,,,,,,,,,,,,
Maryland,2000,President,Baltimore,160635,133033,,,,,,,,,,,122,834,,,689,,8544,,,212,15,,,,,,,,,,,,,,,,,
Maryland,2000,President,Baltimore City,158765,27150,,,,,,,,,,,83,408,,,335,,5512,,,135,16,,,,,,,,,,,,,,,,,
Maryland,2000,President,Calvert,12986,16004,,,,,,,,,,,10,69,,,65,,660,,,12,0,,,,,,,,,,,,,,,,,
Maryland,2000,President,Caroline,3396,5300,,,,,,,,,,,1,20,,,31,,198,,,5,1,,,,,,,,,,,,,,,,,
Maryland,2000,President,Carroll,20146,41742,,,,,,,,,,,43,209,,,154,,1681,,,52,0,,,,,,,,,,,,,,,,,
Maryland,2000,President,Cecil,12327,15494,,,,,,,,,,,31,136,,,81,,794,,,12,1,,,,,,,,,,,,,,,,,
Maryland,2000,President,Charles,21873,21768,,,,,,,,,,,12,74,,,77,,755,,,31,2,,,,,,,,,,,,,,,,,
Maryland,2000,President,Dorchester,5232,5847,,,,,,,,,,,9,47,,,35,,222,,,0,0,,,,,,,,,,,,,,,,,
Maryland,2000,President,Frederick,30725,45350,,,,,,,,,,,47,224,,,182,,2052,,,73,8,,,,,,,,,,,,,,,,,
Maryland,2000,President,Garrett,2872,7514,,,,,,,,,,,7,27,,,27,,203,,,5,0,,,,,,,,,,,,,,,,,
Maryland,2000,President,Harford,35665,52862,,,,,,,,,,,54,254,,,214,,2298,,,68,9,,,,,,,,,,,,,,,,,
Maryland,2000,President,Howard,58556,49809,,,,,,,,,,,37,398,,,197,,3643,,,127,12,,,,,,,,,,,,,,,,,
Maryland,2000,President,Kent,3627,4155,,,,,,,,,,,2,12,,,16,,270,,,3,0,,,,,,,,,,,,,,,,,
Maryland,2000,President,Montgomery,232453,124580,,,,,,,,,,,115,995,,,593,,12485,,,391,76,,,,,,,,,,,,,,,,,
Maryland,2000,President,Prince George's,216119,49987,,,,,,,,,,,145,564,,,519,,4497,,,71,7,,,,,,,,,,,,,,,,,
Maryland,2000,President,Queen Anne's,6257,9970,,,,,,,,,,,6,36,,,35,,446,,,10,1,,,,,,,,,,,,,,,,,
Maryland,2000,President,Somerset,3785,3609,,,,,,,,,,,19,68,,,66,,142,,,12,0,,,,,,,,,,,,,,,,,
Maryland,2000,President,Saint Mary's,11912,16856,,,,,,,,,,,6,12,,,49,,568,,,1,0,,,,,,,,,,,,,,,,,
Maryland,2000,President,Talbot,5854,8874,,,,,,,,,,,5,34,,,31,,424,,,12,0,,,,,,,,,,,,,,,,,
Maryland,2000,President,Washington,18221,27948,,,,,,,,,,,21,105,,,117,,1027,,,26,5,,,,,,,,,,,,,,,,,
Maryland,2000,President,Wicomico,14469,16338,,,,,,,,,,,13,63,,,134,,762,,,16,0,,,,,,,,,,,,,,,,,
Maryland,2000,President,Worcester,9389,10742,,,,,,,,,,,9,39,,,76,,482,,,16,0,,,,,,,,,,,,,,,,,
Maryland,2004,President,Allegany,10576,18980,167,,,,,,,,,,55,43,,,,,25,,,9,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Anne Arundel,103324,133231,1261,,,,,,,,,,510,718,,,,,343,,,280,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Baltimore,182474,166051,2070,,,,,,,,,,667,1219,,,,,664,,,334,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Baltimore City,175022,36230,973,,,,,,,,,,262,432,,,,,462,,,182,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Calvert,15967,23017,170,,,,,,,,,,44,70,,,,,49,,,34,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Caroline,3810,7396,66,,,,,,,,,,24,33,,,,,19,,,8,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Carroll,22974,55275,435,,,,,,,,,,164,307,,,,,112,,,82,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Cecil,14680,22556,179,,,,,,,,,,79,118,,,,,43,,,19,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Charles,29354,28442,212,,,,,,,,,,63,78,,,,,55,,,37,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Dorchester,5411,7801,52,,,,,,,,,,21,24,,,,,22,,,8,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Frederick,39503,59934,499,,,,,,,,,,124,272,,,,,137,,,125,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Garrett,3291,9085,44,,,,,,,,,,19,23,,,,,15,,,7,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Harford,39685,71565,598,,,,,,,,,,213,403,,,,,171,,,93,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Howard,72257,59724,795,,,,,,,,,,175,456,,,,,240,,,163,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Kent,4278,4900,50,,,,,,,,,,12,19,,,,,16,,,10,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Montgomery,273936,136334,2271,,,,,,,,,,374,1041,,,,,608,,,661,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Prince George's,260532,55532,1052,,,,,,,,,,322,390,,,,,373,,,273,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Queen Anne's,7070,14489,107,,,,,,,,,,45,47,,,,,23,,,13,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Somerset,4034,4884,166,,,,,,,,,,57,94,,,,,65,,,33,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Saint Mary's,13776,23725,31,,,,,,,,,,15,13,,,,,14,,,3,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Talbot,7367,11288,100,,,,,,,,,,21,46,,,,,30,,,12,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Washington,20387,36917,267,,,,,,,,,,88,126,,,,,75,,,44,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Wicomico,15137,21998,176,,,,,,,,,,35,71,,,,,49,,,37,,,,,,,,,,,,,,,,,,
Maryland,2004,President,Worcester,9648,15349,113,,,,,,,,,,32,51,,,,,22,,,14,,,,,,,,,,,,,,,,,,
Maryland,2008,President,Allegany,10693,18405,,,,,,,,,,,63,128,,294,,,82,,,75,0,2,0,,,,,,,,,,,,,,,
Maryland,2008,President,Anne Arundel,125015,129682,,,,,,,,,,,452,1217,,1760,,,472,,,1012,9,0,0,,,,,,,,,,,,,,,
Maryland,2008,President,Baltimore,214151,158714,,,,,,,,,,,612,1893,,2685,,,912,,,1963,6,2,0,,,,,,,,,,,,,,,
Maryland,2008,President,Baltimore City,214385,28681,,,,,,,,,,,197,675,,906,,,578,,,529,16,1,0,,,,,,,,,,,,,,,
Maryland,2008,President,Calvert,20299,23095,,,,,,,,,,,51,117,,296,,,69,,,130,0,0,0,,,,,,,,,,,,,,,
Maryland,2008,President,Caroline,4971,8015,,,,,,,,,,,36,44,,92,,,20,,,37,3,0,0,,,,,,,,,,,,,,,
Maryland,2008,President,Carroll,28060,54503,,,,,,,,,,,268,513,,627,,,156,,,630,2,0,1,,,,,,,,,,,,,,,
Maryland,2008,President,Cecil,17665,23855,,,,,,,,,,,101,247,,414,,,87,,,125,0,0,0,,,,,,,,,,,,,,,
Maryland,2008,President,Charles,43635,25732,,,,,,,,,,,66,137,,323,,,73,,,156,5,0,0,,,,,,,,,,,,,,,
Maryland,2008,President,Dorchester,6912,8168,,,,,,,,,,,13,35,,84,,,31,,,31,0,0,0,,,,,,,,,,,,,,,
Maryland,2008,President,Frederick,54013,55170,,,,,,,,,,,219,509,,714,,,193,,,358,7,3,0,,,,,,,,,,,,,,,
Maryland,2008,President,Garrett,3736,8903,,,,,,,,,,,36,37,,105,,,17,,,38,0,0,0,,,,,,,,,,,,,,,
Maryland,2008,President,Harford,48552,71751,,,,,,,,,,,278,833,,954,,,227,,,697,3,0,0,,,,,,,,,,,,,,,
Maryland,2008,President,Howard,87120,55393,,,,,,,,,,,260,752,,848,,,253,,,591,15,1,0,,,,,,,,,,,,,,,
Maryland,2008,President,Kent,4953,4905,,,,,,,,,,,15,41,,69,,,18,,,19,0,0,0,,,,,,,,,,,,,,,
Maryland,2008,President,Montgomery,314444,118608,,,,,,,,,,,448,1335,,2121,,,744,,,1544,16,1,0,,,,,,,,,,,,,,,
Maryland,2008,President,Prince George's,332396,38833,,,,,,,,,,,303,516,,964,,,460,,,535,19,0,0,,,,,,,,,,,,,,,
Maryland,2008,President,Queen Anne's,8575,15087,,,,,,,,,,,52,78,,147,,,26,,,80,0,0,0,,,,,,,,,,,,,,,
Maryland,2008,President,Somerset,4779,5037,,,,,,,,,,,84,163,,261,,,72,,,101,0,0,0,,,,,,,,,,,,,,,
Maryland,2008,President,Saint Mary's,19023,24705,,,,,,,,,,,8,27,,46,,,17,,,9,1,0,0,,,,,,,,,,,,,,,
Maryland,2008,President,Talbot,9035,10995,,,,,,,,,,,26,91,,109,,,26,,,46,0,0,0,,,,,,,,,,,,,,,
Maryland,2008,President,Washington,26245,34169,,,,,,,,,,,102,261,,480,,,106,,,237,0,0,0,,,,,,,,,,,,,,,
Maryland,2008,President,Wicomico,19436,21849,,,,,,,,,,,43,121,,246,,,59,,,99,1,0,0,,,,,,,,,,,,,,,
Maryland,2008,President,Worcester,11374,15607,,,,,,,,,,,27,72,,168,,,49,,,49,0,0,0,,,,,,,,,,,,,,,
Maryland,2012,President,Allegany,9805,19230,,,,,,,,,,,,448,,,,,256,,,98,5,2,4,2,0,0,0,0,,,,,,,,,,
Maryland,2012,President,Anne Arundel,126635,126832,,,,,,,,,,,,3765,,,,,1727,,,1101,58,22,11,2,0,2,0,0,,,,,,,,,,
Maryland,2012,President,Baltimore,220322,154908,,,,,,,,,,,,5051,,,,,2750,,,1651,59,25,9,0,1,5,0,1,,,,,,,,,,
Maryland,2012,President,Baltimore City,221478,28171,,,,,,,,,,,,1924,,,,,1737,,,629,21,27,8,3,5,2,0,0,,,,,,,,,,
Maryland,2012,President,Calvert,20529,23952,,,,,,,,,,,,581,,,,,279,,,157,6,8,5,0,0,1,0,0,,,,,,,,,,
Maryland,2012,President,Caroline,4970,8098,,,,,,,,,,,,182,,,,,64,,,42,1,0,0,0,0,0,0,0,,,,,,,,,,
Maryland,2012,President,Carroll,27939,56761,,,,,,,,,,,,1614,,,,,674,,,528,17,1,1,0,1,0,0,0,,,,,,,,,,
Maryland,2012,President,Cecil,16557,24806,,,,,,,,,,,,643,,,,,290,,,164,13,5,2,0,0,0,0,0,,,,,,,,,,
Maryland,2012,President,Charles,48774,25178,,,,,,,,,,,,657,,,,,332,,,261,15,0,2,2,1,0,0,0,,,,,,,,,,
Maryland,2012,President,Dorchester,7257,7976,,,,,,,,,,,,116,,,,,68,,,25,2,0,0,0,0,0,0,0,,,,,,,,,,
Maryland,2012,President,Frederick,55146,58798,,,,,,,,,,,,1819,,,,,831,,,467,38,9,2,0,0,0,5,0,,,,,,,,,,
Maryland,2012,President,Garrett,3124,9743,,,,,,,,,,,,146,,,,,94,,,46,2,0,2,0,0,0,0,0,,,,,,,,,,
Maryland,2012,President,Harford,49729,72911,,,,,,,,,,,,1856,,,,,850,,,574,23,3,0,6,0,2,0,0,,,,,,,,,,
Maryland,2012,President,Howard,91393,57758,,,,,,,,,,,,2242,,,,,1092,,,575,35,8,0,1,3,1,0,0,,,,,,,,,,
Maryland,2012,President,Kent,4842,4870,,,,,,,,,,,,105,,,,,60,,,23,1,3,0,0,0,0,0,0,,,,,,,,,,
Maryland,2012,President,Montgomery,323400,123353,,,,,,,,,,,,4382,,,,,3282,,,1431,52,70,7,8,5,1,1,0,,,,,,,,,,
Maryland,2012,President,Prince George's,347938,35734,,,,,,,,,,,,1732,,,,,1332,,,972,20,7,4,1,2,1,1,0,,,,,,,,,,
Maryland,2012,President,Queen Anne's,8556,15823,,,,,,,,,,,,282,,,,,126,,,91,8,1,0,0,1,0,0,0,,,,,,,,,,
Maryland,2012,President,Somerset,5240,5042,,,,,,,,,,,,769,,,,,328,,,201,15,3,0,0,0,0,0,0,,,,,,,,,,
Maryland,2012,President,Saint Mary's,19711,26797,,,,,,,,,,,,71,,,,,33,,,11,0,2,0,0,0,0,0,0,,,,,,,,,,
Maryland,2012,President,Talbot,8808,11339,,,,,,,,,,,,187,,,,,76,,,46,1,2,0,0,0,0,0,0,,,,,,,,,,
Maryland,2012,President,Washington,25042,36074,,,,,,,,,,,,870,,,,,480,,,265,17,3,4,0,0,0,0,0,,,,,,,,,,
Maryland,2012,President,Wicomico,19635,21764,,,,,,,,,,,,487,,,,,221,,,140,7,3,2,0,0,0,0,0,,,,,,,,,,
Maryland,2012,President,Worcester,11014,15951,,,,,,,,,,,,266,,,,,128,,,57,2,0,1,1,0,0,0,0,,,,,,,,,,
Maryland,2016,President,Allegany,7875,21270,,,,,,,,,,,,858,,,,,365,,,232,44,6,1,1,1,0,1,0,0,0,0,0,0,0,,,,
Maryland,2016,President,Anne Arundel,128419,122403,,,,,,,,,,,,10408,,,,,3316,,,3975,1409,64,44,14,8,16,1,1,0,0,1,1,1,0,,,,
Maryland,2016,President,Baltimore,218412,149477,,,,,,,,,,,,11748,,,,,5338,,,4475,1086,64,48,8,5,4,3,5,2,2,1,4,0,0,,,,
Maryland,2016,President,Baltimore City,202673,25205,,,,,,,,,,,,4568,,,,,4087,,,2404,401,18,16,7,12,3,1,1,2,0,2,1,1,0,,,,
Maryland,2016,President,Calvert,18225,26176,,,,,,,,,,,,1815,,,,,498,,,509,164,13,5,2,0,0,0,0,1,0,0,0,0,0,,,,
Maryland,2016,President,Caroline,4009,9368,,,,,,,,,,,,445,,,,,129,,,123,35,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Maryland,2016,President,Carroll,26567,58215,,,,,,,,,,,,4286,,,,,1060,,,1265,398,31,17,3,2,0,2,1,0,1,0,0,0,0,,,,
Maryland,2016,President,Cecil,13650,28868,,,,,,,,,,,,1665,,,,,568,,,335,157,17,7,1,0,0,0,0,0,1,0,0,0,0,,,,
Maryland,2016,President,Charles,49341,25614,,,,,,,,,,,,1696,,,,,769,,,678,172,26,1,1,0,1,0,0,1,0,2,0,0,1,,,,
Maryland,2016,President,Dorchester,6245,8413,,,,,,,,,,,,337,,,,,109,,,93,19,4,2,0,0,0,0,0,0,3,0,0,0,0,,,,
Maryland,2016,President,Frederick,56522,59522,,,,,,,,,,,,5427,,,,,1745,,,1695,677,48,27,3,0,0,3,1,3,0,1,1,1,1,,,,
Maryland,2016,President,Garrett,2567,10776,,,,,,,,,,,,400,,,,,107,,,107,47,3,2,0,0,1,0,0,0,0,0,1,0,0,,,,
Maryland,2016,President,Harford,47077,77860,,,,,,,,,,,,5060,,,,,1596,,,1565,460,41,8,1,0,2,2,0,0,0,0,0,0,0,,,,
Maryland,2016,President,Howard,102597,47484,,,,,,,,,,,,6282,,,,,2294,,,2604,839,20,45,14,4,1,1,3,0,1,2,2,0,0,,,,
Maryland,2016,President,Kent,4575,4876,,,,,,,,,,,,312,,,,,116,,,127,14,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Maryland,2016,President,Montgomery,357837,92704,,,,,,,,,,,,11513,,,,,6620,,,7726,2217,70,149,12,11,0,3,5,4,1,0,0,1,0,,,,
Maryland,2016,President,Prince George's,344049,32811,,,,,,,,,,,,4557,,,,,4723,,,3396,690,52,85,3,3,9,0,1,0,2,2,0,2,0,,,,
Maryland,2016,President,Queen Anne's,7973,16993,,,,,,,,,,,,940,,,,,272,,,270,71,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Maryland,2016,President,Somerset,4196,5341,,,,,,,,,,,,190,,,,,507,,,574,235,30,24,1,0,0,0,0,1,2,0,0,0,1,,,,
Maryland,2016,President,Saint Mary's,17534,28663,,,,,,,,,,,,2270,,,,,64,,,81,22,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Maryland,2016,President,Talbot,8653,10724,,,,,,,,,,,,632,,,,,203,,,277,59,2,2,1,0,0,0,0,0,0,0,0,0,0,,,,
Maryland,2016,President,Washington,21129,40998,,,,,,,,,,,,2164,,,,,778,,,640,228,29,19,1,0,2,0,0,0,0,0,1,0,2,,,,
Maryland,2016,President,Wicomico,18050,22198,,,,,,,,,,,,1297,,,,,432,,,426,131,8,0,0,2,3,0,0,0,0,0,0,0,0,,,,
Maryland,2016,President,Worcester,9753,17210,,,,,,,,,,,,735,,,,,249,,,262,55,6,1,0,0,0,1,0,0,0,1,0,0,0,,,,
Maryland,1913,US Senate,Allegany,3332,2914,,1431,377,,,,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Anne Arundel,3378,2230,,45,60,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Baltimore,11963,6465,,490,170,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Baltimore City,48658,24028,,3709,524,,,,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Calvert,658,1189,,11,25,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Caroline,1875,1593,,31,71,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Carroll,3536,3180,,82,119,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Cecil,2208,1748,,43,39,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Charles,1017,1349,,43,32,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Dorchester,2658,2454,,27,58,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Frederick,5163,4633,,262,148,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Garrett,918,1365,,93,62,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Harford,3060,1920,,83,69,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Howard,1713,1079,,22,58,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Kent,1790,1355,,52,32,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Montgomery,3494,2520,,41,95,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Prince George's,2563,1783,,76,29,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Queen Anne's,1890,1377,,21,61,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Saint Mary's,957,929,,31,25,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Somerset,1707,1750,,40,72,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Talbot,1824,1427,,55,73,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Washington,4250,3764,,153,81,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Wicomico,2718,1902,,164,103,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1913,US Senate,Worcester,1160,336,,28,22,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Allegany,3772,5233,,110,175,,,,529,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Anne Arundel,3371,2935,,37,72,,,,96,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Baltimore,12155,8839,,316,288,,,,168,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Baltimore City,46157,34167,,1804,960,,,,1509,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Calvert,707,1004,,11,13,,,,32,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Caroline,1665,1576,,20,73,,,,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Carroll,3522,3257,,78,271,,,,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Cecil,2269,1926,,48,73,,,,25,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Charles,1068,1841,,15,25,,,,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Dorchester,2526,2530,,42,93,,,,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Frederick,4841,5193,,133,137,,,,123,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Garrett,860,1802,,52,67,,,,104,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Harford,2473,2015,,67,35,,,,24,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Howard,1798,1104,,31,92,,,,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Kent,1849,1557,,46,28,,,,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Montgomery,3397,2648,,45,96,,,,50,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Prince George's,2795,2236,,56,53,,,,88,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Queen Anne's,1943,1365,,27,63,,,,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Saint Mary's,1124,1343,,22,38,,,,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Somerset,1408,2082,,36,74,,,,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Talbot,1808,1910,,43,101,,,,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Washington,4125,4347,,536,89,,,,274,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Wicomico,2615,2221,,88,171,,,,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1914,US Senate,Worcester,1956,1733,,34,57,,,,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Allegany,5352,4782,,,148,,,,372,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Anne Arundel,3223,2429,,,93,,,,51,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Baltimore,11532,11697,,,450,,,,201,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Baltimore City,42736,51496,,,1062,,,,1236,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Calvert,714,973,,,49,,,,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Caroline,1690,1681,,,53,,,,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Carroll,3415,3356,,,102,,,,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Cecil,2010,2059,,,39,,,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Charles,1092,1349,,,46,,,,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Dorchester,2270,2295,,,102,,,,8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Frederick,5479,5115,,,129,,,,66,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Garrett,1012,1575,,,29,,,,45,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Harford,2944,2047,,,98,,,,30,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Howard,1643,1303,,,48,,,,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Kent,1757,1617,,,33,,,,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Montgomery,3432,2697,,,123,,,,38,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Prince George's,2713,2572,,,71,,,,42,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Queen Anne's,2047,1258,,,49,,,,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Saint Mary's,1083,983,,,148,,,,34,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Somerset,1632,2480,,,97,,,,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Talbot,2080,1768,,,109,,,,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Washington,5225,4626,,,71,,,,283,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Wicomico,2790,2197,,,110,,,,34,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1916,US Senate,Worcester,1869,1307,,,66,,,,8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1920,US Senate,Allegany,6306,8550,,,,,,,962,191,,,,,,,,,,,,0,,,,,,,,,,,,,,,,81,69,
Maryland,1920,US Senate,Anne Arundel,4600,4666,,,,,,,115,49,,,,,,,,,,,,0,,,,,,,,,,,,,,,,224,107,
Maryland,1920,US Senate,Baltimore,9616,8525,,,,,,,195,129,,,,,,,,,,,,0,,,,,,,,,,,,,,,,683,346,
Maryland,1920,US Senate,Baltimore City,75288,93646,,,,,,,4115,1602,,,,,,,,,,,,0,,,,,,,,,,,,,,,,18861,4676,
