State,Year,Office,County,D#,R#,Pop.#,Prog.#,Proh.#,SD#,SL#,UR#,S#,Labor#,Comm.#,Wor.#,Am.#,L#,IND#,I#,Ref.#,NL#,G#,3rdP#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,W/I12#,W/I13#,W/I14#,W/I15#,AI#,I1#,I2#,U#
Maryland,1942,Governor,Carroll,4645,6175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Cecil,3702,2801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Charles,1653,1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Dorchester,4065,3257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Frederick,7487,8924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Garrett,2001,2887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Harford,4706,3506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Howard,2996,2259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Kent,2332,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Montgomery,14993,8465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Prince George's,10145,4519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Queen Anne's,2552,1489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Saint Mary's,2033,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Somerset,2914,3256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Talbot,3252,2644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Washington,8436,8175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Wicomico,4433,2750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1942,Governor,Worcester,1862,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Allegany,9965,13306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Anne Arundel,9918,9233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Baltimore,27815,19864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Baltimore City,124242,79354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Calvert,2016,2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Caroline,2576,2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Carroll,4848,6750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Cecil,4084,3992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Charles,2112,2647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Dorchester,3932,4186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Frederick,8739,8577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Garrett,2123,3507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Harford,5028,5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Howard,3753,2713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Kent,2901,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Montgomery,14889,16069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Prince George's,11732,11184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Queen Anne's,2583,1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Saint Mary's,2583,2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Somerset,2290,4882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Talbot,2881,3040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Washington,11029,9643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Wicomico,3798,4327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1946,Governor,Worcester,2247,2379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Allegany,8458,19509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Anne Arundel,11062,14339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Baltimore,36896,46775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Baltimore City,107386,153798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Calvert,2147,2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Caroline,2626,3233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Carroll,4833,8331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Cecil,3885,5805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Charles,2887,3808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Dorchester,4821,4377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Frederick,8701,10851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Garrett,2228,3947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Harford,5123,7539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Howard,3611,4180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Kent,3064,2712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Montgomery,18709,22717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Prince George's,16432,20595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Queen Anne's,2851,2378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Saint Mary's,3312,3372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Somerset,3412,4036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Talbot,3415,3931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Washington,11506,12250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Wicomico,5408,5781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1950,Governor,Worcester,3051,3135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Allegany,12930,14092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Anne Arundel,15722,16925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Baltimore,42053,57124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Baltimore City,105417,148278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Calvert,2328,2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Caroline,3258,2831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Carroll,5204,8533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Cecil,4824,4802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Charles,3411,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Dorchester,4864,3994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Frederick,8920,9812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Garrett,2728,3908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Harford,5379,7830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Howard,4144,4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Kent,2734,2898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Montgomery,28237,33850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Prince George's,31315,23002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Queen Anne's,3173,2321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Saint Mary's,4247,3536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Somerset,4437,2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Talbot,3287,4087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Washington,12171,11880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Wicomico,5330,6160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1954,Governor,Worcester,2920,2907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Allegany,13177,9745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Anne Arundel,26502,13842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Baltimore,73873,55646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Baltimore City,170832,80472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Calvert,2914,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Caroline,3881,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Carroll,6805,6237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Cecil,6499,3301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Charles,5018,3355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Dorchester,6446,2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Frederick,11098,6447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Garrett,2936,2457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Harford,8017,6419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Howard,5776,3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Kent,3486,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Montgomery,46284,36216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Prince George's,44533,19891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Queen Anne's,3447,1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Saint Mary's,4902,1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Somerset,5702,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Talbot,4385,2522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Washington,15941,10601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Wicomico,8297,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1958,Governor,Worcester,4310,1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Allegany,12413,13674,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Anne Arundel,26007,19724,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Baltimore,82774,63850,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Baltimore City,132474,70864,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Calvert,2208,2168,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Caroline,2860,2067,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Carroll,6583,7301,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Cecil,6284,3906,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Charles,3920,5217,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Dorchester,5062,3151,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Frederick,9906,9167,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Garrett,2728,3516,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Harford,8101,7270,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Howard,5065,5690,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Kent,2990,2536,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Montgomery,41251,56629,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Prince George's,37679,35714,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Queen Anne's,3298,2100,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Saint Mary's,3808,2727,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Somerset,4695,2317,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Talbot,4026,3065,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Washington,12885,12290,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Wicomico,7422,4683,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1962,Governor,Worcester,3632,1645,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Allegany,8099,12350,,,,,,,,,,,,,,4509,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Anne Arundel,29444,23610,,,,,,,,,,,,,,7063,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Baltimore,81570,68596,,,,,,,,,,,,,,23079,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Baltimore City,90352,114262,,,,,,,,,,,,,,37148,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Calvert,2593,1946,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Caroline,2598,2346,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Carroll,6181,6908,,,,,,,,,,,,,,1615,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Cecil,5720,5387,,,,,,,,,,,,,,484,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Charles,5283,4014,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Dorchester,5158,3221,,,,,,,,,,,,,,347,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Frederick,8197,10443,,,,,,,,,,,,,,1281,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Garrett,2418,3123,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Harford,8961,10038,,,,,,,,,,,,,,2319,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Howard,6042,5969,,,,,,,,,,,,,,1322,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Kent,2805,2622,,,,,,,,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Montgomery,32092,89643,,,,,,,,,,,,,,4434,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Prince George's,41745,54801,,,,,,,,,,,,,,4022,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Queen Anne's,3181,2083,,,,,,,,,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Saint Mary's,4899,3097,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Somerset,3752,3104,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Talbot,3337,3725,,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Washington,10336,14606,,,,,,,,,,,,,,1084,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Wicomico,5744,6900,,,,,,,,,,,,,,479,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Governor,Worcester,3036,2524,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Allegany,14744,9791,,,,,,,,,,,458,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Anne Arundel,43732,22266,,,,,,,,,,,1552,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Baltimore,113163,64745,,,,,,,,,,,3190,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Baltimore City,153109,44490,,,,,,,,,,,5892,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Calvert,3571,1537,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Caroline,2652,1732,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Carroll,8080,7682,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Cecil,6612,5176,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Charles,6602,3452,,,,,,,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Dorchester,5011,2766,,,,,,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Frederick,13659,8369,,,,,,,,,,,555,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Garrett,2851,2945,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Harford,13442,12079,,,,,,,,,,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Howard,9625,6440,,,,,,,,,,,349,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Kent,3601,1966,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Montgomery,109315,47237,,,,,,,,,,,1619,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Prince George's,85171,42807,,,,,,,,,,,2855,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Queen Anne's,3447,1579,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Saint Mary's,6048,2049,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Somerset,3422,2815,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Talbot,4299,2918,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Washington,17103,10775,,,,,,,,,,,392,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Wicomico,7482,6264,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Governor,Worcester,2838,2456,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Allegany,12968,11326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Anne Arundel,46711,28107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Baltimore,106783,78453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Baltimore City,111991,50356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Calvert,3720,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Caroline,1993,1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Carroll,7712,8375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Cecil,6335,4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Charles,7513,4493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Dorchester,4060,3604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Frederick,12164,10136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Garrett,2614,3457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Harford,17196,12494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Howard,16170,8967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Kent,2768,2244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Montgomery,119717,46185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Prince George's,88573,32865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Queen Anne's,2333,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Saint Mary's,6468,3243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Somerset,3102,2721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Talbot,3122,3632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Washington,10308,14563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Wicomico,6922,7639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Governor,Worcester,2405,3328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Governor,Allegany,10534,14651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Governor,Anne Arundel,59242,27119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Governor,Baltimore,147404,48553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Governor,Baltimore City,135108,33011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Governor,Calvert,5097,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Governor,Caroline,4135,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Governor,Carroll,13254,8200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Governor,Cecil,8290,4231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Governor,Charles,8563,3454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Governor,Dorchester,5980,1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Governor,Frederick,14368,10373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Governor,Garrett,2043,4714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Governor,Harford,22128,10196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
