State,Year,Office,County,D#,R#,Prog.#,Cit.#,SM#,PC#,CN#,New#,S#,SL#,Liberty#,Comm.#,Proh.#,FL#,U#,Workers#,AI#,SW#,I#,Ref.#,NL#,G#,L#,S&L,Delta#,NA#,W/I#,LRU#,PCP#,INM#,W/I1#,W/I2#,Year / Office,C#
New Mexico,,,Dona Ana,8746,9215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,178
New Mexico,,,Eddy,7440,5896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,66
New Mexico,,,Grant,4268,2339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,82
New Mexico,,,Guadalupe,1148,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,24
New Mexico,,,Harding,344,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,0
New Mexico,,,Hidalgo,797,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,8
New Mexico,,,Lea,7480,5829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,56
New Mexico,,,Lincoln,1126,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,15
New Mexico,,,Los Alamos,2915,2953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,19
New Mexico,,,Luna,1699,1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,24
New Mexico,,,McKinley,4422,3503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,192
New Mexico,,,Mora,1096,1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,5
New Mexico,,,Otero,4683,4346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,97
New Mexico,,,Quay,1823,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,46
New Mexico,,,Rio Arriba,5074,3405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,172
New Mexico,,,Roosevelt,2275,2614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,20
New Mexico,,,San Juan,5649,7128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,127
New Mexico,,,San Miguel,4305,3268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,135
New Mexico,,,Sandoval,2736,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,76
New Mexico,,,Santa Fe,10939,6991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,180
New Mexico,,,Sierra,1131,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,20
New Mexico,,,Socorro,1974,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,17
New Mexico,,,Taos,3217,2538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,61
New Mexico,,,Torrance,1170,1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,8
New Mexico,,,Union,954,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,15
New Mexico,,,Valencia,5922,4878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,139
New Mexico,,,Bernalillo,42707,51398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,866
New Mexico,,,Catron,401,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,6
New Mexico,,,Chaves,4656,7886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,61
New Mexico,,,Colfax,2773,1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,26
New Mexico,,,Curry,4429,4572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,32
New Mexico,,,De Baca,480,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,21
New Mexico,,,Dona Ana,8824,9090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,175
New Mexico,,,Eddy,6854,6336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,77
New Mexico,,,Grant,4310,2198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,64
New Mexico,,,Guadalupe,1183,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,18
New Mexico,,,Harding,354,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,0
New Mexico,,,Hidalgo,830,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,12
New Mexico,,,Lea,7054,6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,57
New Mexico,,,Lincoln,1106,1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,16
New Mexico,,,Los Alamos,2523,3341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,20
New Mexico,,,Luna,1723,1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,22
New Mexico,,,McKinley,4414,3583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,170
New Mexico,,,Mora,1118,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,3
New Mexico,,,Otero,4807,4254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,90
New Mexico,,,Quay,1850,1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,32
New Mexico,,,Rio Arriba,4923,3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,166
New Mexico,,,Roosevelt,2310,2508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,24
New Mexico,,,San Juan,5642,7215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,126
New Mexico,,,San Miguel,4848,2978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,89
New Mexico,,,Sandoval,2713,1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,66
New Mexico,,,Santa Fe,9755,7864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,143
New Mexico,,,Sierra,1144,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,25
New Mexico,,,Socorro,1961,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,25
New Mexico,,,Taos,3221,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,62
New Mexico,,,Torrance,1167,1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,16
New Mexico,,,Union,936,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,19
New Mexico,,,Valencia,5919,4849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Auditor,140
New Mexico,,,Bernalillo,46007,41986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,1897
New Mexico,,,Catron,506,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,11
New Mexico,,,Chaves,5871,5441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,171
New Mexico,,,Colfax,2754,1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,61
New Mexico,,,Curry,4810,3099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,63
New Mexico,,,De Baca,621,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,12
New Mexico,,,Dona Ana,8909,6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,384
New Mexico,,,Eddy,8062,3673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,103
New Mexico,,,Grant,4747,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,112
New Mexico,,,Guadalupe,1167,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,27
New Mexico,,,Harding,330,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,6
New Mexico,,,Hidalgo,874,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,17
New Mexico,,,Lea,8597,3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,59
New Mexico,,,Lincoln,1226,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,23
New Mexico,,,Los Alamos,2654,2771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,54
New Mexico,,,Luna,1932,1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,45
New Mexico,,,McKinley,4461,2893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,178
New Mexico,,,Mora,1089,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,14
New Mexico,,,Otero,4842,2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,237
New Mexico,,,Quay,2239,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,65
New Mexico,,,Rio Arriba,5481,2542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,117
New Mexico,,,Roosevelt,2581,1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,38
New Mexico,,,San Juan,5499,5495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,221
New Mexico,,,San Miguel,4125,2470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,240
New Mexico,,,Sandoval,3278,1346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,106
New Mexico,,,Santa Fe,11559,5901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,416
New Mexico,,,Sierra,1297,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,44
New Mexico,,,Socorro,2042,1720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,65
New Mexico,,,Taos,3285,2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,103
New Mexico,,,Torrance,1321,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,21
New Mexico,,,Union,1088,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,35
New Mexico,,,Valencia,6539,3934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,293
New Mexico,,,Bernalillo,49490,37625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Catron,509,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Chaves,5518,5628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Colfax,2690,1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Curry,4448,3732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,De Baca,601,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Dona Ana,9280,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Eddy,7603,3737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Grant,4713,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Guadalupe,1151,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Harding,306,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Hidalgo,854,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Lea,7666,3995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Lincoln,1186,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Los Alamos,3276,2204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Luna,1959,1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,McKinley,4457,2779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Mora,1069,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Otero,4838,2775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Quay,2181,1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Rio Arriba,5401,2641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Roosevelt,2423,1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,San Juan,5483,5442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,San Miguel,4137,2489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Sandoval,3232,1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Santa Fe,11432,5771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Sierra,1199,1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Socorro,2101,1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Taos,3319,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Torrance,1315,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Union,1055,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Valencia,6736,3743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Attorney General,
New Mexico,,,Bernalillo,41998,42927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,2268
New Mexico,,,Catron,490,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,10
New Mexico,,,Chaves,4330,7071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,132
New Mexico,,,Colfax,2569,1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,67
New Mexico,,,Curry,4353,3271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,82
New Mexico,,,De Baca,547,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,11
New Mexico,,,Dona Ana,8457,6306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,451
New Mexico,,,Eddy,7409,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,94
New Mexico,,,Grant,4438,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,148
New Mexico,,,Guadalupe,1089,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,43
New Mexico,,,Harding,322,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,6
New Mexico,,,Hidalgo,843,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,18
New Mexico,,,Lea,7693,4087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,67
New Mexico,,,Lincoln,1093,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,25
New Mexico,,,Los Alamos,2877,2469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,49
New Mexico,,,Luna,1848,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,40
New Mexico,,,McKinley,4188,2960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,189
New Mexico,,,Mora,1047,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,21
New Mexico,,,Otero,4489,2918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,266
New Mexico,,,Quay,2127,1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,69
New Mexico,,,Rio Arriba,5288,2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,147
New Mexico,,,Roosevelt,2281,1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,38
New Mexico,,,San Juan,5168,5649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,232
New Mexico,,,San Miguel,3782,2595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,293
New Mexico,,,Sandoval,3064,1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,148
New Mexico,,,Santa Fe,11264,5727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,548
New Mexico,,,Sierra,1132,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,63
New Mexico,,,Socorro,1905,1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,56
New Mexico,,,Taos,3147,2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,140
New Mexico,,,Torrance,1259,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,21
New Mexico,,,Union,1051,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,30
New Mexico,,,Valencia,6262,4058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Treasurer,321
New Mexico,,,Bernalillo,43269,41740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,2143
New Mexico,,,Catron,483,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,9
New Mexico,,,Chaves,5026,5682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,114
New Mexico,,,Colfax,2691,1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,41
New Mexico,,,Curry,4387,3271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,62
New Mexico,,,De Baca,573,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,18
New Mexico,,,Dona Ana,8755,6115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,339
New Mexico,,,Eddy,7250,3927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,90
New Mexico,,,Grant,4497,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,115
New Mexico,,,Guadalupe,1097,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,33
New Mexico,,,Harding,317,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,7
New Mexico,,,Hidalgo,846,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,16
New Mexico,,,Lea,7475,4123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,49
New Mexico,,,Lincoln,1118,1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,18
New Mexico,,,Los Alamos,2665,2542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,56
New Mexico,,,Luna,1840,1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,37
New Mexico,,,McKinley,4211,2962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,190
New Mexico,,,Mora,1083,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,14
New Mexico,,,Otero,4771,2759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,190
New Mexico,,,Quay,2133,1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,53
New Mexico,,,Rio Arriba,5254,2703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,121
New Mexico,,,Roosevelt,2183,1613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,40
New Mexico,,,San Juan,5117,5717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,221
New Mexico,,,San Miguel,4298,2319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,210
New Mexico,,,Sandoval,3069,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,123
New Mexico,,,Santa Fe,11087,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,442
New Mexico,,,Sierra,1149,1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,38
New Mexico,,,Socorro,1939,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,50
New Mexico,,,Taos,3153,2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,115
New Mexico,,,Torrance,1241,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,20
New Mexico,,,Union,1004,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,26
New Mexico,,,Valencia,6372,3889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,287
New Mexico,,,Bernalillo,51279,50893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Catron,584,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Chaves,8600,5542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Colfax,2124,1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Curry,5094,2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,De Baca,659,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Dona Ana,12109,7062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Eddy,9797,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Grant,5456,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Guadalupe,1178,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Harding,278,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Hidalgo,932,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Lea,7496,2753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Lincoln,1542,1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Los Alamos,3378,2938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Luna,2763,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,McKinley,5276,2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Mora,1321,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Otero,5332,2825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Quay,2390,1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Rio Arriba,6000,2919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Roosevelt,3038,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,San Juan,8278,5552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,San Miguel,4052,3619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Sandoval,3779,2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Santa Fe,11872,9695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Sierra,1254,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Socorro,2190,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Taos,3001,3040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Torrance,1387,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Union,1117,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Valencia,7297,5476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Secretary of State,
New Mexico,,,Bernalillo,43600,59364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Attorney General,
New Mexico,,,Catron,510,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Attorney General,
New Mexico,,,Chaves,5614,8446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Attorney General,
New Mexico,,,Colfax,2140,1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Attorney General,
New Mexico,,,Curry,3439,3658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Attorney General,
New Mexico,,,De Baca,474,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Attorney General,
New Mexico,,,Dona Ana,11110,7726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Attorney General,
New Mexico,,,Eddy,6885,6265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Attorney General,
New Mexico,,,Grant,4402,2624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Attorney General,
New Mexico,,,Guadalupe,1426,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Attorney General,
New Mexico,,,Harding,261,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Attorney General,
New Mexico,,,Hidalgo,742,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Attorney General,
New Mexico,,,Lea,5382,4568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Attorney General,
New Mexico,,,Lincoln,1311,1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974 Attorney General,
