State,Year,Office,County,D#,R#,ST#,GB#,Proh.#,NP#,ND#,Workers#,Comm.#,SL#,CL#,AS#,RD#,UL#,IND#,People's#,S#,Prog.#,U#,AI#,I1#,I2#,I3#,I4#,I5#,I6#,I7#,Ref.#,NL#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,Peoples#,Year / Office,C#,W/I#
Ohio,1998,Governor,Clark,17901,19808,,,,,,,,,,,,,,,,,,,1793,1102,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Clermont,13195,29822,,,,,,,,,,,,,,,,,,,1320,608,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Clinton,3213,6484,,,,,,,,,,,,,,,,,,,326,153,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Columbiana,14652,15594,,,,,,,,,,,,,,,,,,,1407,689,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Coshocton,3856,5982,,,,,,,,,,,,,,,,,,,351,238,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Crawford,5261,7768,,,,,,,,,,,,,,,,,,,700,372,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Cuyahoga,238577,155158,,,,,,,,,,,,,,,,,,,9836,5530,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Darke,6618,10443,,,,,,,,,,,,,,,,,,,838,441,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Defiance,4415,6263,,,,,,,,,,,,,,,,,,,317,346,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Delaware,10217,21761,,,,,,,,,,,,,,,,,,,1618,906,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Erie,12905,12682,,,,,,,,,,,,,,,,,,,621,395,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Fairfield,13698,22081,,,,,,,,,,,,,,,,,,,1530,904,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Fayette,2498,4045,,,,,,,,,,,,,,,,,,,248,178,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Franklin,132258,144974,,,,,,,,,,,,,,,,,,,9319,7136,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Fulton,5159,7305,,,,,,,,,,,,,,,,,,,420,341,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Gallia,3711,5216,,,,,,,,,,,,,,,,,,,340,165,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Geauga,10385,18548,,,,,,,,,,,,,,,,,,,916,443,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Greene,16410,24755,,,,,,,,,,,,,,,,,,,1975,1091,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Guernsey,4600,5982,,,,,,,,,,,,,,,,,,,361,227,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Hamilton,105249,167447,,,,,,,,,,,,,,,,,,,6651,3529,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Hancock,6702,14372,,,,,,,,,,,,,,,,,,,638,406,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Hardin,3650,4965,,,,,,,,,,,,,,,,,,,431,272,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Harrison,3001,2572,,,,,,,,,,,,,,,,,,,221,130,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Henry,3432,5857,,,,,,,,,,,,,,,,,,,327,292,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Highland,3889,6817,,,,,,,,,,,,,,,,,,,353,230,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Hocking,3394,3595,,,,,,,,,,,,,,,,,,,449,179,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Holmes,1820,4603,,,,,,,,,,,,,,,,,,,281,110,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Huron,6254,8783,,,,,,,,,,,,,,,,,,,531,386,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Jackson,3737,4742,,,,,,,,,,,,,,,,,,,320,176,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Jefferson,13515,10600,,,,,,,,,,,,,,,,,,,1208,794,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Knox,5010,8422,,,,,,,,,,,,,,,,,,,665,372,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Lake,28755,38002,,,,,,,,,,,,,,,,,,,2486,1480,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Lawrence,7522,9198,,,,,,,,,,,,,,,,,,,613,302,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Licking,18026,26616,,,,,,,,,,,,,,,,,,,2058,1225,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Logan,4175,7852,,,,,,,,,,,,,,,,,,,634,448,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Lorain,39743,33816,,,,,,,,,,,,,,,,,,,2677,1414,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Lucas,78310,48158,,,,,,,,,,,,,,,,,,,3065,3032,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Madison,3654,5914,,,,,,,,,,,,,,,,,,,456,293,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Mahoning,45422,30423,,,,,,,,,,,,,,,,,,,3107,1693,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Marion,7898,9107,,,,,,,,,,,,,,,,,,,937,536,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Medina,17230,25787,,,,,,,,,,,,,,,,,,,1610,732,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Meigs,2712,3991,,,,,,,,,,,,,,,,,,,207,162,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Mercer,4337,7730,,,,,,,,,,,,,,,,,,,480,268,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Miami,11111,17127,,,,,,,,,,,,,,,,,,,1359,816,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Monroe,3081,2146,,,,,,,,,,,,,,,,,,,239,116,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Montgomery,76752,76550,,,,,,,,,,,,,,,,,,,5367,3181,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Morgan,1680,2776,,,,,,,,,,,,,,,,,,,193,86,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Morrow,3486,4981,,,,,,,,,,,,,,,,,,,571,282,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Muskingum,9576,13586,,,,,,,,,,,,,,,,,,,815,497,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Noble,1828,2517,,,,,,,,,,,,,,,,,,,136,57,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Ottawa,6833,6921,,,,,,,,,,,,,,,,,,,452,420,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Paulding,2408,3431,,,,,,,,,,,,,,,,,,,201,119,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Perry,4508,4390,,,,,,,,,,,,,,,,,,,470,238,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Pickaway,5075,7384,,,,,,,,,,,,,,,,,,,528,349,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Pike,4334,3438,,,,,,,,,,,,,,,,,,,217,115,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Portage,19487,18913,,,,,,,,,,,,,,,,,,,2003,1079,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Preble,4587,6824,,,,,,,,,,,,,,,,,,,773,369,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Putnam,3907,7815,,,,,,,,,,,,,,,,,,,359,239,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Richland,16221,20818,,,,,,,,,,,,,,,,,,,1237,572,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Ross,9554,9357,,,,,,,,,,,,,,,,,,,590,305,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Sandusky,7944,9456,,,,,,,,,,,,,,,,,,,779,639,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Scioto,11469,10120,,,,,,,,,,,,,,,,,,,546,252,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Seneca,7156,9637,,,,,,,,,,,,,,,,,,,786,517,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Shelby,4956,7560,,,,,,,,,,,,,,,,,,,844,419,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Stark,53636,61342,,,,,,,,,,,,,,,,,,,4421,2181,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Summit,77789,72009,,,,,,,,,,,,,,,,,,,5015,2464,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Trumbull,39854,25125,,,,,,,,,,,,,,,,,,,3042,1349,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Tuscarawas,13161,11962,,,,,,,,,,,,,,,,,,,936,478,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Union,3830,7457,,,,,,,,,,,,,,,,,,,671,341,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Van Wert,2805,5936,,,,,,,,,,,,,,,,,,,202,130,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Vinton,1719,1692,,,,,,,,,,,,,,,,,,,152,78,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Warren,12562,29897,,,,,,,,,,,,,,,,,,,1262,672,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Washington,6856,12389,,,,,,,,,,,,,,,,,,,466,249,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Wayne,10226,18408,,,,,,,,,,,,,,,,,,,986,552,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Williams,3821,6243,,,,,,,,,,,,,,,,,,,429,262,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Wood,16892,18558,,,,,,,,,,,,,,,,,,,1031,949,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1998,Governor,Wyandot,2547,4077,,,,,,,,,,,,,,,,,,,338,184,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,2002,Governor,Adams,2177,4296,,,,,,,,,,,,,,,,,,,302,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Allen,8581,19226,,,,,,,,,,,,,,,,,,,1891,,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2002,Governor,Ashland,4607,9894,,,,,,,,,,,,,,,,,,,529,,,,,,,,,,,,7,,,,,,,,,,,,,,
Ohio,2002,Governor,Ashtabula,11472,14825,,,,,,,,,,,,,,,,,,,1097,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Athens,8408,7018,,,,,,,,,,,,,,,,,,,930,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Auglaize,3096,9559,,,,,,,,,,,,,,,,,,,836,,,,,,,,,,,,3,,,,,,,,,,,,,,
Ohio,2002,Governor,Belmont,9492,10299,,,,,,,,,,,,,,,,,,,852,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Brown,3181,7881,,,,,,,,,,,,,,,,,,,488,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Butler,20896,62076,,,,,,,,,,,,,,,,,,,3689,,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2002,Governor,Carroll,3104,5254,,,,,,,,,,,,,,,,,,,394,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Champaign,2880,7067,,,,,,,,,,,,,,,,,,,658,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Clark,12398,22846,,,,,,,,,,,,,,,,,,,2273,,,,,,,,,,,,5,,,,,,,,,,,,,,
Ohio,2002,Governor,Clermont,9073,31723,,,,,,,,,,,,,,,,,,,1639,,,,,,,,,,,,5,,,,,,,,,,,,,,
Ohio,2002,Governor,Clinton,2463,7321,,,,,,,,,,,,,,,,,,,488,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Columbiana,11419,18245,,,,,,,,,,,,,,,,,,,1249,,,,,,,,,,,,4,,,,,,,,,,,,,,
Ohio,2002,Governor,Coshocton,2948,6881,,,,,,,,,,,,,,,,,,,508,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Crawford,3859,8676,,,,,,,,,,,,,,,,,,,619,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Cuyahoga,225582,142874,,,,,,,,,,,,,,,,,,,10481,,,,,,,,,,,,15,,,,,,,,,,,,,,
Ohio,2002,Governor,Darke,4216,12310,,,,,,,,,,,,,,,,,,,929,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Defiance,3225,7049,,,,,,,,,,,,,,,,,,,372,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Delaware,9226,28200,,,,,,,,,,,,,,,,,,,1771,,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2002,Governor,Erie,10673,13656,,,,,,,,,,,,,,,,,,,631,,,,,,,,,,,,5,,,,,,,,,,,,,,
Ohio,2002,Governor,Fairfield,10531,26256,,,,,,,,,,,,,,,,,,,2104,,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2002,Governor,Fayette,1807,4385,,,,,,,,,,,,,,,,,,,324,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Franklin,108778,156712,,,,,,,,,,,,,,,,,,,11465,,,,,,,,,,,,47,,,,,,,,,,,,,,
Ohio,2002,Governor,Fulton,2995,9600,,,,,,,,,,,,,,,,,,,412,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Gallia,2759,6057,,,,,,,,,,,,,,,,,,,426,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Geauga,11458,19768,,,,,,,,,,,,,,,,,,,955,,,,,,,,,,,,9,,,,,,,,,,,,,,
Ohio,2002,Governor,Greene,11780,28815,,,,,,,,,,,,,,,,,,,2265,,,,,,,,,,,,4,,,,,,,,,,,,,,
Ohio,2002,Governor,Guernsey,4042,6348,,,,,,,,,,,,,,,,,,,455,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Hamilton,73843,160223,,,,,,,,,,,,,,,,,,,9274,,,,,,,,,,,,5,,,,,,,,,,,,,,
Ohio,2002,Governor,Hancock,4151,15757,,,,,,,,,,,,,,,,,,,681,,,,,,,,,,,,4,,,,,,,,,,,,,,
Ohio,2002,Governor,Hardin,2829,5153,,,,,,,,,,,,,,,,,,,403,,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2002,Governor,Harrison,2327,3131,,,,,,,,,,,,,,,,,,,249,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Henry,2069,6814,,,,,,,,,,,,,,,,,,,273,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Highland,2992,7426,,,,,,,,,,,,,,,,,,,522,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Hocking,2881,4188,,,,,,,,,,,,,,,,,,,525,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Holmes,1429,4552,,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Huron,4673,9993,,,,,,,,,,,,,,,,,,,528,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Jackson,2893,5531,,,,,,,,,,,,,,,,,,,455,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Jefferson,9206,12983,,,,,,,,,,,,,,,,,,,914,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Knox,4166,9291,,,,,,,,,,,,,,,,,,,777,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Lake,27370,37986,,,,,,,,,,,,,,,,,,,1751,,,,,,,,,,,,6,,,,,,,,,,,,,,
Ohio,2002,Governor,Lawrence,5495,9458,,,,,,,,,,,,,,,,,,,533,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Licking,12653,32118,,,,,,,,,,,,,,,,,,,2401,,,,,,,,,,,,7,,,,,,,,,,,,,,
Ohio,2002,Governor,Logan,2891,8996,,,,,,,,,,,,,,,,,,,691,,,,,,,,,,,,4,,,,,,,,,,,,,,
Ohio,2002,Governor,Lorain,38515,37423,,,,,,,,,,,,,,,,,,,2525,,,,,,,,,,,,3,,,,,,,,,,,,,,
Ohio,2002,Governor,Lucas,49648,76572,,,,,,,,,,,,,,,,,,,3263,,,,,,,,,,,,3,,,,,,,,,,,,,,
Ohio,2002,Governor,Madison,2932,6947,,,,,,,,,,,,,,,,,,,647,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Mahoning,43110,40149,,,,,,,,,,,,,,,,,,,3617,,,,,,,,,,,,124,,,,,,,,,,,,,,
Ohio,2002,Governor,Marion,5704,10582,,,,,,,,,,,,,,,,,,,1006,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Medina,17998,27436,,,,,,,,,,,,,,,,,,,1614,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Meigs,1970,4517,,,,,,,,,,,,,,,,,,,403,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Mercer,3237,11001,,,,,,,,,,,,,,,,,,,595,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Miami,7297,20743,,,,,,,,,,,,,,,,,,,1531,,,,,,,,,,,,11,,,,,,,,,,,,,,
Ohio,2002,Governor,Monroe,2421,2482,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Montgomery,59584,95891,,,,,,,,,,,,,,,,,,,5786,,,,,,,,,,,,22,,,,,,,,,,,,,,
Ohio,2002,Governor,Morgan,1378,2975,,,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Morrow,2799,6093,,,,,,,,,,,,,,,,,,,681,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Muskingum,6279,14990,,,,,,,,,,,,,,,,,,,1162,,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2002,Governor,Noble,1628,2438,,,,,,,,,,,,,,,,,,,217,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Ottawa,5073,9428,,,,,,,,,,,,,,,,,,,469,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Paulding,1939,3972,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Perry,3422,5102,,,,,,,,,,,,,,,,,,,540,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Pickaway,3775,7432,,,,,,,,,,,,,,,,,,,676,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Pike,3377,4046,,,,,,,,,,,,,,,,,,,284,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Portage,19708,19887,,,,,,,,,,,,,,,,,,,1933,,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2002,Governor,Preble,3112,7832,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2002,Governor,Putnam,3110,8592,,,,,,,,,,,,,,,,,,,620,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Richland,13520,21963,,,,,,,,,,,,,,,,,,,1327,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Ross,6714,10871,,,,,,,,,,,,,,,,,,,725,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Sandusky,6149,12187,,,,,,,,,,,,,,,,,,,696,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Scioto,8867,12161,,,,,,,,,,,,,,,,,,,817,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Seneca,4780,11101,,,,,,,,,,,,,,,,,,,735,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Shelby,3812,10190,,,,,,,,,,,,,,,,,,,769,,,,,,,,,,,,18,,,,,,,,,,,,,,
Ohio,2002,Governor,Stark,44840,64932,,,,,,,,,,,,,,,,,,,4709,,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2002,Governor,Summit,77928,75340,,,,,,,,,,,,,,,,,,,5965,,,,,,,,,,,,13,,,,,,,,,,,,,,
Ohio,2002,Governor,Trumbull,35364,33718,,,,,,,,,,,,,,,,,,,2612,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Tuscarawas,10639,13457,,,,,,,,,,,,,,,,,,,993,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Union,2723,8631,,,,,,,,,,,,,,,,,,,762,,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2002,Governor,Van Wert,2085,6561,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2002,Governor,Vinton,1448,2135,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Warren,9833,37388,,,,,,,,,,,,,,,,,,,1945,,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2002,Governor,Washington,6045,11499,,,,,,,,,,,,,,,,,,,728,,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2002,Governor,Wayne,9061,20340,,,,,,,,,,,,,,,,,,,1113,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2002,Governor,Williams,2967,7731,,,,,,,,,,,,,,,,,,,492,,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2002,Governor,Wood,11521,25172,,,,,,,,,,,,,,,,,,,1189,,,,,,,,,,,,5,,,,,,,,,,,,,,
Ohio,2002,Governor,Wyandot,1618,4383,,,,,,,,,,,,,,,,,,,291,,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2006,Governor,Adams,4725,3771,,,,,,,,,,,,,,,,,,,117,71,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2006,Governor,Allen,18000,17184,,,,,,,,,,,,,,,,,,,709,328,,,,,,,,,,,8,,,,,,,,,,,,,,
Ohio,2006,Governor,Ashland,9492,9154,,,,,,,,,,,,,,,,,,,480,224,,,,,,,,,,,5,,,,,,,,,,,,,,
Ohio,2006,Governor,Ashtabula,22255,10406,,,,,,,,,,,,,,,,,,,786,417,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2006,Governor,Athens,16188,3303,,,,,,,,,,,,,,,,,,,229,116,,,,,,,,,,,4,,,,,,,,,,,,,,
Ohio,2006,Governor,Auglaize,7606,8687,,,,,,,,,,,,,,,,,,,424,177,,,,,,,,,,,13,,,,,,,,,,,,,,
Ohio,2006,Governor,Belmont,17842,5593,,,,,,,,,,,,,,,,,,,387,170,,,,,,,,,,,4,,,,,,,,,,,,,,
Ohio,2006,Governor,Brown,7743,5956,,,,,,,,,,,,,,,,,,,237,106,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2006,Governor,Butler,52365,60018,,,,,,,,,,,,,,,,,,,2156,1338,,,,,,,,,,,18,,,,,,,,,,,,,,
Ohio,2006,Governor,Carroll,6903,3753,,,,,,,,,,,,,,,,,,,326,170,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2006,Governor,Champaign,7475,6355,,,,,,,,,,,,,,,,,,,289,136,,,,,,,,,,,9,,,,,,,,,,,,,,
Ohio,2006,Governor,Clark,29364,18200,,,,,,,,,,,,,,,,,,,905,584,,,,,,,,,,,3,,,,,,,,,,,,,,
Ohio,2006,Governor,Clermont,27307,35687,,,,,,,,,,,,,,,,,,,1301,677,,,,,,,,,,,38,,,,,,,,,,,,,,
Ohio,2006,Governor,Clinton,6342,5947,,,,,,,,,,,,,,,,,,,240,109,,,,,,,,,,,8,,,,,,,,,,,,,,
Ohio,2006,Governor,Columbiana,23914,11326,,,,,,,,,,,,,,,,,,,644,339,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2006,Governor,Coshocton,7754,5184,,,,,,,,,,,,,,,,,,,312,156,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2006,Governor,Crawford,8287,7863,,,,,,,,,,,,,,,,,,,389,196,,,,,,,,,,,9,,,,,,,,,,,,,,
Ohio,2006,Governor,Cuyahoga,335306,107234,,,,,,,,,,,,,,,,,,,7109,4423,,,,,,,,,,,28,,,,,,,,,,,,,,
Ohio,2006,Governor,Darke,9365,10018,,,,,,,,,,,,,,,,,,,535,303,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2006,Governor,Defiance,6798,6298,,,,,,,,,,,,,,,,,,,321,220,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,2006,Governor,Delaware,32504,30931,,,,,,,,,,,,,,,,,,,909,425,,,,,,,,,,,4,,,,,,,,,,,,,,
Ohio,2006,Governor,Erie,20256,9089,,,,,,,,,,,,,,,,,,,482,279,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2006,Governor,Fairfield,30180,22363,,,,,,,,,,,,,,,,,,,956,497,,,,,,,,,,,8,,,,,,,,,,,,,,
Ohio,2006,Governor,Fayette,4384,3845,,,,,,,,,,,,,,,,,,,131,40,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2006,Governor,Franklin,241536,122601,,,,,,,,,,,,,,,,,,,5382,3703,,,,,,,,,,,36,,,,,,,,,,,,,,
Ohio,2006,Governor,Fulton,8193,7421,,,,,,,,,,,,,,,,,,,328,199,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2006,Governor,Gallia,6574,3406,,,,,,,,,,,,,,,,,,,110,73,,,,,,,,,,,2,,,,,,,,,,,,,,
Ohio,2006,Governor,Geauga,22154,15850,,,,,,,,,,,,,,,,,,,835,294,,,,,,,,,,,15,,,,,,,,,,,,,,
Ohio,2006,Governor,Greene,28612,28713,,,,,,,,,,,,,,,,,,,1134,654,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,2006,Governor,Guernsey,8350,4601,,,,,,,,,,,,,,,,,,,271,153,,,,,,,,,,,0,,,,,,,,,,,,,,
