State,Year,Office,County,D#,R#,ST#,GB#,Proh.#,NP#,ND#,Workers#,Comm.#,SL#,CL#,AS#,RD#,UL#,IND#,People's#,S#,Prog.#,U#,AI#,I1#,I2#,I3#,I4#,I5#,I6#,I7#,Ref.#,NL#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,Peoples#,Year / Office,C#,W/I#
Ohio,1872,President,Adams,1972,1877,,,11,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Allen,2463,2010,,,2,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Ashland,2368,2183,,,8,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Ashtabula,1678,5764,,,38,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Athens,1398,3025,,,29,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Auglaize,2535,1180,,,47,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Belmont,3647,4267,,,0,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Brown,3337,2593,,,9,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Butler,4926,2993,,,6,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Carroll,1283,1817,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Champaign,2185,3059,,,21,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Clark,2612,4095,,,28,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Clermont,3658,3408,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Clinton,1786,3105,,,65,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Columbiana,2897,4773,,,30,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Coshocton,2656,2252,,,22,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Crawford,3595,2081,,,11,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Cuyahoga,8033,14451,,,178,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Darke,2760,3069,,,6,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Defiance,1720,1093,,,12,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Delaware,2013,2713,,,178,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Erie,2287,2905,,,17,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Fairfield,3888,2540,,,18,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Fayette,1545,2140,,,12,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Franklin,7345,5796,,,56,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Fulton,826,2210,,,15,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Gallia,1553,2855,,,25,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Geauga,600,2711,,,8,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Greene,1961,4069,,,72,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Guernsey,1901,2629,,,11,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Hamilton,24941,20083,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Hancock,2449,2311,,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Hardin,1970,2238,,,3,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Harrison,1695,2303,,,9,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Henry,1510,1160,,,1,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Highland,2933,3171,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Hocking,1860,1350,,,12,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Holmes,2530,1089,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Huron,2182,3812,,,55,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Jackson,1555,2258,,,4,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Jefferson,2102,3776,,,18,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Knox,2730,2773,,,57,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Lake,979,2751,,,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Lawrence,1637,3624,,,44,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Licking,4562,3493,,,13,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Logan,1955,2795,,,2,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Lorain,2097,4432,,,7,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Lucas,3083,5253,,,24,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Madison,1625,1934,,,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Mahoning,2518,3757,,,65,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Marion,1842,1340,,,23,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Medina,1695,2794,,,12,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Meigs,1812,3501,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Mercer,2090,1026,,,0,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Miami,2910,3753,,,33,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Monroe,2878,1307,,,59,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Montgomery,7183,6998,,,38,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Morgan,1551,2339,,,105,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Morrow,1689,2197,,,30,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Muskingum,4304,4558,,,20,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Noble,1627,2016,,,0,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Ottawa,1439,1122,,,3,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Paulding,637,979,,,0,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Perry,2172,1907,,,0,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Pickaway,2660,2353,,,25,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Pike,1568,1284,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Portage,2438,3478,,,27,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Preble,2101,2715,,,18,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Putnam,2131,1275,,,0,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Richland,3672,3369,,,5,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Ross,3711,3650,,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Sandusky,2729,2380,,,31,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Scioto,2091,2888,,,40,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Seneca,3462,3128,,,44,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Shelby,2311,1717,,,6,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Stark,5250,5817,,,45,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Summit,2738,4534,,,37,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Trumbull,2321,5869,,,109,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Tuscarawas,3586,3178,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Union,1564,2450,,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Van Wert,1686,1805,,,0,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Vinton,1340,1314,,,0,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Warren,2168,3763,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Washington,3680,4231,,,32,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Wayne,3533,3768,,,6,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Williams,1419,2213,,,25,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Wood,1896,2994,,,22,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1872,President,Wyandot,2095,1816,,,15,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Adams,2546,2141,,0,22,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Allen,3518,2481,,18,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Ashland,3021,2387,,6,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Ashtabula,2294,6771,,22,25,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Athens,2195,3413,,24,38,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Auglaize,3560,1521,,6,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Belmont,5024,4976,,28,13,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Brown,4068,2956,,2,14,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Butler,6029,3351,,8,3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Carroll,1554,2060,,0,4,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Champaign,2872,3528,,5,11,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Clark,3536,5136,,0,48,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Clermont,4315,3848,,11,3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Clinton,2048,3500,,23,47,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Columbiana,4000,5417,,265,14,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Coshocton,3312,2518,,4,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Crawford,4365,2312,,4,12,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Cuyahoga,14425,18198,,283,57,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Darke,4667,3577,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Defiance,2888,1520,,5,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Delaware,2809,3237,,2,147,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Erie,3112,3158,,115,8,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Fairfield,4597,2770,,0,5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Fayette,1874,2436,,72,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Franklin,9383,7557,,1,96,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Fulton,1597,2697,,50,7,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Gallia,2302,3202,,2,8,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Geauga,808,3004,,1,8,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Greene,2494,4488,,0,67,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Guernsey,2460,3106,,17,3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Hamilton,29451,28869,,42,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Hancock,3215,2811,,0,8,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Hardin,2702,2830,,4,15,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Harrison,2020,2564,,14,18,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Henry,2445,1527,,8,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Highland,3323,3341,,1,9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Hocking,2259,1475,,1,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Holmes,3171,1241,,0,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Huron,3014,4504,,1,67,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Jackson,1954,2522,,5,3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Jefferson,2922,4067,,28,13,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Knox,3301,3151,,10,82,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Lake,1141,2941,,39,5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Lawrence,2949,3975,,5,26,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Licking,5473,3962,,6,29,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Logan,2286,3259,,3,73,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Lorain,2720,5187,,24,15,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Lucas,5155,6524,,281,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Madison,2145,2191,,0,25,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Mahoning,3691,3921,,451,27,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Marion,2603,1918,,0,21,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Medina,2192,3119,,22,9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Meigs,2773,3962,,13,4,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Mercer,2840,1128,,5,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Miami,3509,4388,,0,23,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Monroe,3805,1462,,1,6,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Montgomery,8971,7921,,3,24,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Morgan,2108,2376,,13,94,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Morrow,2046,2450,,20,66,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Muskingum,5457,5232,,46,17,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Noble,2096,2225,,16,0,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Ottawa,2208,1336,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Paulding,1180,1313,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Perry,2810,2084,,279,8,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Pickaway,3389,2565,,2,5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Pike,2096,1465,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Portage,3006,3712,,14,27,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Preble,2551,3004,,37,27,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Putnam,3174,1606,,0,5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Richland,4407,3649,,5,13,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Ross,4431,4177,,17,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Sandusky,3330,3032,,45,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Scioto,3025,3359,,1,7,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Seneca,4515,3793,,4,11,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Shelby,3141,1985,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Stark,6772,6410,,88,39,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Summit,3804,5055,,37,36,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Trumbull,3030,6133,,410,44,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Tuscarawas,4545,3574,,13,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Union,2073,2939,,18,6,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Van Wert,2410,2290,,0,0,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Vinton,1817,1533,,13,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Warren,2559,4146,,0,5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Washington,4492,4361,,5,26,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Wayne,4598,4009,,26,8,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Williams,2546,2701,,3,6,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Wood,3245,4079,,2,11,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1876,President,Wyandot,2619,2079,,2,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,1880,President,Adams,2725,2563,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Ohio,1880,President,Allen,3890,2906,,48,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Ashland,3217,2752,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Ashtabula,2286,6926,,224,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Athens,2234,3645,,87,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,
Ohio,1880,President,Auglaize,3599,1837,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Belmont,5379,5539,,120,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Brown,4324,3184,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Butler,6266,3831,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Carroll,1569,2241,,45,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Champaign,2865,4100,,24,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Clark,4179,6229,,53,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Clermont,4417,4028,,249,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Clinton,2167,3937,,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Columbiana,4273,6545,,366,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Coshocton,3440,2831,,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Crawford,4567,2622,,28,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Cuyahoga,15130,22123,,359,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Darke,5167,4046,,74,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Defiance,3140,1977,,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Delaware,2968,3508,,5,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Erie,3305,3661,,127,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Fairfield,4842,3103,,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Fayette,2111,2830,,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Ohio,1880,President,Franklin,9863,9438,,97,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
