State,Year,Office,County,D#,R#,Prog.#,Pop.#,SW#,Comm.#,S#,Wor.#,Proh.#,Am.#,I#,G#,L#,Ref.#,NL#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,C#,ATP#,Year / Office
West Virginia,1960,President,Lincoln,5023,4579,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Logan,16360,7836,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Marion,17903,14138,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Marshall,9197,9147,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Mason,4522,6424,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,McDowell,19501,6555,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Mercer,17289,11719,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Mineral,4164,6299,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Mingo,11259,4903,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Monongalia,13103,11523,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Monroe,2910,3139,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Morgan,1369,2752,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Nicholas,5774,4297,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Ohio,18423,17367,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Pendleton,2057,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Pleasants,1742,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Pocahontas,2822,2469,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Preston,4221,6908,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Putnam,4968,5702,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Raleigh,20448,12088,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Randolph,6989,5018,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Ritchie,1591,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Roane,3280,4443,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Summers,4622,3137,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Taylor,3489,3992,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Tucker,2090,1887,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Tyler,1558,3537,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Upshur,2590,5123,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Wayne,9140,8128,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Webster,3479,1689,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Wetzel,4338,5149,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Wirt,1045,1347,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Wood,15396,22131,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,President,Wyoming,8603,5083,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Barbour,4758,2533,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Berkeley,8628,5457,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Boone,8609,2467,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Braxton,4787,1867,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Brooke,9834,3364,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Cabell,28437,16957,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Calhoun,2626,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Clay,3182,1366,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Doddridge,1587,1581,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Fayette,19990,4051,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Gilmer,2832,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Grant,1494,2464,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Greenbrier,10112,4549,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Hampshire,3381,1473,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Hancock,14001,5009,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Hardy,2996,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Harrison,25683,9986,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Jackson,5022,4359,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Jefferson,4892,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Kanawha,70511,38383,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Lewis,5248,2979,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Lincoln,5852,3436,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Logan,16999,3776,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Marion,22047,7707,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Marshall,11757,6175,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Mason,6511,4467,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,McDowell,18046,3684,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Mercer,18298,8905,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Mineral,6344,3801,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Mingo,12266,3154,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Monongalia,17358,6473,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Monroe,3367,2385,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Morgan,1820,1866,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Nicholas,6878,2628,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Ohio,21178,12006,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Pendleton,2498,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Pleasants,2287,1339,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Pocahontas,3317,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Preston,6264,4015,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Putnam,6910,4165,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Raleigh,23606,6952,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Randolph,8012,2984,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Ritchie,2244,2717,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Roane,3820,3451,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Summers,5037,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Taylor,4442,2292,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Tucker,2664,1314,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Tyler,2275,2522,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Upshur,3774,3606,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Wayne,11578,5340,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Webster,3755,936,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Wetzel,6239,3215,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Wirt,1286,899,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Wood,21560,14947,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,President,Wyoming,9188,3377,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Barbour,3210,3206,,,,,,,,365,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Berkeley,4929,7223,,,,,,,,2321,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Boone,6391,2970,,,,,,,,926,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Braxton,3268,2441,,,,,,,,341,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Brooke,7506,4191,,,,,,,,1444,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Cabell,19018,19418,,,,,,,,4666,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Calhoun,1682,1612,,,,,,,,318,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Clay,1916,1474,,,,,,,,349,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Doddridge,844,1861,,,,,,,,146,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Fayette,14546,5246,,,,,,,,1931,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Gilmer,1582,1401,,,,,,,,214,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Grant,786,2936,,,,,,,,256,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Greenbrier,6318,5559,,,,,,,,1722,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Hampshire,1791,1959,,,,,,,,694,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Hancock,10174,6181,,,,,,,,2476,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Hardy,1767,1768,,,,,,,,490,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Harrison,18872,13703,,,,,,,,2234,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Jackson,3462,5173,,,,,,,,947,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Jefferson,3129,2718,,,,,,,,1082,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Kanawha,46650,41712,,,,,,,,11524,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Lewis,3168,4027,,,,,,,,640,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Lincoln,4386,3662,,,,,,,,583,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Logan,13686,4754,,,,,,,,1861,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Marion,17246,10177,,,,,,,,1838,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Marshall,8449,7252,,,,,,,,1379,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Mason,4549,5208,,,,,,,,879,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,McDowell,12842,4020,,,,,,,,2075,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Mercer,12739,9985,,,,,,,,3363,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Mineral,4225,4545,,,,,,,,1273,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Mingo,8677,3988,,,,,,,,1133,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Monongalia,13128,9261,,,,,,,,1556,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Monroe,2412,2925,,,,,,,,553,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Morgan,1015,2244,,,,,,,,461,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Nicholas,4858,3678,,,,,,,,841,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Ohio,15026,13073,,,,,,,,2164,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Pendleton,1643,1687,,,,,,,,298,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Pleasants,1522,1534,,,,,,,,204,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Pocahontas,1948,2040,,,,,,,,446,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Preston,4020,5636,,,,,,,,561,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Putnam,5009,5252,,,,,,,,1340,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Raleigh,17744,8775,,,,,,,,2987,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Randolph,5562,4508,,,,,,,,897,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Ritchie,1281,3106,,,,,,,,284,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Roane,2639,3851,,,,,,,,424,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Summers,3521,2305,,,,,,,,849,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Taylor,2953,3012,,,,,,,,466,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Tucker,1758,1511,,,,,,,,332,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Tyler,1324,2897,,,,,,,,313,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Upshur,2319,4565,,,,,,,,427,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Wayne,8227,6004,,,,,,,,2088,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Webster,2582,1241,,,,,,,,284,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Wetzel,4038,4122,,,,,,,,789,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Wirt,820,1051,,,,,,,,140,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Wood,14293,18960,,,,,,,,3379,,,,,,,,,,,,,,,,,,,
West Virginia,1968,President,Wyoming,6641,3947,,,,,,,,1007,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Barbour,2258,4432,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Berkeley,4523,10954,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Boone,5342,5985,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Braxton,2771,3155,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Brooke,5226,7544,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Cabell,14312,29582,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Calhoun,1528,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Clay,1830,2168,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Doddridge,645,2284,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Fayette,9966,11876,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Gilmer,1359,2056,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Grant,614,3556,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Greenbrier,4423,8827,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Hampshire,1637,3084,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Hancock,6727,10634,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Hardy,1510,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Harrison,12910,22196,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Jackson,3007,7226,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Jefferson,2782,4822,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Kanawha,38032,65021,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Lewis,2062,5778,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Lincoln,3876,4673,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Logan,10045,9533,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Marion,11864,16095,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Marshall,6378,10966,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Mason,4008,7129,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,McDowell,6811,8942,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Mercer,7826,17846,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Mineral,3276,7157,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Mingo,5585,7484,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Monongalia,10721,16758,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Monroe,2114,3716,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Morgan,1118,3014,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Nicholas,3628,5907,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Ohio,10491,18435,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Pendleton,1248,2207,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Pleasants,1207,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Pocahontas,1635,2391,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Preston,2977,7807,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Putnam,4771,8265,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Raleigh,10586,19150,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Randolph,3809,6923,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Ritchie,990,3635,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Roane,2386,4253,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Summers,2518,3895,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Taylor,2085,4385,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Tucker,1457,2163,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Tyler,1125,3362,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Upshur,1795,6449,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Wayne,6251,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Webster,2069,2114,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Wetzel,3276,6046,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Wirt,691,1442,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Wood,10886,27315,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1972,President,Wyoming,4468,7926,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Barbour,3647,3235,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Berkeley,8216,8935,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Boone,8528,3072,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Braxton,4012,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Brooke,8197,4792,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Cabell,20811,19644,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Calhoun,2173,1283,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Clay,2662,1282,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Doddridge,1245,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Fayette,15496,5459,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Gilmer,2245,1371,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Grant,1323,2976,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Greenbrier,8291,5862,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Hampshire,3104,2097,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Hancock,10627,6771,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Hardy,2993,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Harrison,21467,15172,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Jackson,5334,5360,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Jefferson,5166,3864,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Kanawha,53602,42213,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Lewis,3960,3736,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Lincoln,5260,2997,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Logan,13122,4021,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Marion,17800,10391,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Marshall,8641,6705,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Mason,6769,5205,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,McDowell,10557,4107,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Mercer,14761,10791,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Mineral,5898,5130,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Mingo,8655,3010,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Monongalia,16163,11827,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Monroe,3297,2750,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Morgan,1929,2369,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Nicholas,6235,3462,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Ohio,11817,12476,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Pendleton,2104,1554,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Pleasants,1699,1608,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Pocahontas,2330,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Preston,5595,5719,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Putnam,8226,6334,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Raleigh,19768,10637,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Randolph,7265,4822,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Ritchie,1941,2874,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Roane,3519,3216,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Summers,3943,2254,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Taylor,3905,2891,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Tucker,2323,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Tyler,1817,2514,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Upshur,3513,4789,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Wayne,9958,6009,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Webster,2931,971,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Wetzel,5042,3793,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Wirt,1182,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Wood,17075,18382,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,President,Wyoming,7775,4286,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1980,President,Barbour,3451,3311,,,,,,,,,292,,32,,,,,,,,,,,,,,,,
West Virginia,1980,President,Berkeley,6783,9955,,,,,,,,,625,,91,,,,,,,,,,,,,,,,
West Virginia,1980,President,Boone,7515,4164,,,,,,,,,268,,53,,,,,,,,,,,,,,,,
West Virginia,1980,President,Braxton,3795,2403,,,,,,,,,173,,37,,,,,,,,,,,,,,,,
West Virginia,1980,President,Brooke,6430,4622,,,,,,,,,634,,109,,,,,,,,,,,,,,,,
West Virginia,1980,President,Cabell,17732,19482,,,,,,,,,2146,,228,,,,,,,,,,,,,,,,
West Virginia,1980,President,Calhoun,1717,1606,,,,,,,,,92,,26,,,,,,,,,,,,,,,,
West Virginia,1980,President,Clay,2185,1452,,,,,,,,,102,,23,,,,,,,,,,,,,,,,
West Virginia,1980,President,Doddridge,1043,1888,,,,,,,,,120,,0,,,,,,,,,,,,,,,,
West Virginia,1980,President,Fayette,13175,5784,,,,,,,,,725,,90,,,,,,,,,,,,,,,,
West Virginia,1980,President,Gilmer,1854,1452,,,,,,,,,153,,27,,,,,,,,,,,,,,,,
West Virginia,1980,President,Grant,1041,3452,,,,,,,,,87,,11,,,,,,,,,,,,,,,,
West Virginia,1980,President,Greenbrier,7128,6221,,,,,,,,,546,,109,,,,,,,,,,,,,,,,
West Virginia,1980,President,Hampshire,2522,2879,,,,,,,,,157,,27,,,,,,,,,,,,,,,,
West Virginia,1980,President,Hancock,8784,6610,,,,,,,,,917,,164,,,,,,,,,,,,,,,,
West Virginia,1980,President,Hardy,2050,2329,,,,,,,,,99,,21,,,,,,,,,,,,,,,,
West Virginia,1980,President,Harrison,18813,14251,,,,,,,,,1339,,199,,,,,,,,,,,,,,,,
West Virginia,1980,President,Jackson,4120,6041,,,,,,,,,352,,68,,,,,,,,,,,,,,,,
West Virginia,1980,President,Jefferson,4679,4454,,,,,,,,,572,,113,,,,,,,,,,,,,,,,
West Virginia,1980,President,Kanawha,42829,42604,,,,,,,,,5838,,489,,,,,,,,,,,,,,,,
West Virginia,1980,President,Lewis,3455,3747,,,,,,,,,359,,50,,,,,,,,,,,,,,,,
West Virginia,1980,President,Lincoln,5317,4009,,,,,,,,,128,,36,,,,,,,,,,,,,,,,
West Virginia,1980,President,Logan,12024,4945,,,,,,,,,381,,78,,,,,,,,,,,,,,,,
West Virginia,1980,President,Marion,14189,10952,,,,,,,,,1171,,159,,,,,,,,,,,,,,,,
West Virginia,1980,President,Marshall,7832,7252,,,,,,,,,725,,107,,,,,,,,,,,,,,,,
