State,Year,Office,County/City,D#,R#,Prog.#,FL#,S#,U#,SD#,PF#,Proh.#,Comm.#,JI#,Labor#,SL#,SW#,SR#,I1#,I2#,I3#,Ref.#,NL#,IG#,G#,L#,W/I#,ID#,CON#,Match,Others,W/I1#,W/I2#,County / City,Soc. D#,AI#,I#,Year / Office
Virginia,1920,President,Amelia,389,179,,0,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Amherst,1094,168,,0,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Appomattox,837,190,,0,0,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Arlington,835,997,,11,17,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Augusta,2106,1707,,3,14,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Bath,343,362,,2,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Bedford,1774,583,,3,6,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Bland,403,478,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Botetourt,1331,1240,,0,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Brunswick,866,125,,0,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Buchanan,675,1078,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Buckingham,749,311,,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Campbell,1341,375,,6,4,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Caroline,665,308,,0,2,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Carroll,1265,2520,,0,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Charles City,119,82,,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Charlotte,1266,364,,0,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Chesterfield,964,302,,7,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Clarke,774,154,,12,11,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Craig,381,315,,0,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Culpeper,973,330,,0,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Cumberland,413,114,,0,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Dickenson,903,1067,,0,17,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Dinwiddie,636,186,,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Elizabeth City,675,439,,5,19,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Essex,319,101,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Fairfax,1598,987,,5,10,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Fauquier,1365,568,,1,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Floyd,497,1355,,1,7,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Fluvanna,562,146,,1,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Franklin,1765,1381,,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Frederick,1337,875,,2,6,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Giles,1104,877,,1,0,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Gloucester,677,283,,0,1,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Goochland,384,212,,0,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Grayson,1781,2153,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Greene,306,414,,2,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Greensville,424,111,,0,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Halifax,2103,586,,1,1,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Hanover,903,224,,3,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Henrico,1078,338,,8,23,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Henry,871,698,,3,3,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Highland,379,474,,1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Isle of Wight,759,245,,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,James City,207,61,,0,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,King and Queen,347,181,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,King George,249,253,,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,King William,353,176,,0,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Lancaster,404,138,,0,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Lee,1592,2162,,2,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Loudoun,1720,757,,6,7,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Louisa,684,312,,1,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Lunenburg,818,208,,0,9,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Madison,499,431,,1,0,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Mathews,624,216,,2,0,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Mecklenburg,1619,264,,0,1,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Middlesex,438,170,,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Montgomery,969,1160,,0,1,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Nansemond,690,243,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Nelson,973,392,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,New Kent,190,109,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Norfolk,1824,813,,10,16,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Northampton,954,217,,0,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Northumberland,536,221,,1,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Nottoway,821,154,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Orange,718,258,,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Page,846,1126,,1,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Patrick,1154,1230,,0,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Pittsylvania,2715,1162,,2,7,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Powhatan,263,140,,1,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Prince Edward,774,189,,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Prince George,375,127,,1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Princess Anne,610,105,,0,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Prince William,786,393,,1,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Pulaski,1814,1710,,0,1,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Rappahannock,418,210,,0,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Richmond,321,206,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Roanoke,1286,955,,6,14,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Rockbridge,1365,1054,,2,3,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Rockingham,2068,2464,,1,13,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Russell,1704,1772,,2,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Scott,1671,2449,,2,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Shenandoah,2077,2683,,1,9,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Smyth,1516,1883,,2,7,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Southampton,1314,250,,0,0,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Spotsylvania,440,380,,6,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Stafford,459,599,,0,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Surry,397,92,,0,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Sussex,548,166,,0,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Tazewell,1770,2408,,1,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Warren,720,293,,1,2,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Warwick,152,109,,1,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Washington,2251,2672,,1,6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Westmoreland,396,133,,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Wise,2587,3236,,3,25,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Wythe,1465,2104,,1,1,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,York,281,92,,0,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Alexandria City,1417,921,,6,23,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Bristol City,784,344,,1,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Buena Vista City,262,154,,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Charlottesville City,1041,351,,1,4,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Clifton Forge City,727,274,,0,31,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Danville City,1888,551,,2,20,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Fredericksburg City,581,299,,4,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Hampton City,601,152,,0,2,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Harrisonburg City,594,704,,2,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Hopewell City,97,41,,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Lynchburg City,2096,609,,10,10,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Newport News City,1703,1450,,7,33,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Norfolk City,5953,2386,,7,71,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Petersburg City,2072,485,,0,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Portsmouth City,3228,1061,,4,45,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Radford City,402,245,,0,10,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Richmond City,14878,4515,,34,133,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Roanoke City,4715,2329,,13,54,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Staunton City,931,705,,1,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Suffolk City,761,302,,0,1,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Williamsburg City,166,62,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1920,President,Winchester City,736,540,,2,4,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Accomack,2087,307,32,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Albemarle,1383,366,52,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Alleghany,589,856,183,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Amelia,372,153,15,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Amherst,1092,129,105,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Appomattox,952,101,18,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Arlington,1209,1307,405,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Augusta,1920,1265,78,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Bath,404,407,24,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Bedford,1811,432,31,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Bland,604,609,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Botetourt,1427,1264,61,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Brunswick,887,65,30,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Buchanan,870,1080,14,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Buckingham,623,213,15,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Campbell,1468,372,142,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Caroline,840,223,20,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Carroll,1257,1743,14,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Charles City,141,82,8,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Charlotte,1006,154,84,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Chesterfield,967,282,75,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Clarke,687,76,15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Craig,512,300,19,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Culpeper,876,190,42,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Cumberland,398,61,28,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Dickenson,1618,1294,119,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Dinwiddie,685,122,23,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Elizabeth City,698,312,88,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Essex,315,60,9,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Fairfax,1586,765,195,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Fauquier,1277,345,89,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Floyd,515,984,13,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Fluvanna,452,136,27,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Franklin,1902,1077,13,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Frederick,1314,484,29,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Giles,1319,852,58,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Gloucester,616,109,5,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Goochland,394,164,40,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Grayson,1611,1442,20,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Greene,285,240,8,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Greensville,417,132,23,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Halifax,2245,374,45,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Hanover,732,135,38,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Henrico,1052,416,132,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Henry,1097,565,35,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Highland,508,454,10,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Isle of Wight,631,190,6,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,James City,173,54,13,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,King and Queen,314,134,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,King George,280,206,16,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,King William,372,148,13,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Lancaster,564,90,14,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Lee,2376,2456,112,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Loudoun,1794,152,82,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Louisa,707,282,57,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Lunenburg,686,130,219,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Madison,589,347,35,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Mathews,678,195,10,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Mecklenburg,1649,286,20,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Middlesex,438,78,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Montgomery,1142,964,63,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Nansemond,539,99,13,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Nelson,1042,350,36,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,New Kent,178,86,15,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Norfolk,1000,289,77,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Northampton,941,180,38,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Northumberland,589,130,10,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Nottoway,840,181,140,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Orange,834,181,53,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Page,1015,885,155,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Patrick,1138,783,11,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Pittsylvania,2563,880,113,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Powhatan,247,110,11,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Prince Edward,714,140,9,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Prince George,279,90,12,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Princess Anne,690,137,31,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Prince William,847,269,52,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Pulaski,1767,1422,90,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Rappahannock,395,89,21,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Richmond,340,125,6,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Roanoke,1078,695,115,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Rockbridge,1394,680,58,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Rockingham,2040,1982,100,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Russell,2554,1848,73,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Scott,2177,2666,67,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Shenandoah,2186,2214,134,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Smyth,1907,2232,31,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Southampton,1119,203,82,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Spotsylvania,448,255,32,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Stafford,450,433,43,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Surry,388,72,42,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Sussex,607,132,8,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Tazewell,2568,2631,272,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Warren,699,150,38,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Warwick,248,58,16,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Washington,3083,2848,83,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Westmoreland,484,157,14,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Wise,4157,3322,736,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Wythe,1899,1996,49,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,York,305,75,15,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Alexandria City,1136,556,266,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Bristol City,1036,440,29,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Buena Vista City,235,149,8,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Charlottesville City,831,218,108,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Clifton Forge City,447,225,289,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Danville City,1577,473,187,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Fredericksburg City,558,223,27,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Hampton City,471,129,15,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Harrisonburg City,624,631,15,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Hopewell City,277,206,8,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Lynchburg City,2086,606,128,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Newport News City,1574,917,289,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Norfolk City,5061,2447,411,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Petersburg City,1331,228,32,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Portsmouth City,2206,604,595,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Radford City,394,314,99,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Richmond City,9904,2600,907,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Roanoke City,3930,1747,755,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,South Norfolk City,281,134,24,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Staunton City,1022,549,38,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Suffolk City,557,179,24,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Williamsburg City,196,31,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Virginia,1924,President,Winchester City,820,420,18,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Virginia,1928,President,Accomack,1826,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1928,President,Albemarle,1571,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1928,President,Alleghany,622,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1928,President,Amelia,498,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1928,President,Amherst,1442,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1928,President,Appomattox,885,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
