State,Year,Office,County,D#,R#,Prog.#,S#,SW#,Proh.#,Am.#,I#,Ref.#,L#,G#,C#,NL#,Cit.#,Labor#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,Pop.#,Year / Office,W/I#
North Carolina,1936,President,Buncombe,23646,9470,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Burke,7454,5506,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Cabarrus,12297,2825,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Caldwell,6809,3421,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Camden,1008,117,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Carteret,3780,1889,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Caswell,2493,207,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Catawba,11017,6387,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Chatham,4373,2182,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Cherokee,3473,3214,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Chowan,1550,96,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Clay,1340,1525,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Cleveland,11393,2116,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Columbus,6359,1214,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Craven,5543,453,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Cumberland,6505,1024,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Currituck,1625,128,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Dare,1389,542,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Davidson,10844,7656,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Davie,2476,2502,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Duplin,5966,1546,,,,,,,,,,,,,,,,,,,,,
North Carolina,1936,President,Durham,12804,2189,,,,,,,,,,,,,,,,,,,,,
