State,Year,Office,County,D#,R#,S#,Peace#,Proh.#,Ind. Labor#,Pop.#,IND#,Prog.#,SPI#,SL#,Comm.#,I1#,I2#,I3#,T#,L#,Ref.#,NL#,G#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,Pop. Gov.#,AI#,WF#,I4#,Am.#,W/I#,Year / Office,I#,C#
Oregon,1934,Governor,Deschutes,1747,1499,,,,,,,,,,,951,36,29,,,,,,,,,,,,,,15,,,,,
Oregon,1934,Governor,Douglas,2818,3142,,,,,,,,,,,1539,57,26,,,,,,,,,,,,,,23,,,,,
Oregon,1934,Governor,Gilliam,486,370,,,,,,,,,,,232,3,2,,,,,,,,,,,,,,1,,,,,
Oregon,1934,Governor,Grant,557,613,,,,,,,,,,,472,13,8,,,,,,,,,,,,,,7,,,,,
Oregon,1934,Governor,Harney,567,357,,,,,,,,,,,393,8,8,,,,,,,,,,,,,,3,,,,,
Oregon,1934,Governor,Hood River,1145,905,,,,,,,,,,,511,4,7,,,,,,,,,,,,,,4,,,,,
Oregon,1934,Governor,Jackson,5086,3016,,,,,,,,,,,2013,25,30,,,,,,,,,,,,,,47,,,,,
Oregon,1934,Governor,Jefferson,332,265,,,,,,,,,,,122,6,0,,,,,,,,,,,,,,1,,,,,
Oregon,1934,Governor,Josephine,2079,1193,,,,,,,,,,,754,27,10,,,,,,,,,,,,,,11,,,,,
Oregon,1934,Governor,Klamath,2140,4101,,,,,,,,,,,2602,107,189,,,,,,,,,,,,,,29,,,,,
Oregon,1934,Governor,Lake,817,716,,,,,,,,,,,283,16,13,,,,,,,,,,,,,,6,,,,,
Oregon,1934,Governor,Lane,6634,5135,,,,,,,,,,,5797,70,42,,,,,,,,,,,,,,34,,,,,
Oregon,1934,Governor,Lincoln,1149,1093,,,,,,,,,,,1191,9,29,,,,,,,,,,,,,,12,,,,,
Oregon,1934,Governor,Linn,3207,2901,,,,,,,,,,,3004,39,22,,,,,,,,,,,,,,18,,,,,
Oregon,1934,Governor,Malheur,1108,876,,,,,,,,,,,573,12,21,,,,,,,,,,,,,,6,,,,,
Oregon,1934,Governor,Marion,6537,4633,,,,,,,,,,,8227,111,41,,,,,,,,,,,,,,19,,,,,
Oregon,1934,Governor,Morrow,492,416,,,,,,,,,,,340,7,7,,,,,,,,,,,,,,3,,,,,
Oregon,1934,Governor,Multnomah,44059,27675,,,,,,,,,,,36862,432,504,,,,,,,,,,,,,,104,,,,,
Oregon,1934,Governor,Polk,2057,1340,,,,,,,,,,,1952,17,19,,,,,,,,,,,,,,4,,,,,
Oregon,1934,Governor,Sherman,378,337,,,,,,,,,,,291,2,2,,,,,,,,,,,,,,0,,,,,
Oregon,1934,Governor,Tillamook,1218,1015,,,,,,,,,,,1527,9,17,,,,,,,,,,,,,,5,,,,,
Oregon,1934,Governor,Umatilla,3147,2283,,,,,,,,,,,1336,24,16,,,,,,,,,,,,,,16,,,,,
Oregon,1934,Governor,Union,1882,1391,,,,,,,,,,,1432,21,28,,,,,,,,,,,,,,11,,,,,
Oregon,1934,Governor,Wallowa,605,736,,,,,,,,,,,740,12,7,,,,,,,,,,,,,,5,,,,,
Oregon,1934,Governor,Wasco,1763,1382,,,,,,,,,,,677,14,3,,,,,,,,,,,,,,9,,,,,
Oregon,1934,Governor,Washington,3201,2291,,,,,,,,,,,3861,48,27,,,,,,,,,,,,,,11,,,,,
Oregon,1934,Governor,Wheeler,413,596,,,,,,,,,,,151,5,6,,,,,,,,,,,,,,10,,,,,
Oregon,1934,Governor,Yamhill,2502,2076,,,,,,,,,,,3420,28,18,,,,,,,,,,,,,,11,,,,,
Oregon,1954,Governor,Baker,3240,3048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Benton,2933,7328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Clackamas,15113,19506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Clatsop,4960,5939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Columbia,4433,3557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Coos,7848,6579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Crook,1232,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Curry,1095,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Deschutes,2862,3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Douglas,7261,10133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Gilliam,409,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Grant,958,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Harney,757,1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Hood River,1751,2511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Jackson,8665,12840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Jefferson,664,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Josephine,3438,5574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Klamath,6744,7374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Lake,1026,1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Lane,18629,26695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Lincoln,3998,4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Linn,7615,9715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Malheur,2378,3838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Marion,12182,22403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Morrow,641,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Multnomah,89388,107748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Polk,3102,4923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Sherman,282,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Tillamook,2879,3894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Umatilla,5943,7890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Union,3404,3145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Wallowa,1289,1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Wasco,3393,3371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Washington,9336,17282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Wheeler,455,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,Governor,Yamhill,3876,6865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Baker,3554,3455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Benton,5217,7862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Clackamas,23431,22264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Clatsop,7928,4981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Columbia,6185,3629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Coos,12130,8005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Crook,1848,1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Curry,2162,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Deschutes,4441,5145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Douglas,13516,12171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Gilliam,505,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Grant,1313,1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Harney,1171,1536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Hood River,2618,2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Jackson,13445,16261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Jefferson,1131,1334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Josephine,5423,7308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Klamath,8956,9026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Lake,1285,1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Lane,33241,29335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Lincoln,5149,4738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Linn,11807,10936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Malheur,3011,5016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Marion,19255,25655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Morrow,882,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Multnomah,129273,114446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Polk,4724,5683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Sherman,415,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Tillamook,4055,3907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Umatilla,8376,8761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Union,4272,3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Wallowa,1755,1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Wasco,4522,4053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Washington,15976,19917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Wheeler,540,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,Governor,Yamhill,5927,7731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1958,Governor,Baker,2848,2685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Oregon,1958,Governor,Benton,3865,7595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Clackamas,17666,21591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,
Oregon,1958,Governor,Clatsop,6156,4934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Oregon,1958,Governor,Columbia,4437,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Coos,9068,6857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Crook,1394,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Curry,1746,1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Deschutes,2966,4560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Douglas,8586,10981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Gilliam,424,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Grant,890,1572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Harney,1044,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Hood River,1928,2622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Oregon,1958,Governor,Jackson,9575,14918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
Oregon,1958,Governor,Jefferson,735,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Josephine,3395,6134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Oregon,1958,Governor,Klamath,6098,7988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Lake,782,1331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Lane,23515,27167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Oregon,1958,Governor,Lincoln,4011,4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Linn,8498,9807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Malheur,2499,3807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Marion,15786,24041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,
Oregon,1958,Governor,Morrow,751,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Multnomah,92640,106884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,
Oregon,1958,Governor,Polk,3351,5531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Sherman,294,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Tillamook,2986,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Umatilla,6695,7225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Oregon,1958,Governor,Union,3022,2923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Wallowa,1233,1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Wasco,2830,3557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Washington,11807,18909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
Oregon,1958,Governor,Wheeler,319,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1958,Governor,Yamhill,4094,6858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Oregon,1982,Governor,Baker,2065,4628,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,0,,,
Oregon,1982,Governor,Benton,9277,18739,,,,,,,,,,,,,,,641,,,,,,,,,,,,,,17,,,
Oregon,1982,Governor,Clackamas,33897,65755,,,,,,,,,,,,,,,3013,,,,,,,,,,,,,,28,,,
Oregon,1982,Governor,Clatsop,4929,8264,,,,,,,,,,,,,,,248,,,,,,,,,,,,,,4,,,
Oregon,1982,Governor,Columbia,5825,8112,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,3,,,
Oregon,1982,Governor,Coos,10577,12448,,,,,,,,,,,,,,,787,,,,,,,,,,,,,,5,,,
Oregon,1982,Governor,Crook,1452,3425,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,5,,,
Oregon,1982,Governor,Curry,2729,4583,,,,,,,,,,,,,,,278,,,,,,,,,,,,,,1,,,
Oregon,1982,Governor,Deschutes,6545,16712,,,,,,,,,,,,,,,605,,,,,,,,,,,,,,6,,,
Oregon,1982,Governor,Douglas,12497,19854,,,,,,,,,,,,,,,1146,,,,,,,,,,,,,,7,,,
Oregon,1982,Governor,Gilliam,235,745,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,0,,,
Oregon,1982,Governor,Grant,1057,2319,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,0,,,
Oregon,1982,Governor,Harney,918,2100,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,2,,,
Oregon,1982,Governor,Hood River,1925,4029,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,1,,,
Oregon,1982,Governor,Jackson,17857,32459,,,,,,,,,,,,,,,1484,,,,,,,,,,,,,,17,,,
Oregon,1982,Governor,Jefferson,1090,3068,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,2,,,
Oregon,1982,Governor,Josephine,6448,14917,,,,,,,,,,,,,,,953,,,,,,,,,,,,,,5,,,
Oregon,1982,Governor,Klamath,6492,14322,,,,,,,,,,,,,,,786,,,,,,,,,,,,,,10,,,
Oregon,1982,Governor,Lake,940,2120,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,0,,,
Oregon,1982,Governor,Lane,47855,53776,,,,,,,,,,,,,,,2273,,,,,,,,,,,,,,31,,,
Oregon,1982,Governor,Lincoln,5693,9123,,,,,,,,,,,,,,,505,,,,,,,,,,,,,,4,,,
Oregon,1982,Governor,Linn,11280,21214,,,,,,,,,,,,,,,819,,,,,,,,,,,,,,3,,,
Oregon,1982,Governor,Malheur,2115,6496,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,0,,,
Oregon,1982,Governor,Marion,24246,50374,,,,,,,,,,,,,,,1864,,,,,,,,,,,,,,69,,,
Oregon,1982,Governor,Morrow,834,1665,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,0,,,
Oregon,1982,Governor,Multnomah,97322,128961,,,,,,,,,,,,,,,5468,,,,,,,,,,,,,,185,,,
Oregon,1982,Governor,Polk,5851,12300,,,,,,,,,,,,,,,537,,,,,,,,,,,,,,6,,,
Oregon,1982,Governor,Sherman,299,823,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,0,,,
Oregon,1982,Governor,Tillamook,3609,5485,,,,,,,,,,,,,,,238,,,,,,,,,,,,,,2,,,
Oregon,1982,Governor,Umatilla,5589,11909,,,,,,,,,,,,,,,401,,,,,,,,,,,,,,1,,,
Oregon,1982,Governor,Union,3193,5796,,,,,,,,,,,,,,,225,,,,,,,,,,,,,,2,,,
Oregon,1982,Governor,Wallowa,889,2271,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,0,,,
Oregon,1982,Governor,Wasco,3744,5644,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,4,,,
Oregon,1982,Governor,Washington,28470,71024,,,,,,,,,,,,,,,2631,,,,,,,,,,,,,,35,,,
Oregon,1982,Governor,Wheeler,204,440,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,0,,,
Oregon,1982,Governor,Yamhill,6368,13941,,,,,,,,,,,,,,,724,,,,,,,,,,,,,,3,,,
Oregon,1986,Governor,Baker,3193,2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,,,
Oregon,1986,Governor,Benton,15327,12247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,
Oregon,1986,Governor,Clackamas,51352,54756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,,,
Oregon,1986,Governor,Clatsop,7659,5371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,
Oregon,1986,Governor,Columbia,8512,6357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,
Oregon,1986,Governor,Coos,12815,9800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,
Oregon,1986,Governor,Crook,2375,2999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
Oregon,1986,Governor,Curry,3017,4104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,
Oregon,1986,Governor,Deschutes,12089,14556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,
Oregon,1986,Governor,Douglas,16663,17085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,,,
Oregon,1986,Governor,Gilliam,371,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1986,Governor,Grant,1135,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,
Oregon,1986,Governor,Harney,1079,1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,
Oregon,1986,Governor,Hood River,3065,3121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Oregon,1986,Governor,Jackson,21502,29432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,
Oregon,1986,Governor,Jefferson,1914,2389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,
Oregon,1986,Governor,Josephine,9988,12815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,
Oregon,1986,Governor,Klamath,9136,11852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,
Oregon,1986,Governor,Lake,1450,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Oregon,1986,Governor,Lane,58826,45272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,
Oregon,1986,Governor,Lincoln,8702,6892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
Oregon,1986,Governor,Linn,19707,13781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1986,Governor,Malheur,2592,6218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,
Oregon,1986,Governor,Marion,43677,35016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,,,
Oregon,1986,Governor,Morrow,1439,1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Oregon,1986,Governor,Multnomah,134376,99817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,,,
Oregon,1986,Governor,Polk,10100,8565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1986,Governor,Sherman,386,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,
Oregon,1986,Governor,Tillamook,5194,4031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Oregon,1986,Governor,Umatilla,8247,9284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,
Oregon,1986,Governor,Union,4885,4655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,
Oregon,1986,Governor,Wallowa,1343,1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1986,Governor,Wasco,4488,4773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
Oregon,1986,Governor,Washington,50954,57008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
Oregon,1986,Governor,Wheeler,253,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,
Oregon,1986,Governor,Yamhill,11645,11058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Oregon,1990,Governor,Baker,2080,2947,,,,,,,,,,,968,,,,87,,,,,,,,,,,,,,7,,,
Oregon,1990,Governor,Benton,12961,12084,,,,,,,,,,,3832,,,,529,,,,,,,,,,,,,,7,,,
Oregon,1990,Governor,Clackamas,56674,47470,,,,,,,,,,,12650,,,,1415,,,,,,,,,,,,,,22,,,
Oregon,1990,Governor,Clatsop,6442,4551,,,,,,,,,,,1717,,,,183,,,,,,,,,,,,,,2,,,
Oregon,1990,Governor,Columbia,6142,6249,,,,,,,,,,,2854,,,,210,,,,,,,,,,,,,,34,,,
Oregon,1990,Governor,Coos,10023,8795,,,,,,,,,,,3406,,,,313,,,,,,,,,,,,,,46,,,
Oregon,1990,Governor,Crook,1859,2924,,,,,,,,,,,541,,,,34,,,,,,,,,,,,,,0,,,
Oregon,1990,Governor,Curry,3168,3940,,,,,,,,,,,926,,,,118,,,,,,,,,,,,,,17,,,
Oregon,1990,Governor,Deschutes,11236,14082,,,,,,,,,,,3550,,,,437,,,,,,,,,,,,,,9,,,
Oregon,1990,Governor,Douglas,10578,15928,,,,,,,,,,,7476,,,,477,,,,,,,,,,,,,,3,,,
Oregon,1990,Governor,Gilliam,339,366,,,,,,,,,,,144,,,,8,,,,,,,,,,,,,,0,,,
Oregon,1990,Governor,Grant,894,1286,,,,,,,,,,,933,,,,69,,,,,,,,,,,,,,3,,,
Oregon,1990,Governor,Harney,863,1516,,,,,,,,,,,533,,,,27,,,,,,,,,,,,,,1,,,
Oregon,1990,Governor,Hood River,2542,2627,,,,,,,,,,,810,,,,82,,,,,,,,,,,,,,0,,,
Oregon,1990,Governor,Jackson,20383,26347,,,,,,,,,,,8534,,,,738,,,,,,,,,,,,,,10,,,
Oregon,1990,Governor,Jefferson,1716,2238,,,,,,,,,,,382,,,,37,,,,,,,,,,,,,,0,,,
Oregon,1990,Governor,Josephine,8244,11974,,,,,,,,,,,3363,,,,355,,,,,,,,,,,,,,3,,,
Oregon,1990,Governor,Klamath,6118,11183,,,,,,,,,,,2649,,,,238,,,,,,,,,,,,,,1,,,
Oregon,1990,Governor,Lake,836,1633,,,,,,,,,,,606,,,,27,,,,,,,,,,,,,,0,,,
Oregon,1990,Governor,Lane,49814,45107,,,,,,,,,,,13773,,,,1544,,,,,,,,,,,,,,25,,,
Oregon,1990,Governor,Lincoln,8503,5264,,,,,,,,,,,2220,,,,274,,,,,,,,,,,,,,3,,,
Oregon,1990,Governor,Linn,11626,14314,,,,,,,,,,,8019,,,,352,,,,,,,,,,,,,,3,,,
Oregon,1990,Governor,Malheur,2200,3925,,,,,,,,,,,1916,,,,111,,,,,,,,,,,,,,2,,,
Oregon,1990,Governor,Marion,33765,35498,,,,,,,,,,,15066,,,,812,,,,,,,,,,,,,,150,,,
Oregon,1990,Governor,Morrow,1013,1062,,,,,,,,,,,450,,,,31,,,,,,,,,,,,,,0,,,
Oregon,1990,Governor,Multnomah,142804,75738,,,,,,,,,,,18212,,,,3388,,,,,,,,,,,,,,367,,,
Oregon,1990,Governor,Polk,7824,8121,,,,,,,,,,,4266,,,,239,,,,,,,,,,,,,,7,,,
Oregon,1990,Governor,Sherman,391,492,,,,,,,,,,,138,,,,13,,,,,,,,,,,,,,0,,,
Oregon,1990,Governor,Tillamook,4683,3506,,,,,,,,,,,1221,,,,126,,,,,,,,,,,,,,7,,,
Oregon,1990,Governor,Umatilla,6436,6615,,,,,,,,,,,2596,,,,279,,,,,,,,,,,,,,0,,,
Oregon,1990,Governor,Union,3399,3714,,,,,,,,,,,1690,,,,117,,,,,,,,,,,,,,5,,,
Oregon,1990,Governor,Wallowa,983,1199,,,,,,,,,,,1075,,,,52,,,,,,,,,,,,,,1,,,
Oregon,1990,Governor,Wasco,3948,3488,,,,,,,,,,,1366,,,,96,,,,,,,,,,,,,,0,,,
Oregon,1990,Governor,Washington,57815,49340,,,,,,,,,,,11601,,,,1454,,,,,,,,,,,,,,27,,,
Oregon,1990,Governor,Wheeler,189,332,,,,,,,,,,,124,,,,10,,,,,,,,,,,,,,0,,,
Oregon,1990,Governor,Yamhill,10258,8791,,,,,,,,,,,4455,,,,301,,,,,,,,,,,,,,45,,,
Oregon,1994,Governor,Baker,3608,4088,,,,,,,,,,,,,,,90,,,,,,,,,,,,,247,95,,,
