State,Year,Office,County,D#,R#,L#,G#,NL#,Ref.#,Cit.#,Work.#,NA#,C#,I1#,I2#,I3#,I4#,PF#,SW#,S#,New#,SL#,Union,Comm.#,Proh.#,Prog.#,Pop.#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,W/I12#,W/I13#,W/I14#,W/I15#,W/I16#,W/I17#,PoP,AE#,SA#
Arizona,1962,,Yavapai,4911,5745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,,Yuma,7259,4116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1964,,Apache,1964,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1964,,Cochise,8861,7249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1964,,Coconino,4619,5890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1964,,Gila,6628,3748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1964,,Graham,2719,2543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1964,,Greenlee,3160,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1964,,Maricopa,118174,140768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1964,,Mohave,2108,1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1964,,Navajo,4652,4679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1964,,Pima,50835,48527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1964,,Pinal,9443,6903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1964,,Santa Cruz,1584,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1964,,Yavapai,5368,7699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1964,,Yuma,7597,6665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,,Apache,1902,2198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,,Cochise,7959,7693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,,Coconino,3997,6748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,,Gila,5832,3779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,,Graham,2392,2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,,Greenlee,2657,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,,Maricopa,102799,167091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,,Mohave,2602,3698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,,Navajo,3684,4971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,,Pima,49122,50235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,,Pinal,9008,6791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,,Santa Cruz,1797,1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,,Yavapai,5001,8717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,,Yuma,6586,7506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1970,,Apache,1552,1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1970,,Cochise,7407,6316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1970,,Coconino,3539,5145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1970,,Gila,4833,2969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1970,,Graham,2032,2309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1970,,Greenlee,2236,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1970,,Maricopa,88284,140555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1970,,Mohave,2593,2982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1970,,Navajo,3159,4419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1970,,Pima,45325,41242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1970,,Pinal,7488,6079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1970,,Santa Cruz,1647,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1970,,Yavapai,3837,7060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1970,,Yuma,5580,5383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1974,,Apache,4336,2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1974,,Cochise,6859,9388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1974,,Coconino,7672,8340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1974,,Gila,4464,4616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1974,,Graham,2042,3070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1974,,Greenlee,2122,1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1974,,Maricopa,117431,192137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1974,,Mohave,3701,5318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1974,,Navajo,5991,5320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1974,,Pima,54366,59871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1974,,Pinal,8059,8476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1974,,Santa Cruz,1443,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1974,,Yavapai,5798,10779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1974,,Yuma,5239,7615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1976,,Apache,6841,2568,204,,,,,,,,203,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1976,,Cochise,11275,7692,172,,,,,,,,135,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1976,,Coconino,12750,8061,180,,,,,,,,335,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1976,,Gila,7593,4178,59,,,,,,,,109,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1976,,Graham,3507,3295,43,,,,,,,,44,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1976,,Greenlee,3023,1145,17,,,,,,,,31,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1976,,Maricopa,206481,200395,4249,,,,,,,,7231,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1976,,Mohave,6959,7091,108,,,,,,,,101,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1976,,Navajo,8608,5574,121,,,,,,,,161,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1976,,Pima,97841,52129,1703,,,,,,,,1541,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1976,,Pinal,14086,7110,158,,,,,,,,310,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1976,,Santa Cruz,3038,1478,47,,,,,,,,53,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1976,,Yavapai,9182,12251,148,,,,,,,,269,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1976,,Yuma,9150,8269,101,,,,,,,,242,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1980,,Apache,6887,3068,187,,,,,,,,,,,,,143,,,,,,,,,0,3,,,,,,,,,,,,,,,,158,,
Arizona,1980,,Cochise,10894,10757,161,,,,,,,,,,,,,167,,,,,,,,,0,0,,,,,,,,,,,,,,,,116,,
Arizona,1980,,Coconino,14798,10349,590,,,,,,,,,,,,,149,,,,,,,,,0,0,,,,,,,,,,,,,,,,115,,
Arizona,1980,,Gila,7378,5756,90,,,,,,,,,,,,,39,,,,,,,,,0,0,,,,,,,,,,,,,,,,63,,
Arizona,1980,,Graham,3939,3677,51,,,,,,,,,,,,,53,,,,,,,,,0,0,,,,,,,,,,,,,,,,82,,
Arizona,1980,,Greenlee,2558,1171,12,,,,,,,,,,,,,32,,,,,,,,,0,0,,,,,,,,,,,,,,,,32,,
Arizona,1980,,Maricopa,215284,264951,7457,,,,,,,,,,,,,1348,,,,,,,,,1,2,,,,,,,,,,,,,,,,1286,,
Arizona,1980,,Mohave,9931,10043,157,,,,,,,,,,,,,40,,,,,,,,,1,0,,,,,,,,,,,,,,,,65,,
Arizona,1980,,Navajo,9176,7296,150,,,,,,,,,,,,,67,,,,,,,,,0,0,,,,,,,,,,,,,,,,75,,
Arizona,1980,,Pima,103424,78513,2232,,,,,,,,,,,,,766,,,,,,,,,1,1,,,,,,,,,,,,,,,,1252,,
Arizona,1980,,Pinal,13093,9321,246,,,,,,,,,,,,,133,,,,,,,,,3,0,,,,,,,,,,,,,,,,135,,
Arizona,1980,,Santa Cruz,2874,2024,37,,,,,,,,,,,,,130,,,,,,,,,0,0,,,,,,,,,,,,,,,,66,,
Arizona,1980,,Yavapai,12011,15781,452,,,,,,,,,,,,,84,,,,,,,,,1,0,,,,,,,,,,,,,,,,70,,
Arizona,1980,,Yuma,10725,9664,186,,,,,,,,,,,,,115,,,,,,,,,0,0,,,,,,,,,,,,,,,,93,,
Arizona,1982,,Apache,6455,2517,238,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,1982,,Cochise,12907,6787,418,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,1982,,Coconino,13888,6517,901,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Arizona,1982,,Gila,7721,3812,218,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,1982,,Graham,3994,2517,99,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1982,,Greenlee,2630,575,38,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,1982,,Maricopa,199671,180917,10235,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,
Arizona,1982,,Mohave,9799,8057,351,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,1982,,Navajo,8223,5437,297,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1982,,Pima,104764,47041,5686,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,
Arizona,1982,,Pinal,14316,6474,426,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1982,,Santa Cruz,3162,1460,122,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1982,,Yavapai,12582,13036,758,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,1982,,Yuma,11858,6602,313,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,1986,,Apache,6486,4682,,,,,,,,,,,,,,7,,,,,,,,,21,12,,,,,,,,,,,,,,,,,,
Arizona,1986,,Cochise,9711,12199,,,,,,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,1986,,Coconino,10702,12774,,,,,,,,,,,,,,2,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,
Arizona,1986,,Gila,6799,6960,,,,,,,,,,,,,,0,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,
Arizona,1986,,Graham,2903,4002,,,,,,,,,,,,,,0,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,
Arizona,1986,,Greenlee,1619,1348,,,,,,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,1986,,La Paz,1398,2049,,,,,,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,1986,,Maricopa,168182,324826,,,,,,,,,,,,,,6,,,,,,,,,21,7,,,,,,,,,,,,,,,,,,
Arizona,1986,,Mohave,7809,13431,,,,,,,,,,,,,,0,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,
Arizona,1986,,Navajo,6956,9520,,,,,,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,1986,,Pima,85057,85652,,,,,,,,,,,,,,0,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,
Arizona,1986,,Pinal,11975,12396,,,,,,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,1986,,Santa Cruz,2755,2389,,,,,,,,,,,,,,3,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,
Arizona,1986,,Yavapai,11745,20042,,,,,,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,1986,,Yuma,6868,9580,,,,,,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,1988,,Apache,10871,3318,307,,,,,,106,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1988,,Cochise,19002,8604,610,,,,,,121,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1988,,Coconino,21203,9644,1066,,,,,,184,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1988,,Gila,9970,5327,315,,,,,,74,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1988,,Graham,5403,3084,113,,,,,,31,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1988,,Greenlee,2551,796,32,,,,,,8,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1988,,La Paz,2292,2017,90,,,,,,14,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1988,,Maricopa,340814,319561,11840,,,,,,2641,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1988,,Mohave,15142,12657,576,,,,,,91,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1988,,Navajo,12439,7043,315,,,,,,80,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1988,,Pima,163100,64220,3583,,,,,,1481,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1988,,Pinal,19082,9906,507,,,,,,133,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1988,,Santa Cruz,4817,1702,105,,,,,,42,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1988,,Yavapai,21460,20382,1056,,,,,,139,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1988,,Yuma,12257,9799,334,,,,,,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1992,,Apache,8543,7564,324,,,,,,166,,1469,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,
Arizona,1992,,Cochise,10304,19166,399,,,,,,85,,2903,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1992,,Coconino,14414,23766,930,,,,,,210,,2477,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1992,,Gila,6011,9007,260,,,,,,129,,2939,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1992,,Graham,2659,4766,111,,,,,,31,,2160,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1992,,Greenlee,1375,2086,50,,,,,,10,,436,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1992,,La Paz,1465,2641,49,,,,,,14,,740,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,1992,,Maricopa,234584,443607,13651,,,,,,3998,,94808,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,1992,,Mohave,12513,21190,600,,,,,,200,,5266,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Arizona,1992,,Navajo,7949,12601,338,,,,,,104,,3505,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,1992,,Pima,95789,153015,3779,,,,,,807,,13802,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Arizona,1992,,Pinal,12011,19095,417,,,,,,186,,4795,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,1992,,Santa Cruz,2614,4591,136,,,,,,26,,402,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,1992,,Yavapai,17073,32053,1225,,,,,,241,,7933,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1992,,Yuma,9017,16247,344,,,,,,128,,1726,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Arizona,1994,,Apache,10819,5321,710,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Arizona,1994,,Cochise,10352,14216,1746,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1994,,Coconino,14962,14571,2355,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
Arizona,1994,,Gila,6231,7748,1104,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,1994,,Graham,2771,4607,341,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1994,,Greenlee,1258,1473,124,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1994,,La Paz,1339,2061,257,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1994,,Maricopa,228021,362348,45998,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,
Arizona,1994,,Mohave,11314,19005,2151,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
Arizona,1994,,Navajo,10107,10891,1023,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Arizona,1994,,Pima,105127,100970,11628,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Arizona,1994,,Pinal,13815,14538,2145,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
Arizona,1994,,Santa Cruz,3712,2601,317,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1994,,Yavapai,15216,28374,4552,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Arizona,1994,,Yuma,7466,12275,1042,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1998,,Apache,6494,8340,354,,,249,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
Arizona,1998,,Cochise,7055,17351,497,,,283,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1998,,Coconino,9046,17267,944,,,524,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,
Arizona,1998,,Gila,4465,8748,397,,,186,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Arizona,1998,,Graham,2043,5215,106,,,71,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,1998,,Greenlee,916,1805,35,,,16,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1998,,La Paz,865,2330,60,,,52,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1998,,Maricopa,147017,400901,13411,,,11620,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,
Arizona,1998,,Mohave,7988,20086,762,,,417,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Arizona,1998,,Navajo,6454,13131,408,,,274,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
Arizona,1998,,Pima,54503,132439,3744,,,2386,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,
Arizona,1998,,Pinal,9455,17848,503,,,524,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Arizona,1998,,Santa Cruz,2154,3427,127,,,89,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1998,,Yavapai,10799,34926,1353,,,1133,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,
Arizona,1998,,Yuma,5970,12763,303,,,464,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,2000,,Apache,,9857,2011,1890,,,,,,,,2376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2000,,Cochise,,24766,1752,2255,,,,,,,,2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2000,,Coconino,,25512,2887,6189,,,,,,,,3297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2000,,Gila,,13549,941,819,,,,,,,,1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2000,,Graham,,7520,375,328,,,,,,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2000,,Greenlee,,2135,143,93,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2000,,La Paz,,3484,228,190,,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2000,,Maricopa,,663756,36847,49107,,,,,,,,68387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2000,,Mohave,,32686,1972,1980,,,,,,,,4309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2000,,Navajo,,18671,1835,1627,,,,,,,,2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2000,,Pima,,198266,15280,35081,,,,,,,,12687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2000,,Pinal,,30134,2183,2145,,,,,,,,3716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2000,,Santa Cruz,,5753,563,707,,,,,,,,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2000,,Yavapai,,50815,2541,5334,,,,,,,,4647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2000,,Yuma,,21292,1166,1181,,,,,,,,2193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2004,,Apache,9588,12923,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2004,,Cochise,9555,32879,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2004,,Coconino,13520,35849,1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2004,,Gila,4291,15551,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2004,,Graham,2000,8171,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2004,,Greenlee,746,2166,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2004,,La Paz,965,3826,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2004,,Maricopa,216124,917527,29769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2004,,Mohave,10423,44402,1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2004,,Navajo,7434,23091,1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2004,,Pima,89483,258010,7980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2004,,Pinal,13595,48094,1692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2004,,Santa Cruz,3583,7502,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2004,,Yavapai,14852,67312,3160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2004,,Yuma,8348,28069,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2006,,Apache,11402,6530,831,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,2006,,Cochise,14849,20194,1302,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,2006,,Coconino,20610,16003,1448,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,2006,,Gila,6643,9512,533,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,2006,,Graham,2194,5127,516,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,2006,,Greenlee,942,1068,119,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,2006,,La Paz,1457,2203,173,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,2006,,Maricopa,364661,491721,26733,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
