State,Year,Office,County,D#,R#,L#,G#,NL#,Ref.#,Cit.#,Work.#,NA#,C#,I1#,I2#,I3#,I4#,PF#,SW#,S#,New#,SL#,Union,Comm.#,Proh.#,Prog.#,Pop.#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,W/I12#,W/I13#,W/I14#,W/I15#,W/I16#,W/I17#,PoP,AE#,SA#
Arizona,1968,President,Graham,1726,2327,,,,,,,,859,,,,,4,0,,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,President,Greenlee,2434,1026,,,,,,,,276,,,,,3,0,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,President,Maricopa,86204,162262,,,,,,,,24941,,,,,64,43,,1100,37,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,President,Mohave,2109,3208,,,,,,,,883,,,,,0,0,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,President,Navajo,2930,4596,,,,,,,,1438,,,,,1,1,,45,1,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,President,Pima,39786,49479,,,,,,,,7221,,,,,114,24,,1120,22,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,President,Pinal,7409,6883,,,,,,,,1869,,,,,8,3,,71,3,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,President,Santa Cruz,1557,1702,,,,,,,,242,,,,,2,0,,29,1,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,President,Yavapai,3989,8296,,,,,,,,1837,,,,,3,1,,66,4,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1968,President,Yuma,5770,6856,,,,,,,,1941,,,,,3,0,,63,0,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1972,President,Apache,3145,3394,,,,,,,,200,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1972,President,Cochise,6023,11706,,,,,,,,557,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1972,President,Coconino,6250,10611,,,,,,,,513,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1972,President,Gila,4295,5673,,,,,,,,397,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1972,President,Graham,1863,3575,,,,,,,,504,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1972,President,Greenlee,2013,1758,,,,,,,,81,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1972,President,Maricopa,95135,244593,,,,,,,,12999,,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1972,President,Mohave,2588,6755,,,,,,,,449,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1972,President,Navajo,4003,6999,,,,,,,,561,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1972,President,Pima,56223,73154,,,,,,,,2620,,,,,,,29113,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1972,President,Pinal,6404,10584,,,,,,,,555,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1972,President,Santa Cruz,1866,2137,,,,,,,,73,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1972,President,Yavapai,3977,12277,,,,,,,,947,,,,,,,1466,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1972,President,Yuma,4755,9596,,,,,,,,752,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1976,President,Apache,6583,3447,91,,,,,,,9,173,,,,,23,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,
Arizona,1976,President,Cochise,9281,9921,174,,,,,,,14,452,,,,,16,,,,,,,,,9,16,,,,,,,,,,,,,,,,,,
Arizona,1976,President,Coconino,9450,11036,169,,,,,,,0,737,,,,,26,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,1976,President,Gila,6440,5136,94,,,,,,,28,249,,,,,7,,,,,,,,,8,0,,,,,,,,,,,,,,,,,,
Arizona,1976,President,Graham,3050,3659,71,,,,,,,31,138,,,,,5,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,
Arizona,1976,President,Greenlee,2601,1532,22,,,,,,,6,81,,,,,5,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,1976,President,Maricopa,144613,258262,5121,,,,,,,196,10106,,,,,539,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,
Arizona,1976,President,Mohave,6504,7601,133,,,,,,,43,351,,,,,5,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,
Arizona,1976,President,Navajo,7323,6796,118,,,,,,,37,273,,,,,12,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,
Arizona,1976,President,Pima,71214,77264,1122,,,,,,,85,5075,,,,,243,,,,,,,,,52,6,,,,,,,,,,,,,,,,,,
Arizona,1976,President,Pinal,10595,9354,159,,,,,,,13,462,,,,,20,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,
Arizona,1976,President,Santa Cruz,2265,2312,37,,,,,,,0,123,,,,,1,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,1976,President,Yavapai,7685,12998,221,,,,,,,60,620,,,,,16,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,1976,President,Yuma,7998,9324,115,,,,,,,42,389,,,,,10,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,
Arizona,1980,President,Apache,3917,5991,156,,,,8,0,,,495,,,,,28,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1980,President,Cochise,7028,13351,375,,,,7,0,,,1656,,,,,28,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1980,President,Coconino,7832,14613,861,,,,51,0,,,2815,,,,,27,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1980,President,Gila,5068,7405,259,,,,0,0,,,656,,,,,11,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1980,President,Graham,2801,4765,121,,,,2,0,,,268,,,,,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1980,President,Greenlee,2043,1537,48,,,,0,0,,,150,,,,,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1980,President,Maricopa,119752,316287,10825,,,,295,2,,,38975,,,,,696,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1980,President,Mohave,4900,13809,342,,,,3,0,,,978,,,,,22,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1980,President,Navajo,5110,10790,248,,,,0,0,,,710,,,,,24,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1980,President,Pima,64418,93055,3944,,,,148,0,,,25294,,,,,175,,,,,23,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1980,President,Pinal,9207,12195,472,,,,11,0,,,1346,,,,,27,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1980,President,Santa Cruz,2089,2674,76,,,,0,0,,,482,,,,,19,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1980,President,Yavapai,6664,19823,711,,,,23,0,,,1754,,,,,19,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1980,President,Yuma,6014,13393,346,,,,3,0,,,1373,,,,,16,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1984,President,Apache,7277,5638,117,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1984,President,Cochise,9671,16405,279,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1984,President,Coconino,11528,17581,622,,,,3,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,1984,President,Gila,6509,8543,197,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1984,President,Graham,3080,5247,89,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1984,President,Greenlee,1963,1801,21,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1984,President,La Paz,1502,2757,54,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1984,President,Maricopa,154833,411902,5509,,,,11,,,,3,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,
Arizona,1984,President,Mohave,7436,17364,272,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1984,President,Navajo,8017,11379,182,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1984,President,Pima,91585,123830,2193,,,,2,,,,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Arizona,1984,President,Pinal,11923,16464,232,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1984,President,Santa Cruz,2463,3855,71,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1984,President,Yavapai,9609,24802,574,,,,0,,,,0,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Arizona,1984,President,Yuma,6458,13848,173,,,,2,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1988,President,Apache,8944,5347,224,,,,,,26,0,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
Arizona,1988,President,Cochise,11812,15815,362,,,,,,49,0,1,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,
Arizona,1988,President,Coconino,14660,16649,757,,,,,,56,0,14,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
Arizona,1988,President,Gila,7147,7861,254,,,,,,35,0,0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
Arizona,1988,President,Graham,3407,5120,97,,,,,,24,0,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
Arizona,1988,President,Greenlee,1733,1526,37,,,,,,6,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Arizona,1988,President,La Paz,1746,2562,62,,,,,,6,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Arizona,1988,President,Maricopa,230952,442337,7199,,,,,,885,10,95,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,
Arizona,1988,President,Mohave,10197,17651,381,,,,,,33,5,6,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,
Arizona,1988,President,Navajo,9023,10393,217,,,,,,42,0,0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
Arizona,1988,President,Pima,113824,117899,2393,,,,,,314,1,29,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,
Arizona,1988,President,Pinal,13850,14966,318,,,,,,41,0,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
Arizona,1988,President,Santa Cruz,3268,3320,89,,,,,,13,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Arizona,1988,President,Yavapai,14514,27842,733,,,,,,97,0,5,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,
Arizona,1988,President,Yuma,8952,13253,228,,,,,,35,2,4,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
Arizona,1992,President,Apache,11218,4588,94,,32,,,,27,,1979,320,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1992,President,Cochise,12701,12202,149,,103,,,,22,,7857,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1992,President,Coconino,18888,13769,273,,115,,,,50,,9363,160,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1992,President,Gila,7571,5781,98,,71,,,,14,,4694,249,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1992,President,Graham,3391,4169,29,,27,,,,5,,1860,218,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1992,President,Greenlee,1695,1451,26,,15,,,,1,,794,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1992,President,La Paz,1808,1599,31,,26,,,,3,,1488,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1992,President,Maricopa,285457,360049,3742,,1018,,,,555,,221475,4534,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1992,President,Mohave,13255,13684,280,,257,,,,36,,12706,398,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1992,President,Navajo,10882,7994,139,,71,,,,30,,4787,735,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1992,President,Pima,128569,97036,1268,,284,,,,108,,53925,291,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1992,President,Pinal,15468,11669,136,,45,,,,20,,9231,170,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1992,President,Santa Cruz,3512,3024,46,,29,,,,5,,1447,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1992,President,Yavapai,18268,23419,322,,118,,,,25,,16409,852,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1992,President,Yuma,10367,11652,148,,66,,,,16,,5726,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1996,President,Apache,12394,4761,204,25,0,1296,,,,4,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1996,President,Cochise,13782,14365,383,35,3,3346,,,,8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1996,President,Coconino,20475,13638,609,122,6,3666,,,,2,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Arizona,1996,President,Gila,8577,6407,204,12,0,2211,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1996,President,Graham,3938,4222,100,2,0,1034,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1996,President,Greenlee,1755,1159,53,0,0,426,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1996,President,La Paz,1964,1902,30,0,0,597,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1996,President,Maricopa,363991,386015,7551,1067,102,58479,,,,209,11,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
Arizona,1996,President,Mohave,16629,17997,481,22,7,6369,,,,22,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Arizona,1996,President,Navajo,12912,9262,272,16,1,2461,,,,13,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1996,President,Pima,137983,104121,2894,669,24,18809,,,,45,6,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,1996,President,Pinal,19579,13034,293,10,2,3972,,,,4,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1996,President,Santa Cruz,5241,2256,65,5,0,600,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1996,President,Yavapai,21801,29921,1009,64,8,6649,,,,33,10,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,1996,President,Yuma,12267,13013,210,13,0,2157,,,,7,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Arizona,2000,President,Apache,13025,5947,66,245,15,135,,,,,,,,,,,,,,,,,,,23,0,,,,,,,,,,,,,,,,,,
Arizona,2000,President,Cochise,13360,18180,199,1,113,34315,,,,,,,,,,,,,,,,,,,37,3,,,,,,,,,,,,,,,,,,
Arizona,2000,President,Coconino,20280,17562,252,2478,66,244,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,
Arizona,2000,President,Gila,7700,9158,129,497,25,227,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,2000,President,Graham,3355,6007,20,144,7,131,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,2000,President,Greenlee,1216,1619,12,68,3,42,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,2000,President,La Paz,1769,2543,24,91,3,53,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,2000,President,Maricopa,386683,479967,2985,22465,494,7156,,,,,,,,,,,,,,,,,,,1891,58,,,,,,,,,,,,,,,,,,
Arizona,2000,President,Mohave,17470,24386,291,1323,44,622,,,,,,,,,,,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,
Arizona,2000,President,Navajo,11794,12386,156,517,28,266,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,2000,President,Pima,147688,124579,1046,12355,205,1731,,,,,,,,,,,,,,,,,,,0,36,,,,,,,,,,,,,,,,,,
Arizona,2000,President,Pinal,19650,20122,136,904,36,442,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,2000,President,Santa Cruz,5233,3344,41,217,14,44,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,2000,President,Yavapai,24063,40144,261,2733,125,749,,,,,,,,,,,,,,,,,,,146,7,,,,,,,,,,,,,,,,,,
Arizona,2000,President,Yuma,12055,15708,157,495,21,216,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
Arizona,2004,President,Apache,15658,8384,142,0,,,,,,,14,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,2004,President,Cochise,17514,26556,318,12,,,,,,,83,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,
Arizona,2004,President,Coconino,29243,22526,377,8,,,,,,,113,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,
Arizona,2004,President,Gila,8314,12343,155,0,,,,,,,31,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,
Arizona,2004,President,Graham,3185,7467,66,0,,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,2004,President,Greenlee,1146,1899,19,0,,,,,,,3,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,2004,President,La Paz,1849,3158,45,0,,,,,,,3,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
Arizona,2004,President,Maricopa,504849,679455,6776,64,,,,,,,1607,,,,,,,,,,,,,,2210,,,,,,,,,,,,,,,,,,,
Arizona,2004,President,Mohave,20503,36794,393,4,,,,,,,113,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,
Arizona,2004,President,Navajo,14815,17277,224,1,,,,,,,26,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,
Arizona,2004,President,Pima,193128,171109,2109,39,,,,,,,522,,,,,,,,,,,,,,585,,,,,,,,,,,,,,,,,,,
Arizona,2004,President,Pinal,27252,37006,333,0,,,,,,,31,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,2004,President,Santa Cruz,6909,4668,80,1,,,,,,,10,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,
Arizona,2004,President,Yavapai,33127,53468,612,9,,,,,,,173,,,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,
Arizona,2004,President,Yuma,16032,22184,207,0,,,,,,,42,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,
Arizona,2008,President,Apache,15390,8551,111,75,,,,,,,109,,,,,,,,,,,,,,93,26,0,0,,,,,,,,,,,,,,,,
Arizona,2008,President,Cochise,18943,29026,371,90,,,,,,,356,,,,,,,,,,,,,,261,34,0,0,,,,,,,,,,,,,,,,
Arizona,2008,President,Coconino,31433,22186,267,117,,,,,,,309,,,,,,,,,,,,,,239,31,0,1,,,,,,,,,,,,,,,,
Arizona,2008,President,Gila,7884,14095,150,31,,,,,,,156,,,,,,,,,,,,,,84,17,0,0,,,,,,,,,,,,,,,,
Arizona,2008,President,Graham,3487,8376,60,23,,,,,,,56,,,,,,,,,,,,,,62,5,0,0,,,,,,,,,,,,,,,,
Arizona,2008,President,Greenlee,1165,1712,16,3,,,,,,,17,,,,,,,,,,,,,,7,0,0,0,,,,,,,,,,,,,,,,
Arizona,2008,President,La Paz,1929,3509,39,14,,,,,,,53,,,,,,,,,,,,,,25,8,0,0,,,,,,,,,,,,,,,,
Arizona,2008,President,Maricopa,602166,746448,7605,1799,,,,,,,6095,,,,,,,,,,,,,,6408,832,12,5,,,,,,,,,,,,,,,,
Arizona,2008,President,Mohave,22092,44333,433,111,,,,,,,561,,,,,,,,,,,,,,390,75,0,0,,,,,,,,,,,,,,,,
Arizona,2008,President,Navajo,15579,19761,158,70,,,,,,,182,,,,,,,,,,,,,,132,50,0,0,,,,,,,,,,,,,,,,
Arizona,2008,President,Pima,206254,182406,1923,683,,,,,,,1995,,,,,,,,,,,,,,1412,162,4,1,,,,,,,,,,,,,,,,
Arizona,2008,President,Pinal,44254,59421,530,116,,,,,,,562,,,,,,,,,,,,,,515,0,0,0,,,,,,,,,,,,,,,,
Arizona,2008,President,Santa Cruz,8683,4518,49,17,,,,,,,35,,,,,,,,,,,,,,41,1,0,0,,,,,,,,,,,,,,,,
Arizona,2008,President,Yavapai,36889,61192,638,185,,,,,,,638,,,,,,,,,,,,,,537,106,0,0,,,,,,,,,,,,,,,,
Arizona,2008,President,Yuma,18559,24577,205,72,,,,,,,177,,,,,,,,,,,,,,157,24,0,1,,,,,,,,,,,,,,,,
Arizona,2012,President,Apache,17147,8250,354,88,,,,,,,,,,,,,,,,,,,,,69,9,0,0,0,0,,,,,,,,,,,,,,
Arizona,2012,President,Cochise,18546,29497,728,215,,,,,,,,,,,,,,,,,,,,,199,12,1,2,0,1,,,,,,,,,,,,,,
Arizona,2012,President,Coconino,29257,21220,941,301,,,,,,,,,,,,,,,,,,,,,231,6,6,0,0,0,,,,,,,,,,,,,,
Arizona,2012,President,Gila,7697,13455,310,64,,,,,,,,,,,,,,,,,,,,,67,1,0,0,1,0,,,,,,,,,,,,,,
Arizona,2012,President,Graham,3609,8076,142,28,,,,,,,,,,,,,,,,,,,,,50,0,0,0,0,0,,,,,,,,,,,,,,
Arizona,2012,President,Greenlee,1310,1592,61,11,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,,,,,,,,,,,,,,
Arizona,2012,President,La Paz,1880,3714,99,24,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0,0,,,,,,,,,,,,,,
Arizona,2012,President,Maricopa,602288,749885,20071,4091,,,,,,,,,,,,,,,,,,,,,4403,154,54,8,5,0,,,,,,,,,,,,,,
Arizona,2012,President,Mohave,19533,49168,1070,224,,,,,,,,,,,,,,,,,,,,,318,4,2,2,6,1,,,,,,,,,,,,,,
Arizona,2012,President,Navajo,16945,19884,399,99,,,,,,,,,,,,,,,,,,,,,130,6,2,0,0,0,,,,,,,,,,,,,,
Arizona,2012,President,Pima,201251,174779,4366,1758,,,,,,,,,,,,,,,,,,,,,925,46,41,3,0,4,,,,,,,,,,,,,,
Arizona,2012,President,Pinal,44306,62079,1568,325,,,,,,,,,,,,,,,,,,,,,367,36,1,0,0,0,,,,,,,,,,,,,,
Arizona,2012,President,Santa Cruz,9486,4235,108,65,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,,,,,,,,,,,,,,
Arizona,2012,President,Yavapai,33918,64468,1450,417,,,,,,,,,,,,,,,,,,,,,386,12,12,2,2,0,,,,,,,,,,,,,,
Arizona,2012,President,Yuma,18059,23352,433,106,,,,,,,,,,,,,,,,,,,,,120,3,0,0,0,0,,,,,,,,,,,,,,
Arizona,2016,President,Apache,17083,8240,1221,469,,,,,,,,,,,,,,,,,,,,,549,59,34,5,0,0,0,1,,,,,,,,,,,,
Arizona,2016,President,Cochise,17450,28092,2394,993,,,,,,,,,,,,,,,,,,,,,631,409,37,4,1,1,3,0,,,,,,,,,,,,
Arizona,2016,President,Coconino,32404,21108,2978,1414,,,,,,,,,,,,,,,,,,,,,1346,514,13,1,0,3,2,1,,,,,,,,,,,,
Arizona,2016,President,Gila,7003,14182,803,212,,,,,,,,,,,,,,,,,,,,,207,104,4,0,0,0,0,0,,,,,,,,,,,,
Arizona,2016,President,Graham,3301,8025,497,116,,,,,,,,,,,,,,,,,,,,,147,179,14,2,0,0,0,0,,,,,,,,,,,,
Arizona,2016,President,Greenlee,1092,1892,200,59,,,,,,,,,,,,,,,,,,,,,30,26,1,0,0,0,0,0,,,,,,,,,,,,
Arizona,2016,President,La Paz,1575,4003,211,73,,,,,,,,,,,,,,,,,,,,,74,10,2,3,0,0,0,0,,,,,,,,,,,,
Arizona,2016,President,Maricopa,702907,747361,67043,19432,,,,,,,,,,,,,,,,,,,,,18860,11448,616,52,47,36,20,12,,,,,,,,,,,,
Arizona,2016,President,Mohave,17455,58282,2639,740,,,,,,,,,,,,,,,,,,,,,598,204,24,1,0,0,0,0,,,,,,,,,,,,
Arizona,2016,President,Navajo,16459,20577,1410,703,,,,,,,,,,,,,,,,,,,,,644,472,24,1,2,0,1,1,,,,,,,,,,,,
Arizona,2016,President,Pima,224661,167428,15620,6200,,,,,,,,,,,,,,,,,,,,,5237,2328,141,5,7,8,3,2,,,,,,,,,,,,
Arizona,2016,President,Pinal,47892,72819,5010,1476,,,,,,,,,,,,,,,,,,,,,1300,963,75,4,4,2,0,1,,,,,,,,,,,,
Arizona,2016,President,Santa Cruz,11690,3897,432,221,,,,,,,,,,,,,,,,,,,,,146,43,4,0,0,0,0,0,,,,,,,,,,,,
Arizona,2016,President,Yavapai,35590,71330,3996,1588,,,,,,,,,,,,,,,,,,,,,1296,596,44,6,0,2,0,2,,,,,,,,,,,,
Arizona,2016,President,Yuma,24605,25165,1873,649,,,,,,,,,,,,,,,,,,,,,597,94,25,1,1,0,0,0,,,,,,,,,,,,
Arizona,1962,,Apache,1663,1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,,Cochise,8175,4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,,Coconino,4581,3742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,,Gila,5855,2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,,Graham,2354,1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,,Greenlee,3293,841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,,Maricopa,103459,97367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,,Mohave,1799,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,,Navajo,3629,3205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,,Pima,41345,30918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,,Pinal,8850,4634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,,Santa Cruz,2044,1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
