State,Year,Office,County,D#,R#,ND#,SD#,Prog.#,S#,Comm.#,Wor.#,SL#,GBL#,New#,Nat.#,Proh.#,IND#,Pop.#,GB#,U#,SW#,Comm.#.1,NA#,AI#,I#,Ref.#,NL#,G#,L1#,L2#,IND#.1,WW#,Cit.#,Labor#,Delta#,W/I1#,W/I2#,W/I3#,W/I4#,Am.#,L#,I1#,I2#,R1#,R2#,FL#,IR#,W/I#,Year / Office,CM#,Mod.#,Town,T#,New Ref.#
New Hampshire,1948,President,Grafton,6841,12248,,,154,21,,,17,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
New Hampshire,1948,President,Hillsborough,41789,28257,,,647,16,,,30,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
New Hampshire,1948,President,Merrimack,11171,16586,,,161,12,,,5,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
New Hampshire,1948,President,Rockingham,11937,18890,,,292,4,,,5,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
New Hampshire,1948,President,Strafford,11603,9988,,,179,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
New Hampshire,1948,President,Sullivan,4696,6003,,,99,11,,,8,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
New Hampshire,1952,President,Belknap,3755,9567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1952,President,Carroll,1578,7498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1952,President,Cheshire,6710,11897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1952,President,Coos,7848,9975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1952,President,Grafton,6124,15937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1952,President,Hillsborough,41802,41263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1952,President,Merrimack,10310,21824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1952,President,Rockingham,12040,26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1952,President,Strafford,11753,13729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1952,President,Sullivan,4743,8317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1956,President,Belknap,3131,9902,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1956,President,Carroll,1281,7527,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1956,President,Cheshire,5574,12585,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1956,President,Coos,5871,11465,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1956,President,Grafton,5466,15609,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1956,President,Hillsborough,36234,45248,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1956,President,Merrimack,8711,22060,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1956,President,Rockingham,10198,28226,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1956,President,Strafford,9659,15494,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1956,President,Sullivan,4239,8403,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1960,President,Belknap,5630,9156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1960,President,Carroll,1918,7487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1960,President,Cheshire,8668,11594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1960,President,Coos,10455,7797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1960,President,Grafton,7821,14454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1960,President,Hillsborough,52135,38430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1960,President,Merrimack,13278,20395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1960,President,Rockingham,17063,28032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1960,President,Strafford,14335,13539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1960,President,Sullivan,6469,7105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1964,President,Belknap,8024,5908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1964,President,Carroll,4058,4957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1964,President,Cheshire,13626,5958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1964,President,Coos,11956,4863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1964,President,Grafton,12566,8461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1964,President,Hillsborough,60236,29503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1964,President,Merrimack,19818,12564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1964,President,Rockingham,27256,19498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1964,President,Strafford,17737,8342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1964,President,Sullivan,8787,3975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1968,President,Belknap,4942,8642,,,,,,,,,21,,,,,,,2,,,454,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
New Hampshire,1968,President,Carroll,2163,6795,,,,,,,,,8,,,,,,,2,,,348,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
New Hampshire,1968,President,Cheshire,9135,10702,,,,,,,,,40,,,,,,,3,,,441,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,
New Hampshire,1968,President,Coos,8261,6822,,,,,,,,,11,,,,,,,3,,,399,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
New Hampshire,1968,President,Grafton,7813,12881,,,,,,,,,87,,,,,,,35,,,727,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,
New Hampshire,1968,President,Hillsborough,45423,42409,,,,,,,,,71,,,,,,,25,,,4231,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
New Hampshire,1968,President,Merrimack,12711,19289,,,,,,,,,57,,,,,,,9,,,1201,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,
New Hampshire,1968,President,Rockingham,21195,28842,,,,,,,,,50,,,,,,,9,,,2333,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,
New Hampshire,1968,President,Strafford,13129,12427,,,,,,,,,57,,,,,,,11,,,650,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,
New Hampshire,1968,President,Sullivan,5817,6094,,,,,,,,,19,,,,,,,5,,,389,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,
New Hampshire,1972,President,Belknap,4610,11536,,,,,,,,,,,,,,,,18,,,143,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
New Hampshire,1972,President,Carroll,2395,8525,,,,,,,,,,,,,,,,12,,,128,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
New Hampshire,1972,President,Cheshire,9157,13390,,,,,,,,,,,,,,,,11,,,132,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,
New Hampshire,1972,President,Coos,5829,9468,,,,,,,,,,,,,,,,62,,,204,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
New Hampshire,1972,President,Grafton,8388,16605,,,,,,,,,,,,,,,,23,,,288,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,
New Hampshire,1972,President,Hillsborough,34739,65274,,,,,,,,,,,,,,,,88,,,1258,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,
New Hampshire,1972,President,Merrimack,11737,25354,,,,,,,,,,,,,,,,41,,,308,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,
New Hampshire,1972,President,Rockingham,21998,38825,,,,,,,,,,,,,,,,58,,,615,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,
New Hampshire,1972,President,Strafford,12028,16846,,,,,,,,,,,,,,,,42,,,188,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,
New Hampshire,1972,President,Sullivan,5554,7901,,,,,,,,,,,,,,,,13,,,122,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
New Hampshire,1976,President,Belknap,6143,9876,,,,,,,2,,,,,,,,,3,,,,120,,,,30,,,,,3,,72,,,,,,,,,,,,,,,,,,
New Hampshire,1976,President,Carroll,3374,8561,,,,,,,4,,,,,,,,,5,,,,169,,,,39,,,,,12,,34,,,,,,,,,,,,,,,,,,
New Hampshire,1976,President,Cheshire,10388,12554,,,,,,,8,,,,,,,,,16,,,,260,,,,44,,,,,21,,14,,,,,,,,,,,,,,,,,,
New Hampshire,1976,President,Coos,7385,7094,,,,,,,3,,,,,,,,,3,,,,92,,,,8,,,,,5,,48,,,,,,,,,,,,,,,,,,
New Hampshire,1976,President,Grafton,8996,14430,,,,,,,3,,,,,,,,,11,,,,369,,,,48,,,,,3,,54,,,,,,,,,,,,,,,,,,
New Hampshire,1976,President,Hillsborough,45544,53581,,,,,,,19,,,,,,,,,41,,,,1168,,,,353,,,,,55,,119,,,,,,,,,,,,,,,,,,
New Hampshire,1976,President,Merrimack,14865,21853,,,,,,,5,,,,,,,,,15,,,,377,,,,84,,,,,14,,69,,,,,,,,,,,,,,,,,,
New Hampshire,1976,President,Rockingham,30051,36738,,,,,,,5,,,,,,,,,27,,,,903,,,,237,,,,,36,,133,,,,,,,,,,,,,,,,,,
New Hampshire,1976,President,Strafford,14566,14569,,,,,,,15,,,,,,,,,37,,,,500,,,,60,,,,,34,,34,,,,,,,,,,,,,,,,,,
New Hampshire,1976,President,Sullivan,6323,6679,,,,,,,2,,,,,,,,,3,,,,137,,,,33,,,,,3,,27,,,,,,,,,,,,,,,,,,
New Hampshire,1980,President,Belknap,4365,12077,,,,,,,,,,,,,,,,1,2,,,1996,,,,71,,,1,33,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1980,President,Carroll,3119,9980,,,,,,,,,,,,,,,,3,2,,,1584,,,,86,,,4,63,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1980,President,Cheshire,7835,13242,,,,,,,,,,,,,,,,5,2,,,4090,,,,116,,,2,175,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1980,President,Coos,4749,8724,,,,,,,,,,,,,,,,4,6,,,941,,,,71,,,5,20,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1980,President,Grafton,7282,15273,,,,,,,,,,,,,,,,6,14,,,4279,,,,153,,,5,139,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1980,President,Hillsborough,31789,68994,,,,,,,,,,,,,,,,16,30,,,13613,,,,581,,,19,262,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1980,President,Merrimack,12083,23584,,,,,,,,,,,,,,,,11,43,,,5894,,,,202,,,8,135,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1980,President,Rockingham,21712,45960,,,,,,,,,,,,,,,,15,18,,,10974,,,,504,,,22,269,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1980,President,Strafford,11041,16399,,,,,,,,,,,,,,,,8,11,,,4700,,,,204,,,8,160,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1980,President,Sullivan,4889,7472,,,,,,,,,,,,,,,,3,1,,,1622,,,,79,,,2,69,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1984,President,Belknap,4743,14200,,,,,,,,,,,,,,,,,,15,,29,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1984,President,Carroll,3806,11891,,,,,,,,,,,,,,,,,,10,,25,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1984,President,Cheshire,8990,15851,,,,,,,,,,,,,,,,,,15,,30,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1984,President,Coos,4004,10013,,,,,,,,,,,,,,,,,,1,,19,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1984,President,Grafton,8757,18451,,,,,,,,,,,,,,,,,,9,,20,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1984,President,Hillsborough,33314,81462,,,,,,,,,,,,,,,,,,149,,118,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1984,President,Merrimack,13510,27925,,,,,,,,,,,,,,,,,,28,,43,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1984,President,Rockingham,25557,57586,,,,,,,,,,,,,,,,,,50,,107,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1984,President,Strafford,12752,20452,,,,,,,,,,,,,,,,,,22,,54,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1984,President,Sullivan,4962,9220,,,,,,,,,,,,,,,,,,6,,23,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1988,President,Belknap,6603,14454,,,,,,,,,,,,,,,,,,20,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1988,President,Carroll,5153,12983,,,,,,,,,,,,,,,,,,51,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1988,President,Cheshire,12339,15002,,,,,,,,,,,,,,,,,,46,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1988,President,Coos,4981,8763,,,,,,,,,,,,,,,,,,35,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1988,President,Grafton,11484,19033,,,,,,,,,,,,,,,,,,39,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1988,President,Hillsborough,45799,88261,,,,,,,,,,,,,,,,,,193,,,,,,1525,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1988,President,Merrimack,18637,29535,,,,,,,,,,,,,,,,,,81,,,,,,433,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1988,President,Rockingham,35775,64034,,,,,,,,,,,,,,,,,,195,,,,,,1401,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1988,President,Strafford,16547,20636,,,,,,,,,,,,,,,,,,114,,,,,,401,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1988,President,Sullivan,6378,8836,,,,,,,,,,,,,,,,,,16,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1992,President,Belknap,8405,10578,,,,,,,,,,,,,,,,,,10,,5970,,17,,110,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1992,President,Carroll,7258,8715,,,,,,,,,,,,,,,,,,37,,5546,,13,,134,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1992,President,Cheshire,15037,11037,,,,,,,,,,,,,,,,,,10,,6195,,22,,156,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1992,President,Coos,6559,5271,,,,,,,,,,,,,,,,,,4,,3868,,27,,75,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1992,President,Grafton,15389,13450,,,,,,,,,,,,,,,,,,25,,7296,,32,,151,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1992,President,Hillsborough,58470,61620,,,,,,,,,,,,,,,,,,289,,36067,,65,,1329,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1992,President,Merrimack,24437,22114,,,,,,,,,,,,,,,,,,26,,11860,,32,,365,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1992,President,Rockingham,44317,47353,,,,,,,,,,,,,,,,,,90,,31192,,52,,802,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1992,President,Strafford,21247,16028,,,,,,,,,,,,,,,,,,13,,9920,,25,,306,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1992,President,Sullivan,7921,6318,,,,,,,,,,,,,,,,,,8,,3423,,9,,120,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1996,President,Belknap,10345,10685,,,,,,,,,,,,,,,,,,,53,,2297,,,153,,,,,,,83,,,,,,,,,,,,,,,,,,
New Hampshire,1996,President,Carroll,8881,9168,,,,,,,,,,,,,,,,,,,57,,2445,,,131,,,,,,,81,,,,,,,,,,,,,,,,,,
New Hampshire,1996,President,Cheshire,16159,10252,,,,,,,,,,,,,,,,,,,129,,2777,,,199,,,,,,,185,,,,,,,,,,,,,,,,,,
New Hampshire,1996,President,Coos,7191,4703,,,,,,,,,,,,,,,,,,,33,,2085,,,83,,,,,,,42,,,,,,,,,,,,,,,,,,
New Hampshire,1996,President,Grafton,17476,13543,,,,,,,,,,,,,,,,,,,62,,3237,,,244,,,,,,,210,,,,,,,,,,,,,,,,,,
New Hampshire,1996,President,Hillsborough,71282,59441,,,,,,,,,,,,,,,,,,,417,,13411,,,1374,,,,,,,710,,,,,,,,,,,,,,,,,,
New Hampshire,1996,President,Merrimack,29381,21231,,,,,,,,,,,,,,,,,,,122,,4814,,,428,,,,,,,224,,,,,,,,,,,,,,,,,,
New Hampshire,1996,President,Rockingham,53644,46201,,,,,,,,,,,,,,,,,,,291,,11433,,,1121,,,,,,,558,,,,,,,,,,,,,,,,,,
New Hampshire,1996,President,Strafford,23475,14484,,,,,,,,,,,,,,,,,,,117,,4088,,,397,,,,,,,282,,,,,,,,,,,,,,,,,,
New Hampshire,1996,President,Sullivan,8380,6824,,,,,,,,,,,,,,,,,,,65,,1803,,,107,,,,,,,81,,,,,,,,,,,,,,,,,,
New Hampshire,2000,President,Belknap,10719,14799,,,,,,,,,,,,,,,,,,,74,,,14,977,88,,124,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,2000,President,Carroll,9852,12597,,,,,,,,,,,,,,,,,,,77,,,17,1086,131,,119,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,2000,President,Cheshire,17382,13793,,,,,,,,,,,,,,,,,,,87,,,45,1750,152,,186,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,2000,President,Coos,6570,7329,,,,,,,,,,,,,,,,,,,25,,,11,463,69,,133,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,2000,President,Grafton,18326,18092,,,,,,,,,,,,,,,,,,,81,,,32,1783,209,,210,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,2000,President,Hillsborough,77625,80649,,,,,,,,,,,,,,,,,,,394,,,62,5465,811,,755,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,2000,President,Merrimack,30622,30028,,,,,,,,,,,,,,,,,,,143,,,32,2343,286,,230,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,2000,President,Rockingham,61628,65860,,,,,,,,,,,,,,,,,,,257,,,55,5213,626,,534,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,2000,President,Strafford,25400,21108,,,,,,,,,,,,,,,,,,,80,,,36,2273,286,,210,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,2000,President,Sullivan,8224,9304,,,,,,,,,,,,,,,,,,,58,,,24,845,99,,114,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,2004,President,Belknap,14080,17920,,,,,,,,,,,,,,,,,,,,218,,,,,,,,,,,67,6,7,,,,,,,,,,,,,,,,
New Hampshire,2004,President,Carroll,13319,14614,,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,32,15,4,,,,,,,,,,,,,,,,
New Hampshire,2004,President,Cheshire,24438,16463,,,,,,,,,,,,,,,,,,,,303,,,,,,,,,,,73,26,44,,,,,,,,,,,,,,,,
New Hampshire,2004,President,Coos,8585,8143,,,,,,,,,,,,,,,,,,,,141,,,,,,,,,,,36,12,8,,,,,,,,,,,,,,,,
New Hampshire,2004,President,Grafton,26180,20277,,,,,,,,,,,,,,,,,,,,358,,,,,,,,,,,89,39,28,,,,,,,,,,,,,,,,
New Hampshire,2004,President,Hillsborough,94121,99724,,,,,,,,,,,,,,,,,,,,1208,,,,,,,,,,,261,97,16,,,,,,,,,,,,,,,,
New Hampshire,2004,President,Merrimack,39975,36060,,,,,,,,,,,,,,,,,,,,454,,,,,,,,,,,102,47,9,,,,,,,,,,,,,,,,
New Hampshire,2004,President,Rockingham,75437,82069,,,,,,,,,,,,,,,,,,,,988,,,,,,,,,,,224,80,18,,,,,,,,,,,,,,,,
New Hampshire,2004,President,Strafford,32942,25825,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,59,24,11,,,,,,,,,,,,,,,,
New Hampshire,2004,President,Sullivan,11434,10142,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,,35,26,16,,,,,,,,,,,,,,,,
New Hampshire,2008,President,Belknap,16796,16402,,,,,,,,,,,,,,,,,,,,151,,,,96,20,,,,,,106,36,5,2,,,,,,,,,,,,,,,
New Hampshire,2008,President,Carroll,15221,13387,,,,,,,,,,,,,,,,,,,,200,,,,79,23,,,,,,79,52,12,3,,,,,,,,,,,,,,,
New Hampshire,2008,President,Cheshire,26971,15205,,,,,,,,,,,,,,,,,,,,244,,,,152,29,,,,,,120,73,23,6,,,,,,,,,,,,,,,
New Hampshire,2008,President,Coos,9532,6558,,,,,,,,,,,,,,,,,,,,115,,,,39,15,,,,,,60,23,6,0,,,,,,,,,,,,,,,
New Hampshire,2008,President,Grafton,31446,17687,,,,,,,,,,,,,,,,,,,,278,,,,151,40,,,,,,143,114,28,3,,,,,,,,,,,,,,,
New Hampshire,2008,President,Hillsborough,104820,97178,,,,,,,,,,,,,,,,,,,,929,,,,717,155,,,,,,536,306,56,12,,,,,,,,,,,,,,,
New Hampshire,2008,President,Merrimack,45078,34010,,,,,,,,,,,,,,,,,,,,352,,,,221,58,,,,,,224,135,24,4,,,,,,,,,,,,,,,
New Hampshire,2008,President,Rockingham,83723,81917,,,,,,,,,,,,,,,,,,,,782,,,,544,127,,,,,,477,211,33,8,,,,,,,,,,,,,,,
New Hampshire,2008,President,Strafford,37990,25021,,,,,,,,,,,,,,,,,,,,325,,,,166,47,,,,,,171,97,29,2,,,,,,,,,,,,,,,
New Hampshire,2008,President,Sullivan,13249,9169,,,,,,,,,,,,,,,,,,,,127,,,,52,17,,,,,,85,45,10,0,,,,,,,,,,,,,,,
New Hampshire,2012,President,Belknap,15890,17571,,,,,,,,,,,,,,,,,,,27,,,,15,276,,,,,,,108,,,,,,,,,,,,,,,,,,
New Hampshire,2012,President,Carroll,13977,14207,,,,,,,,,,,,,,,,,,,33,,,,16,251,,,,,,,118,,,,,,,,,,,,,,,,,,
New Hampshire,2012,President,Cheshire,25380,15156,,,,,,,,,,,,,,,,,,,65,,,,31,545,,,,,,,183,,,,,,,,,,,,,,,,,,
New Hampshire,2012,President,Coos,9095,6342,,,,,,,,,,,,,,,,,,,17,,,,4,165,,,,,,,76,,,,,,,,,,,,,,,,,,
New Hampshire,2012,President,Grafton,29826,18208,,,,,,,,,,,,,,,,,,,66,,,,47,666,,,,,,,201,,,,,,,,,,,,,,,,,,
New Hampshire,2012,President,Hillsborough,102303,99991,,,,,,,,,,,,,,,,,,,184,,,,82,2541,,,,,,,566,,,,,,,,,,,,,,,,,,
New Hampshire,2012,President,Merrimack,44756,34524,,,,,,,,,,,,,,,,,,,70,,,,30,899,,,,,,,235,,,,,,,,,,,,,,,,,,
New Hampshire,2012,President,Rockingham,80142,87921,,,,,,,,,,,,,,,,,,,156,,,,52,1737,,,,,,,415,,,,,,,,,,,,,,,,,,
New Hampshire,2012,President,Strafford,36026,26729,,,,,,,,,,,,,,,,,,,57,,,,39,856,,,,,,,262,,,,,,,,,,,,,,,,,,
New Hampshire,2012,President,Sullivan,12166,9269,,,,,,,,,,,,,,,,,,,33,,,,8,276,,,,,,,85,,,,,,,,,,,,,,,,,,
New Hampshire,2016,President,Belknap,13517,19315,,,,,,,,,,,,,,,,,,,,,,,296,1395,,,,,,35,451,36,,,,,,,,,,,,,,,,,
New Hampshire,2016,President,Carroll,12987,14635,,,,,,,,,,,,,,,,,,,,,,,275,1185,,,,,,20,480,34,,,,,,,,,,,,,,,,,
New Hampshire,2016,President,Cheshire,22064,16876,,,,,,,,,,,,,,,,,,,,,,,484,1656,,,,,,41,710,64,,,,,,,,,,,,,,,,,
New Hampshire,2016,President,Coos,6563,7952,,,,,,,,,,,,,,,,,,,,,,,170,576,,,,,,23,334,9,,,,,,,,,,,,,,,,,
New Hampshire,2016,President,Grafton,28510,19010,,,,,,,,,,,,,,,,,,,,,,,578,1967,,,,,,50,981,95,,,,,,,,,,,,,,,,,
New Hampshire,2016,President,Hillsborough,99589,100013,,,,,,,,,,,,,,,,,,,,,,,1752,9170,,,,,,222,3050,361,,,,,,,,,,,,,,,,,
New Hampshire,2016,President,Merrimack,40198,37674,,,,,,,,,,,,,,,,,,,,,,,753,3378,,,,,,61,1444,140,,,,,,,,,,,,,,,,,
New Hampshire,2016,President,Rockingham,79994,90447,,,,,,,,,,,,,,,,,,,,,,,1256,7335,,,,,,136,2114,152,,,,,,,,,,,,,,,,,
New Hampshire,2016,President,Strafford,34894,29072,,,,,,,,,,,,,,,,,,,,,,,694,3258,,,,,,62,894,126,,,,,,,,,,,,,,,,,
New Hampshire,2016,President,Sullivan,10210,10796,,,,,,,,,,,,,,,,,,,,,,,238,857,,,,,,28,507,47,,,,,,,,,,,,,,,,,
New Hampshire,1936,US Senate,Belknap,5001,5993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1936,US Senate,Carroll,2923,5129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1936,US Senate,Cheshire,5466,8127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1936,US Senate,Coos,7060,7085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
